fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,t_0,t_1,t_2,t_3,t_4,optimal_budget
1,1,0,1,0.22372704447920086,0.0632614856393309,0.6363636363636364,0.8154846420266669,0.00032637473659635047,2.517529165195789e-08,1.390112473677888e-08,2.155934238889826e-05,0.8852018863681552,1.0,2.117582368135751e-21,0.5500982318271118,0.04872881355932186,0.32827895983093863,2.8097343789043965e-06,4.835982542769167e-06,7.309242532693902e-06,2.5318224137099215e-05,1.8116944088502854e-05,3.947356114114934e-05,5.5490151048571084e-05,0.0001808784169666092,0.6931895332182517,0.7711853188945411,0.7726662631900829,0.7140777630748809,0.7427138275334052,0.81834397908861,0.7997599215949867,0.7908642453128797,0.45719175721502914,0.040229885057471236,6.558685659571437e-10,0.24121779859484788,0.6363636363636364,0.6170372220006062,0.9421126581574315,0.9710142391064054,0.009819089776883436,0.8490882823642165,1.0,0.18823529411764706,0.09116409537166911,0.10798857779635047,0.4694835680751173,0.05697445972495103,0.16933129431391633,0.008134034580994154,0.004079457365337006,0.00492732558239042,0.014766061008861997,0.013038384264620638,False
1,1,1,1,0.19666806094788564,0.04525006930932517,0.4545454545454545,0.7554421341862244,0.00032636790106508695,9.149102481460239e-10,1.0418940537662921e-08,0.0008906855214996907,0.8763859414444864,1.0,6.776263578034403e-21,0.5029469548133595,0.05932203389830509,0.26116500005549204,8.567474558840203e-06,1.5448796102717066e-05,2.1573505109276506e-05,6.755184155676292e-05,3.417431477685769e-05,8.214832766950419e-05,0.00010420406550407723,0.00034754857454887656,0.6937409082707036,0.7718043163963764,0.773290963762868,0.7147845937715737,0.7397986140451944,0.8151319295115728,0.7966169599819868,0.7876373349580753,0.4529626203569589,0.040229885057471236,3.3229325163989758e-09,0.26697892271662765,0.6320346320346321,0.6249114902211699,0.961153047372447,0.9795344608680836,0.011252429254606428,0.8441882191206345,1.0,0.16470588235294098,0.08274894810659197,0.10477529157010977,0.4553990610328638,0.06876227897838898,0.1408313638259419,0.010253588094692772,0.005645642658375203,0.00880675876243175,0.011379178653783852,0.007697293814858123,True
1,1,2,1,0.22054508916884177,0.06044170976412158,0.4545454545454545,0.5805476239757612,0.0003263627451242585,1.891531501253625e-09,1.8937167431876837e-08,0.000765842758529863,0.7469118722622246,1.0,5.378659215064807e-20,0.5481335952848723,0.0656779661016949,0.26213148655797625,1.8877849819531723e-06,3.153781116483276e-06,4.959335388930348e-06,2.8526822125030055e-05,7.80660765915488e-06,1.7414278294802502e-05,2.5196750149421957e-05,0.00013135885700780732,0.6968393663348814,0.7752790146007044,0.776793640066852,0.7187125771592922,0.7404229247139614,0.8158193738224618,0.7972891848612282,0.7883246571458787,0.40081508648200603,0.03735632183908041,7.63629826128226e-10,0.24121779859484788,0.6320346320346321,0.6259118740292302,0.9609659926988461,0.9760368058170397,0.0011149781286413224,0.8260773546442253,1.0,0.19058823529411767,0.05750350631136056,0.16527371500208943,0.4859154929577464,0.04518664047151292,0.21020436535520648,0.0049143336801063565,0.0009011627916967732,0.002466085272315366,0.02006401057718759,0.01043387652576945,False
1,1,3,1,0.2015701291886529,0.04935754367977491,0.4545454545454545,0.41023695244255826,0.0003263624004533612,1.8280602593591324e-09,1.1569630885859419e-08,0.00048400595274019546,0.6295994746156964,1.0,5.929230630780102e-21,0.6051080550098231,0.04872881355932204,0.35932023220484266,2.349948974200748e-06,4.118750936782977e-06,7.5141933908706685e-06,6.223399385950606e-05,1.1753712223496486e-05,2.685809653653283e-05,4.373121609790524e-05,0.00032735712302778367,0.6970382657234019,0.7755021675867764,0.7770188805799034,0.718971217497673,0.7415221008618046,0.81703069858074,0.7984747835097106,0.7895467928320984,0.41510117095535215,0.020114942528735573,2.8681180848265058e-08,0.2599531615925058,0.6731601731601733,0.6727909414408175,0.9775377246364498,0.993061096762532,0.007109738538118512,0.8238383354761151,1.0,0.17882352941176452,0.04067321178120628,0.2091516924362724,0.49295774647887325,0.05893909626719072,0.17261902525353107,0.042149416242029815,0.01378197181221936,0.03111234929642384,0.046042690152447656,0.02081175913740966,False
1,1,4,1,0.29830166672497255,0.11794988418768491,0.6363636363636364,0.636685728193756,0.0003263700900327506,8.384970705761628e-10,1.4718324719162224e-08,0.0013655721523541278,0.8503108389871954,1.0,9.317362419797304e-21,0.5324165029469548,0.04025423728813558,0.3626460828163324,1.0785376078078985e-05,1.757366367733118e-05,2.448966529188721e-05,6.372203154442267e-05,4.6258836742713085e-05,0.0001032883675986534,0.00013158518224069222,0.0003514320327901386,0.7114041784940391,0.7916158890975206,0.793266060332271,0.7372087665118762,0.7416707710784641,0.817194911629147,0.798635830570993,0.7897109174138095,0.4586669473975974,0.014367816091954026,4.070142453219438e-09,0.2459016393442623,0.6060606060606061,0.6621125472232616,0.9606295332189492,0.9873878612528137,0.016958523547509,0.8050585260183438,1.0,0.17176470588235293,0.10518934081346434,0.08697114551588477,0.4694835680751173,0.04518664047151292,0.2033921868483248,0.033842190503181734,0.05571348247075233,0.051505138983528195,0.03295589080534583,0.0746834849830133,True
1,1,5,1,0.29142088001969535,0.10516206695256387,0.7272727272727273,0.6952374093236208,0.0003263708114076111,8.215192566503147e-09,9.402897011754041e-09,7.022183187493182e-05,0.8802592289263534,1.0,2.202285662861181e-20,0.5559921414538309,0.050847457627118633,0.3217222829111446,4.92595854440594e-06,9.032244680677606e-06,1.715802784331896e-05,0.00010322134390254994,1.90213159533864e-05,4.5161524795509976e-05,7.609194609923083e-05,0.0004709690486214535,0.7201656536350562,0.8014428637364507,0.803174218423326,0.7483390466107067,0.7414118891867384,0.8169093755102134,0.798356382391346,0.7894274911164132,0.4407163461218232,0.02586206896551723,1.0139254075588142e-08,0.26463700234192045,0.6190476190476191,0.6411061317554478,0.9638405613221972,0.9879613327043402,0.002817574273167464,0.8522577728885095,1.0,0.18352941176470589,0.04628330995792437,0.19233180108650227,0.49061032863849763,0.06286836935167008,0.16296827043386197,0.022855696630795008,0.01916122401669762,0.031237340515147642,0.021201967831227346,0.023530185201713783,False
1,1,6,1,0.21428170194507273,0.05591720645084238,0.6363636363636364,0.6408345464052131,0.0003263684138965491,9.139591894372687e-09,1.2174910053611633e-08,8.416774788510105e-05,0.7709637973067603,1.0,9.317362419797304e-21,0.5599214145383101,0.04025423728813558,0.38023613716154486,4.078597447946635e-06,6.091678013519105e-06,9.604998441794918e-06,4.7580640550505916e-05,2.326118306113424e-05,4.4618045106487805e-05,6.330613170521072e-05,0.0002764491526067666,0.7073411495700801,0.7870582234172935,0.788670317374239,0.7320489029968837,0.7427852095621057,0.818422590686819,0.7998368990910488,0.7909448080019328,0.40901368465281307,0.03735632183908041,1.683550802961201e-08,0.24121779859484788,0.681818181818182,0.6516150563580454,0.963514731072703,0.9728494492612667,0.010722641381545661,0.7986414871044081,1.0,0.17176470588235293,0.07293127629733531,0.12201548301189202,0.460093896713615,0.051080550098231974,0.18127472416364396,0.02860417126129884,0.02192658485024343,0.0227938745306078,0.026407335653112134,0.02034422980600546,False
1,1,7,1,0.20326291389280987,0.04873998300318385,0.4545454545454545,0.5212525067888929,0.00032636681689433096,4.196273639486118e-09,1.0041119834264593e-08,0.00017053372774381375,0.7093212019591715,1.0,9.317362419797304e-21,0.5795677799607071,0.02754237288135593,0.4945714904054249,5.54730120199046e-06,8.897975190214115e-06,1.4009621432875915e-05,5.7645583776740084e-05,2.2321477890687403e-05,4.6086418616759006e-05,6.60585219814109e-05,0.0002632434400908167,0.7217847614953196,0.8032588039683342,0.8050047764092578,0.7503879865939923,0.7417106879145435,0.8172385549133937,0.7986782779139356,0.7897540914720758,0.430023338594439,0.02586206896551723,1.6338538778098642e-09,0.22950819672131156,0.6991341991341993,0.6434206895162549,0.9749126402561159,0.9887619798226062,0.004461985873907781,0.8213120874995032,1.0,0.18588235294117647,0.06591865357643757,0.14333472628499794,0.4859154929577464,0.03732809430255418,0.2426932166957191,0.03690839455309473,0.02104461022739971,0.027850873638353,0.03585779274037627,0.026843320734313492,False
1,1,8,1,0.282791766960622,0.10387963932523132,0.4545454545454545,0.5317618412758409,0.0003263633658985781,1.9545853777892428e-08,1.2431629421521697e-08,2.8443073733636952e-05,0.8743504060398266,1.0,5.082197683525802e-20,0.5225933202357563,0.03389830508474577,0.39754698429492835,3.858188449655507e-06,6.4975963787468735e-06,9.899524625052066e-06,5.5246498086520846e-05,1.2798585894680735e-05,2.9255415869597433e-05,3.9975683061099276e-05,0.00019783356474584925,0.6986450687962561,0.7773044937274134,0.7788360842232541,0.7210096236271275,0.7386201814950221,0.8138328963400382,0.7953453404412147,0.786328428239975,0.4255296716753134,0.028735632183908046,4.9853734638739054e-09,0.24355971896955497,0.7077922077922079,0.6297985962282893,0.9572921430352832,0.98087428621077,0.003856828889984412,0.8288818080980968,1.0,0.1811764705882353,0.05890603085553997,0.15467733269655545,0.4671361502347417,0.06679764243614944,0.14785038299430678,0.0159740510692888,0.0036194558451886605,0.004364926633199643,0.014389330330164228,0.007362720441762008,False
1,1,9,1,0.23639301890449194,0.07129881377485416,0.6363636363636364,0.6640911458230399,0.00032636709731260615,1.9159655646090064e-08,9.740123221053558e-09,1.8668182500066198e-05,0.83406232164066,1.0,1.6940658945086007e-21,0.5284872298624753,0.04872881355932186,0.3160841742554763,1.5533621153617144e-05,2.756999167950352e-05,4.7005184017057256e-05,0.0001315829951466803,4.097438221263489e-05,9.771184900329769e-05,0.00015208526045348012,0.0004249701135940721,0.6893483946742203,0.7668781257852723,0.7683263490045562,0.7092189562424346,0.735091383611978,0.8099451483432548,0.7915428427747392,0.782425688483137,0.46452368977378267,0.020114942528735573,1.1221477682079805e-08,0.2763466042154567,0.6277056277056277,0.6492932336091906,0.9657459117784088,0.9904449551702343,0.00882823587268751,0.8415425875408596,1.0,0.17176470588235293,0.09957924263674625,0.09158121443955126,0.4624413145539905,0.06286836935167008,0.15398517789731472,0.008798513125166156,0.030938238329733005,0.05052798287090389,0.024448347538475145,0.0568030930011177,True
