fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,t_0,t_1,optimal_budget
1,1,0,1,0.07207433466468145,0.004885361817665787,0.1111111111111111,0.927654621685167,2.5028999422503794e-07,4.112560116089899e-08,1.330578986291309e-08,7.215399423726984e-05,0.9990848844757658,0.9999999999999999,0.05263157894736843,0.01858108108108117,0.3142771570377252,0.06714772279089937,0.07748510768658512,0.08473635915558575,0.10114019386447348,0.07055257995001518,0.07680361018525161,0.0921227516980054,0.1208515736796999,0.32103091825205954,0.3417476222638154,0.356866273329418,0.3877790004212329,0.33411726611742687,0.3436386867424496,0.37140541562554197,0.38932014229989165,0.7146955996168352,0.12010443864229764,6.009986239476775e-07,0.11455108359133129,0.3430656934306566,0.8281879335234734,0.8673937737481232,0.9874070682689808,0.20828554557054674,0.7811006909681484,0.0,0.36492890995260663,0.09756097560975603,0.36492486669898205,0.16926503340757235,0.04713114754098347,0.44887257921029206,0.4094529672010443,0.4202446567731769,True
1,1,1,1,0.06899842872607972,0.004219082092163556,0.1111111111111111,0.9380527837390364,2.5090914093432786e-07,2.1459369169840474e-09,1.4440518191133218e-08,0.0025195857935615394,0.9994650964806074,0.9999999999999999,0.04360902255639086,0.016891891891891928,0.278661335241859,0.066186044685311,0.0717876173488732,0.07125284621487993,0.07404682290665016,0.06863415355799776,0.07512010884126363,0.08134630200425916,0.0898770126064607,0.3276370646960596,0.34502105812371286,0.35491008109595623,0.3769407831665035,0.34589585312538973,0.3553758285526375,0.37771243539739774,0.38236962391206464,0.6925096479234112,0.11749347258485646,4.757805849371848e-07,0.11455108359133129,0.4160583941605842,0.8386526015169675,0.9263389551815067,0.9940310365315721,0.09524238754754671,0.8011311643901792,0.0,0.3080568720379149,0.1254355400696862,0.2769151052200512,0.0712694877505568,0.05122950819672129,0.25497844385136514,0.383521808669459,0.3782961267798664,True
1,1,2,1,0.07133838971258591,0.004868989999839991,0.1111111111111111,0.9233597763021252,2.535189542862024e-07,4.700998973006708e-09,1.4707451256923108e-08,0.001143992939502067,0.9992222630003084,0.9999999999999999,0.04661654135338343,0.016891891891891928,0.294182627230719,0.06941285958188145,0.07804517871916938,0.0851751286331171,0.1074153950187186,0.0703476638573966,0.07741102819180679,0.08867644773903846,0.12053148473276204,0.3153376593376215,0.3349222427449846,0.34989862361715174,0.3849572355169032,0.32357198359692274,0.3337956424574918,0.35833687737512576,0.3782016130445218,0.7624163319622368,0.12793733681462144,5.04745762872268e-07,0.11455108359133129,0.37956204379562,0.8082904880416883,0.8812436321020201,0.9848518194872522,0.1426852281216497,0.7988946800680089,0.0,0.41706161137440745,0.06968641114982556,0.4828959213350875,0.16258351893095765,0.09836065573770478,0.2502228734219577,0.4328646669911953,0.42944997140405705,True
1,1,3,1,0.0804442563250057,0.006457050502580209,0.2222222222222222,0.9288203211372756,2.5363762887014224e-07,4.2211039848905265e-09,1.4386897730299805e-08,0.001251323469581867,0.9991647390409581,0.9999999999999999,0.1398496240601503,0.06081081081081087,0.43406587601921054,0.05974603089930475,0.06599861336011498,0.06615648687127229,0.07751287427789927,0.06376790112464711,0.06782113746913737,0.07287022359997178,0.094205493781017,0.3306754959682682,0.34848250539552994,0.3589912169485382,0.38660949852316373,0.3455474099613296,0.35336494219330516,0.3750762975192198,0.38826600252033006,0.7966371566316943,0.11749347258485646,4.482475441122454e-07,0.10216718266253863,0.3357664233576636,0.8115685449906387,0.8912958659618617,0.9853867233720575,0.1546619739675465,0.8043021868890443,0.0,0.2606635071090049,0.09756097560975603,0.2990208434318953,0.25167037861915376,0.0901639344262295,0.38403863147465467,0.43022159414615674,0.4154150419840149,True
1,1,4,1,0.07753338082055637,0.0058322115061197905,0.1111111111111111,0.920100806545093,2.4968699552072744e-07,1.8441369363594244e-08,1.564249531513198e-08,0.00027221984268051074,0.9993857248792756,0.9999999999999999,0.11278195488721801,0.023648648648648712,0.5730397375390517,0.04023322977342955,0.04640520422754721,0.04586748051682235,0.0500149567360102,0.042245904696427444,0.04753178435005115,0.050795170837742404,0.06427227090060667,0.35962050872003426,0.3771891568506909,0.387994928019872,0.41068448023012116,0.3652004664701578,0.3732760239131655,0.39566731803635335,0.4047509066106133,0.7271640885280455,0.11488250652741519,3.9719813590989846e-07,0.09597523219814241,0.2627737226277369,0.8339269910319071,0.9489964803785966,0.9927890790932121,0.09257075880377519,0.7474998708670544,0.0,0.28436018957345954,0.07665505226480836,0.36342704798836645,0.21603563474387535,0.06147540983606548,0.452492488008809,0.16706317479782137,0.1484353888111112,True
1,1,5,1,0.07801590238913349,0.006125062034302239,0.0,0.9102032146497057,2.5173729513268304e-07,5.569145308004306e-09,1.6606547202186846e-08,0.001085863811054589,0.9992056552212817,0.9999999999999999,0.16842105263157886,0.042229729729729715,0.6633676438228895,0.07461384120534964,0.07400380105798463,0.07173076343690371,0.0761244834293392,0.08463833965107062,0.0837501634571256,0.08772234271451093,0.10612510045424062,0.3615093415057351,0.37465728527348474,0.38386590458293646,0.4064855915440633,0.39347274303677127,0.39800615327932315,0.4210001390269249,0.43346002277190276,0.7226005920563106,0.12010443864229764,4.482475441122454e-07,0.10835913312693496,0.37956204379562,0.8275533489484452,0.9388043759316282,0.9925342321803186,0.08834460103806585,0.7592459576030305,0.0,0.2606635071090049,0.0871080139372822,0.32120130774228817,0.14253897550111358,0.02663934426229512,0.5337712995278175,0.25359357163206636,0.2636418840759682,True
1,1,6,1,0.07651787742182406,0.0055434237489625955,0.0,0.9264800495352142,2.5147211452368056e-07,2.155158547718833e-08,1.541277799291668e-08,0.00022145968364360936,0.9990959034477109,0.9999999999999999,0.11127819548872173,0.027027027027027042,0.5378160219738908,0.05368002060156615,0.06704353602623081,0.0668795833166928,0.0808045005583396,0.05657781563507544,0.07096652466945902,0.0747769034224117,0.09792145597478652,0.34473994234902994,0.367144628432057,0.3777146265148065,0.4065088881781659,0.35847090639501333,0.3725850397493793,0.39446710147687336,0.4093138071125261,0.7967943754634375,0.10966057441253264,4.482475441122454e-07,0.10526315789473678,0.3576642335766418,0.8022322540253679,0.9280414976590166,0.9910140268169503,0.08562972438704969,0.7930228119586694,0.0,0.3886255924170614,0.0871080139372822,0.40724621239467407,0.2561247216035635,0.08401639344262296,0.41230411277629503,0.30688617948404867,0.29047285347399393,True
1,1,7,1,0.07469786356053781,0.004984312355038919,0.1111111111111111,0.9436921183891437,2.5151247058832364e-07,9.857777936260676e-09,1.5554157935362643e-08,0.000550900201857681,0.9994854231293308,0.9999999999999999,0.07969924812030071,0.0489864864864865,0.27163480440906407,0.03946764102105721,0.04171823218681642,0.04218933837116762,0.05025721414682627,0.04766122143070148,0.05009169700746574,0.05612885570358675,0.07903974867452557,0.32877134291672405,0.3439000146193011,0.35492459757375894,0.3806946396886298,0.3618840265494633,0.3682986604904248,0.39204911920795504,0.40685411107626623,0.6278737592986214,0.11488250652741519,4.757805849371848e-07,0.10526315789473678,0.2919708029197081,0.8435018404103385,0.9491401836259996,0.9967482021610223,0.028208970452538285,0.830130085514533,0.0,0.36492890995260663,0.1080139372822299,0.3415249819369119,0.1447661469933186,0.09631147540983606,0.23352494354342024,0.3000208630327687,0.2923392972919724,True
1,1,8,1,0.06504782760788802,0.003863203463096279,0.3333333333333333,0.924838372814476,2.523572555448043e-07,8.006181917141504e-09,1.5424618286230917e-08,0.0006841593508058728,0.9983654501948461,0.9999999999999999,0.04360902255639086,0.03378378378378383,0.19150331099672185,0.09680186651374598,0.1106490794228697,0.12105783626358058,0.13200282396753693,0.089960982337322,0.10197372744786945,0.11934996839235532,0.13284659356990935,0.2963536100860015,0.32010867003394106,0.33702943402903196,0.3644661407401445,0.2881121525153829,0.30293574843921844,0.3296976929928175,0.33517718263961693,0.7790632129941684,0.12010443864229764,6.009986239476775e-07,0.11764705882352933,0.3357664233576636,0.8236534997753608,0.8811727081915102,0.9824187218988314,0.18495258253203478,0.8240592715241458,0.0,0.3127962085308059,0.170731707317073,0.21944658742566894,0.10690423162583518,0.03278688524590167,0.41071848821547124,0.5558339550648029,0.5702966941163009,True
1,1,9,1,0.06585895972420706,0.0038406822547389138,0.0,0.9451933060927223,2.540585241304264e-07,2.4487986834999993e-08,1.3047629478224217e-08,0.0001523774505615896,0.9993474153875962,0.9999999999999999,0.02556390977443601,0.043918918918918956,0.07885202710357642,0.056856125578609806,0.0603734452144018,0.06185683229555644,0.0838481711438957,0.05483987870351928,0.056377018832312026,0.0617572475241403,0.09166350210486351,0.2905657277324435,0.30662170699815094,0.31753121347196156,0.3535322964460357,0.2898244009197508,0.2963334014528155,0.31557095918056755,0.3334882077649787,0.7830145143659526,0.12271540469973889,5.04745762872268e-07,0.12074303405572749,0.40145985401459905,0.7989432053325451,0.8578834792965786,0.982524904425679,0.17216361599262303,0.8348499907502371,0.0,0.26540284360189603,0.055749128919860655,0.41269740031124835,0.14699331848552352,0.05122950819672129,0.3876000821186613,0.5885699946324556,0.5737879042021896,True
