fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,t_0,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9,t_10,t_11,t_12,optimal_budget
1,1,0,1,0.11774174028214346,0.005141405126920542,0.0,0.8957711396125843,2.157611098007198e-07,3.686262135439443e-08,1.2016073656359948e-08,9.563900384033888e-06,0.0,1.0,0.11155378486055759,0.12162162162162166,0.242232501309129,0.08296264979134538,0.10095483443830389,0.14754917578636662,0.16627243952097626,0.09710697689086234,0.10947640543473802,0.15114750692809908,0.17718100887825416,0.17494937010454015,0.16529124143782725,0.2079258482668851,0.2093327417389187,0.14069624855455498,0.16149158820102139,0.1768139274176903,0.20707425649400424,0.7608473617590761,0.12224938875305622,3.752616742171224e-07,0.1643059490084986,0.29870129870129913,0.7647009699734353,0.7925174719892034,0.9397494127269539,0.26670148861025283,0.6797067989390679,0.0,0.4782608695652173,0.0,0.47826086956521724,0.16279069767441864,0.163461538461538,0.26191017808397266,0.3607103511241804,0.35037184906514746,0.3428963902946334,0.3726063696433142,0.3978564509367751,0.41895310461523855,0.44254446126569424,0.4484659817104064,0.44823448266453153,0.46237048507161305,0.45385226084933544,0.4530280704212817,0.4561300556350211,True
1,1,1,1,0.12493645395790903,0.005719712920493074,0.0,0.917915156397403,2.1737703208871613e-07,2.8744143617370722e-08,1.2482874198901512e-08,1.3806327003592654e-05,0.0,1.0,0.09561752988047792,0.08108108108108109,0.2989614243323442,0.06054581305812878,0.07379955462289656,0.08642043381247366,0.10296493882357072,0.07051537689738152,0.09063371979615353,0.10190219459523575,0.12734341245134506,0.1909352054466582,0.17986495639656563,0.19271158677086841,0.19122249822818604,0.1591210716702125,0.18949147730431193,0.17810688393474683,0.2060566622553509,0.6662842609938924,0.12224938875305622,4.394176984577382e-07,0.1643059490084986,0.10389610389610437,0.8660724713704928,0.8323366742426437,0.9752292923968051,0.24973717884499075,0.6433358454353699,0.0,0.25,0.0,0.25,0.2383720930232556,0.06730769230769185,0.5618546504727618,0.20225455898042408,0.24786589519155744,0.2691122220010978,0.27684058616172463,0.27310172351760365,0.2689112442790436,0.27466627470040733,0.2823230802251635,0.284679885660919,0.2981429629288761,0.3109558587935921,0.3240142444128225,0.3447763300284396,True
1,1,2,1,0.1281135368245549,0.006028645096326813,0.14285714285714285,0.8880037388194987,2.1766143499845165e-07,1.429188222524682e-08,9.398678997029631e-09,2.2743526439733354e-05,0.0,1.0,0.14741035856573706,0.11711711711711714,0.3568249258160239,0.11313154002274683,0.15391133012648428,0.1657107241312139,0.1352098603862617,0.14297702897516273,0.16383410279010535,0.1785417737528574,0.1601619062239099,0.21649801045913886,0.22985491796648172,0.24129177333222462,0.197530888160797,0.20530519044922146,0.23484275932197374,0.22753395821049638,0.2152570450174407,0.6548170665438677,0.12713936430317851,2.5859066654656905e-07,0.1529745042492917,0.46753246753246813,0.8239033430382365,0.8807352955744321,0.9776850621937063,0.15885505707660658,0.7292283237459294,0.0,0.5217391304347826,0.0,0.5217391304347827,0.33139534883720934,0.2596153846153846,0.4437091570849532,0.3032135050865376,0.33000338250570943,0.37736337792301744,0.40198945025880517,0.42365542440285126,0.39005629990593976,0.43158988596801756,0.4332528351314333,0.42891565716823565,0.4432691173661717,0.45391988961564533,0.4375697770442964,0.4459406376117216,True
1,1,3,1,0.134202437558269,0.009936461065308048,0.14285714285714285,0.8881069994265018,2.183727225914176e-07,7.085552428044753e-09,1.1660153035690963e-08,6.145625427465973e-05,0.0,1.0,0.21513944223107567,0.22522522522522526,0.28332264014756625,0.1495418901643446,0.19365641809095957,0.22593004441472464,0.22221475331957463,0.14355436848842473,0.2090244418231958,0.2298652434946895,0.2213415193296433,0.226880309823853,0.2429943829338742,0.27258884807735473,0.25396007240217966,0.17610869146645713,0.24620496985200535,0.24418475387746597,0.2408611708260754,0.5729103637654109,0.1320293398533008,2.7283256431005876e-07,0.1671388101983002,0.37662337662337686,0.858281815301603,0.7744386955107352,0.9408731065648563,0.3084956449668093,0.6986938240093683,0.0,0.3369565217391304,0.0,0.33695652173913043,0.01162790697674393,0.02884615384615341,0.07545820876121156,0.5004795340888165,0.4786898525231861,0.5130943836089005,0.5360449080313067,0.5434324973266083,0.5583832195724328,0.6044614150167134,0.6149503093717921,0.621339639654534,0.6290415387541235,0.5970348612334434,0.6079781419455641,0.6244175931665459,True
1,1,4,1,0.12003290224900721,0.004831399791540933,0.0,0.900049632530217,2.144680572260391e-07,3.496076315780976e-09,1.2563035380307827e-08,0.00013782263468318387,0.0,1.0,0.09561752988047809,0.12612612612612595,0.187685459940653,0.08166220029079263,0.06910597313580158,0.08402669285764985,0.12993807631115573,0.08259152180161466,0.08709271020323128,0.10209956335094583,0.14965270925749974,0.19801119995108207,0.16347691745595683,0.17778445270564103,0.202982006562889,0.15538070495897116,0.17094395364784398,0.16179553096505017,0.21084638594918392,0.6469719769879765,0.11735941320293403,2.7283256431005876e-07,0.1643059490084986,0.37662337662337686,0.8226199765338018,0.8701656950655092,0.9702948382922703,0.16038109970337416,0.732195098381754,0.0,0.3804347826086957,0.0,0.3804347826086956,0.18023255813953468,0.2211538461538457,0.2353752678387978,0.29075369718528854,0.28957068259925856,0.321333554479039,0.31996609748239463,0.35178215893625264,0.3604921739682239,0.3519728915533761,0.35163438067053493,0.33392076633046175,0.3447382452445308,0.3399473448520659,0.3609429987281817,0.3522675648347825,True
1,1,5,1,0.12666599337240234,0.006802531425655643,0.14285714285714285,0.8902487496651247,2.16837234340114e-07,1.52520523716673e-08,1.1088634462041e-08,2.5371436590344357e-05,0.0,1.0,0.14342629482071714,0.04954954954954954,0.6130775752437477,0.1157290593718967,0.1653271412268933,0.13179731985104837,0.12912606327553244,0.09847050853190642,0.17911768755904567,0.15259531585312425,0.15002472759888286,0.2312002814634877,0.25330276038166166,0.22515721710766223,0.20697899681364318,0.1775849965157058,0.26105176503882555,0.21730671943054192,0.2197667025404869,0.7641797697445938,0.11980440097799505,3.035772787058775e-07,0.1529745042492917,0.337662337662338,0.7759069113833759,0.8312252154784723,0.9631746180920784,0.189286542654512,0.6364158147279306,0.0,0.3043478260869565,0.0,0.30434782608695654,0.2558139534883721,0.1826923076923076,0.41129867277462295,0.29123268410822317,0.2887862737824635,0.2918049305670977,0.33485938359255824,0.3087120458541045,0.316848302636876,0.3099375014062926,0.3002913165859659,0.33180275708636825,0.3289974325292773,0.3459085658979332,0.35771282742491833,0.33644979839045347,True
1,1,6,1,0.12200034182177341,0.0050342082435832535,0.0,0.8965748154660228,2.1515050384712616e-07,1.1958960814736521e-09,9.163440544820764e-09,0.0002997498633806667,0.0,1.0,0.2509960159362548,0.19369369369369377,0.41987023340271945,0.07395221294364862,0.10028150905430422,0.11553342558430901,0.13076580120939196,0.062370090806344036,0.1151349062067124,0.1362039740640354,0.1547450752080124,0.18830167036704382,0.1878929759992336,0.20249439242430078,0.2002068657366438,0.1363493452950637,0.19531241190965953,0.19264759855799085,0.2147709928179692,0.6521189611543505,0.12958435207823965,3.559553321824574e-07,0.1529745042492917,0.37662337662337686,0.8579676624858106,0.8589567566911498,0.9568677752840644,0.20233798957378285,0.673579145697937,0.0,0.4347826086956518,0.0,0.43478260869565205,0.2732558139534884,0.24038461538461486,0.3715878070973614,0.2393241163709013,0.2813631615747465,0.2903732570988212,0.3408054869050519,0.33981749721276294,0.3585794592617736,0.43308134292108114,0.43200116124310983,0.45665735184530143,0.4556335727300841,0.4734768112148339,0.4666579575504099,0.4564924482085865,True
1,1,7,1,0.11046133442546446,0.0034678060507463775,0.14285714285714285,0.9243545810913073,2.1842205031477318e-07,3.0865184943404814e-08,1.2884555205946411e-08,1.3135443245227735e-05,0.0,1.0,0.07569721115537847,0.045045045045045085,0.350017455053238,0.15481733572395218,0.17042655161139486,0.1710568810119758,0.15877425108838028,0.1578528199147049,0.17334966837412003,0.17764918902739402,0.15611857507993654,0.25856216267456966,0.2511380820635589,0.25295800439301463,0.22645347196567644,0.2148945796180175,0.2392340102722058,0.22213294755193336,0.20683665874079848,0.7972644411388501,0.12713936430317851,3.201591648906474e-07,0.15864022662889515,0.5844155844155852,0.8421836459035221,0.8491222768693518,0.974364669935559,0.1492385755634767,0.7453992127844074,0.0,0.5652173913043479,0.0,0.5652173913043477,0.1220930232558137,0.0288461538461538,0.3533082022617964,0.395143741926897,0.4093386265686588,0.46108354663821927,0.450458712165739,0.46295900790846967,0.46078056426452213,0.4953828363483113,0.49491345604111864,0.4877374378612675,0.5097933834860963,0.5232422361418211,0.5146033422093944,0.5288622041170344,True
1,1,8,1,0.12121261657918977,0.005050473936560281,0.14285714285714285,0.9044501914132899,2.1880200213426815e-07,2.1600452295116e-09,1.0746402332103376e-08,0.000192709906966184,0.0,1.0,0.24302788844621498,0.1756756756756757,0.4459163487353397,0.10848245250007671,0.11026059387053866,0.14831651619708963,0.1648331338877378,0.12050876660069187,0.12012003122520687,0.15967908002431486,0.17329995324183312,0.19760470018268284,0.17379615440537033,0.2085527869841225,0.20788458939810728,0.1672181150271712,0.17629537029132947,0.19011127496858382,0.2082475044781842,0.8905536851058455,0.12713936430317851,3.559553321824574e-07,0.1614730878186969,0.35064935064935066,0.8623291113008262,0.8326134164205037,0.9600529933671931,0.27257504982870445,0.6962913624968312,0.0,0.3804347826086957,0.0,0.3804347826086956,0.22674418604651167,0.16346153846153844,0.3825555699987001,0.3377251322542459,0.38474974206489115,0.3976515005133219,0.398916632833405,0.4415301047236271,0.44329195100237473,0.4730840939878992,0.4729810789396961,0.4858821344945752,0.5111165915059478,0.4918757898870782,0.492087474925076,0.4879582877590567,True
1,1,9,1,0.12445749163451952,0.005709953173855831,0.14285714285714285,0.8994349281748513,2.1920969582128973e-07,3.9053814997571514e-08,1.4832910244119639e-08,1.1620906878384126e-05,0.0,1.0,0.10756972111553786,0.13063063063063066,0.21162029001735633,0.09224977947613378,0.05642382139360902,0.09688711634950709,0.09056233291736948,0.10836855083217334,0.08287648371830025,0.11131624085405378,0.11769517997896539,0.20254024134135973,0.1468269088281433,0.18386924601117993,0.16139638022384417,0.1784676745473477,0.16693872584856517,0.17011537945693267,0.18104320588545408,0.7923503130125198,0.11980440097799505,3.3760356149380444e-07,0.15014164305949013,0.12987012987013014,0.8639321459476861,0.8388820380600848,0.9664954755072701,0.25706340387427756,0.7006660603594828,0.0,0.31521739130434784,0.0,0.31521739130434784,0.15697674418604654,0.07692307692307687,0.3601533308810718,0.24693711823263764,0.2780914041968894,0.27978307111328443,0.28644882956824763,0.28430492214050834,0.3240223922187193,0.29519714123024554,0.3213015756995307,0.3338128996013277,0.3540800031579494,0.3495586082285678,0.34352940754166456,0.3479431918951791,True
