fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,t_0,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9,t_10,t_11,t_12,t_13,t_14,t_15,t_16,t_17,t_18,optimal_budget
1,1,0,1,0.28926254393961887,0.016178517573222057,0.0,0.8051249071501565,1.4381778541159177e-07,2.974128183912682e-08,8.391976531005248e-09,0.00012403753894571717,0.0,1.0,0.30645161290322576,0.5319148936170213,0.27292100547295006,0.2735901938098402,0.25839137783613686,0.4156761356275913,0.443047953467127,0.2769603118306675,0.22509784727154947,0.4370532884222875,0.4643024860825271,0.28775769810120116,0.2728777207617872,0.42974414702553765,0.45986553103209704,0.29200176871890837,0.21186134320681838,0.4522663634664094,0.48604998902436747,0.8090775463412401,0.16492693110647189,1.243308658113924e-07,0.22619047619047625,0.6111111111111109,0.6995351388686277,0.7878571374934786,0.8513406558008578,0.3584119942645855,0.46331443218813084,0.0,0.47058823529411764,0.0,0.4705882352941177,0.4137931034482759,0.0,0.4137931034482759,0.2547337703182432,0.36630092939313685,0.4415606541145298,0.45607996204235407,0.47428609687466683,0.48589734909518384,0.4817528977439953,0.5044394016946109,0.5526496557853355,0.5659721033884328,0.5679003905436514,0.6004040389273434,0.6330900946872929,0.6307653895720425,0.6342539835825679,0.6474627072725637,0.65345768058241,0.6433872231211937,0.6393793129844798,True
1,1,1,1,0.25810456493590256,0.009896313037596572,0.0,0.8568386234350978,1.4696445244975882e-07,4.223473801652326e-09,4.799559356417783e-09,0.0007212634481293499,0.0,1.0,0.4032258064516129,0.40425531914893625,0.43672714017328873,0.2956151550833086,0.3564455329907883,0.24143800997688913,0.28021068920504355,0.2946356654511667,0.345049830743696,0.2462781436160566,0.2895923467139472,0.29596920455081577,0.3500826907161211,0.23482501914757836,0.2779447036607877,0.29421600213705734,0.31451006050812746,0.2401577340639457,0.29201221561678614,0.6988829522214348,0.175365344467641,1.1523301362013261e-07,0.22857142857142865,0.41666666666666674,0.8063895743776173,0.8252540582811783,0.8743478225917045,0.27322064477443553,0.42656142270855646,0.0,0.2647058823529411,0.0,0.26470588235294124,0.22413793103448276,0.0,0.22413793103448276,0.25271372824476396,0.3400138629245913,0.4524069980116155,0.4656565287032033,0.4392082337558294,0.4990991082278687,0.4863609873481986,0.5134727765742717,0.5391144522198292,0.5418553104661127,0.5529657347131212,0.5876195250519163,0.5737103538979037,0.5955312073402838,0.6152536750452997,0.5953799821412551,0.616610369520218,0.6139409559829169,0.6186669314102511,True
1,1,2,1,0.27221704282796294,0.013501602269014918,0.0,0.7902290649736934,1.4620042173680105e-07,4.859160820681188e-09,4.4720076958151264e-09,0.0005709757436158687,0.0,1.0,0.41935483870967727,0.48936170212765967,0.4022376132125731,0.5630164866492722,0.41714409863772306,0.3536341428428127,0.2924463963607735,0.5686382604981352,0.3629788103994753,0.34104303747248066,0.32916008931707896,0.5602710250887069,0.4085545623503876,0.3441572868001902,0.28601679254036927,0.5658025149408653,0.3332490713374883,0.33568713286231733,0.3313987325182203,0.6026983324815345,0.16492693110647189,1.3764360803324484e-07,0.22857142857142865,0.38888888888888884,0.6898453290667454,0.7914524520479667,0.8557836336827431,0.29718223780604414,0.615604169327814,0.0,0.29411764705882326,0.0,0.2941176470588235,0.20689655172413796,0.0,0.20689655172413796,0.2409620039227593,0.34498535894522725,0.42627275344411103,0.4535420524422779,0.41501995391833896,0.48093962922888395,0.5103064739264265,0.5107102341672749,0.526538211441162,0.5248013950002968,0.555913856455328,0.5877905621801749,0.5947256416616935,0.5969051004234656,0.6012812471033289,0.613934179157277,0.5961551210778459,0.6436593719664301,0.6242304447949113,True
1,1,3,1,0.3012043153793901,0.022405196764992495,0.3333333333333333,0.8743876749263375,1.4408918702851304e-07,3.6642755497817793e-09,6.666507438253644e-09,0.0011939064049128075,0.0,1.0,0.3870967741935484,0.3404255319148936,0.46297282898241865,0.3893083066715852,0.2885299963024348,0.24896926221500282,0.2071791633835165,0.3924262065489946,0.32734699193644423,0.3025668400421013,0.22848774534354677,0.39117311950531763,0.28642011697926906,0.24842305921765317,0.21108482183751187,0.3946357407791996,0.30200142402086305,0.30490437622968103,0.2403739610806307,0.7928382023113172,0.175365344467641,1.0143328739861102e-07,0.22142857142857145,0.5555555555555558,0.8555844158873178,0.8548317730994803,0.9221684273748092,0.29269300995030656,0.6564170671415026,0.0,0.4117647058823528,0.0,0.411764705882353,0.32758620689655155,0.0,0.32758620689655177,0.22807864169405234,0.3119078493993208,0.38770530175942836,0.446559891171579,0.4362713951101028,0.47638932079756374,0.4600587939247607,0.5018526610375253,0.5522049734491126,0.5593296678888954,0.5669754612218426,0.5565113917834057,0.5605780160359121,0.5408509878366806,0.5739853317439736,0.573199395974625,0.5963428799403995,0.5902738501164556,0.5982814179184335,True
1,1,4,1,0.2468790232139607,0.006899517331257939,0.0,0.8678086447329734,1.4217981899462377e-07,1.4530224796493107e-08,8.302956200422025e-09,0.0003249924119912154,0.0,1.0,0.29032258064516137,0.27659574468085085,0.3892514651038893,0.2031964227283667,0.12059164194631133,0.31232871134777174,0.29596187733192547,0.2072352137016794,0.18892454699691785,0.35172223397495106,0.33441831572397307,0.23349715967981272,0.1601418437545986,0.3477946354162611,0.3366844924061404,0.23896009139738267,0.19366618872389474,0.3866928884958585,0.3801514621616371,0.48245447100247363,0.16701461377870583,9.639854986228422e-08,0.22619047619047625,0.30555555555555536,0.7885234174947686,0.8802275652805065,0.9652264037902152,0.12762529096834485,0.5178614679151213,0.0,0.2647058823529408,0.0,0.2647058823529411,0.3103448275862069,0.0,0.31034482758620696,0.23463302781477985,0.2812571239615377,0.3965153628592323,0.4122881402474741,0.44243715605059,0.4543085339557817,0.47667793551404697,0.47518227965592597,0.5126210526768934,0.5372330297660873,0.5672161765856811,0.5511675595478125,0.5518600117717738,0.5642401041489021,0.5661481392789105,0.579366169937418,0.5814095269276301,0.5800769049680696,0.5814297442635685,True
1,1,5,1,0.2657454635008875,0.009789606532969706,0.0,0.8596990982957626,1.4290149455622132e-07,4.945039500853869e-09,5.099624310748618e-09,0.0006473937068373006,0.0,1.0,0.29032258064516137,0.5106382978723405,0.2658249804859313,0.3596172686231356,0.16970096399270296,0.19142703700554886,0.2533304877095155,0.3632105208494235,0.2370294779383355,0.1871392534181271,0.2796925693953982,0.3619690169878565,0.1671137001770696,0.19083078309014767,0.25696173359711993,0.3662008370492602,0.20890302185411103,0.19033114988483013,0.2911573244496888,0.6875833218820309,0.16492693110647189,1.243308658113924e-07,0.23095238095238108,0.2777777777777779,0.8139706742663506,0.7507435562870057,0.81001883259165,0.41274489650217727,0.5158777629803483,0.0,0.2647058823529411,0.0,0.26470588235294124,0.25862068965517243,0.0,0.25862068965517243,0.24649132141931038,0.33611952398952527,0.43042902025818575,0.4405087490220421,0.47432326966649874,0.48613155931122826,0.5287404934854889,0.5408268820229122,0.5619966245591649,0.5564924946756807,0.5959720019896263,0.5909862719107035,0.5964829502755872,0.6176399853633938,0.6214394081975025,0.6311533803773708,0.6249644178009104,0.6357802641738113,0.6152880932506721,True
1,1,6,1,0.2395758745195789,0.005686154814401609,0.0,0.8541660892188516,1.417436180203042e-07,2.321652028786815e-09,4.622010815896954e-09,0.001318256438468911,0.0,1.0,0.27419354838709664,0.5319148936170213,0.24240809802876923,0.2512876794145251,0.19727204683768051,0.22400087675094893,0.275944973937138,0.24837761077331222,0.2667771394266505,0.23426634815004066,0.26492692585818656,0.2850489584778667,0.24441016972526142,0.2764418036487646,0.3293433947635961,0.28043878541146466,0.27417308507963944,0.2819782566078515,0.32132475678357575,0.5796082242723588,0.1607515657620043,1.1816399396362243e-07,0.23571428571428577,0.16666666666666674,0.844524636296375,0.8751603727368185,0.9176602562180738,0.2795882938509995,0.4598978798018202,0.0,0.2647058823529411,0.0,0.26470588235294124,0.22413793103448276,0.0,0.22413793103448276,0.24437719789654014,0.32525573773899874,0.3941456704885799,0.44590446111296034,0.43077222399677917,0.47822993986232976,0.48002059763965094,0.46658334880845365,0.5017022028148114,0.5032186533333164,0.5396248774157385,0.5513421348068415,0.5414524035396013,0.575430404548634,0.5659682417680392,0.5838104847603338,0.5925215957509414,0.5923413518792846,0.5898357858069123,False
1,1,7,1,0.2598307010385775,0.00605130491711719,0.0,0.8496260605863883,1.4568742674356929e-07,1.0701914148253647e-08,7.018438757717052e-09,0.00038416257527015797,0.0,1.0,0.35483870967741926,0.5319148936170213,0.318690366639221,0.1749624091616423,0.2486803615068771,0.19603274532934867,0.2047011152195326,0.17384094174187026,0.24081359090292476,0.18071822142998029,0.18882075693651723,0.19356522121154196,0.26372217889593097,0.21615467863927285,0.22923424170664097,0.19142682184654963,0.2250199115415692,0.20014776755058294,0.21840730162561017,0.7805224392842995,0.18162839248434243,1.1523301362013261e-07,0.22857142857142865,0.6666666666666665,0.7906638900508254,0.9001707338731038,0.9624331249992386,0.1298547743534002,0.5433345906252647,0.0,0.38235294117647056,0.0,0.3823529411764706,0.5517241379310345,0.0,0.5517241379310345,0.2453773306957212,0.3087065315874844,0.38333643571372805,0.41278226157658443,0.44690225966293035,0.45459772253286457,0.4429447007082283,0.492179124224468,0.5142336297691659,0.536326031815052,0.5740947635718283,0.559485007400166,0.5543796241304336,0.5514255342610229,0.5609022617562318,0.5793164829693265,0.5955943788237962,0.5779004023433479,0.5753578909479029,True
1,1,8,1,0.2593615182424015,0.011675265039317526,0.3333333333333333,0.8116227618775798,1.462456120367737e-07,2.4157285092545623e-09,5.369994773171616e-09,0.0014777842562024635,0.0,1.0,0.3870967741935484,0.5744680851063833,0.3299668759120704,0.14089746663760905,0.2387202692970536,0.19297568932167408,0.2195171590326095,0.14115733298407285,0.25651986253099057,0.1977855988996704,0.1822214907244457,0.13728826989620346,0.2242334904983032,0.17801411311990967,0.20931402095930207,0.13757646730724227,0.21703018622460457,0.18486868055802907,0.17823116640856895,0.8637061983035772,0.1691022964509396,1.1230203327664277e-07,0.22142857142857145,0.5833333333333333,0.7897694491676552,0.885252439362759,0.9603235241407988,0.0977664713516116,0.5569176908538401,0.0,0.4999999999999999,0.0,0.5,0.3620689655172414,0.0,0.3620689655172414,0.24956532521214453,0.3058802905092168,0.4341613509877799,0.4415993633403608,0.4867416225180387,0.4837800127048319,0.44487353660937407,0.5139892854806714,0.5293550236424338,0.5382046439176613,0.5656125767464872,0.5528895234348683,0.5576624128021391,0.5541034723775439,0.5708189858610152,0.5993972074955212,0.595694542313344,0.6015230318338047,0.5984971643078246,True
1,1,9,1,0.25519418244715353,0.0047180524492306565,0.3333333333333333,0.8723385286984531,1.456439716024761e-07,7.324606697762807e-09,6.503427796897866e-09,0.0005459543355444824,0.0,1.0,0.25806451612903225,0.2765957446808511,0.3472962173681406,0.1691523495962035,0.21288148773651572,0.17899809524439547,0.21865674870769825,0.1705748090523378,0.21024914488937285,0.15131671912542588,0.20328511587257436,0.17884833777674813,0.21612224930927215,0.18496186183012941,0.22875132062152503,0.18086201450220835,0.18505169287277634,0.1596739033571991,0.2208457550396139,0.740328019362785,0.16492693110647189,8.706357036191541e-08,0.22619047619047625,0.36111111111111116,0.8042562159756255,0.909465095595074,0.9674231282874881,0.12688884877363493,0.6435580012370578,0.0,0.4999999999999999,0.0,0.5,0.37931034482758624,0.0,0.37931034482758624,0.23927051890026566,0.29697820497209976,0.38236704654802417,0.4095355288486987,0.4434410273723598,0.44912491750964634,0.46019787419618347,0.4946906714965336,0.5428328793675212,0.5770619813683807,0.5838176312042281,0.5446407893886702,0.554529083596705,0.5523426383737765,0.5652629592486121,0.5748911395270775,0.5732627660178448,0.5965109977667757,0.5851248232444526,True
