fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,t_0,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9,t_10,t_11,t_12,t_13,optimal_budget
1,1,0,1,0.12261182487161554,0.005463622640091264,0.0,0.8905574258390562,2.1084284297536938e-07,1.4459558157617843e-08,1.0747231750450344e-08,3.1420284087771015e-05,0.0,1.0,0.12149532710280375,0.16410256410256407,0.24101665205959694,0.14698375232569816,0.14751814172462863,0.17410433993913377,0.20313073525223446,0.12401093785341943,0.16236469080315352,0.16286787407069625,0.19315095976314156,0.2011054034227141,0.20841367743791506,0.19005562729007908,0.19595210961320642,0.1516645784106173,0.18355518516885694,0.1618347990759923,0.1688588987255918,0.7910309362815884,0.12895377128953775,2.7933598627451735e-07,0.17318435754189943,0.52,0.8161268980135343,0.7491584268743665,0.9140598102699693,0.33230641670603717,0.654208747292047,0.0,0.2784810126582276,0.0,0.27848101265822806,0.1712328767123287,0.3116883116883118,0.18508273524720886,0.3525577071513226,0.4272762217464567,0.4373703682367113,0.46252022886099525,0.46693909468575656,0.45378700393105165,0.48653642176384565,0.5086518620020715,0.5429410800482501,0.5692841049456534,0.5824679899256896,0.6066193680767777,0.6048650131405428,0.5936809104271813,True
1,1,1,1,0.1297851605333601,0.005824512055509368,0.0,0.9110126147166228,2.121638240401858e-07,1.82000319498193e-08,1.0911439023203603e-08,2.4632804382016565e-05,0.0,1.0,0.12149532710280361,0.10769230769230768,0.40845979980626385,0.08355805259659088,0.04890818220673321,0.09172588354764422,0.11185557667670754,0.08136368605793853,0.06936253997417607,0.09493990695732768,0.11924298195821392,0.17614255390568856,0.15665600929781198,0.14973006923540255,0.1438919353038447,0.1487841915631538,0.13803266064709085,0.13896247942596252,0.13713979340266846,0.6653240661428974,0.13138686131386865,2.2645585892381922e-07,0.17318435754189943,0.1466666666666665,0.8648236387089456,0.8372453660546348,0.9704855177889931,0.22359468970817326,0.6431630986786536,0.0,0.341772151898734,0.0,0.3417721518987342,0.19863013698630153,0.24675324675324684,0.2635904089962966,0.18913520594972866,0.21881559444392046,0.21202280505070698,0.23505937442263522,0.28664969393970097,0.29877634836513356,0.3074832008183769,0.32138917304687553,0.3506413367742869,0.3665296091207029,0.3606596042767448,0.35801552545274956,0.3775023041943939,0.3741227233010256,True
1,1,2,1,0.13109954350541464,0.005906293318857625,0.16666666666666666,0.8839330735549672,2.1238555426463385e-07,7.044130427856134e-08,8.622282524883403e-09,2.182341956788401e-06,0.0,1.0,0.12616822429906535,0.22564102564102578,0.13828824298501458,0.1491943786547849,0.09252552290700344,0.14695667518706856,0.1342981853712053,0.1393687701844456,0.10607529592749187,0.1478952343736163,0.13703734163697456,0.21573446311402578,0.17255870984388,0.17861309597703956,0.14208787765798137,0.18370348424662075,0.15025686977247765,0.16789163914418814,0.13267446378111358,0.6909138306007137,0.1362530413625305,2.650940886036488e-07,0.16201117318435757,0.52,0.8087561382254425,0.8840029506300837,0.9752147458029263,0.12480598122700803,0.6700215503604012,0.0,0.5189873417721518,0.0,0.518987341772152,0.219178082191781,0.25974025974025994,0.2843168527379053,0.30686588764603806,0.2935132477194647,0.3103153460446932,0.3273567699370291,0.3245917100143025,0.33984970908269757,0.3068733562682593,0.3443305865268678,0.3277826005325259,0.3535853174780336,0.37725023467529495,0.3898226708129511,0.3561225368681059,0.3623180316141403,True
1,1,3,1,0.14568975317984073,0.011671196720469665,0.16666666666666666,0.8783767008775747,2.1340890453305191e-07,1.589071413746747e-08,1.1117511407978599e-08,2.9335287456817372e-05,0.0,1.0,0.2476635514018691,0.2512820512820513,0.3680981595092024,0.1684800110023893,0.12906925110810974,0.15399857173807918,0.23179012642240915,0.14931400298342523,0.14585813394793012,0.14208134541576378,0.20481038254892447,0.22017107779170364,0.19013519608534868,0.16910702295360658,0.2237473053619362,0.17369521148315237,0.16502006897930344,0.13839883977129697,0.1784047759890418,0.4975256859995305,0.1362530413625305,3.1008070047039004e-07,0.16759776536312854,0.2666666666666666,0.8834678084571346,0.755088822709844,0.9243390830790492,0.36802125364510935,0.6673348672721588,0.0,0.13924050632911378,0.0,0.13924050632911394,0.19178082191780824,0.1688311688311691,0.31259968102073366,0.3561209932992436,0.40352804801064385,0.48119025022345624,0.445991571070879,0.4794045679340059,0.43659404344203123,0.505117129458888,0.5204504927292053,0.5107546236694699,0.5133237965365366,0.5349880384792397,0.5426330211492119,0.5700534237671412,0.5561394092361038,True
1,1,4,1,0.12508222635865776,0.004904969235255161,0.0,0.8941499896837477,2.0892388582621463e-07,1.6472878516853127e-08,1.0853695250669606e-08,2.743431939904288e-05,0.0,1.0,0.09345794392523357,0.16410256410256407,0.1583823713534493,0.10809587500201923,0.15474726102544556,0.16300124250551606,0.19031206118904498,0.10854338694900878,0.18652846617097885,0.16403582703246478,0.19184744372813411,0.1875444060977386,0.23912511822373406,0.20466259835312484,0.2079496341459488,0.16330068203432124,0.23495971770301405,0.19298517110584001,0.1968018995727513,0.6906845854905344,0.1240875912408759,2.0377610552676783e-07,0.17039106145251404,0.25333333333333385,0.8397997595638209,0.8481449710121787,0.9577157668853751,0.1603300709440139,0.7204223234259026,0.0,0.4303797468354429,0.0,0.430379746835443,0.2328767123287673,0.2857142857142859,0.2855893399187116,0.2739673476621144,0.32077893614823844,0.32761646079374207,0.36264345959767125,0.37085983753550517,0.3788429984992481,0.3959800841677281,0.4162385153377333,0.43082703812696954,0.435596351026827,0.44470574994782097,0.4151246211925163,0.4434107524181847,0.4306669499128488,True
1,1,5,1,0.1336093985032969,0.0073820448049539515,0.0,0.8806301427212122,2.1129722724632533e-07,8.663531519422357e-09,1.0212733535096323e-08,5.202817948772187e-05,0.0,1.0,0.2242990654205607,0.18461538461538468,0.47748582011806945,0.18030026707810143,0.10289377991443349,0.14100059155741929,0.13888465449670973,0.17206975261509294,0.12835026490898238,0.14731165676786306,0.14996220659486936,0.2558385932247147,0.1963751169960939,0.18762975090654155,0.16160895522742103,0.2270565180098124,0.18750308282688377,0.18379893211529286,0.1622857341645868,0.6800425164143693,0.12652068126520682,2.51556358889871e-07,0.17039106145251404,0.2400000000000002,0.8263389317903407,0.7719451397518213,0.9336083752762239,0.33367535028621514,0.6266435425295391,0.0,0.5949367088607596,0.0,0.5949367088607594,0.15753424657534246,0.2077922077922082,0.2286682615629984,0.28252689035403306,0.3298078681751529,0.3539963845411141,0.34278727305375406,0.360718724613683,0.407115018328455,0.39667690223436963,0.4248446381297492,0.3966141952147472,0.4303774036476555,0.4412693679363826,0.4181136810506696,0.45591019601164157,0.45811028750399513,True
1,1,6,1,0.12820808733139663,0.005137411606176861,0.0,0.8910643840062604,2.0931189309831824e-07,6.705217967600143e-09,9.080166736116715e-09,6.051652930535109e-05,0.0,1.0,0.2383177570093458,0.3128205128205128,0.24225263489067178,0.15523035650717087,0.12829588916312928,0.16393566642181012,0.19761688937239508,0.1533859460136171,0.15311563954898866,0.16581010075143443,0.19938886340602435,0.22441587710202227,0.20874128567622663,0.19871045833454237,0.2084535044069873,0.19876798969153053,0.1970665557653537,0.18779371359042363,0.19758758262975373,0.7458848030726175,0.12895377128953775,1.56190264309588e-07,0.16480446927374304,0.3066666666666671,0.9035410844192153,0.8296121964914498,0.9362583613520146,0.25872671888332494,0.6904238237349536,0.0,0.6075949367088607,0.0,0.6075949367088607,0.18493150684931522,0.298701298701299,0.21105794790005322,0.2835681866416895,0.3343808962428597,0.3483701377842505,0.3568699779846002,0.371977284059574,0.3978053018886809,0.38219594589265277,0.40124213767772376,0.41830012362909325,0.4373423328470185,0.4471501499636081,0.42844928930852655,0.4437028962533011,0.4457963037162332,True
1,1,7,1,0.11214550882595525,0.00341197442964581,0.16666666666666666,0.9187598191226196,2.131450992374305e-07,2.133343330480691e-08,1.2484708445359822e-08,2.3872501392433155e-05,0.0,1.0,0.051401869158878455,0.061538461538461556,0.29088216627882385,0.10711643060204512,0.08324914340092004,0.13844267044615655,0.15606097008871522,0.11667202627929518,0.09146018616520746,0.13330160460918783,0.14534008770440043,0.19488126227388447,0.1844293335212056,0.19083085165269864,0.1838810842507531,0.1707039619010633,0.14624103619573314,0.16335137447670145,0.15066285905254728,0.7108137416000995,0.1362530413625305,2.7933598627451735e-07,0.16759776536312854,0.42666666666666675,0.8307343681743502,0.8623071180544599,0.9751873836256149,0.1264190007094434,0.7199282529880991,0.0,0.24050632911392417,0.0,0.2405063291139241,0.06849315068493159,0.14285714285714324,0.126528442317916,0.29600170073869797,0.2766920675658493,0.33604967068777425,0.4006209787996395,0.3620321669672251,0.36116857101608474,0.4031429233797576,0.4172044134187181,0.408843153607146,0.40383150484151364,0.4299173112945984,0.4501377177327283,0.4305800821056981,0.4393958689876869,True
1,1,8,1,0.12599454498671395,0.005108088570234661,0.16666666666666666,0.8949247795713517,2.134918642633579e-07,1.799283949679427e-08,1.0251668963276653e-08,2.3272620652038034e-05,0.0,1.0,0.12616822429906535,0.18461538461538468,0.21009376085195058,0.18172254390484333,0.13880516771241047,0.18481537504549017,0.23181619138228804,0.1949012471293603,0.16031914084366083,0.18418066414255463,0.2260079253588081,0.23516612027833872,0.20228054894390146,0.2025224508503074,0.2267732835539037,0.22501155580324306,0.18860523466480372,0.19025134781942676,0.20949429668298403,0.7903786140344238,0.1240875912408759,3.1008070047039004e-07,0.17877094972067042,0.22666666666666657,0.8777650782468571,0.8205557165077444,0.949726552383285,0.28082671288532474,0.6609319666273727,0.0,0.48101265822784833,0.0,0.4810126582278482,0.2534246575342468,0.23376623376623407,0.354369465984711,0.3319911298674627,0.36590199582595256,0.38919372813259173,0.3785518073083217,0.37950004441578117,0.41872075688417454,0.44374524810748395,0.4474986290316357,0.47049632790167656,0.4693901482416076,0.49865732546501884,0.477765789971211,0.4791520289467624,0.48387815533313067,True
1,1,9,1,0.12936764532766476,0.0058599094357563095,0.16666666666666666,0.8893340531293993,2.1361946592976297e-07,2.314100176073037e-08,1.3979374902900187e-08,2.4693772405178943e-05,0.0,1.0,0.07943925233644847,0.08717948717948722,0.31757488271382167,0.13852797378201442,0.10762665107978797,0.13693217605555819,0.1430062560317531,0.15071267149781964,0.12314136142706478,0.14320802229587015,0.15180531967616084,0.20966328871253226,0.19059479229076504,0.17342621569688965,0.15519799067812867,0.20146846324247025,0.17517893166714382,0.17226609607777665,0.1564511169565146,0.7821253757840276,0.13138686131386865,2.51556358889871e-07,0.16759776536312854,0.22666666666666657,0.8714567867810246,0.8406204500861243,0.962178176154671,0.20471881181001078,0.6808369957414733,0.0,0.3037974683544301,0.0,0.30379746835443044,0.19178082191780824,0.24675324675324684,0.2535614846051957,0.2326426593831596,0.2623929807185689,0.2738432358258062,0.3356393831547823,0.3246809164386494,0.361233419338666,0.36260477373227473,0.3823584154878204,0.3915480037453417,0.39797358312550507,0.4040899541179489,0.4232772813885366,0.41866725176078956,0.4168984342016094,True
