fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,t_0,t_1,t_2,t_3,t_4,t_5,optimal_budget
1,1,0,1,0.08275912779459924,0.004917845376981776,0.125,0.9313327018021,2.4665413897781407e-07,2.4301252698011933e-09,1.4007088795130283e-08,0.0030456185628413204,0.0,0.9999999999999999,0.1274131274131274,0.05000000000000006,0.5328414612200829,0.06589596304033224,0.05804636675629549,0.07008531869872786,0.10118584240799278,0.07439164339014254,0.06107281832442879,0.07986792812255133,0.12259342751304336,0.296841456042936,0.31621014487028776,0.33448622918705173,0.3368445969772216,0.3105084015848595,0.3204913181847374,0.35061587537070293,0.35545923613548813,0.7105351002283635,0.11597938144329892,3.619538858020744e-07,0.1238670694864048,0.28275862068965507,0.8037845359679405,0.8674764393696783,0.9825114576142253,0.2246666420243097,0.7485780893694276,0.0,0.2407407407407407,0.12781954887218008,0.4921284838520671,0.19832402234636853,0.09169054441260749,0.3776134816692486,0.3490870842063867,0.3870661613583534,0.402514886616613,0.41804974526964955,0.40916647945521406,0.42145399098428726,True
1,1,1,1,0.07863835184386911,0.004088805570620565,0.125,0.9302548067853939,2.470203034514375e-07,3.1690402206980964e-09,1.3861074594211868e-08,0.002288017496165343,0.0,0.9999999999999999,0.11776061776061769,0.060869565217391244,0.42575478762618485,0.02795530616179187,0.035553274911748756,0.04105082460741971,0.060057565352777065,0.030797691340427757,0.03568361308855872,0.043300642958413404,0.06977398726175088,0.2808128782785988,0.31197310065039163,0.3257523619601408,0.318917843089885,0.2815268889554977,0.3046840401155477,0.32724767505278607,0.3193509013879242,0.6706818117622735,0.11597938144329892,3.8332091062784294e-07,0.1238670694864048,0.4137931034482758,0.8187001229579849,0.926025793062955,0.9917871190075411,0.12477188673323014,0.7493378088915991,0.0,0.3950617283950615,0.12781954887218008,0.677001110634986,0.16480446927374287,0.08309455587392534,0.3491438654042097,0.3280055336968977,0.34048716004793966,0.3662623588155651,0.3831598340437642,0.3566617034627978,0.35808948100497573,True
1,1,2,1,0.08208093529399894,0.0049439633356384415,0.125,0.9173031379597799,2.49359965455553e-07,5.959734076553315e-09,1.3085938915490834e-08,0.0011008927522673335,0.0,0.9999999999999999,0.11583011583011582,0.05652173913043486,0.4423429908223863,0.09018448796507322,0.09198475334131079,0.0950048762538519,0.10401742653715318,0.09621582607671098,0.09379966950987972,0.1000322041779006,0.11562506952508989,0.3100248560416612,0.3357479787339981,0.34750022606214803,0.33409425837438445,0.3154476029016152,0.33270410159429176,0.35357025048217006,0.33902522493094356,0.8041153599434496,0.12113402061855667,4.5432469581980205e-07,0.1238670694864048,0.37931034482758674,0.7951208554920832,0.8717806982038283,0.9787165592334448,0.21201737122325998,0.7614245077383275,0.0,0.2407407407407407,0.18796992481202993,0.3858833171131487,0.12849162011173176,0.06303724928366755,0.3541191381495564,0.2955930506104578,0.3145230356188269,0.3618389367962078,0.3900712851529593,0.4250869011753163,0.40393727939206486,True
1,1,3,1,0.09188389088130439,0.006635806214231802,0.125,0.9288475459225602,2.4895241490005465e-07,1.1578201848160068e-08,1.3980216251028664e-08,0.0005605644773451668,0.0,0.9999999999999999,0.07528957528957528,0.0478260869565217,0.315506182678218,0.05569935178233931,0.037603915377943664,0.03866268728402472,0.06644252871685385,0.06254389652560716,0.04349386569368796,0.048395088530979014,0.08817976905520764,0.3010840121261176,0.31385492842637164,0.3245432727244639,0.32395429961750466,0.3159140011791577,0.32247672865856924,0.34346751842748,0.3453364837807148,0.8265642957659818,0.12628865979381448,2.541968998303518e-07,0.11178247734138973,0.46206896551724164,0.798996872050818,0.8666753647217682,0.9780313309427404,0.2512724160108503,0.7838050209680321,0.0,0.20987654320987637,0.10526315789473648,0.5036100469891115,0.2374301675977653,0.057306590257879486,0.6138994507815801,0.47262599670858985,0.49322924758154896,0.4876976326303973,0.5335792280375689,0.5291138995749067,0.5087323352584879,True
1,1,4,1,0.08823360760915974,0.005889256937658873,0.125,0.9161322642299771,2.4576335786580436e-07,9.209992205452929e-09,1.4128391609639528e-08,0.0007385960116902395,0.0,0.9999999999999999,0.16216216216216214,0.03260869565217392,0.8480240035549942,0.028820074744336954,0.02525623627154505,0.030918320261179855,0.04560009794292763,0.024321808648724852,0.016849050376390007,0.027829596463055217,0.04191487418341633,0.3235739668391945,0.34803814692092994,0.36232053570511,0.35323553704172894,0.3079425584911556,0.323144070335147,0.3488225716455672,0.3326106443651661,0.7036018403336319,0.11340206185567012,3.416433195022963e-07,0.11480362537764341,0.317241379310345,0.8097094769684396,0.9469248351743467,0.9903287910495804,0.1337811996898962,0.7028881835251317,0.0,0.45679012345679026,0.11278195488721807,0.7975949471826131,0.17318435754189931,0.0744985673352436,0.3964089564850021,0.17645116481413692,0.17301427547717615,0.17881795210997353,0.17747950972785664,0.18849158020372372,0.19028602960688182,True
1,1,5,1,0.08938092418477475,0.006326098479076413,0.0,0.9030628973098487,2.4715699981492507e-07,3.501399857028e-08,1.5058544737102572e-08,0.00013618061950567456,0.0,0.9999999999999999,0.10038610038610032,0.0695652173913044,0.31524530894694663,0.04682740543910707,0.04502708335547817,0.05371878747253639,0.09675730634180202,0.04562287550019939,0.042806474045128606,0.05485320925171311,0.10649403137326718,0.3161659520674125,0.3410074230517177,0.35711643290216266,0.3675748818301694,0.31072496424692897,0.3286553193455062,0.35463803958163154,0.36497312617197675,0.7527624432328617,0.11340206185567012,3.416433195022963e-07,0.120845921450151,0.38620689655172447,0.8001465882014145,0.9393991959192292,0.9893729080257598,0.11984501863842079,0.7329562113193662,0.0,0.3271604938271606,0.052631578947368224,0.8389733862293114,0.26536312849161997,0.09455587392550141,0.47868187579214205,0.19469668537313964,0.21285694819897974,0.1999992438661681,0.19527637907463982,0.23253840874498036,0.23416100543132587,True
1,1,6,1,0.08693476543233467,0.005531548272025614,0.0,0.9250813804544378,2.477891358949323e-07,6.663381745445644e-09,1.3526786851730745e-08,0.001009844082595201,0.0,0.9999999999999999,0.09652509652509658,0.04565217391304349,0.4233513831858264,0.06741859122426552,0.05885863653746942,0.07057977550027356,0.07911024359073004,0.0673988539425674,0.05705800099031072,0.07747749791323494,0.09237649833270767,0.3286764017853614,0.34857912799794966,0.36669531976224257,0.35357272122039696,0.33013070260652433,0.34289126380898505,0.374458808980662,0.3599005395449938,0.6879062618826719,0.11340206185567012,3.2233697681858434e-07,0.1238670694864048,0.26206896551724146,0.7804862735433282,0.917688772321462,0.9870347660770777,0.1688058819654049,0.7819508691379882,0.0,0.4259259259259258,0.1954887218045109,0.5569078522768016,0.1843575418994413,0.042979942693409726,0.5872846230260679,0.38236286369525857,0.38464161544652087,0.39461910513601267,0.4116134778792564,0.408078167284441,0.37787286205316806,True
1,1,7,1,0.08452847097766099,0.004830010987987115,0.125,0.9398010600103522,2.478305037859628e-07,2.2624271579849303e-08,1.4570321861149735e-08,0.0002529470324606319,0.0,0.9999999999999999,0.13127413127413118,0.09130434782608697,0.3340831383840201,0.05418140261214971,0.036834579517071475,0.03169899488679112,0.04449155191584153,0.0694079384662809,0.04988087037538774,0.04783842964321061,0.07011294616877939,0.31311704365747617,0.3270115640829886,0.33366965809873517,0.32257221219486476,0.3408105844742212,0.34772554987828874,0.36474450915116785,0.35472648876348023,0.6541680072918794,0.11597938144329892,3.416433195022963e-07,0.120845921450151,0.30344827586206913,0.8291271110241567,0.9402425333749882,0.9943161610571574,0.13107868753240426,0.7888010436951199,0.0,0.19135802469135788,0.08270676691729287,0.5343850842595913,0.1424581005586592,0.06303724928366755,0.3829531051964513,0.3276700216641749,0.29471491091104546,0.3105640507696743,0.2998005535040463,0.3174896774941332,0.31725594511986005,True
1,1,8,1,0.07502628134235526,0.0038437031273814617,0.25,0.9151825259310288,2.4823023024258355e-07,2.884512638634575e-09,1.5055277088217886e-08,0.0027458170862112124,0.0,0.9999999999999999,0.0675675675675676,0.05434782608695647,0.25086697797555674,0.07933568626017945,0.08416952746097528,0.10671703564136698,0.1469601281909213,0.07715014700334466,0.07566916477537916,0.09960514549198657,0.1455894087161378,0.26903857752113036,0.2964741541314252,0.32255698754818973,0.33260954785095054,0.25880500500574677,0.2762600801911981,0.3094484557122211,0.3176252539148181,0.7544546111201962,0.11597938144329892,5.36994625368042e-07,0.13293051359516608,0.317241379310345,0.8015527891558669,0.8832313333329935,0.9760936988836155,0.20581052324237586,0.7921032743630059,0.0,0.3641975308641976,0.15037593984962375,0.5855731933896151,0.17039106145251393,0.1088825214899714,0.2822264469792988,0.4919858220950725,0.5520842148658305,0.5238785324681813,0.512869104618018,0.5183098073078324,0.526535927125878,True
1,1,9,1,0.07544195596997902,0.003736001399334844,0.0,0.9383268541868994,2.5001523408567276e-07,9.177066373063785e-09,1.3154547110055134e-08,0.0006845573887080403,0.0,0.9999999999999999,0.04633204633204632,0.04347826086956527,0.20486673464899136,0.0748428768833283,0.08505391302165233,0.08853858078287946,0.12173083082941638,0.07889025063411198,0.08651743788716348,0.09439170074459668,0.13551587995992298,0.2862982098209871,0.3181503123528686,0.33009828017214915,0.3343261685653618,0.29067340526051544,0.3152193917230314,0.3369584792872913,0.34108492998295437,0.7613688264296794,0.12113402061855667,3.8332091062784294e-07,0.13293051359516608,0.30344827586206913,0.7957446803662318,0.8415828395881988,0.9747101336773776,0.23028269264794904,0.8126699481370878,0.0,0.09259259259259262,0.06015037593984926,0.44775905342416644,0.2039106145251396,0.09169054441260749,0.3870112190771253,0.5316780036322025,0.5646624321550463,0.5684422045942807,0.5696105315442399,0.5811023460625516,0.5829235375101797,True
