fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,t_0,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9,t_10,optimal_budget
1,1,0,1,0.10139945699082926,0.004720470390036025,0.0,0.9026478510842627,2.1769116094020743e-07,2.75085340748334e-09,1.5180482336515426e-08,0.0019269638096778596,0.0,1.0,0.08411214953271029,0.09352517985611512,0.16037349496273234,0.07137890991306856,0.06732462928895755,0.0823827823724278,0.12308680106495096,0.08143525625174886,0.07993795505911705,0.08720515540164431,0.14019564281320085,0.21666544493761652,0.20932109869851157,0.20599523999575464,0.23266796148589963,0.22053975616292176,0.18701750326429467,0.17047915966358818,0.22309842092599252,0.6850277901441952,0.11330049261083754,3.8552589846462757e-07,0.14749262536873162,0.31460674157303403,0.7663363449967662,0.7959873096276873,0.954806063996859,0.2954225052162028,0.707437742380596,0.0,0.19819819819819823,0.25,0.20896656534954405,0.20704845814977973,0.16071428571428567,0.41475356326841467,0.33500718571270616,0.3369939214092834,0.34832225284206714,0.39712885332455017,0.4027132207765258,0.40197322673704183,0.4427383167524503,0.4627135189236313,0.4748458390641228,0.46507451698049196,0.46557465834593664,True
1,1,1,1,0.10929393133051274,0.005557549144858502,0.0,0.9288684851206304,2.2052769413226857e-07,8.299423856749604e-09,1.3959017655253584e-08,0.0005675549637236913,0.0,1.0,0.10280373831775685,0.08273381294964012,0.23467933491686477,0.05762193055955728,0.05343567637948221,0.07333180331786704,0.0745135047420673,0.08061726804261193,0.07769118369950123,0.10033549528006636,0.1057086400378946,0.23987562257796868,0.2347302525311865,0.23662315215361074,0.2299091194997387,0.2654167876353599,0.23427117200958758,0.23439284266017468,0.245388860085461,0.67786266355004,0.11576354679802957,3.459089904149881e-07,0.14159292035398233,0.12359550561797716,0.8271049182034913,0.8490853944127856,0.9824064995784934,0.19103992425052546,0.7024129193561666,0.0,0.38738738738738737,0.375,0.39389616028782337,0.05726872246696035,0.08928571428571427,0.21272984441301263,0.2507440308870648,0.26472951059543115,0.2610067772709205,0.27235916567454366,0.2998091801757308,0.31981493736667893,0.32709564181062833,0.3369891587393529,0.34651155972146763,0.3372887192319848,0.3407386672954516,True
1,1,2,1,0.11199709736237302,0.0059077214192212735,0.14285714285714285,0.8992322570873337,2.206251740807277e-07,8.564297892660033e-09,1.1213204004815534e-08,0.00043724584429183106,0.0,1.0,0.1090342679127726,0.05755395683453239,0.326603325415677,0.040438569860988205,0.05243595198835449,0.0604557917246884,0.10966348695237726,0.054802278561955464,0.07029310186047544,0.08602131677228053,0.137819954781927,0.20726303470629404,0.21374354182878152,0.20489621310057826,0.23833468058024654,0.2229493656654732,0.20451896976111528,0.19703435585543216,0.2477575060921805,0.7995767122475801,0.123152709359606,3.459089904149881e-07,0.13864306784660765,0.3707865168539324,0.8104280810757567,0.8975840166764364,0.9848750055440245,0.14494141941065425,0.7432374475266585,0.0,0.1891891891891892,0.5,0.1793313069908815,0.22026431718061673,0.15476190476190468,0.4584962697950466,0.24559078276601215,0.2727969188331819,0.29499737746093374,0.3034436019233212,0.3091446023274567,0.3313250947847079,0.3394648118263464,0.3439591435717474,0.3488325015710357,0.35112671040321347,0.35705628257087235,True
1,1,3,1,0.11142201213345551,0.0078631035591132,0.14285714285714285,0.8996436032103025,2.2110659617769802e-07,5.9917193063084514e-09,1.4728876744726195e-08,0.000842681101703091,0.0,1.0,0.12772585669781916,0.10791366906474821,0.23936863075626386,0.11631466942548557,0.1603018855751961,0.18288708410658372,0.2063763381484307,0.11107336546085134,0.17051560198041604,0.19302042536182784,0.22099371760072417,0.23489671941405543,0.268474038303108,0.2728659082533639,0.2855367654804568,0.22623608512095872,0.24708851727429826,0.2459898694915411,0.27586778691477654,0.6245798938590115,0.12068965517241385,3.8552589846462757e-07,0.14749262536873162,0.292134831460674,0.8344607155250987,0.8062211321601396,0.957808227084679,0.25097148133100405,0.7342601387894062,0.0,0.44144144144144154,0.5,0.43465045592705176,0.09691629955947137,0.16071428571428567,0.17538896746817534,0.45938081877304754,0.4878796548330926,0.4896423072853321,0.5063448920181916,0.5340488814151412,0.5195967240068528,0.5260736107306611,0.544655089659274,0.5164962117373814,0.5500033890283852,0.5466260172779565,True
1,1,4,1,0.10544442070906138,0.004826813976478137,0.14285714285714285,0.9110090790230706,2.173173866100799e-07,1.2668356811260131e-08,1.4696709899545857e-08,0.0003815107959152968,0.0,1.0,0.1682242990654204,0.10431654676258993,0.3478057708033176,0.047714739157291186,0.08028257163505625,0.09627358568362532,0.10083750486481269,0.04791663539530733,0.10143662893363359,0.10881581149681441,0.1230747655120703,0.22147261966804577,0.24522345215074548,0.24398816179040295,0.24000206256545198,0.22126579187417705,0.23455426172085714,0.2210432347518556,0.2391817285990384,0.6117795771071899,0.11576354679802957,3.459089904149881e-07,0.13569321533923312,0.3820224719101124,0.7874392648193194,0.8848490635576631,0.9790906583674044,0.1215322939996703,0.7564641326155845,0.0,0.3693693693693693,0.375,0.3752868928726506,0.1277533039647577,0.047619047619047616,0.5676567656765676,0.28680212642140335,0.3303950603716425,0.3492904424704431,0.35624076429533696,0.3626649299942782,0.3429835062722196,0.3407259944618224,0.3292516825709773,0.33510244573865117,0.33503939411857586,0.338203405107111,True
1,1,5,1,0.10871510086789161,0.006087640386798765,0.14285714285714285,0.9027402742371867,2.200403924772094e-07,6.67186953203394e-09,1.2694246380845617e-08,0.000647361623851309,0.0,1.0,0.04672897196261683,0.03237410071942447,0.19755518220265333,0.06319812791690188,0.06823449321148967,0.05827133675868146,0.10674403390987475,0.07597184473652968,0.08314879729123903,0.0766785697716611,0.13411837581092367,0.2380578460391537,0.23998468648844962,0.21726190893433428,0.24973462230402454,0.25080772745391966,0.22695125964965335,0.20163250140899402,0.25681567565078034,0.7074631493494348,0.11576354679802957,2.627862217075095e-07,0.12979351032448383,0.32584269662921317,0.7739948588953558,0.8533148497015652,0.9776098379252751,0.15043721475405075,0.675667530711297,0.0,0.2882882882882883,0.375,0.291545189504373,0.09691629955947137,0.1309523809523809,0.22835475036865388,0.27925338963221014,0.2823665206111198,0.30147305647447653,0.31767487994567295,0.30028914171989185,0.2938079141968178,0.2908522610078966,0.3265259422086318,0.34241404207585757,0.3445967607169167,0.3262912950240733,True
1,1,6,1,0.1070805431263297,0.005028890957890472,0.14285714285714285,0.9091173510586128,2.18655525747743e-07,6.5215436767225574e-09,1.1130115473128823e-08,0.0005793644786619761,0.0,1.0,0.14641744548286603,0.10791366906474821,0.2848823844916097,0.08019479474265151,0.07388443833640923,0.08161007530328757,0.07682797557102239,0.1009258273541056,0.10037989077311715,0.10669511568059731,0.11345289410288406,0.24930188611814985,0.24218892981919848,0.23406677576745472,0.22214141806644128,0.27257383695886395,0.24346455548976853,0.22978020563872115,0.24169300131568072,0.7679076596566636,0.123152709359606,2.627862217075095e-07,0.13274336283185847,0.6179775280898876,0.8178813993059677,0.8881151596320578,0.9768997895617728,0.1551020147870525,0.6939923116362634,0.0,0.45045045045045,0.375,0.45902859624092784,0.16740088105726875,0.08928571428571427,0.523903818953324,0.24271005962839898,0.24974515746313347,0.269735896552319,0.2755402725305434,0.310432497863688,0.2941719838698371,0.28823158522433057,0.30365882996364774,0.3256713924868289,0.3115262841686256,0.32291377668761173,True
1,1,7,1,0.09897297630910581,0.003705122358679508,0.14285714285714285,0.9324015273602748,2.2135620287633457e-07,9.686297123017004e-09,1.2980996486012756e-08,0.0004466811503221177,0.0,1.0,0.04361370716510904,0.046762589928057555,0.1463182897862232,0.14507450877855216,0.13191685056024127,0.1783613104187305,0.18029014343753058,0.14595685641577527,0.13942708939726145,0.193489426509878,0.2020545303441481,0.284560136988225,0.2714954376439924,0.2965383528950376,0.2906965918568385,0.2825617820301387,0.24802342173738723,0.2757449427109977,0.288327544534821,0.7591867366841507,0.123152709359606,3.6521533264361136e-07,0.13569321533923312,0.292134831460674,0.8367976743010344,0.8371561516850932,0.9730841036592963,0.19894069092339312,0.7764160870480864,0.0,0.5765765765765767,0.375,0.5892934681471375,0.23348017621145378,0.19047619047619044,0.4024913769572445,0.40048569194848427,0.42717896771228475,0.4610008668435308,0.5165721954550113,0.5127379025441101,0.49986918139192427,0.47901698530312603,0.482018801932925,0.5182959680168087,0.5263299567632607,0.5098062957928544,True
1,1,8,1,0.10453997870729191,0.0048366331378540545,0.14285714285714285,0.9178497715948829,2.2191492426102848e-07,1.938698587752017e-09,1.1906699470744035e-08,0.002157185365497122,0.0,1.0,0.13084112149532695,0.10791366906474821,0.24695425637882146,0.07863959939855375,0.08781983208557054,0.1015880934934279,0.1409941842699427,0.09272792387397577,0.10287490634563334,0.1263918674571255,0.17114890643468927,0.21673201120197028,0.22030132444061856,0.21600452644733692,0.24184390896812136,0.2340244422234724,0.2113692890768648,0.21046792501947253,0.25547329898896143,0.5447557610107001,0.123152709359606,3.2755721954196696e-07,0.14159292035398233,0.22471910112359517,0.8482638996235545,0.8423445641907357,0.9734933160295594,0.2313856672075853,0.7277638923071106,0.0,0.2972972972972973,0.5,0.28875379939209733,0.12334801762114517,0.14285714285714282,0.26683601304736887,0.3460218981348289,0.38103842489619355,0.3820042901971999,0.3991309868038113,0.45880641262986754,0.43848194146375485,0.4617146781513586,0.4808893037514435,0.46190503851388137,0.4785732369419106,0.47057033559749556,True
1,1,9,1,0.1088290797557668,0.005525453965467365,0.14285714285714285,0.9079742105701458,2.2193673876690213e-07,1.6247120287517547e-08,1.5990385668878698e-08,0.0003184374398448379,0.0,1.0,0.09034267912772587,0.06474820143884892,0.24665083135391924,0.0776667450841893,0.07592431954210821,0.08252780980965435,0.09356686794466751,0.08869406723141449,0.09956412533472936,0.10248393324649052,0.12194814898671469,0.24074821633485233,0.23681845476373242,0.22743988267277193,0.2286571803646411,0.25189357730498596,0.23102262196442824,0.21343067932784554,0.2360603700735463,0.6937224970464717,0.11576354679802957,2.7776891503295494e-07,0.13569321533923312,0.08988764044943842,0.824341813054092,0.8507310558913765,0.9759613927475126,0.2222757418018288,0.7412697259176688,0.0,0.19819819819819823,0.625,0.17879492222420884,0.14977973568281938,0.11309523809523805,0.4016973125884015,0.2761549008804893,0.30142533592206266,0.33588147803486074,0.37475179268135345,0.3530842028772229,0.3530409189745155,0.32579010133577013,0.3288626953246375,0.3326698798698072,0.328288640636731,0.33557810948733996,True
