fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,t_0,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9,t_10,t_11,t_12,t_13,t_14,t_15,t_16,optimal_budget
1,1,0,1,0.2112724642471801,0.00501573498496388,0.2,0.8805018817572823,1.9465306986898976e-07,4.376592588612425e-09,7.0613196798300806e-09,0.00034111257358406563,0.0,1.0,0.2016129032258065,0.3027522935779814,0.21499950853510705,0.16997621685709174,0.13255506169898235,0.18938234454053204,0.1956442244314469,0.19163229814004523,0.12875712432173358,0.1797794424496213,0.1972137942964307,0.1421758555236402,0.10993873005553045,0.12425440969214885,0.15511376565088508,0.16832115395527536,0.11498999323553838,0.12136081085722705,0.12398740283748622,0.790861815829321,0.13785046728971964,1.7220798329495839e-07,0.20707070707070702,0.6779661016949152,0.8103197238553252,0.8391138691440929,0.8981636976236782,0.2387021902811029,0.5455024360278067,0.0,0.3333333333333337,0.0,0.3333333333333335,0.33695652173913043,0.6000000000000032,0.33695652173913043,0.25044569509758424,0.33748227118507684,0.4168637962701817,0.49477442639421204,0.44807684485988536,0.45814266000429243,0.47625052896292147,0.503995645739017,0.5063075000968444,0.5370399272096626,0.5428008035896692,0.5545132898501444,0.5525167657365647,0.6011952564366989,0.575707977274049,0.5957580504938416,0.5960762950016328,True
1,1,1,1,0.19927855928351454,0.004752622292436934,0.2,0.8333998653115153,1.9363254494123062e-07,7.283609271010264e-10,8.007668577493891e-09,0.0024377209790307944,0.0,1.0,0.2741935483870968,0.3486238532110091,0.2913840743531776,0.28704305044004763,0.17386178370892313,0.17131315321204288,0.1394106628305818,0.27206582366360044,0.18263396384032626,0.15796450729801648,0.14622789753720178,0.26234207448253954,0.15105948861431773,0.10339418059662242,0.09487694475298325,0.25110014154291443,0.169518059935161,0.09804886704994809,0.06863089759999474,0.5355849976898339,0.14018691588785048,2.2226901202601988e-07,0.22474747474747472,0.3898305084745761,0.9488313181114418,0.8094549003005334,0.8914159243779611,0.3537295825659473,0.5135401198695062,0.0,0.45238095238095266,0.0,0.45238095238095244,0.2065217391304348,0.40000000000000213,0.21251109139307894,0.2638485287645417,0.4334319736486214,0.47660751395853834,0.5184516490935479,0.5154223164176956,0.5309784862042322,0.5946064178771041,0.6083441436397787,0.5896665978210462,0.6112564606913575,0.6258389915056548,0.6369004320860282,0.6489524219868015,0.6917419519550343,0.6966243669233115,0.6917791253960937,0.6810129190273351,True
1,1,2,1,0.21146583913018527,0.005834197096846534,0.0,0.8397606927314938,1.977069614478875e-07,1.2719430061550525e-10,7.1747360294040894e-09,0.012582411016396084,0.0,1.0,0.13709677419354827,0.23853211009174308,0.15373021853805566,0.18107908431233088,0.14475492135829926,0.18623328077676216,0.21266492723245545,0.1968840735151257,0.12809848594320905,0.1714030081917206,0.2150289517965558,0.14001237632644647,0.10555627155411151,0.10122627532293205,0.15539831625965217,0.16128390313946384,0.09858388737734991,0.09465752739748923,0.12696630233628792,0.6958845196834043,0.1495327102803737,1.4772755462581047e-07,0.21464646464646464,0.42372881355932224,0.8745599959607211,0.8255244685188892,0.8914937254346675,0.2811336554525295,0.564169689242866,0.0,0.5714285714285716,0.0,0.5714285714285715,0.4673913043478261,0.6000000000000032,0.4673913043478261,0.2888912609428379,0.3624469952469539,0.4027707207185409,0.4930705915371552,0.5061783925919019,0.561038832321924,0.5710052385572015,0.6223829437477969,0.5722626070224571,0.5953940864329236,0.5868966240387832,0.5812964409370275,0.6047297931951201,0.6273052045735131,0.6219576604893841,0.6261983326748181,0.656920635466721,True
1,1,3,1,0.22280035108111204,0.010282071858833692,0.4000000000000001,0.895698298098877,1.938070922688103e-07,5.619905944551718e-09,8.454012926297286e-09,0.00031571588837525974,0.0,1.0,0.24193548387096783,0.31192660550458706,0.27693245041607206,0.21330820567044717,0.1983187894859717,0.15199076625287078,0.0914018088490618,0.19661830415472314,0.19902951958086668,0.15438456335821127,0.0991333963552099,0.21851381410468007,0.21542652433908616,0.13401066604606549,0.09587353682177446,0.20615504894728764,0.22332533557224665,0.1417537844422092,0.06758738899298711,0.5597923481131435,0.14719626168224295,1.5547758837091125e-07,0.22474747474747472,0.322033898305085,0.9170023511585605,0.8089451336152216,0.9244989566622182,0.31414315407045906,0.5973753956840484,0.0,0.4761904761904764,0.0,0.47619047619047616,0.23913043478260865,0.6000000000000032,0.23913043478260865,0.26306537049605067,0.3974104969733424,0.44770509001656245,0.5013372692627818,0.5057214970682078,0.5039027097868454,0.540112721165454,0.6105727385955462,0.6354912161267628,0.5999634757937351,0.6506909602432824,0.6323686558525593,0.6449746273958178,0.6446304948760226,0.6483203505476277,0.6701652856380892,0.6671022111318695,True
1,1,4,1,0.22679115158795318,0.007223416516022137,0.0,0.8612063607953864,1.919347465412351e-07,2.492465991066959e-10,8.295119383311865e-09,0.007409520396493192,0.0,1.0,0.29838709677419356,0.3853211009174311,0.29162156607522094,0.1772338331150124,0.16250795114416983,0.23955610774699632,0.21900196462565003,0.177096127623404,0.15248856151538215,0.22571757701391482,0.23440175713632683,0.16090703790495042,0.15400921145454138,0.19345643441494953,0.19384806085503914,0.16763251746653396,0.1558240457098815,0.18883850300283944,0.182061390792996,0.6695381593109566,0.1331775700934579,1.2037447669157947e-07,0.20202020202020202,0.30508474576271194,0.9025168431514419,0.8351313335500983,0.9024513409705133,0.2702552391626653,0.5759373474233138,0.0,0.523809523809524,0.0,0.5238095238095237,0.3695652173913043,0.6000000000000032,0.3695652173913044,0.17762251908285395,0.28925579800754603,0.3543472955648188,0.4544551550528548,0.3972062853047374,0.43345421704729925,0.4472216235420791,0.46557669870262947,0.4942109417546528,0.5137579473512686,0.5070543026355115,0.4871035805508433,0.5187368944141462,0.5463090123760744,0.5401319947733486,0.5569840226396267,0.5661723999567886,True
1,1,5,1,0.2403416784938296,0.012324472207444075,0.0,0.8536916120516376,1.949237224251772e-07,9.40527674656705e-09,7.546364264154183e-09,0.00015912618698756212,0.0,1.0,0.3387096774193547,0.3302752293577981,0.42040508743060145,0.26195901460548143,0.19515279050756917,0.20603744844174288,0.1773171127790869,0.269145350426111,0.2005139092808106,0.21321886650459687,0.19252023409013863,0.23471296318746548,0.170605246910432,0.13821692565283472,0.1320390830598197,0.24855360830009954,0.18819087232792564,0.15798002061496108,0.11966676208169946,0.6226480620674488,0.14719626168224295,1.0592583091203759e-07,0.22474747474747472,0.30508474576271194,0.8454317295203446,0.82040286349498,0.8775459081586976,0.2793886562906706,0.5634681774771839,0.0,0.7619047619047621,0.0,0.761904761904762,0.41304347826086935,0.40000000000000213,0.42324755989352253,0.2630791923082498,0.37714441712540037,0.43089819847317373,0.4413241567466656,0.4423879149558499,0.4647477330986797,0.5005271803688723,0.525350646135178,0.5327222317717365,0.517747199423407,0.5328614737976816,0.5177413519722921,0.5523955654381417,0.5527119232231181,0.5717786277262767,0.5713621973516789,0.5567807066041696,True
1,1,6,1,0.21746538743700614,0.0066148581928833225,0.0,0.8574704873457717,1.9207996788652353e-07,8.305579848154208e-10,6.43004925703116e-09,0.0017170041124142217,0.0,1.0,0.20967741935483875,0.22935779816513757,0.32094554396541464,0.2533534410432551,0.20140939699173477,0.23131054387938899,0.20385108462160417,0.2380996260709073,0.2006724998300622,0.23304888831355108,0.21005170789075955,0.23590767466345408,0.19019719064930152,0.18133744432289445,0.17502337208245633,0.22586070408482573,0.19966353439075257,0.19223952930071397,0.15189894475895138,0.5383642683022449,0.14018691588785048,1.7220798329495839e-07,0.21717171717171718,0.3898305084745761,0.7933514163652418,0.8001759261914678,0.8699540562773445,0.2541199497474235,0.61631089817425,0.0,0.8571428571428572,0.0,0.8571428571428573,0.35869565217391297,0.6000000000000032,0.3586956521739131,0.21017004854975554,0.318078403820894,0.37671029623687674,0.4253742703713399,0.43094168067006244,0.47754223553256686,0.5112617417218728,0.5665931266286194,0.5645923048705785,0.6022770847579068,0.5963501261898236,0.5838978670192526,0.6194648901247449,0.6321057104558024,0.638168158741183,0.6600258750533133,0.6263866428724891,True
1,1,7,1,0.19952105071883675,0.004452221164163706,0.2,0.8816079166654811,1.95257172228538e-07,2.670327089188094e-08,6.778908875968749e-09,3.641566171655629e-05,0.0,1.0,0.14516129032258068,0.17431192660550437,0.2530143180105502,0.14271063193431588,0.09929820457107508,0.09588912332431132,0.07912206253499621,0.13997771212030186,0.10729720723267522,0.10299244796916462,0.1012730428182429,0.13300537536650658,0.0993552602793415,0.05181309447408522,0.060052952173739294,0.136556281687657,0.11854444750135085,0.06915749958474371,0.04940827210056853,0.5709560047676145,0.1495327102803737,1.6363074180779608e-07,0.22474747474747472,0.22033898305084731,0.8532016227832675,0.9574306421855852,0.9794243958862681,0.03817737201567206,0.6025489745821186,0.0,0.45238095238095266,0.0,0.45238095238095244,0.33695652173913043,0.40000000000000213,0.3456078083407276,0.28743569568530947,0.39178262211389736,0.4138547107899882,0.39325846844250123,0.4517527270517055,0.5228013747021956,0.5476844701485103,0.5569244226353844,0.6224629626129606,0.6517781153179582,0.6523162127925763,0.6359200327603368,0.659261242686646,0.6490614364049223,0.6384906597809956,0.6362408762034026,0.6490905563297544,True
1,1,8,1,0.20150167000254726,0.0074318339566135615,0.0,0.8340281650698418,1.9600319532191353e-07,1.4707035723017297e-08,7.110158828464348e-09,8.782747071289969e-05,0.0,1.0,0.3145161290322581,0.3119266055045869,0.4044958232455227,0.1853819133561263,0.1400403091202136,0.18076582905460947,0.1873964905364316,0.13255776686897314,0.15831063984127547,0.17215662271746002,0.20392502449416372,0.15165036056887937,0.10951997178258277,0.10554737432273975,0.13783418491094612,0.1031658145663612,0.1400960268992979,0.10758544837230377,0.12601382978929476,0.7177608335980015,0.14018691588785048,1.6363074180779608e-07,0.21464646464646464,0.593220338983051,0.7299008091132602,0.8963168208360983,0.9168418281152846,0.175524611788405,0.5595077524048355,0.0,0.23809523809523792,0.0,0.23809523809523814,0.2934782608695652,0.20000000000000107,0.3093297101449275,0.26329608537484317,0.34598126280028274,0.37476633056743525,0.43409113253431086,0.41882221281619314,0.471023594655742,0.49662043939632483,0.49801096543899326,0.5031110884070871,0.542199756620552,0.5488019884879031,0.5737317781421233,0.5901755101773614,0.5798196409783059,0.5843163897625054,0.5981301083748276,0.591102169172916,True
1,1,9,1,0.20443886545394796,0.0039377096757968345,0.0,0.8412554846692599,1.9515783480751612e-07,3.5321637079758705e-09,8.121016721348892e-09,0.0004936653854798108,0.0,1.0,0.20967741935483875,0.23853211009174308,0.3074604370761115,0.24410246586500728,0.07435609505278373,0.08458356815187118,0.10484212302803542,0.24466672426716785,0.08654606064508008,0.047679573631725924,0.11013064533235117,0.23156269554476994,0.06991863106059704,0.03434084068023979,0.0811079590451449,0.23405676567261846,0.08867959424032068,0.0,0.04784963565987921,0.6457164715008776,0.1448598130841122,1.7220798329495839e-07,0.22474747474747472,0.2711864406779658,0.8832438074212932,0.8057235821977251,0.9301236918406466,0.3203293173867557,0.5335181949037604,0.0,0.7142857142857144,0.0,0.7142857142857143,0.3043478260869565,0.40000000000000213,0.31233362910381546,0.32095047837143825,0.4160192211218262,0.4223556533887688,0.442441516097766,0.48430274289220554,0.5162022473218315,0.5866243183836606,0.5607602877334441,0.5652024492449963,0.5680646518697361,0.5874328721811487,0.5835700683428745,0.5954056041094574,0.6229621877518446,0.6131429189027557,0.636017730679655,0.6329014311377044,True
