fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,sigma,d_norm,d_mean,ps_norm,ps_mean,pc_norm,pc_mean,loglikelihood,mhl_norm,mhl_mean
1,1,0,1,4.957606904808489,31.10949287779089,6,0.6841212001086905,101.1112102720351,0.7591886042826264,5.300442396670978,6.9817201770032895,0.8642266123069209,0.9999999999999925,1.0000001478637124,0.9999999999999988,0.1050980392156862,0.106,0.9914909359970404,0.2676078431372549,0.102,2.6236063052672045,0.3546666666666667,0.0472156862745098,7.511627906976744,0.0007896099681044,0.0009705362780044,0.0012144578523189,0.002770783442672,0.0036667823095535,0.0043584864849961,0.0053655580403234,0.0119383594045903,-1.3579321939119815,-1.3576863141018938,-1.3573548233949757,-1.3552397687033586,-0.3050477471635704,-0.3048359678143768,-0.3045276323060042,-0.3025152350345663,0.6402012922607401,0.8398398398398399,0.0016077044216738,-1.8028028028028027,0.4940239043824701,0.941272408881952,0.9347458580673216,0.9877485644580828,0.1262727724018639,-0.1379835441018231,0.0110105126,0.0879543595,0.0385501846,1.6903247309,0.1483084029,0.0743369551,0.008302138,273.5494121463,7.7381031971,2.4782132398
1,1,1,1,4.516396874433673,23.378281281160984,5,0.7945801855560735,101.53914959250989,0.0438140882945448,4.197081080756657,95.79295710871207,0.8628839755237161,0.9999999999999908,1.0000001241834549,0.9999999999999972,0.1011764705882352,0.0799999999999999,1.2647058823529411,0.2538823529411764,0.058,4.377281947261661,0.3469019607843137,0.0418823529411764,8.282771535580524,0.0006697124137534,0.0008475242048409,0.0012315183094548,0.0032608756211227,0.0024789010083536,0.0031138988010154,0.004611546216182,0.0117436986156485,-1.177924638857171,-1.177715049602844,-1.1772624303611186,-1.1748703984091675,-0.3093787262137134,-0.3091817832032439,-0.3087172915247322,-0.3065052719226009,0.6237099255379124,0.7737737737737733,0.001380829765218,-1.5825825825825823,0.5039840637450199,0.9478064598517858,0.9404895770549212,0.986878879986896,0.1300399700103592,-0.1221543826023385,0.0085498767,0.0745812695,0.0327345265,1.4267127383,-0.2073129097,0.0521985281,-0.0099703149,289.8331652022,9.9969809705,3.2667178505
1,1,2,1,4.5625515031807655,25.97461538542366,4,0.6459137086490863,95.06426604268404,1.9638870875322936,4.549598377810526,2.3166293045529858,0.8232537867797539,0.9999999999999885,1.0000002114074769,0.9999999999999958,0.1011764705882352,0.0819999999999999,1.2338593974175036,0.2617254901960784,0.048,5.452614379084968,0.3088235294117647,0.0334117647058823,9.242957746478874,0.0011608950066362,0.0016092228465349,0.0023042289353939,0.0058336090358388,0.0017823694505896,0.0025326047244544,0.0035084146896812,0.0091722216434847,-1.6060298201458314,-1.605308955417489,-1.6041914576159808,-1.5985165799909389,-1.0239387959069568,-1.0231692292518926,-1.0221682755016783,-1.0163585287139612,0.6131039943046835,0.7297297297297298,0.0046630349297427,-1.2082082082082075,0.5258964143426295,0.9631308550369836,0.9455442782991372,0.9905301742043268,0.1178403198972448,-0.1485749485491177,0.0198239118,0.0841625493,0.0371137613,1.7121525678,-0.0429643956,0.0668816968,-0.0049711,251.1170144347,7.9443034887,2.4745509717
1,1,3,1,4.7129149747024615,26.550285370993144,5,0.3577446334331554,93.30205409359397,1.5572248616670092,3.999063362127109,2.568070585417004,0.7384624067451675,0.9999999999999865,1.0000003921333336,0.9999999999999966,0.1168627450980392,0.056,2.086834733893557,0.2911372549019607,0.072,4.043572984749455,0.3179999999999999,0.0471764705882352,6.740648379052368,0.0005985826015917,0.0008071093475932,0.0011738641816003,0.0040412823876074,0.001722252612895,0.0023828155761833,0.0034749874148487,0.0123409875475267,-1.1130494544301035,-1.1128172148346511,-1.1124087540692422,-1.109215264231968,-0.3681640038780918,-0.3679203888060196,-0.3675175967392843,-0.3642478232561289,0.6372077412687325,0.7517517517517519,0.0054291861776189,-1.6046046046046043,0.5358565737051793,0.9636408345220208,0.9484503122054398,0.9881018094000716,0.1181385309081038,-0.1464693833593477,0.007571221,0.0820480158,0.0363336097,1.4369037076,0.1957680648,0.0617608208,0.0076688109,290.4908440362,7.7448137535,2.4356998437
1,1,4,1,6.14092904461927,51.103294180486905,5,0.4102548950625576,97.75902405634515,0.0871996627089042,3.9511489668481232,45.31151662866075,0.7067046063694177,0.999999999999982,1.000000418183285,0.9999999999999968,0.1031372549019608,0.114,0.9047127622979017,0.2656470588235294,0.066,4.024955436720142,0.3895686274509804,0.0352941176470588,11.037777777777778,0.0010598505289941,0.0011547393780267,0.0015286051056238,0.0033022391122757,0.0027037867220556,0.0030350665935195,0.0039125570195294,0.0081333269130193,-1.2527891262387365,-1.2526701243963014,-1.2522012525440136,-1.2499769056713432,-0.4791485248741581,-0.4789893622706918,-0.4785677741430964,-0.4765399155777342,0.6276383013135265,0.6636636636636631,0.001380829765218,-1.494494494494495,0.5219123505976095,0.9696803171832652,0.946467589169125,0.9917083300200484,0.1358773514030082,-0.1518704576721325,0.011226534,0.09739882,0.0427858636,1.8640904194,-0.480923626,0.0965141335,-0.0225785834,268.4473910412,7.3085313788,2.3262829078
1,1,5,1,6.863737418740319,57.05484132374068,7,0.6993745971539338,102.37468066427166,0.4842787672232523,4.911501997778372,10.14189002326045,0.8973608562314637,0.999999999999988,1.0000005082081194,0.999999999999998,0.1011764705882352,0.09,1.1241830065359475,0.2578039215686273,0.036,7.161220043572981,0.3005098039215686,0.0490588235294117,6.125499600319744,0.000284338846769,0.0003888425106367,0.000584971408016,0.0014942597892199,0.0007360922895742,0.0010425227668637,0.0015586670506086,0.0037590038088863,-0.992917833201624,-0.9928140401377348,-0.9926192448700588,-0.99171613943288,-0.3664488622718906,-0.366336488454622,-0.3661472086416646,-0.3653403037835343,0.6232934315208004,0.6856856856856854,0.0002867196497493,-1.4724724724724725,0.5338645418326693,0.9584565490545304,0.952183342641625,0.994347379132856,0.1231773266473695,-0.1228803263195342,0.004398005,0.0664958762,0.0292699788,1.5152267143,0.0476324062,0.0440559605,-0.0021089805,321.5312311019,6.8299044582,2.1572282456
1,1,6,1,4.954126701956465,28.870854899587822,6,0.6263256045361738,100.67527770561492,0.2373012769698155,5.223338082102632,22.01142003448652,0.753328902732394,0.9999999999999848,1.0000004030230245,0.9999999999999966,0.1050980392156862,0.0679999999999999,1.5455594002306807,0.2656470588235294,0.062,4.284629981024668,0.3463137254901961,0.0416078431372549,8.323279924599435,0.000853146085324,0.001023470021667,0.0012987780289487,0.0039319434206151,0.0023626663944009,0.002834331327189,0.0035130146371625,0.0102975661861534,-1.1377551906987475,-1.1375612382863316,-1.1372477377102168,-1.1342492819971264,-0.4107832271045081,-0.4105890162057414,-0.4103095642337054,-0.4075159839557111,0.6104366640307215,0.7517517517517519,0.0044324785912404,-1.494494494494495,0.5039840637450199,0.9667147001395664,0.9465422837141196,0.9876427046285746,0.1250111909440623,-0.1579321829399514,0.0076946374,0.0962320053,0.0422522347,1.1347405078,0.1582499577,0.0504202053,0.0087039155,284.2469184213,7.1286854985,2.3522213251
1,1,7,1,3.8161702364655263,14.6595303355538,3,0.4319836309909812,95.9168238952492,0.1042603141739829,4.0324549141433925,38.67679611452437,0.6848615166179416,0.9999999999999782,1.000000193492895,0.999999999999996,0.1050980392156862,0.162,0.6487533284918906,0.2715294117647058,0.098,2.7707082833133247,0.375843137254902,0.0276862745098039,13.575070821529746,0.0019569013913304,0.0025866072471105,0.0034466005606419,0.0056417362800772,0.0060261212282352,0.0079703976639539,0.0104264803360951,0.0173152734598762,-1.0523173537387795,-1.0516534040549312,-1.0507466437264543,-1.0484321350498311,-0.3379116594435249,-0.3372506826403694,-0.3364157120348046,-0.3340737958479361,0.6436602277971004,0.7297297297297298,0.003108082173869,-1.4064064064064066,0.5079681274900398,0.9774164264007406,0.9567900746168948,0.995295277907267,0.1326150402367056,-0.1559151034976083,0.0237307426,0.0828095695,0.0363531571,0.946104433,-0.1197377944,0.0357185265,-0.0061227602,245.0991246666,7.9949102765,2.6078708186
1,1,8,1,6.155042170949877,49.247808396659934,6,0.6711887817580724,88.99356436581131,0.3939580878852703,5.915171109327815,15.014721847899844,0.850929934267134,0.9999999999999908,1.000000269546899,0.9999999999999976,0.1031372549019608,0.0679999999999999,1.5167243367935412,0.2558431372549019,0.046,5.561807331628302,0.3402745098039216,0.0355686274509804,9.56670341786108,0.0009331713115637,0.0013568505579188,0.0018886263391012,0.0055243748655579,0.002528053153236,0.0036269781078674,0.0050197393839697,0.0146831869127464,-1.177659351733191,-1.177159935866026,-1.17653310019923,-1.172247427679852,-0.4354861242236514,-0.4350063447463258,-0.4343982793144949,-0.4301793162406471,0.6089058186129804,0.8178178178178177,0.0015282140360258,-1.3843843843843846,0.5139442231075697,0.9738751205177626,0.951747774086379,0.9903070225524164,0.1251949735060158,-0.1439936106699379,0.0140445962,0.0768880575,0.0339141537,1.5612202297,-0.0886216955,0.0558389278,0.0004991497,268.5599937003,8.6742462854,2.8131108406
1,1,9,1,6.545943410937041,49.94262070295549,6,0.7276427182792509,101.19109475948744,1.8771547754235964,5.609668793561454,2.988389059338798,0.8873126994297463,0.9999999999999888,1.0000004070424773,0.999999999999998,0.1011764705882352,0.074,1.3672496025437202,0.2538823529411764,0.062,4.094876660341554,0.2812156862745097,0.0452156862745098,6.219427580225498,0.0006029865006577,0.0008512499616254,0.0013891758195133,0.0041869728092021,0.0018038823039336,0.002496276860057,0.0041171843599246,0.0123340556962992,-1.028031132199437,-1.0277757556439593,-1.02722241745978,-1.0243444596831173,-0.3369461957642118,-0.3367124744468097,-0.3361653288447744,-0.3333916819743922,0.6149049195723089,0.6636636636636631,0.0015282140360258,-1.494494494494495,0.4820717131474104,0.9496171252173676,0.9457172901433436,0.9923941462487276,0.1242569204222702,-0.1293468457720848,0.0079354102,0.0748348735,0.0328977542,0.9241615313,-0.0684375059,0.0371800021,-0.0021127254,293.294835051,6.2921324421,2.1230222108
