fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,sigma,d_norm,d_mean,ps_norm,ps_mean,pc_norm,pc_mean,loglikelihood,mhl_norm,mhl_mean
1,1,0,1,1.6248369803398732,3.54533070934109,3,0.4677679488344184,108.96796177713416,0.8476985933621991,4.423664793188874,5.218440643676708,0.7256751736648545,0.9999999999999823,1.0000001347482217,0.9999999999999972,0.2809523809523809,0.1714285714285714,1.6388888888888888,0.2333333333333333,0.169047619047619,1.3802816901408448,0.2183084601075986,0.1923475456911902,0.3157576673632487,0.4758524763304563,0.2262117396141397,0.2060297780467133,0.2850600867061456,0.4846709577356874,-4.403626588772321,-4.549876314090667,-3.854650556378732,-2.952763147453387,-4.206807473411727,-4.316529513789568,-3.886870251540298,-2.8016579951504683,0.8611944754311549,1.1261261261261255,1.1144152514667882,0.4214214214214208,0.532258064516129,1.0187697612807318,0.9143049450726376,0.9448551973512884,0.1601416691000695,-0.4319506695995141,1.4224658778,1.6065994021,0.7105453061,1.0495882635,0.0745852803,0.838829374,0.0593468785,-60.2815480909,8.2335407443,2.5710118264
1,1,1,1,1.2677793141703342,1.151117531774469,1,0.6016819917573241,102.94901491551776,0.4720498996869197,4.136255475840997,8.76232677643679,0.7341331037380698,0.9999999999999784,1.0000001279103967,0.9999999999999896,0.1071428571428571,0.0761904761904761,1.40625,0.2142857142857142,0.1761904761904761,1.2162162162162162,0.2451944814825293,0.2099741256971756,0.3556198174282537,0.549452222315353,0.2609056978517506,0.2437229166084394,0.3676742680258453,0.5613322940475478,-3.121410322810957,-3.26706000266148,-2.6647592053180027,-1.8631878671828264,-2.8723858430128306,-2.939164300705464,-2.4574448421751907,-1.7048202167197877,0.8662850799997915,0.8398398398398399,1.0069386314760271,0.1791791791791794,0.6290322580645161,0.9803055013572454,0.9257320223401662,0.9425495727202546,0.1661782154082788,-0.4280269022608869,1.2832965303,1.643255641,0.7235927155,2.2895897244,0.5617908428,1.6269299684,0.5062292668,-55.1144754992,7.8150115797,2.5417182252
1,1,2,1,1.7163372231141725,2.66836620171779,2,0.5410515325795555,100.36552856994103,2.885737789025712,3.465675849762099,1.200966998090352,0.833770327330819,0.9999999999999796,1.0000003477254156,0.999999999999986,0.3142857142857143,0.2023809523809523,1.5529411764705885,0.3,0.1738095238095238,1.726027397260274,0.1780479617331022,0.4319074103584493,0.4335174378753214,0.5385810729495826,0.1817500309038552,0.496335894107363,0.4729266045212191,0.5142627579635817,-3.988380325075127,-2.7565711889038664,-2.7487588084094257,-2.2389556623589613,-3.8895431955203215,-2.3941623830019934,-2.505438211245932,-2.3089472116454988,0.8333945877846954,0.9059059059059056,1.6306163126774824,0.3333333333333329,0.5,0.9870408364988684,0.9330345348998952,0.9285785821427752,0.1378542996902098,-0.4263052812365679,1.2210228783,1.5490675581,0.6854870955,1.2493228638,0.0577207042,1.1585886731,-0.013970088,-44.833068168,6.6971126727,2.2571779466
1,1,3,1,1.4516200584525092,2.0628059821344014,2,0.3348102151105555,100.27819535519797,1.0637827933969943,3.323665932038322,3.1243839933007447,0.715842641778292,0.9999999999999696,1.0000003934897463,0.9999999999999912,0.3428571428571428,0.1595238095238095,2.149253731343284,0.2452380952380952,0.1571428571428571,1.5606060606060606,0.2688369142119806,0.3247792668288001,0.380082734745543,0.5225749273979249,0.2772173757024705,0.2970199491449028,0.3913391673138957,0.5260928765556324,-3.4242158440575143,-3.162224102532556,-2.903224414565896,-2.235898570005628,-3.282638303957446,-3.192701601117866,-2.7643350799085744,-2.1523285475335245,0.8078690434060337,0.7737737737737733,0.6064329395408061,0.2892892892892895,0.5645161290322581,1.0548528897400202,0.9174875691669092,0.9397141072550966,0.1767457940883062,-0.4614815582749455,1.2302757329,1.5862036509,0.7035900599,1.7519728996,0.2597241297,1.2687308315,0.1857572693,-52.4501107761,7.9438332754,2.7026564069
1,1,4,1,2.833738193999394,9.21793260529821,3,0.3626500781705223,105.83499371399309,1.2434334122871933,2.7474997263477583,2.209607445962031,0.7711326441097013,0.999999999999964,1.0000005034677115,0.999999999999993,0.2785714285714286,0.1976190476190476,1.4096385542168677,0.5285714285714286,0.25,2.1142857142857143,0.363179850081099,0.3484526718877884,0.4532010532525616,0.5661096861464846,0.3892213797958223,0.376025921196004,0.462739784644716,0.5839003514871101,-3.041476397803057,-3.111813941121839,-2.611531829022208,-2.072276056259977,-2.721927401501654,-2.780732800299371,-2.3942935353948145,-1.854342960897725,0.8398666086348898,0.7297297297297298,1.7154331750298604,0.3113113113113108,0.5161290322580645,1.038615729780413,0.9366844062663238,0.9649967285111772,0.15487824079788,-0.4289232722158594,1.2324621803,1.6137545351,0.7159367787,1.5651449495,-0.4844858121,1.180974553,-0.3508652928,-44.8660573725,6.125194282,1.9683490172
1,1,5,1,2.3818128347398555,5.896268282142911,3,0.6302084443404181,104.82877212485286,1.0263599638994187,4.1238576176101045,4.017944739331467,0.8633114080410884,0.9999999999999808,1.0000006013188236,0.9999999999999964,0.3285714285714285,0.1261904761904762,2.60377358490566,0.4142857142857142,0.1595238095238095,2.5970149253731343,0.1017118778530421,0.277568354249201,0.3666710408211755,0.4523489277857753,0.1105104073460291,0.2777656450967236,0.4712723386528896,0.5053533614148534,-3.7015257426303023,-2.9768837727099333,-2.6097233038668133,-2.256675215670283,-3.3734515782522685,-2.739124374852897,-2.005236686710634,-1.875982020917682,0.8181595920644412,0.7737737737737733,0.7814350607844542,0.1351351351351351,0.4193548387096774,0.9893551177449472,0.9224708223848916,0.972469025027637,0.1469306537502842,-0.330485750822448,1.0183809389,1.5525506723,0.6892718128,1.3029978082,0.2357325551,0.8854042642,0.2035569253,-39.7000890082,7.0975269877,2.4110734953
1,1,6,1,1.484616758070121,1.8949086294578512,2,0.4610949540289687,102.04946525313692,0.8899571879662145,4.351283384626647,4.889317647481976,0.6098019079635404,0.9999999999999698,1.000000412644345,0.9999999999999905,0.3309523809523809,0.0785714285714285,4.212121212121212,0.2928571428571428,0.0619047619047619,4.73076923076923,0.3747231970657823,0.2994105598353801,0.345305811889353,0.4460428021980139,0.3905180916001546,0.3074874758678547,0.3894561983190175,0.4583635167402032,-2.731837769756214,-3.060879093471537,-2.860362486386219,-2.420242025103541,-2.555128976900706,-2.9032179510008613,-2.5595807485704065,-2.2707008268008697,0.8175117684797564,0.7957957957957954,0.7814350607844542,0.2672672672672673,0.4677419354838709,1.0310048524900743,0.9300956350021136,0.9489162399216182,0.1692433274823951,-0.4224554076855074,1.2191184442,1.6117623441,0.7122700066,1.6591401503,-0.6378401885,1.2308841893,-0.4725614678,-47.7945345701,7.1364761112,2.3154302746
1,1,7,1,0.566652430709922,-0.9871765291346016,2,0.1921115796463974,97.19105210673985,0.0823319499909992,2.5286281277861944,30.712598548469096,0.5697051715939023,0.9999999999999448,1.0000002292157764,0.9999999999999823,0.3238095238095238,0.1238095238095237,2.615384615384616,0.3428571428571428,0.1238095238095238,2.769230769230769,0.3011970174079375,0.2921753485893399,0.3441581209917421,0.4381893159495096,0.3057820400932811,0.2957196127721812,0.3519414067284772,0.4308565888850453,-3.034842795084672,-3.0740231467657755,-2.8482663222760163,-2.439896722203241,-2.96972330899416,-3.012768327542146,-2.772262921994998,-2.434679814932527,0.7557608348105297,0.8838838838838833,1.0069386314760271,0.1791791791791794,0.532258064516129,1.050464513468183,0.948042493261187,0.973221362761333,0.1339698574958788,-0.4890558631160354,1.0908069334,1.5990594767,0.7087021273,0.942189672,-0.1282574908,0.6719518086,-0.0796386627,-44.0962735176,7.1894201807,2.3254436686
1,1,8,1,2.1902043847733097,6.074626060705448,2,0.47388754387193,92.34295476504344,0.4048951212971577,4.797223250928862,11.848063853078928,0.7463112813483406,0.9999999999999846,1.0000003801294723,0.999999999999992,0.3261904761904762,0.2428571428571428,1.343137254901961,0.2928571428571428,0.1357142857142857,2.1578947368421053,0.2476886913561249,0.3243852632319251,0.4157258297776624,0.4669666487716231,0.2632746966312654,0.3146302509555178,0.4504399471986501,0.4963580585854573,-3.505941762267004,-3.1485182977084394,-2.722850488169477,-2.484056620285814,-3.2300537657040205,-3.0048935860870536,-2.409457785574456,-2.208137201198193,0.8202085287928328,0.94994994994995,0.7621166545204727,0.2232232232232229,0.532258064516129,1.0371144283433795,0.9449916277591852,0.9539398744123594,0.1547090757563747,-0.384706607307582,1.0655638193,1.4814743964,0.6514501985,0.7790609726,-0.2115840301,0.5687686712,-0.1329030751,-39.9509180183,7.7805047799,2.641814706
1,1,9,1,2.189680561750381,4.391560833527,1,0.6344490567315114,103.58200813197178,1.3985943449038958,5.504301016786586,3.935595075757877,0.8148308442143894,0.9999999999999803,1.0000004181279478,0.999999999999994,0.3476190476190476,0.1857142857142857,1.871794871794872,0.3619047619047618,0.1595238095238095,2.2686567164179103,0.3330983296001702,0.3262625790057661,0.3816411642596482,0.4870584463132225,0.3668191274503564,0.3390684115815097,0.4443731343380552,0.5419275361613946,-2.857964509148452,-2.887258681676891,-2.6499372919620345,-2.198178263409324,-2.464014700084284,-2.57200623110347,-2.162214343651778,-1.7825827240440786,0.8007575979241262,0.7957957957957954,0.9098272894455568,0.2452452452452451,0.4677419354838709,0.9739555086519976,0.9275065749750206,0.9631989356133124,0.1430630020310347,-0.3607157336179716,1.0823964331,1.5186922447,0.6727248863,1.2735870529,-0.4644852446,1.0078893709,-0.3803351601,-46.5741666422,8.0857215874,2.555690779
