fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,sigma,d_norm,d_mean,ps_norm,ps_mean,pc_norm,pc_mean,loglikelihood,mhl_norm,mhl_mean
1,1,0,1,1.3924082534715845,2.645372473667482,1,0.430081121716641,116.19578027905744,0.6335230455435085,4.27969300329946,6.755386458953281,0.7344134301941034,0.99999999999998,1.0000002304142863,0.375,0.275,1.3636363636363635,0.325,0.3,1.0833333333333337,0.0,0.3804332258427466,0.5617769698533498,0.6902454821919429,0.0,0.4000429524294995,0.6022745499028278,0.717231123463953,-6.157351855521846,-3.814890626476848,-2.6982933878058826,-1.9072675549817149,-5.855524300125784,-3.5130630710807864,-2.3288910378224568,-1.655760027876091,0.8161398595600203,1.0160160160160154,2.920555512182745,0.5975975975975976,0.4736842105263157,1.0810598897292507,0.9137786959362374,0.933816393701902,0.1577793324383484,-0.500365875962054,1.933923041,1.9221240351,0.8525245789,1.3729566756,-0.2403940862,0.8660802628,-0.1464512121,-77.2536684893,6.9166952281,2.2684669865
1,1,1,1,0.9999638636839532,0.1969937041480109,1,0.6044507890576631,105.23220230407472,0.1470636702474336,5.42956923062809,36.91985397544395,0.7923296309359258,0.9999999999999704,1.0000001546557158,0.275,0.225,1.2222222222222223,0.275,0.2,1.375,0.0,0.3879201047968942,0.2975925034060416,0.5553442206224284,0.0,0.4034454267778216,0.301462725000038,0.5243065887026312,-4.425073889926173,-2.7084987628120114,-3.1082050732663324,-1.967634679328465,-4.254788908685495,-2.5382137815713337,-2.972128649973228,-2.023975050322812,0.8694598340398803,0.7957957957957954,1.5499930850548158,0.1571571571571572,0.631578947368421,0.9582780603275178,0.8977952804696241,0.8918080636176778,0.1995239391384298,-0.5769592180139854,1.2742486217,1.8101896252,0.8034475667,0.8440647884,-0.0316626782,0.7011506127,0.0359089274,-61.7926063556,7.8818861067,2.5412370445
1,1,2,1,1.1841955180879624,0.7684619991640806,2,0.5830961077329461,103.65896199568132,2.2172872140451885,4.24909891542593,1.916350253819365,0.8761286602823284,0.99999999999998,1.0000005458838728,0.35,0.25,1.4,0.4,0.2,2.0,0.0,0.4180590188604628,0.5353455083525449,0.5948101979717467,0.0,0.4335274875223081,0.5486493399473383,0.6397970274801486,-5.623345904376652,-3.272455432879947,-2.612912932555932,-2.278522413730765,-5.422702225716968,-3.0718117542202625,-2.4475402288463908,-1.9532734607932665,0.8098975003288484,0.9059059059059056,1.5499930850548158,0.4214214214214208,0.5526315789473685,1.0469974113287943,0.9393610532337716,0.9044540110873542,0.1461562294167585,-0.4900802460430393,1.5655352704,1.8168829594,0.8071130924,1.373796897,-0.0720659833,1.2626765666,0.0013042979,-77.5726743218,9.2606441322,2.9547947804
1,1,3,1,1.0778842697399666,0.9311157337468644,1,0.179485590044181,101.93184051715863,0.8186489788041008,2.4267213262906564,2.964300193515981,0.7115698032479099,0.9999999999999692,1.0000004786936885,0.35,0.2,1.7499999999999998,0.5,0.35,1.4285714285714286,0.0,0.422672578285107,0.4671138509302306,0.6088529392713742,0.0,0.4343506718834939,0.4725523692253527,0.6332287189713909,-5.300608349277596,-3.060186551808869,-2.824620770973605,-2.0733173758935446,-5.1580944672043145,-2.917672669735588,-2.7206247060387323,-1.891840915403108,0.8502501782552244,0.7737737737737733,2.0479120966650832,0.3553553553553552,0.6052631578947368,1.0828562130488035,0.9140507184070727,0.9063423732202098,0.1860387544098153,-0.6161638082624992,1.5841397258,1.9111623662,0.8444020092,1.314093459,-0.1275787631,1.0949262973,-0.1127971801,-66.3741033986,6.5373179097,2.1775788469
1,1,4,1,2.443119166485481,5.949069580943755,2,0.5199159641725055,108.73439048796878,0.1339870078985691,3.708527741730893,27.678263735378916,0.8868773609917269,0.9999999999999688,1.0000007765488486,0.3,0.2,1.4999999999999998,0.4,0.25,1.6,0.0,0.1935596349605074,0.4822884426595927,0.6269515961204704,0.0,0.2025162945730976,0.5130839688796667,0.6508559125985254,-5.262504340018481,-4.243895920986418,-2.72445931738162,-1.963168844452992,-5.029760302395813,-4.01115188336375,-2.4490709239291766,-1.756111070628151,0.873994165529488,0.7517517517517519,1.05931476351837,0.3773773773773774,0.5263157894736842,1.0359485957491883,0.925136581031422,0.9540505526584012,0.1505711181902957,-0.4278471049961458,1.5585536507,1.8686886392,0.8333326912,1.3438357004,0.0227014671,1.1066478445,0.0450663218,-67.1239548394,6.8960589565,2.3211159701
1,1,5,1,1.7613741314499636,2.763467582566781,3,0.6260502178020777,106.9102089822014,0.8180288693820681,4.607868193807044,5.632891901832007,0.8945040812379983,0.9999999999999764,1.0000006393449667,0.325,0.2,1.625,0.275,0.225,1.2222222222222223,0.0,0.085071648131369,0.3709405601222388,0.4809236636242209,0.0,0.0899975759589223,0.430804928708753,0.5424354490747171,-4.926652639261019,-4.507534179468325,-3.0991573497258305,-2.5573088025836723,-4.656997206057999,-4.237878746265305,-2.6507398567053206,-2.1308768352502256,0.912726469698818,0.9059059059059056,0.7427982482564911,0.2892892892892895,0.5789473684210527,1.0047589100335743,0.9100728766213174,0.9251579586015676,0.1823563028940031,-0.4326322984001213,1.5302411261,1.7976298619,0.7992199065,1.6777728378,-0.4538473038,1.3391040647,-0.385414701,-67.5863637212,7.7323896634,2.6021979332
1,1,6,1,1.0364655728180634,0.6004260578127392,1,0.3701341124502946,105.07087533444704,0.4429819347768393,3.343477183050793,7.547660345867454,0.5173396320976902,0.9999999999999588,1.0000004904387705,0.375,0.125,3.0,0.25,0.175,1.4285714285714286,0.0,0.2289830938363737,0.3058215663733667,0.467614042394504,0.0,0.2392044014405938,0.2952514423529769,0.4645657609219609,-4.945685770859533,-3.813207341905586,-3.4331884016247987,-2.633013655134928,-4.734354477315906,-3.6018760483619587,-3.3365294892781105,-2.534935487087349,0.873994165529488,0.9059059059059056,1.0069386314760271,0.443443443443443,0.5,1.0472448972530968,0.9375023251129634,0.9453735065073056,0.1481476703793968,-0.5283106698352236,1.3526069452,1.8491701174,0.822904863,0.7951963387,0.0129133321,0.6385999735,0.0074553576,-63.4103565555,7.602602901,2.2821629941
1,1,7,1,0.054702382116399,-1.1419131053334513,2,-0.0091692961248985,98.64729688961172,0.0676717449728268,1.6694433635750627,24.669725366848716,0.4537726119880169,0.999999999999906,1.0000002870261566,0.35,0.225,1.5555555555555554,0.475,0.225,2.111111111111111,0.0,0.4826978739283238,0.4227561730688218,0.6750229541960514,0.0,0.4869980895220215,0.4210651181560346,0.6944087299638051,-5.137744960049296,-2.6577663910475398,-2.9657315625352285,-1.6696491792109458,-5.092378435069024,-2.612399866067267,-2.9481555076114425,-1.5561863934776734,0.819850877219582,0.8838838838838833,1.05931476351837,0.4214214214214208,0.5526315789473685,1.0556055427163995,0.9246449915580964,0.9016560635330192,0.1424837983328457,-0.6674378163255938,1.4986842253,1.8867529421,0.8355835256,0.8826632767,-0.2327115718,0.7078828331,-0.1716899687,-69.5893011876,7.8434048706,2.5232691978
1,1,8,1,1.8220594819534333,4.1233957124390725,2,0.3721498982665989,95.98729402570903,0.4517602634426601,4.638613150805057,10.267864454160463,0.7200667633724211,0.9999999999999822,1.0000005335895346,0.375,0.175,2.142857142857143,0.375,0.225,1.6666666666666663,0.0,0.4944795617841948,0.4441629739703863,0.5925179376121981,0.0,0.5059195124756583,0.4801345308240488,0.6425677576816571,-5.5865707326616505,-2.8241256848987093,-3.105222861746732,-2.276427363820303,-5.460246105640871,-2.6978010578779297,-2.8385934035251514,-1.951668009149216,0.8161398595600203,0.94994994994995,1.6719497597319883,0.2672672672672673,0.5,1.0476643983797391,0.9258928771178124,0.8824101464647522,0.1638969383051383,-0.5125160844693656,1.6645987535,1.7653537357,0.7790417001,1.3412347194,-0.0261269307,1.1820545926,0.0209040085,-70.261368207,7.9251576567,2.6124463909
1,1,9,1,1.5365027379548462,1.5116330729365677,1,0.689444863676085,105.91887182778386,1.2257471458616147,6.53469472391621,5.331193098004544,0.7796546363034007,0.9999999999999822,1.0000005663391451,0.3,0.175,1.7142857142857144,0.25,0.2,1.25,0.0,0.3105915246644853,0.4214903148528717,0.5080166450738791,0.0,0.3279721128878865,0.4643570399650458,0.5326220109246971,-4.7793703100844045,-3.294938398539116,-2.7649120132884617,-2.35137063958962,-4.5260918633430425,-3.0416599517977536,-2.4243692430711885,-2.1153957134593617,0.788228530438101,0.7737737737737733,1.7589165903277326,0.443443443443443,0.4210526315789473,1.0044502817020753,0.9174485479771516,0.9458168631317104,0.1758866285721975,-0.4101153808149977,1.3029768327,1.7487796933,0.7781538719,1.1143560213,0.1155198186,0.9885765965,0.139632302,-62.1677151166,8.0942560512,2.65466606
1,1,10,1,1.1728490933904507,0.7784711957584936,1,0.3242156595633551,101.87693963906122,0.1114474679341686,4.534329405648278,40.68580013254926,0.6000582796343741,0.9999999999999698,1.0000004042637902,0.35,0.225,1.5555555555555554,0.325,0.275,1.1818181818181817,0.0,0.4066363472998048,0.4546592604071114,0.6023145714667092,0.0,0.4188611611813935,0.4481286888951794,0.5912451879515034,-5.008958532651773,-2.972133931158066,-2.731589150786428,-1.991989820563104,-4.862767881722107,-2.8259432802284,-2.6836220864843905,-1.9876797715287855,0.7861378865355853,0.9279279279279278,1.3650078065460138,0.3773773773773774,0.4736842105263157,1.0504015183994833,0.9340253326034604,0.9126214596438448,0.1646762713445238,-0.4961801598174893,1.5264835569,1.8503971404,0.8170463119,1.5918653683,-0.2731443656,1.500457559,-0.2812685961,-67.9632779023,7.3290558024,2.4627419842
1,1,11,1,1.9301550661441629,3.885390378610348,2,0.5478449383053958,105.18152510350588,1.6423423371350894,4.610285977814304,2.8071406755893,0.7004712373498043,0.9999999999999856,1.0000003412384766,0.35,0.125,2.8,0.3,0.15,2.0,0.0,0.3373871695832441,0.3804067438736253,0.508426861787885,0.0,0.3529107159580009,0.3861312139539454,0.5291691314874256,-4.870397415433632,-3.2271878166949315,-3.017665393258004,-2.3941565418448847,-4.656162378855776,-3.012952780117076,-2.858272747141505,-2.19226497677224,0.7982098417935045,0.971971971971972,1.2333634979137746,0.2892892892892895,0.5263157894736842,1.0487718204130514,0.9359006028278116,0.9510417947710952,0.1417080091082809,-0.4569978713985965,1.4664888122,1.8222600541,0.8117689706,1.6631427588,0.0810722264,1.3724430777,0.1392840346,-62.8516292862,6.9890093087,2.2236468343
