fid,iid,rep,high_level_category,a1_budget,ela_budget,a2_algorithm,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25
10,1,0,3,1000,50,Non-elitist,2.6239216130829326,8.130635267228655,2,0.18040860117823276,4343260.948032242,3044.9229586232586,1045865.6875831579,343.47853847049026,0.6674397197503947,0.5828276188602779,7.837706810727093,0.42000000000000004,0.18000000000000002,2.3333333333333335,0.0,0.4599116650404307,0.5765632188849219,0.8318923930167947,0.0,0.42423319705654283,0.6374420490886629,0.872956868865557,-5.293998497039689,-2.859226833544628,-2.241673682814547,-0.8899614187100271,-5.100384279110412,-2.9366319501664715,-1.8491848730946687,-0.6479687888070753,0.7574686946303002,6.433433433433434,82018.8949920221,5.376376376376377,0.625,0.934046512827368,0.871800928194899,0.7966534718542813,0.2213485996680084,-0.4042955290202286,,,,,,,
10,1,0,3,1000,100,Non-elitist,3.5551306781150056,16.013421260921245,3,0.20994941339468587,3798841.5497192284,56297.69521395885,767420.6056521124,13.631474658696733,0.5017264173886078,0.5503655049141437,86.4904627758982,0.35,0.18,1.9444444444444444,0.1545071658218807,0.2877281332194453,0.4700953620719295,0.546218455330009,0.16343802051287698,0.2983199493212912,0.4978853378822672,0.5561943338643432,-4.546509634260351,-3.830134063381283,-2.8494819165689913,-2.4401415142650653,-4.252671529528371,-3.5669978406008847,-2.5525051108059693,-2.2560907228602214,0.7963279918195902,6.433433433433434,158562.3961771137,5.618618618618619,0.5918367346938775,0.9165721200801037,0.8585730224371888,0.8220182839016947,0.23901033263883353,-0.3089405913017609,0.9985801025237614,0.1,0.06,1.6666666666666667,0.24000000000000005,0.12000000000000002,2.0
10,1,0,3,1000,150,Non-elitist,4.361354145256878,24.374680181043527,3,0.2519792551325548,3770012.8931744415,37899.95293015155,731144.0212177655,19.291422935675975,0.5003817455584516,0.589433688922846,95.46786407305697,0.26,0.12666666666666665,2.0526315789473686,0.23288895048800867,0.2275663720556541,0.30703999899965007,0.40552491645880595,0.23572067978724226,0.24005085481940494,0.3167511556013738,0.3714505153972932,-3.693459602345224,-3.7190865678709093,-3.3364397128213836,-2.862257957380498,-3.427773536145871,-3.408352809993036,-3.0643538893344573,-2.8190286358651115,0.785807441674574,6.367367367367367,100462.0421346811,5.376376376376377,0.6081081081081081,0.8965376165743053,0.8649375450378852,0.8904850570681979,0.22596680245441716,-0.27192957963544884,0.9986941264667641,0.1,0.05333333333333333,1.8750000000000002,0.31999999999999995,0.16,1.9999999999999996
10,1,0,3,1000,200,Non-elitist,5.0190216526211495,32.47408728996335,3,0.2817659238877882,3743170.6607821197,46254.63804426338,728657.7436386838,15.753182263395828,0.5199566680956481,0.6159279375790749,183.3134024410122,0.265,0.13999999999999999,1.8928571428571432,0.11346150800859962,0.11376994997747053,0.17267381947575616,0.23111539847376314,0.1301278678992269,0.12270196133007286,0.16560873927631575,0.2450927978941455,-3.6337704763953016,-3.6325062252316025,-3.391069283844529,-3.1515271925813995,-3.0820154014365997,-3.10832588727834,-2.9563042905673638,-2.674686931200733,0.7340770046179547,6.367367367367367,66961.60054853215,5.112112112112111,0.5959595959595959,0.8890857655873362,0.8692130163107973,0.9197127604228529,0.2159632209094,-0.23698025512799897,0.9989022327573431,0.10500000000000001,0.065,1.6153846153846154,0.26,0.11000000000000001,2.3636363636363633
10,1,0,3,1000,250,Non-elitist,5.604679443954463,40.62589768797641,3,0.2974243742709952,3721242.513054724,56212.276539684404,716417.5116220925,12.744858520652874,0.5276742257369362,0.6314839340770149,485.6707693077799,0.23199999999999998,0.08800000000000001,2.636363636363636,0.08034695918583885,0.08314117336026607,0.08525519120004535,0.1310332948449796,0.06774342501466245,0.09521393902604117,0.09770590829623164,0.14147441246225578,-3.2629004644825517,-3.2529866792581466,-3.2454862095318315,-3.083066917671555,-2.5653848378931645,-2.4897914422284235,-2.4829340379968228,-2.3624918121358274,0.7170314393928434,6.323323323323325,16609.62359715521,4.8478478478478495,0.6330645161290323,0.8835529199446265,0.8752836623038434,0.9342987074643353,0.19996171370920424,-0.20216765645336368,0.999009735418157,0.10800000000000001,0.072,1.5000000000000002,0.2720000000000001,0.08,3.400000000000001
10,1,0,3,1000,300,Non-elitist,6.139065350195631,48.833959021912634,4,0.30799040047382187,3712224.6032876167,67321.95668281642,705335.2871845114,10.477046745798827,0.5334616234568283,0.6414742687613666,1026.24953090016,0.27,0.08,3.375,0.031866239549315035,0.039937506493209395,0.055240805045348444,0.07502494896564049,0.04801195495627701,0.05405817634275022,0.06805974374038638,0.09858024677066425,-3.0179970702078514,-2.992836228819365,-2.9451307235662774,-2.883456923077989,-2.0054822743014857,-1.9927451502585913,-1.9632490915900107,-1.8989538221812696,0.6943930418175784,6.301301301301302,2887.0909173592345,4.7157157157157155,0.6174496644295302,0.882219599200486,0.8759353032722973,0.9420606529033313,0.20269286022541513,-0.19068755777790353,0.9990734240109249,0.10333333333333335,0.10333333333333332,1.0000000000000002,0.26666666666666666,0.06,4.444444444444445
10,1,0,3,1000,350,Non-elitist,6.6328745999270815,57.07537731659134,4,0.3146071568928688,3702976.571973389,73321.32673658061,695184.0576289676,9.481334948105005,0.5355185678055925,0.6484059159571949,1605.2683904177961,0.2771428571428572,0.04857142857142858,5.705882352941177,0.03714370859787576,0.0382500411941642,0.04284259193892427,0.06442571799346487,0.053412429148660796,0.06428293242182649,0.07036385724227912,0.09863551582929571,-2.6753034221160497,-2.6722294687054746,-2.659469032040719,-2.59950015453607,-1.533262628164653,-1.515654815711447,-1.5058050616485519,-1.460011223991549,0.6766218628037528,6.323323323323325,2240.527869300018,4.451451451451451,0.6235632183908046,0.8822282144260887,0.8753600527644455,0.9468818567238686,0.21510003130415706,-0.17741947502364422,0.9991151785041519,0.10571428571428572,0.1571428571428571,0.6727272727272728,0.2714285714285714,0.1,2.714285714285714
10,1,0,3,1000,400,Non-elitist,7.093690029040435,65.3368892970892,5,0.3170909166942323,3692092.0241694176,54111.94861918091,680524.9600168545,12.576241983191688,0.5317131291331347,0.6533198984277018,570.4935436403883,0.27999999999999997,0.05,5.599999999999999,0.04006566676642744,0.037023666560433904,0.05238437586650613,0.07622899437972562,0.06845786745915156,0.06355221010602684,0.0843391790483577,0.12188110169953119,-2.421025238670774,-2.4286973877124103,-2.389956545108506,-2.32981865730891,-1.3064873203909795,-1.3133675020877094,-1.2842137897607735,-1.2315612642189873,0.6856946991453214,6.2572572572572565,1652.7920614648972,4.143143143143145,0.6231155778894473,0.882208098084145,0.8746634896013705,0.9500183503040162,0.22164752837127003,-0.16661652769466045,0.9991444140812229,0.11250000000000002,0.16999999999999998,0.6617647058823531,0.27999999999999997,0.1275,2.1960784313725488
10,1,0,3,1000,450,Non-elitist,7.5271289220297435,73.61137277016846,6,0.31774609918247565,3678217.7136261035,33571.70753031061,665070.6025358355,19.81044907934363,0.5260500739447386,0.6568247482733036,899.2017793673697,0.2644444444444444,0.03333333333333334,7.933333333333331,0.06127283935243456,0.05820691414541258,0.07766585434541104,0.09671427271658695,0.10282635080329033,0.10333050108571372,0.13178998126736735,0.15840635120336405,-2.1846339778170303,-2.1917690908312157,-2.146483662098227,-2.1021536120668225,-1.099839080840101,-1.099221046434251,-1.064332763043179,-1.031703935979525,0.7250910208786581,6.2572572572572565,630.6665540567406,3.834834834834835,0.6383928571428571,0.8825851687061075,0.8748390033918584,0.9525361183938139,0.22412666562769215,-0.15087233030634645,0.9991659276289077,0.14,0.2311111111111111,0.6057692307692308,0.2844444444444444,0.16666666666666666,1.7066666666666663
10,1,0,3,1000,500,Non-elitist,7.937425257967553,81.8945134240168,8,0.31306823268559114,3641762.1324601453,3494.2561487247413,638164.4241652536,182.63241073444408,0.510354699987893,0.6585775690249114,130.66293788860852,0.236,0.046,5.130434782608695,0.11650707260781773,0.124887548594639,0.1485735862429515,0.1778336175087469,0.1697637770988548,0.19133908499171148,0.2447974893078449,0.2634368602353932,-1.9569604417814919,-1.9383974635379446,-1.885932257237862,-1.8211205061336757,-0.9899351227508771,-0.9642097274017439,-0.9004684082699013,-0.8782436878371014,0.7154894161472088,6.2572572572572565,420.3621683844718,3.592592592592592,0.6024096385542169,0.8869739565461954,0.8743245260462248,0.9556310149578299,0.23433821148337924,-0.14339889538875064,0.9991815159871844,0.162,0.21600000000000003,0.7499999999999999,0.296,0.20800000000000002,1.423076923076923
