fid,iid,rep,high_level_category,a1_budget,ela_budget,a2_algorithm,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25
2,1,0,1,1000,50,Non-elitist,2.0702854940900575,3.7926063377685795,2,0.3945093986932988,5478720.562572019,48019.848329798995,1637268.057515122,34.095652411694644,0.6645305242326285,0.9975490995525433,736.9964836343725,0.28,0.2,1.4000000000000001,0.0,0.48965450668866906,0.43061344079452335,0.6417136862779493,0.0,0.5586072455167109,0.4295178698459792,0.6091009297807769,-4.706386121826509,-2.4018829470571514,-2.679753000199203,-1.6862337345418381,-4.515038735398888,-1.9929053840164612,-2.5757489154982736,-1.7649244436712022,0.7817237194598121,6.587587587587588,226128.00663372793,5.772772772772773,0.5,1.0039910407529078,0.91123191964585,0.907812007016105,0.17815685075059523,-0.2877734161822142,,,,,,,
2,1,0,1,1000,100,Non-elitist,3.189185030536153,10.828907771559473,4,0.44529692456119907,5028277.033825743,74971.27142332355,1487045.1140620874,19.834865887034535,0.67828711734473,0.9973109473862137,2507.1968620001044,0.32,0.16,2.0,0.572148589471432,0.6436724555215996,0.5789301662128332,0.65103391041304,0.6118026138851396,0.6716987805440657,0.6118026138851396,0.6572726038100819,-1.7656368560709739,-1.470475566709215,-1.7376509676474692,-1.4400966647100986,-1.4981611398261583,-1.2670052574771624,-1.4981611398261583,-1.3226798656846581,0.7426917411399327,6.587587587587588,214947.46734379762,5.662662662662663,0.5714285714285714,0.9680968498098321,0.8844345084836089,0.8980447717873334,0.19033197080259798,-0.20972363419082607,0.9993995811764618,0.1,0.06999999999999999,1.4285714285714288,0.27,0.11000000000000003,2.454545454545454
2,1,0,1,1000,150,Non-elitist,4.0092492371270625,17.784861057758402,4,0.47449360066154833,4806207.0509528415,39937.492945301696,1432176.3570052555,35.86044719849494,0.7060677055966003,0.9973256745342127,614.8544539035175,0.28,0.1,2.8000000000000003,0.1846699891128442,0.40430184152284415,0.5038735967449366,0.5591035356329779,0.20971109162209797,0.42545905431374414,0.5434388158401287,0.5641739246063678,-3.141425067197522,-2.2951947095475416,-1.9115498005380176,-1.6987516547983619,-2.8192554327694994,-2.049601943419854,-1.6287241098655214,-1.5547542395831804,0.7265306907452951,6.543543543543544,24287.643824604504,5.31031031031031,0.6013513513513513,0.9506186777271005,0.8905820218156572,0.9190482842021106,0.18985153274163197,-0.19419097854487083,0.9993763315590556,0.1,0.07333333333333333,1.3636363636363638,0.24,0.08666666666666667,2.769230769230769
2,1,0,1,1000,200,Non-elitist,4.682294193562233,24.682216669717956,6,0.49386927218964527,4760345.415947014,42131.63546356675,1424106.5858422313,33.80136019342816,0.7213307628587033,0.9974614768828162,1310.673538642397,0.23500000000000001,0.1,2.35,0.1278913046807587,0.17100803064662143,0.18335872361188746,0.34502239840466514,0.13726628918495243,0.18525475351036427,0.1917510325252247,0.28584825181916806,-3.0779976817880255,-2.925822633790557,-2.8822324201857628,-2.311660863094071,-2.8201521252439337,-2.663284753588028,-2.6420493540200334,-2.3344591096088605,0.7727085959939437,6.543543543543544,15788.387201082713,4.979979979979981,0.6818181818181818,0.9388468394995089,0.8952668022182585,0.950971811749923,0.1788687094333484,-0.17357823854200383,0.9994681488004922,0.10500000000000001,0.065,1.6153846153846154,0.28,0.135,2.074074074074074
2,1,0,1,1000,250,Non-elitist,5.2719253583392245,31.596328968189553,6,0.5068247625495996,4744186.550752252,42868.52887803706,1420694.2993404616,33.14072902717054,0.7320049454773047,0.9975457099333138,1851.207634291608,0.20800000000000002,0.08,2.6,0.10247307234975192,0.10679071916411235,0.11706887763185228,0.1613169930914904,0.11650040435530516,0.11566929659769272,0.1270485542159474,0.16680340886665285,-2.862140586911631,-2.8483719613622185,-2.815595747520653,-2.6744920956414377,-2.5450364885531562,-2.547430603479151,-2.5146511591037726,-2.400132084978625,0.747453183257503,6.3893893893893905,5726.606320094108,4.649649649649651,0.6330645161290323,0.9319588665975715,0.8935321873958947,0.9610691187961367,0.19389459587126553,-0.15572421421532234,0.99951623153084,0.1,0.132,0.7575757575757576,0.24800000000000005,0.072,3.4444444444444455
2,1,0,1,1000,300,Non-elitist,5.8034281035448885,38.52605463460122,6,0.5103484021346925,4752301.494044144,75860.78760250751,1418565.6503998803,18.699590331606192,0.7349376924303213,0.9975993161437742,1486.6137244042009,0.19666666666666668,0.07666666666666666,2.565217391304348,0.18796868987591245,0.1869911560119152,0.21575526419777924,0.2957501791300998,0.21604491444665969,0.1993591713548608,0.23896451588708986,0.30689642233722536,-2.4867958529840104,-2.489789490210595,-2.4017011812259828,-2.156721683227187,-2.0421661161490228,-2.08563169191066,-1.9824616326654443,-1.8055022122670765,0.7485643148408483,6.455455455455455,3536.2955013550463,4.5175175175175175,0.62751677852349,0.9327271735491939,0.8866973030181454,0.9630639463290523,0.2123533597142692,-0.1432995374082164,0.9995320864043875,0.10666666666666669,0.15,0.7111111111111112,0.15666666666666668,0.16666666666666666,0.9400000000000001
2,1,0,1,1000,350,Non-elitist,6.290852971173496,45.463535584995356,6,0.5113621373657028,4761477.657338441,110777.11530903162,1422038.144309976,12.836930627259596,0.7352502921380732,0.997637934780688,1441.437352328494,0.1657142857142857,0.048571428571428564,3.4117647058823533,0.19961152077675798,0.23492314819851515,0.25501299289516804,0.38130643677466586,0.24249964321034762,0.26365264043048164,0.2793113765317125,0.3999528776231313,-2.517105337261052,-2.4060554056866525,-2.3428757665197244,-1.9457012570132013,-2.071278675840629,-2.013438766354823,-1.970622144703908,-1.640744849739876,0.7648036294962879,6.3893893893893905,3913.745601980376,4.143143143143145,0.6666666666666666,0.930709979576547,0.8840186510306209,0.9644226532970476,0.20961862660365327,-0.12971503044342308,0.999540738834154,0.09428571428571428,0.13714285714285715,0.6874999999999999,0.11142857142857143,0.24285714285714283,0.4588235294117648
2,1,0,1,1000,400,Non-elitist,6.743458613173741,52.40501678219889,6,0.5112156284914935,4743816.005829152,61030.41709332531,1428823.0050148072,23.41165394347391,0.7356035569507307,0.9976668514500399,1450.726219539996,0.23000000000000004,0.0775,2.9677419354838714,0.10622164624771042,0.12316832094260885,0.18814515385192895,0.3134473492460666,0.11038782136672455,0.11952997796985107,0.18360124914072554,0.3088399238469149,-2.876559909608477,-2.822018283237839,-2.6128951244417142,-2.2096192223755073,-2.6055703882969765,-2.578794077110594,-2.391136791258402,-2.024327309417301,0.7595633791278633,6.345345345345345,2479.67289250216,4.099099099099099,0.6306532663316583,0.9292289398021983,0.8820361308647066,0.9660483983259087,0.2155364770722136,-0.12041591156347539,0.9995492034000523,0.16499999999999998,0.1075,1.5348837209302324,0.09749999999999999,0.12,0.8124999999999999
2,1,0,1,1000,450,Non-elitist,7.167853865931933,59.35067695761867,7,0.5131844008495381,4732163.150571421,41230.67794269368,1431236.4401666683,34.712900965536804,0.7376450407895292,0.9976892317370202,1490.9732705450026,0.11555555555555555,0.12666666666666665,0.912280701754386,0.05425205883348768,0.07571538281382266,0.09122275930817936,0.1798790729679558,0.05576984657434048,0.08070223883280939,0.08986527371370152,0.1660492890344282,-2.990332336394601,-2.922468089536453,-2.8734357762051403,-2.5931160102055704,-2.774551316791089,-2.7012893037950882,-2.6743643952838037,-2.450503232558082,0.748196755796159,6.345345345345345,1419.5547660500986,4.0110110110110115,0.6227678571428571,0.92631471871899,0.8824548858871196,0.9683979272246207,0.215180045691375,-0.11266750957816,0.9995595387972397,0.1688888888888889,0.09555555555555555,1.7674418604651165,0.10222222222222221,0.07111111111111111,1.4375
2,1,0,1,1000,500,Non-elitist,7.56871425779021,66.29953039537044,7,0.51501217519282,4711598.676804887,27496.44005271024,1432840.4184440072,52.11003372426666,0.7392746488006878,0.9977067801635507,1565.4353476723363,0.086,0.15399999999999997,0.5584415584415585,0.034656125042258144,0.04414374920052719,0.05579379458789802,0.1063785372897197,0.034045755276003176,0.042681983306308714,0.05589033708559024,0.10027179362489344,-2.958491818136092,-2.9294150723526085,-2.893711148752369,-2.738683959697681,-2.796110265554157,-2.7711113114286396,-2.7328776023321257,-2.6044083224385948,0.7433160029714089,6.3893893893893905,1571.0723892474489,3.900900900900901,0.6365461847389559,0.9239304431814797,0.882853112858503,0.969926937603397,0.21108497413326288,-0.10716976626706648,0.9995671059707152,0.126,0.092,1.3695652173913044,0.13599999999999998,0.048,2.833333333333333
2,1,0,1,1000,550,Non-elitist,7.9495493184895984,73.25082166441952,7,0.5168788608560417,4693819.634603652,18913.476241523884,1433299.756789159,75.78193127936994,0.7408701788193749,0.9977209909983143,1608.4136108109406,0.07636363636363636,0.1,0.7636363636363636,0.03438305404520869,0.05160476206447628,0.05579004168649855,0.08466148310810674,0.03588486979229748,0.04493533417906026,0.04952166375581317,0.0806230018406164,-2.8492940386715517,-2.7984770866694078,-2.7861273735381724,-2.700934972684952,-2.720016447249126,-2.6944827623022523,-2.681543548415436,-2.593798684268459,0.710949304987439,6.345345345345345,1571.0723892474489,3.768768768768769,0.6222627737226277,0.922329670316792,0.8824308843284087,0.9711759816278546,0.21624996491065432,-0.10573310035682425,0.9995726429752985,0.12000000000000002,0.06363636363636363,1.8857142857142863,0.17636363636363636,0.06909090909090909,2.552631578947368
