fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,BFGS,DE,Elitist,MLSL,Non-elitist,PSO
1,1,0,1,0.4497375367473598,0.08696684966748827,0.3333333333333333,0.6414962326759911,0.18710539871812706,1.8033212233362594e-08,5.802265113451598e-09,0.00011549093398938074,0.7730943814266626,1.0,1.9058241313221758e-21,0.25,0.3055555555555555,0.1298701298701299,0.0,0.22551978558293154,0.2466516541348741,0.23508294425284415,0.0,0.1874547759070857,0.21214992193032925,0.24135862434478234,0.40515888065513606,0.2582250246297149,0.31180280826029033,0.26609747362443525,0.38098217725158023,0.2053970232497369,0.25081650222982993,0.29870359456310414,0.6030091029279327,0.0453400503778337,3.738262154052328e-07,0.07692307692307693,0.4,0.9720402828138006,0.7025331099569097,0.8984591801471188,0.5023023995038525,0.6113464603320654,0.1580901940844125,0.17765436814394459,0.15975493074345448,0.22610549090915089,0.16016176643528454,0.17769087207519596
1,1,1,1,0.4113811176574162,0.03301477144651879,0.0,0.5976385573178741,0.18710539470518608,9.4658517072906e-09,5.920040393608572e-09,0.00033458772577572003,0.7927217857863802,1.0,2.541098841762901e-21,0.17499999999999988,0.1111111111111111,0.25,0.0,0.41230588347432584,0.35103644160141434,0.3239152016041542,0.0,0.3732988523651741,0.34501327420552586,0.3475030586026186,0.7670495210821597,0.5012671715301863,0.5042987833020078,0.4676296724084234,0.7348435101118351,0.44548630605649986,0.45466814555631196,0.5100844866630816,0.551285245777928,0.02770780856423176,1.6502069437364543e-07,0.07122507122507128,0.44000000000000006,0.8133946483258965,0.6512068154319546,0.8087868425723098,0.4948736291058043,0.6282608462562184,0.15671368971692626,0.3017286064620949,0.17659139679863775,0.5038408608552305,0.18317315277577956,0.22801214165825
1,1,2,1,0.4581306485243418,0.07924497850232176,0.3333333333333333,0.5824386750500106,0.18710539627342213,2.901637875198336e-10,5.576689220858255e-09,0.01368712000604437,0.7461547570465505,1.0,9.952637130238029e-21,0.5,0.3055555555555555,0.2597402597402597,0.0,0.173036465240603,0.2909354159271474,0.2523551886764447,0.0,0.14912306702313105,0.28132869553527434,0.24468825992008075,0.4345118044146181,0.21448206862702784,0.36159124605536186,0.2935402487711827,0.4157936637552131,0.17510181147123932,0.32439636868597643,0.31488109545536325,0.6541315931921441,0.032745591939546556,2.7395024149466535e-07,0.05698005698005707,0.5200000000000001,0.875689058294683,0.7254123878710854,0.8412584658886965,0.4063981371404068,0.40672199157235434,0.061177108677695734,0.09393806983878003,0.0722753067736509,0.17312892669034874,0.07326143091503079,0.09039992095277752
1,1,3,1,0.41555274478460325,0.04650808956259705,0.3333333333333333,0.38412895231478394,0.18710539442485175,5.034920503471907e-09,3.9772677284882615e-09,0.0004717527056569235,0.6099812931452251,1.0,8.470329472543003e-22,0.42500000000000004,0.2222222222222222,0.3035714285714286,0.0,0.24597440893017686,0.24672399862618288,0.22668481523517514,0.0,0.19482634168265622,0.23405031962726017,0.24004575988788085,0.6023508895805105,0.33056282508913976,0.3767554747544034,0.3331546137420238,0.5862014257652226,0.2659830648058314,0.33276946595627654,0.3736655906869475,0.44584365899674894,0.02015113350125941,1.0116947611175674e-07,0.07407407407407406,0.24,0.9190073626991824,0.8739190316756829,0.9481749159000409,0.22932211618569448,0.4750257773445592,0.049293962128704204,0.10349887033215774,0.07290523987769518,0.22643535602960302,0.07209775498101495,0.09616524427706391
1,1,4,1,0.5750619361697977,0.19163152793941435,0.6666666666666667,0.457872819928762,0.18710539543849866,3.407074364199027e-09,4.483149434788164e-09,0.0008531303442669162,0.7982519024698942,1.0,2.964615315390051e-21,0.5750000000000001,0.24999999999999997,0.36507936507936517,0.0,0.2764153912309206,0.38201380143917435,0.33547765279841035,0.0,0.2678202783930857,0.3589571182623775,0.34438923440710206,0.7059548476039141,0.38231432200718934,0.5110237117627867,0.4571099183915199,0.6966195012638343,0.35424613243932634,0.45602595143460734,0.4963582835665835,0.6785384659253937,0.01259445843828716,1.322294326650117e-07,0.03418803418803421,0.44000000000000006,0.985235891720345,0.6906624368782528,0.8898072671029568,0.5912271658161483,0.6009151206673278,0.03234898468543978,0.06116839695838349,0.03844118748551847,0.13978260652982882,0.03582211985113019,0.05848360543094012
1,1,5,1,0.5075113385812174,0.11405620531323565,0.6666666666666667,0.644457600185549,0.18710539625773054,8.744729595375819e-09,4.308712718371574e-09,0.00024748956415965317,0.8740081794131451,1.0,3.3881317890172014e-21,0.2,0.16666666666666666,0.19047619047619055,0.0,0.12193999445590241,0.2070819127488252,0.13579582669698087,0.0,0.10707183128168368,0.2038183957615057,0.11854528671508097,0.7543478685254656,0.2743162615790492,0.39858740261293524,0.32337674708081876,0.7541783093976304,0.24101852936887114,0.36254599463387177,0.34600199234804496,0.43913819067817417,0.03526448362720401,2.7395024149466535e-07,0.06552706552706555,0.16000000000000003,0.8365566007626446,0.828611257243677,0.9516823955932753,0.3243782860372955,0.6097916236039648,9.999986949615902e-13,0.008220499931083737,0.00504242021315774,0.03546168117962519,0.003823994232563528,0.015945523926139495
1,1,6,1,0.4392325332892576,0.058720244144246175,0.0,0.40064480275903525,0.18710539365440632,3.2622369467586784e-10,4.629489204195123e-09,0.010233400095781461,0.6453611396234119,1.0,9.740878893424454e-21,0.375,0.24999999999999997,0.23809523809523814,0.0,0.2366735750597982,0.26236460147878216,0.19748376080315388,0.0,0.24056934003184807,0.2620340489141053,0.216180882669663,0.7302607909997088,0.3567629162269386,0.43019334804451304,0.3597160348706381,0.6847788376108013,0.3292589461025186,0.3827746137126439,0.39143367818023567,0.8037385965139474,0.032745591939546556,2.233069090426934e-07,0.04273504273504281,0.4,0.9188135001518378,0.8124453840955677,0.903867783159667,0.42506069176250466,0.3658594828685029,0.11128584030289781,0.14020386017659545,0.11882559566799378,0.20360383379518998,0.11885133143337082,0.13350581681170384
1,1,7,1,0.3962986346432302,0.04113208777376676,0.3333333333333333,0.2883301467670316,0.18710539192533016,3.920202623889846e-10,3.6085439920203467e-09,0.006764997571410102,0.5001447866874729,1.0,2.117582368135751e-21,0.44999999999999996,0.16666666666666666,0.4285714285714286,0.0,0.1717444026549476,0.27381246128451114,0.16375614953466044,0.0,0.16409184795689638,0.24830470900966942,0.14726714719477801,0.8186640775664726,0.3329633986272454,0.4661273791813775,0.3713297156307995,0.7734956136337732,0.2907394108911299,0.3985781234302233,0.3757561103816277,0.5985733629488876,0.0151133501259446,1.322294326650117e-07,0.02279202279202283,0.5200000000000001,0.835435771726293,0.8382166566718303,0.9412668419872682,0.19120696580408114,0.5321510174669608,0.02319769733086808,0.03387823595959643,0.02728655341876212,0.06712513584193944,0.02979876393046515,0.03903955860793656
1,1,8,1,0.5344540857313982,0.1458466689791228,0.6666666666666667,0.29904229176401514,0.18710539378680044,1.0835085835303202e-08,3.918357541112476e-09,0.00015280124776847527,0.8117304770267222,1.0,2.117582368135751e-21,0.42500000000000004,0.3333333333333333,0.2023809523809524,0.0,0.20577847875892413,0.2209872903712966,0.1561307766984038,0.0,0.18934866201245323,0.20654889015904052,0.17639524610143503,0.6260000379505568,0.3021834688654534,0.36422387155266844,0.28379554770907545,0.6599122919627958,0.2803102384070815,0.3344062049609561,0.34959870563641865,0.6410785177033451,0.03778337531486145,1.3651805356165348e-07,0.03988603988603996,0.31999999999999995,0.8296388669085049,0.7679395291625872,0.9448678445223876,0.29695822379419895,0.6002635532757197,0.1071285483580049,0.16622819768531297,0.12112789903153351,0.30787310532005624,0.12561438484480716,0.14699051540782634
1,1,9,1,0.47395055866970187,0.09118141773701309,0.0,0.6275548268958241,0.18710539518108568,1.2713472200893292e-08,5.006967895456347e-09,0.00017068641889892724,0.8636244510122726,1.0,1.0587911840678754e-21,0.475,0.3055555555555555,0.24675324675324675,0.0,0.23720844560978036,0.2833532784250733,0.26524878045921496,0.0,0.222820746765266,0.2680408591575054,0.26187390947057626,0.6879731621549365,0.3458452060982832,0.4324541973084304,0.3961825096630103,0.6801930921523389,0.3134656125281309,0.38587905232760583,0.42593925546691536,0.5584118421563813,0.01763224181360197,1.5028781366763313e-07,0.04273504273504281,0.5600000000000002,0.8663253069171208,0.9107066372041248,0.9599483589851646,0.19698695871052702,0.6011545102085755,0.0642764281249496,0.1148974304421867,0.0764392606191486,0.22869114688764836,0.07532017122647358,0.09657356293543606
1,1,10,1,0.45502090090428005,0.06236123534433521,0.0,0.5195894743317008,0.18710539290018094,4.819031177232604e-09,5.667854714087631e-09,0.0007348206590677111,0.8060549379542685,1.0,1.6940658945086007e-20,0.375,0.2777777777777778,0.21428571428571427,0.0,0.21148836616456124,0.3239823467946823,0.2766693095655428,0.0,0.2155096331181266,0.27795674393687586,0.29003530789201465,0.7601794185226809,0.34537719048642773,0.4833385622661394,0.43040278688538514,0.7494467750014164,0.32413624478981673,0.41194329789234135,0.4715868109127911,0.7460154828614478,0.03778337531486145,1.1978765804049963e-07,0.051282051282051315,0.44000000000000006,0.8731981502422725,0.7929801423980414,0.9286974256743193,0.2638849690171085,0.6379568000588418,0.022734332746237866,0.037135444930864896,0.028688962329678554,0.07782141195848452,0.02958021896594567,0.0421479321930411
1,1,11,1,0.5539550154570537,0.16540302659555145,0.3333333333333333,0.5068560823130263,0.1871053949769492,2.732032756122455e-09,4.1292701472747304e-09,0.0010053093278665918,0.878158291570124,1.0,2.117582368135751e-21,0.44999999999999996,0.3611111111111111,0.19780219780219782,0.0,0.3420911597709613,0.36085942895101586,0.27611222887728093,0.0,0.3356292487839683,0.3329723364980965,0.28475160442865505,0.7211167748481375,0.43833390775926995,0.4992922383491327,0.4163300238756392,0.7110178396742275,0.412039433976479,0.4406733666432167,0.4545868291017388,0.7261520941237871,0.03526448362720401,1.550341848819056e-07,0.051282051282051315,0.5200000000000001,0.9096584451629777,0.7781068873696566,0.9017526125010934,0.3983121672662881,0.6194271815813578,0.031070700304812397,0.09429046594664539,0.03841901929525838,0.2483871628797718,0.04046588134644096,0.07340653249619422
1,1,12,1,0.5007278498991905,0.10182547767840025,0.3333333333333333,0.7599898609379594,0.18710539449450528,4.009398400220409e-09,8.18269283339056e-09,0.0013299143193032945,0.8786191958044853,1.0,6.988021814847978e-21,0.17500000000000002,0.16666666666666666,0.1666666666666667,0.0,0.30856858386497793,0.3283497855429795,0.18133292481114327,0.0,0.2718682884356982,0.3349758134853547,0.2165058356797705,0.7611677567433586,0.4204527309205705,0.48670389557689575,0.36011269357262954,0.7673380655576347,0.37170634772533995,0.45528901413533396,0.4237605633471385,0.5726757510843365,0.03526448362720401,4.2949550282908195e-07,0.051282051282051315,0.47999999999999987,0.9127366178389911,0.8901388621929045,0.9661772311854383,0.1674400519285359,0.692003236215792,0.08028983686769137,0.14745277025311404,0.08496977372083009,0.2980820020575067,0.09104266663991037,0.130710164844553
1,1,13,1,0.41536295619152325,0.04459271026887645,0.0,0.4141464142271316,0.18710539378379898,3.2603385772338226e-09,3.3261597890761804e-09,0.0006574145258818958,0.8764012949840556,1.0,0.0,0.525,0.47222222222222227,0.17647058823529416,0.0,0.34657065535846027,0.3654193433375995,0.3490559742207371,0.0,0.27311948704000183,0.31950936247546835,0.37117272082597635,0.6815442744690141,0.4341716796644593,0.49247255620996294,0.4602534037181248,0.6708079800713447,0.35345371352030497,0.42126525027421324,0.510126834098419,0.7906855210251476,0.032745591939546556,1.0835420105498626e-07,0.025641025641025716,0.68,0.9663011701455624,0.7186495540558755,0.8604022807984028,0.4048925223218051,0.4575458429208452,0.07155033270546571,0.15653233543632405,0.09562590148794109,0.3257726650407629,0.08799400449823366,0.13286685002168525
1,1,14,1,0.37445204779666386,0.021238313510056256,0.0,0.375294979763219,0.18710539534140314,4.954762732335257e-09,3.5084183158734384e-09,0.0004174332367377782,0.7110884942490815,1.0,1.0587911840678754e-21,0.35000000000000003,0.24999999999999997,0.22222222222222227,0.0,0.3524833683364558,0.32880783791372914,0.36390205879556503,0.0,0.2962933281532992,0.34565569594355205,0.32323499981377585,0.7054880554563798,0.44362488204588535,0.4714963096261966,0.4790370704808986,0.6716012235567101,0.37304394221811654,0.44074746590298786,0.47198446492829693,0.6671846686809426,0.032745591939546556,2.1043853045888607e-07,0.048433048433048444,0.44000000000000006,0.9084768745307408,0.6368888027875657,0.7762410204507771,0.546947026294309,0.4352368231326438,0.11504352291022613,0.2519865171375246,0.1374346414611676,0.4752320649076187,0.1292182046013177,0.19993368830923453
1,1,15,1,0.42672255467493325,0.045519222597431304,0.3333333333333333,0.7600243640768222,0.18710539455912797,2.2933876389246473e-09,7.590793290740074e-09,0.0022373887838829493,0.8984142437974236,1.0,1.164670302474663e-20,0.15,0.05555555555555555,0.4285714285714286,0.0,0.1581545767556372,0.24435947081390574,0.18826003471525032,0.0,0.15016646557378313,0.2477808420845535,0.19053749381620172,0.8136727573495672,0.32141218097604773,0.4446953352389101,0.38655718056926014,0.7952191973824076,0.286431474339034,0.4045548347360066,0.41609037772454655,0.564338321266727,0.04785894206549125,1.982064083675661e-07,0.05982905982905981,0.4,0.9454130116165718,0.7779755303510592,0.9520459345686859,0.4511387078639301,0.6069988597423288,0.0920763470254938,0.11997807635285482,0.10545377287740465,0.19331109567825727,0.11000557399988337,0.11619532418537473
1,1,16,1,0.6416505781309475,0.3414791215250045,0.6666666666666667,0.6086439923637554,0.1871053951053453,3.849527588895119e-09,5.6598639060696755e-09,0.0009478766873492177,0.828319731392998,1.0,3.8116482626443515e-21,0.275,0.19444444444444445,0.2244897959183674,0.0,0.16490214740475403,0.21199048451738634,0.16090788881491735,0.0,0.14439574996437501,0.19539279138011215,0.16655246243237137,0.7313983473211121,0.3003516966266916,0.39403890519144574,0.33237495811577666,0.7003579458064244,0.2541506195503385,0.33926090368205747,0.3587867858308369,0.9367097566587128,0.030226700251889116,1.6502069437364543e-07,0.06552706552706555,0.44000000000000006,0.9017520098105107,0.8420019332282682,0.9453781950310997,0.3210248350786021,0.6408402611122327,0.01098456718136414,0.03109359895041274,0.015422674264902424,0.09844378121766739,0.014885527387681195,0.03664280196764121
1,1,17,1,0.40391973776581436,0.046967682997239725,0.0,0.5015184964707541,0.18710539876853838,7.53663592751945e-09,4.607156727101772e-09,0.000332676443667197,0.7726703148040175,1.0,2.117582368135751e-21,0.325,0.2222222222222222,0.23214285714285723,0.0,0.27757294882213696,0.3335784909095207,0.2910105437820437,0.0,0.2653932090144474,0.30621597332011624,0.24081515328265674,0.43742969054498837,0.31844771170440306,0.4010385186143852,0.3312533999034082,0.4001090587449059,0.2915350317665364,0.3429578480490823,0.30525578555820876,0.7347694296335414,0.0453400503778337,2.4396558817550186e-07,0.06552706552706555,0.64,0.9036711054545179,0.7468099154390919,0.9025430449212247,0.3386453132696417,0.46018550960998983,0.1406103600719073,0.2021365299851462,0.15623238447553453,0.33087149609742667,0.15279605955562633,0.1903369767616093
1,1,18,1,0.4796747360885601,0.11378506423981463,0.3333333333333333,0.7079161609081216,0.1871053960979553,1.459260024244473e-08,4.444367070641448e-09,0.00010757596997715314,0.8401075093381623,1.0,1.9058241313221758e-21,0.25,0.16666666666666666,0.23809523809523814,0.0,0.29983966022722086,0.3021756295358863,0.24981211565468875,0.0,0.2619542541340927,0.3010556370621935,0.21424882149086938,0.5641979532394856,0.3691131769053458,0.41005990033312073,0.33865661857531165,0.5466701036971593,0.31834500087098605,0.3758124272495715,0.3360361659378526,0.7683317378508108,0.032745591939546556,1.702736743517347e-07,0.048433048433048444,0.7200000000000001,0.9107292020383644,0.794245400820047,0.927932909525372,0.3198167060455675,0.6995170572620606,0.11147255819768936,0.16960681068890765,0.1390441729708784,0.2945869039304618,0.13107514808948464,0.14417778546447976
