fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,BFGS,DE,Elitist,MLSL,Non-elitist,PSO
1,1,0,1,0.22718072415785734,0.06376759002367692,0.5833333333333333,0.8170127513488455,0.00031393622767849965,2.5282081895667948e-08,1.39856462425698e-08,6.661697593424278e-05,0.886316946258647,1.0,8.893845946170154e-21,0.5886287625418061,0.04007285974499089,0.36588806124191225,3.595538550707482e-07,4.7424740564847e-07,8.211666643039351e-07,5.157198946704263e-06,2.0255458741042093e-06,3.859021339236499e-06,7.455153194803458e-06,6.055702805467003e-05,0.7469573603458711,0.8045359474641959,0.8372507243160727,0.7818523323385864,0.7955774724952154,0.8435504675844506,0.8460726621732757,0.7542473835596429,0.43840629298263817,0.04970760233918133,4.985373463873894e-09,0.18978102189781015,0.6994727592267136,0.5883191307891977,0.9462008259877535,0.9781403408409675,0.009137087769416533,0.8622192010760651,1.0,0.1862745098039216,0.05542452830188676,0.14318039546757172,0.47647058823529426,0.058064516129032163,0.21275742342453782,0.2728029953889377,0.2728029953889382,0.27280299538893743,0.2728029953889382,0.27280299538893743,0.2728029953889382
1,1,1,1,0.2003051173665435,0.045826426196092646,0.4166666666666667,0.7579849726418276,0.00031392939025909924,1.0294491264410925e-09,1.0509080270581671e-08,0.002483106228642215,0.8779054676512572,1.0,9.740878893424454e-21,0.5618729096989967,0.05100182149362475,0.29703786336264787,1.0610746745474451e-06,1.703092310144544e-06,3.0778750018516595e-06,1.6749650960189596e-05,4.533552376719894e-06,1.0453008207796033e-05,2.1427547027594903e-05,0.0001539601520142793,0.7471705934191991,0.8047659940230688,0.8374908484505428,0.7820838481851822,0.7948370278150717,0.8427654245948326,0.845285355744651,0.7535460525438352,0.45912644725489354,0.04385964912280701,1.86324631193156e-08,0.23357664233576636,0.6274165202108963,0.5963978929148144,0.9639133302348446,0.98463767658779,0.012829108112131546,0.8542706152175605,1.0,0.16666666666666666,0.05778301886792458,0.12482555434951151,0.45098039215686286,0.04838709677419347,0.2330078282953563,0.3129569200180851,0.31295692001808667,0.312956920018079,0.31295692001808667,0.31295692001807995,0.31295692001808667
1,1,2,1,0.22394134872607274,0.06092549618563132,0.4166666666666667,0.581569721606317,0.0003139241301590614,1.8767574222443355e-09,1.90857636103511e-08,0.002430442130761441,0.7483395142228313,1.0,7.369186641112413e-20,0.5869565217391304,0.04371584699453545,0.34438764458692545,1.3486905198193217e-07,1.883997878545566e-07,3.935548960460375e-07,3.52437944906877e-06,5.637771880204078e-07,1.1761367481561695e-06,2.6949488947441586e-06,3.221338135742643e-05,0.7500125768889198,0.8078311176170495,0.8406885169243898,0.7851496754125405,0.7949603809113247,0.8428961610552641,0.8454163847028712,0.7536620771591823,0.3885807553799357,0.04093567251461986,2.378901041078891e-10,0.22141119221411187,0.6221441124780317,0.5973954532548451,0.9637393121368112,0.9819486275833771,0.009240468115915904,0.8610310436031887,1.0,0.1901960784313725,0.04363207547169818,0.17946404657522655,0.49215686274509807,0.03225806451612893,0.34106427424865526,0.1211654768537373,0.12116547685373733,0.12116547685373733,0.12116547685373733,0.12116547685373733,0.12116547685373733
1,1,3,1,0.20511284716504252,0.049870994737247175,0.4166666666666667,0.4107377966496106,0.00031392377074122727,1.709906262052977e-09,1.169146849276717e-08,0.0016337662322785777,0.630734431908228,1.0,1.6517142471458857e-20,0.6337792642140467,0.03460837887067395,0.430673041045428,1.5209369960640182e-07,2.2878641706815958e-07,4.3547460917634904e-07,5.243904858117163e-06,9.134914055642411e-07,1.8353814128883488e-06,4.079630461455836e-06,5.202978078143064e-05,0.7501649622718829,0.8079954744383498,0.8408599879412966,0.785314355590029,0.79575825003055,0.8437421414710828,0.8462648997869179,0.7544187588347083,0.42898722970424935,0.029239766081871336,2.6328154656480197e-10,0.2043795620437956,0.6783831282952548,0.6435610239156642,0.9791553452845978,0.9946494846592382,0.010186375751452578,0.8490013300573304,1.0,0.18823529411764717,0.03773584905660378,0.20079837462377387,0.49607843137254903,0.009677419354838691,0.6652536907296647,0.11913491011361044,0.11913491011361046,0.11913491011361046,0.11913491011361046,0.11913491011361046,0.11913491011361046
1,1,4,1,0.30067988739775725,0.11795719646562167,0.5833333333333333,0.6391320885267053,0.0003139315847185027,7.370381273614971e-10,1.4842200199064443e-08,0.004908933410282331,0.8514566477834703,1.0,4.2351647362715017e-20,0.5785953177257525,0.04918032786885238,0.3132897225952722,1.1731038920439093e-06,1.615269049307329e-06,2.710563330506815e-06,1.776221214959871e-05,4.826901715328327e-06,9.506424640434008e-06,1.7683598599935333e-05,0.0001621720850482332,0.7623361851164024,0.821122671516055,0.8545555034736175,0.7984520312324799,0.7951698577090455,0.8431182958720885,0.8456392398689768,0.7538616109161815,0.4360357949302129,0.03508771929824566,1.1221477682079802e-08,0.21897810218978103,0.5975395430579965,0.6328128023144148,0.9634264335990548,0.9903896379456008,0.01433666604760199,0.8148111329866846,1.0,0.18039215686274515,0.04834905660377357,0.15667803793869842,0.46862745098039227,0.06129032258064516,0.2004455737090459,0.055835415796910426,0.05583541579691048,0.0558354157969054,0.05583541579691048,0.05583541579690551,0.05583541579691048
1,1,5,1,0.2941604975287672,0.10549834360428119,0.7499999999999999,0.6962333640753123,0.000313932284841932,7.99996302374071e-09,9.48379438838026e-09,0.0002274369223755515,0.8810375860884347,1.0,1.4823076576950256e-20,0.5936454849498327,0.045537340619307816,0.3385503078783849,6.691015990587645e-07,1.0830541677227102e-06,1.8780866674940304e-06,1.2883595280123966e-05,1.9885898443175255e-06,4.660015718999046e-06,9.248567215391206e-06,6.59966738978284e-05,0.7698289147867642,0.8292038852614027,0.8629864947270198,0.8065384435108357,0.7945444007653536,0.8424551225062611,0.8449740606441789,0.7532679074348398,0.42851239893520093,0.02046783625730999,1.0351779556301762e-09,0.22871046228710462,0.6045694200351494,0.6123843376521663,0.966413430701828,0.9907924060485487,0.0034139958901967388,0.8615520024993818,1.0,0.19411764705882362,0.06721698113207544,0.12515506280043412,0.48235294117647065,0.014516129032258041,0.5395135569710839,1.0007966677605395e-12,1.0007966677605395e-12,1.0003664563384973e-12,1.0007966677605395e-12,1.0000056338554941e-12,1.0007966677605395e-12
1,1,6,1,0.21774306468837495,0.056433933796645165,0.5833333333333333,0.6436749340501995,0.0003139299101939256,9.216871423107907e-09,1.2275181128378873e-08,0.0002610038950888023,0.7733274426339227,1.0,8.893845946170154e-21,0.5969899665551839,0.036429872495446144,0.3942295195598493,5.560929649332782e-07,7.993965984528301e-07,1.3702289898075947e-06,7.559237797847038e-06,2.2300120459181225e-06,4.529516194765893e-06,8.85942689736472e-06,5.808416221691881e-05,0.7588987274394243,0.8174152150857718,0.8506875151488629,0.7947409599021482,0.7950295333605324,0.8429694959250201,0.8454899642868225,0.7537278195693419,0.465842474866535,0.03801169590643281,2.578762887593798e-09,0.1995133819951338,0.6994727592267136,0.6225883440573277,0.9661103185934297,0.9795689964537935,0.010501417950833009,0.8109851811985858,1.0,0.1862745098039216,0.06603773584905666,0.12248238314295064,0.4568627450980392,0.04516129032258062,0.2487188970946227,0.2007179819560514,0.2007179819560514,0.20071798195605084,0.2007179819560514,0.20071798195605056,0.2007179819560514
1,1,7,1,0.20695570758899454,0.049354879945155854,0.4166666666666667,0.5236414973817433,0.0003139283039132333,4.20968834002506e-09,1.015651372330505e-08,0.0005341469629359782,0.7114588952863842,1.0,1.2281977735187355e-20,0.6287625418060201,0.054644808743169314,0.3143242914286541,5.313989156404413e-07,1.0529796012500104e-06,2.302853291176825e-06,1.069649332259621e-05,2.1451821871919987e-06,6.136859342465658e-06,1.5841408200130137e-05,8.822442913896113e-05,0.7712049533834755,0.8306880107618226,0.8645349071850071,0.8080234036779644,0.795593690885926,0.8435676916127677,0.8460899960431862,0.7542629388450587,0.4470206525576514,0.03216374269005851,2.578762887593798e-09,0.20681265206812643,0.6836555360281195,0.6148541082544685,0.9767133282134963,0.9914242676339089,0.005879898895775448,0.8300586675088877,1.0,0.2078431372549019,0.08608490566037734,0.10624127771747553,0.49803921568627463,0.037096774193548274,0.3125557695535786,0.04532490695254282,0.04532490695254357,0.04532490695254002,0.04532490695254357,0.045324906952540045,0.04532490695254357
1,1,8,1,0.2853135024913593,0.1039841530173685,0.5833333333333333,0.5348407577045531,0.00031392480944974615,1.968566544803843e-08,1.2556401275765321e-08,8.813139671140666e-05,0.875466974291006,1.0,8.216219588366713e-20,0.5785953177257525,0.052823315118397114,0.29778751757972033,4.0617182383124223e-07,6.202540175395413e-07,1.2975922973011818e-06,7.156344192005166e-06,1.050841086830726e-06,2.2657758846534026e-06,5.413274415999942e-06,3.755055112266205e-05,0.7513909793493669,0.8093177999007721,0.84223960707829,0.7866377989882256,0.7929303168254888,0.8407436977217908,0.8432575163025671,0.7517371526795021,0.4461208074227339,0.04678362573099417,1.4032890847858731e-09,0.1873479318734793,0.7065026362038664,0.6011125418065013,0.9603217321258417,0.9855498503668889,0.0035565062466950403,0.8365372085115615,1.0,0.1862745098039216,0.06485849056603776,0.1244854165937204,0.47058823529411764,0.022580645161290235,0.4121644175747606,0.21251923255987826,0.21251923255987826,0.21251923255987826,0.21251923255987826,0.21251923255987826,0.21251923255987826
1,1,9,1,0.239432376895625,0.07161503458131775,0.6666666666666666,0.666703329852305,0.0003139285758655957,1.9255353660347166e-08,9.842235805821537e-09,5.77433138889684e-05,0.8351495194741533,1.0,8.893845946170154e-21,0.5618729096989967,0.03825136612021852,0.3610016029112334,1.7887373608372105e-06,2.782890756839848e-06,5.012710005579047e-06,3.4488951612621764e-05,3.4493166110809602e-06,7.845277618829318e-06,1.604930473640004e-05,0.00013507532471817074,0.7433689363283444,0.8006657969475826,0.8332132749445337,0.7779829907399113,0.7908056952092494,0.8384910437113302,0.8409982547476732,0.74972429372714,0.4252504000104282,0.029239766081871336,3.424006137971426e-08,0.23357664233576636,0.6590509666080844,0.6202564020163652,0.9681859101695318,0.9927373131844128,0.009363491503852364,0.8514023515955964,1.0,0.17450980392156867,0.04245283018867928,0.16994522316421865,0.46862745098039227,0.07096774193548384,0.17765460574624145,0.12475789419329275,0.12475789419329322,0.12475789419328692,0.12475789419329322,0.12475789419328615,0.12475789419329322
