fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,t_0,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9
1,1,0,1,0.2153603317525572,0.06193878667162742,0.7777777777777777,0.8112164961580424,0.0003324399648123043,2.480717329413705e-08,1.3941337306589897e-08,6.496107187756707e-05,0.8820707714024464,1.0,1.122318655111948e-20,0.47058823529411764,0.028846153846153907,0.4870882533862428,7.532635018851915e-05,0.00012539953279108444,0.0002091453702107877,0.000850468799987854,0.0003428844820748124,0.000544655499516787,0.000994884570437704,0.004122642851261556,0.5870628833206759,0.6781895272810556,0.7286464232960032,0.7707524986486246,0.6517975751705483,0.7508886453998114,0.8304738927183699,0.9363986174055023,0.4223574479192659,0.04735376044568249,1.3737954410861378e-08,0.18324607329842932,0.6140939597315436,0.7003609157157201,0.9263447424166795,0.9728862334992157,0.02645844771959109,0.8233754809338089,0.9999999999999999,0.14444444444444443,0.060975609756097615,0.08935737599657552,0.4518518518518518,0.0384615384615384,0.2513138285355714,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,0.001937984497122093,0.001937984497122093
1,1,1,1,0.18785576173939286,0.0437292648058798,0.5555555555555556,0.7481967846260771,0.000332433135174554,5.795716864141507e-10,1.044191823964525e-08,0.004154738569004027,0.8720222341112169,1.0,6.988021814847978e-21,0.4398976982097187,0.028846153846153907,0.45582506121169003,0.00015856126650456707,0.0002826320013158033,0.00048124644318615667,0.002035875519595008,0.0003942727866501424,0.0007343775531587768,0.001370465038744116,0.005642669426659877,0.5889861435757766,0.6804396936779838,0.7311039953107564,0.7736317479952358,0.6368326129363323,0.7340639344516365,0.8116813134771892,0.9143455126346086,0.42374048789429286,0.033426183844011186,2.7947323474859242e-08,0.20157068062827224,0.5033557046979866,0.7073575703090867,0.9505740245419325,0.9803302675142753,0.016647935479528073,0.8143591869270146,0.9999999999999999,0.14444444444444443,0.07113821138211376,0.07713515690344164,0.4592592592592592,0.07396449704142005,0.15350910327113393,1e-12,1e-12,1e-12,1e-12,1e-12,0.003875968993244187,0.001937984497122093,0.001937984497122093,0.0077519379854883745,0.007751937985488376
1,1,2,1,0.21237569959684235,0.05919030008970631,0.5555555555555556,0.5782843898297749,0.0003324282838145951,1.942670591961597e-09,1.878882045051648e-08,0.0021654793121795076,0.7432163847281564,1.0,4.446922973085077e-21,0.4680306905370845,0.051282051282051294,0.3393479598113595,9.748874341074224e-05,0.00018942514493344316,0.0002975855923162639,0.0011408540357356887,0.0002685472297024306,0.0005420566294909809,0.0009270976927396828,0.003682227989289403,0.5920940200488121,0.6840532018040668,0.7349992708416131,0.7777661567928328,0.641282113243879,0.7390659897748617,0.8172578184482885,0.9208190646712123,0.3888677121678733,0.03899721448467964,6.963061079074861e-08,0.14397905759162294,0.5738255033557047,0.7083242569301341,0.9503364180137737,0.977364658667127,0.012171652206449043,0.7939750864733671,0.9999999999999999,0.18888888888888883,0.0792682926829268,0.0850920709661145,0.49999999999999994,0.10355029585798811,0.12378425253275309,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12
1,1,3,1,0.19303414296764146,0.048027532266124814,0.4444444444444445,0.4098073224132786,0.0003324279794363023,2.176679804484366e-09,1.1502344169785663e-08,0.0011713510770453395,0.6270657395200093,1.0,1.2705494208814505e-21,0.5370843989769822,0.03205128205128209,0.5232725035882714,0.00017579902907544553,0.00024791402786050786,0.0003784069894967,0.001113375436419955,0.000529627930549299,0.0007239601735848712,0.0012113481107288283,0.003610776692671717,0.5924510211248893,0.6844595796303589,0.7354425665796118,0.7782281946205645,0.6420838147950155,0.7399577219289685,0.818257894633471,0.9219732242292533,0.41919113321864365,0.019498607242339865,6.291462458052755e-08,0.1963350785340314,0.6073825503355705,0.7557595512730381,0.9714160865742925,0.9933534325274971,0.023346008294930734,0.7971025495354673,0.9999999999999999,0.16296296296296298,0.10975609756097561,0.05504786097084971,0.5037037037037035,0.09171597633136086,0.1389040733303028,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12
1,1,4,1,0.29299385099590297,0.11810549934427057,0.5555555555555556,0.6300127364301146,0.00033243530732362744,1.1505007505422532e-09,1.4640413789626528e-08,0.002886597865677487,0.8471881751016412,1.0,4.446922973085077e-21,0.46035805626598475,0.03846153846153842,0.4031986877178594,0.00017034816742150053,0.0002875943638154251,0.00045852784055092305,0.0013589124575915201,0.0005424475364356023,0.0009122686380059186,0.001618210054194975,0.004722445429035791,0.6115462302240966,0.7066934262178852,0.7595233561522075,0.8046939951341079,0.6486460900511919,0.7473493082782107,0.8265263826897892,0.9317443457371889,0.3756180434292823,0.019498607242339865,2.7947323474859242e-08,0.18848167539267016,0.5369127516778525,0.7456390189816532,0.949900563551056,0.9881329013220428,0.02357560251198154,0.7610907037496321,0.9999999999999999,0.14074074074074078,0.10162601626016259,0.053272180083734036,0.4740740740740738,0.059171597633136,0.18985932100686195,1e-12,1e-12,1e-12,1e-12,0.001937984497122093,0.0058139534893662794,0.001937984497122093,0.001937984497122093,0.0058139534893662794,0.001937984497122093
1,1,5,1,0.28501183731173163,0.10432421204048636,0.8888888888888888,0.6928413044741509,0.00033243609181062277,8.841051708311418e-09,9.454904179059066e-09,0.00018673774439976275,0.8781788730835407,1.0,2.117582368135751e-21,0.473145780051151,0.05769230769230764,0.3156417091213072,0.000317287340196,0.0005482913698686871,0.0008175554503662692,0.002740676447727121,0.0011112062437603524,0.0019232845402038384,0.003159370339841851,0.010224681102105171,0.6229057393377988,0.7199268103687926,0.7738627293425548,0.8205889678964261,0.6529152760645405,0.7521628683053461,0.8319155735979967,0.9382270388920615,0.4615453699252555,0.016713091922005603,2.235301280764987e-07,0.1780104712041885,0.5906040268456378,0.7236012447338814,0.9539854300857531,0.988768144866391,0.012680974093296701,0.8370336292655074,0.9999999999999999,0.15555555555555545,0.08130081300813004,0.07157425024296096,0.4740740740740738,0.0857988165680473,0.13917698226831715,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,0.001937984497122093,0.001937984497122093,0.003875968993244187,1e-12
1,1,6,1,0.20593646589891923,0.05456891437445815,0.5555555555555556,0.6329478870305346,0.0003324336262885947,8.900612429614868e-09,1.216837820013415e-08,0.00025382402674052206,0.7642951606933055,1.0,6.3527471044072525e-21,0.4680306905370844,0.051282051282051294,0.33934795981135946,0.00011485101659192495,0.00019150917645194144,0.00034223910367626884,0.0014102741795297045,0.000401380890338599,0.0006359972635281007,0.0012569347593265725,0.005342390595957364,0.6061140276275113,0.700366162253441,0.7526710035020983,0.7972059415498665,0.6488563824689203,0.747580934327757,0.8267842958633023,0.9320955044762023,0.4558664196310632,0.033426183844011186,8.528960848198407e-08,0.1675392670157068,0.6241610738255035,0.7346834727156831,0.9535783735124987,0.9743781531540556,0.026829643481718388,0.7538566775175616,0.9999999999999999,0.14074074074074078,0.060975609756097615,0.08769864626250734,0.46296296296296285,0.07692307692307682,0.1495901639344262,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,0.001937984497122093,0.003875968993244187
1,1,7,1,0.194235085237728,0.04709670727111288,0.5555555555555556,0.5149620222176087,0.00033243205647501614,4.159135598245554e-09,9.991548420602423e-09,0.0005000558105305492,0.70350496362637,1.0,4.870439446712227e-21,0.5012787723785168,0.028846153846153907,0.5183514455607957,0.00023645835426413706,0.00033960524135151005,0.000476116651840834,0.0012310662358291096,0.0006267030411307346,0.0008884404507737561,0.0013500724588786728,0.003733418319372176,0.6250230010899952,0.7223725657676029,0.7764928289997896,0.8232991601033205,0.6462983312593312,0.7447013978807383,0.8235558320290456,0.9282137767984331,0.4599743486807025,0.025069637883008318,1.8625626603438237e-08,0.17277486910994766,0.6140939597315436,0.7253757320130964,0.9680729106193895,0.9893862721732731,0.014963871235312676,0.7857301660938238,0.9999999999999999,0.15555555555555545,0.13008130081300814,0.044670701817574855,0.4703703703703704,0.09763313609467456,0.1232537953849429,1e-12,1e-12,1e-12,1e-12,1e-12,0.001937984497122093,0.001937984497122093,1e-12,0.003875968993244187,1e-12
1,1,8,1,0.27710031156234116,0.10375075287544112,0.4444444444444445,0.523397809827892,0.0003324287357887481,1.9094092262284005e-08,1.2351487810060893e-08,8.532371015598832e-05,0.8712516819080638,1.0,3.8116482626443515e-20,0.42966751918158563,0.05769230769230764,0.28668317534423743,0.00017414398654340809,0.0003034835886610157,0.0005200828055085364,0.0016408323233792934,0.00048808422151054955,0.0008270124091768428,0.0015940319869171657,0.004905175774565783,0.5952122257468064,0.6876858991823058,0.7389526300381772,0.7821542508732479,0.6412258202515447,0.7390028967848032,0.8172061795767905,0.920782445286591,0.39032846329827586,0.025069637883008318,3.985897422007088e-08,0.18324607329842932,0.6275167785234901,0.7125899481345611,0.9456623814590184,0.9819385325960923,0.005862661207889308,0.8012563290459548,0.9999999999999999,0.15925925925925932,0.10772357723577237,0.0551164550575969,0.4777777777777777,0.062130177514792766,0.18386834780277403,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,0.001937984497122093,1e-12,1e-12
1,1,9,1,0.2292824277557122,0.07055330167808825,0.4444444444444445,0.6568559260224142,0.00033243236268878733,1.8840806701456764e-08,9.72842820781526e-09,5.594350702599777e-05,0.8312196231543147,1.0,0.0,0.4271099744245525,0.04487179487179495,0.3391801964695137,0.0002867815590154643,0.0004936980847562193,0.0007087770889090291,0.002073165707577696,0.0005381452747526461,0.0009392142433585761,0.0014561489002308252,0.004039518117778307,0.583542565306185,0.6741157590247103,0.7242550854061302,0.7660695111816369,0.6207036844438757,0.7159267630239802,0.7914001464074332,0.8903379634344174,0.37825006474603085,0.0139275766016713,3.254027953953392e-08,0.19895287958115185,0.5939597315436242,0.7325131774211228,0.9564017873409862,0.9907375363525379,0.026362942392778768,0.8172353622166766,0.9999999999999999,0.14074074074074078,0.10569105691056915,0.05120659211300764,0.46296296296296285,0.05029585798816567,0.21095796576908474,1e-12,1e-12,1e-12,1e-12,0.0077519379854883745,0.0058139534893662794,0.011627906977732558,0.0058139534893662794,0.023255813954465115,0.009689922481610467
