fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,t_0,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9,t_10,t_11,t_12,t_13,t_14
1,1,0,1,0.2067682605837979,0.06193580181759472,0.6666666666666666,0.7984271805749915,0.0003117553624645224,2.3651897405751856e-08,1.3868891901065561e-08,0.00012898963510932682,0.8732299050599153,1.0,8.131516293641283e-20,0.36318407960198995,0.07558139534883715,0.23334146936783018,0.00495625419086016,0.007366957304633421,0.010323739402596288,0.01927507679244009,0.004685631962008599,0.013666312877637404,0.02046748442752138,0.03559551385658704,0.513433007316749,0.5983460386142465,0.6025905327362371,0.6191566754207429,0.4909975085523995,0.6818316648306022,0.7632169038983289,0.7554079720612998,0.4154638154023065,0.03814713896457764,6.523466545951904e-08,0.0,0.5431034482758623,0.7695671495459306,0.8481425652928443,0.9707371869356114,0.0519151196476105,0.778631111028413,1.0,0.13157894736842113,0.1018867924528302,0.1403301886792453,0.3986013986013985,0.15517241379310345,0.11417457305502846,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,0.001937984497122093,0.001937984497122093
1,1,1,1,0.17884683665210355,0.04328533975563062,0.5,0.7262310802033889,0.0003117485560744516,4.4997081961816447e-10,1.0310502706977648e-08,0.010264824654476505,0.8592388082692305,1.0,4.573977915173222e-20,0.21890547263681595,0.0465116279069768,0.2240663900414938,0.005554967438362852,0.009555564497174053,0.013073344193405617,0.02654151521031618,0.0036002208143901034,0.011016308304025491,0.01551811371440263,0.029288837508395657,0.5219475798057551,0.6088429239095423,0.6148126120921424,0.6335745010846359,0.440592927593622,0.6115196295469573,0.682538685046352,0.6722014460839201,0.2943236535159106,0.019073569482288874,1.6393902541360514e-07,0.03225806451612902,0.3706896551724139,0.7756502024474308,0.8981986537250988,0.9768010741836162,0.06773254880315077,0.769113174884239,1.0,0.13815789473684212,0.06792452830188679,0.21000820344544716,0.4265734265734264,0.04597701149425293,0.33980392156862743,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,0.003875968993244187,0.001937984497122093,0.001937984497122093,0.0077519379854883745,0.007751937985488376
1,1,2,1,0.2045754255982476,0.05944318984054637,0.5,0.5722038880782518,0.0003117445458046221,2.0840328289564114e-09,1.819364637610065e-08,0.003760340649950265,0.7342812034333663,1.0,1.0164395367051604e-20,0.4129353233830845,0.09302325581395342,0.21825726141078838,0.0048436097582728165,0.008811209687334369,0.011940781479181253,0.02501681504342544,0.003892379488850468,0.01328978784735747,0.019238613164441667,0.037686030601385326,0.5222631511226052,0.609266536458895,0.6151957160787367,0.633855628367246,0.4747289816055253,0.65947089589679,0.7375587886914365,0.7297725060285415,0.27967142034569825,0.03542234332425073,1.2701001775265297e-07,0.02580645161290329,0.3275862068965516,0.7767141737651839,0.8976077861905223,0.9747840542723776,0.050017274818655505,0.7151944134794284,1.0,0.1447368421052631,0.07169811320754713,0.20754716981132085,0.4685314685314685,0.06321839080459776,0.28984313725490196,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12
1,1,3,1,0.1847836411823837,0.04816235584494265,0.5,0.4088613359080167,0.0003117443348474723,3.043879323828259e-09,1.1141031813835642e-08,0.001525184814612808,0.6225749392768416,1.0,2.879912020664621e-20,0.4477611940298507,0.05813953488372087,0.3509187907528156,0.0031052717035290832,0.006105960279496159,0.009308768349001389,0.02087570185879774,0.001994976868658924,0.007013755076307314,0.01126688264049403,0.024392433004466568,0.5224830450469401,0.6093640233867403,0.6154310429863131,0.6336171133167372,0.4462450543624763,0.6194625688141013,0.6917153336566153,0.6814453232711395,0.23959838891765584,0.024523160762942767,1.480358382365225e-07,0.03870967741935488,0.3620689655172413,0.8423541794905571,0.9414468522250594,0.9922127496702686,0.04356739231826323,0.727466656001284,1.0,0.13815789473684212,0.07547169811320759,0.19169811320754723,0.44755244755244744,0.08620689655172413,0.21678018575851396,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12
1,1,4,1,0.2919979695509278,0.12222229177849553,0.6666666666666666,0.6103793793423463,0.0003117506708980875,2.0250336101416383e-09,1.4214558596248786e-08,0.0030196018629123954,0.8388416089846712,1.0,1.2027867851011065e-19,0.28855721393034817,0.07558139534883715,0.18940688308518427,0.00682166815738446,0.010586707473554242,0.01475199534641737,0.02653831776737641,0.004753308106017979,0.015885249651282497,0.02291098673322986,0.03755475975313801,0.5543880821666162,0.6468237326827093,0.6587715372501269,0.679209564725147,0.4853705797216009,0.6743550244240605,0.7546689212271641,0.7465509878072376,0.29401605216588633,0.008174386920980992,1.480358382365225e-07,0.03225806451612902,0.3275862068965516,0.8306693559928362,0.8968457906631464,0.9869377767306458,0.056423631676972785,0.6967390605440271,1.0,0.13157894736842113,0.09811320754716985,0.1454656116859404,0.4265734265734264,0.1379310344827586,0.13588235294117645,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,0.001937984497122093,0.0058139534893662794,0.001937984497122093,0.001937984497122093,0.0058139534893662794,0.001937984497122093
1,1,5,1,0.2806482182758943,0.10545778667513944,0.8333333333333334,0.6861078560016247,0.0003117516350707461,1.0608849961452759e-08,9.41023728718701e-09,0.00027060227093298936,0.8727033762566254,1.0,2.202285662861181e-20,0.34328358208955223,0.06976744186046512,0.23755186721991695,0.007045319463585924,0.012819994001545643,0.018864328647911873,0.030685570529032306,0.006010244571428546,0.01924454397716532,0.03271687784666055,0.04940778711564306,0.5710784948174539,0.6669618595254518,0.6824205720606764,0.7040521614501971,0.5044202685686046,0.700884011874114,0.7857956074769936,0.7788565609532642,0.2797741814206738,0.03542234332425073,5.308249506717223e-08,0.03548387096774196,0.35344827586206895,0.7972933108189257,0.9044146882353794,0.9879682194109889,0.04597221455349362,0.8110917231642852,1.0,0.15131578947368426,0.15094339622641517,0.10566037735849061,0.4405594405594406,0.17241379310344826,0.11204152249134947,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,0.001937984497122093,0.001937984497122093,0.003875968993244187,1e-12
1,1,6,1,0.19778386192460687,0.054560094167858994,0.5,0.6096566400353268,0.000311748978164904,8.183365053189727e-09,1.1955990012784491e-08,0.0005260701581982939,0.7455384044384408,1.0,1.3552527156068805e-20,0.3283582089552237,0.0465116279069768,0.3153526970954357,0.0076514348114594954,0.0100530272176116,0.014385225883646142,0.022000285410528248,0.005363836514751569,0.01389611956821375,0.02118590820420517,0.03000185478913691,0.5458197099559077,0.6362745322409376,0.6466814302710313,0.6652028083360393,0.47723421294184754,0.6623049059788758,0.7410409857251136,0.7313388232516934,0.5241871618409264,0.029972752043596743,8.655513246385869e-08,0.03870967741935488,0.4224137931034484,0.8144697094440434,0.9040852296343731,0.971564071925185,0.06514841616614772,0.6738309448948681,1.0,0.13157894736842113,0.15471698113207552,0.09187858900738313,0.4125874125874123,0.11494252873563224,0.15691176470588233,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,0.001937984497122093,0.003875968993244187
1,1,7,1,0.184170271417951,0.046221712140142285,0.5,0.496529210008256,0.00031174747764058894,4.04785670154712e-09,9.66877193989477e-09,0.0009554217024030907,0.6878974799701043,1.0,1.5246593050577406e-20,0.3532338308457712,0.06395348837209308,0.26224066390041495,0.006451378377270003,0.010160282013781153,0.014549766139721473,0.026487042470839203,0.004818331782919363,0.016303201388217795,0.02380646110522481,0.03872286991164326,0.5742744019502974,0.670234547234312,0.6858241491301578,0.7077080027919689,0.5012265422653823,0.6964662481542208,0.7799484696469005,0.7725560371165994,0.23847402228017778,0.019073569482288874,2.593051192549194e-07,0.00967741935483879,0.4568965517241379,0.797567992262638,0.9342860712256682,0.9881497768249348,0.028386791232043046,0.7088313369353819,1.0,0.13815789473684212,0.09433962264150951,0.1566037735849057,0.4265734265734264,0.08620689655172413,0.20832817337461304,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,0.001937984497122093,0.001937984497122093,1e-12,0.003875968993244187,1e-12
1,1,8,1,0.2753664293047413,0.1071140363046003,0.5,0.49870617290021946,0.00031174454532997196,1.7709459461984664e-08,1.1919881166659359e-08,0.00016966463885472144,0.8626488393562199,1.0,1.1858461261560205e-19,0.25373134328358193,0.040697674418604585,0.2791399471897397,0.01099374546345354,0.014649331394043091,0.020757117278745685,0.0351841868055881,0.00681728883288896,0.01793326550850427,0.026384714684154088,0.042133228696970774,0.5325165597306798,0.6206946636460622,0.6291537814097476,0.6488563266122628,0.4551630885070383,0.631478978641518,0.7060386347992798,0.6969093182190597,0.37676646068762354,0.046321525885558615,1.3033820330999562e-07,0.04193548387096782,0.43965517241379315,0.7840173522220533,0.8871832384119127,0.9799275690038569,0.042206302699894865,0.750015624976561,1.0,0.15789473684210525,0.09811320754716985,0.16737674984783943,0.4405594405594406,0.12068965517241378,0.1585176470588235,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,0.001937984497122093,1e-12,1e-12
1,1,9,1,0.22450022221292557,0.07231574770219806,0.6666666666666666,0.635488927193368,0.00031174786859502145,1.782186490512431e-08,9.499781013083779e-09,0.00010867898571553957,0.8244700917474802,1.0,1.1350241493207625e-19,0.32835820895522394,0.05813953488372087,0.2655601659751038,0.011565149780580061,0.018164470732994865,0.03111057241690141,0.05038550033461239,0.007662758569702495,0.023428705200351733,0.04218492272132952,0.06488485796451572,0.5170514075529475,0.6034116525850639,0.6115527503105754,0.6319904038793203,0.45250910111457443,0.6285903645249833,0.7050932515896132,0.6978223520161215,0.3602079307737762,0.027247956403269755,1.6393902541360514e-07,0.051612903225806486,0.4224137931034484,0.812987063877006,0.9086464678485173,0.9887939566347081,0.06414846901218335,0.7538579119192825,1.0,0.13157894736842113,0.12075471698113209,0.11881693013768488,0.4265734265734264,0.08620689655172413,0.20832817337461304,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,1e-12,0.0077519379854883745,0.0058139534893662794,0.011627906977732558,0.0058139534893662794,0.023255813954465115,0.009689922481610467
