fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,sigma,d_norm,d_mean,ps_norm,ps_mean,pc_norm,pc_mean,loglikelihood,mhl_norm,mhl_mean,BFGS,DE,MLSL,Non-elitist,PSO,Elitist
1,1,0,0.0,0.447894838303871,0.10438370549117285,0.6666666666666667,0.5012029525230007,0.11298449570183108,3.583400299915842e-09,6.004916721042301e-09,0.0005272325782230397,0.7915510366453242,0.9999999999999876,2.9956779752941722e-12,0.710843373493976,0.1830985915492958,0.30522032963243917,0.3424657534246575,0.31543624161073824,0.12039582188015395,0.0,0.3097947627360326,0.3742321682290977,0.26091245030152965,0.0,0.2578666945468762,0.38075356285887973,0.31786927599279186,0.4063913510155266,0.3352524586240853,0.413766643774418,0.3202240720958776,0.43269363757815693,0.2595700753640372,0.3980182609426601,0.4024295569676649,0.6625626219994043,0.058673469387755056,2.074147204340019e-07,0.08719346049046323,0.576923076923077,0.9392062995564924,0.7109302754858264,0.8979611422219669,0.3666626310667039,0.5474259759702432,0.4205060092124141,0.40042993709668595,0.41998361030405107,0.44043078644634215,0.569508529289809,0.3990810342968634,0.5689567169851062,0.31531023866024444,0.5911809250044653,0.5962078057533746,1e-12,1e-12,1e-12,1e-12,0.08346472146897449,1e-12
1,1,1,0.0,0.4087574801977369,0.05036939472476783,0.0,0.6529034178031612,0.11298449099993192,4.294166012101255e-09,6.25775402887859e-09,0.00045134396267151064,0.8565909585974392,0.9999999999999789,1.262847611178215e-12,0.43373493975903615,0.12676056338028172,0.25151050590675456,0.3561643835616437,0.2751677852348993,0.14641744548286606,0.0,0.31345892528761315,0.40175650678850133,0.2528039549098926,0.0,0.2322524199636948,0.4356067627668021,0.30803706149224236,0.8365383268784483,0.4296414814572537,0.5425455535906747,0.451609710472581,0.834749620098108,0.30139521013487924,0.5231631787452469,0.5147026324552981,0.8022213991793334,0.02040816326530609,1.8293474667515834e-07,0.08446866485013622,0.4999999999999999,0.7884958914701378,0.7413739272899074,0.9086567193589219,0.36347477541620826,0.45427044037280817,0.08779169566496431,0.15769417639579064,0.16899672426224566,0.1500155372648799,0.5402798671926415,0.14694272712732204,0.5674899132022206,0.7891988052105205,0.5722725665676998,0.547855785751207,1e-12,1e-12,1e-12,1e-12,0.023381636192138174,1e-12
1,1,2,0.0,0.43867938411652885,0.06946159036491112,0.3333333333333333,0.5813303589873322,0.11298448965620655,2.9601376932132133e-08,5.005088681227716e-09,1.2168497563592828e-05,0.8739525076941778,0.9999999999999856,5.6399651760647134e-12,0.710843373493976,0.16901408450704228,0.32590855803048074,0.4041095890410959,0.25503355704697983,0.18224299065420568,0.0,0.28355457367701137,0.3047410116789948,0.239365906230266,0.0,0.216345454375289,0.30284291158936183,0.24963068400829974,0.5463360773863697,0.343188535443002,0.38998868209438536,0.3464963914162282,0.5409105447066977,0.24038539017131286,0.35688452880566973,0.37825438260804073,0.47806540503715755,0.03316326530612243,1.3157174797339607e-07,0.08991825613079023,0.07692307692307687,0.8855557442972445,0.8063946089564809,0.8599252491449871,0.2534729716807304,0.48118408575466765,0.2764593006871471,0.20400895189817492,0.21997459413960874,0.46575199878333784,0.757229403274281,0.4115498142496016,0.7523757018096122,0.5466391413120861,0.5819925915467346,0.5455588066021089,1e-12,1e-12,1e-12,1e-12,0.10541362729473515,1e-12
1,1,3,0.0,0.4083739813609973,0.06118565620774068,0.0,0.3269109665029076,0.11298448932454926,1.2274306362381235e-08,3.773108650143022e-09,6.30493246595203e-05,0.7915059538378012,0.9999999999999793,8.158475204276833e-12,0.7469879518072292,0.1619718309859155,0.35427145180198927,0.5342465753424657,0.3087248322147651,0.2018691588785047,0.0,0.1651435335070098,0.2243235969708549,0.17279619666145496,0.0,0.1288619540479648,0.21483337012594836,0.18826790623007333,0.6258857427177436,0.2680917546288777,0.3489101321914381,0.31985371068853935,0.6068427893369652,0.18209232529330815,0.30508553877962385,0.3528177671856865,0.6856957072210301,0.017857142857142808,1.5056943977334495e-07,0.08446866485013622,0.4999999999999999,0.9485062566653316,0.7657565383721074,0.9030629122759168,0.43257813131625095,0.4199434099891346,0.2356678631784812,0.2985401602399116,0.31803645824391946,0.2894256056413622,0.5995605134030911,0.2534654515546166,0.5998161398521102,0.5612463533966525,0.5575280023598366,0.5472657193551167,1e-12,1e-12,1e-12,1e-12,0.10622485362033704,1e-12
1,1,4,0.0,0.5605451235655892,0.19271377997526443,0.6666666666666667,0.4754430592483714,0.11298449273941384,1.4494540393671469e-08,3.918467046643282e-09,4.946433815140882e-05,0.8763095760272094,0.9999999999999765,1.2983705449887356e-11,0.7469879518072292,0.26760563380281677,0.2303379377134412,0.6643835616438357,0.2818791946308725,0.2797643234457538,0.0,0.22256281084705298,0.3380305387715639,0.30003040989778895,0.0,0.16522498280774,0.3308002006236903,0.35743868962640707,0.5968451539342481,0.3056055430580084,0.43265669621847685,0.4126410731157929,0.6095875143624678,0.21162247867209313,0.39794177701813727,0.485299894950859,0.6463402951095287,0.03316326530612243,7.221933626923423e-08,0.05722070844686648,0.6153846153846153,0.8785607682905684,0.8669068944609188,0.9559356995161952,0.1765858428875407,0.5523792215315587,0.27142621277722034,0.3032985103658201,0.32921292381936285,0.4581406379321602,0.48340099948662524,0.44991364236602654,0.47169213935185605,0.6248497880139128,0.40180358424130164,0.3933462508069047,1e-12,1e-12,1e-12,1e-12,0.040168787413867486,1e-12
1,1,5,0.0,0.5036469827194736,0.12442568400660384,0.6666666666666667,0.6712127381584239,0.11298449185964307,1.1086168803741968e-08,5.318045877027185e-09,0.0001194255247039421,0.909837067071066,0.9999999999999856,1.12443100925392e-11,0.7710843373493976,0.1760563380281689,0.3418949163380585,0.4041095890410959,0.16107382550335558,0.2873831775700936,0.0,0.17530202677700876,0.20190339560414416,0.09343648684030104,0.0,0.16168956337840482,0.2318254795554234,0.13129108796667982,0.7339658791763273,0.30820159658288204,0.3702856837316838,0.30232664603317216,0.7488921334575365,0.23792939739773059,0.3643493508721797,0.36751730434224095,0.750336980105073,0.03316326530612243,1.6081567459421303e-07,0.08991825613079023,0.4999999999999999,0.8262121985031582,0.7630656559024818,0.9372260111436386,0.31627834782952985,0.6329102896184672,0.16627587855235182,0.1774349032937299,0.19173939029034237,0.09069092579268989,0.5525441067436757,0.08918639071380247,0.5714647225209719,0.7900251742770246,0.4005485879030038,0.3895530483713782,1e-12,1e-12,1e-12,1e-12,0.014091786334439181,1e-12
1,1,6,0.0,0.417186801160653,0.058681289034690214,0.0,0.4604192367781445,0.112984490461435,9.321694876380064e-09,4.8986011070391366e-09,0.00013642222620448925,0.6982714195451982,0.9999999999999718,7.682420892068118e-12,0.6265060240963856,0.11267605633802816,0.3918522860492381,0.4383561643835617,0.25503355704697983,0.1989319092122831,0.0,0.2182761253590473,0.2711981711613741,0.20284935087737954,0.0,0.1750645195281621,0.295759780637599,0.23225269093209405,0.7207694713747035,0.33565751186574555,0.4172779778540071,0.3773933606803741,0.7218136289994865,0.24190127658716296,0.4015595795237435,0.4273431217598835,0.7217588334156004,0.03316326530612243,1.025796237104822e-07,0.09536784741144409,0.423076923076923,0.9195264188125468,0.807088799179458,0.9343361594095576,0.34101447886074604,0.5193421038980194,0.15290111034995513,0.25029371639357967,0.26953475335420096,0.3166912959555276,0.41179812726514536,0.28420366949465053,0.390920031210526,0.7628206131962961,0.45556308754334446,0.42571859594601263,1e-12,1e-12,1e-12,1e-12,0.145196427988163,1e-12
1,1,7,0.0,0.30472295962914536,0.007615514044956025,0.0,0.1860299710286335,0.11298448781036201,2.1510425255607255e-09,2.5164776951640065e-09,0.0003902981625779371,0.6895613808872214,0.9999999999999409,3.756991029044143e-12,0.6867469879518073,0.08450704225352113,0.5193434935521689,0.5684931506849314,0.3288590604026846,0.2020807617704109,0.0,0.2253353816095626,0.22885576333735408,0.14437458187510643,0.0,0.1601734941750278,0.22189865085239116,0.13974520381702776,0.6871666972050572,0.3318716166869751,0.37391422499336324,0.3211657503231152,0.648419203551458,0.21576362582222405,0.3243672540428625,0.33209129497490425,0.41981036043622755,0.030612244897959134,1.025796237104822e-07,0.07084468664850135,0.46153846153846145,0.9114785697718203,0.8135309665710224,0.9140934873835518,0.1810186649740036,0.3382965931360744,0.22629847849637263,0.3282570787409731,0.3456022797371028,0.38127504896159603,0.5002108341572894,0.3436441030335247,0.5190739715216204,0.5259050024167671,0.6025623288829041,0.5890413156576197,1e-12,1e-12,1e-12,1e-12,0.1571096791084939,1e-12
1,1,8,0.0,0.4961095288386598,0.14467779245034604,0.3333333333333333,0.48117755593520223,0.11298448569940849,2.8989319981577053e-09,6.033842843233875e-09,0.0006653197028615362,0.7923256429691259,0.9999999999999891,7.885877480938398e-12,0.7590361445783131,0.14788732394366197,0.38654646885232646,0.3561643835616437,0.18791946308724833,0.21728971962616822,0.0,0.2043618821344232,0.24245804796000087,0.1651230394228499,0.0,0.16130754930763047,0.223404644745643,0.18949729074218363,0.5826264750794425,0.2869555595559022,0.3488654922382823,0.2974020896359791,0.5820666496156082,0.20275022120420655,0.3037767347532338,0.34440866463161607,0.5438218830079342,0.038265306122448994,1.7159486954903463e-07,0.07356948228882834,0.23076923076923062,0.8914609722732881,0.8537092568641436,0.92399860824864,0.24733218266955642,0.5159719644898367,0.24405470844638244,0.10464219536353747,0.09111545261276088,0.20696637348516003,0.5004352259808033,0.1756690906020294,0.5024304889629606,0.5495776752101258,0.7171965347915052,0.7410219137993574,1e-12,1e-12,1e-12,1e-12,0.0683261914895974,1e-12
1,1,9,0.0,0.48321440885253164,0.09489763044785965,0.0,0.6653342183664421,0.11298449147374143,1.4172951475693574e-08,7.382799315405319e-09,0.0001299404161267501,0.8524470557130421,0.999999999999986,8.053289988812964e-12,0.7710843373493976,0.3380281690140846,0.19088092446826332,0.3287671232876712,0.2684563758389262,0.1376380628717077,0.0,0.3194785198044943,0.3475353631903137,0.18861685361826797,0.0,0.25511010557532643,0.33114376363778786,0.2237168419914896,0.7046843084509324,0.4062012255053816,0.46996395683128367,0.3610628565356236,0.7291851080113858,0.30062731520522074,0.4288707215276785,0.4239560156873281,0.5837865996403733,0.03316326530612243,1.2706005348487068e-07,0.09536784741144409,0.423076923076923,0.8281655058827532,0.7361790215503246,0.9340800426350477,0.3389072888915506,0.6998059978080537,0.17309376996404324,0.16757757853317212,0.17050869905387023,0.48929179964683334,0.31938065033997953,0.4698448700653958,0.30615623997612135,0.6735771480332706,0.560683389540283,0.5278996930854041,1e-12,1e-12,1e-12,1e-12,0.05187923195279791,1e-12
