iid,rep,a1_budget,ela_budget,a2_algorithm,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,fid_a,fid_b,alpha,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25
6,0,1000,50,Non-elitist,-0.3338214502528268,0.7255032063627036,1,-0.3087909206670494,16.337857078030364,0.00044095709406243103,0.06970121480371418,158.0680200914192,1.0,1.0,0.6399999999999999,0.5399999999999999,1.1851851851851851,0.0,0.7193493475314836,0.7630828204440502,0.8440800278237064,0.0,0.7181946840642243,0.7804431944410322,0.8393787926957934,-16.602723686749236,-4.659565235440665,-3.9334704688113895,-2.588696215288632,-16.615286517793347,-4.682276066510189,-3.647999231293694,-2.668767380193273,0.8881217662301206,-1.2962962962962967,0.006995920165435375,-1.912912912912913,0.5625,1.0105459620939645,0.9799050208171686,0.9469557148064826,0.045488927352634934,-0.6001183202056355,21,22,0.1,,,,,,,
6,0,1000,100,Non-elitist,-1.0663474801900243,1.6470852549548995,1,0.42490946564162835,16.194550842145972,0.0011119935981043288,0.04898075045912753,44.04769105022499,1.0,0.7827126052350084,0.4299999999999999,0.44000000000000006,0.9772727272727268,0.7737029109194332,0.7250009972696546,0.7760130659320914,0.8290132665809316,0.7792548225256264,0.7220049298734104,0.7792548225256264,0.8348023465671208,-3.5983428027056874,-4.372750379805732,-3.561609101460535,-2.7188545997496743,-3.4850540979184537,-4.388897050574393,-3.4850540979184537,-2.6080875951620914,0.8245213167549623,-1.0540540540540544,0.0068229690979332465,-1.8468468468468473,0.6530612244897959,1.014832354130567,0.9852712163402966,0.9646749246125341,0.035093483035767245,-0.5338363524537155,21,22,0.1,1.0,0.18,0.1,1.7999999999999998,0.28,0.25,1.12
6,0,1000,150,Non-elitist,-0.8628200275945713,-0.044826069504139365,1,0.667076337372857,16.170835060212795,0.0006715191024866305,0.04646018479380578,69.18669122257884,1.0,0.8405007420507367,0.21333333333333332,0.2533333333333333,0.8421052631578948,0.6219992591611964,0.683967286843831,0.7067530772082526,0.7843571753752107,0.6215310882821279,0.691568835357485,0.7015302918282434,0.7888755164332751,-5.968835056285693,-4.990326561354664,-4.630526673104352,-3.4051162132663713,-5.940834711481179,-4.841450677398644,-4.685085479238047,-3.31402559519001,0.8479540965521253,-1.0320320320320322,0.008357213408774542,-1.802802802802803,0.6418918918918919,1.028109264808911,0.983925269653458,0.968710555245636,0.037820342674245604,-0.40183138727813716,21,22,0.1,1.0,0.13333333333333336,0.1,1.3333333333333335,0.16,0.2533333333333333,0.6315789473684211
6,0,1000,200,Non-elitist,-0.35193478714928406,-0.9812360515608565,2,0.7020263891527616,16.168847422320795,0.0002597780092363846,0.041432877589769414,159.49339865818908,1.0,0.8773286856526438,0.125,0.24,0.5208333333333334,0.6256776251417555,0.6882231432527138,0.7008285615568816,0.7535412022132189,0.6174400363738032,0.7077259176251903,0.7078845348126074,0.7582201710056543,-5.938238247490473,-4.946018137762184,-4.746046182765445,-3.909814528191701,-6.040367252838678,-4.614813268215663,-4.612308808377447,-3.8175426085135005,0.8149748605989579,-1.0320320320320322,0.006485618253121783,-1.736736736736737,0.5959595959595959,1.012620668403374,0.9850361669408292,0.9732724874396155,0.03684825608867972,-0.35537844150781994,21,22,0.1,1.0,0.27,0.1,2.7,0.29,0.25,1.16
6,0,1000,250,Non-elitist,-0.036529683311972226,-1.1194620302139564,2,0.6986509770115071,16.213695507755414,5.000964061688733e-05,0.04189655377602049,837.7695432162893,1.0,0.8894599299352027,0.172,0.268,0.6417910447761194,0.6465005103008211,0.7152749800750652,0.7229099180972935,0.7564688607603419,0.6233561131287862,0.7200651698042406,0.7229726310214377,0.7566589042707531,-5.615452185470334,-4.52294778913587,-4.401664362561938,-3.8685698506585275,-5.954867892944881,-4.425864830297099,-4.379896880050799,-3.8473054482033824,0.8193834064836372,-1.0540540540540544,0.011041880508541602,-1.626626626626627,0.5967741935483871,1.004705886264576,0.9842623672375544,0.9695364314853625,0.04090962616128648,-0.32658338756306315,21,22,0.1,1.0,0.184,0.1,1.8399999999999999,0.34800000000000003,0.23600000000000004,1.4745762711864405
6,0,1000,300,Non-elitist,0.12309450054326523,-0.9738257219328461,2,0.7035967373754555,16.174409019638684,6.234411774065521e-05,0.040644464682576556,651.9374426253514,1.0,0.8952832677518007,0.21999999999999997,0.27,0.8148148148148147,0.6642973796003347,0.7421737161423385,0.749345506760961,0.7694623070448201,0.7042654897606114,0.7618655682596984,0.7538652094255289,0.7714592550280434,-5.278951564308178,-4.054339709561361,-3.9415627069273196,-3.625224353056492,-4.618776518790035,-3.719179478739848,-3.8441289460686523,-3.5693454430083076,0.8411559113081318,-1.0320320320320322,0.014228304572143519,-1.626626626626627,0.6375838926174496,1.0038279820388536,0.9848387427097223,0.973242384471728,0.03891374017835655,-0.3237571848935846,21,22,0.1,1.0,0.18666666666666668,0.1,1.8666666666666667,0.3833333333333333,0.22999999999999998,1.6666666666666667
6,0,1000,350,Non-elitist,-0.07774079086805208,-0.6524324127238494,2,0.7388887956845155,16.10867071077311,0.0009576651848583883,0.05569742885862194,58.15960498434327,1.0,0.9075271683197046,0.26285714285714284,0.21999999999999997,1.194805194805195,0.571721294853312,0.5879674427699179,0.6327006443152278,0.7338310790812881,0.5740188427572537,0.592432382561369,0.6314155476414782,0.7355509075360115,-6.615196528646823,-6.364258389509123,-5.673308977311665,-4.111247420279893,-6.498578061843045,-6.217669332014632,-5.622959596470061,-4.034317108964196,0.8430128050703396,-0.9659659659659656,0.012220446866314886,-1.626626626626627,0.632183908045977,1.002918127761329,0.9850282709313417,0.9790716200348328,0.037741809525159015,-0.290885085760708,21,22,0.1,1.0,0.12285714285714286,0.1,1.2285714285714284,0.23428571428571426,0.20857142857142855,1.1232876712328768
6,0,1000,400,Non-elitist,-0.3425635704173035,-0.46282611305956944,2,0.7598276813585916,16.076098784359978,0.0001961841216604062,0.08790804015806399,448.0894754073543,1.0,0.9261553309884881,0.3175,0.255,1.2450980392156863,0.452852037320291,0.49992277340867797,0.5544357608898864,0.6603671521957328,0.45472792504119175,0.5019430434134949,0.5629667924019592,0.6644990762190142,-8.19724805730431,-7.492044846701689,-6.675343494950933,-5.088303149709427,-8.030193179713358,-7.3348586138248155,-6.436165070854134,-4.94090446523807,0.823885331144431,-0.9439439439439444,0.014968392930772557,-1.5825825825825828,0.6683417085427136,0.996278218628033,0.9868217243705416,0.9857688585410109,0.03546683343172679,-0.2572466948490431,21,22,0.1,1.0,0.11000000000000001,0.1,1.1,0.14250000000000002,0.16,0.8906250000000001
6,0,1000,450,Non-elitist,-0.33137320695707756,-0.7705946018668963,2,0.8139951677295592,16.053420470177716,0.0009013741655528325,0.10905096791832335,120.9830191343902,1.0,0.944201640453146,0.3044444444444444,0.2177777777777778,1.397959183673469,0.4438020368073526,0.4701444297196524,0.5128099831635954,0.609968841026716,0.4527159054853163,0.4813972774702368,0.5245532572755256,0.6269988633274499,-8.095840530723702,-7.712409043503785,-7.091382826768804,-5.67716941452977,-7.772067702453388,-7.364759017439026,-6.751894144927338,-5.2970479434120445,0.8432192234163256,-0.9439439439439444,0.011041880508541602,-1.626626626626627,0.6272321428571429,0.9944865457151747,0.9870425012891806,0.9885973455692905,0.034996723238206975,-0.23355314382601383,21,22,0.1,1.0,0.08,0.1,0.7999999999999999,0.12,0.11111111111111112,1.0799999999999998
6,0,1000,500,Non-elitist,-0.28547262965691994,-0.9608167720806287,2,0.8487637307120158,16.0976806627554,0.0016086138993471502,0.1219824271609357,75.83076784953916,1.0,0.9502722611032264,0.20200000000000004,0.15599999999999997,1.2948717948717954,0.42260238130501016,0.4543273317643905,0.4819753328148996,0.564674344488487,0.4338838753001447,0.4612762459634429,0.4931188552296733,0.5782068848948789,-8.181896366151209,-7.732344361647621,-7.340563945514657,-6.168694299384626,-7.833213964871372,-7.454192257046954,-7.013593657749996,-5.8362508598032825,0.847906725214425,-0.8778778778778779,0.013524808704178739,-1.5605605605605606,0.6325301204819277,0.9925890320603141,0.9873734921969856,0.9910302251894763,0.03396204537819838,-0.2078136083091614,21,22,0.1,1.0,0.10800000000000001,0.1,1.08,0.092,0.05800000000000001,1.5862068965517238
