iid,rep,a1_budget,ela_budget,a2_algorithm,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,fid_a,fid_b,alpha,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25
6,0,1000,50,Non-elitist,0.6338352317585406,-0.0658698427172717,1,0.5938982242250107,6.373321422132231,0.021537997307755703,0.5785343937039891,26.86110437462365,1.0,1.0,0.34,0.48,0.7083333333333334,0.0,0.7873778202982132,0.8200635866167688,0.8692339531457117,0.0,0.7925728883892427,0.8042894914339923,0.8610066189702444,-16.82221248935177,-3.5767754868925934,-3.0269285805045545,-2.199774226575366,-16.825753914066905,-3.4901175350682934,-3.2929768555285293,-2.338668424890802,0.8446500113069451,-0.78978978978979,0.01978954763033728,-1.2522522522522526,0.5625,0.9968213476569261,0.9811524639363796,0.9067298234101239,0.04387922236589576,-0.4307900232170015,2,10,0.5,,,,,,,
6,0,1000,100,Non-elitist,0.7177912188056897,0.39227562520360326,1,0.37315391436934675,6.056430650444725,0.0003658461820463675,0.2327994144380042,636.3314033669459,1.0,0.7618072331103254,0.39999999999999997,0.51,0.784313725490196,0.9070514140175675,0.8004659232369407,0.819397776609176,0.889023801648622,0.9123363560633979,0.8082807427791393,0.8201256912890817,0.8865065583582323,-1.5326717187595822,-3.290208593827833,-2.9780326102920256,-1.8299372590859875,-1.4371523147255711,-3.1430335532445888,-2.948848205654203,-1.8606044083633613,0.839968035958855,-0.4814814814814819,0.036366384905766366,-1.2522522522522526,0.6122448979591837,0.9648460145335348,0.9846837242707182,0.9258203705963985,0.038682074538058095,-0.4715471111279305,2,10,0.5,1.0,0.28,0.1,2.8000000000000003,0.41000000000000003,0.25,1.6400000000000001
6,0,1000,150,Non-elitist,0.5709611819491716,0.33441079442261223,1,0.5528624816201884,5.8957442161433615,0.004191092574062007,0.2043958930897797,48.76911914443331,1.0,0.8326141088089547,0.30000000000000004,0.4,0.7500000000000001,0.669494776316921,0.7304732895395593,0.7522254208323892,0.8083520450576259,0.7165168947052046,0.7333071293264943,0.7513541056763297,0.8054866279827764,-5.312035229044499,-4.331959916334716,-3.9823494428702695,-3.080255969583167,-4.5324339035320325,-4.2639853532501615,-3.975443546220168,-3.109952535282142,0.849599406309836,-0.6576576576576577,0.0320262069365765,-1.1421421421421423,0.6081081081081081,1.0018630502053267,0.9862916094639934,0.9592885242805187,0.036005608280295406,-0.4089012006770358,2,10,0.5,1.0,0.18666666666666668,0.1,1.8666666666666667,0.23333333333333334,0.2533333333333333,0.9210526315789475
6,0,1000,200,Non-elitist,0.6909886794787513,0.46497499783030305,1,0.5594337727875633,5.864423863055988,0.004374572405022503,0.1933215778654396,44.19210838606411,1.0,0.8500775042492701,0.27999999999999997,0.33999999999999997,0.8235294117647058,0.5803672872530063,0.6829621159829925,0.7521909355655976,0.7877370806571633,0.5805881709743496,0.6996177297100402,0.7587064348475112,0.7820963889481373,-6.66435911216162,-5.035008585050594,-3.93555732542562,-3.3710344254056146,-6.6502942895011685,-4.762933132852924,-3.8260084894478155,-3.4551317820634484,0.8621583206600154,-0.5695695695695697,0.03728821307182837,-1.2302302302302301,0.6414141414141414,1.0158475407830299,0.9853599018221374,0.9680113376613395,0.03992749003644573,-0.38410076413574207,2,10,0.5,1.0,0.22000000000000003,0.1,2.2,0.3,0.25,1.2
6,0,1000,250,Non-elitist,0.8252216996391454,0.6214915191958492,1,0.578997262552801,5.82095842072362,0.0008203705565632596,0.1702399956441136,207.51597468013983,1.0,0.8582003387363164,0.24,0.27199999999999996,0.8823529411764707,0.5992827435293503,0.6411189443358335,0.6894774654695031,0.7574335809640809,0.6069118499574668,0.6310616462814038,0.6775533626684364,0.7423091505494323,-6.233236020033628,-5.582465658644335,-4.830239317156531,-3.7731685271108493,-6.141465129167473,-5.764157566006622,-5.03778803552037,-4.026067348595896,0.8541083413069795,-0.6136136136136141,0.035444556739704355,-1.208208208208208,0.6169354838709677,1.0018646802459394,0.98641130523361,0.9784549278584751,0.03719846522487637,-0.35722378287555356,2,10,0.5,1.0,0.196,0.1,1.96,0.384,0.252,1.5238095238095237
6,0,1000,300,Non-elitist,0.9032311284495209,0.7529554252847261,1,0.5927570086540144,5.779931457756507,0.0010164355263599472,0.13494315307062116,132.76115363054927,1.0,0.8608227116566776,0.25,0.25666666666666665,0.9740259740259741,0.6291563582625811,0.64032732479764,0.659155543582949,0.7483942133222673,0.6783884831055945,0.6483386045162697,0.6533668972073586,0.7241925140383326,-5.711725918304195,-5.5396709282499685,-5.249679101161563,-3.8752269992539965,-4.975868890371977,-5.440790848005632,-5.362994737297665,-4.267203806569402,0.8693748543138888,-0.6796796796796799,0.04804870439655134,-1.1861861861861869,0.6610738255033557,0.9998483085024413,0.9850248094782145,0.9768544379514126,0.040688010653591705,-0.3414540006997934,2,10,0.5,1.0,0.15666666666666668,0.1,1.5666666666666667,0.33666666666666667,0.2266666666666667,1.4852941176470587
6,0,1000,350,Non-elitist,0.9873528717010023,0.9174407817750496,1,0.5877997827653942,5.628227999410347,0.0012180869088744017,0.11236607569612604,92.24799550629784,1.0,0.871389003221093,0.2914285714285715,0.24857142857142858,1.1724137931034484,0.6220008573272909,0.6235175009282473,0.6590050106786839,0.7255863502515638,0.5866776760293713,0.6145761845605981,0.6600649332006354,0.7130646802622118,-5.753293561606316,-5.730209657756861,-5.190075995227872,-4.176682182799443,-6.29700713197863,-5.871970551556261,-5.178944895793586,-4.371488424452528,0.885288765510138,-0.6136136136136141,0.0320262069365765,-1.2302302302302301,0.632183908045977,1.0012436742021305,0.9845212144885171,0.9789358752583488,0.04311740759761642,-0.3208309914327775,2,10,0.5,1.0,0.2,0.1,2.0,0.3057142857142857,0.2,1.5285714285714285
6,0,1000,400,Non-elitist,1.033518284226767,1.0052358328944617,1,0.6128930412108421,5.550380129350982,0.0026641540365905897,0.11862790582458263,44.52742003476453,1.0,0.8811078818511205,0.3225,0.24500000000000002,1.316326530612245,0.517546978463181,0.5919901557400346,0.6201708088885807,0.7058164864566284,0.523798946953799,0.5600602394623485,0.5971673304220836,0.691253913731787,-7.230639517978573,-6.114941708174674,-5.692591478821257,-4.408999101692126,-7.136336095456901,-6.592925347115745,-6.036839486071528,-4.626860494475078,0.8721403259111982,-0.7017017017017021,0.0320262069365765,-1.208208208208208,0.6457286432160804,0.9956980952899932,0.9856606535748558,0.9858320473324953,0.0383683999499157,-0.30329081487148635,2,10,0.5,1.0,0.17750000000000002,0.1,1.7750000000000001,0.275,0.19249999999999998,1.4285714285714288
6,0,1000,450,Non-elitist,1.1044409578528762,1.1587106750125544,1,0.6233446817194717,5.411723184782343,0.0012373007520277096,0.12413046085503479,100.3235960631299,1.0,0.8856800265016986,0.3111111111111111,0.21555555555555556,1.443298969072165,0.5459930007408504,0.5785405280044357,0.6132629251865133,0.683764693355584,0.5375583625643066,0.5727636726104284,0.5945194914442228,0.6743830915003922,-6.662899061424648,-6.185239269372742,-5.675661602128846,-4.640994370722694,-6.782316576033829,-6.265984268211687,-5.946906488970514,-4.775601453623178,0.8773105740062976,-0.6356356356356354,0.04341478330055092,-1.208208208208208,0.6696428571428571,1.0017812495082032,0.984599630631512,0.9866185912301604,0.04063631298553655,-0.2917836507448198,2,10,0.5,1.0,0.21555555555555556,0.1,2.1555555555555554,0.3,0.17777777777777776,1.6875000000000002
6,0,1000,500,Non-elitist,1.1421684458243593,1.2616226913373314,1,0.633195811044153,5.260890538794332,0.0047295487024243115,0.12196598096022035,25.788080139168883,1.0,0.8896242339823736,0.27799999999999997,0.20600000000000002,1.349514563106796,0.4832335071802776,0.5599630826275065,0.5757491352989244,0.6694265189601414,0.47505043294082766,0.5445552064347103,0.5684470461515874,0.6535771243804249,-7.446373144258905,-6.340734412027954,-6.113264480638051,-4.763415441252535,-7.579437882928312,-6.575899359760991,-6.230939145663822,-5.001796042414874,0.877576330905645,-0.5695695695695697,0.03728821307182837,-1.1861861861861869,0.6767068273092369,1.002922688240304,0.9840256421510911,0.9888863029405288,0.04041214273287163,-0.2740041477656988,2,10,0.5,1.0,0.21000000000000002,0.1,2.1,0.27999999999999997,0.17400000000000002,1.6091954022988502
6,0,1000,550,Non-elitist,1.2350563898503761,1.506236421200458,2,0.6411830551855677,5.177182164874898,0.0009906324337829186,0.11282295385179855,113.8898243225922,1.0,0.8927457855851983,0.23454545454545453,0.19454545454545455,1.2056074766355138,0.4946247803123765,0.5649958767063619,0.5864552100581198,0.6658772396058966,0.4807181545362326,0.5517629710986145,0.5819546139512769,0.6516508051446439,-7.1854345471437195,-6.184896951607739,-5.879787739249236,-4.750563802884475,-7.404098823813449,-6.391117439344315,-5.960634630659275,-4.966882409689147,0.8698841271490599,-0.5695695695695697,0.04341478330055092,-1.1861861861861869,0.6496350364963503,1.0010554397946232,0.9838531348132011,0.9898600600419392,0.04070084353097034,-0.2636033960246171,2,10,0.5,1.0,0.25272727272727274,0.10181818181818184,2.4821428571428568,0.3036363636363636,0.16545454545454547,1.8351648351648349
6,0,1000,600,Non-elitist,1.2822661035146656,1.6675051603029232,2,0.6538719633932147,5.079435784405511,0.0027706464286697623,0.12517337212194518,45.178399822760205,1.0,0.8984200284121093,0.2416666666666667,0.20500000000000002,1.1788617886178863,0.5212472238475141,0.5586346616900307,0.5950498674201332,0.6614822552669369,0.49054890227146164,0.5463049456823122,0.5845654932350234,0.6505369512315463,-6.701249994244057,-6.1779265168525335,-5.6682116716449915,-4.738337087410267,-7.137712813686867,-6.356537491328117,-5.820484469274998,-4.896185114186949,0.8893162387740061,-0.6576576576576577,0.03922776758927715,-1.208208208208208,0.6488294314381271,1.0013170485239624,0.9833083744370552,0.9904239623182146,0.04193538950350399,-0.2601075552699364,2,10,0.5,1.0,0.23500000000000001,0.10166666666666666,2.311475409836066,0.3383333333333333,0.19833333333333333,1.7058823529411764
6,0,1000,650,Non-elitist,1.2797588829676048,1.7102570156501722,2,0.6764055028435039,5.0410861617338805,0.000626865847695194,0.12979562385159804,207.054865612506,1.0,0.9041517958928335,0.2569230769230769,0.2,1.2846153846153845,0.4444031341558641,0.5156845426440877,0.5764519070474027,0.6542387949441076,0.4450723217263453,0.49607235668840266,0.5612356425170713,0.6464611522872934,-7.674395448695086,-6.689793571851413,-5.8504209737042805,-4.7759596598600496,-7.663815155679873,-6.959480417686008,-6.059544449306759,-4.882539626877486,0.8866724229356527,-0.6356356356356354,0.03922776758927715,-1.208208208208208,0.6697530864197531,0.9993105590143062,0.983376633280996,0.9913874286853417,0.041486677479026526,-0.2515542099752196,2,10,0.5,1.0,0.14923076923076922,0.09076923076923078,1.644067796610169,0.34615384615384615,0.17846153846153845,1.9396551724137931
6,0,1000,700,Non-elitist,1.2478376319337452,1.6613691658152918,2,0.6967827385735929,5.00293478858689,0.002107039017169731,0.1365208389351634,64.79274366667603,1.0,0.9123185671577411,0.26142857142857145,0.18571428571428572,1.4076923076923078,0.4070270351042442,0.45165434008665883,0.49678753479769927,0.6188107052468381,0.3960799672749602,0.4467801393995484,0.4805894141161282,0.6031031081384758,-8.062137317449396,-7.455378692392736,-6.841741924990436,-5.18269907765854,-8.214946884019536,-7.525287329037082,-7.0653896920425145,-5.398871884349864,0.8672587607841378,-0.5915915915915919,0.03728821307182837,-1.208208208208208,0.6489971346704871,0.9967716676333193,0.9836639720350928,0.9922114435124247,0.04061468451819413,-0.24272353510248004,2,10,0.5,1.0,0.11000000000000001,0.08857142857142856,1.241935483870968,0.25571428571428567,0.1757142857142857,1.4552845528455283
6,0,1000,750,Non-elitist,1.2540973357751308,1.670173806275229,2,0.7186211711089013,4.980439423253896,0.0004392646225690325,0.13450954907436402,306.2153020374984,1.0,0.9188754109611913,0.25066666666666665,0.16933333333333334,1.480314960629921,0.4181225288562648,0.44241870983542986,0.46556845979486855,0.572789681403247,0.41733381330574737,0.43661984664424747,0.4590473160270792,0.544064650870348,-7.780797751284151,-7.455912049908057,-7.146356290560404,-5.712606607245494,-7.799475840610076,-7.541316100917195,-7.241105603702935,-6.10307723637109,0.876080836306518,-0.5915915915915919,0.03728821307182837,-1.208208208208208,0.6363636363636364,0.9960870512259028,0.9834825876242267,0.9929356369349663,0.040353004155009205,-0.2279829563419793,2,10,0.5,1.0,0.12666666666666665,0.08133333333333334,1.5573770491803276,0.16133333333333333,0.15066666666666667,1.070796460176991
6,0,1000,800,Non-elitist,1.258913839126651,1.6754180395562477,2,0.7382604399552821,4.962487811621818,0.00033865276270657796,0.13288785443884807,392.4015070090756,1.0,0.9229922689187798,0.2725,0.18375,1.4829931972789117,0.41334064916800367,0.43227708769629697,0.4496042932282582,0.5260536372162417,0.4078044805075165,0.4271927982180687,0.4438217473376593,0.5034559310213315,-7.742251073636535,-7.4923434205519825,-7.263673110528466,-6.254757093541164,-7.8311743649827115,-7.574783879682959,-7.354883195237487,-6.566282682115618,0.8683464582903601,-0.6356356356356354,0.03728821307182837,-1.208208208208208,0.6441102756892231,0.9965629200219116,0.9829499609743803,0.9933282419882823,0.041764894642631695,-0.21892812755021945,2,10,0.5,1.0,0.17,0.0875,1.942857142857143,0.11499999999999999,0.1075,1.069767441860465
