iid,rep,a1_budget,ela_budget,a2_algorithm,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,fid_a,fid_b,alpha,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25
6,0,1000,50,Non-elitist,1.2055306781393684,0.48323996664385316,2,0.1336979726186578,-5.2151805310472135,0.14946939123915867,11.74702436807085,78.5915047267103,1.0,1.0,0.5,0.6,0.8333333333333334,0.0,0.7699453097232992,0.7391796901632998,0.8093121395460923,0.0,0.7790547107741308,0.7458722807938086,0.8291078762887837,-16.37743432946193,-3.767705582191372,-4.271567496140472,-3.1229779120094747,-16.255072657238824,-3.591481729641151,-4.130864539915027,-2.7778638874756663,0.8174924933809758,0.7077077077077076,0.6064329395408061,0.025025025025024985,0.5416666666666666,1.0049240807845954,0.9838712729097504,0.9258355024845701,0.04677017160255032,-0.36689869602197295,24,21,0.7,,,,,,,
6,0,1000,100,Non-elitist,2.012159074076587,3.543921284274469,2,0.08470542687152038,30.92183826222971,0.01483413651016293,3.254733528011441,219.40835759342036,1.0,0.6922935787713501,0.5599999999999999,0.4699999999999999,1.1914893617021278,0.8829515667203515,0.7862492057185678,0.7970717809601953,0.8425662609738918,0.8882814002855471,0.7460990636899935,0.8019822692005073,0.8492425120550907,-1.8627183174421251,-3.4016475805751405,-3.2294162351430256,-2.5054133682139934,-1.7672312272005914,-4.016355955135232,-3.1323621876992807,-2.384771569922332,0.8054907023213537,0.7077077077077076,0.13936192742241435,-0.08508508508508508,0.6428571428571429,0.9959543185127724,0.9850221981513507,0.9556536258500932,0.03540038486384894,-0.26529598398256793,24,21,0.7,1.0,0.25,0.1,2.5,0.41,0.25,1.64
6,0,1000,150,Non-elitist,2.534315675653639,6.234773218641555,3,0.18123601676553902,31.958814045641496,0.009039851780583436,2.2767382947209596,251.85571068887788,1.0,0.5041381935985032,0.47333333333333333,0.44666666666666677,1.0597014925373132,0.7365858137598854,0.7739531528285836,0.7550204343406197,0.803749913986925,0.7093231995310167,0.7714894708530006,0.7556149048683451,0.8031496788295152,-4.0962056447839235,-3.5151272017108894,-3.8095392432507094,-3.051774551668652,-4.50876076225547,-3.544484134674395,-3.790718509464437,-3.053394707451293,0.831105547202052,0.7077077077077076,0.08611414726830227,-0.6576576576576577,0.6216216216216216,0.999944565308095,0.9871851701780566,0.967530916962732,0.03615319087335,-0.21397478522412458,24,21,0.7,1.0,0.16666666666666666,0.1,1.6666666666666665,0.3866666666666667,0.2533333333333333,1.5263157894736845
6,0,1000,200,Non-elitist,2.7368386087989895,7.491545029109428,5,0.13200167748275415,27.389861445740554,0.010736931927724349,1.8281626233922605,170.2686238208956,1.0,0.41226730331393047,0.385,0.39999999999999997,0.9625000000000001,0.5327044573538887,0.6174923237244974,0.6908817748964547,0.7547101818811194,0.5353064413954168,0.6101934937673554,0.6864058423891282,0.7523182391938639,-7.042120096367238,-5.76437125606053,-4.658395953936163,-3.6965051021626927,-7.016721361429669,-5.885951265001864,-4.735169626915599,-3.739913906066759,0.8382703800389679,0.7957957957957956,0.058853157751914506,-0.8558558558558556,0.6363636363636364,1.0165643750470055,0.9861698014736188,0.9828501480143144,0.034215392750428904,-0.21787442098174142,24,21,0.7,1.0,0.185,0.1,1.8499999999999999,0.25,0.25,1.0
6,0,1000,250,Non-elitist,2.7154589653001326,7.085415141810794,2,0.09000131016756585,29.117470728182646,0.004681770448127378,1.5516490479849423,331.42356405055557,1.0,0.44675307376583107,0.352,0.356,0.9887640449438202,0.5594966206178333,0.6066634163975726,0.6563125703494745,0.7270777702111999,0.5577684225193587,0.6043069738142198,0.6439102501111067,0.7196434909892918,-6.39339800041337,-5.708826412683347,-4.988226261911482,-3.961151082762189,-6.447277222604978,-5.768793466547267,-5.191418818938283,-4.087306802131087,0.8267712577430416,0.83983983983984,0.10280447320933098,-0.7017017017017021,0.625,1.0324167493674317,0.983228722005389,0.9807961098185346,0.044041840565386146,-0.23269596554591615,24,21,0.7,1.0,0.184,0.1,1.8399999999999999,0.268,0.24400000000000005,1.0983606557377048
6,0,1000,300,Non-elitist,2.9634732418067156,8.841787328157814,4,0.14812765772468595,27.693482769353093,0.011427360345175422,1.5105117105369454,132.18378216056487,1.0,0.4834634519759904,0.27666666666666667,0.2966666666666667,0.9325842696629213,0.5025848484465396,0.5572330817585275,0.5904087049886771,0.6760408316965172,0.48529016513997475,0.5586750198179363,0.5813927494502411,0.6707533159743826,-6.953239399638272,-6.189325699384411,-5.7255721329097895,-4.528542497925347,-7.222581816706497,-6.192820811337648,-5.87403797517179,-4.620100398705285,0.8535620192602363,0.83983983983984,0.08611414726830227,-0.8118118118118121,0.6174496644295302,1.0132883103465922,0.986490302127068,0.9898960058791962,0.035379161218898704,-0.22402385760383292,24,21,0.7,1.0,0.1,0.1,1.0,0.2,0.23000000000000004,0.8695652173913042
6,0,1000,350,Non-elitist,3.1289430266257656,10.103396693557812,5,0.18110170080386023,27.05503678113639,0.010009016343907778,1.3243413697422064,132.31483736644088,1.0,0.5047830685808217,0.21714285714285714,0.21999999999999997,0.9870129870129871,0.4983464538965942,0.540570581205719,0.5665494416598553,0.6396484136255425,0.4892157374585389,0.5353909596825926,0.5564187166063153,0.6344784382962796,-6.826926660212738,-6.252304946342781,-5.898762593430296,-4.903969823752902,-7.000990250592039,-6.368096278876769,-6.0798823850455115,-5.0099681559026195,0.8569235396628074,0.83983983983984,0.08393129498166373,-0.8118118118118121,0.6522988505747126,1.0092289970489616,0.9867552738061384,0.9912689271385333,0.03725758370469566,-0.2108004574671699,24,21,0.7,1.0,0.1657142857142857,0.1,1.657142857142857,0.13428571428571429,0.17714285714285713,0.7580645161290324
6,0,1000,400,Non-elitist,3.3419629544439955,11.786201621032331,5,0.21861328689918869,26.4500042555375,0.003970231796524898,1.2823885375017594,323.00092368012884,1.0,0.5269220327611425,0.205,0.1775,1.1549295774647887,0.49666489408088405,0.5109914863978396,0.5458328248302147,0.6184255873092852,0.46831745093773985,0.4970666428299627,0.5405571042455027,0.6127571287182869,-6.639838208863992,-6.450846314695924,-5.991230350200849,-5.0336094882199305,-7.0666297407988985,-6.684522231707555,-6.106487484051893,-5.146871936906976,0.8513698790949584,0.8178178178178177,0.07978144572076629,-0.8118118118118121,0.6557788944723618,1.0057904192199585,0.9865909895187952,0.9928948797436152,0.03702333931503849,-0.20171848825292782,24,21,0.7,1.0,0.2375,0.1,2.3749999999999996,0.185,0.175,1.0571428571428572
6,0,1000,450,Non-elitist,3.4987820202300846,13.216302196697288,5,0.2410024837284358,24.917178812842533,0.006089205855273443,1.4266105290372406,234.28515358891198,1.0,0.5546662828538482,0.18000000000000002,0.12222222222222223,1.4727272727272729,0.4307617261671616,0.4842344361449563,0.4995576497337252,0.5835911835699842,0.4295043174518016,0.478239481817213,0.4957293357635996,0.577965641325178,-7.225377572427464,-6.546645067655772,-6.352146544117773,-5.285503560637305,-7.274149183123143,-6.652747712607932,-6.429741981471127,-5.381181627338593,0.8690280771256808,0.8178178178178177,0.08393129498166373,-0.8118118118118121,0.6450892857142857,1.003745764213029,0.9867038387437247,0.9941174506889797,0.03750708929353197,-0.19981835279756072,24,21,0.7,1.0,0.17555555555555555,0.1,1.7555555555555553,0.21777777777777776,0.16,1.361111111111111
6,0,1000,500,Non-elitist,3.6441278987826893,14.602594214047148,5,0.26701104396123954,23.871754979480908,0.021663197470684153,1.4937612900988084,68.95386944241493,1.0,0.5738234611521964,0.09600000000000002,0.094,1.021276595744681,0.4140706334843497,0.4227903952665436,0.4552871703670513,0.5469102712631293,0.41388503464100435,0.41961478173873407,0.45028106062585166,0.5395366263522119,-7.172747222187305,-7.066002876067054,-6.668188452259733,-5.546569738474071,-7.188497955927942,-7.118224583408293,-6.7421132466828455,-5.647424508636131,0.8628794369335732,0.7957957957957956,0.07978144572076629,-0.8778778778778779,0.6666666666666666,0.998565582546181,0.9878284547414624,0.9957235869769337,0.03306237213889447,-0.19600509009983935,24,21,0.7,1.0,0.13399999999999998,0.096,1.395833333333333,0.22200000000000003,0.11600000000000002,1.9137931034482758
