evaluations raw_y rep iid sigma t d_norm d_mean ps_norm ps_mean pc_norm pc_mean ps_squared loglikelihood mhl_norm mhl_mean x0 x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 x14 x15 x16 x17 x18 x19 x20 x21 x22 x23 x24 x25 x26 x27 x28 x29 x30 x31 x32 x33 x34 x35 x36 x37 x38 x39
1 373025.0754465146 0.0000000000 1.0000000000 0.2317618758 67.0000000000 5.4131357665 0.8543801925 5.7670114217 -0.0421952053 4.5011978241 -0.0611539509 33.2584207385 97.4161049681 27.5138975901 6.9710926605 3.528105 0.800314 1.957476 4.481786 3.735116 -1.954556 1.900177 -0.302714 -0.206438 0.821197 0.288087 2.908547 1.522075 0.243350 0.887726 0.667349 2.988158 -0.410317 0.626135 -1.708191 -5.000000 1.307237 1.728872 -1.484330 4.539509 -2.908731 0.091517 -0.374368 3.065558 2.938718 0.309895 0.756325 -1.775571 -3.961593 -0.695824 0.312698 2.460581 2.404760 -0.774654 -0.604606
2 115543.2138436031 0.0000000000 1.0000000000 0.2317618758 67.0000000000 5.4131357665 0.8543801925 5.7670114217 -0.0421952053 4.5011978241 -0.0611539509 33.2584207385 97.4161049681 27.5138975901 6.9710926605 -2.097106 -2.840036 -3.412540 3.901551 -1.019304 -0.876149 -2.505591 1.554981 -3.227796 -0.425481 -1.790933 0.773805 -1.021610 -2.361264 -0.056364 0.856664 0.133034 0.604944 -1.268644 -0.725482 -1.344921 -0.719106 -1.626293 -3.452565 0.354852 -0.803562 -3.260397 0.925565 -1.814597 0.103891 1.458181 0.257966 2.278801 -2.469652 0.804683 -1.369620 -1.741594 -1.157699 -0.623105 0.112331
15 112359.1017377765 0.0000000000 1.0000000000 0.2317618758 67.0000000000 5.4131357665 0.8543801925 5.7670114217 -0.0421952053 4.5011978241 -0.0611539509 33.2584207385 97.4161049681 27.5138975901 6.9710926605 4.022513 -0.089191 0.390139 -3.563126 -1.458089 0.393115 0.709515 1.233773 0.017256 1.054008 0.907564 -3.659481 0.074011 1.535805 1.179760 -0.727718 -1.611253 -2.236624 -0.262108 2.266160 -3.903608 -1.319783 -2.279605 1.569915 -1.108619 -0.941275 -0.433899 0.890787 -0.784778 -5.000000 1.086624 0.878086 -0.439082 -2.168073 0.703560 0.758471 -0.940066 -0.433463 -1.860313 -0.357178
16 90078.1715724555 0.0000000000 1.0000000000 1.8787144250 1.0000000000 6.3081183719 0.9973802439 2.9139200929 -0.1752474516 2.4711141016 -0.1486164463 8.4909303077 -1289.5513156071 26.9499905007 6.8421393139 1.166388 -0.435057 -1.974066 2.493664 -1.846038 0.165460 -0.717746 0.856946 -2.625197 -1.154176 -0.749995 -1.914461 2.991189 -0.050985 -0.027712 0.764940 1.266234 -0.231146 0.852971 1.837115 -1.605997 1.275115 -0.223437 0.817148 3.712891 -3.051996 -2.015714 1.553179 -0.248713 0.416149 -0.327702 3.152698 0.421109 -1.604151 -2.130857 -4.219821 -0.771169 0.191001 -1.350528 2.046669
25 82395.5314013474 0.0000000000 1.0000000000 1.8787144250 1.0000000000 6.3081183719 0.9973802439 2.9139200929 -0.1752474516 2.4711141016 -0.1486164463 8.4909303077 -1289.5513156071 26.9499905007 6.8421393139 2.760717 0.201903 0.181213 1.351491 -0.553272 -3.252832 -3.372872 0.285045 2.594389 0.380899 -0.568109 -1.650245 -1.289316 0.878470 0.941768 2.237048 -1.126467 0.149052 -1.031247 1.205724 -1.614351 -2.379156 -0.834191 1.455494 0.264550 -1.271602 -1.266761 0.700727 0.018059 -3.630266 -2.031069 -1.031406 -0.997847 -1.176578 -1.290115 0.134581 -2.775154 -0.680899 -1.132281 0.259318
64 44803.6526684459 0.0000000000 1.0000000000 1.6383748972 4.0000000000 6.2624947928 0.9901112819 4.1631401199 -0.0074133268 3.6689515280 -0.0161605712 17.3317356575 -1146.0092183636 24.8230559295 6.3203654690 0.720282 -1.054419 -0.266662 0.843344 -0.791784 -1.381720 -1.117292 2.181062 1.491638 -1.507364 -1.117852 1.076420 -5.000000 0.853310 1.408203 1.428087 0.773388 -2.207334 -1.640459 0.756733 -0.286169 -3.537313 0.022018 2.898790 -0.340784 -1.510676 -1.073189 -1.757387 -1.379057 -1.470167 0.379440 0.307497 2.259432 -0.391509 -0.163980 1.399372 -1.578013 1.377150 1.973849 2.307205
76 43331.9874305326 0.0000000000 1.0000000000 1.5632682187 5.0000000000 6.2487631427 0.9879228138 3.7563880702 -0.0044511350 3.3310965854 -0.0123827615 14.1104513340 -1119.4845572983 24.9321314314 6.3553715853 1.277526 1.312176 1.696963 0.942147 -2.711773 -1.702116 -0.883706 -0.265819 -0.249843 -0.864686 -0.088751 1.932360 -1.191008 -0.002126 1.518034 4.419931 1.719311 0.060004 0.602747 3.480245 -1.204801 -0.066055 -2.199015 0.900051 -1.394030 0.131434 0.380125 0.075175 -0.841398 -0.211065 0.648886 0.518458 0.873780 2.225592 0.091136 -2.524860 -0.500795 -1.043584 -0.262512 -0.221332
102 40758.6313018194 0.0000000000 1.0000000000 1.4837840107 6.0000000000 6.2327489173 0.9853660477 3.4730987140 0.0559673610 3.0230554016 0.0380531799 12.0624146771 -1145.3236549626 27.2840522129 6.9158419689 0.651580 -2.092919 0.043701 0.939726 -0.315305 -1.113620 1.176665 -0.116193 0.664137 -0.947101 -2.205781 -0.957243 -2.992062 1.174706 0.564052 3.052882 0.213936 -0.899351 -0.134016 0.622741 -0.997391 -1.860530 -1.740809 1.424012 0.948821 -1.806961 2.982103 0.202613 -0.227184 -2.209770 1.987080 0.091836 -0.424396 0.236800 -0.960640 2.406687 1.852377 1.410111 1.819258 0.700236
141 38527.8996021757 0.0000000000 1.0000000000 1.2763901726 9.0000000000 6.1858619631 0.9778892308 3.6682827392 0.0735917743 3.1466530357 0.0640772918 13.4562982549 -1031.6275251745 26.6372704298 6.7859168373 -1.351436 -2.065569 1.193985 1.129616 1.376516 -0.032251 -0.766920 1.778780 -0.175455 -1.067484 -2.072603 2.004850 -1.519274 -0.247593 1.380107 1.001832 1.446771 -2.551146 0.570136 1.774751 -0.725065 -0.514070 0.348003 0.764191 0.532235 -1.623466 1.711369 -1.274176 -1.788684 0.798151 1.918164 1.956359 2.035479 0.996483 -1.883297 0.473043 0.773201 3.237920 0.259220 -0.731724
145 34146.0969874837 0.0000000000 1.0000000000 1.2763901726 9.0000000000 6.1858619631 0.9778892308 3.6682827392 0.0735917743 3.1466530357 0.0640772918 13.4562982549 -1031.6275251745 26.6372704298 6.7859168373 0.955227 0.414572 1.773112 0.471430 -0.772669 1.779314 0.578170 -0.601750 -0.614224 0.320458 -0.881966 4.127709 -0.889886 -0.357706 2.208014 1.276289 3.946063 -1.497053 0.636477 -0.823175 -0.083402 -0.679784 -0.599578 1.851084 0.361949 -1.302951 1.646300 0.497124 0.962626 -0.895626 -0.578918 1.047562 0.264081 1.515844 1.830065 -0.279405 0.409013 1.604596 0.845719 1.017020
149 32838.3208128883 0.0000000000 1.0000000000 1.2763901726 9.0000000000 6.1858619631 0.9778892308 3.6682827392 0.0735917743 3.1466530357 0.0640772918 13.4562982549 -1031.6275251745 26.6372704298 6.7859168373 -0.647644 -3.055903 -1.910491 -0.104239 -2.401874 -0.245094 -1.648496 -1.842825 -2.051169 0.213179 -1.074800 0.881687 -0.600534 -1.694092 -0.551435 0.249619 1.972884 0.473349 1.475835 0.899831 -0.959569 -0.232849 -0.645129 0.108954 -0.196633 -0.076642 0.549046 -1.821042 -0.929573 -0.705123 -0.341018 0.448348 -0.659713 1.283481 0.702340 -0.074462 -1.046427 -0.269456 2.825863 0.926190
172 29540.4139983844 0.0000000000 1.0000000000 1.1837450608 11.0000000000 6.1584272574 0.9735011221 4.6631881549 0.0438768666 3.9179293946 0.0422719794 21.7453237683 -1015.7695147369 27.9199497361 7.1194467252 -0.069997 -0.318092 -0.326830 -0.655349 -1.888308 -0.150252 -0.244044 -1.427049 -1.345258 1.006808 -1.990616 1.992083 -0.470132 -0.015355 1.090904 -0.550944 0.390932 -1.102012 0.049189 0.692762 -2.127958 -0.943045 0.573189 0.913458 1.086207 -0.165713 3.107782 -0.775093 0.107648 -1.365083 -1.142380 1.089954 1.573284 0.608696 -0.673791 0.822542 1.598164 1.182771 2.732675 2.221028
173 25367.1150185519 0.0000000000 1.0000000000 1.1837450608 11.0000000000 6.1584272574 0.9735011221 4.6631881549 0.0438768666 3.9179293946 0.0422719794 21.7453237683 -1015.7695147369 27.9199497361 7.1194467252 -0.846647 0.083489 1.544376 -0.316510 -0.785908 0.552924 0.023591 -0.635923 -1.727234 -0.279074 0.171414 1.094620 -0.495118 -1.503058 0.969082 0.603350 2.637641 -0.563037 0.047326 -0.422300 -0.379365 -2.134211 -2.135291 1.417027 0.730198 0.315196 1.286623 0.353662 1.054546 -2.271967 -1.442752 1.044925 0.159720 1.913299 -0.366493 -0.231670 2.506270 1.643441 0.554735 0.944029
235 23370.5708202013 0.0000000000 1.0000000000 1.0465226662 15.0000000000 6.1012152755 0.9643690078 4.3698564502 0.1957959330 3.8407326791 0.1726802033 19.0956453955 -885.3904176131 26.0701410531 6.6334952094 -1.861942 -0.646017 0.571109 2.048357 2.462756 -1.699194 -1.135419 -0.779887 -1.126634 1.301755 -1.815751 -0.419463 -0.511660 -0.709646 -0.403162 -0.706538 1.048736 -0.570675 -1.458980 0.521434 -1.117014 -2.297405 -0.696248 1.172834 0.261459 -0.376426 1.210220 2.314144 0.753481 -1.017014 0.472124 0.248385 2.325341 -0.266029 -0.445429 0.980476 3.133319 1.122738 1.646207 0.171697
