evaluations raw_y rep iid sigma t d_norm d_mean ps_norm ps_mean pc_norm pc_mean ps_squared loglikelihood mhl_norm mhl_mean x0 x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 x14 x15 x16 x17 x18 x19 x20 x21 x22 x23 x24 x25 x26 x27 x28 x29 x30 x31 x32 x33 x34 x35 x36 x37 x38 x39
1 2890.3542688768 0.0000000000 1.0000000000 0.4677474882 67.0000000000 5.5108913093 0.8683858167 6.0785256693 0.0458676133 5.2048708047 0.0485111544 36.9484743128 -344.4331004110 27.8524051334 7.0813324721 3.528105 0.800314 1.957476 4.481786 3.735116 -1.954556 1.900177 -0.302714 -0.206438 0.821197 0.288087 2.908547 1.522075 0.243350 0.887726 0.667349 2.988158 -0.410317 0.626135 -1.708191 -5.000000 1.307237 1.728872 -1.484330 4.539509 -2.908731 0.091517 -0.374368 3.065558 2.938718 0.309895 0.756325 -1.775571 -3.961593 -0.695824 0.312698 2.460581 2.404760 -0.774654 -0.604606
2 2167.3644690578 0.0000000000 1.0000000000 0.4677474882 67.0000000000 5.5108913093 0.8683858167 6.0785256693 0.0458676133 5.2048708047 0.0485111544 36.9484743128 -344.4331004110 27.8524051334 7.0813324721 -2.097106 -2.840036 -3.412540 3.901551 -1.019304 -0.876149 -2.505591 1.554981 -3.227796 -0.425481 -1.790933 0.773805 -1.021610 -2.361264 -0.056364 0.856664 0.133034 0.604944 -1.268644 -0.725482 -1.344921 -0.719106 -1.626293 -3.452565 0.354852 -0.803562 -3.260397 0.925565 -1.814597 0.103891 1.458181 0.257966 2.278801 -2.469652 0.804683 -1.369620 -1.741594 -1.157699 -0.623105 0.112331
8 1730.6841668629 0.0000000000 1.0000000000 0.4677474882 67.0000000000 5.5108913093 0.8683858167 6.0785256693 0.0458676133 5.2048708047 0.0485111544 36.9484743128 -344.4331004110 27.8524051334 7.0813324721 -0.221081 2.040345 -1.384100 3.072754 0.572687 1.217688 -2.090507 2.422291 1.379636 2.603692 -1.256175 -0.962054 4.607833 -2.120032 -0.271899 2.273783 0.195450 1.165907 -0.798898 0.740112 -2.613054 3.316261 -0.236328 -1.360356 1.332766 -0.921440 -2.668517 -2.693435 1.387546 -0.319147 -0.267403 2.155488 -2.253652 -1.461356 -0.769760 0.188703 -0.084343 -0.573774 -0.123253 -0.214611
38 1349.8341489411 0.0000000000 1.0000000000 1.8010343008 2.0000000000 6.2952917801 0.9953362826 3.4208675249 -0.0936653077 2.9543359545 -0.0824257238 11.7023346229 -1220.3466500587 25.3095074916 6.4389590024 -0.236625 1.053322 1.443932 -1.535090 -0.029438 -2.317773 -1.789425 1.648921 0.932477 2.391943 2.245474 -0.983148 3.323804 -0.291791 1.534734 -0.799687 -1.708541 2.653725 -0.265576 5.000000 -1.385135 -0.203324 0.700933 -1.622993 -0.455644 -4.328348 0.688944 -1.935838 0.143542 2.125070 -0.688589 -4.838928 -1.416823 -1.837900 -2.087239 -1.167649 0.564328 0.586200 1.499646 -1.349695
56 1251.9103504284 0.0000000000 1.0000000000 1.7359528386 3.0000000000 6.2822748277 0.9932539586 4.3018318316 -0.0438077467 3.7291018959 -0.0427336470 18.5057571072 -1220.2177592159 26.2216214271 6.6877368446 -2.157071 -1.190232 1.359860 1.805246 -0.014124 -2.346480 0.805282 2.787706 0.195536 0.474479 -1.252361 -2.856994 1.347077 -0.350774 2.187342 -0.174339 0.213636 3.570528 -3.506712 0.066200 0.875139 4.087522 1.280422 0.168848 -1.404713 -0.391459 0.439609 -1.648567 0.760682 2.775923 3.509416 -4.727057 -2.553673 -0.585542 -0.044952 -1.880014 -0.070761 -1.178351 0.615777 -4.390059
61 1216.7979971212 0.0000000000 1.0000000000 1.6936714640 4.0000000000 6.2688443227 0.9911108733 4.9564189523 -0.0636999252 4.3409928237 -0.0591286680 24.5660888302 -1168.7046991960 24.8742448287 6.3453982152 -0.521588 -0.389509 2.574784 -0.338413 -2.720220 -0.621278 1.079683 1.659383 0.730554 2.158567 2.421330 -1.034635 0.581117 -0.431460 2.892306 -3.268435 -1.720970 2.696466 -2.585635 2.957129 -2.461906 1.393620 0.493750 0.183994 -1.403509 -0.540252 -0.686858 -1.762844 -1.690997 -1.127298 0.003706 -4.565453 0.064593 0.973614 -0.641481 -4.050074 -1.015253 1.180476 -0.014113 -3.345403
74 993.7042421657 0.0000000000 1.0000000000 1.6936714640 4.0000000000 6.2688443227 0.9911108733 4.9564189523 -0.0636999252 4.3409928237 -0.0591286680 24.5660888302 -1168.7046991960 24.8742448287 6.3453982152 -3.751760 -0.644859 1.236925 1.290661 2.554561 -3.008318 0.675470 2.456187 0.859022 1.688626 0.123578 -2.256548 -0.020141 -0.362762 1.920831 -2.537630 1.331286 1.055007 -0.070104 2.832912 0.184589 4.132645 -1.118678 -3.167887 -2.677910 -3.372295 1.124106 -0.298828 1.873123 1.522029 0.479301 -0.802609 -0.239468 1.122533 1.096411 -2.351852 -0.409994 0.135105 3.879608 -2.660666
111 974.8989650367 0.0000000000 1.0000000000 1.6115978467 7.0000000000 6.2284818707 0.9846419793 5.8458820731 -0.0602255126 5.3417301196 -0.0580244013 34.1743372123 -1149.6453586238 25.5644016318 6.4657047133 -0.650523 -0.446836 -0.019416 -0.243708 -0.149009 -1.242375 1.724417 2.978250 2.138765 0.606819 0.577392 -4.933285 0.601817 -1.534904 1.176376 -3.084577 0.001276 3.544325 -2.660133 5.000000 -3.765217 5.000000 -2.603757 1.781424 0.025178 -5.000000 0.066025 0.149815 2.585831 2.149823 -1.021697 -2.003933 -0.976142 4.319895 0.273543 -3.332680 -3.025133 -0.100588 1.668395 -1.699462
113 870.7581405994 0.0000000000 1.0000000000 1.6115978467 7.0000000000 6.2284818707 0.9846419793 5.8458820731 -0.0602255126 5.3417301196 -0.0580244013 34.1743372123 -1149.6453586238 25.5644016318 6.4657047133 -1.703385 -2.488686 2.214791 0.416073 1.593641 -0.663025 1.071281 1.819595 0.227393 2.893492 -0.609560 -4.340209 1.354093 0.547049 0.919935 -2.280046 1.600655 0.503086 -3.066348 3.863861 -3.079610 1.844974 -2.477530 -1.777748 -4.138423 -3.952232 1.000918 -3.063093 4.082212 1.445840 0.965046 -3.469800 -2.069245 0.785590 2.940833 -5.000000 -1.208153 0.969169 1.005999 -1.636931
122 824.4499437482 0.0000000000 1.0000000000 1.5898775454 8.0000000000 6.2138996060 0.9822960058 5.5539814773 -0.0495953830 5.1846457863 -0.0501901977 30.8467102499 -1116.0576515238 24.6545947010 6.2369041123 -2.127080 -0.908147 5.000000 2.867177 -0.424327 0.185074 2.025482 3.445751 0.717853 3.172087 -2.191040 -4.982289 -0.057740 -1.230585 2.485099 -3.871405 0.125619 2.068462 -3.408493 1.540008 -4.082018 2.973735 -1.607907 1.307663 -1.238342 -4.446149 1.821791 -0.631751 4.354091 0.761635 -1.383545 -2.835113 -3.046066 1.670091 1.557542 -1.941163 -2.655009 2.026241 -1.215768 -1.888272
