evaluations raw_y rep iid sigma t d_norm d_mean ps_norm ps_mean pc_norm pc_mean ps_squared loglikelihood mhl_norm mhl_mean x0 x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 x14 x15 x16 x17 x18 x19 x20 x21 x22 x23 x24 x25 x26 x27 x28 x29 x30 x31 x32 x33 x34 x35 x36 x37 x38 x39
1 33585083.0046961159 0.0000000000 1.0000000000 0.2424167605 67.0000000000 5.4180179303 0.8548509440 4.6371843143 0.2385577451 3.7270082730 0.2006224281 21.5034783645 62.3351973307 27.9276100864 7.0795387020 3.528105 0.800314 1.957476 4.481786 3.735116 -1.954556 1.900177 -0.302714 -0.206438 0.821197 0.288087 2.908547 1.522075 0.243350 0.887726 0.667349 2.988158 -0.410317 0.626135 -1.708191 -5.000000 1.307237 1.728872 -1.484330 4.539509 -2.908731 0.091517 -0.374368 3.065558 2.938718 0.309895 0.756325 -1.775571 -3.961593 -0.695824 0.312698 2.460581 2.404760 -0.774654 -0.604606
2 24969146.7571245432 0.0000000000 1.0000000000 0.2424167605 67.0000000000 5.4180179303 0.8548509440 4.6371843143 0.2385577451 3.7270082730 0.2006224281 21.5034783645 62.3351973307 27.9276100864 7.0795387020 -2.097106 -2.840036 -3.412540 3.901551 -1.019304 -0.876149 -2.505591 1.554981 -3.227796 -0.425481 -1.790933 0.773805 -1.021610 -2.361264 -0.056364 0.856664 0.133034 0.604944 -1.268644 -0.725482 -1.344921 -0.719106 -1.626293 -3.452565 0.354852 -0.803562 -3.260397 0.925565 -1.814597 0.103891 1.458181 0.257966 2.278801 -2.469652 0.804683 -1.369620 -1.741594 -1.157699 -0.623105 0.112331
4 20758975.2062488794 0.0000000000 1.0000000000 0.2424167605 67.0000000000 5.4180179303 0.8548509440 4.6371843143 0.2385577451 3.7270082730 0.2006224281 21.5034783645 62.3351973307 27.9276100864 7.0795387020 0.752851 -2.198802 0.596476 2.652772 -1.389136 -0.299269 -0.870307 3.698527 1.344590 0.814924 -1.539832 1.078498 -1.348665 0.063661 -1.271692 1.352867 1.153182 -0.416598 0.792013 -2.186123 -2.982515 0.878783 0.333347 1.270063 4.766290 1.888959 -1.825644 2.234033 -2.631815 -0.923169 -0.136483 3.426685 -1.489510 -1.652877 -0.196905 -1.326957 2.253272 -2.159863 -2.294937 -0.875640
8 14850432.2709308527 0.0000000000 1.0000000000 0.2424167605 67.0000000000 5.4180179303 0.8548509440 4.6371843143 0.2385577451 3.7270082730 0.2006224281 21.5034783645 62.3351973307 27.9276100864 7.0795387020 -0.221081 2.040345 -1.384100 3.072754 0.572687 1.217688 -2.090507 2.422291 1.379636 2.603692 -1.256175 -0.962054 4.607833 -2.120032 -0.271899 2.273783 0.195450 1.165907 -0.798898 0.740112 -2.613054 3.316261 -0.236328 -1.360356 1.332766 -0.921440 -2.668517 -2.693435 1.387546 -0.319147 -0.267403 2.155488 -2.253652 -1.461356 -0.769760 0.188703 -0.084343 -0.573774 -0.123253 -0.214611
18 10093275.9361602198 0.0000000000 1.0000000000 1.8885866563 1.0000000000 6.3103852221 0.9977392645 3.1963559208 -0.0524947848 2.7106303323 -0.0445175567 10.2166911725 -1289.1082607611 26.7649186186 6.8243157386 0.887997 -0.051310 -1.384788 1.397184 -3.768710 3.830132 1.150569 1.356046 3.540669 0.284882 -1.951192 -0.430716 -2.425826 -1.912735 -0.030570 5.000000 0.798591 -0.754019 0.185604 1.703413 -4.699519 -0.968628 1.331555 -2.457802 1.893399 3.747074 -1.503208 -3.180134 2.359660 1.886968 -2.118911 0.745085 1.114431 -1.813895 -0.813700 2.018177 -2.352190 3.108804 -1.488648 -3.328571
23 9337426.3131738752 0.0000000000 1.0000000000 1.8885866563 1.0000000000 6.3103852221 0.9977392645 3.1963559208 -0.0524947848 2.7106303323 -0.0445175567 10.2166911725 -1289.1082607611 26.7649186186 6.8243157386 0.129494 -1.288391 -1.557118 -1.648610 -1.167198 0.642546 2.751863 1.265416 -0.032230 4.465722 -3.245837 2.980414 0.938879 2.314236 -1.386566 2.905470 -1.553047 0.444401 -1.413332 3.597693 -3.023610 3.414907 -0.712305 -4.181492 0.593891 2.396346 -1.666445 0.008917 -0.735459 2.809713 4.213981 1.609630 -0.752886 -2.336503 -3.746138 0.742774 -3.112975 -0.685404 -0.962652 0.404051
25 8406745.6950157881 0.0000000000 1.0000000000 1.8885866563 1.0000000000 6.3103852221 0.9977392645 3.1963559208 -0.0524947848 2.7106303323 -0.0445175567 10.2166911725 -1289.1082607611 26.7649186186 6.8243157386 1.536434 -1.193131 -0.182797 2.768322 0.669588 2.116620 -0.602146 2.173462 0.430118 2.792898 -3.459513 -0.217064 1.137645 -0.146133 -2.943891 2.113643 -1.522628 -0.200719 0.743587 -0.666578 -0.638442 -2.891931 -1.664039 1.670055 -0.559733 -1.970425 -0.508937 -3.815521 -1.459636 -0.149278 1.101257 -1.292322 1.087234 1.455435 -1.344648 -0.562223 -0.581197 1.249485 0.161977 -0.689716
35 6954640.6017255969 0.0000000000 1.0000000000 1.8095270434 2.0000000000 6.2974431030 0.9956751983 3.9807273509 0.0153174344 3.4357219799 0.0114751632 15.8461902422 -1208.3841673181 24.6810977484 6.3102371291 2.380746 -3.788260 -0.302505 1.346846 -3.211026 4.270405 0.091043 1.699774 -0.225506 3.746676 -5.000000 -1.195921 1.590384 2.422752 -2.248951 0.431885 -0.513670 -1.089151 -0.641421 0.150414 -0.319399 -1.044573 0.238625 0.713685 1.674853 1.357321 -2.395634 -3.917657 -1.672439 -1.075884 2.947615 0.241950 1.818405 1.758238 -4.452774 1.836888 -2.706931 1.767700 -0.572111 -1.135480
57 6418957.3178995745 0.0000000000 1.0000000000 1.7614309196 3.0000000000 6.2845210340 0.9936034178 4.8334865836 -0.0234393665 4.2466731560 -0.0208866984 23.3625925542 -1210.3396045257 25.4967035887 6.4966779671 3.339544 -2.854970 -0.746886 0.159466 -2.089647 0.428813 -1.023654 0.310531 -1.100840 3.172374 -1.617262 1.123585 2.047179 2.607779 -5.000000 0.427642 -0.978026 -0.556782 3.204124 3.729281 -4.815887 -3.065013 0.546473 1.841545 -1.158008 1.042152 -0.490237 -4.566227 2.033827 -1.290115 -1.289518 -0.029744 1.638765 -0.699778 -2.248925 -0.196370 -2.205808 -2.238160 0.617597 -1.100304
60 5383281.1309227971 0.0000000000 1.0000000000 1.7614309196 3.0000000000 6.2845210340 0.9936034178 4.8334865836 -0.0234393665 4.2466731560 -0.0208866984 23.3625925542 -1210.3396045257 25.4967035887 6.4966779671 -0.044701 -1.591696 -0.755062 -1.639157 -3.603917 5.000000 -1.898999 0.553064 -1.477997 3.770482 -0.548878 -2.503660 -0.644705 3.146599 -5.000000 3.158738 -3.106994 -0.554067 1.283935 0.128787 -2.456476 -0.182967 -2.378467 2.400346 0.393924 0.987166 2.469889 -1.187523 0.542930 -2.481152 2.396969 -0.960002 1.309437 -0.204653 -3.495503 1.384438 -0.634254 -0.787477 1.635078 -3.439124
104 2460547.7503814367 0.0000000000 1.0000000000 1.6594895164 6.0000000000 6.2479744134 0.9877420997 5.3113631201 -0.1524899416 4.8413940613 -0.1357992413 28.2105781938 -1168.9404162767 25.4880665873 6.5207626406 2.802179 -0.958327 -2.993742 0.589072 -2.180459 3.805304 -3.959014 0.060163 -1.235721 3.358142 -1.386389 -2.196859 1.159391 5.000000 -5.000000 -0.468592 -2.365697 0.917358 -2.917692 1.742163 -4.701744 0.389964 -0.774290 2.842611 -0.202255 0.387151 1.588843 0.733215 -0.245007 -0.733657 2.623340 2.248942 -0.858221 0.984443 -3.762023 -1.737395 -3.973045 -1.846333 2.131689 -0.427112
163 2072049.6042612549 0.0000000000 1.0000000000 1.5404006586 10.0000000000 6.2014872371 0.9802589057 5.2787917873 -0.0409943327 4.8774267342 -0.0514449715 27.8656427341 -1082.0656133374 24.0407807842 6.1699152629 -0.224578 1.056470 -0.328713 2.611086 -0.307726 3.535538 -5.000000 2.117773 -5.000000 3.508112 -0.256073 0.176372 2.093828 4.000512 -2.803062 2.960497 -1.871309 0.018248 -0.992509 1.177034 -1.484705 -2.336672 -3.492440 0.259275 -2.528546 -3.868047 0.143756 -3.248188 1.804118 0.256774 2.011950 0.942213 -2.776341 2.970821 -3.861137 -0.396342 -3.333661 -0.383396 0.365583 1.336418
172 1989011.5568745087 0.0000000000 1.0000000000 1.5144730854 11.0000000000 6.1916145536 0.9786537904 5.3704431459 -0.0481567490 4.9369996186 -0.0567951921 28.8416595831 -1105.9490964368 25.5225477773 6.5279218687 3.318515 0.150250 -0.965475 1.858041 -1.007873 4.193740 -4.204250 0.282228 -4.389605 3.199006 -0.483647 1.561921 2.799591 3.409539 -3.328474 3.241422 0.904204 2.045790 -2.096765 2.695329 -3.832061 -0.633214 -1.677366 0.231252 1.103023 -2.810381 1.324056 -3.314137 1.461919 -1.948337 2.929918 -0.495069 -2.111930 1.485820 -5.000000 -2.463377 -4.262341 -0.897402 0.798814 1.631109
308 1825748.4276764931 0.0000000000 1.0000000000 1.1738088316 20.0000000000 6.0746832508 0.9598324741 4.8108705081 -0.1219155345 4.3446263745 -0.0946807067 23.1444750460 -953.0895712299 26.2149912152 6.7170954586 4.185447 1.969148 0.613421 1.299054 -0.401557 3.200756 -3.436507 -1.484680 -4.665699 2.342685 -1.919358 2.750253 4.305877 2.167134 0.066431 4.431365 1.967027 2.752336 0.008663 0.255560 -3.313759 -1.773868 -4.287571 1.875095 -1.669778 -4.517625 1.689907 -1.005468 -1.590449 -1.736382 2.293812 1.202136 -1.994411 -0.115094 -2.651217 -2.185951 -4.672370 -3.249376 1.417518 -0.386415
311 1665911.9742793725 0.0000000000 1.0000000000 1.1738088316 20.0000000000 6.0746832508 0.9598324741 4.8108705081 -0.1219155345 4.3446263745 -0.0946807067 23.1444750460 -953.0895712299 26.2149912152 6.7170954586 4.248693 2.081734 -0.400231 1.111215 0.196852 3.935359 -3.322098 -2.291614 -4.872608 3.637789 -1.815901 -2.568057 2.658873 3.525371 0.605663 5.000000 0.039073 1.359969 0.929922 0.719314 -3.646707 -2.209497 -5.000000 0.103697 -1.043192 -3.848426 -0.653301 -2.396450 -1.682031 -2.715018 1.532353 2.961687 -3.759926 1.869176 -3.066497 -3.424460 -4.167066 -3.827357 0.461086 0.263166
318 1348218.0099793815 0.0000000000 1.0000000000 1.1491313909 21.0000000000 6.0620171191 0.9577714503 5.1401973267 -0.2070501646 4.7518957967 -0.1709849451 26.4216285573 -919.8154296586 25.4505543640 6.4614421221 3.603796 2.234558 0.360949 -0.368912 -0.758317 5.000000 -4.480989 0.312191 -5.000000 3.683897 -0.937287 -1.671767 4.319471 3.681993 0.101311 4.231868 0.875997 0.174725 1.601233 -0.090753 -2.924869 -0.898104 -3.784391 -0.067393 -2.444589 -5.000000 0.377876 -2.393173 -1.443232 -3.930420 3.865281 2.998578 -2.755694 0.429393 -2.981362 -0.994366 -3.142417 -3.741405 1.182772 -1.482608
338 1245243.0822326357 0.0000000000 1.0000000000 1.1281456548 22.0000000000 6.0503794063 0.9558842396 5.2919745495 -0.1678593708 4.8795687251 -0.1440551141 28.0049946322 -900.0801055068 25.1926507458 6.4355688720 1.588191 3.228985 -1.484519 0.552509 -1.124976 3.124945 -1.907323 0.640540 -5.000000 4.018430 -3.486606 -1.616821 3.154511 4.331054 0.926582 4.682710 0.913394 0.723969 0.608304 1.341942 -2.730486 -0.436050 -5.000000 -0.889888 -0.975357 -4.939843 -0.939192 -0.309979 -2.257626 -2.282244 3.054574 3.920255 -1.981428 2.964035 -3.332239 -2.113563 -3.891997 -4.836019 1.633892 0.768799
373 1189074.5521556009 0.0000000000 1.0000000000 1.0951367929 24.0000000000 6.0244330922 0.9516798941 5.3783383092 -0.1752365608 4.9088631377 -0.1567921572 28.9265229686 -875.3071376052 25.1045265948 6.3957702460 1.488215 1.910571 -1.462523 1.273871 -2.053985 4.348972 -3.726589 -0.627997 -5.000000 2.319990 -2.289033 -3.007370 4.264934 4.457103 -0.867858 3.753202 0.131598 0.420951 -0.247650 -0.689814 -3.579102 -1.183273 -3.394075 -0.732100 -2.720960 -4.187646 0.734911 -0.742725 -0.453240 -2.532439 0.938840 3.105113 -2.544985 0.938604 -2.844060 -3.492567 -4.069776 -5.000000 0.522751 0.046206
374 923337.2563462434 0.0000000000 1.0000000000 1.0951367929 24.0000000000 6.0244330922 0.9516798941 5.3783383092 -0.1752365608 4.9088631377 -0.1567921572 28.9265229686 -875.3071376052 25.1045265948 6.3957702460 1.495381 2.103549 -0.161457 -0.137755 -0.719308 3.881554 -2.309064 1.816229 -3.359186 2.933628 -2.576838 -2.007540 3.191913 2.846282 -0.722859 3.894570 -0.192459 0.968440 0.224664 0.387350 -2.206948 -3.521078 -3.350908 -0.322956 -1.264720 -3.898218 -1.174054 0.656157 0.081506 -2.483737 1.264042 4.284714 -3.744823 1.795851 -2.811645 -2.373343 -4.298880 -2.704564 1.184135 0.965813
382 785728.3304314917 0.0000000000 1.0000000000 1.0618413882 25.0000000000 6.0118969974 0.9496667310 4.6213931558 -0.2350461409 4.2576342678 -0.2082745466 21.3572747006 -826.7221701782 23.8743363742 6.0750474620 2.121680 2.176392 -0.891455 1.315089 0.128970 3.398338 -2.911791 0.612544 -3.697774 2.536322 -2.835387 -2.922369 5.000000 3.902572 0.474138 2.212981 1.273640 0.784151 1.952963 0.067139 -2.304319 -0.962526 -3.024590 -0.327644 -1.807806 -4.328777 1.016251 -1.935703 0.072619 -2.982787 1.653397 5.000000 -2.673964 1.396047 -0.310513 -1.899666 -1.862680 -3.685410 2.346126 0.113789
389 720517.0754336270 0.0000000000 1.0000000000 1.0618413882 25.0000000000 6.0118969974 0.9496667310 4.6213931558 -0.2350461409 4.2576342678 -0.2082745466 21.3572747006 -826.7221701782 23.8743363742 6.0750474620 1.731620 2.159061 1.207589 1.191482 -0.913450 4.334350 -3.561680 1.465747 -5.000000 3.656683 -0.700167 -1.271383 1.924943 2.388488 1.099820 4.100746 -0.166064 -0.275630 0.450087 0.335863 -2.209903 -1.826309 -4.838132 -0.627958 -2.055806 -1.647704 0.803566 -1.407144 -1.575355 -4.541633 3.296955 3.558278 -3.305667 1.462963 -3.686295 -2.199879 -3.583311 -5.000000 -0.023681 1.132945
