fid,iid,rep,a1_budget,algname,achieved_auc
1,6,0,0,Elitist,393.6932981429163
1,6,1,0,Elitist,300.76050411152676
1,6,2,0,Elitist,855.0745229757293
1,6,3,0,Elitist,619.6743980672438
1,6,4,0,Elitist,420.6295659551448
1,6,5,0,Elitist,368.65216825594956
1,6,6,0,Elitist,363.5148449383286
1,6,7,0,Elitist,438.93911889939466
1,6,8,0,Elitist,882.1010988324766
1,6,9,0,Elitist,495.70668099623214
1,6,10,0,Elitist,382.7651440319879
1,6,11,0,Elitist,387.60490868234626
1,6,12,0,Elitist,601.0211522716423
1,6,13,0,Elitist,334.3127232138911
1,6,14,0,Elitist,650.5489676113434
1,6,15,0,Elitist,554.2864779585832
1,6,16,0,Elitist,378.53021732745475
1,6,17,0,Elitist,423.8142295260434
1,6,18,0,Elitist,387.10101610594677
1,6,19,0,Elitist,527.4709116332583
1,7,0,0,Elitist,431.62840614716265
1,7,1,0,Elitist,357.66575798723295
1,7,2,0,Elitist,547.3045469144984
1,7,3,0,Elitist,698.9017763866543
1,7,4,0,Elitist,374.30672828503157
1,7,5,0,Elitist,327.8328288249229
1,7,6,0,Elitist,255.99197157699285
1,7,7,0,Elitist,350.7338508435592
1,7,8,0,Elitist,465.40739983653503
1,7,9,0,Elitist,325.02043051789076
1,7,10,0,Elitist,213.42319415700848
1,7,11,0,Elitist,461.13784669296507
1,7,12,0,Elitist,368.0489023383771
1,7,13,0,Elitist,178.8671512984721
1,7,14,0,Elitist,580.103658361237
1,7,15,0,Elitist,222.59862919642808
1,7,16,0,Elitist,403.19871658549386
1,7,17,0,Elitist,403.8516341117254
1,7,18,0,Elitist,289.98467055668135
1,7,19,0,Elitist,356.5053338707079
2,6,0,0,Elitist,115786877.98993349
2,6,1,0,Elitist,155652041.51234832
2,6,2,0,Elitist,11760205.751621766
2,6,3,0,Elitist,54422354.61045218
2,6,4,0,Elitist,35178826.23694431
2,6,5,0,Elitist,32800765.879058056
2,6,6,0,Elitist,44054045.224131115
2,6,7,0,Elitist,30554881.039648607
2,6,8,0,Elitist,32115764.482264575
2,6,9,0,Elitist,58775350.82707187
2,6,10,0,Elitist,63337383.66730571
2,6,11,0,Elitist,32670129.929864176
2,6,12,0,Elitist,156419040.1909461
2,6,13,0,Elitist,40091983.2627492
2,6,14,0,Elitist,17048604.415236533
2,6,15,0,Elitist,139796110.40351078
2,6,16,0,Elitist,45961364.98627255
2,6,17,0,Elitist,86920130.4647218
2,6,18,0,Elitist,89424391.31287777
2,6,19,0,Elitist,26716800.107962903
2,7,0,0,Elitist,8755920.919575494
2,7,1,0,Elitist,18138471.275191944
2,7,2,0,Elitist,81974587.12787154
2,7,3,0,Elitist,71368950.15293637
2,7,4,0,Elitist,62541474.69690494
2,7,5,0,Elitist,29451867.245071575
2,7,6,0,Elitist,69341282.16976152
2,7,7,0,Elitist,36287573.60156411
2,7,8,0,Elitist,36176064.03299471
2,7,9,0,Elitist,24354285.86638372
2,7,10,0,Elitist,23096404.82708346
2,7,11,0,Elitist,53024525.05508051
2,7,12,0,Elitist,17432209.044078454
2,7,13,0,Elitist,5735040.068584693
2,7,14,0,Elitist,36982739.17882172
2,7,15,0,Elitist,36458150.2645124
2,7,16,0,Elitist,47936714.25777679
2,7,17,0,Elitist,6323566.465824718
2,7,18,0,Elitist,19366540.82748984
2,7,19,0,Elitist,54961875.38357537
3,6,0,0,Elitist,39774.34444613567
3,6,1,0,Elitist,18815.411950499587
3,6,2,0,Elitist,24922.228182439834
3,6,3,0,Elitist,26577.32338747958
3,6,4,0,Elitist,22848.82072914378
3,6,5,0,Elitist,35111.81010752825
3,6,6,0,Elitist,35663.12680251262
3,6,7,0,Elitist,46265.57911192873
3,6,8,0,Elitist,27576.84511980926
3,6,9,0,Elitist,17633.868352039106
3,6,10,0,Elitist,12779.940744939286
3,6,11,0,Elitist,25571.787234411182
3,6,12,0,Elitist,15471.99144173157
3,6,13,0,Elitist,17500.001687904278
3,6,14,0,Elitist,15707.910364945918
3,6,15,0,Elitist,24564.51581296239
3,6,16,0,Elitist,28559.95237771284
3,6,17,0,Elitist,15680.821409485037
3,6,18,0,Elitist,19579.622608100326
3,6,19,0,Elitist,17157.25412939133
3,7,0,0,Elitist,39683.152268629514
3,7,1,0,Elitist,22112.632546812285
3,7,2,0,Elitist,9503.191767563349
3,7,3,0,Elitist,11346.152559565453
3,7,4,0,Elitist,12335.007968374939
3,7,5,0,Elitist,6944.584580003197
3,7,6,0,Elitist,23479.284489515754
3,7,7,0,Elitist,14311.923387305465
3,7,8,0,Elitist,20264.124038702248
3,7,9,0,Elitist,9220.204069674823
3,7,10,0,Elitist,15191.88070840353
3,7,11,0,Elitist,9416.66925751336
3,7,12,0,Elitist,12507.595156003626
