fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,sigma,d_norm,d_mean,ps_norm,ps_mean,pc_norm,pc_mean,loglikelihood,mhl_norm,mhl_mean,std_y_last_1,mean_std_x_last_1,std_y_last_2,mean_std_x_last_2,std_y_last_5,mean_std_x_last_5,BFGS,DE,MLSL,Non-elitist,PSO,Elitist
1,1,0,0.0,0.46736365954896164,0.12126109501535984,0.0,0.49905149906952484,0.15187020348823238,5.992248434382256e-09,5.028994842026061e-09,0.000584577979730054,0.8192880875217222,0.9999999999999871,5.356189972072992e-13,0.7894736842105263,0.32142857142857145,0.2556818181818181,0.40625,0.3793103448275862,0.19696969696969704,0.0,0.17944748776285652,0.3176256193213383,0.42175033476192475,0.0,0.18589987983662684,0.32477694037497823,0.4520655129026043,0.3739907398970863,0.2042519141111811,0.35902888613807504,0.4674171916921251,0.4219145575287935,0.21502072563044816,0.400162878720468,0.513369662639581,0.5794269007928876,0.04534005037783369,3.1136167390727736e-07,0.10955056179775288,0.34999999999999987,0.9487750003165438,0.7203368779522266,0.9255112229103994,0.3927851398660092,0.4938625302960509,0.4275501882924264,0.41065178814210856,0.4451297606645377,0.3260960790752543,0.36705517129696896,0.15317845618386727,0.438960099199823,0.3969365624807717,0.46023313767143836,0.47399730279048746,2.6422192212032042e-08,0.6607121158664165,2.1490907673320364e-08,0.5704345075683551,7.266629669759831e-09,0.6349761243282628,1e-12,1e-12,1e-12,1e-12,0.15599669811945951,1e-12
1,1,1,0.0,0.42052852393856177,0.05067958618944091,0.0,0.6523193180358609,0.15187019783389777,1.3855070405140451e-09,6.527641448711739e-09,0.0037864697188111827,0.8586957556398047,0.9999999999999796,2.285895836157191e-13,0.5789473684210527,0.25,0.22916666666666666,0.34375,0.24137931034482762,0.25,0.0,0.1829789921852955,0.07667199204384578,0.25993323324685286,0.0,0.1874810089845319,0.06725553538861762,0.21727606026216317,0.8508336139429431,0.2841604141165165,0.29817898667048504,0.456750372715947,0.8367565202483165,0.28580238539619424,0.31292431326113423,0.4472486709499757,0.7161197423939138,0.020151133501259397,1.5397828513081596e-07,0.053370786516853994,0.6499999999999999,0.7711909264991479,0.6518577175252012,0.8717286622354998,0.565951041063609,0.39031848279742587,0.12003665397670649,0.213464829023859,0.2315571641247316,0.18534372187689535,0.4406871425156944,0.10246702299599023,0.5107860355603493,0.6850537625013586,0.6053455080539647,0.5949165935256132,2.498377796357462e-08,0.10681498349722596,1.3673532614671638e-08,0.17726681525156396,4.171374831026898e-09,0.15257976705573784,1e-12,1e-12,1e-12,1e-12,0.08407759421345162,1e-12
1,1,2,0.0,0.4425151155226824,0.06715379149237527,0.3333333333333333,0.6335489350829622,0.15187019702251783,2.0990401052412036e-08,4.989121223555987e-09,7.09249526423954e-05,0.9157147640485488,0.9999999999999871,1.814133645721219e-12,0.7368421052631579,0.2857142857142857,0.26249999999999996,0.5,0.24137931034482762,0.36363636363636365,0.0,0.19719529098681915,0.29351838618795273,0.30727356193484906,0.0,0.20146013658489548,0.2788690395971783,0.35782810015343147,0.5209861630098569,0.2434289761395067,0.3717033043182268,0.4018167773083664,0.534083476774424,0.24705901187357124,0.3840711809989543,0.45994467444994536,0.5634237832008941,0.03274559193954657,1.5397828513081596e-07,0.08707865168539325,0.5000000000000002,0.8995091300477569,0.8299416337779548,0.8879190567528692,0.34456992672705694,0.5077673387866588,0.25582270876380697,0.22525600403822033,0.24750874321112892,0.3263196845898796,0.42643449588828997,0.27512115690819694,0.4971563579177382,0.39099188245456573,0.8126359515302264,0.778247229115581,1.6504388380949244e-08,0.3932029059786619,1.9718610583898927e-08,0.45919440963699776,5.190284869449932e-09,0.4729598299446125,1e-12,1e-12,1e-12,1e-12,0.0911342191862155,1e-12
1,1,3,0.0,0.4298277084330214,0.07184274981285466,0.0,0.27878250866633314,0.15187019613177552,7.745380027973182e-09,2.6139960360369417e-09,0.00018216252887511954,0.8037446979730563,0.9999999999999787,1.541829631057244e-12,0.7368421052631579,0.2142857142857143,0.3281249999999999,0.625,0.4482758620689655,0.25974025974025977,0.0,0.19937147222483556,0.2312866222536376,0.3241181463960609,0.0,0.20184267019259552,0.21372333323452275,0.34983445869433616,0.6098258910399066,0.2587599709174465,0.34027604537159417,0.4380763310852932,0.6026584595474576,0.25825071130034916,0.3470343262046362,0.47097622008386014,0.6668732365394514,0.017632241813601957,2.111549447505208e-07,0.07865168539325845,0.6000000000000001,0.9513730916997212,0.7215023278811858,0.8903366951303735,0.5100114993852323,0.3373190725862367,0.2644953534301623,0.39134138878249125,0.40978208517168113,0.31043099384849876,0.40685183967152627,0.22354245915010756,0.45221536631759746,0.5996774740861806,0.40319536083060936,0.43370648253972854,1.1413322188442885e-08,0.3977427959196469,6.782744104932311e-09,0.30633877820180755,3.0686338824957626e-09,0.3837160856010078,1e-12,1e-12,1e-12,1e-12,0.0800362289772221,1e-12
1,1,4,0.0,0.5927577010460581,0.21649959709612565,0.3333333333333333,0.5780147188792326,0.15187019964010956,1.2616718246761602e-09,4.28458873921006e-09,0.0028054952849193835,0.923028455637968,0.9999999999999784,2.7489576760064303e-12,0.631578947368421,0.2142857142857143,0.28124999999999994,0.5,0.3103448275862069,0.29090909090909095,0.0,0.09130062220253064,0.2451268490043429,0.3458278929066782,0.0,0.0941092815095462,0.24842195085933416,0.37128678018585715,0.6203147534792197,0.17326725966419954,0.3551446490191182,0.45753948189929233,0.6359171711982492,0.1788555940316161,0.3838635817531152,0.495349456891967,0.7277441038479804,0.0151133501259446,9.763308296123703e-08,0.08146067415730343,0.44999999999999996,0.8835288038786158,0.7689984695356724,0.9514166773667327,0.36288386602583694,0.5918982976914043,0.25256816002524374,0.31651841810679837,0.3616107951683176,0.31834620428512544,0.4598646070880611,0.22714651977432487,0.5143928458490783,0.5857039775898569,0.45713056143068775,0.4973366597621288,1.0723159832030758e-08,0.2885611332477439,6.897250287142433e-09,0.296735490549879,4.906107548282553e-09,0.37304955120085936,1e-12,1e-12,1e-12,1e-12,0.31363287206424756,1e-12
1,1,5,0.0,0.5113968203748277,0.12466552372338593,0.6666666666666667,0.671304829593331,0.1518701986993097,7.73950762857402e-09,5.456709255076586e-09,0.00046542765666715666,0.9282178716639657,0.9999999999999842,2.1929066965821627e-12,0.6842105263157895,0.2142857142857143,0.30468749999999994,0.34375,0.27586206896551724,0.22222222222222224,0.0,0.04012765578821994,0.1435702489973747,0.17066409901876683,0.0,0.041821855515127,0.17798384879140444,0.23933891094635917,0.71276440268278,0.15422614189103956,0.2995220883369615,0.35255546206275357,0.7325213790773837,0.16239345589154702,0.3565124006953417,0.4280521373978656,0.8270395136884483,0.03274559193954657,6.128709770026696e-08,0.07022471910112368,0.55,0.8384179639648328,0.7044597085255755,0.9144259736229421,0.4947358725256112,0.5854293503934082,0.23937000613231962,0.19133917941723144,0.21315929665630406,0.40721585871290894,0.2917575372443708,0.2986205577816289,0.34483987976326813,0.5770869788910111,0.5828693494701969,0.6219406279018017,1.4162947248173893e-08,0.1747732124506246,9.613379954184307e-09,0.2540120424495613,5.424410671595077e-09,0.2997271114683622,1e-12,1e-12,1e-12,1e-12,0.02890292698124006,1e-12
1,1,6,0.0,0.4248847143741864,0.06230967569411214,0.0,0.4463591500852351,0.1518701977506953,4.187835431409086e-09,3.808814244501519e-09,0.0006686761065149327,0.6715855089177045,0.9999999999999705,1.5894293361659855e-12,0.7894736842105263,0.10714285714285714,0.5624999999999999,0.3125,0.20689655172413793,0.25974025974025977,0.0,0.10800960099654537,0.08417743927068855,0.15469890859283125,0.0,0.11115823741960645,0.06193813061387021,0.14457138186413843,0.7075251666284166,0.20437348834684665,0.24993639305658943,0.33917847969824616,0.7124736919887749,0.20857221096428663,0.263502752903616,0.35549464481457127,0.7277441038479804,0.03274559193954657,9.161866655183555e-08,0.0898876404494382,0.4,0.8998670784417844,0.8219781205075329,0.9403076006630278,0.3528308661929546,0.4560848725176383,0.15656413525771296,0.282134014207553,0.316231130736647,0.17233851295921085,0.45641175022521174,0.08323438314786985,0.4995790673090194,0.6549069553869893,0.5633564581305524,0.48006875922906367,1.086679838766286e-08,0.16936406218538425,1.1714934869360027e-08,0.17097635164046732,3.77414991819162e-09,0.2922285885073397,1e-12,1e-12,1e-12,1e-12,0.18023915710387745,1e-12
1,1,7,0.0,0.30771903849665977,0.012081774459090824,0.3333333333333333,0.11295823784331513,0.1518701944378113,6.33670223146052e-10,1.6270271587186175e-09,0.0024861455684478703,0.6283328783989255,0.9999999999999291,7.650519080011284e-13,0.7368421052631579,0.25,0.2916666666666666,0.59375,0.27586206896551724,0.38383838383838387,0.0,0.22768495215692328,0.19082949953917727,0.40349056958724633,0.0,0.22630791462015684,0.16964571348489654,0.42429062525301764,0.6546571757060293,0.28782452975451794,0.31932866137430305,0.5094041544170891,0.6196892367133287,0.28041589719883775,0.31617565072910603,0.5312502678599023,0.5889405878129121,0.030226700251889102,9.763308296123703e-08,0.08707865168539325,0.5000000000000002,0.9119594009650003,0.7668923092798483,0.8843368914107927,0.3293358668447632,0.26800340905597464,0.22465945527094777,0.3483410270848979,0.37140594213509104,0.19561581782693943,0.36976525065018373,0.1045369997698066,0.42901934498488986,0.5397621994130444,0.5995600168008559,0.5869514257394867,1.093567649030858e-08,0.3465587434938481,1.1938205896967904e-08,0.36993230283985257,1.6574940018207538e-09,0.32395042578420186,1e-12,1e-12,1e-12,1e-12,0.03338568955532728,1e-12
1,1,8,0.0,0.5186391372338678,0.1638693350356508,0.3333333333333333,0.4481309897651491,0.15187019306594654,4.270965682540959e-09,5.49677950297171e-09,0.000957419776801715,0.8095262475275926,0.9999999999999889,1.7643079498855544e-12,0.7894736842105263,0.17857142857142855,0.4017857142857142,0.46875,0.27586206896551724,0.303030303030303,0.0,0.2332422855960801,0.21035391138292903,0.30452394400700694,0.0,0.2351006960753906,0.22021433108130234,0.3612000830286596,0.5311092373214794,0.27580932784444606,0.2986216851287028,0.4021869708264904,0.5243537132425986,0.27421510476109245,0.3310349198524326,0.46023296810539954,0.5794269007928876,0.037783375314861464,1.6798272182387752e-07,0.0674157303370787,0.4,0.9004738190271229,0.7722387357440081,0.8596966664746228,0.4181623278870987,0.47743705866763864,0.30200209804804234,0.13448060319227295,0.12534808441701983,0.3176540132804264,0.4426399296141944,0.25033206746614173,0.5048760688704726,0.5272382171548233,0.6118512027614551,0.6264837813743612,1.3326263104124007e-08,0.3669704291187045,1.3654020307730894e-08,0.3758538220275798,5.805293246959924e-09,0.4705554974105446,1e-12,1e-12,1e-12,1e-12,0.07305985806588688,1e-12
1,1,9,0.0,0.48456019719124066,0.08857781965160297,0.0,0.7270275894942813,0.15187019818803937,1.160057549298051e-08,7.967963920918778e-09,0.0004334029936381241,0.8500713642695272,0.9999999999999889,1.8970334446716188e-12,0.631578947368421,0.17857142857142855,0.3214285714285714,0.3125,0.24137931034482762,0.2272727272727273,0.0,0.14650368326271107,0.18967495350225866,0.2031627404590189,0.0,0.15240857514260947,0.20670740988735353,0.22739594177131595,0.7533067004753833,0.2418051572011202,0.34913959337802497,0.3889445584246458,0.7664464297714164,0.24924826783688836,0.38721372664790726,0.43083210850952114,0.5078724987558472,0.017632241813601957,1.7796923118630666e-07,0.0898876404494382,0.2499999999999999,0.8379715829598411,0.7360599496059761,0.9408752227157222,0.46789822634919503,0.6158692387896589,0.13342858405723335,0.10528328108129159,0.12148444713644269,0.2572754891840753,0.4926071552829046,0.19084278542012661,0.551639417903362,0.6780636032879794,0.6372744318841412,0.6451998108391629,1.160321502908061e-08,0.1814013315385078,6.558271765987669e-09,0.18964502725063948,6.160539873594165e-09,0.2646356952764608,1e-12,1e-12,1e-12,1e-12,0.057398851221377584,1e-12
1,1,10,0.0,0.441161009429616,0.06744233516321732,0.0,0.4059976512557081,0.15187019610346106,1.048223719807066e-09,5.360865326213088e-09,0.004186216602579899,0.7278693978391052,0.9999999999999791,1.240184974470916e-12,0.7368421052631579,0.25,0.2916666666666666,0.40625,0.3448275862068966,0.21487603305785122,0.0,0.19180730283052813,0.21992721568761986,0.3162752269564591,0.0,0.19464469767299197,0.19281451266007715,0.2987404374996374,0.6901081202992174,0.26511951952659646,0.3540862511707722,0.45244684019720555,0.6791944448326084,0.2649109802347242,0.3520527756658932,0.4537662752876939,0.502512855233912,0.03526448362720401,1.327361954388626e-07,0.08146067415730343,0.34999999999999987,0.9044326207977247,0.8070813340003453,0.8983757042003604,0.42139517444540614,0.4995210637883576,0.2376183793429194,0.28429557412781614,0.290735977011944,0.3843535703592616,0.35550220160595813,0.348232419207781,0.3858597623058789,0.5700631756382009,0.5222298076728875,0.5601196400502911,2.040780964831844e-08,0.27089740885382707,1.844817086353437e-08,0.30895096923127485,3.7032418682794904e-09,0.3001121373425153,1e-12,1e-12,1e-12,1e-12,0.2860541370975806,1e-12
