fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,BFGS,DE,Elitist,MLSL,Non-elitist,PSO
1,1.0,10.0,1,0.41426402018102687,0.06429074868312165,0.0,0.4157687498325001,0.10030948392206884,4.22604483233122e-09,5.572577116767875e-09,0.00022268705507953482,0.6596147169854277,0.9999999999999833,3.2008091245842515e-12,0.8373983739837401,0.20909090909090908,0.2691304056917279,0.4444444444444445,0.14646464646464658,0.16060619449476424,0.1919237302650836,0.22905627578712034,0.3172068833711483,0.2312440001523819,0.19444656070163033,0.1983790488886501,0.3271535651480955,0.24916431713372883,0.3091953082226473,0.3944069205761154,0.4810666289104664,0.42208392120151456,0.3185314960010832,0.31566469569548583,0.47787751422412106,0.44929871255174886,0.4986109014930913,0.03571428571428571,1.269554217815492e-07,0.06586826347305391,0.2499999999999999,0.8923824727081864,0.9159270089930951,0.9731282812650283,0.1320797696168215,0.5208928534294138,1e-12,1e-12,1e-12,1e-12,1e-12,0.0686317651923301
1,1.0,11.0,1,0.5137955716114883,0.15897552840850637,0.3333333333333333,0.5001352188663077,0.10030948607137026,1.1338164403994475e-08,4.482151372510674e-09,4.934099503931719e-05,0.7416560173014306,0.9999999999999902,2.307146576514601e-12,0.7967479674796749,0.1863636363636363,0.2854851545005338,0.4088888888888889,0.33838383838383856,0.06597939682373914,0.16286348371663945,0.20432216547351362,0.2911677699197724,0.22483462325775283,0.16641432264441391,0.16336470103119705,0.293034454134729,0.2670721343618672,0.279080058640867,0.3618330470235237,0.4448939553652949,0.39758514774875126,0.29209517388281747,0.2839443458416303,0.4398291708534635,0.44704179506709724,0.6558332312262019,0.040816326530612276,1.5658422287807533e-07,0.08682634730538916,0.3928571428571429,0.8973646489488922,0.8635421620119628,0.9452337327016201,0.17586393715883059,0.5645550542158064,1e-12,1e-12,1e-12,1e-12,1e-12,0.0118402962249984
1,1.0,12.0,1,0.4883668780686261,0.11328543821729256,0.6666666666666667,0.5937311322385052,0.10030949010142315,2.7848722804320407e-10,4.6878343913730824e-09,0.003163109049984467,0.799318691334899,0.9999999999999953,1.2364052093754392e-12,0.6504065040650407,0.23636363636363633,0.18770058287759572,0.6844444444444445,0.3282828282828284,0.12280298678920161,0.15063250785906915,0.20096175230412205,0.3052953892363031,0.252004225306364,0.1576133264577013,0.16135947166254597,0.32914751348734494,0.2891191936128517,0.24144330809752867,0.31945268386246944,0.4085130621085636,0.36757212455101607,0.265199819295889,0.2610252595563028,0.4340672164272361,0.4279480170832562,0.7870583801581381,0.02806122448979595,1.7606347458325498e-07,0.06886227544910173,0.5714285714285713,0.8997609893614134,0.9228100393667766,0.9722231201112378,0.10249907020949572,0.6258946084193681,1e-12,1e-12,1e-12,1e-12,1e-12,0.0142275078842563
1,1.0,13.0,1,0.3632838093685963,0.03921487805111681,0.0,0.47087285807542995,0.10030948516379826,3.387498859147773e-09,4.143486920721188e-09,0.0002094756780760472,0.7957500651212198,0.9999999999999745,3.63537591211425e-12,0.4552845528455286,0.16363636363636352,0.19028289773433302,0.5333333333333334,0.41919191919191934,0.07155077109311792,0.17781717798492647,0.25071699836179007,0.37479067417392653,0.3548340089707611,0.17926602420619897,0.18289150114948421,0.32887226083680365,0.37954419449153826,0.28956903679733537,0.39633010808263636,0.505417039005357,0.4934641480140559,0.2981909255944941,0.2946635755027906,0.4617461271980212,0.5234943576193152,0.7658789232667258,0.03571428571428571,1.7107021989252445e-07,0.07185628742514964,0.3928571428571429,0.9417936610230226,0.825225073961624,0.7996754033977064,0.23965271094386992,0.434940131282581,1e-12,1e-12,1e-12,1e-12,1e-12,0.049424629549934
1,1.0,14.0,1,0.32588168657155325,0.017429830555576745,0.0,0.41305106213219467,0.10030948611549025,5.3382795294813616e-09,3.2826897411112428e-09,9.466686965198388e-05,0.5901315200944008,0.9999999999999651,1.573437535386875e-12,0.7398373983739837,0.13636363636363635,0.35201829837956256,0.3777777777777778,0.16161616161616155,0.12431279231968488,0.1935985717298169,0.26709760118712855,0.300992952683778,0.2727724957553642,0.19371163398009333,0.21252665880916233,0.3085841865768073,0.2512574087405603,0.2865149339803027,0.3895824492564425,0.4253844267979652,0.4057189128251836,0.29337981665536605,0.3009472917892894,0.4194292181375147,0.4004073013879743,0.8269653411141522,0.017857142857142808,1.9762186405093427e-07,0.08682634730538916,0.4642857142857143,0.8291815477153408,0.6779772623166265,0.7754473344561642,0.39100420865023194,0.2974174019249556,1e-12,1e-12,1e-12,1e-12,1e-12,0.0106045094825745
1,1.0,15.0,1,0.3940033235643902,0.040294505559726176,0.3333333333333333,0.7243829655938784,0.10030948520632318,5.6461274762844233e-11,9.038352200014998e-09,0.028220596827326708,0.9242379014259078,0.999999999999988,5.491386901476073e-12,0.4878048780487805,0.22727272727272718,0.14815888663380689,0.21333333333333332,0.20707070707070718,0.051412868421349,0.09156121679055447,0.15722747477315674,0.2621276746518264,0.2711849554250181,0.09283798872252098,0.12698295608921656,0.24942017043046577,0.29458995088718326,0.24488474759510487,0.34739812466036923,0.44759563605634717,0.4544593118672689,0.25512559477300634,0.2712925859711448,0.42764015289688073,0.48461944376074817,0.7630313724613378,0.04591836734693873,1.9209564923717616e-07,0.10479041916167661,0.3928571428571429,0.8664765448755296,0.892210375797684,0.9594787900315153,0.1924588366499272,0.5643493277115081,1e-12,1e-12,1e-12,1e-12,1e-12,0.0224812864960172
1,1.0,16.0,1,0.6112890577852027,0.32702528668102504,0.6666666666666667,0.6015857201346665,0.10030948586567486,5.7138041071067805e-09,6.3662699940538574e-09,0.00018248564732519515,0.8196833494117356,0.9999999999999902,2.0671324589929038e-13,0.8048780487804877,0.11818181818181811,0.43074079443316904,0.3333333333333335,0.050505050505050456,0.2469844916714532,0.10647408824432358,0.16567323995810168,0.21204057049254915,0.1537146535909969,0.10771251433346384,0.1308162461297219,0.20526827003017695,0.13946739054179852,0.2509793308183639,0.3483386526433145,0.40709795338191623,0.36608645414790575,0.2606385023468131,0.26981522849286155,0.38988278746864075,0.3719388644100246,0.658611428240018,0.030612244897959134,7.856149353057331e-08,0.020958083832335366,0.6071428571428571,0.8744299840658112,0.9185518680466283,0.969536624063097,0.17121846769360155,0.6219979228803397,1e-12,1e-12,1e-12,1e-12,1e-12,0.0191706548539518
1,1.0,17.0,1,0.3689855850314373,0.04182420243335571,0.3333333333333333,0.5729002355382595,0.10030948964829534,1.0379179568824786e-08,5.443130866357438e-09,7.278220170383405e-05,0.7985337720920651,0.9999999999999685,7.468175993526234e-15,0.4390243902439024,0.09545454545454546,0.2949862010459285,0.38222222222222224,0.13131313131313138,0.14973833684344884,0.17966255540871098,0.19975162737638014,0.34400635164553744,0.28397097572491914,0.17659387327486445,0.18016530862475,0.343917225934658,0.27284602105970474,0.2429446192202005,0.2857472412101452,0.4049506196473847,0.35569844100135056,0.2446152827012717,0.23934809057238732,0.3905155724453993,0.3511344680663189,0.5957456102497589,0.038265306122448994,1.269554217815492e-07,0.05688622754491013,0.5357142857142857,0.9206631198499882,0.7501909251622836,0.7965464336256217,0.4105445686776073,0.4635371215075603,1e-12,1e-12,1e-12,1e-12,1e-12,0.0133633691842957
1,1.0,18.0,1,0.4907981302108207,0.1672242510666818,0.3333333333333333,0.6518130818092258,0.10030948836770756,1.3230177412534715e-08,6.6608146736702486e-09,6.773014695218221e-05,0.754696607448826,0.9999999999999927,1.1618413632026982e-12,0.821138211382114,0.2772727272727272,0.2014600814425986,0.3333333333333333,0.2575757575757576,0.06939671001214678,0.22284652369066651,0.2815127273446288,0.3624966748938501,0.28827001181142875,0.22367623524627103,0.22819986451309426,0.3634403337530419,0.30657305113597494,0.28985218313380523,0.3742213508571636,0.4387062054604735,0.3790795411277791,0.2987715216937341,0.29526302616812683,0.4327036752386123,0.408823709821195,0.5946774595872035,0.04336734693877557,2.2791549938780863e-07,0.08083832335329344,0.3571428571428571,0.8421407047774019,0.8321596710625077,0.909521171366788,0.2365480723318653,0.6227834021062619,1e-12,1e-12,1e-12,1e-12,1e-12,0.2137637458482463
1,1.0,19.0,1,0.41804801299801064,0.06509807684568887,0.0,0.5401115667421266,0.10030948430478355,7.050929779017279e-10,4.0434376453411764e-09,0.001078780576121813,0.8306896643616208,0.9999999999999745,9.336732538641705e-13,0.7154471544715446,0.16363636363636352,0.2901324055281724,0.36444444444444446,0.2777777777777778,0.0711792515353687,0.03914691116760544,0.21423016466728634,0.3162789402835867,0.23490352013630678,0.039255987344827485,0.22071784982251927,0.34289197409446065,0.24188995771324867,0.19604563945819642,0.37341429717973507,0.4680526361179817,0.41063477750419747,0.20401107747216157,0.3226669769197686,0.4749829276431123,0.42720263409235876,0.8422018920120775,0.030612244897959134,8.399586660827495e-08,0.06287425149700598,0.3928571428571429,0.911171289514894,0.8444857888042101,0.9197491398252141,0.2142171105343455,0.48672826977243977,1e-12,1e-12,1e-12,1e-12,1e-12,0.0064753401273538
1,2.0,0.0,1,0.3977309520086465,0.04386184682857053,0.3333333333333333,0.7856802366191394,0.10030968917678817,1.839597710429463e-08,6.097227868895117e-09,3.5833275308793064e-05,0.9175391142692406,0.9999999999999942,1.2192183027059933e-12,0.4065040650406505,0.14545454545454536,0.1912682547191406,0.2666666666666666,0.3535353535353536,0.036437392303273974,0.18652354607317778,0.2220042107675492,0.25705635976845903,0.25670309618719755,0.18634294054905848,0.19011154108279657,0.2813750056799759,0.2920805214395215,0.22181268959487266,0.266370062473376,0.27370566275624253,0.2787777547470679,0.23133098007666492,0.22563238690632248,0.2903473133808055,0.32884300412651224,0.6358450738524086,0.05357142857142849,3.094559175584393e-07,0.0898203592814371,0.3928571428571429,0.7575917406377228,0.6539876956597599,0.7985252124136589,0.373134846810436,0.6351321644484791,1e-12,1e-12,1e-12,1e-12,1e-12,0.0106136296799356
1,2.0,1.0,1,0.4402946752362107,0.07552749642665649,0.0,0.7874256534648609,0.10030968226651288,1.9984410726003083e-08,5.906126329241269e-09,2.9181547702916343e-05,0.9227468904455065,0.9999999999999929,5.301024918503983e-12,0.2682926829268293,0.12727272727272723,0.15008612897173948,0.1955555555555556,0.16666666666666674,0.05803935188277254,0.1988828894464691,0.28351783512737755,0.38059991052172626,0.3894722868589888,0.20306524784442115,0.20717204040203172,0.40008865809294053,0.4324261200377511,0.2803904703349519,0.3895579530342276,0.47097273688014957,0.4828380061662355,0.2950185240554477,0.29138815182050176,0.4849727665213697,0.5347175781829827,0.7390581598280288,0.040816326530612276,2.2791549938780863e-07,0.08682634730538916,0.6071428571428571,0.7638713836364099,0.7045993670093589,0.8014679173789133,0.35328392179808527,0.7154538478823343,1e-12,1e-12,1e-12,1e-12,1e-12,0.0761445277685047
1,2.0,2.0,1,0.3893418085646274,0.06646074769253908,0.3333333333333333,0.806416502775586,0.10030968695894245,3.8141204703275815e-08,9.17215168698108e-09,1.7878436234770367e-05,0.9174685190504938,0.9999999999999913,1.809409289811755e-12,0.3252032520325202,0.17272727272727267,0.13326655947705526,0.2533333333333333,0.08080808080808079,0.14028188927671978,0.30657695378112837,0.3275440473992907,0.44855656455051585,0.355284709188199,0.30915517276981674,0.3154075284838315,0.4634838892613886,0.38047073859158237,0.35245900223768034,0.40167884238573237,0.49666511373479133,0.41859690479049744,0.36299819367148084,0.36157542699168166,0.508886581889089,0.45688935088655114,0.6349553737809919,0.05102040816326532,2.7711200980658994e-07,0.1167664670658682,0.2499999999999999,0.8978874639147696,0.7392038482330179,0.8469012131711654,0.3325258727946813,0.5823511797704215,1e-12,1e-12,1e-12,1e-12,1e-12,0.0468800944861977
1,2.0,3.0,1,0.4946963622641105,0.12837756590846927,0.6666666666666667,0.7721678848156707,0.10030968713962475,4.6814002619899715e-09,6.00216337507376e-09,0.00021474649894270451,0.9486110699933695,0.9999999999999973,2.1120116984100048e-12,0.44715447154471566,0.14090909090909087,0.21457061584634804,0.2711111111111112,0.33333333333333337,0.04013120106411924,0.14958470962989628,0.24047307112688548,0.33035225653303,0.20007506490444538,0.1576672548715958,0.20292413176245325,0.33848631320162176,0.29661508767506267,0.1932816453187987,0.293887238340344,0.3569244329003002,0.23500130241751804,0.2253262476662959,0.25696451274799037,0.3811999782744382,0.3683070501658783,0.534589838610761,0.07653061224489796,1.3083043874960774e-07,0.06586826347305391,0.2499999999999999,0.9587444764823747,0.6855132240036239,0.8868473538185556,0.7151894066673112,0.7783878822564445,1e-12,1e-12,1e-12,1e-12,1e-12,0.0333115208622781
1,2.0,4.0,1,0.39077143017642485,0.04593872034304465,0.0,0.8466534908265447,0.10030968876053802,1.3798992013589301e-08,8.268285254749925e-09,8.452651492188563e-05,0.9355228242244564,0.9999999999999896,2.2235877706846445e-12,0.3577235772357724,0.1863636363636363,0.1349142212050363,0.22222222222222224,0.14646464646464658,0.07592158941957908,0.18131934104454742,0.18186856632624573,0.3178058191502452,0.282106043553944,0.18370124844635036,0.12546872463486228,0.3304319375681623,0.3077568482654222,0.24270663042803664,0.266676021218855,0.3786647180745662,0.35098585915390446,0.256499709265961,0.19820416443391764,0.38740934671155175,0.3930190851280135,0.5357934604987815,0.06122448979591846,4.062360176451891e-07,0.09580838323353297,0.2857142857142855,0.9407549299409468,0.6889226087767257,0.8081724234365729,0.4594884382734334,0.7603245762232165,1e-12,1e-12,1e-12,1e-12,1e-12,0.0122643854022878
1,2.0,5.0,1,0.4596741407551588,0.10108647501497,0.3333333333333333,0.811973305263148,0.1003096848045894,3.0077496764021414e-09,8.624764909232352e-09,0.0005035571720833663,0.9671860220309575,0.9999999999999987,4.0218355311675766e-12,0.2764227642276422,0.2181818181818182,0.0911267893001729,0.24444444444444452,0.16161616161616155,0.07713136949208174,0.18376991245987767,0.2929861705569319,0.3593808920967791,0.24639808605251046,0.18831637554675557,0.22526433678174354,0.3569106586427565,0.26366754589754,0.2381620854045448,0.3613039280391392,0.405318255474586,0.3053210830480262,0.2569967072843136,0.28112724085822677,0.40621653027074084,0.34694796914073633,0.6950429947574353,0.04336734693877557,2.4788741855537746e-07,0.09281437125748503,0.3928571428571429,0.8006688136625142,0.5433087142368809,0.739125993522051,0.6402000810522337,0.7992898833524958,1e-12,1e-12,1e-12,1e-12,1e-12,0.0187123649365584
1,2.0,6.0,1,0.4290883027305532,0.06679346268512021,0.0,0.7598381004005894,0.10030968514492944,1.5597971833379553e-08,6.187586622305449e-09,4.804182940463664e-05,0.9143599978623893,0.9999999999999911,1.206773327032634e-12,0.14634146341463414,0.17727272727272728,0.06588705260784125,0.23555555555555557,0.10606060606060609,0.10635341201756499,0.2761180937572964,0.32053475589131036,0.2928100826346498,0.28566434543941366,0.28526412165255877,0.2910333046328667,0.27509028359582827,0.3152308233380063,0.32724723082181206,0.39742264839085834,0.3606856678085281,0.35863530875207245,0.3473617488420806,0.3454311964866066,0.3495019644347358,0.41145750842001855,0.7706687660780067,0.048469387755102136,2.214813101669563e-07,0.11377245508982041,0.3928571428571429,0.8571464069789319,0.8638365655222122,0.9163465541038115,0.12184907001099238,0.5921485301796203,1e-12,1e-12,1e-12,1e-12,1e-12,0.0703600425922513
1,2.0,7.0,1,0.34371016834444595,0.0180570632198167,0.3333333333333333,0.8786758880422539,0.10030968239164131,2.5494838263269826e-08,6.669089997736361e-09,2.2460282532388603e-05,0.9539952495304758,0.9999999999999889,3.0463083295598388e-12,0.2845528455284554,0.11818181818181811,0.1686358364743404,0.24444444444444452,0.10606060606060609,0.11061495988586466,0.12379913638610628,0.16815843819670392,0.24131957485401523,0.1490797851213449,0.1220649021508346,0.12453354332415136,0.23512424405301358,0.14867800173317353,0.20470550810058447,0.27082379989103705,0.3304958294544895,0.2526413731230135,0.20795456637892207,0.2014968359395986,0.3064801349766931,0.2586322024587828,0.5341527679390927,0.04336734693877557,6.159969750654895e-08,0.014970059880239523,0.2857142857142855,0.7449862335530164,0.6862545768457124,0.9154534247139791,0.3232111584169262,0.5527173288359701,1e-12,1e-12,1e-12,1e-12,1e-12,0.0281038881691118
1,2.0,8.0,1,0.4158181137645212,0.07770373084062193,0.3333333333333333,0.8560829855109129,0.10030969093107896,1.693123874522398e-08,9.959562890702342e-09,8.17230973808355e-05,0.91986446639034,0.9999999999999962,1.5117100737302219e-12,0.38211382113821146,0.17727272727272728,0.15034309461679718,0.12888888888888891,0.060606060606060635,0.08485196595478042,0.24820065176649728,0.2973650135363036,0.32398002055630487,0.19749850259541335,0.24811808123546542,0.2531360225141578,0.3310912525710903,0.19377341796606345,0.2819939528364299,0.3442356212693142,0.34168342035506466,0.22130378613191037,0.29098975585091846,0.2872285513962963,0.3433103576103326,0.23330645705124753,0.6090243104137121,0.06377551020408165,1.8131645450333648e-07,0.10479041916167661,0.2857142857142855,0.8988515451260539,0.6876049508031272,0.8208119244947375,0.5379851313816679,0.724409780615729,1e-12,1e-12,1e-12,1e-12,1e-12,0.0134568512072466
