fid,iid,rep,eval,raw_y
1,6.0,0.0,1,54.2405806133
1,6.0,0.0,2,31.6594279636
1,6.0,0.0,6,12.918696873
1,6.0,0.0,20,8.2435545331
1,6.0,0.0,31,5.605482589
1,6.0,0.0,36,5.1853095898
1,6.0,0.0,43,3.3754947337
1,6.0,0.0,46,3.098051626
1,6.0,0.0,54,1.9065543381
1,6.0,0.0,58,1.906554319
1,6.0,0.0,63,0.1648501476
1,6.0,0.0,64,0.1648501426
1,6.0,0.0,69,0.0016287381
1,6.0,0.0,72,0.001628738
1,6.0,0.0,73,0.0016287376
1,6.0,0.0,75,0.000214813
1,6.0,0.0,76,0.0002148129
1,6.0,0.0,77,0.0002148126
1,6.0,0.0,81,1.7627e-06
1,6.0,0.0,87,3.06e-08
1,6.0,0.0,93,4e-10
1,6.0,0.0,99,0.0
1,6.0,1.0,1,44.7839771953
1,6.0,1.0,3,30.1260087823
1,6.0,1.0,4,13.5920311662
1,6.0,1.0,8,5.6506417315
1,6.0,1.0,17,1.7826682579
1,6.0,1.0,38,1.7343311356
1,6.0,1.0,59,1.0247069374
1,6.0,1.0,60,0.7753198511
1,6.0,1.0,69,0.7055156042
1,6.0,1.0,73,0.5650256919
1,6.0,1.0,86,0.4442088424
1,6.0,1.0,97,0.2761584184
1,6.0,1.0,107,0.2280012858
1,6.0,1.0,124,0.1519185005
1,6.0,1.0,136,0.084194124
1,6.0,1.0,150,0.0704934612
1,6.0,1.0,160,0.0525092187
1,6.0,1.0,164,0.0410465493
1,6.0,1.0,167,0.0397454767
1,6.0,1.0,195,0.0154866307
1,6.0,1.0,205,0.0072271884
1,6.0,1.0,226,0.0022088361
1,6.0,1.0,241,0.0010995042
1,6.0,1.0,266,0.0009808385
1,6.0,1.0,267,0.0006901136
1,6.0,1.0,282,0.0005746753
1,6.0,1.0,287,0.0004954298
1,6.0,1.0,289,0.0004795253
1,6.0,1.0,291,6.99533e-05
1,6.0,1.0,305,6.58576e-05
1,6.0,1.0,322,4.40725e-05
1,6.0,1.0,365,3.7204e-05
1,6.0,1.0,371,2.85187e-05
1,6.0,1.0,380,2.62684e-05
1,6.0,1.0,388,1.01102e-05
1,6.0,1.0,402,8.6361e-06
1,6.0,1.0,419,8.6212e-06
1,6.0,1.0,423,7.8214e-06
1,6.0,1.0,425,3.7147e-06
1,6.0,1.0,433,2.0422e-06
1,6.0,1.0,467,1.0448e-06
1,6.0,1.0,478,9.409e-07
1,6.0,1.0,487,7.652e-07
1,6.0,1.0,496,4.548e-07
1,6.0,1.0,504,3.584e-07
1,6.0,1.0,509,2.587e-07
1,6.0,1.0,514,1.336e-07
1,6.0,1.0,534,4.24e-08
1,6.0,1.0,539,1.17e-08
1,6.0,1.0,586,7e-09
1,6.0,1.0,595,1.3e-09
1,6.0,1.0,636,1.1e-09
1,6.0,1.0,637,4e-10
1,6.0,1.0,670,2e-10
1,6.0,1.0,721,2e-10
1,6.0,1.0,724,1e-10
1,6.0,1.0,725,1e-10
1,6.0,1.0,733,0.0
1,6.0,1.0,760,0.0
1,6.0,1.0,796,0.0
1,6.0,1.0,798,0.0
1,6.0,1.0,806,0.0
1,6.0,1.0,849,0.0
1,6.0,1.0,853,0.0
1,6.0,1.0,867,0.0
1,6.0,1.0,873,0.0
1,6.0,1.0,915,0.0
1,6.0,1.0,925,0.0
1,6.0,1.0,933,0.0
1,6.0,1.0,943,0.0
1,6.0,1.0,960,0.0
1,6.0,1.0,1000,0.0
1,6.0,2.0,1,51.4592413049
1,6.0,2.0,4,37.7683994715
1,6.0,2.0,5,34.7760576419
1,6.0,2.0,13,17.583819779
1,6.0,2.0,21,17.0263129542
1,6.0,2.0,23,7.0579563228
1,6.0,2.0,41,4.6615806467
1,6.0,2.0,46,1.5981003769
1,6.0,2.0,59,1.5981003644
1,6.0,2.0,60,1.5981003537
1,6.0,2.0,63,0.1859715524
1,6.0,2.0,65,0.1859715517
1,6.0,2.0,67,0.1859715498
1,6.0,2.0,68,0.1859715473
1,6.0,2.0,69,0.0230715216
1,6.0,2.0,70,0.0230715212
1,6.0,2.0,71,0.0230715187
1,6.0,2.0,75,0.0003012614
1,6.0,2.0,77,0.0003012611
1,6.0,2.0,81,6.0079e-06
1,6.0,2.0,87,6.48e-08
1,6.0,2.0,93,7e-10
1,6.0,2.0,99,0.0
1,6.0,3.0,1,83.8642788067
1,6.0,3.0,2,22.7675298825
1,6.0,3.0,8,19.1991222095
1,6.0,3.0,15,13.5637394655
1,6.0,3.0,17,6.7834797069
1,6.0,3.0,26,3.3690002752
1,6.0,3.0,35,2.9399252383
1,6.0,3.0,41,2.3338194707
1,6.0,3.0,63,2.3263932997
1,6.0,3.0,78,1.1598984917
1,6.0,3.0,84,0.8151926422
1,6.0,3.0,90,0.4301888549
1,6.0,3.0,103,0.4068409226
1,6.0,3.0,109,0.3568398819
1,6.0,3.0,115,0.3175237507
1,6.0,3.0,122,0.1414832517
1,6.0,3.0,142,0.0883073441
1,6.0,3.0,144,0.0679608402
1,6.0,3.0,148,0.0207764241
1,6.0,3.0,190,0.0149293257
1,6.0,3.0,205,0.0069063305
1,6.0,3.0,211,0.004081973
1,6.0,3.0,228,0.0040113293
1,6.0,3.0,237,0.0031735976
1,6.0,3.0,246,0.0018814533
1,6.0,3.0,264,0.0009239783
1,6.0,3.0,273,0.0008810111
1,6.0,3.0,274,0.0007530863
1,6.0,3.0,280,0.0007147163
1,6.0,3.0,281,0.0006335434
1,6.0,3.0,283,0.0002736838
1,6.0,3.0,289,0.000263069
1,6.0,3.0,305,0.0001195244
1,6.0,3.0,330,6.95609e-05
1,6.0,3.0,343,4.49243e-05
1,6.0,3.0,355,4.03278e-05
1,6.0,3.0,393,2.75249e-05
1,6.0,3.0,406,1.99938e-05
1,6.0,3.0,419,1.9176e-05
1,6.0,3.0,424,6.5625e-06
1,6.0,3.0,428,4.6856e-06
1,6.0,3.0,432,2.6613e-06
1,6.0,3.0,452,1.696e-06
1,6.0,3.0,455,7.72e-07
1,6.0,3.0,463,6.26e-07
1,6.0,3.0,477,4.473e-07
1,6.0,3.0,503,3.192e-07
1,6.0,3.0,518,2.657e-07
1,6.0,3.0,521,2.545e-07
1,6.0,3.0,525,1.342e-07
1,6.0,3.0,548,9.29e-08
1,6.0,3.0,549,6.55e-08
1,6.0,3.0,554,3.63e-08
1,6.0,3.0,574,1.11e-08
1,6.0,3.0,617,6.3e-09
1,6.0,3.0,620,6.3e-09
1,6.0,3.0,629,2.5e-09
1,6.0,3.0,643,2.3e-09
1,6.0,3.0,644,2.3e-09
1,6.0,3.0,675,1e-10
1,6.0,3.0,761,1e-10
1,6.0,3.0,786,1e-10
1,6.0,3.0,787,0.0
1,6.0,3.0,805,0.0
1,6.0,3.0,814,0.0
1,6.0,3.0,820,0.0
1,6.0,3.0,825,0.0
1,6.0,3.0,834,0.0
1,6.0,3.0,840,0.0
1,6.0,3.0,866,0.0
1,6.0,3.0,881,0.0
1,6.0,3.0,931,0.0
1,6.0,3.0,942,0.0
1,6.0,3.0,951,0.0
1,6.0,3.0,960,0.0
1,6.0,3.0,975,0.0
1,6.0,3.0,978,0.0
1,6.0,3.0,1000,0.0
1,6.0,4.0,1,27.6724780541
