fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,t_0,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9,t_10,t_11,t_12,t_13,t_14,t_15,t_16,optimal_budget
1,1,0,1,0.24221406359902514,0.06514228083866265,0.6666666666666666,0.6514215443961887,0.017489223377124413,8.01498692586542e-09,7.425965716733093e-09,1.2327747111530498e-05,0.844393224480408,1.0,2.0328790734103208e-20,0.2857142857142858,0.03906249999999984,0.33581235697940515,0.02263523884458026,0.032550152018595825,0.04236646876092263,0.0666149736298138,0.026954713993749765,0.03744387416413981,0.049191656916514864,0.08229066779700386,0.44195780824367287,0.48946582854179155,0.5100299135287242,0.49327884367567515,0.5065016126900916,0.5473284952164384,0.592386323011127,0.6349432879550381,0.38620343033474125,0.04485488126649065,1.5971319033594404e-07,0.019230769230769253,0.5025940337224383,0.8067457796685114,0.7931172801523352,0.9727956062879416,0.12074081114829827,0.7543186646686633,0.9999999999999999,0.17142857142857187,0.10734463276836159,0.12172573189522344,0.559322033898305,0.21782178217821788,0.07968000000000003,0.2995077168533679,0.26476329766788065,0.2702583574117392,0.2845942752629702,0.2683786688913793,0.28761877952230713,0.28401361196721253,0.2951989219799474,0.26628936346918786,0.27945509147303627,0.27769568685138146,0.27929846649457163,0.27822441803652886,0.2750431333712237,0.2833745964425983,0.2870562233594171,0.29009655278731156,True
1,1,1,1,0.22001580587439803,0.04692848002097122,0.16666666666666666,0.764953891258172,0.017489222820837907,1.121526289767125e-09,5.979380916345549e-09,9.450649418887937e-05,0.8429133023665571,1.0,2.456395547037471e-20,0.19841269841269854,0.09375,0.11029748283752863,0.02005475425386627,0.03454557394590473,0.042756984572298096,0.06989501401913967,0.02191487715600441,0.03654146569945137,0.047229898989814396,0.08227977806111694,0.48924222006947377,0.5454780623267887,0.5715710007200872,0.564209156358707,0.5324812087480713,0.5774254930123505,0.6256826351467629,0.6738139991660301,0.4857926387953433,0.034300791556728175,8.323308264277975e-08,0.041666666666666616,0.3878080415045394,0.8223346992359795,0.8215877957646707,0.9696283753942657,0.19330024306302518,0.7822178590217813,0.9999999999999999,0.17142857142857187,0.07344632768361582,0.17372881355932204,0.5932203389830505,0.049504950495049514,0.3120000000000001,0.27808922822712345,0.25025845618901926,0.2570522122076201,0.2523055283843453,0.2442618811464235,0.2554336116822349,0.2537366899590853,0.26365931709929125,0.2643084820947415,0.24990501675834373,0.23882594684178363,0.24296087071713926,0.2535937086927205,0.24492488114233474,0.24901693479811615,0.23579799613578245,0.258144055442732,True
1,1,2,1,0.23830406275605787,0.060595851650686344,0.16666666666666666,0.577481493111315,0.01748921823968004,1.5335842033526644e-08,5.802601279095099e-09,2.281545612109014e-06,0.7985255714370255,1.0,1.6093625997831706e-20,0.3015873015873017,0.109375,0.1386458473549603,0.054848642901508274,0.10012289039657055,0.1409708945563936,0.2367415759655485,0.05394627650729832,0.09517455285806187,0.13637720361501007,0.24666509377296175,0.4328806705312799,0.4935648594220464,0.5284808201578475,0.5490634439325177,0.4557567008178994,0.5043280158448251,0.5557065818355593,0.6230319374429829,0.5801879071008242,0.029023746701846848,7.658154118614354e-07,0.07051282051282054,0.4643320363164719,0.8873153885612548,0.8353189926677085,0.9735020142148562,0.1594400626643394,0.7130725275225931,0.9999999999999999,0.2571428571428576,0.06779661016949153,0.21694915254237293,0.6610169491525419,0.05940594059405941,0.29600000000000004,0.3379652266684565,0.31798434223568994,0.35262856231999773,0.32841757770499846,0.35416106725264135,0.32506711245452524,0.35374690341207327,0.3580681817303428,0.3480884420003403,0.33924385665990353,0.340993082971196,0.36870522492970315,0.34167002630809723,0.3288227901856636,0.37029199360383463,0.31874081306799107,0.3248907986809247,True
1,1,3,1,0.23184789036273484,0.05518566808907793,0.5,0.3472256780522555,0.017489217651088868,9.217290707725735e-09,5.433709077528559e-09,6.253871874313629e-06,0.7327946686414317,1.0,5.082197683525802e-21,0.4761904761904763,0.046875,0.4576659038901603,0.03728270793841884,0.05577580313827618,0.07306651282904,0.1061464943045422,0.040116032349251395,0.060708746738658566,0.0777004967324326,0.12059104987199148,0.5081872176561045,0.5670038404894381,0.5985088763777511,0.5959965348742693,0.5394751525965108,0.5859261307030131,0.6363949701443872,0.686971942688282,0.4741785165157415,0.015831134564643703,1.6552685267002047e-07,0.022435897435897356,0.36230004323389553,0.8651446265520697,0.8564713502171872,0.9736163213048746,0.16197514643208388,0.7053504572164873,0.9999999999999999,0.20000000000000046,0.12429378531073447,0.11118644067796614,0.6949152542372881,0.15841584158415847,0.13263157894736846,0.1657678495839978,0.1555312034590161,0.16676223346288963,0.16733325995634823,0.16532062648218793,0.1648872620175988,0.17809387366882815,0.17940459014520044,0.19662016199353768,0.16464840040142958,0.17121844200708738,0.17442024838404066,0.16528845907835113,0.1692720378550463,0.18082086404020212,0.17232944541404163,0.16991145265118668,True
1,1,4,1,0.3115650048536589,0.11707037060448279,0.5,0.394314701611541,0.017489220682259728,4.325312941824611e-09,4.933237647144523e-09,1.6669662267601235e-05,0.7163503398863734,1.0,3.1594328932585403e-19,0.3333333333333335,0.10156249999999985,0.16590389016018314,0.029699231186680528,0.04608581451185121,0.06100372280232457,0.10719379058542541,0.029567079872161003,0.042307525221033745,0.05797980897231877,0.10735077086935473,0.47555515720218766,0.5298677440445037,0.5567622171494915,0.5555724644102301,0.4874749787344035,0.527238471371352,0.5713523848316115,0.616867566841883,0.4652125905810278,0.010554089709762501,2.184069832426524e-07,0.041666666666666616,0.5025940337224383,0.8889869640661372,0.8508718243902007,0.982253668789057,0.18703926670360527,0.700577341596512,0.9999999999999999,0.20000000000000046,0.06214689265536712,0.21186440677966106,0.576271186440678,0.05940594059405941,0.2693333333333335,0.18245997637017294,0.17322861488150768,0.20011674043755664,0.18672120103382125,0.18830889189640948,0.18631675773245132,0.2025766613835556,0.19682346013210408,0.18470020770446596,0.181463076097899,0.18740145328193322,0.19499372708235455,0.2037676473025029,0.18638010442260391,0.19067261495796034,0.18618792325386957,0.1834664319792801,True
1,1,5,1,0.33270548330075583,0.11913004777500523,0.5,0.6782268106450187,0.017489223521982213,5.00063386968193e-09,6.79928529418376e-09,2.0408558190388288e-05,0.889334478754229,1.0,5.505714157152952e-20,0.34920634920634924,0.0390625,0.3975972540045767,0.022609616283032957,0.04587171284320681,0.07249012016773876,0.1284533980234826,0.02936518865757516,0.05583255726011039,0.08890759638203463,0.1686349273222263,0.530277896920855,0.5947586909659732,0.6326626360082088,0.6428055510851408,0.5752908144285741,0.6266580679038047,0.6860919164951277,0.7526012641954257,0.45406227625381446,0.007915567282321845,2.491516993117711e-07,0.019230769230769253,0.36230004323389553,0.8425792917030459,0.8794478410804927,0.990105038332168,0.11184053473809741,0.8074010345949894,0.9999999999999999,0.17142857142857187,0.04519774011299435,0.2604006163328197,0.5423728813559322,0.16831683168316838,0.10320000000000004,0.211882281761582,0.22965677228241546,0.22446774432983557,0.22940662743456403,0.2193649556097158,0.221003636265109,0.22225932089440975,0.21052731119434506,0.2396513788459845,0.20413562175321048,0.21178739414845962,0.22603440500047328,0.20575227470535304,0.1985976909378623,0.20419716947720207,0.214035214190605,0.22312179875155344,True
1,1,6,1,0.24357250736720978,0.05972205720780145,0.5,0.5934099036054311,0.017489222098559798,2.8263734554838655e-10,7.257623886551298e-09,0.0004694625697282104,0.7290904279479369,1.0,2.0328790734103208e-20,0.2539682539682539,0.0703125,0.18649885583524028,0.04075676246235813,0.06019290098066262,0.07925030957291042,0.12502370440820484,0.05302124895688695,0.06471782057756231,0.08922275056080953,0.14676312732290941,0.5068575698312132,0.565564833030396,0.5975116480383615,0.5999672497020697,0.5464162616489596,0.5898184459638385,0.6430480473235598,0.698656754687332,0.2859250499479633,0.018469656992084346,1.6552685267002047e-07,0.05448717948717939,0.2857760484219626,0.8783814090740041,0.8471860765817696,0.9719442286046694,0.22124835015263655,0.6832654691846468,0.9999999999999999,0.20000000000000046,0.1016949152542373,0.13559322033898305,0.6271186440677964,0.13861386138613865,0.13976470588235296,0.1778080084113059,0.1671210063082638,0.17029324431375023,0.16814966717947233,0.1816225300328335,0.18209239613462389,0.1704280730129801,0.18006737655972424,0.19494081599521404,0.16655134066285765,0.1837868935055,0.18616027518931524,0.20010843698480485,0.19127300822016055,0.17829690556037675,0.20407437736532807,0.16209424007132858,True
1,1,7,1,0.1831628772647521,0.026739441462891703,0.16666666666666666,0.41883536035741764,0.017489218415245165,1.956828852901657e-09,5.240895601426294e-09,4.541917857265748e-05,0.6738680882407287,1.0,0.0,0.3253968253968255,0.0390625,0.3744279176201374,0.03000681185379519,0.0448582778223012,0.05928168500357716,0.09819954696270891,0.03739301840189055,0.04720381707739808,0.06915809462573595,0.12282151429125912,0.5166816502994531,0.57588093234822,0.607496352026186,0.6088433623648793,0.5613662026362991,0.6065952300016232,0.6612522789115026,0.7187365167520328,0.46104875003196355,0.021108179419525017,3.4114666544686587e-07,0.02884615384615382,0.40056204063986167,0.8995282671915783,0.9039628916137894,0.9922274231344418,0.1177113305800862,0.6971154256703282,0.9999999999999999,0.17142857142857187,0.0847457627118644,0.15254237288135594,0.49152542372881347,0.14851485148514854,0.10933333333333337,0.15651214920125178,0.1607498377608545,0.1716576631175561,0.18183541914363682,0.17154456277887814,0.17759501125460633,0.18723653140668745,0.18772294764538605,0.2088145611548474,0.1658222220145783,0.1728140414584433,0.1787991757817747,0.17345921728542169,0.15685117459940934,0.17323586543270172,0.16193561100067913,0.16078677435036498,True
1,1,8,1,0.3018837193840152,0.10558089546264911,0.5,0.6346918963099162,0.017489212946636155,3.3129863492930615e-09,8.375226512115936e-09,4.169419682075583e-05,0.8360410608748035,1.0,1.1858461261560205e-20,0.2936507936507938,0.07812499999999985,0.19204365428621728,0.04474232023292569,0.05906914339441349,0.0758837581473521,0.11156591542958835,0.05058791564481418,0.0636623562291333,0.08535837832831011,0.13857235809964846,0.501239806040771,0.5568064818198815,0.5869672159532344,0.5840406972677392,0.5461296287922597,0.5901012600965646,0.642474697323363,0.696804083321712,0.3470658281538741,0.029023746701846848,1.777589751610808e-07,0.057692307692307626,0.19649805447470825,0.895602165781781,0.8719509074285097,0.979298612380434,0.24442884358373085,0.722262032368623,0.9999999999999999,0.17142857142857187,0.09604519774011301,0.13559322033898305,0.5254237288135593,0.12871287128712874,0.13200000000000006,0.17294691367284573,0.16745385636930896,0.17448286498725304,0.17611082476471335,0.17569202025288227,0.18547573820353358,0.1838683770646035,0.1853308516044963,0.19240297889584004,0.19427404089473962,0.1800195622093788,0.17302627164851342,0.19069575208425996,0.20246205974577094,0.17640028328284685,0.18672980872075157,0.17632481408575473,True
1,1,9,1,0.31654966745370205,0.10258041083673913,0.8333333333333334,0.701043056012553,0.017489222400825278,1.4992438974781722e-08,8.226486192908384e-09,5.3177657141666386e-06,0.8761297342984228,1.0,6.776263578034403e-21,0.3174603174603174,0.046875,0.3203661327231121,0.04540417787757291,0.05516076774712161,0.06756539509136777,0.0955178397884495,0.059881031149782334,0.06457415734190862,0.08176068857357374,0.1201120674895075,0.5340143703946504,0.5925784852062952,0.6249852691390181,0.6240110132414041,0.5773695579897404,0.6216016807715264,0.6760281569173319,0.7306688541721792,0.2519061908371665,0.0,2.184069832426524e-07,0.022435897435897356,0.3367920449632512,0.8216068090691024,0.8446094245826168,0.9855622959438296,0.15523310034132543,0.7901301487368289,0.9999999999999999,0.22857142857142904,0.13559322033898305,0.1073446327683616,0.576271186440678,0.049504950495049306,0.3060000000000002,0.23109597708578006,0.2401247726907863,0.2481083274236286,0.24738953928873542,0.22642779823148568,0.25175706255521957,0.24502797070930685,0.23341258907944937,0.24374261073656833,0.23742067930715804,0.25035742392869653,0.21790251410550704,0.2294762425909645,0.21263967834796726,0.2070616116682152,0.24836366526505763,0.2302507837846417,True
1,1,10,1,0.2379619611063084,0.05772290415893905,0.33333333333333337,0.5876171400632646,0.017489218292139296,9.942734828528675e-10,7.653223969566681e-09,0.00013714177954883444,0.720199478182667,1.0,1.1858461261560205e-20,0.261904761904762,0.0546875,0.24004576659038906,0.04128246169918303,0.04659500112505391,0.0652086108421719,0.12050892561105545,0.04432698615428009,0.0522535719018374,0.07341750925677282,0.13598875836237745,0.504499338607139,0.55730359494587,0.5885916694572956,0.5944962358030625,0.5422366848059178,0.5845330037686856,0.6365106522853148,0.6936845970895142,0.27958595498250993,0.026385224274406302,1.8419316466325062e-07,0.02884615384615382,0.41331603977518394,0.8905095503191842,0.9082111153672945,0.9936655495114709,0.11090403938299831,0.7144560801288304,0.9999999999999999,0.20000000000000046,0.0847457627118644,0.1610169491525424,0.576271186440678,0.13861386138613865,0.13129411764705887,0.17294892857852384,0.16333355999935223,0.18020623812812075,0.18485568602221633,0.18073237915735257,0.18089637230294842,0.17903341331811298,0.19002954721550483,0.1899896292090756,0.1634130128814694,0.16881634109800017,0.17849278204715574,0.1819310237191222,0.17166741825062495,0.17081626771531955,0.18179064966012567,0.17108296197890158,True
