fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,t_0,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9,t_10,t_11,t_12,t_13,t_14,t_15,t_16,t_17,t_18,t_19,optimal_budget
1,1,0,1,0.43139486281457484,0.10064883937693996,0.6666666666666667,0.4874903889101838,0.09681003458470822,7.421609360842112e-09,6.110959934111197e-09,2.155104245019302e-05,0.7970164032887288,1.0,1.2197274440461925e-19,0.24324324324324326,0.41176470588235287,0.05314009661835749,0.0,0.25443721521420615,0.3111643253577818,0.24964139152747317,0.0,0.24087671305417882,0.33479784799450185,0.2932735001298824,0.40767282205535316,0.28340543693969816,0.36318016316356727,0.29177888643346084,0.43429504995859625,0.2502678059935624,0.3910969905571605,0.376936749948721,0.7162938462135855,0.05793450881612085,1.7104070525632286e-07,0.09915014164305942,0.5600000000000002,0.928806813364159,0.7334356844962029,0.9129392906377463,0.34309706487857805,0.5237254417564672,0.3470304914127994,0.3902913079763823,0.3989656483642647,0.3834075548763511,0.39665127439673875,0.3853086698932289,0.41805415826944525,0.40854569665028256,0.4111953450247396,0.4096668830522419,0.39464124412910134,0.43886224016488573,0.4326983611170476,0.4272859663576678,0.40625927469863526,0.4201269636517631,0.4232199141757356,0.4565827259707256,0.4565041014747223,0.43178427875791053,True
1,1,1,1,0.39202257635142235,0.049398606551020394,0.0,0.6679993321313861,0.09681003079891602,4.129087508234686e-09,6.409874696402286e-09,4.4195964010755255e-05,0.8633349374987819,1.0,7.453889935837843e-20,0.37837837837837834,0.2941176470588235,0.1238471673254282,0.0,0.32695518207863966,0.3520249559885262,0.2783881218051995,0.0,0.2215127058741007,0.2994332033230069,0.33292614350160743,0.8356442631801326,0.4357661983896274,0.4923043534962198,0.454399849891188,0.8262151167646541,0.2988143732747039,0.46059104525243516,0.5257911056077262,0.8311866538069232,0.037783375314861464,1.0035999976336652e-07,0.08498583569405094,0.6,0.8058796963245122,0.7177099402972527,0.9077710456612513,0.4290558793181617,0.4522676059359544,0.3277788743042292,0.37618056276690653,0.4101365199656701,0.44163873937419507,0.4056086314588349,0.4133763138640339,0.41760183110816795,0.4438608465697944,0.43448880702218656,0.43239558169532083,0.47886364341539217,0.4312412652232945,0.46177647059181226,0.47113399753242535,0.4465703197173893,0.45773318480705744,0.44661840622862115,0.4501051169173104,0.4440242985570308,0.44431949019325556,True
1,1,2,1,0.425187935648067,0.06930210277433008,0.3333333333333333,0.571276590845349,0.09681002942543307,3.223239543147973e-08,4.710132256003717e-09,4.572958405275118e-07,0.8761611540263352,1.0,1.2197274440461925e-19,0.43243243243243246,0.2647058823529412,0.15797101449275364,0.0,0.2869220598734746,0.24473315760104805,0.2374738345082416,0.0,0.2180285504019468,0.23311834732196762,0.23386822791880546,0.5565515446538938,0.34675392242814507,0.34416436160013913,0.33096155982866293,0.5492600873507969,0.24926043389298005,0.33515118495563695,0.36472593946924176,0.6438293262388635,0.03274559193954657,9.070455647464191e-08,0.09631728045325783,0.44000000000000006,0.9059697189702821,0.7730630860799761,0.8416079894329007,0.33947198701274583,0.5044571016063814,0.2938497839748048,0.31538587473467034,0.34827016860673754,0.3261706462603425,0.3708635920869543,0.32685423336499786,0.3634154015004371,0.32704416761777483,0.4043709793874655,0.38263968201371934,0.3765530866397964,0.38846534644712327,0.39970995621411387,0.3898304550290502,0.3875624881855884,0.39000218868672293,0.40305397317770236,0.4064552999375092,0.36155085652021773,0.38136948918096486,True
1,1,3,1,0.39667327012309117,0.06215893553414867,0.0,0.3361295907863215,0.09681002915927311,1.2555564784159634e-08,3.792883184728007e-09,5.570120662999368e-06,0.7928848930656751,1.0,1.1519648082658485e-19,0.43243243243243246,0.23529411764705876,0.17713365539452497,0.0,0.16452154889934675,0.22155800076127988,0.21034895365211342,0.0,0.12753803620581344,0.22309609238339395,0.24032723757510488,0.6155900990075576,0.2631228377952973,0.3424689788941482,0.3286935950655542,0.5918485433828209,0.18437482284038964,0.3401279408005401,0.384961249839969,0.6619722237074235,0.017632241813601957,1.2193265220795852e-07,0.10198300283286114,0.4,0.9545351142926098,0.7868468896365273,0.9096287318591898,0.4069121897001049,0.43811553408777293,0.30104449714684434,0.29493789977684015,0.3001811958025885,0.32069893031893515,0.28709810565929056,0.2909273192200141,0.30869726666345243,0.29808516128644397,0.3152590513037161,0.3201500573963187,0.3407700022689781,0.33845676666956664,0.3736631660385527,0.3956194153864053,0.34562048152805197,0.34593501549464845,0.3450722221613259,0.35242896821876335,0.33996737040409036,0.3545555228841008,True
1,1,4,1,0.5493340524045331,0.19250896504112186,0.6666666666666667,0.476680380757998,0.09681003249218323,1.430984790964057e-08,3.988078415982694e-09,4.777925131919938e-06,0.8723288672547493,1.0,7.453889935837843e-20,0.5945945945945947,0.4411764705882353,0.13134057971014493,0.0,0.22467342295428394,0.32541639075592665,0.2996733540329835,0.0,0.16595692183944263,0.33583512156729944,0.35305540343812514,0.6035859268724444,0.30758579069955494,0.42141045293700213,0.39898296552576845,0.6117885071854523,0.21912166023108506,0.4334686510039109,0.4793399572905778,0.7581653158197958,0.01259445843828716,1.0035999976336652e-07,0.0793201133144476,0.4,0.9001676563979485,0.8333772170477598,0.9399923914103361,0.292105019963949,0.6042091994473556,0.2314799833819597,0.2649953958280606,0.2809339284574669,0.2532012666698941,0.2602739446984175,0.2696147777345496,0.2459252208694117,0.27391801286200396,0.2779959979513677,0.2636501725775621,0.2761454523084148,0.27945127263122066,0.27275714923572325,0.2807974120991654,0.2742734249165085,0.26682775146450055,0.27559408804066843,0.269820983017402,0.2583465475266682,0.29361800962881074,True
1,1,5,1,0.4917606709425565,0.12455045758379434,0.6666666666666667,0.6728093103165181,0.09681003166093581,1.0683352814944156e-08,5.612203675100156e-09,1.2315365946635435e-05,0.9098562844720207,1.0,1.6059744679941534e-18,0.37837837837837834,0.08823529411764705,0.3659420289855072,0.0,0.17769389695314655,0.20652929513887217,0.10582430959032035,0.0,0.16320142400243862,0.24470247627641328,0.13817844886668107,0.7446899092131785,0.3112605348911256,0.36982728574767176,0.29726612807748665,0.751891473285788,0.24609305212845464,0.40421742403667704,0.37156181374604763,0.7536014007093981,0.01259445843828716,5.014122390127846e-08,0.050991501416430635,0.44000000000000006,0.8341176464176713,0.7574511334751368,0.9408600080574843,0.3458198193249481,0.6311313689432024,0.2784199584517373,0.3081987358535471,0.29946790335139517,0.3236027706498714,0.30911440269394097,0.30027468901008314,0.2925521570396745,0.28360609201827475,0.2944090002283535,0.2804261637033302,0.26416698763230084,0.2541941246250666,0.28156463307784796,0.28192040633967347,0.2719477053747268,0.2699370100862215,0.264306603475493,0.25158543878322576,0.25445458140604793,0.27878036111948146,True
1,1,6,1,0.401012712403652,0.057051482084006504,0.0,0.48015825122783246,0.09681003020526692,1.0454359277461434e-08,5.151799342895416e-09,1.1374279553586792e-05,0.7132164102989388,1.0,1.4907779871675686e-19,0.43243243243243246,0.2941176470588235,0.1422924901185771,0.0,0.2290738906555847,0.2576640402165598,0.17403410155464633,0.0,0.19462773137410336,0.26696744012540774,0.1980021377062554,0.7241089425383074,0.34249195086155376,0.40041488534740544,0.3401631737580994,0.7197021472832437,0.26174645665765395,0.41036267028279116,0.4001150766974588,0.8244721496796219,0.03274559193954657,1.3396082287426864e-07,0.09915014164305942,0.5600000000000002,0.9298247150026379,0.7875846077891655,0.9329809590013951,0.4551662462003684,0.5093822449944256,0.25613229032826507,0.28805024670742274,0.3197548505574364,0.3052351663891749,0.310298276293449,0.29081067305795566,0.31472694320200617,0.32811961375631166,0.33736870333087543,0.3653777390175005,0.35930979746687924,0.36120835881993024,0.3925378068384902,0.3901885509522874,0.39779949730590203,0.3812326292810841,0.380891406062921,0.38878451560675725,0.3989931022223131,0.37277947749242335,True
1,1,7,1,0.2934726468179521,0.007173199458283947,0.0,0.20687751097456253,0.09681002753349272,2.098420142951761e-09,2.6326254033793244e-09,3.777457087497369e-05,0.6953390553397221,1.0,4.0657581468206416e-20,0.5135135135135136,0.32352941176470584,0.15458937198067635,0.0,0.22606658319155723,0.2274638218431553,0.17203789259305796,0.0,0.15982925162698675,0.23199435547364378,0.1599537256265927,0.6858831866519073,0.3302855225037657,0.3675488781338685,0.32397697934481323,0.6420483648791404,0.22067849730530012,0.3623242874288528,0.3419216795773195,0.5377341879901951,0.030226700251889102,1.0368818542048184e-07,0.0934844192634561,0.4,0.906987124841271,0.8194627787118254,0.9065444712455877,0.17529053058663113,0.40421958225625276,0.2375422528781505,0.2825478061012158,0.31828041617918634,0.29055376263119903,0.304205239138638,0.2821424744409978,0.3140852926297045,0.3055494557251434,0.3301623836453275,0.30139122411827285,0.31766764450427754,0.3053709170001678,0.31821958931853717,0.3371792103949511,0.31374644063844637,0.32024782339446817,0.32803133312497584,0.32994016733876913,0.3128567762822531,0.30456111321445245,True
1,1,8,1,0.48061860689549435,0.14064615592797086,0.3333333333333333,0.48747584800525107,0.09681002541844944,3.7975159853010285e-09,6.101570443722251e-09,4.601690567110053e-05,0.7922976257277295,1.0,7.453889935837843e-20,0.3243243243243242,0.14705882352941174,0.20531400966183574,0.0,0.20661979039233355,0.21962920175503783,0.16653987645920149,0.0,0.16352872888589945,0.21674547204943,0.2003714969276269,0.5914786383156263,0.28983858609798935,0.33382690957509265,0.28310282793942865,0.5960331215122008,0.21394542812250092,0.33644161901571285,0.3550411366557161,0.5472386494508295,0.037783375314861464,7.353872371391098e-08,0.0793201133144476,0.4,0.9079931706875058,0.8522454818905176,0.9334032934470764,0.2809701577649797,0.4989569026742663,0.26290822967244193,0.3158329352121336,0.3321041727625703,0.2969990449542131,0.31264450371572383,0.31250101044022,0.2848746261318647,0.28082325147427467,0.27829174538045726,0.2800824597455893,0.3012672679032012,0.2843706994203733,0.3046917238565227,0.29038474312752177,0.2769816801482491,0.27605433509421967,0.3013959411576946,0.28426860336448845,0.2924631996701967,0.2882884767939077,True
1,1,9,1,0.4715031117141678,0.09579319058507106,0.0,0.6610463570415853,0.09681003109260025,1.5803385146884327e-08,7.472690217596399e-09,1.0452622570471505e-05,0.8509821014660296,1.0,7.453889935837843e-20,0.40540540540540543,0.32352941176470584,0.1207729468599034,0.0,0.32257450922740977,0.333871589556151,0.20516367418725429,0.0,0.25863397769090907,0.3398639986589321,0.23566388716543463,0.7110539000893368,0.4076179383030607,0.4523649601361963,0.35901342027144184,0.7374461689379948,0.30980520406789713,0.4655894508922384,0.43287929216211335,0.49751465395483385,0.037783375314861464,3.3620023164754417e-08,0.10764872521246459,0.4,0.8424375164635481,0.7117375516666287,0.9288755247451483,0.3983210161068228,0.6772873262866579,0.3304960633338939,0.3783494378355075,0.407798835435531,0.40364107604988014,0.37699328650273,0.3864702915843863,0.3850543748798608,0.41523552655665513,0.3892652328556191,0.3853356556811493,0.3979695031659667,0.3903512322639878,0.4165228920331577,0.42935415463458804,0.37918672671410003,0.41358433005181844,0.41683038425830865,0.4471646639243197,0.39240825387087225,0.38915969462545213,True
