iid,rep,a1_budget,algname,achieved_auc,fid_a,fid_b,alpha
6,0,1000,Non-elitist,9280.755527214227,21,22,0.9
6,1,1000,Non-elitist,7678.436805099347,21,22,0.9
6,2,1000,Non-elitist,7350.599666210097,21,22,0.9
6,3,1000,Non-elitist,8095.370489064555,21,22,0.9
6,4,1000,Non-elitist,6737.3602722372925,21,22,0.9
6,5,1000,Non-elitist,7939.324910012537,21,22,0.9
6,6,1000,Non-elitist,8288.159058504965,21,22,0.9
6,7,1000,Non-elitist,7703.412308289051,21,22,0.9
6,8,1000,Non-elitist,8688.529719156846,21,22,0.9
6,9,1000,Non-elitist,7311.651907510089,21,22,0.9
6,10,1000,Non-elitist,8562.777419058928,21,22,0.9
6,11,1000,Non-elitist,13166.823439054595,21,22,0.9
6,12,1000,Non-elitist,7609.390039958539,21,22,0.9
6,13,1000,Non-elitist,8524.221885011748,21,22,0.9
6,14,1000,Non-elitist,7946.183840280806,21,22,0.9
6,15,1000,Non-elitist,12188.072368605634,21,22,0.9
6,16,1000,Non-elitist,9734.914725189814,21,22,0.9
6,17,1000,Non-elitist,8878.205052040712,21,22,0.9
6,18,1000,Non-elitist,6251.143857944868,21,22,0.9
6,19,1000,Non-elitist,9877.163781439773,21,22,0.9
7,0,1000,Non-elitist,7874.944147307946,21,22,0.9
7,1,1000,Non-elitist,6218.195463874125,21,22,0.9
7,2,1000,Non-elitist,11307.070336258956,21,22,0.9
7,3,1000,Non-elitist,11166.718200427395,21,22,0.9
7,4,1000,Non-elitist,11214.646665085605,21,22,0.9
7,5,1000,Non-elitist,12216.275893028207,21,22,0.9
7,6,1000,Non-elitist,6934.714996186306,21,22,0.9
7,7,1000,Non-elitist,6757.875742912099,21,22,0.9
7,8,1000,Non-elitist,10871.12922321002,21,22,0.9
7,9,1000,Non-elitist,6641.970954661823,21,22,0.9
7,10,1000,Non-elitist,7632.796291322997,21,22,0.9
7,11,1000,Non-elitist,6543.373723811883,21,22,0.9
7,12,1000,Non-elitist,6976.923910521738,21,22,0.9
7,13,1000,Non-elitist,6907.179196964227,21,22,0.9
7,14,1000,Non-elitist,8703.819601359952,21,22,0.9
7,15,1000,Non-elitist,6927.00778445187,21,22,0.9
7,16,1000,Non-elitist,10941.284768390324,21,22,0.9
7,17,1000,Non-elitist,11412.734089407875,21,22,0.9
7,18,1000,Non-elitist,11768.28661871278,21,22,0.9
7,19,1000,Non-elitist,7384.939925430766,21,22,0.9
