fid,iid,rep,vbs_auc,switch_budget,selected_algorithm,achieved_auc,static_B50,static_B100,static_B150,static_B200,static_B250,static_B300,static_B350,static_B400,static_B450,static_B500,static_B550,static_B600,static_B650,static_B700,static_B750,static_B800,static_B850,static_B900,static_B950,no_switch
1,6,0,949.259754451059,400,Non-elitist,1184.8504106705782,1184.8504106705782,1947.0720979730984,1184.8504106705782,1184.8504106705782,1185.8490848044546,1185.5552666231115,1184.8504106705782,1184.8504106705782,1184.8504106705782,1184.8504106705782,1184.8504106705782,1184.8361257070171,1184.9390588508031,1184.8701795932536,1184.844893790307,1184.8473473140918,1184.8504106705782,1184.851053654614,1184.850749386636,1184.8504106705782
1,6,1,710.5094362625987,150,Non-elitist,1035.531467330988,1035.531467330988,899.3198097334193,1035.531467330988,1035.531467330988,1034.4092612009124,1035.717498940218,1036.0101389480478,1035.531467330988,1035.6122664225734,1035.6953300270711,1035.546086070213,1035.465703175269,1035.5311576189508,1035.530813068602,1035.531406875259,1035.531403863553,1035.531467330988,1035.5314769881193,1035.531467330988,1035.531467330988
1,6,2,374.1338778328112,300,MLSL,376.4937965084136,374.1338778328112,378.771686818726,375.4790774457031,377.2294852215354,377.45624194073184,376.4937965084136,376.2676022235959,374.86994413412674,375.5845790702385,375.7876918502133,375.6559117643228,375.5170540632752,375.5436515100751,375.5231001489005,375.5045154217187,375.497226435323,375.4851962124847,375.4790849297868,375.4791534458504,375.4790774457031
1,6,3,731.7342034436657,300,BFGS,732.0613493667863,732.7670840184218,735.4931415263297,731.7342034436657,736.1052919980217,735.1481254221519,732.0613493667863,734.4912804945205,732.7670840184218,732.7670840184218,732.7670840184218,732.7670840184218,732.673075582759,732.7854001242371,732.7625001207235,732.7748672305041,732.7685444704663,732.7771861858835,732.7699729360783,732.7672167076946,732.7670840184218
1,6,4,686.3487011669326,300,BFGS,687.4358725644868,4734.1274155224855,694.9986103036066,692.7886555594071,691.2114843230717,691.2114843230717,687.4358725644868,688.5620861465832,687.7800845473857,688.366272073916,688.2249926769556,688.0309119137269,688.4693590890575,688.4459550604901,688.4693590890575,688.2972379580156,688.4056987591438,688.3549554913751,688.3767855062778,688.3767624734278,688.366272073916
1,6,5,406.67059355844015,100,MLSL,411.94259239659385,410.0415670690275,411.94259239659385,409.4013115182494,410.076659920528,410.6445179018321,410.04002630538713,409.4659087559914,410.076659920528,409.272703991757,410.076659920528,410.076659920528,409.92535257320975,410.090586032502,409.994852407918,410.00104739779647,410.05828442175306,410.076659920528,410.0805353663092,410.076659920528,410.076659920528
1,6,6,828.8712212241371,300,Elitist,1030.0376071487462,1031.1175197074078,1044.0057044017117,1031.1175197074078,1026.9104080555132,1027.6590082927394,1030.0376071487462,1029.9722739479632,1030.5995178662386,1029.9587255020476,1030.4825233600986,1030.6682876869477,1031.5345137035504,1031.453154777888,1031.453154777888,1031.453154777888,1031.2784788156628,1031.1957648905595,1031.1175197074078,1031.118305030076,1031.1175197074078
1,6,7,1129.2485348605571,200,Elitist,1131.085746357632,1130.999379005794,1130.999379005794,1130.999379005794,1131.085746357632,1130.999379005794,1132.380561896161,1133.4035184437591,1130.999379005794,1131.6080407757229,1130.999379005794,1130.7738621836986,1130.9386462629475,1130.999379005794,1131.0038482832745,1130.9922949510476,1131.0113945448963,1131.0113945448963,1130.999379005794,1130.999810283068,1130.999379005794
1,6,8,183.13166179759236,150,DE,188.57406511727004,184.91109365973963,187.5565757617023,188.57406511727004,184.96218928980792,187.08008148349117,186.60481852682904,187.08247422497908,186.73984781983924,186.0822335136196,186.73568227211535,186.0822335136196,186.48509951916063,186.39148943896976,186.1467444447256,186.13240728648955,186.13240728648955,186.1099120103817,186.0813092247482,186.0834593662437,186.0822335136196
1,6,9,654.7055743970559,150,BFGS,656.0894535777351,655.3683583474325,658.0038169761184,656.0894535777351,658.846416238712,656.0719514912352,655.9978251062867,656.8017651741769,656.1718115256407,655.3683583474325,655.3683583474325,655.5433078971809,655.4049977168469,655.380776043726,655.3683583474325,655.3742852441243,655.3705785590612,655.3691180362938,655.3683583474325,655.3683583474325,655.3683583474325
1,6,10,2971.0090674854027,150,Elitist,6272.691316287417,4633.821252352467,4633.821252352467,6272.691316287417,4723.905272208011,4755.277139954134,4470.3986437237145,4124.216898634024,4112.684669231882,4992.713147727819,4585.279172599415,4528.739083365317,4633.821252352467,4770.908809247948,4715.471557731033,4641.141142077197,4647.152325386144,4633.343756134136,4636.708306093528,4633.801366181166,4633.821252352467
1,6,11,636.6876228160613,250,MLSL,641.9440805175594,639.849429868352,641.0895989962214,642.1493604619477,639.849429868352,641.9440805175594,637.9544850957782,640.3672950537058,639.849429868352,639.1453710690583,639.849429868352,639.849429868352,639.9553404753196,639.8919535388129,639.8919535388129,639.8524531460044,639.8539854953978,639.850919130306,639.849429868352,639.849429868352,639.849429868352
1,6,12,646.1040327525766,300,BFGS,672.3036324648901,646.1040327525766,673.4827896074027,671.603938316064,676.0242292333285,675.750860692471,672.3036324648901,675.750860692471,673.3482075759692,674.490112087342,673.3482075759692,673.786151471306,674.4221121150929,673.6071066389457,673.2838039122643,673.3482075759692,673.5011306650083,673.3400033238566,673.3427529740534,673.3500395590996,673.3482075759692
1,6,13,1569.626369162219,150,BFGS,4289.740717876704,1570.074729826883,1570.074729826883,4289.740717876704,1574.916789374328,1569.626369162219,1570.4630687217002,1573.157165327391,1571.2314821877196,1571.1571834118415,1570.3731504993236,1571.424437089025,1571.239142844703,1570.6000857262536,1570.366216884183,1570.1055382727293,1570.074729826883,1570.1488458129966,1570.091240454091,1570.074729826883,1570.074729826883
1,6,14,1363.5049085535584,350,BFGS,1496.0358851483545,2709.2521553552474,4769.494914997888,1497.115670508106,1497.115670508106,1499.501125880525,1498.626857167103,1496.0358851483545,1497.3659747443623,1498.361171305668,1497.4319853187817,1497.4643605976928,1497.5158822164462,1497.528180068285,1497.3474885809944,1497.115670508106,1497.2443217955465,1497.170912943109,1497.1267086185103,1497.115670508106,1497.115670508106
1,6,15,1766.787034583993,150,BFGS,4166.082355280393,6755.164778127992,3281.931707917757,4166.082355280393,3172.770598130632,1769.5837703937473,1772.1633895409057,1769.912418053715,1771.382997105661,1771.9944273077597,1771.9209296504146,1770.9394712905694,1771.0252589542788,1771.3411792553695,1771.353115130768,1770.8192129069655,1771.108230194195,1770.9917808005496,1770.979519422097,1770.9394712905694,1770.9394712905694
1,6,16,551.6068780083084,300,DE,553.8250584988755,553.1504049713053,553.1504049713053,552.2742833830415,552.6270083206701,553.5681964535092,553.8250584988755,553.1504049713053,553.7344711039656,553.1504049713053,553.1504049713053,553.1112785751418,553.2237280441087,553.2209507314009,553.1504049713053,553.1504049713053,553.1539651390319,553.1505650308956,553.1507241160899,553.1504049713053,553.1504049713053
