fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,bsf-progression_0.5,bsf-progression_0.9,bsf-progression_1.0,sigma,d_norm,d_mean,ps_norm,ps_mean,pc_norm,pc_mean,loglikelihood,mhl_norm,mhl_mean,std_y_last_1,mean_std_x_last_1,std_y_last_2,mean_std_x_last_2,std_y_last_4,mean_std_x_last_4,BFGS,DE,Elitist,MLSL,Non-elitist,PSO
1,1,0,1,0.5022242110610624,0.13603649098082016,0.0,0.4754760615471838,0.20711656782947915,4.086752530884108e-09,4.25875863495529e-09,0.0009585251491678051,0.9368597319920258,0.9999999999999896,5.799797911354952e-12,0.6019417475728155,0.6631578947368422,0.06262626262626263,0.0,0.15665304278891978,0.3193639744970203,0.2984307174141491,0.0,0.15974529886247213,0.3104148554774016,0.3431466001246761,0.3512318499881748,0.20034821692588006,0.3197391863733123,0.35121721153671615,0.4286240174916507,0.21467664500581665,0.35934409413366253,0.40676901634209417,0.7130838720485,0.06265664160401,1.4884216507082007e-07,0.10649350649350647,0.5,0.8866675025109484,0.6737817204578347,0.9017228311451928,0.46970474225380954,0.4371566282615351,0.7601604544076682,0.5865189708268335,1.0,0.5520095420372082,0.4176459449776999,0.48218911809904075,0.9010738050601752,0.30026870676883116,0.906099337015236,0.2375928187415493,0.3600185264557041,0.35849175490869434,0.3902865583668246,0.3347784971833948,0.5509906040609583,0.41918842207711077,0.5805478415894789,0.445600956013996,0.7319321252111788,1e-12,1e-12,1e-12,1e-12,1e-12,0.10082417160867328
1,1,1,1,0.45807247026191045,0.052227394495044474,0.0,0.6607313777471786,0.2071165625233755,2.3444185594537802e-09,6.029258118353321e-09,0.0027125779015481606,0.8840015048707297,0.999999999999986,1.2442648257213196e-11,0.3300970873786408,0.36842105263157904,0.059649122807017535,0.0,0.10727639030692138,0.21375473176571325,0.25448049004454637,0.0,0.1039273562154304,0.13453392878120274,0.2696562610218525,0.7776344871422907,0.22616022104309014,0.3225339013563471,0.4177812420572665,0.7679179148243747,0.2207631095455154,0.2744302763293981,0.4233623062265166,0.620629106552286,0.04260651629072687,1.2823675279276025e-07,0.1272727272727272,0.5,0.6964434224128532,0.6711132806380662,0.8228800980115234,0.5518004047777499,0.4061010828138437,0.6971262822973383,0.9342297254991752,1.0,0.12854869984731,0.1652762608497218,0.20347083852113013,0.32973259694300366,0.3677602330236919,0.3810784993331502,0.3343755288835379,1.0,0.15486814806114335,0.1283942466890985,0.14255419174427192,0.2761013779241982,0.05991639727101716,0.014849304191511647,0.2096703661794624,0.10797915468893793,1e-12,1e-12,1e-12,1e-12,1e-12,0.2536105469416935
1,1,2,1,0.46856110604639484,0.06755568174645735,0.0,0.6628622477719422,0.20711656151949473,1.067186587580107e-08,5.2042270525736304e-09,0.0002826281237144014,0.9298402329644001,0.9999999999999882,2.3675416580557287e-11,0.4174757281553398,0.23157894736842102,0.11466666666666665,0.0,0.16597713241649045,0.2936241742711448,0.31906287219330326,0.0,0.16433714903011562,0.28259305900481113,0.34535292179632504,0.4392310996819724,0.2215155917191775,0.3127970383002374,0.38947362809006986,0.4664628672397293,0.22411387238313304,0.3387370669938008,0.41635074856377413,0.3662344865592868,0.04260651629072687,1.7734480553154222e-07,0.1090909090909091,0.38888888888888895,0.8440175662317729,0.8175559222444226,0.8477464307527482,0.3534939209640966,0.5415737702855958,0.5198746490793926,0.9999999999999999,1.0,0.27921983628720404,0.24494341250743545,0.2959473439969553,0.2679495195215582,0.45660472225576987,0.27533345100433115,0.44668350340682117,0.3124191711384312,0.8499044681241281,0.8588776820028866,0.33568056038938593,0.5665853568060178,0.36138295260151604,0.7106492949109315,0.28966715214143574,0.5752277040899751,1e-12,1e-12,1e-12,1e-12,1e-12,0.04200666090370983
1,1,3,1,0.45795781650148903,0.07508579785796192,0.0,0.2725936599959116,0.20711656067503245,2.6525981307887575e-09,2.610365971896979e-09,0.0009563527895495357,0.8404345311175863,0.9999999999999796,1.2881360705201995e-11,0.42718446601941745,0.2526315789473685,0.10864197530864196,0.0,0.1885797563820365,0.3045337282354395,0.2705601339920774,0.0,0.1862496471256968,0.33900620830172473,0.3200339926292305,0.5411930426833302,0.25503007552443785,0.34350475586519014,0.3717544167629512,0.5607715144428056,0.2557541096567406,0.40625060051134265,0.41475840855515844,0.5882745199177142,0.020050125313283262,1.6735829616287729e-07,0.10389610389610385,0.33333333333333337,0.8777716962466563,0.7818466371174999,0.8799707601637505,0.4101556129169852,0.25933956415136417,1.0,0.9182451790097204,0.8293093795413928,0.30181675885671355,0.34532200721558937,0.3791171847695489,0.061178231633418845,0.5916140500651133,0.0,0.6163792194029153,0.5627244392440129,0.45043431656263966,0.4883894689141822,0.07680567576646967,0.28516290573463066,0.06103717336507697,0.35988057453816724,0.1297497570635785,0.4364637377042806,1e-12,1e-12,1e-12,1e-12,1e-12,0.12018273997499335
1,1,4,1,0.6158161458572923,0.21061691103174188,0.5,0.6402063257846881,0.20711656377589124,4.464919725500249e-09,4.406704019891256e-09,0.0008887093250176514,0.932816730036177,0.9999999999999805,3.1427379016508387e-11,0.42718446601941745,0.3263157894736843,0.08627450980392155,0.0,0.06755502137731197,0.2118316385790024,0.2687875171705864,0.0,0.06765005708941507,0.1960844578745239,0.32241184733138606,0.575545366297697,0.15876094049531603,0.27061006574198593,0.37866651906732024,0.6148849187687164,0.16500724363912306,0.2889770136592632,0.42823985168189654,0.6945276018658395,0.01754385964912286,6.509938523036146e-08,0.09090909090909087,0.22222222222222232,0.8435917487087675,0.7553744306739838,0.9424255646624855,0.3790573363803652,0.590024562729499,1.0,0.8150215596516874,1.0,0.27840334126075983,0.25710594242135976,0.32038389879159457,0.28354794403380895,0.4690943900145396,0.2807726234604975,0.448185527391612,0.6632849279632418,0.39622688112672644,0.37043055364718425,0.08203017353565185,0.38359450022451136,0.050607528425462234,0.3424881467962455,0.30038402399386394,0.3893801190934174,1e-12,1e-12,1e-12,1e-12,1e-12,0.444229008180881
1,1,5,1,0.5436880323147966,0.1283386069049598,0.5,0.6987165488023327,0.20711656317752128,1.8395518860510071e-09,5.372683718521787e-09,0.003146683396044814,0.9361969471041333,0.9999999999999838,2.5683531710630255e-11,0.3689320388349514,0.19999999999999996,0.11515151515151516,0.0,0.017092120687617642,0.10851132653567225,0.16918632780658033,0.0,0.017597603697599124,0.12640052695478377,0.23501359279408385,0.6074462030777674,0.12364259775208031,0.19133727706012194,0.30738961524672337,0.6677044137278121,0.13514666122465663,0.24181920350183478,0.3729661727383575,0.47051402608540394,0.020050125313283262,9.40014490497303e-08,0.08311688311688312,0.33333333333333337,0.7276680965494534,0.7822108353376258,0.9485244638740866,0.2552081186627996,0.6655370178674488,0.8116693785132638,0.8906700025784268,1.0,0.2106594119593026,0.10752081616540643,0.13737327212512707,0.5217678311193694,0.6145269850768227,0.5256927028474625,0.5904755033240409,0.6992906860911676,0.5248420202338309,0.4251080846124734,0.08266106566540128,0.391120129692063,0.022440992312370178,0.29630082194014973,0.31193199696274393,0.35897028108961404,1e-12,1e-12,1e-12,1e-12,1e-12,0.09248525341705023
1,1,6,1,0.4722055248415881,0.07454185715606643,0.0,0.433338713627227,0.20711656236892842,1.763957473724544e-09,2.8217513321476926e-09,0.0017158331701724269,0.6651295675695366,0.9999999999999696,2.1388768421594807e-11,0.4660194174757282,0.5368421052631579,0.059259259259259275,0.0,0.11336882892851,0.1283319428816892,0.28749737381823276,0.0,0.11373519932056679,0.11304003236087184,0.3528320157066104,0.610993862590022,0.20279772275631952,0.20911340620159868,0.4021283251510001,0.6505025426794526,0.208773076388808,0.22590043866854836,0.45926036776349305,0.7130838720485,0.03759398496240603,7.725998503087696e-08,0.08831168831168824,0.38888888888888895,0.8989441610749215,0.7855353517666921,0.9210036241089892,0.43507837915804914,0.43445411322480176,0.8621570202617994,0.5873699457065416,0.6835615760561213,0.19712184919071518,0.3188976162766002,0.3935108235089757,0.13182787832062942,0.4995048662711643,0.1964418132055127,0.4325967124982204,0.6072290719104645,0.5012146723577362,0.5394553287640736,0.15198924299950095,0.2288037164293799,0.05666803615912436,0.2322104529465363,0.15624301557189446,0.3380338537005141,1e-12,1e-12,1e-12,1e-12,1e-12,0.09577477758711994
1,1,7,1,0.3212068107376446,0.02437666738948653,0.5,0.053750250411248354,0.20711655902596518,2.2615402730823055e-10,1.0180702126791792e-09,0.0065859828667432715,0.5892757761053249,0.9999999999999294,1.5815028181086124e-11,0.796116504854369,0.19999999999999996,0.24848484848484853,0.0,0.21587546495313656,0.30885698261171485,0.36299985899630266,0.0,0.20850426315834875,0.22368670098070237,0.35639912150027375,0.6019115203006955,0.28521428041522545,0.35939922281110553,0.460129554532628,0.5867014992451358,0.2776678954937367,0.30728074656020793,0.4494799421232256,0.44588668781493346,0.015037593984962419,6.976687509368018e-08,0.08311688311688312,0.33333333333333337,0.9327180542381469,0.7637063529838368,0.8508822478205655,0.39949739309133225,0.22957744938412772,0.8509618885918526,0.9999999999999999,0.48881757761022315,0.30034677814863087,0.35143298790240074,0.41222758423205885,0.3551364773615309,0.5207025992993441,0.3558850411849571,0.5005567708114179,0.6377657976277928,0.3422080548395756,0.3604788336924124,0.18155268968042942,0.43741562634428377,0.13159437617054126,0.3760726350766439,0.0,0.33295707526660445,1e-12,1e-12,1e-12,1e-12,1e-12,0.18179864837984505
1,1,8,1,0.54919402957743,0.1752327297254963,0.5,0.4653979992947188,0.20711655753217595,1.3965033791655274e-09,6.400910396049595e-09,0.005038521120293574,0.9157529570113956,0.999999999999992,8.41377574572642e-12,0.43689320388349506,0.35789473684210527,0.08108108108108109,0.0,0.17637819304972663,0.27612796644660803,0.29004447623990753,0.0,0.17505657088028737,0.2360796263456047,0.35804134158397116,0.44063191800321344,0.23107325909270163,0.29679349321448584,0.3643774988052884,0.47138688209213186,0.23441494905262394,0.2952023948790552,0.42825006084497214,0.47824127444950437,0.04260651629072687,5.8553998455652337e-08,0.13506493506493505,0.2777777777777778,0.8228456768840829,0.8016347765078562,0.8941563731529523,0.3074993926878268,0.49750624902448437,1.0,0.8291631531432464,1.0,0.3575860353357434,0.024523188127234974,0.0,0.330549691346023,0.4656393446864989,0.3224286070652279,0.47093847381493403,0.551427689277102,0.6084069406015882,0.5547676500056812,0.20318865653429352,0.4595322137499912,0.3684724565966226,0.5595523307564276,0.344223157963326,0.5869569743486456,1e-12,1e-12,1e-12,1e-12,1e-12,0.06553468836584143
1,1,9,1,0.5062613514769125,0.08129265038647546,0.0,0.7623422572086983,0.20711656238763335,5.460412248467593e-09,7.0757442453068364e-09,0.0012072986370002198,0.8703126442738787,0.9999999999999905,2.431552208252653e-11,0.3106796116504854,0.16842105263157892,0.11228070175438597,0.0,0.17658840329496336,0.19635010423310922,0.19896527057621188,0.0,0.17687987287978396,0.1760923353613849,0.2210006802261446,0.6594174383457003,0.2608132255795851,0.27890376576625914,0.34547580462586847,0.6942894523792489,0.2652993161392285,0.2900470685829128,0.36931599385707603,0.5519728484391286,0.022556390977443594,1.0999228612029888e-07,0.09350649350649348,0.33333333333333337,0.7856243077812105,0.7596273994252853,0.9275019030466691,0.2904654265991693,0.5514295950806629,0.8023992134942243,0.9288063019325372,1.0,0.11685720192690296,0.0,0.011138683766644952,0.2376629064909126,0.49598881269465755,0.2707939996483768,0.46780309806877624,0.842460637635444,0.4992199593544493,0.46153969596725297,0.06293949091343211,0.2752067398721697,0.0,0.1195581160624215,0.3781808454668861,0.29137296650173905,1e-12,1e-12,1e-12,1e-12,1e-12,0.11547099540168977
