fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,bsf-progression_0.1,bsf-progression_0.5,bsf-progression_0.9,bsf-progression_1.0,sigma,d_norm,d_mean,ps_norm,ps_mean,pc_norm,pc_mean,loglikelihood,mhl_norm,mhl_mean,std_y_last_1,mean_std_x_last_1,std_y_last_2,mean_std_x_last_2,std_y_last_5,mean_std_x_last_5,BFGS,DE,Elitist,MLSL,Non-elitist,PSO
1,1,0,1,0.2294788672372765,0.06467779169038171,0.6666666666666666,0.6648569370774746,0.01648744778280269,7.186897044387359e-09,7.698139990591132e-09,0.00023500389584723771,0.85321881117368,0.9999999999999956,8.145938723634182e-13,0.9999999999999998,0.17045908183632738,0.14305364511691887,0.025968071360093367,0.5500222321031571,0.13186813186813204,0.21032793769112917,0.37408709764674075,0.049808429118773936,0.3874976681954726,0.013728846114196494,0.01794650675064727,0.023490628843013946,0.03815687523930938,0.018315666923677545,0.024322211760286174,0.036648602777257275,0.0571215447195585,0.4793247212019269,0.532734468591533,0.5391100858864404,0.5943111454796235,0.47266758860722263,0.6366011823986258,0.6755591379885841,0.7403661358594364,0.3072445760219369,0.034852546916890145,6.5527838252548e-08,0.025157232704402455,0.41666666666666663,0.8081153098445533,0.7994427988070001,0.9771222252437379,0.04764238581155644,0.7856656159679805,0.5828426856940299,0.8768079235138995,0.9621708872461174,0.9745969658346129,0.10283337811586488,0.27420465699585694,0.2769305040605481,0.5330001964545688,0.4883850213857957,0.4925343019159355,0.4962382090128897,0.7797890359168609,0.32996741486590886,0.3768705977944278,0.03361064744098529,0.1461455257293581,0.031247245362535727,0.0954396868490621,0.02212613342827042,0.0820229295223166,1e-12,1e-12,1e-12,1e-12,1e-12,0.0807960115448426
1,1,1,1,0.20805395192726517,0.047537545671760564,0.33333333333333337,0.7775574537043123,0.016487447585959648,8.000422990290297e-10,6.1440714684211715e-09,0.0021451690772633348,0.8518718036730241,0.9999999999999937,5.64968026449896e-13,0.9999999999999983,0.17045908183632738,0.09834938101788171,0.039202200825309494,0.5277901289461988,0.10870210870210889,0.2395795068162967,0.2848255342169327,0.03448275862068967,0.3833654448803361,0.00958752725693755,0.012822573193799808,0.017730449715272417,0.033564954690714986,0.011553817839608403,0.016457299074800022,0.02523305420337622,0.04678475835284281,0.5198573349764605,0.5780271015672216,0.58531544480448,0.6466253803025289,0.4851038696308714,0.6536763861464298,0.6932706919018806,0.7599337008891259,0.3439455692439213,0.026809651474530835,2.2370235084916795e-07,0.03459119496855345,0.36458333333333337,0.8226877107488477,0.8272867454485162,0.9748064599650961,0.0892543167532428,0.813832793372433,0.7222356761207298,0.7644501852007035,0.9366437784367327,0.9953109554266693,0.0,0.056729827552010725,0.042617023620296735,0.10314856307123843,0.47129301093616527,0.047610541443043275,0.5511094406672773,1.0,0.5885804384003079,0.6123841011465456,0.0,0.0,0.014343038822563766,0.01144448696314082,0.0,0.0,1e-12,1e-12,1e-12,1e-12,1e-12,0.025863122052005603
1,1,2,1,0.2190083308489443,0.057531218829304884,0.33333333333333337,0.6065751266261369,0.016487442701448,1.516093813953395e-08,6.277367492216941e-09,4.6746823537201936e-05,0.8089334757352331,0.9999999999999905,1.5933138292620937e-12,0.9999999999999962,0.17045908183632738,0.06705639614855571,0.05830897524071526,0.5949310804802135,0.03029403029403032,0.5796578621840279,0.21260481471463347,0.09031198686371102,0.14865856914041642,0.01952241087621682,0.033057056033590444,0.047817945857115275,0.10516283551561252,0.01665254201067427,0.030720687891358255,0.053542411131594365,0.10504397443191178,0.4464797275068277,0.49982223033291834,0.5091984743674693,0.5791195047855991,0.38958228416020124,0.5276659351038159,0.5634554845338746,0.6312108652714474,0.4293597389876631,0.021447721179624735,4.5305473905078284e-07,0.08805031446540884,0.5208333333333334,0.8695788413549088,0.8496932144873588,0.9799206892114944,0.04159665100002313,0.752312671780705,0.6165701843203324,0.924429258757703,0.8556174963607397,0.9010002076918688,0.4850975927979839,0.4300137166969047,0.4410159713164674,0.2348466629288385,0.6132177334851607,0.26248003227660294,0.6199212183251144,0.3241606831531294,0.4882822295545515,0.494805258190379,0.1207579452592599,0.2676358332085179,0.3366237443018112,0.37571814714486274,0.36168026897864763,0.50728944814542,1e-12,1e-12,1e-12,1e-12,1e-12,0.27477133564487916
1,1,3,1,0.21871037708843577,0.055029086712132254,0.5,0.35504054819807623,0.016487441852826232,1.0728447707050617e-08,5.7011086691371196e-09,8.114922587775228e-05,0.7375927082569422,0.9999999999999888,3.4989590452029528e-12,0.9999999999999974,0.19041916167664683,0.07599724896836313,0.05557390505735498,0.5944864384170745,0.1550341550341552,0.19426044227601208,0.37462807681904264,0.06321839080459779,0.32984264580381806,0.014288586590476316,0.023402343959371227,0.030688459800275993,0.0575343164421232,0.012671914567121795,0.026546707967314016,0.03987165224393601,0.07192646582877077,0.5335974189398561,0.5951366487961489,0.6033981752327209,0.6700129880079689,0.4774768199338054,0.6456717880089428,0.6853236977937213,0.7537061242874344,0.3806424089363254,0.02412868632707782,1.7343679512904795e-07,0.03773584905660379,0.3750000000000001,0.8611010372422767,0.8637975864686922,0.9777629951015487,0.043452733098484686,0.7416684758837133,0.9553895575297849,0.8398644443774324,0.8975237922022112,0.998979100207725,0.1565814036980908,0.31800975116431207,0.32931628413259295,0.28949397648763203,0.6511916394821791,0.19165814240426066,0.701334564209505,0.7074398850282753,0.0,0.11449548464653847,0.03243981240486721,0.17111494868065338,0.028951804820069118,0.12515744204202248,0.041269963946748665,0.11284298507268659,1e-12,1e-12,1e-12,1e-12,1e-12,0.029065950007842314
1,1,4,1,0.29249176524441617,0.11176907280107744,0.6666666666666666,0.4004435394385175,0.016487445074427363,2.7698278766524673e-09,5.348717723454357e-09,0.00048813771570873265,0.7128956264093531,0.999999999999984,3.796078026774958e-12,0.9999999999999976,0.20039920159680638,0.1384112792297111,0.03053920673893725,0.5722543352601157,0.1550341550341552,0.18782673067176953,0.4482012442520963,0.0487137383689108,0.4599051996926801,0.01793221002657626,0.0286407225296019,0.03925061610040255,0.0629504546929591,0.01748626598219307,0.03114617263745549,0.04755897121705317,0.07296216963577538,0.5065928248779779,0.5654609416097511,0.5742033343918356,0.6363183908547185,0.44873220608271636,0.6067194689233487,0.6445900556982218,0.7081268543459014,0.39132776989224394,0.016085790884718523,1.0664536821236558e-07,0.05974842767295591,0.4374999999999999,0.8804677710596935,0.8544647034975998,0.9852840266436611,0.0827875149088042,0.7569569874704898,0.8990644224837869,0.9403872547088794,0.911936026429306,1.0,0.19963506488536306,0.49395993360847257,0.47010860576964175,0.6249633246261797,0.46643030682230974,0.6934236900983854,0.4325029636259566,0.5938604521872057,0.5317946070904389,0.5382568985845682,0.04641260772349445,0.243989901846871,0.05914813476052469,0.21708795574384834,0.07489876138077095,0.2032985190340596,1e-12,1e-12,1e-12,1e-12,1e-12,0.011513383928060209
1,1,5,1,0.31881653494473655,0.11808757156147766,0.6666666666666666,0.6871687528598189,0.01648744827163368,4.5200196199552655e-09,7.069651341591761e-09,0.00037768076250119167,0.8931073662933825,0.9999999999999912,4.793495847921648e-12,0.999999999999999,0.17045908183632738,0.125171939477304,0.0301664848456102,0.516674077367719,0.07751707751707762,0.3051881723184329,0.32269407627806346,0.04296661193212925,0.37470587519195303,0.018629502202335196,0.026067180341397603,0.03413972394815774,0.062454749265728506,0.02126881377088622,0.035357511602641535,0.05163408469295864,0.09178184389203747,0.5605322476535828,0.6244277894442423,0.6334888127556682,0.7035997959088987,0.5095230025927662,0.6881384196175526,0.7306194153678891,0.8035045387157815,0.36096927618544616,0.018766756032171608,1.7343679512904795e-07,0.031446540880503124,0.4374999999999999,0.8444651492349362,0.8822384760887774,0.9915298440036033,0.03796736180815702,0.8319120975526674,0.7899413454767764,1.0000000000000002,0.990368316641187,0.9859157018225033,0.15621164139761143,0.09761548192651892,0.12525256449201905,0.375034574776176,0.6769947037526609,0.2499217115836087,0.7139758343512841,0.7080610930022595,0.5766408433299812,0.5198776327600407,0.0206744903038829,0.11522769327830601,0.054697161648360235,0.1124132703857593,0.037677962939318334,0.11939489188033536,1e-12,1e-12,1e-12,1e-12,1e-12,0.1038609537488538
1,1,6,1,0.23018872866456364,0.05964231113445885,0.5,0.6072246602069731,0.016487446855145617,4.695234983800177e-10,7.53646127825387e-09,0.0045301290312992955,0.7398688197488329,0.9999999999999876,3.6340098444819727e-12,0.9999999999999974,0.19041916167664683,0.09834938101788171,0.0425207895209944,0.5944864384170745,0.06177606177606177,0.3978415610255957,0.3097105761428186,0.007115489874110557,0.6794520215502596,0.017880865392881903,0.022302516487189526,0.029398398216479174,0.05606168659011224,0.018823220517155265,0.02624688791384033,0.03859559858971505,0.07148532320064556,0.5312200369313147,0.5907116504554513,0.5988373968370662,0.6649509880981221,0.47828169758459704,0.6445671167939272,0.6839326009617042,0.7524379793679963,0.29258974310283725,0.026809651474530835,1.9729624182211244e-07,0.056603773584905696,0.35416666666666663,0.8715300490001148,0.8532758261623234,0.9765448549255817,0.10828633441194252,0.7497744076643151,0.6647618506103707,0.7826018952440132,0.9838730579009853,0.9921645150812547,0.10246224146652735,0.4168812005772997,0.42261768091718643,0.49555607946897023,0.5771699718292692,0.5282183805920537,0.5737976499714835,0.7255120056883353,0.5065798407204383,0.5695605372116139,0.02313117975509478,0.1029103369260145,0.015742048984922614,0.10863555960336305,0.028678735194767137,0.09987799741998499,1e-12,1e-12,1e-12,1e-12,1e-12,0.11064835315943505
1,1,7,1,0.1731354075668793,0.028414319753557057,0.16666666666666666,0.4243393097180522,0.016487443091808062,9.13762875035565e-10,5.581132461656831e-09,0.0016971250124785666,0.6786588770978605,0.9999999999999798,1.302929442329316e-12,0.9999999999999969,0.17045908183632738,0.06705639614855571,0.05830897524071526,0.538906180524678,0.13157113157113168,0.20710544987287777,0.4679469840411147,0.042419266557197674,0.5185859452268211,0.012562923858762634,0.018147177510397093,0.025854024518761037,0.050270571833623476,0.014736456173169786,0.023342488811536364,0.036255089120191215,0.07032062545727032,0.5445743198932018,0.6063206320887407,0.6150337201230716,0.6822436546388545,0.4949035483825764,0.6676271044600263,0.7086853107584196,0.7791138464315507,0.24040283572407595,0.02949061662198392,1.5187840513997722e-07,0.006289308176100669,0.48958333333333337,0.8935398233507545,0.9055959348819602,0.9934758355617974,0.042079210034894066,0.7420036841794039,0.8809776332849351,0.7340475843516565,0.9422670858568584,0.9714229062582648,0.07864004557373447,0.1996422407604106,0.20699627860295067,0.4501368357797884,0.4254130458713401,0.4150173830766648,0.4274641557722723,0.8570722650459841,0.016072276775722427,0.08324753414258179,0.006728573922201686,0.05359420038229007,0.003238823875478445,0.014809488161547646,0.04495791262248732,0.07058902853828394,1e-12,1e-12,1e-12,1e-12,1e-12,0.20970315625603927
1,1,8,1,0.28728200547152616,0.10360728965789866,0.5,0.6496914074617747,0.016487437543485677,3.181685299205881e-09,8.638900271053779e-09,0.0007054091424674853,0.8427557285414462,0.9999999999999941,2.154540133407273e-12,0.9999999999999984,0.19041916167664683,0.16540577716643742,0.023971625337745137,0.538906180524678,0.13959013959013977,0.1963942899580859,0.36570192047606176,0.07006020799124249,0.2990776368356132,0.021387087100560465,0.032312666574473216,0.042932351705431845,0.06877400475772501,0.023844416736881403,0.03979670779007941,0.058260155503923314,0.09155120229139671,0.5251721065546757,0.5860106338636488,0.595046563026119,0.6600683373444836,0.48144409968072094,0.6507617710135934,0.6912942093928425,0.7601904164921829,0.22355903718985792,0.04021447721179623,2.2370235084916795e-07,0.03459119496855345,0.38541666666666663,0.8880074604595147,0.8772124776091461,0.9825212902456191,0.08934872109109188,0.7650509391904822,0.9067809428706074,0.8789961607356263,0.9328860461846388,0.8700858505844854,0.25749245995009085,0.243905710239936,0.2221196077746197,0.5069409186370397,0.42304589186183983,0.45718604550829733,0.44748659750206193,0.5897529051393138,0.4241739439388237,0.47432585758751,0.08262916697546292,0.2239051685869102,0.09253711336288609,0.2164973837733742,0.095689226695293,0.2204015552525423,1e-12,1e-12,1e-12,1e-12,1e-12,0.07543251538518757
1,1,9,1,0.30332805175451566,0.10243700482811222,0.8333333333333334,0.7118638436877476,0.01648744721564601,1.4862205435012749e-08,8.348256060688579e-09,8.822748235536055e-05,0.8811074615594753,0.9999999999999919,3.6639434636775124e-12,0.9999999999999989,0.17045908183632738,0.23658872077028878,0.014157413166884802,0.538906180524678,0.21681021681021703,0.1267367467213676,0.24830944008655667,0.056102900930487226,0.2533406525646135,0.024353225666335965,0.03723857626253308,0.050702572307629694,0.07415329305611619,0.03198069684241776,0.053078308895132084,0.08160698364933751,0.11985303158067304,0.5568345410889683,0.6216882238296784,0.6321118261650343,0.7001885373966596,0.5180212643290988,0.7003640347653232,0.7450635052141343,0.818277955566748,0.5049677577727836,0.02412868632707782,1.8506411957003428e-07,0.01572327044025154,0.5312500000000001,0.8247275607329947,0.8486927303526048,0.9875412905661487,0.0870897841280967,0.8197474410950509,0.8033476616152672,0.9263765503779354,0.9473578697197771,0.8637492621957243,0.23431278607488218,0.32943859038688394,0.3255084354540436,0.5725420327367374,0.8574095262626136,0.7235416801938253,0.9883850475069993,0.5831561110250878,0.4290508110023856,0.46372393089311514,0.03672388907379786,0.16424090810861966,0.06768622485292851,0.1815569862234687,0.09687182794500385,0.2074759745170333,1e-12,1e-12,1e-12,1e-12,1e-12,0.26594160851514104
1,1,10,1,0.22472765003643397,0.05760049100913705,0.33333333333333337,0.5981679363006445,0.01648744279804296,1.151152937743861e-09,8.022145174063096e-09,0.0019264724341094739,0.727415464690476,0.999999999999991,3.6216870736400456e-12,0.9999999999999978,0.17045908183632738,0.15199449793672618,0.02422872863037925,0.5500222321031571,0.07781407781407801,0.32003950413895405,0.3043007844197998,0.07662835249042148,0.2365313698953302,0.022090925925404046,0.028515040413514246,0.04107399826015498,0.06300202129515119,0.02433715302262989,0.03403976037125812,0.0528651330399267,0.0855577428082571,0.5307346918558706,0.5906211235415877,0.6004432353844849,0.6647854398616924,0.48724097448652737,0.6568991445184169,0.6981340023405258,0.7674052487913807,0.5655318213704164,0.03217158176943703,1.8506411957003428e-07,0.05345911949685536,0.38541666666666663,0.8856519231729381,0.9105309939335138,0.9947946673788308,0.04138999498640361,0.766780325228198,0.9999999999999999,0.882165884708867,0.9083898507148401,1.0,0.15101770978877074,0.3961136539517396,0.4049906238752925,0.2340656755314674,0.4156784188843887,0.3077737696531005,0.40528166001246346,0.6149076132873188,0.9999999999999998,1.0,0.042656854253903524,0.12301985335951007,0.12781172917485434,0.1668709379477328,0.06962582899093331,0.15062876420932342,1e-12,1e-12,1e-12,1e-12,1e-12,0.03739941058900028
1,1,11,1,0.30004247173254966,0.11373917980289343,0.33333333333333337,0.4428718987526831,0.016487444916647068,1.220083616543724e-08,4.08629541580096e-09,2.543566677702826e-05,0.7263621079120214,0.9999999999999927,2.6096351642135307e-12,0.999999999999996,0.180439121756487,0.10729023383768915,0.03723494144650749,0.6611827478879502,0.016038016038016224,0.7850681788936053,0.3949147957803626,0.0908593322386426,0.25976255723947866,0.018008315882075653,0.028337601220142013,0.035074725640674397,0.06363681517433503,0.01833103180972661,0.03350186309303971,0.044352157256849004,0.07622394198301082,0.5263754171792915,0.5873202220216409,0.5951439415930997,0.6613456713737533,0.47031027650017343,0.6360314916634603,0.6741007970834585,0.741624109742154,0.24608092462929876,0.018766756032171608,8.802718603893724e-08,0.06918238993710692,0.20833333333333337,0.864701407156329,0.8956586111717719,0.9866229226765018,0.08171773442316094,0.7316303849939665,0.9741816872999526,0.9122197716939855,0.8918577050109848,0.9888710462540213,0.18160587631463868,0.35797232033142334,0.37584957473921365,0.5685264082210872,0.39989322060471777,0.5080867737615894,0.4772769614050404,0.6398189246330677,0.3708159516165619,0.4459396052793898,0.034016388676695285,0.19998520904371628,0.03474235978845516,0.16037735387520588,0.04383966575487975,0.14053362293423605,1e-12,1e-12,1e-12,1e-12,1e-12,0.05431064759061723
1,1,12,1,0.29104295573451855,0.09903376120189569,0.5,0.45145162053251764,0.01648744863952289,4.079615974125571e-09,8.716365577884098e-09,0.0005394721016820663,0.7776447330754072,0.9999999999999956,1.1460442139829986e-12,0.9999999999999972,0.180439121756487,0.05811554332874829,0.07000344476225913,0.6278345931525124,0.10810810810810831,0.2784431987619181,0.239112794157425,0.06294471811713191,0.22529294405260347,0.02445143881416687,0.03537926176441703,0.04337988554832745,0.08581969985219548,0.02254491819364709,0.03587038026149521,0.04987654975451124,0.09402211814820394,0.48807310784379565,0.5445591418283059,0.5517852459846316,0.618757646753377,0.43163500851177405,0.5831752404780334,0.6185678058121313,0.6862936488599314,0.4884344092993447,0.021447721179624735,3.403733625901765e-07,0.07232704402515726,0.5729166666666666,0.8981989635519245,0.8770795114811198,0.9903358433797995,0.08475999730139416,0.768780256467223,0.926503723496703,0.8981269843410029,0.8600108173403738,1.0,0.3940487888347277,0.3870259913424485,0.37322411871501826,0.8511427745746678,0.6008732878726248,0.739021253223755,0.6463419762779382,0.4376965723775814,0.23232802225706806,0.29847851691839367,0.2388935052208938,0.33321948028701576,0.24365709684144304,0.33729041668133264,0.2355936083593442,0.3330473908421354,1e-12,1e-12,1e-12,1e-12,1e-12,0.09157644795399979
1,1,13,1,0.1765628075371232,0.03412089243366167,0.33333333333333337,0.653251363327367,0.016487444887041118,2.6221248467549774e-09,7.042762676886973e-09,0.000700805023358567,0.8477636191915918,0.9999999999999895,3.1050526495964795e-12,0.9999999999999957,0.17045908183632738,0.1296423658872077,0.029011921137093076,0.516674077367719,0.08553608553608552,0.28407505627123814,0.38680010819583455,0.056102900930487226,0.36884413797252286,0.018584858165473644,0.02429422093063037,0.03403035158777845,0.05728632277730952,0.020167214439291446,0.026978311661757164,0.04139332704579031,0.0657573209183536,0.5044505299126616,0.5611507534093718,0.5695790366830141,0.6312021562858555,0.45120425176084705,0.607564909466327,0.6451534826291837,0.7085209204557841,0.45404672901377663,0.018766756032171608,1.6238436523422828e-07,0.06289308176100625,0.36458333333333337,0.8142130602012096,0.8394834022977165,0.9826466893297567,0.0758210777005196,0.7388266349692423,0.9999999999999999,0.8240921587919147,0.9730889445135796,0.9611230690414927,0.1989637929526357,0.4549301230173639,0.45184483025856403,0.7093146276243112,0.8243714976535057,0.6181867575100861,0.9249015181881521,0.5997858897631594,0.38659781323084874,0.41153397787585266,0.03941141453311838,0.15050769418416712,0.04981985688005393,0.15285325698401556,0.03688940684335365,0.14699603105835124,1e-12,1e-12,1e-12,1e-12,1e-12,0.9999999999999999
1,1,14,1,0.16127654488390483,0.025853552237083743,0.33333333333333337,0.614027751012468,0.016487443069772467,7.082460816598314e-09,7.198788336058632e-09,0.00021977548209567915,0.7399035729241334,0.9999999999999851,1.3486466565233333e-12,0.9999999999999959,0.180439121756487,0.14305364511691887,0.02712454923889264,0.5722543352601157,0.19334719334719344,0.1512471240684281,0.24912090884500956,0.04324028461959495,0.3025564931598033,0.03126317829647211,0.040620549581531884,0.05755859711093073,0.09742770291933178,0.030206047734692477,0.04548886628905553,0.07312029889043559,0.11931975554436956,0.4936111734732938,0.549674813491776,0.5603731799055798,0.626681061826573,0.450921320188262,0.6090834973914624,0.6495370392874601,0.7193213001219991,0.5170193127701654,0.026809651474530835,2.85270851341268e-07,0.05974842767295591,0.5104166666666666,0.800095267080019,0.8260781875720289,0.9668941222581608,0.0656702546052883,0.7300632064980306,0.8789505752668286,0.8488847910648213,0.911064773159632,0.8631723995960151,0.5410412857123205,0.5011564247589533,0.5383923673768862,0.9174057177019235,0.4858263846868189,0.8083873193308926,0.5198944559772785,0.287332432445883,0.16648487003818557,0.2344060179651335,0.3126438097927896,0.5289863520236864,0.28610057902673225,0.4487064998874888,0.29729845892513435,0.4858019159126491,1e-12,1e-12,1e-12,1e-12,1e-12,0.06715631632886578
1,1,15,1,0.219432344521554,0.0514670709554425,0.16666666666666666,0.7748812702598837,0.016487447303302892,2.262896781012029e-09,8.761297290151388e-09,0.0010363924025841025,0.9160829266110202,0.9999999999999933,3.657622212646216e-12,0.9999999999999972,0.17045908183632738,0.0713548830811554,0.054750052244648434,0.538906180524678,0.12355212355212375,0.21883135125328146,0.2564241276710848,0.06239737274220035,0.24038339307960238,0.0171523149274896,0.02915291309627966,0.04398555142581069,0.08677654607587973,0.016172435026311598,0.02964503074138476,0.05264010589975195,0.09825100527000558,0.4812068181735025,0.5378158624095981,0.5477541891634907,0.6145020726176282,0.43450869170989875,0.5876983587722704,0.6266222804479381,0.6952220901227887,0.30984613702909125,0.04021447721179623,2.37944249109533e-07,0.07547169811320747,0.38541666666666663,0.8846251937820322,0.883989674377557,0.9887625959039501,0.06291385985655451,0.7749585350385458,0.9999999999999999,0.6154978502153544,0.8661404788155052,0.7543680211998571,0.3055956459588336,0.4349457422041145,0.3937867848644321,0.1446459828694669,0.48305581484260496,0.14960726439763172,0.5135358784439943,0.5132651258857939,0.39128246700486247,0.23242183698467067,0.059719432243852594,0.23515783067374194,0.1399678210428466,0.2101445185825482,0.24863528518445996,0.3809186246419993,1e-12,1e-12,1e-12,1e-12,1e-12,0.2986379391965968
