fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,bsf-progression_0.5,bsf-progression_1.0,sigma,d_norm,d_mean,ps_norm,ps_mean,pc_norm,pc_mean,loglikelihood,mhl_norm,mhl_mean,std_y_last_1,mean_std_x_last_1,std_y_last_2,mean_std_x_last_2,std_y_last_3,mean_std_x_last_3,BFGS,DE,Elitist,MLSL,Non-elitist,PSO
1,1,0,1,0.5867483287502315,0.1858387371951028,0.0,0.5690517290853339,0.23861890154266618,3.20640833504137e-09,4.142758389591171e-09,5.283869223114117e-06,0.9443545154841182,0.9999999999999861,6.652439104410605e-12,0.39622641509433965,0.25925925925925924,0.13636363636363635,0.0,0.4382572002267484,0.38759614941955384,0.3781901927065713,0.0,0.42825671682245137,0.32828564824186146,0.3133717411555224,0.47815811048289536,0.4643651073544006,0.3740136560688891,0.3712978610005824,0.48933249514316124,0.45076142113128803,0.33791213982997487,0.35858298972891595,0.5751905468829785,0.0788177339901478,4.7403164598852496e-08,0.09523809523809523,0.588235294117647,0.9260840457752797,0.597717093206096,0.8449569258558465,0.6068524993086839,0.6049075847952258,0.7601604544076682,0.5865189708268335,0.3895588164810886,0.278457391752724,0.2949611340817775,0.3962066560644143,0.55538407316468,0.4358873682283633,0.5788362022451348,0.8093988029896493,0.31749420786434346,0.23393940864991936,0.33957751708958467,0.5501522491476861,0.44708827047372834,0.42272012153255,0.47317381390135393,0.5840187780282462,1e-12,1e-12,1e-12,1e-12,1e-12,8.917409880588984e-06
1,1,1,1,0.5090050341434907,0.05723845083698376,0.0,0.7247721778031689,0.2386188980935468,1.4516005764826265e-10,5.775183474429091e-09,0.00019167106716119268,0.9780711641334706,0.9999999999999868,1.251690678188977e-11,0.2641509433962264,0.16666666666666666,0.1414141414141414,0.0,0.24856662530363594,0.2368741100666223,0.29332399930900976,0.0,0.23881689332748146,0.15499086493654432,0.24730638011169276,0.8881894263919201,0.35568946163607645,0.3004677463185938,0.3706708874455137,0.8360834182652421,0.3318423017144936,0.2205696106870796,0.3702631423899156,0.7590147258718638,0.059113300492610925,3.7972468684599644e-08,0.10846560846560846,0.5294117647058824,0.7454458291843615,0.7086553546304142,0.8476419923659217,0.5051323568944801,0.4353605973601795,0.6971262822973383,0.9342297254991752,0.17632033593015373,0.24944148663880306,0.27947647469609116,0.22383527112155563,0.45729528643339806,0.28139490723754806,0.49438898551908067,0.6478412403492722,0.6315745484142525,0.6774013303912794,0.09272939057412621,0.0,0.2843849943386213,0.0011676963666140683,0.2496995967738054,0.05429953424098999,1e-12,1e-12,1e-12,1e-12,1e-12,7.700099291012588e-05
1,1,2,1,0.5355124248495302,0.09372664502047845,0.5,0.731311105540483,0.2386188956200897,1.0412026442859785e-08,4.58584545372561e-09,9.931564642158095e-07,0.9732349415535093,0.9999999999999871,2.6770700416113742e-11,0.3018867924528302,0.5555555555555556,0.048484848484848485,0.0,0.14957758081269668,0.34145728233855865,0.3631010167079948,0.0,0.14764884027383904,0.30307384347322097,0.32374056344976115,0.47298182833786306,0.1952703414731342,0.3253266013511193,0.3542938868058047,0.5012186245090764,0.18377380549511507,0.3119821673629294,0.3711277676603719,0.4499076713342629,0.059113300492610925,5.144507354699372e-08,0.082010582010582,0.47058823529411753,0.8686023678101473,0.7842008941367036,0.8691380844059291,0.3940594323692076,0.4910205346532389,0.5198746490793926,0.9999999999999999,0.4357889151141505,0.4847569817078039,0.5204006723682895,0.2569051859545384,0.524533424173472,0.25973287529114936,0.5794748755373371,0.7564399361947518,0.21296237756565328,0.20658320681613462,0.3023703800277675,0.5551939121235142,0.3155583056079585,0.35353664211896896,0.3209663045436354,0.5561704922986608,1e-12,1e-12,1e-12,1e-12,1e-12,7.037315324346077e-05
1,1,3,1,0.5246017892351761,0.10537037915046188,0.0,0.2422758352361103,0.2386188970382201,7.896391976757293e-10,1.2901170791498212e-09,9.062458191115089e-06,0.8194060943334321,0.9999999999999777,1.200868824681716e-11,0.4339622641509434,0.3148148148148148,0.1229946524064171,0.0,0.25554503437779674,0.21581566582648015,0.3720522953450194,0.0,0.25420096850232643,0.17023555201766014,0.4013705402801471,0.4181858130800755,0.285048610750411,0.18290898348688828,0.35402045936855586,0.4652745900524866,0.27927670376670954,0.1617828106974734,0.4430559576007529,0.6307981019001923,0.046798029556650335,4.2448917481813525e-08,0.09259259259259256,0.47058823529411753,0.8869790286942449,0.7457372739722574,0.762234793841841,0.4500304282583103,0.17669853731024343,1.0,0.9182451790097204,0.6123293845293534,0.5975348685431427,0.6107743031682205,0.7086263385062744,0.3375674712157982,0.787204205931356,0.3598878826992934,0.3038667139380724,0.4527626631171986,0.5061724767592795,0.09686044053490073,0.6095968796198842,0.0493364959427168,0.5549792164723222,0.15044490927711632,0.6185191036173361,1e-12,1e-12,1e-12,1e-12,1e-12,1.792216648841437e-05
1,1,4,1,0.6552478576821527,0.20624692459462474,0.5,0.744508197423925,0.23861889898221214,1.5493287269733985e-09,3.850438908568135e-09,1.1369569882873472e-05,0.9695943087625326,0.9999999999999869,2.3609310883523308e-11,0.2264150943396227,0.3333333333333333,0.060606060606060615,0.0,0.254191341343814,0.3322221100801608,0.33067188281841586,0.0,0.25245382740304545,0.22953375333824264,0.2914617522268877,0.5831949702280688,0.31048984542154,0.33286889151152604,0.34174578220322516,0.6085519242516533,0.3026853556884055,0.25001197761090854,0.36063775549940374,0.6949238557442128,0.04433497536945819,3.7972468684599644e-08,0.07936507936507933,0.5294117647058824,0.9055604877647854,0.7331560177568401,0.9327146411762772,0.41148545261512726,0.6546646104747852,1.0,0.8150215596516874,0.4244458552297661,0.47642815737309974,0.5306999063675715,0.5983545676233223,0.5374611335029841,0.6215719536055182,0.5693358895899492,0.737876339246323,0.22268403707277695,0.2404595995610117,0.13913328577886108,0.44423792988931765,0.06888320036024728,0.27933159961141696,0.38979662930115766,0.4099332045345303,1e-12,1e-12,1e-12,1e-12,1e-12,3.238218569727683e-05
1,1,5,1,0.5823445650544499,0.12188358919870489,0.0,0.8444214671164719,0.23861889827483096,7.652396309918174e-09,4.9964212363513635e-09,2.0182212975819642e-06,0.9399951808039845,0.9999999999999845,2.5776530825712303e-11,0.28301886792452835,0.16666666666666666,0.15151515151515152,0.0,0.0,0.05991206984881786,0.24442746446507124,0.0,0.0,0.09881016505093707,0.18722365521380507,0.6497078583419522,0.10434117207518978,0.08334094627971567,0.270706878026195,0.655514045849664,0.08947295846774206,0.12817284540407575,0.2750277160151806,0.38578191749024193,0.036945812807881874,2.85801451459872e-08,0.06349206349206345,0.3529411764705881,0.7528793478014826,0.8032313513493237,0.9440840178967385,0.2701007471077589,0.7280866726898172,0.8116693785132638,0.8906700025784268,0.18511324449953648,0.21103212153657047,0.24061226014400638,0.15504488657086132,0.5907945970315059,0.19398391631280337,0.6260760051706651,0.6260019587495083,0.6814200401168138,0.7155665549090233,0.0999526120127158,0.3881715555996389,0.3064742282568874,0.31715613790518393,0.39513924346122575,0.33819892971007803,1e-12,1e-12,1e-12,1e-12,1e-12,1.9062980744138277e-05
1,1,6,1,0.5452662762370937,0.08984759452375428,0.0,0.5202087130812345,0.2386188982464394,1.0965322342062893e-09,2.2743873801155852e-09,1.0176849735136774e-05,0.7304911958447344,0.9999999999999677,1.971183631631953e-11,0.4528301886792454,0.4444444444444445,0.09090909090909091,0.0,0.3853481138180314,0.35471991561571176,0.4471213142278251,0.0,0.38495525475220976,0.299805133272271,0.40650640314931014,0.5300196161088628,0.42066948037833063,0.34738044184035594,0.45197500483983266,0.57171788455637,0.4180653748050922,0.31699728867718424,0.4631983674348202,0.8244483888481471,0.05665024630541878,2.4695781138116472e-08,0.10317460317460311,0.5294117647058824,0.9255749461888256,0.5780989810362076,0.7511997283239782,0.6348432513955639,0.48273718519542286,0.8621570202617994,0.5873699457065416,0.39780876635634854,0.46690216661141903,0.5081932978932819,0.524743185024423,0.8199606582943261,0.5760802602756971,0.8334799466774232,0.5001270943864053,0.48068351613090776,0.47838585543219736,0.07492777239834408,0.4545535965704154,0.15745516797096784,0.3568095583848221,0.18745967886148426,0.4580501168595088,1e-12,1e-12,1e-12,1e-12,1e-12,9.047901191278517e-05
1,1,7,1,0.4083673240157925,0.03283886174478881,0.0,0.1018984920577939,0.23861889560229715,9.689011843328357e-11,7.761726752775072e-10,5.880812082734351e-05,0.7505870144662098,0.9999999999998814,1.4395322329725357e-11,0.9056603773584908,0.5,0.16161616161616163,0.0,0.2366267028482255,0.4534714236282022,0.4519688883337192,0.0,0.21978429061600613,0.44318407825921136,0.4227736305826127,0.5729104219944485,0.2932440608166422,0.4515380873840811,0.46297442085487805,0.49871555034175197,0.25219199497907085,0.4629124967741141,0.46911932998734274,0.5543688699373257,0.034482758620689745,2.004237782540619e-08,0.074074074074074,0.4117647058823529,0.6566917997844837,0.6537045861050008,0.5269548248691808,0.45625332412255504,0.14400144535798054,0.8509618885918526,0.9999999999999999,0.4104249287976971,0.501084645124668,0.5388305335875243,0.5875277282601301,0.6067378692863967,0.6246471478037197,0.6346980327350359,0.5709209893429139,0.39874663309650904,0.4669055572965013,0.11905937178818587,0.3726780286260504,0.05303352448566609,0.3832845603541215,0.0,0.40014581752381906,1e-12,1e-12,1e-12,1e-12,1e-12,4.458704540294492e-05
1,1,8,1,0.6060283163095184,0.1948380162996197,0.5,0.47173915609435824,0.23861889455129962,1.6481644711558485e-10,5.753645823005468e-09,0.00016809314444903516,0.9767304082395865,0.9999999999999923,5.8544323089469025e-12,0.509433962264151,0.6481481481481481,0.07012987012987014,0.0,0.22890329355004746,0.14159399088622665,0.2920403797655142,0.0,0.2231125686615405,0.125755235739168,0.305400752164625,0.35305841310385944,0.2483427937586699,0.08745903962268764,0.2522086678596592,0.3743377860470547,0.23173415810101428,0.09288506098140381,0.3283657337455358,0.8244483888481471,0.051724137931034496,3.114101983533755e-08,0.11375661375661378,0.5294117647058824,0.9089211995988735,0.7752497328650132,0.9307875626290563,0.3155891821311202,0.46839200556680893,1.0,0.8291631531432464,0.5097118922619721,0.30020650344109967,0.2715872169506728,0.524436292581682,0.6786901877255066,0.5918935540016312,0.7052108958708534,0.44914327399349085,0.5948727988568012,0.6510572393738028,0.4346723069345285,0.6762539607061783,0.33448749558522983,0.5781231427998983,0.4170063510830867,0.7231817580415374,1e-12,1e-12,1e-12,1e-12,1e-12,3.8324478050177475e-05
1,1,9,1,0.5400249916627418,0.07355551663000857,0.0,0.8282756123333975,0.2386188971840687,4.5941567312735904e-09,6.225027335643982e-09,5.340056453709518e-06,0.900442224044495,0.999999999999989,2.0591807352678994e-11,0.1509433962264151,0.24074074074074067,0.05594405594405595,0.0,0.2145783921650819,0.20161751649513093,0.1899342285814839,0.0,0.2041465731058026,0.15448054160248734,0.11547583448400695,0.6140629501635333,0.2810678651265526,0.21075292003915996,0.20777654901936926,0.5738773633508403,0.25224286329038254,0.16663056555689482,0.18566790873108985,0.5431276699609682,0.051724137931034496,5.5843438822630834e-08,0.11375661375661378,0.4117647058823529,0.7689878596182997,0.7962354930104323,0.9252957449829284,0.24577367487893867,0.5257598094145022,0.8023992134942243,0.9288063019325372,0.21054428207955733,0.10898709048195965,0.12158078444678111,0.19668125395505157,0.6453584556869831,0.2512252954087412,0.685252069031063,0.4939028625580444,0.7947130198243066,0.7922907762905649,0.09016382427177447,0.21525046260680225,0.3220633023464623,0.2216751064622322,0.45358429369953324,0.3932418293888591,1e-12,1e-12,1e-12,1e-12,1e-12,0.0006316484732579737
