fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,bsf-progression_0.1,bsf-progression_0.5,bsf-progression_0.9,bsf-progression_1.0,sigma,d_norm,d_mean,ps_norm,ps_mean,pc_norm,pc_mean,loglikelihood,mhl_norm,mhl_mean,std_y_last_1,mean_std_x_last_1,std_y_last_2,mean_std_x_last_2,std_y_last_5,mean_std_x_last_5,BFGS,DE,Elitist,MLSL,Non-elitist,PSO
1,1,0,1,0.3813982781618609,0.08067380507627822,0.5,0.5177307695527614,0.048490890559395275,9.185289224820797e-09,5.703158472430883e-09,3.699215214731426e-05,0.7835939122038167,0.9999999999999891,1.1093347115272178e-13,0.9999999999999984,0.8903508771929822,0.19421487603305793,0.38212892439160323,0.289002557544757,0.17058823529411765,0.19273361109851164,0.12124989875333299,0.12035858554179217,0.1811503562920772,0.1850444460824907,0.11726920346293677,0.11400287778403291,0.21497976276822495,0.19385238527747622,0.23016182137346836,0.26296874919752095,0.29853495949174425,0.3032200095120344,0.2364414607720885,0.2714998036852012,0.3110374858913634,0.339302972307299,0.7006689263832693,0.05025125628140699,3.2228136565640175e-07,0.08823529411764701,0.4054054054054054,0.8651635359348094,0.769955732412849,0.9440489244527335,0.279129299003178,0.5524520328211165,0.7601604544076682,0.7057664822016859,0.688491091180924,1.0,0.2363905986617606,0.3145827136953514,0.32470993616908306,0.2723289174237195,0.465561265011012,0.21289305120467933,0.4025051028249017,0.701329895957262,0.49222095135689603,0.505792882697778,0.11113172821462852,0.20604026199870085,0.1251883259663516,0.28799580386467716,0.3341257268002168,0.4937414184571711,1e-12,1e-12,1e-12,1e-12,1e-12,0.060178121563583965
1,1,1,1,0.3491043967762981,0.04564724683381979,0.0,0.6516414580455915,0.04849088714315765,3.5128284879109746e-09,5.140315165323756e-09,0.00010585987818138386,0.7947818950530647,0.9999999999999858,7.361668080211052e-14,0.999999999999995,0.30263157894736825,0.16528925619834722,0.13041055173694965,0.26598465473145777,0.22352941176470587,0.12875652799349543,0.16869951525646734,0.1904944346465121,0.19931190802706933,0.2376324557460242,0.16717449282203478,0.1796554617017096,0.20144736401939728,0.2720300759998639,0.3485256702190625,0.4283458812341583,0.44476243085915984,0.48313548177041954,0.35612466609706883,0.43747552970625114,0.4219497129497949,0.5296796968867559,0.7123691989828813,0.012562814070351744,1.288310764035317e-07,0.06470588235294118,0.4054054054054054,0.8150384360263164,0.8477247968558199,0.9452397754671626,0.2675446871439528,0.5826513243345162,0.6971262822973383,0.8385566458208746,0.6843583699531939,1.0,0.1675047193917224,0.33062353966585434,0.32278200582328953,0.33574244590326313,0.4633494510613554,0.20468640017349454,0.3671384197192486,0.7795694157547786,0.4823988422758747,0.3330506913191298,0.2664636404700263,0.21288860822141797,0.19188854897972463,0.21564401380699538,0.24571331085094245,0.1631475824442863,1e-12,1e-12,1e-12,1e-12,1e-12,0.14658659475655722
1,1,2,1,0.3989086379183061,0.07501442026289676,0.25,0.5409781444895388,0.0484908854593302,2.1787586471089265e-08,4.254332986168106e-09,3.0870314219048097e-06,0.8296426218193743,0.999999999999985,8.706464034323642e-13,0.9999999999999958,0.7894736842105262,0.3884297520661157,0.16242775847170926,0.38107416879795397,0.27647058823529413,0.15727643251018938,0.09505470772156956,0.30629040496833904,0.29850993785193364,0.33658301844021665,0.0901444797564472,0.3394748776709954,0.3320958823327715,0.31965305836371444,0.24628650579317585,0.45017563945977784,0.4463144122473883,0.481450268304388,0.2430905357527245,0.4804333378964698,0.43735663119670254,0.4831333585081083,0.5678621162869735,0.030150753768844255,2.9452111479513983e-07,0.08529411764705876,0.2432432432432433,0.851709599678783,0.7958558290665403,0.9199226609719722,0.256210640466007,0.5140280753339502,0.5198746490793926,1.0,0.91920154385653,1.0,0.2224827849256794,0.2572004235434209,0.24556541196049064,0.7621639487110607,0.7359564637235305,0.7701617134336174,0.6156789514228884,0.8151598713223717,0.3148079319432968,0.32913081389681587,0.24192395685594742,0.16479662152028773,0.22035380449700415,0.26030445430395754,0.09713026494176602,0.37403088906408666,1e-12,1e-12,1e-12,1e-12,1e-12,0.5146542241781811
1,1,3,1,0.36961174410491143,0.06094873533036905,0.25,0.3830731385877304,0.04849088511097885,7.135363526287272e-09,4.209785265147425e-09,3.5804582873548036e-05,0.7638696951610595,0.9999999999999778,9.46618874290235e-13,0.9999999999999948,0.7456140350877191,0.2644628099173553,0.23290386754362652,0.3529411764705883,0.1529411764705883,0.26874638611138535,0.1494236942277095,0.24306415955639277,0.24813446627070163,0.2661711477208365,0.1440388592822126,0.2282488731570812,0.25426668593840274,0.28094314501862255,0.308796401563836,0.42830976132330434,0.4370377655365998,0.4590428574999182,0.3097116202720965,0.427066174231111,0.4109650361387802,0.4883053149114266,0.7031016309658893,0.010050251256281381,2.0856777162900006e-07,0.08823529411764701,0.4054054054054054,0.9307811456071499,0.7985348226430693,0.9424149137096334,0.360530307043518,0.4965859431250508,1.0,0.8335916725650876,0.8251342802595121,1.0,0.10381898505334608,0.25615882310332694,0.2621986173839028,0.17816449185043903,0.6460691854294455,0.23638931086420217,0.5998017418481711,0.660558908671474,0.9206245502481551,0.9876043183052752,0.0428386327961697,0.1742960339922487,0.0446844349556593,0.21975927268976103,0.07129801154700588,0.24301202775198383,1e-12,1e-12,1e-12,1e-12,1e-12,0.11426214384646641
1,1,4,1,0.5017244649225461,0.17704143196028949,0.5,0.4048835173925892,0.04849088869390063,9.664983385172111e-09,3.2153962470588397e-09,1.5361503788073925e-05,0.8113299326926118,0.9999999999999725,1.2551614792078e-12,0.999999999999995,0.6842105263157894,0.32231404958677684,0.16892686853675143,0.5319693094629154,0.2676470588235294,0.2437838479756753,0.19933004192125175,0.3205718788491062,0.30739684780495746,0.3610820005412283,0.19887639248293637,0.3558581769452532,0.3087081623644055,0.37976745079299695,0.3363743964973913,0.4727633164689575,0.46922696166021827,0.5166115107955072,0.34948768325945734,0.5146966944844511,0.4492103306039309,0.5599880568056606,0.7500740841884317,0.01507537688442212,3.034644068924624e-07,0.08235294117647063,0.45945945945945954,0.9156467313745084,0.8384238268761175,0.959846470162913,0.3008007349736382,0.5944634328992995,1.0,0.8683691550991678,0.988338403321554,1.0,0.23680498134166417,0.3228357937255737,0.3437652505442168,0.7903241163098642,0.09330311984289208,0.7786869262508345,0.04071237349495299,0.40196052457136355,0.9527687817293256,0.9186203444228522,0.1235622256328856,0.16036042814553664,0.3327933412815958,0.44251316382985684,0.23885837299936197,0.3654143883595362,1e-12,1e-12,1e-12,1e-12,1e-12,0.11819181776336272
1,1,5,1,0.4623842035659004,0.12669073563382494,0.5,0.6476452964639746,0.04849088820293879,8.775425184773124e-09,4.9380711022639855e-09,3.2844971880232094e-05,0.8874122084874632,0.9999999999999859,1.3985835881137631e-12,0.9999999999999982,0.7894736842105262,0.2644628099173553,0.24894122848065992,0.4015345268542199,0.2794117647058824,0.16581241994811882,0.12228466487495344,0.16747254673041023,0.20453436023153376,0.19589614261341365,0.12431991980973674,0.19467975369514046,0.21857803441103413,0.2581043657634763,0.32439608204056786,0.4209270393613172,0.45591664329995574,0.4644846369217179,0.33977462063578223,0.4595618227490735,0.44654228254992245,0.5361696034050039,0.5738905203274614,0.005025125628140739,1.3856444447905475e-07,0.07352941176470584,0.10810810810810834,0.8447263565433337,0.8266768782258547,0.9807331468624845,0.221258367921002,0.6885049606096261,0.8116693785132638,0.9222006634583522,1.0,0.935773825284196,0.03967817170144328,0.17343529959709603,0.19050614437390756,0.5175750445242883,0.6488876761091623,0.49360450469643086,0.5820977069398653,0.8106774577135706,0.8221571493213911,0.8757126732706171,0.06475041192506537,0.04735260513563966,0.034525300552806976,0.09150972535442692,0.0038782639410946673,0.0,1e-12,1e-12,1e-12,1e-12,1e-12,0.13507256147409347
1,1,6,1,0.37476603983404555,0.05976399807895761,0.25,0.5046572401767944,0.04849088627614672,8.04361255584129e-09,5.325722279397298e-09,4.0606060623865835e-05,0.6773341453628776,0.9999999999999777,9.676464976990091e-13,0.9999999999999958,0.7543859649122806,0.2272727272727274,0.27487593216740525,0.2915601023017903,0.13235294117647065,0.2492778002680491,0.2056979528315421,0.21831954432034342,0.25548295177881614,0.23451680560127752,0.20125707229590328,0.2185268156376791,0.2698896166493936,0.2632391236306708,0.36118005580974333,0.4297807436827146,0.46369319315275814,0.4603936357458663,0.3653270356713776,0.4423954572625581,0.4443934150063081,0.5021150308562032,0.8164619482875748,0.027638190954773878,1.288310764035317e-07,0.0764705882352941,0.4054054054054054,0.8994961277864778,0.827671603450546,0.9476407223652117,0.3099249598143223,0.5455877498133804,0.8621570202617994,0.5195473924115146,0.9643161730533867,1.0,0.10998166977751311,0.32686102188597843,0.3332882971037954,0.2421043490676143,0.39926044839790176,0.1686914175885984,0.38785720104453875,0.923267531429609,0.2855797159216924,0.2954722270420749,0.04478264848395658,0.2106858149151133,0.03741708075000166,0.1489895731004356,0.0,0.10221584497595626,1e-12,1e-12,1e-12,1e-12,1e-12,0.22109959904985102
1,1,7,1,0.2881724307422733,0.012029206946724425,0.25,0.24654016495493986,0.048490882738785324,2.640844945015962e-10,3.149974849909365e-09,0.0009970703191139736,0.6215782258289564,0.9999999999999587,3.764202275380812e-13,0.9999999999999948,0.6754385964912278,0.15702479338842978,0.34098962842491554,0.45524296675191805,0.11470588235294124,0.4527887360781151,0.16847203464800814,0.19475239968463462,0.2297738490858227,0.20686844658939862,0.15994070825382545,0.19469398193321236,0.2369361836442488,0.21990122551030367,0.3422590495033895,0.4225968513032365,0.45516822479591823,0.45204159920119824,0.33655934404419074,0.42558078979145303,0.42146867042514247,0.47105382006876,0.45169183464132945,0.022613065326633125,2.8557782269781717e-07,0.06764705882352945,0.29729729729729737,0.9535353375254895,0.8992458037013904,0.9807501325116419,0.2178601148709412,0.4565836064630847,0.8509618885918526,0.7800476164650142,0.8545041369478118,1.0,0.02783766752636807,0.29164098267194394,0.2945266942645448,0.20353896737565813,0.5695119000051161,0.2272438412795244,0.5230654967626792,0.7597703124830335,0.9135389117139483,0.9699872279844639,0.0652475341925591,0.08324009024680179,0.0,0.15141259157712728,0.03844202116537698,0.10099772034161836,1e-12,1e-12,1e-12,1e-12,1e-12,0.4260635844309042
1,1,8,1,0.440193940921068,0.12516026598270633,0.25,0.5388153463546734,0.048490879754846804,5.598282675468784e-09,6.145810888721108e-09,7.493574587169546e-05,0.8053073490074468,0.9999999999999897,7.181664202264787e-13,0.999999999999997,0.7105263157894735,0.16115702479338853,0.3522337124417748,0.3913043478260869,0.11176470588235302,0.39482493762043025,0.2313184510273779,0.24478504654822622,0.24203894072610416,0.23340671227458887,0.23169341921309772,0.25685964404742484,0.25770757185710014,0.2585234163506999,0.3667822801912839,0.42977602302285667,0.4329237534758747,0.4356433070196675,0.37980979525995207,0.45778668375321174,0.42622764009565206,0.48704500590955785,0.6092698519423105,0.030150753768844255,1.336977604412932e-07,0.06176470588235294,0.4054054054054054,0.9196280632644592,0.8986224675661623,0.9607428995059577,0.2410263399656734,0.6057684847147293,1.0,0.8551957303665193,0.7947076763944818,0.9495307112640123,0.09646977099220877,0.02835787506381493,0.0,0.6581815721524236,0.11458858213831785,0.5436834267558514,0.09890316050711628,0.8747551354167923,0.6904945776863378,0.735270873782417,0.02265684039620773,0.0,0.003156174366495512,0.12113077148169094,0.07142002145588039,0.12325820281107125,1e-12,1e-12,1e-12,1e-12,1e-12,0.031747862187392686
1,1,9,1,0.4427521251818158,0.10199056960335948,0.25,0.6602397959627306,0.04849088747674763,1.2990403995914992e-08,6.975410069436753e-09,2.961466789403367e-05,0.8533128540646601,0.9999999999999868,9.881633488056441e-13,0.9999999999999972,0.6842105263157894,0.19421487603305793,0.28608582574772434,0.49616368286445006,0.20882352941176474,0.29047859191957603,0.07362484790130577,0.13151600798139615,0.16584036043658817,0.2029134237372881,0.07725344025210808,0.14926362305301086,0.19592902593801553,0.26352777966296786,0.284214038561013,0.38713592552450776,0.41698455276123453,0.4546120038879742,0.31087368156818723,0.43276700039801214,0.4325298494916453,0.5384304097355894,0.6058725991739526,0.030150753768844255,1.1078429823506283e-07,0.07058823529411759,0.32432432432432445,0.8048448118732544,0.8126079020266204,0.9662644099608448,0.24299711293339593,0.6288508513517947,0.8023992134942243,0.8923767938895543,1.0,0.8335656574525099,0.0,0.07751015821208451,0.09386960219239437,0.06961465321166457,0.5705804328664397,0.1194497451234396,0.556434871068913,1.0,0.6019187064876421,0.6689860669717214,0.11682273949410302,0.019597986868309714,0.08434359159118401,0.0,0.0387772383013571,0.09352676134503668,1e-12,1e-12,1e-12,1e-12,1e-12,0.08074903310598258
