fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,BFGS,DE,Elitist,MLSL,Non-elitist,PSO,var_BFGS,var_DE,var_Elitist,var_MLSL,var_Non-elitist,var_PSO
1,1.0,0.0,1,0.2283919559767956,0.0655917933838219,0.5000000000000001,0.6947103939785484,0.0125875680925977,5.4228803509331035e-09,7.986915942414942e-09,0.0004252480813858,0.8715540140352198,0.9999999999999964,2.26224935458803e-12,0.9999999999999998,0.1502057613168723,0.0758426966292135,0.0621627252533136,0.4016563146997928,0.0789915966386554,0.0732328258201479,0.6024096385542169,0.060475161987041,0.2802367819184717,2.1703986365243364e-05,2.4520517330435583e-05,3.837321010818855e-05,0.0001301643098201,0.0002023746223975,0.0002564785929852,0.0003589520360912,0.0007904323148006,0.6862229555491314,0.6815309894533692,0.7488459927500126,0.7157600082027646,0.7762872483703291,0.747542314553673,0.8572839892307317,0.7096978914298014,0.4470263118977635,0.0555555555555555,1.7711210643450868e-08,0.040625,0.6463157894736843,0.5836815968423334,0.943315166887538,0.9818879696614328,0.0169451436984423,0.8429615135945256,-5.723397870200416,-5.831750077000506,-5.754409817424755,-5.161526069384716,-5.709942508740748,-5.090868977042554,0.1486216608951651,0.1515833871299764,0.4318201694864154,0.327618154157204,0.321045548856542,0.2828382440086313
1,1.0,1.0,1,0.2094015098567731,0.05060509563731,0.7000000000000001,0.8028466606587329,0.0125875686342494,1.841659877293939e-10,6.231972252089922e-09,0.0118184492649211,0.8701895713867427,0.9999999999999948,1.5304114041585909e-12,0.9999999999999988,0.104938271604938,0.0842696629213483,0.0406515376094947,0.3871635610766045,0.0487394957983191,0.1088704563325977,0.5843373493975905,0.0496760259179263,0.3143801801140695,5.522126902195671e-06,5.112919624531671e-06,8.612414093120021e-06,3.462045878364226e-05,5.4194838103530176e-05,5.742651846479292e-05,8.692438429126226e-05,0.0002271091464457,0.7023141867108592,0.6978240462652299,0.7674060623760376,0.7338434805738292,0.7779778168982948,0.7491703348676754,0.8591521224554826,0.7112476190958452,0.3828509314891815,0.0467836257309941,4.2818517986524084e-09,0.0624999999999999,0.5599999999999998,0.5942423470781664,0.9509160400437836,0.9805036298108604,0.080900063263181,0.857917317125223,-5.868356224638294,-5.89171819926045,-5.890357385991289,-5.861513298010048,-5.915014628135689,-5.80031721608776,0.291600998458093,0.140315924465126,0.2445652125417964,0.2480797184426391,0.0688986668112373,0.3117799840641212
1,1.0,2.0,1,0.2091847997723441,0.0544606759758268,0.6000000000000001,0.6632867731069316,0.0125875632060398,1.5130906511815018e-08,6.914807736041751e-09,6.537532813241739e-05,0.8332766304502675,0.9999999999999928,4.1208968949344414e-12,0.9999999999999972,0.1378600823045267,0.0561797752808989,0.07546468965099,0.3954451345755693,0.0487394957983191,0.1110519240037541,0.5441767068273095,0.0647948164146868,0.2415579173953989,1.0069360967451252e-05,1.1677903579005008e-05,2.0168978288229197e-05,0.0001029110639663,3.915372959847107e-05,5.1026561852081904e-05,7.847287869690196e-05,0.0002446428412783,0.6605778353461522,0.6555625843082558,0.7192621333927377,0.6869168238019419,0.7611952572122817,0.7330025591583774,0.8405905511994471,0.6957735160971923,0.3952470725989638,0.0350877192982456,8.277856966198472e-09,0.121875,0.6315789473684211,0.6169705651998727,0.9576147943291722,0.9873721514627536,0.0010463092742673,0.8301766858884628,-5.862434734480066,-5.8765256512549895,-5.69047063169867,-5.789972801576706,-5.80718481065836,-5.716067022066527,0.3168874440703738,0.1100732657705046,1.3522746475392655,0.2099564212593065,0.5949855320622363,0.2868207182286932
1,1.0,3.0,1,0.2175516006713973,0.0566169600431548,0.8,0.3674896954918663,0.0125875615177636,1.1714371028973426e-08,5.977204731875959e-09,8.554855946557624e-05,0.7466734968556961,0.9999999999999905,9.716037497394404e-12,0.999999999999998,0.1707818930041151,0.0660112359550562,0.0794059029299636,0.4285714285714283,0.0789915966386553,0.0778684446213553,0.5763052208835344,0.0518358531317494,0.3010105966239583,1.165155294652182e-05,1.567203088298566e-05,3.295395291324209e-05,0.0001394455766089,6.949466193132938e-05,0.0001084257271885,0.0002023113901611,0.0005570009525628,0.7085744594918547,0.7041639203729402,0.774630234974511,0.7408990121168093,0.774377556446325,0.7457025446609746,0.8551721379279454,0.7079357536629687,0.4403280039823427,0.0497076023391813,5.4042164207020816e-08,0.05,0.6694736842105262,0.6192302326868127,0.9614465570357008,0.9825470848908184,0.0071574680592751,0.8302467213416698,-5.058564901513294,-5.34262889350294,-5.278141359096602,-5.083413553642175,-5.282081824885632,-5.089422504347595,2.32256254438,1.3356173516414749,1.7893436698310448,1.0372294659873595,1.6193479317854538,0.9293639303865489
1,1.0,4.0,1,0.2777803265608099,0.1035371152314377,0.6000000000000001,0.4216337201541795,0.0125875653197654,5.237225043679433e-11,6.002759417384213e-09,0.0384859112917383,0.7136660903229504,0.9999999999999865,1.050132557477092e-11,0.999999999999998,0.1419753086419751,0.0674157303370786,0.0658146092968252,0.4078674948240164,0.0621848739495798,0.0923016899731,0.6184738955823296,0.0453563714902807,0.3534716586451873,1.3368061215499327e-05,1.9634322617778e-05,3.67654259577864e-05,0.0001441442267299,7.77547808056065e-05,0.0001258166199818,0.0002160927875616,0.0005703430027739,0.6953897208598376,0.6908136388446506,0.7594215103084344,0.7260726029082107,0.7722604422522518,0.7436632772843869,0.852831078343546,0.7059853995701791,0.3939690533057918,0.0350877192982456,1.30652016212472e-08,0.0468749999999999,0.623157894736842,0.6278561501144064,0.9588343499330144,0.988809567360124,0.0223514494447695,0.8256989297821905,-5.069114773980302,-5.415177429860185,-5.271028404180212,-4.993462568309402,-5.23258640628648,-5.053617467837992,2.06821289859861,1.0555294957054036,1.6692158833774744,0.9685954790021974,1.5595375897245751,0.9026354715844676
1,1.0,5.0,1,0.3114506685045941,0.1171412566977041,0.7000000000000001,0.7075153346581825,0.0125875693155844,3.479941772387558e-09,7.397547916105172e-09,0.0006590301508123,0.9017076194663884,0.999999999999992,1.3241064823499856e-11,0.999999999999999,0.1419753086419751,0.0674157303370787,0.0658146092968252,0.3913043478260868,0.0789915966386554,0.0714498955119912,0.5421686746987953,0.0518358531317492,0.284193699005231,6.60480993677116e-06,1.0234921743988286e-05,1.6987003687969555e-05,6.86867443337009e-05,4.377870492030685e-05,7.49600988668188e-05,0.0001109044897351,0.0002842535022,0.7197096224400368,0.7154391369637542,0.787473660366187,0.7534123547371292,0.7759638925459752,0.7472306014257284,0.8569252861527469,0.7093918984588413,0.4584398706371271,0.0409356725146198,7.86857150693684e-09,0.0031249999999999,0.6189473684210525,0.6119034828403291,0.9663839818463756,0.9932229591478782,0.0278858401854372,0.8771452156680676,-5.896461002254061,-5.942811972571004,-5.802753849420138,-5.856078529499517,-5.875598542324674,-5.878628070979912,0.1948128722935814,0.0319839196662064,0.552295498427222,0.1589966158429795,0.3179395888917969,0.1535727391641279
1,1.0,6.0,1,0.2279951418625937,0.061271061370167,0.7000000000000001,0.6378346441898858,0.012587567934151,2.2824134274211763e-09,7.885969343686946e-09,0.001128821757711,0.7649369791111621,0.9999999999999892,1.0034313691639848e-11,0.999999999999998,0.1234567901234567,0.0730337078651686,0.0538888383516783,0.4057971014492752,0.0336134453781512,0.1552048296679603,0.596385542168675,0.0475161987041036,0.3306874747746536,5.91502434853312e-06,5.4767021125814064e-06,9.031579226756437e-06,4.489290375626252e-05,4.191929635750294e-05,4.441897661372407e-05,6.389926353624902e-05,0.0001861832539172,0.7060133903218418,0.7015698391806011,0.7716733082728892,0.7380054484245799,0.7755891671003695,0.7468691257613022,0.8565100468821092,0.709044256811993,0.3438346298660942,0.0409356725146198,5.804485942768972e-09,0.075,0.5263157894736841,0.6235490640515557,0.9589274631232676,0.9818066044702468,0.0797043336693904,0.8193521987442647,-5.185682263591137,-5.4584858095602655,-5.296871360476239,-5.44951929525788,-5.308138774700851,-5.371249799335363,1.4426109865835803,0.9878842572932398,1.7649735592873743,0.9639056149598692,1.3404177643226785,1.297390416205169
1,1.0,7.0,1,0.1795272955929267,0.033641650155327,0.6000000000000001,0.4418869703243069,0.0125875639840377,1.4259721728554663e-09,6.093513230436462e-09,0.0014338218385914,0.6958372049201149,0.999999999999983,3.667214694755413e-12,0.9999999999999976,0.1995884773662551,0.0870786516853933,0.0711725643591376,0.4389233954451345,0.0554621848739495,0.1094732302943646,0.6184738955823296,0.0539956803455723,0.3124291287886067,4.3657689064624416e-05,5.061288813689877e-05,9.152598712649216e-05,0.0002319682038698,0.0003161941496776,0.000415121247229,0.0006680463288184,0.0011925840361191,0.7141614362218724,0.7098219988683298,0.7810782067012986,0.7471900733647538,0.7764059544693515,0.7476572560918054,0.8574181735611752,0.7098135749362259,0.4468887659095015,0.0409356725146198,3.424006137971426e-08,0.059375,0.6210526315789474,0.6410659166497141,0.9725045751423492,0.9948847086883184,0.0113008381126731,0.8167846083782291,-4.49878937139226,-5.274062764369766,-4.911169503419297,-4.696980089188014,-4.881933756365757,-4.638903905368633,2.0646802336902,1.3465518366552556,2.056485383170735,0.9611907721129096,1.8026928924804992,1.018735601097448
1,1.0,8.0,1,0.2800491606405594,0.1011268355383406,0.8,0.6826674358954059,0.0125875582813859,3.0095534269760684e-09,8.936855816318481e-09,0.0009523705106903,0.8578466605545211,0.9999999999999948,5.974420641503353e-12,0.9999999999999988,0.133744855967078,0.077247191011236,0.0549642701921424,0.4057971014492752,0.0504201680672268,0.1104909751740282,0.5542168674698796,0.0583153347732181,0.2661469487784569,1.0411529502834758e-05,9.640001843360031e-06,1.755783721584454e-05,6.457927155305728e-05,4.86478661849086e-05,5.1548776294959584e-05,8.4840087203567e-05,0.0002102124856099,0.7021072602518501,0.6976145136885806,0.7671679102183642,0.7336146719908246,0.770707050053086,0.7421657271227299,0.8511105662689306,0.7045425402093946,0.4118651801628605,0.0555555555555555,7.109709432312424e-09,0.071875,0.6315789473684211,0.6350196512929689,0.9658159354927158,0.9863628429259298,0.0123804597525363,0.8361540718767394,-5.8586205416556165,-5.837445609009819,-5.910584373362652,-5.748006622620967,-5.940546902109785,-5.742392738148666,0.2718057394851254,0.3961135791690853,0.1171716488279441,0.4845061408052039,0.0613288545662464,0.4301338232506481
1,1.0,9.0,1,0.2977758448073997,0.1033249452319683,0.5000000000000001,0.7364934900853286,0.012587568374712,1.4370265795037662e-08,8.407464178777121e-09,0.0001096239085824,0.8924913878138632,0.9999999999999928,1.0169914369461634e-11,0.999999999999999,0.139917695473251,0.0786516853932585,0.0563085599927226,0.3975155279503104,0.0352941176470588,0.1463329684545725,0.524096385542169,0.0583153347732181,0.2525116263848942,6.512110922780766e-06,6.029542660632072e-06,1.4093795476928649e-05,4.342311858325394e-05,2.572969169275999e-05,2.72639732268425e-05,5.713932170176885e-05,0.0001126953206266,0.7161234472541682,0.7118072263627163,0.7833364527510089,0.7493757059899339,0.770238797121956,0.7417146154067561,0.8505926316930822,0.7041078761052502,0.4416948034551151,0.0380116959064328,6.758181168161111e-09,0.11875,0.5726315789473683,0.5977080508821031,0.9578229705921248,0.989821367626471,0.0737271500470955,0.8547863140185,-5.864380979763394,-5.8829738470345445,-5.737922427098368,-5.87829991114378,-5.865995423617906,-5.780389426636325,0.199907420422417,0.246401406633428,0.8752594887085434,0.2518092075017937,0.1801167852901141,0.4519601647852202
1,1.0,10.0,1,0.2230214292392101,0.0591709364341938,0.8,0.6338618720710776,0.0125875633737045,1.3352104112755586e-09,8.528755621853445e-09,0.0021613811667741,0.7549111179373909,0.9999999999999925,1.0153890847298648e-11,0.9999999999999984,0.1460905349794238,0.0617977528089888,0.0730604790461062,0.3975155279503104,0.1025210084033612,0.0568622838998,0.5903614457831328,0.0431965442764578,0.3497466254092113,1.260208496000076e-05,1.4593370743599162e-05,2.5888481257896253e-05,0.000103271508949,5.140014535210205e-05,6.951367215502298e-05,0.0001080330072054,0.0003054513843312,0.704093840669331,0.6996265868789712,0.7694604429902858,0.7358545474420428,0.7692911140512982,0.740802064868999,0.849545132248878,0.7032403674734939,0.4125939046734832,0.043859649122807,9.161402457138504e-09,0.0468749999999999,0.614736842105263,0.6365249176901304,0.9744806159760848,0.9961309825733698,0.0106347456825937,0.826673595857391,-5.267036964816168,-5.466411447809216,-5.385642591012467,-5.231529431019447,-5.307946262508612,-5.211019262411788,1.6091700403428848,1.0509619154276295,1.4494061532916112,1.1590765220516237,1.3329924850287649,1.292838557965785
