evaluations raw_y rep iid sigma t d_norm d_mean ps_norm ps_mean pc_norm pc_mean ps_squared loglikelihood mhl_norm mhl_mean x0 x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 x14 x15 x16 x17 x18 x19 x20 x21 x22 x23 x24 x25 x26 x27 x28 x29 x30 x31 x32 x33 x34 x35 x36 x37 x38 x39
1 16840603.2671695501 0.0000000000 1.0000000000 0.2066048172 67.0000000000 5.3938972158 0.8513833489 4.3027669069 -0.0980254044 3.2796365201 -0.0838131169 18.5138030555 129.4257188741 29.2415152660 7.4519071044 3.528105 0.800314 1.957476 4.481786 3.735116 -1.954556 1.900177 -0.302714 -0.206438 0.821197 0.288087 2.908547 1.522075 0.243350 0.887726 0.667349 2.988158 -0.410317 0.626135 -1.708191 -5.000000 1.307237 1.728872 -1.484330 4.539509 -2.908731 0.091517 -0.374368 3.065558 2.938718 0.309895 0.756325 -1.775571 -3.961593 -0.695824 0.312698 2.460581 2.404760 -0.774654 -0.604606
2 6018555.5852401666 0.0000000000 1.0000000000 0.2066048172 67.0000000000 5.3938972158 0.8513833489 4.3027669069 -0.0980254044 3.2796365201 -0.0838131169 18.5138030555 129.4257188741 29.2415152660 7.4519071044 -2.097106 -2.840036 -3.412540 3.901551 -1.019304 -0.876149 -2.505591 1.554981 -3.227796 -0.425481 -1.790933 0.773805 -1.021610 -2.361264 -0.056364 0.856664 0.133034 0.604944 -1.268644 -0.725482 -1.344921 -0.719106 -1.626293 -3.452565 0.354852 -0.803562 -3.260397 0.925565 -1.814597 0.103891 1.458181 0.257966 2.278801 -2.469652 0.804683 -1.369620 -1.741594 -1.157699 -0.623105 0.112331
25 3909553.0377462581 0.0000000000 1.0000000000 1.8847311327 1.0000000000 6.3095425092 0.9976063491 3.0862288880 -0.1673271382 2.6172384564 -0.1418997219 9.5248087493 -1283.3106047517 26.6100865031 6.7617458225 2.026423 -0.990169 -1.862813 0.349962 -0.200428 -2.433440 -3.815053 3.564518 -0.692762 -0.623061 0.361149 -0.513610 2.958396 1.018371 -0.504872 3.949930 -2.750892 1.557932 -1.485001 2.016663 -0.974306 -0.604291 1.160558 -0.628517 1.543646 -0.184191 -1.432580 -2.051971 0.315046 -1.000575 1.632167 1.005949 1.686142 -0.508833 -1.042925 0.056909 0.318074 -0.759171 0.003137 1.097454
52 3017052.4313224140 0.0000000000 1.0000000000 1.6889398617 3.0000000000 6.2798977529 0.9928863491 3.6081439269 -0.0030251202 3.1396095900 -0.0101837381 13.0187025974 -1195.9923196386 25.9780915523 6.6189726137 -1.015106 0.136242 0.937111 -3.325170 -1.638529 -1.434353 -3.269113 5.000000 -2.516987 0.924366 1.513200 2.151958 -1.082919 -1.935309 1.076939 -3.358083 0.944188 1.591518 -1.736702 1.958885 1.215718 1.607993 0.211670 -1.549702 1.775148 -1.414632 -0.690617 -1.917776 2.649971 -1.375455 1.583810 -1.033722 0.817179 -0.894623 1.909883 1.107995 -0.415178 -1.377934 -0.210288 1.414446
252 2871317.3992963205 0.0000000000 1.0000000000 1.1339255895 16.0000000000 6.1130634434 0.9661243760 4.7706280301 0.0167668513 4.2692734007 0.0218093468 22.7588918016 -954.3605115793 26.8245573435 6.8625272944 1.070031 1.199573 -2.308167 1.380714 1.040435 -4.689663 -2.261840 1.146431 -0.601938 -0.752851 3.314891 3.182902 -1.022396 2.157303 2.227550 1.197538 -0.705620 1.698033 -1.613609 -1.419103 2.109831 0.232612 -0.458096 -0.107407 -1.417452 -1.542778 -1.736862 -2.188295 1.265168 1.884165 1.791071 -2.322475 -1.051438 -2.433981 -0.438835 -0.222858 1.187286 -0.892452 -1.462945 1.185967
256 2811853.6717012990 0.0000000000 1.0000000000 1.1047887834 17.0000000000 6.0986173997 0.9638049520 4.8823962733 0.0289984742 4.3190854054 0.0290050120 23.8377933695 -912.2061522227 25.9359479890 6.5848377716 -0.031636 1.224402 -2.404486 -1.877224 -0.743641 -2.148413 -1.397268 2.189126 0.088660 0.971625 4.173399 2.509563 -2.418652 1.154978 3.601542 1.867696 1.080328 2.466540 -1.814882 0.518809 -0.258209 1.073068 -1.470484 -1.026973 -0.138428 -1.721385 -0.270225 -1.316025 0.875709 3.449943 2.646793 -2.592817 -0.306092 -0.790693 -0.726339 0.548600 0.683507 -1.325400 -0.972778 -0.123942
270 2385962.0572196986 0.0000000000 1.0000000000 1.1047887834 17.0000000000 6.0986173997 0.9638049520 4.8823962733 0.0289984742 4.3190854054 0.0290050120 23.8377933695 -912.2061522227 25.9359479890 6.5848377716 0.994478 -0.013954 -0.080849 -0.144163 1.805948 -5.000000 -1.314844 -0.015416 0.243958 -0.377750 2.538804 3.196273 0.034306 2.667867 0.929567 2.476277 1.345423 -0.201381 -0.516159 -1.586247 -1.120723 0.000711 -2.181046 1.121276 1.030069 -1.379512 -4.186979 -2.485983 2.159538 3.765375 0.750171 -2.938899 0.889771 -2.768987 -0.557870 1.408812 1.079022 -0.479577 -1.110399 1.386885
281 2231194.0112256738 0.0000000000 1.0000000000 1.0790871511 18.0000000000 6.0859659302 0.9617678259 5.0167264010 0.0925011259 4.4507548171 0.0816866871 25.1675437823 -885.0134114349 25.5106895592 6.5218549221 0.116981 -1.274189 -1.266904 -0.581870 0.857832 -3.573887 -1.607626 3.140138 0.194205 -1.515244 4.108489 3.651114 -2.940335 2.059548 3.097155 1.901471 2.705845 0.648219 0.629140 -1.560947 -0.526729 1.966460 -2.703943 1.774634 0.427291 -0.628705 -1.658710 -0.811472 1.616594 2.450340 3.205563 -1.699488 0.065953 -0.791334 -1.603066 1.681635 -1.031297 -1.490045 -0.277479 0.529107
292 2168953.4994552368 0.0000000000 1.0000000000 1.0515534960 19.0000000000 6.0720746094 0.9595381990 4.8923417070 0.0999969296 4.3957999239 0.0887244536 23.9350073778 -868.8826506920 25.5763910235 6.5352383074 -0.536740 0.626593 0.836955 -3.203686 0.234694 -1.651663 -1.929397 2.141049 -0.351740 -2.717692 4.331637 1.857320 -1.407179 4.554553 3.211667 3.149531 0.651518 2.367778 0.576375 -0.558110 -2.840655 0.451942 -1.917907 2.470524 1.373207 -1.065239 -2.706070 -1.841830 1.925296 2.902478 1.775779 -1.784013 1.822816 -1.609384 -1.484498 1.032950 -1.014069 -1.630197 -0.140512 1.453135
308 1726935.9264317546 0.0000000000 1.0000000000 1.0246802554 20.0000000000 6.0601304942 0.9575849407 4.8901262961 0.1399361377 4.4127596084 0.1253886595 23.9133351916 -886.5406858475 26.9206620590 6.8827479659 1.212954 0.481994 -1.053374 -1.353630 1.038943 -3.745861 -1.103738 0.834746 -0.153614 -0.119391 2.589332 3.147191 -1.366358 2.190324 1.418314 3.580181 0.935125 1.260705 -0.920699 -3.546078 -0.399510 1.826798 -2.416511 1.614637 -0.443955 -2.497292 -1.630676 -2.388018 0.597512 3.497808 0.898940 -1.857724 -0.214490 0.223065 -0.600761 0.533982 -0.117716 -0.567082 -0.654979 1.566128
346 1600795.6658976274 0.0000000000 1.0000000000 0.8974109469 23.0000000000 6.0178914276 0.9508281792 4.1986959186 -0.0566116305 3.8679119081 -0.0286724132 17.6290474171 -759.7982724246 25.3025406615 6.4606291052 -0.373202 0.462014 -1.311155 -0.376623 1.227690 -2.821184 -3.023907 2.747965 -1.168186 0.306180 2.281730 2.098915 -0.403379 3.365725 1.636961 1.594039 1.107130 2.750905 0.213650 -1.971106 -1.280436 -0.126154 0.055156 0.769445 0.568200 -1.786431 -2.604332 -2.194311 2.541095 2.938784 2.299881 -3.424923 0.705356 0.525962 0.250050 1.235581 -1.083114 -1.144246 -1.849015 0.699682
386 863407.3724562584 0.0000000000 1.0000000000 0.8410261119 25.0000000000 5.9913825249 0.9465794693 5.0220152356 0.0616508485 4.4045829406 0.0616843361 25.2206370262 -714.6804945876 25.1954406915 6.3854497371 -0.511932 0.225761 -0.550922 -0.245070 2.370843 -3.098361 -1.697589 1.636019 -0.941699 0.395734 3.936084 2.958029 -0.860313 4.969561 2.228095 1.475956 1.722835 2.319823 -0.015537 -2.190309 0.122216 -0.828523 -0.401630 0.826541 1.417680 -1.499886 -2.765321 -3.843292 1.713412 2.622101 2.017811 -4.563099 -0.131752 -0.785938 -0.595576 0.647654 -0.272341 -1.127353 -1.187415 1.197724
524 848432.8628577129 0.0000000000 1.0000000000 0.7633592951 34.0000000000 5.8861099336 0.9295003234 5.8847098891 -0.0988920064 5.4688750227 -0.0935013265 34.6298104793 -635.0187691955 24.9905712384 6.3750598228 -0.802644 1.716722 -0.738935 -0.457580 -0.311052 -2.913380 -2.310587 -0.114774 -1.687019 0.018290 3.065178 1.409181 -0.367507 3.648155 1.710978 3.063906 2.963817 0.994005 1.108199 -1.966428 -0.568577 -1.657498 0.383766 2.909851 -0.277329 -1.655747 -4.782490 -5.000000 1.463507 1.423770 2.479104 -3.754622 1.469844 -0.428938 0.183447 0.948142 0.064187 -1.621387 -1.238169 1.255607
553 686347.8204472704 0.0000000000 1.0000000000 0.7376732515 36.0000000000 5.8594642478 0.9251855472 5.1063870859 0.0541816008 4.7800932258 0.0264533274 26.0751890709 -609.1374651852 24.9760247593 6.3218265638 0.190400 0.500090 -0.954824 -0.663384 0.137945 -3.638463 -1.767176 0.589294 -0.217526 0.583989 2.163475 1.923282 0.320834 3.154122 2.892091 2.211615 3.397177 1.349937 1.501857 -3.522365 0.773561 -2.348440 1.205099 3.250351 0.024569 -2.345958 -4.850760 -4.491752 -0.613751 1.933505 2.276397 -4.170580 0.785730 -0.944046 0.032855 1.362168 0.133624 -1.006702 -0.710829 1.072130
580 622686.1360284904 0.0000000000 1.0000000000 0.7142523857 38.0000000000 5.8364939050 0.9214722941 5.6668325582 0.2037420301 5.0214909242 0.1519462076 32.1129912425 -619.9682595266 26.3264018300 6.6755033501 -0.045412 0.599529 -0.043800 -0.652048 0.062801 -3.006188 -3.010458 1.034362 -0.716932 0.142507 2.243077 -0.144951 0.265948 2.844393 2.275138 2.631944 2.630404 1.889227 -0.315790 -2.988625 -0.637464 -2.014729 2.061779 2.386600 0.549961 -1.684105 -4.116650 -3.141511 1.213506 2.203277 3.078873 -3.198649 0.272980 -0.537203 0.770554 1.286526 -0.298483 -0.954347 -0.896478 1.168181
702 484227.3967405564 0.0000000000 1.0000000000 0.5643056736 46.0000000000 5.7445558294 0.9066034631 5.0344352398 0.0011218942 4.4894353604 -0.0093044083 25.3455381842 -466.5062123723 26.5860838222 6.7755970486 0.063036 0.146804 -0.655460 -0.063942 -0.033906 -2.020062 -3.648128 -0.249288 -0.662435 -1.647290 3.787510 0.095748 0.082759 4.547036 2.652077 3.052755 2.113140 2.221622 0.251601 -3.689566 0.114681 -2.175556 0.969073 2.326139 1.702590 -2.703461 -4.919877 -5.000000 0.171821 2.929369 3.506380 -3.039721 0.600300 -0.420627 -0.109720 1.226898 -0.071594 -1.164734 -1.187606 1.269480
785 403823.2419346024 0.0000000000 1.0000000000 0.5139587275 52.0000000000 5.6797271663 0.8960307971 5.4339452869 0.0571284931 4.8935647836 0.0507050065 29.5277613806 -388.7580912731 26.0504089935 6.6314588600 -0.030641 0.453835 -0.368505 -0.615350 -1.539258 -2.522119 -3.823863 -0.116244 1.209791 -1.248332 4.124679 -0.977432 -1.057957 4.251907 2.742378 3.725549 1.132718 1.600826 0.403156 -4.056295 -0.007666 -1.407332 1.708834 3.129436 1.099302 -1.463630 -4.401625 -3.304688 0.183998 2.557837 4.623575 -3.658699 0.928232 -0.529648 -0.097866 1.335084 -0.054597 -1.140106 -1.164508 1.149349
794 392848.0471822162 0.0000000000 1.0000000000 0.5139587275 52.0000000000 5.6797271663 0.8960307971 5.4339452869 0.0571284931 4.8935647836 0.0507050065 29.5277613806 -388.7580912731 26.0504089935 6.6314588600 0.530855 0.406417 0.300250 -0.388248 -0.492695 -2.700460 -2.643312 -0.301914 1.057911 -1.648497 4.769003 -0.935731 -1.020619 4.642148 3.140817 3.449056 1.832835 0.879355 -0.506728 -2.357570 0.982559 -1.990225 1.361351 2.303190 1.647228 -1.507945 -3.382898 -3.346635 -0.518977 2.636342 4.089345 -3.292383 0.545162 -0.490857 -0.461728 1.303045 -0.266063 -1.481114 -1.260987 1.194853
832 382138.5690801170 0.0000000000 1.0000000000 0.4988797538 55.0000000000 5.6465402766 0.8905938926 6.4446762614 0.0960153162 5.6358053918 0.0793704939 41.5338521137 -366.0454169828 26.0807065600 6.6388118500 -0.107930 0.973920 0.066528 0.502864 -1.448248 -2.929253 -2.869551 -0.472091 0.947026 -1.485588 4.797172 -0.609822 -0.879741 3.792871 4.076728 3.023975 1.365539 1.073329 -1.041612 -2.239994 -0.032627 -2.601486 1.451620 2.920237 1.261039 0.067501 -3.226372 -3.328372 -0.341695 2.876708 3.478836 -3.624703 0.744595 -0.601362 -0.138471 1.471479 0.009049 -0.933879 -1.032220 0.839312
855 307493.8818901327 0.0000000000 1.0000000000 0.4962871881 56.0000000000 5.6352433019 0.8887412453 6.0044335041 0.1989272390 5.3188738967 0.1604323826 36.0532217052 -349.5676249151 25.5911000210 6.5200197865 -0.008255 0.083153 -0.871363 0.319852 -1.222688 -3.072301 -2.848672 -0.671125 0.852502 -1.851805 3.765094 0.368184 -1.726874 3.709439 4.469300 3.251582 1.476226 1.642828 -1.579756 -4.084436 -0.445559 -2.043760 1.419444 2.239125 1.599020 -0.282586 -2.817630 -3.108730 -0.419387 3.091344 3.048218 -3.497397 0.894914 -1.209611 -0.026699 1.389302 -0.524350 -1.423549 -1.000628 1.302885
985 240827.9727715024 0.0000000000 1.0000000000 0.4739496058 65.0000000000 5.5402152726 0.8730204727 5.4372949724 0.1040974989 4.8483079839 0.1081357386 29.5641766165 -302.5831743718 25.5521709668 6.4985280058 -1.270679 0.709606 -0.962615 1.262001 -0.832127 -3.266772 -2.296109 0.383506 0.768432 -1.379167 4.463166 0.160250 0.371876 3.325873 3.932954 2.954784 1.549203 1.526289 -0.228909 -2.444665 -0.064318 -2.242460 2.143291 2.968585 0.802820 -0.210831 -3.768368 -4.121371 -1.055254 3.481902 3.688842 -3.696149 1.241681 -0.830120 -0.302098 1.283183 -0.244802 -1.145257 -0.810871 1.061375
1005 553132.4319627356 0.0000000000 1.0000000000 0.4503072469 67.0000000000 5.5205258504 0.8697879141 5.1512643301 0.0344541129 4.5669129944 0.0556496501 26.5355241989 -271.7088837974 25.4712088989 6.5173447644 -0.454285 0.720013 -0.419127 0.939141 -1.206037 -3.409292 -2.357519 -0.301965 1.655139 -2.078754 3.968706 -0.393812 0.370718 3.411725 4.700454 2.931060 0.377741 1.348297 0.217253 -2.612159 -0.157781 -1.741426 2.896910 3.218782 1.044488 -0.256962 -3.210855 -3.566485 -0.855831 4.130252 3.279138 -3.064730 0.814380 -1.904036 -0.268832 1.059455 0.159379 -1.401797 -0.906528 1.530073
evaluations raw_y rep iid sigma t d_norm d_mean ps_norm ps_mean pc_norm pc_mean ps_squared loglikelihood mhl_norm mhl_mean x0 x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 x14 x15 x16 x17 x18 x19 x20 x21 x22 x23 x24 x25 x26 x27 x28 x29 x30 x31 x32 x33 x34 x35 x36 x37 x38 x39
1 19420352.7984981835 1.0000000000 1.0000000000 0.4503072469 67.0000000000 5.5205258504 0.8697879141 5.1512643301 0.0344541129 4.5669129944 0.0556496501 26.5355241989 -271.7088837974 25.4712088989 6.5173447644 3.248691 -1.223513 -1.056344 -2.145937 1.730815 -4.603077 3.489624 -1.522414 0.638078 -0.498741 2.924216 -4.120281 -0.644834 -0.768109 2.267539 -2.199783 -0.344856 -1.755717 0.084427 1.165630 -2.201238 2.289447 1.803181 1.004989 1.801712 -1.367456 -0.245780 -1.871539 -0.535776 1.060711 -1.383322 -0.793507 -1.374345 -1.690411 -1.342492 -0.025329 -2.234621 0.468831 3.319604 1.484088
2 17770778.2538622208 1.0000000000 1.0000000000 0.4503072469 67.0000000000 5.5205258504 0.8697879141 5.1512643301 0.0344541129 4.5669129944 0.0556496501 26.5355241989 -271.7088837974 25.4712088989 6.5173447644 -0.383671 -1.775258 -1.494317 3.384909 0.101616 -1.273991 0.381831 4.200510 0.240318 1.234406 0.600341 -0.704500 -2.285036 -0.698685 -0.417788 1.173246 1.677967 1.862204 0.571175 1.770282 -1.508796 2.505736 1.025860 -0.596186 0.977036 -0.151143 2.263259 3.039634 4.371151 -2.792993 -2.888228 -1.008932 0.320074 1.752338 0.631270 -4.044402 -0.612408 1.655949 0.460189 1.524022
3 16169076.6003422569 1.0000000000 1.0000000000 0.4503072469 67.0000000000 5.5205258504 0.8697879141 5.1512643301 0.0344541129 4.5669129944 0.0556496501 26.5355241989 -271.7088837974 25.4712088989 6.5173447644 -0.444656 -0.401516 0.373123 0.820103 0.396599 0.238017 -1.341325 0.755128 0.243643 2.258968 2.397836 0.370313 -0.750570 -1.277461 0.846989 0.154680 -0.687707 0.087194 -1.240002 1.396064 -0.894257 2.449015 0.806983 1.187157 -2.189824 0.338765 1.481113 -1.907401 -0.532437 0.065229 -2.746235 0.630319 1.692321 -1.719032 0.701092 -2.624567 -0.077391 -3.231545 2.242835 0.817801
6 13219328.2481974363 1.0000000000 1.0000000000 0.4503072469 67.0000000000 5.5205258504 0.8697879141 5.1512643301 0.0344541129 4.5669129944 0.0556496501 26.5355241989 -271.7088837974 25.4712088989 6.5173447644 -0.801756 1.648011 -1.124611 3.909756 -2.663903 -3.521377 -3.301443 -1.781111 -2.238231 3.912158 -0.652999 -2.685352 2.228766 -1.173048 -2.473707 1.751678 1.246724 -0.869913 2.815080 0.258203 3.233899 1.005482 3.117611 0.218805 -2.439489 4.898737 -1.091548 -0.397676 -1.400797 -0.406789 0.485339 0.403660 1.322041 3.584316 -0.240929 -2.466241 -2.364636 -1.331509 -3.348392 1.650060
9 11873939.5147297699 1.0000000000 1.0000000000 0.4503072469 67.0000000000 5.5205258504 0.8697879141 5.1512643301 0.0344541129 4.5669129944 0.0556496501 26.5355241989 -271.7088837974 25.4712088989 6.5173447644 -0.271955 -1.594540 0.565351 -1.652195 1.242165 1.912243 -1.411681 2.385372 -0.475884 2.310576 0.876333 2.244657 -1.994040 -0.213588 2.902859 -1.236074 -4.074402 -3.885178 -5.000000 -4.228328 -0.823278 2.557056 -0.884459 0.647055 -0.219983 0.017098 -0.336398 -0.348361 0.922328 -2.351965 2.020254 1.840036 -0.390115 1.610787 -1.402689 -1.074446 0.312528 -0.380442 -0.897476 -1.344896
