fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,t_0,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9,t_10,t_11,t_12,t_13,t_14,t_15,t_16,t_17,t_18,t_19
1,1,0,1,0.3744520844002627,0.028001502607932226,0.0,0.8259330887360059,0.3642426609560367,3.9035308337115365e-09,4.135491123430779e-09,0.0004295741340801794,0.0,0.0,0.6785714285714286,0.42307692307692324,0.47665056360708524,0.0,0.24334627548344967,0.4033059506131591,0.2449708398530981,0.0,0.20903815133868198,0.46686522528985575,0.283097413694851,0.5908975455730889,0.2645485064087235,0.39776326682372665,0.27106748513360546,0.6141711203383178,0.232998527763857,0.46479571703895306,0.3132779154511063,0.669822691683831,0.1891348088531188,3.5934780501007633e-08,0.226027397260274,0.4285714285714286,0.7464121671457273,0.7617335960361924,0.8430705502438284,0.4540962891037867,0.3562031545510871,1.3015392858678672e-12,1.7249774319801912e-12,2.2296814849221533e-12,1.455516793545076e-12,1.1390074722085911e-12,1.605217148231251e-12,1.8661234806842993e-12,6.472617252027462e-12,7.511965428848619e-12,7.92911469243741e-11,3.104028316418824e-10,2.285348285180699e-09,9.634371928410014e-08,2.797437825039242e-08,1.325024284980587e-07,3.0688840979240966e-05,0.0028033081079566176,0.0028555854357448034,0.4226741871006917,0.42858287765646086
1,1,1,1,0.3630077556415466,0.019086964662925265,0.0,0.8871348344713047,0.36424266310292497,2.5978966653249586e-09,3.093236465108026e-09,0.0004968470562772551,0.0,0.0,0.46428571428571425,0.6923076923076923,0.21587301587301588,0.0,0.40824422780756575,0.5456521967434405,0.3547713267810413,0.0,0.36300059532836404,0.5524009800976954,0.35054469017959944,0.39143423356714635,0.4165089765251619,0.5329547740242004,0.36492973294747055,0.3847041137861815,0.37444686455820253,0.5412829459555379,0.3643951371756399,0.6932125181653404,0.1951710261569417,3.085159059429973e-08,0.2397260273972603,0.38095238095238115,0.847273913478559,0.8227535787392757,0.8552928473984928,0.3894574150174613,0.4530449372125551,1.17322469613686e-12,1.3400336627871694e-12,1.3400336627871694e-12,1.2715992149306322e-12,1.241659143993397e-12,1.2459362969844306e-12,1.7182608341575538e-11,1.8789549396574e-12,7.866969127104408e-12,3.401418763885388e-10,7.595937159132195e-10,2.67095073593434e-09,1.3638271189565332e-09,1.2500327905026757e-07,2.006882155111562e-07,3.689592246985096e-05,0.0020921564584991665,0.006952169699439497,0.6462952308543356,0.7206462989349515
1,1,2,1,0.36850556836576165,0.01569035397329349,0.0,0.8970603367093258,0.3642426654710857,4.218056229827545e-09,4.790111232783207e-09,0.0004676447677349816,0.0,0.0,0.32142857142857145,0.8846153846153846,0.0979591836734694,0.0,0.13451352108635373,0.3156207859043536,0.14852348564689777,0.0,0.15181049153298642,0.16752254402191635,0.20777427904181867,0.4946302325768439,0.1513261585920762,0.30310014260489204,0.17010309013437364,0.46052892894452135,0.1676061577129575,0.15360666247494859,0.22998893229783024,0.5546762160743355,0.2012072434607646,3.165621076337768e-08,0.23059360730593612,0.33333333333333326,0.7422290937705864,0.8258591744078974,0.9561644479824799,0.24719827965789937,0.5217100959133326,1.1390074722085911e-12,1.121898860244457e-12,1.8532920217111986e-12,1.2673220619395985e-12,1.2544906029664979e-12,1.2245505320292629e-12,4.44952388726858e-12,3.957651293299718e-12,2.7771570677744515e-12,6.386773323870702e-11,5.9725437413854e-10,4.621947141406729e-10,6.233241033227887e-08,1.2637117673409496e-07,1.687090717655878e-07,2.955415032746378e-05,0.0005620571003885948,0.0034469081706670194,0.4478011389188481,0.3927207574455615
1,1,3,1,0.40320612484175533,0.03846242592106716,0.3333333333333333,0.928133439941863,0.3642426603835754,3.733153490982761e-10,3.0217256220366134e-09,0.003986394604623028,0.0,0.0,0.24999999999999994,0.42307692307692324,0.18955601564297214,0.0,0.17610611549078792,0.24204622255368746,0.1802192351100076,0.0,0.18685338562161113,0.25327764385515783,0.1858026076665169,0.4149108590417079,0.18665702508458126,0.22214031709046445,0.19459185501517084,0.4301517491081981,0.20061762468214178,0.23835074579832494,0.206290249665687,0.8149871947563088,0.19315895372233416,3.8793974840959186e-08,0.24429223744292244,0.6190476190476191,0.8328651248753398,0.875867449331114,0.9680376497857589,0.18719929994753726,0.6466593491821222,1.151838931181692e-12,1.7292545849712248e-12,1.5111197824285125e-12,1.263044908948565e-12,1.8746777866663665e-12,1.2159962260471956e-12,4.9841680111477764e-12,5.53433673275771e-11,1.5796810772480658e-11,7.825406417101146e-10,1.2985192699364413e-09,1.3320692579981087e-09,1.7179639651480006e-08,7.168625735441889e-08,8.01630698785945e-08,2.9671563737366546e-05,0.0011359583644684906,0.0025869885842458706,0.5112605887511721,0.641951972412349
1,1,4,1,0.344324806362916,0.02264165158518466,0.0,0.8745070749476995,0.3642426616337176,2.5341469925072543e-09,5.955274481291748e-09,0.0010792286703319926,0.0,0.0,0.5357142857142858,0.2692307692307693,0.49679754942912846,0.0,0.42434344902139154,0.5313887463840452,0.2508830732548968,0.0,0.33828533074997613,0.5761187219724624,0.2920912788903567,0.8157483160306915,0.4499366550984284,0.535756860953825,0.29291755100480465,0.8558616216480024,0.36862011010590545,0.582015813588179,0.33744749512088246,0.6135749636693202,0.19114688128772647,5.8245509260635416e-08,0.2397260273972603,0.6190476190476191,0.8110873112343251,0.7951447028450005,0.9087902143326151,0.3454262645682379,0.49658592000741286,1.1176217072534234e-12,1.1946104610920277e-12,1.2502134499754642e-12,1.2587677559575315e-12,1.5282283943926468e-12,1.3913594986795723e-12,1.81907479778293e-12,2.2767301678235226e-12,3.8165052445956106e-12,8.473596268195985e-11,1.393295434595124e-10,3.9974828047158273e-10,1.9623985537172793e-08,6.126427691582804e-08,1.784399156066635e-07,1.6566008466153106e-05,0.001373616601572999,0.00417209988565108,0.6720381583145181,0.6494496975650547
1,1,5,1,0.382239919756031,0.01498266653117191,0.0,0.9189480779518708,0.3642426611964564,1.2850251122477051e-09,2.6581595014183162e-09,0.0009418607333549915,0.0,0.0,0.39285714285714285,0.6923076923076923,0.17918871252204588,0.0,0.4220959604297463,0.5533802940682306,0.28585904518054406,0.0,0.4220191342345262,0.5132670323310757,0.2595187759212183,0.5388406307045894,0.43639800544030843,0.5465870293733365,0.30691821669430985,0.5185106495143508,0.4376014664350194,0.5069161018469872,0.2842486126491367,0.7998209496711186,0.1951710261569417,2.648572592986667e-08,0.22831050228310507,0.6190476190476191,0.7989791128222314,0.667479157759308,0.7158826538899691,0.4972580155639538,0.4551008944030821,1.0662958713610205e-12,1.4897340174733445e-12,1.0791273303341212e-12,1.2202733790382292e-12,1.3015392858678672e-12,1.2074419200651284e-12,2.0543182122897764e-12,4.145846024905195e-12,6.682197748588106e-12,5.258900764831449e-10,5.020535028641149e-10,2.2537529560359337e-09,6.70015289092471e-09,1.1228984811395441e-07,1.277603361454408e-07,1.5405283053557666e-05,0.0009019028108689055,0.002356201902180592,0.455894779258846,0.5424933601008296
1,1,6,1,0.3314430849585282,0.018407854274997866,0.0,0.8853048215551786,0.364242660308985,4.343256567489269e-09,3.412230516551599e-09,0.0002917875851201363,0.0,0.0,0.607142857142857,0.46153846153846145,0.403880070546737,0.0,0.05253207015470385,0.36630725905636097,0.40724861568232607,0.0,0.11850069761698301,0.395185932782677,0.39772534977678387,1.0000000000000009,0.11378618129595852,0.3857964880834299,0.4491537309113582,1.0,0.17057268624442246,0.41552682163185545,0.4426675464274044,0.6306627438954595,0.1891348088531188,3.4153776256997476e-08,0.21917808219178087,0.523809523809524,0.8876672312021658,0.800892410740774,0.9002106160342697,0.36906780175193155,0.4502614561807089,1.1475617781906584e-12,1.1689475431458263e-12,1.1860561551099606e-12,1.4982883234554118e-12,1.3400336627871694e-12,1.41274526363474e-12,1.8789549396574e-12,5.279291567529094e-12,3.380235639510185e-12,1.2617729801208415e-10,1.603688590224066e-10,4.15085422513794e-09,6.073274228217333e-08,2.119437871039132e-06,3.1227153367919694e-06,0.00012757113539714932,0.002387941230744062,0.006445350709766713,0.3244031004464991,0.41502194267514436
1,1,7,1,0.3204552564795987,0.014033669634519786,0.0,0.858577563581998,0.3642426607033585,4.554452182742605e-09,3.6995067680872665e-09,0.0003050578834692995,0.0,0.0,0.39285714285714285,0.3846153846153846,0.30591630591630586,0.0,0.1427673961024165,0.21291886016423844,0.16845731914183348,0.0,0.07795249815212013,0.22348987377341922,0.17931444451267398,0.6269717093548923,0.1693391983808844,0.20932861001221104,0.20032941497492007,0.5872759186869612,0.10337130176061982,0.22035166349832924,0.21219664890819934,0.5929706268024191,0.21126760563380284,3.246083093245563e-08,0.23059360730593612,0.38095238095238115,0.7435039414542406,0.8897461187795699,0.9764797522377936,0.16300444745184695,0.46196324040502523,1.17322469613686e-12,1.314370744840968e-12,1.1261760132354905e-12,1.263044908948565e-12,1.5153969354195459e-12,1.395636651670606e-12,2.3879361455903957e-12,2.1270298131373475e-12,2.9396888814337273e-12,1.0531635440518326e-11,8.430024763913654e-10,6.050094070735462e-09,6.57530933769289e-08,1.4449237900593854e-07,2.6303628749291164e-07,1.4157940301456253e-05,0.0010228022435087548,0.002543195349581608,0.5662195256524555,0.5339571658289753
1,1,8,1,0.3736104825476146,0.03165611524675868,0.3333333333333333,0.8697667490291261,0.3642426634074816,6.168498190503079e-10,2.2752368639460326e-09,0.0017639864458148932,0.0,0.0,0.75,0.5769230769230769,0.42171271800901444,0.0,0.17668556691098147,0.14737404499589957,0.28033924896515705,0.0,0.16411009827695155,0.1996046833014633,0.255410106152973,0.3035304337181781,0.1793678699826905,0.11504896646764384,0.28548214335277877,0.3210280917093602,0.17126866916775785,0.1747936452605856,0.2666851536844982,0.7482900590914907,0.19919517102615703,3.330730359472656e-08,0.25114155251141557,0.33333333333333326,0.6978151718570107,0.8477066141204297,0.9456316065980542,0.2000940720052305,0.4944896564740263,1.35286512176027e-12,1.1775018491278934e-12,1.1689475431458263e-12,1.3357565097961358e-12,1.203164767074095e-12,1.6522658311326205e-12,2.5290821942945036e-12,2.3109473917517912e-12,3.33746410959985e-12,1.2213538843555746e-10,3.335208435584189e-10,4.018868569670995e-10,6.542731006620087e-10,6.426152609151874e-08,8.667303359984332e-08,7.690307020161265e-06,0.0005169466604984644,0.002777718481704407,0.5036538661310032,0.5077335848911054
1,1,9,1,0.35259480550779837,0.03164112461196119,0.0,0.8487871568852134,0.36424266239459874,3.9517989594697707e-10,3.9865060523520104e-09,0.004985704330988229,0.0,0.0,0.42857142857142866,0.6538461538461537,0.2101806239737275,0.0,0.2321779503898045,0.3206195435588195,0.2771347428337938,0.0,0.22139739562578453,0.38561038736132014,0.3090721399425389,0.35056013460629387,0.2383033650228943,0.29848848655122173,0.28551997295276,0.3552634439446809,0.23096908909414798,0.3687503712500509,0.32187130648224715,0.5249957386034105,0.20925553319919526,2.2735959618167073e-08,0.2397260273972603,0.23809523809523814,0.7825252185302813,0.8090788675010323,0.9046855413425515,0.3643974268565107,0.5465717722884524,1.404190957652673e-12,1.4769025585002438e-12,1.17322469613686e-12,1.7292545849712248e-12,1.2459362969844306e-12,1.6437115251505535e-12,7.533351193803788e-12,3.795119479640442e-12,4.393920898385143e-12,2.367104942897347e-11,3.8490655959269626e-10,1.2289031715554445e-08,4.0904938858295397e-08,1.5569109898200706e-07,6.016332226385923e-06,2.359569992414247e-05,0.0013999517559550605,0.0022129469722832534,0.48324182849655056,0.49487070612977563
