fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,t_0,t_1,t_2
1,1,0,1,0.07437014235864484,0.004874521686544918,0.1111111111111111,0.9273450288827644,2.506575651519559e-07,3.909274396051645e-08,1.3088044160762284e-08,7.359066374668024e-05,0.9990866487601447,0.9999999999999999,0.02287581699346397,0.03417266187050358,0.13720316622691292,0.06397985514771576,0.07250438570749765,0.08001387142822175,0.10957546564166709,0.06663390656822271,0.0792340669556276,0.0898694715893314,0.12833160968299173,0.331838786838627,0.34305829249053765,0.35898755012956207,0.3817283462349865,0.3305207104571485,0.3365084655318429,0.35886857317479515,0.390621432816489,0.7035213374461011,0.12271540469973889,3.917081105039832e-07,0.11384615384615385,0.25,0.8200508097945871,0.8692287709651012,0.9864207307335668,0.2296158872725073,0.7713921489949782,0.0,0.504587155963303,0.07450980392156858,0.7621152328334649,0.23866348448687347,0.05895196506550216,0.5416980266177145,0.0022799373192486545,0.5487456323115826,0.6157596681368132
1,1,1,1,0.0710987926097322,0.004176634869866816,0.1111111111111111,0.9363093319306062,2.5121318925885296e-07,6.616902106795013e-09,1.4388482762896304e-08,0.0009177723529527721,0.9994777478640894,0.9999999999999999,0.07352941176470588,0.05575539568345335,0.24433440560957087,0.04912316339093728,0.05833118946462326,0.06261137372961961,0.08176429920393163,0.05290702229886651,0.06515154993907246,0.07534877736555479,0.09576996202720012,0.3299363178717363,0.3415759162312455,0.35544891865362216,0.37116680214793185,0.3309594974288338,0.33654964316661196,0.3589410164419139,0.37855080303840105,0.7420493501761913,0.11749347258485646,3.6922967491534347e-07,0.11692307692307682,0.2638888888888884,0.8295390049807168,0.9286496660549588,0.9937310210260044,0.09591654837594049,0.7925052694563575,0.0,0.22477064220183507,0.1529411764705881,0.2589404784584819,0.18138424821002375,0.07205240174672495,0.385268471776044,0.0014693783036048146,0.45757607507253645,0.5748062941902341
1,1,2,1,0.07368122318823901,0.00486974613060244,0.1111111111111111,0.9233895578495287,2.5383786320333675e-07,5.690708939193605e-10,1.4014248797566941e-08,0.011181231935379739,0.999171207891373,0.9999999999999999,0.05065359477124175,0.03417266187050358,0.251914010121545,0.06170593854096293,0.07625016927097408,0.08550222196380025,0.11664973341580975,0.06125032046418108,0.07889397397120987,0.09456282731530252,0.13096835082120462,0.3231140805050218,0.3386007867424802,0.3556669377653163,0.37962588845679146,0.314290265729539,0.3237058923991093,0.3489703441194184,0.37922500522676694,0.7271769487890518,0.12271540469973889,3.6922967491534347e-07,0.11999999999999993,0.2777777777777777,0.8035202502630998,0.8750094480716974,0.9833523460225315,0.18179376426185462,0.7936879828299903,0.0,0.43577981651376163,0.12549019607843118,0.4894594301809121,0.11694510739856795,0.08515283842794752,0.24941153829072227,0.0027294949625724816,0.626736087263841,0.626736087263841
1,1,3,1,0.08294014517324566,0.0064802425610735025,0.1111111111111111,0.9278658325935708,2.5379446293101127e-07,1.2762657138388862e-09,1.4221337065581692e-08,0.0050270682451403915,0.999240238704597,0.9999999999999999,0.0980392156862744,0.07374100719424469,0.25622278030327106,0.041832038637830665,0.05228328680752653,0.05705232699749907,0.08055196420112154,0.04541587035687622,0.05941462393623734,0.06943872313387034,0.09768010522799753,0.33094111493554124,0.3433800370919634,0.3576763100744105,0.3762433132250266,0.33056466281960206,0.33722649807767635,0.3596666698825306,0.38462599762156513,0.7353613969145885,0.12793733681462144,3.6922967491534347e-07,0.10769230769230766,0.3472222222222223,0.8035749903795733,0.8895064712578318,0.9841793870633211,0.18634188168393745,0.8041810243488756,0.0,0.31651376146789,0.12941176470588212,0.37596836864792677,0.1909307875894986,0.0480349344978167,0.5256539697108766,0.0013111211415758825,0.5091541568646593,0.518082593247656
1,1,4,1,0.07987800606830248,0.005830027339992074,0.1111111111111111,0.9187839313543056,2.499459584868726e-07,3.212899269688574e-10,1.517923669111845e-08,0.021417996661922848,0.9993984186840303,0.9999999999999999,0.13725490196078427,0.035971223021582704,0.5952847050812834,0.03364303746498282,0.03986623627117308,0.03950202212850451,0.05472984126957753,0.033404860434176564,0.04220618718007191,0.045620713387985956,0.05946037634539919,0.3668094860647432,0.3762175469437211,0.38779857242200544,0.40067178866644415,0.3495415215591955,0.35277211975405387,0.37215196138678575,0.38837068449877443,0.6552323615632609,0.11488250652741519,2.558676842712294e-07,0.10153846153846145,0.2916666666666665,0.8238188059239366,0.9487137661958442,0.9922492848013835,0.10815512784694292,0.7386115809141428,0.0,0.3440366972477067,0.10588235294117648,0.46099824988847327,0.21718377088305485,0.07860262008733623,0.4107622062678416,1.1546826373980178e-05,0.39939572471455514,0.3670008520647702
1,1,5,1,0.080473056747489,0.006149345333221007,0.0,0.9096480052878857,2.518647090824258e-07,1.2019138810364504e-09,1.6268089561224138e-08,0.006109167629557792,0.99916303425793,0.9999999999999999,0.13071895424836605,0.04676258992805757,0.494334937141083,0.05138466068251141,0.052620132300168904,0.06272294075547347,0.07962490757028268,0.059041142185829704,0.06343306830610981,0.07944216317556696,0.10134113419107166,0.3581861343627497,0.36441822877293384,0.38238902598498636,0.3963218337549488,0.36550548001414895,0.36625176050700536,0.3938512822105863,0.41523080622344655,0.7298895650134858,0.12532637075718017,3.275520832025086e-07,0.11076923076923074,0.37499999999999956,0.816482847609235,0.9406586617607893,0.9920094415496425,0.09939931023609677,0.7535199544202602,0.0,0.27522935779816515,0.08627450980392143,0.45064970065643817,0.14797136038186137,0.032751091703056824,0.5488756310234051,0.0017224095940878896,0.4163315670840453,0.42717446612814175
1,1,6,1,0.07883976184241921,0.005531318118138366,0.0,0.9268598804697222,2.5187322901266405e-07,1.0839691229271108e-08,1.5051796841169672e-08,0.0005566197868739451,0.9991082607250916,0.9999999999999999,0.0898692810457516,0.04676258992805757,0.3430079155672823,0.06122901244882542,0.06166975162641283,0.07177323690855975,0.09351242769937096,0.06721604141381296,0.06857850331004953,0.08100639620789923,0.109161560278428,0.3614826628990202,0.3671817755061254,0.3850975384156199,0.40209934514974577,0.3594880236743839,0.35827494236733004,0.3831185564437187,0.4082884997652777,0.7649249060848717,0.11488250652741519,3.6922967491534347e-07,0.11076923076923074,0.22916666666666696,0.795925251074209,0.9209624083400172,0.9900410928820484,0.12266826410018178,0.7903075804629648,0.0,0.41743119266055073,0.1686274509803919,0.3768605036026173,0.2625298329355608,0.1331877729257642,0.29931816691798324,0.0034678442686001242,0.4808190748347959,0.4112148394652955
1,1,7,1,0.07687150375904206,0.004940661338856602,0.1111111111111111,0.9428785779693931,2.518969639292461e-07,1.2325488031361214e-08,1.5432123952324144e-08,0.0004937678593260076,0.9994764936767437,0.9999999999999999,0.07189542483660132,0.04496402877697844,0.2846453747095655,0.034750616743299545,0.0386275488267222,0.04167244554563049,0.056700850002227965,0.04684287439571547,0.05146903958910512,0.06085129226449365,0.08513513341520001,0.33766177543692444,0.34564623762910074,0.35899181469310193,0.37197715586359137,0.35719039808194764,0.35794349901192923,0.38117534807326303,0.4040428053578736,0.6860291665481824,0.12010443864229764,3.6922967491534347e-07,0.11076923076923074,0.2708333333333335,0.8371400157444135,0.9468924183342686,0.99643268041536,0.0642167245207218,0.8245767777722124,0.0,0.4036697247706422,0.10588235294117648,0.5190590576850486,0.12171837708830535,0.054585152838427985,0.36437777267859867,0.003249778174815157,0.4289516398109586,0.40966938673820225
1,1,8,1,0.06722639899081995,0.0038437128359901174,0.2222222222222222,0.9224107600255124,2.5264328375237253e-07,7.3174513810656234e-09,1.550543491732614e-08,0.0008911083188644214,0.9982746575235507,0.9999999999999999,0.04575163398692808,0.057553956834532446,0.14276545674962554,0.11075357242678932,0.11103003664261332,0.11688244450640523,0.1440910594793175,0.10717379568040844,0.10857162900467202,0.1182695684306555,0.1405668891055838,0.32235640954692446,0.3277196852387033,0.3418782367737502,0.3636628085029566,0.3007463670141661,0.29888365014889706,0.31789696521046495,0.3370871796821301,0.6998896634641034,0.12271540469973889,4.402334611078348e-07,0.11692307692307682,0.33333333333333304,0.8171285728229325,0.88003041986941,0.9809981098855065,0.20933371335019774,0.821246562294296,0.0,0.2844036697247706,0.15686274509803907,0.2986248043556779,0.18138424821002375,0.0938864628820961,0.3093022932398791,0.01116309782268833,0.6998570088440133,0.7668302244822851
1,1,9,1,0.0679364883733529,0.0038023377150648557,0.0,0.9436565520300406,2.5431079744481505e-07,2.7597808077327238e-08,1.309219837908976e-08,0.0001377950603570647,0.9993082900762482,0.9999999999999999,0.011437908496732055,0.04136690647482022,0.06754617414248015,0.04823723738596808,0.053516302934965676,0.06629075574619092,0.09622955284906859,0.04849823508670925,0.05581942402293591,0.0720074592438531,0.10769238438701323,0.2990431621272154,0.3081057710887536,0.3277047438737968,0.35136317256615557,0.28720979102684296,0.28921791035541133,0.3138306715156387,0.34341675374552805,0.7476948321153007,0.12010443864229764,3.917081105039832e-07,0.11999999999999993,0.4097222222222219,0.791199847013516,0.8570487328874279,0.9809535145256696,0.18914100036084663,0.8301728258864268,0.0,0.3486238532110093,0.09411764705882328,0.5028560415557717,0.07637231503579942,0.037117903930131015,0.3652134006424967,0.0040987211770600485,0.734796539528236,0.5721434822858253
1,1,10,1,0.06598603637488552,0.0036594842687006027,0.1111111111111111,0.9279485415570399,2.494253617533619e-07,1.714004742306874e-09,1.348150511883859e-08,0.00353019150951715,0.9978843570683326,0.9999999999999999,0.10130718954248367,0.07374100719424469,0.2661410814763008,0.0932055039760614,0.10865679597155684,0.12259600645709973,0.15534146461393045,0.09254189381134417,0.11085961030624239,0.12919390795663654,0.17073634661640985,0.317209929125699,0.3337429982851866,0.35388903592150744,0.3794303245696712,0.30801506042631455,0.31849984046229807,0.34484612176623786,0.3787195044855771,0.7617296949601786,0.12271540469973889,4.939382144118515e-07,0.12307692307692301,0.3888888888888893,0.8390561392107081,0.8922445376002699,0.9860100471417486,0.20849222663769368,0.8148278616465274,0.0,0.35321100917431203,0.16078431372548999,0.34383451723230724,0.11217183770883049,0.10043668122270738,0.2065167508031207,0.00363447574678778,0.9175766129094624,0.7428380630931807
1,1,11,1,0.0777853523323057,0.0056040345773815895,0.2222222222222222,0.9265352037737243,2.50042842397394e-07,1.0416417724894804e-08,1.5860198789133482e-08,0.0006175153550786783,0.9994873728160268,0.9999999999999999,0.10457516339869279,0.030575539568345342,0.4999776396404453,0.017134429196654533,0.016825997310080942,0.016540849677346092,0.022775789279373293,0.018793460918024973,0.020599167563250753,0.023638974656939787,0.02765605528157189,0.35533823849035473,0.3606486111327132,0.37236122864085996,0.37986281008844025,0.3433138781165944,0.34203787199520785,0.3611343436168163,0.3712076617944796,0.6488803455060026,0.10966057441253264,3.0824574024674565e-07,0.10461538461538454,0.21527777777777768,0.8376570548596227,0.990452727851654,0.9979345899765306,0.01691401657894631,0.7390922008770333,0.0,0.27522935779816515,0.14509803921568623,0.3110609989852293,0.24343675417661093,0.0807860262008733,0.438748661465504,0.001093736299100198,0.28597023462425364,0.3231950520463736
1,1,12,1,0.08224862871568056,0.006749178037153512,0.3333333333333333,0.8926560523215044,2.5515775721408957e-07,1.0726712644349863e-08,2.050124315368852e-08,0.0007925472589509523,0.9991838114288379,0.9999999999999999,0.1830065359477125,0.030575539568345342,0.83484638432986,0.04295709210415566,0.0465942020597894,0.055538164299438086,0.07542820614961998,0.04230639136394593,0.0461588567258695,0.05916916942193229,0.07701140223301117,0.36458963696883206,0.37237579828226475,0.38969421649559444,0.40543090077527655,0.3420628134771069,0.34214967900926285,0.367076190682459,0.385468742398247,0.7358829153615298,0.11488250652741519,3.6922967491534347e-07,0.11384615384615385,0.30555555555555536,0.8513740622930364,0.987902051409538,0.9979640841979052,0.0707919791087156,0.7337015583669666,0.0,0.3211009174311926,0.1686274509803919,0.30727397713674653,0.2744630071599045,0.07423580786026204,0.5136912957013922,0.0015244342317141102,0.4303861637443176,0.4435771038216343
