fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,t_0,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9
1,1,0,1,0.08955800891190069,0.004708385704165926,0.0,0.9068410907632167,2.2092388068303947e-07,7.07707116962619e-09,1.6633299850081518e-08,0.0009240030118693694,0.0,0.9999999999999999,0.07397260273972606,0.09090909090909084,0.17314332960459122,0.04745585300551358,0.06003121887919166,0.06875239557434254,0.09736872483220538,0.060460648995501576,0.06594383351165456,0.07829687148952136,0.10294344794017907,0.20440771823971093,0.22077756299830353,0.21048819532915475,0.23564415973946418,0.18839107445522496,0.21445763513122507,0.21073322903229375,0.23830893365802674,0.6732033737770622,0.12020460358056266,4.306202085235451e-07,0.14662756598240462,0.4888888888888885,0.7559614993246777,0.8461678231312533,0.9664950721975485,0.18410019386486604,0.7154256625569108,0.0,0.2649572649572647,0.3636363636363624,0.26137102014295,0.21789883268482493,0.08695652173913035,0.5101241123408613,3.0520502147111003e-10,2.280150475020192e-09,9.633852147442852e-08,2.7969180440365436e-08,1.3249723068857504e-07,3.068883578159031e-05,0.0028033081027733784,0.002855585430561836,0.42267418709769083,0.42858287765349073
1,1,1,1,0.09896807064334609,0.00575455304000472,0.0,0.9320304352621448,2.240265375748231e-07,1.4375015289439888e-08,1.4430260758659415e-08,0.0003749776737800093,0.0,0.9999999999999999,0.10410958904109593,0.05454545454545452,0.4133194333721713,0.12188892174689858,0.09456799706435443,0.1086589590713628,0.08998480207054627,0.1335367694250748,0.1124334868190131,0.1320244393425991,0.11493487471277086,0.2916660343405255,0.27951625982651096,0.27667068506396675,0.2633112685837682,0.284535584445067,0.2959799350854302,0.3006073723079302,0.29509201503773685,0.8317551904485811,0.1253196930946292,3.4715784151400463e-07,0.14076246334310852,0.6222222222222222,0.8398089053380939,0.8575133687727821,0.9838174072687851,0.19090689528272714,0.7220901930980682,0.0,0.4871794871794872,0.2727272727272725,0.5153508771929826,0.10116731517509714,0.14492753623188417,0.13842113199959788,7.54395905744782e-10,2.6657529257758374e-09,1.3586293087912363e-09,1.2499808124074492e-07,2.0068301770202695e-07,3.689591727223256e-05,0.002092156453312231,0.006952169694277823,0.6462952308524971,0.7206462989334994
1,1,2,1,0.09981494010068599,0.005931134228001433,0.2857142857142857,0.9053494784569116,2.241460217010502e-07,4.957276313864612e-09,1.2295334868933447e-08,0.0009834302101698565,0.0,0.9999999999999999,0.1287671232876713,0.109090909090909,0.2891396332863187,0.044669585429070124,0.04688852685018813,0.0561748198697779,0.07289397745946924,0.049853507482759074,0.055346220837938276,0.0684805152628517,0.08532566497945471,0.2172017326408633,0.22617342984345512,0.21720237526779473,0.23230250486956072,0.19881013150061666,0.2274138267810597,0.22499102052215625,0.24625086279649633,0.6983932379117115,0.12276214833759592,2.7901776621706825e-07,0.14662756598240462,0.12222222222222223,0.8156688478686327,0.9314397284206102,0.9899498894285745,0.07287718714841568,0.7481841607319226,0.0,0.2991452991452991,0.18181818181818254,0.3433333333333334,0.159533073929961,0.0531400966183575,0.5014074595355384,5.920565639692587e-10,4.569969039706895e-10,6.232721252243047e-08,1.2636597892457943e-07,1.6870387395629232e-07,2.9554145129807222e-05,0.0005620570951937061,0.0034469081654871256,0.44780113891597784,0.3927207574424049
1,1,3,1,0.0981191682601489,0.007378971041351362,0.14285714285714285,0.9055235176087592,2.2460757490563067e-07,1.4848252966115416e-08,1.592601639728334e-08,0.0004022983493962117,0.0,0.9999999999999999,0.05479452054794527,0.03939393939393934,0.27520726547180846,0.14768934862160654,0.1360943072871043,0.1471861632630722,0.16803349375856613,0.15354952764084495,0.13944326962268394,0.14867767420401523,0.17412835444890784,0.2647005359688528,0.26035166416491606,0.25221946006628826,0.27103768794793204,0.24328951355114226,0.24973579093361065,0.24357732711105395,0.27150257980214687,0.6712726967926081,0.12276214833759592,3.288060706639021e-07,0.14662756598240462,0.25555555555555554,0.8435583448726991,0.8209760486728079,0.963130789325132,0.24812322081289956,0.7425748635206939,0.0,0.32478632478632485,0.2727272727272725,0.3454790823211876,0.1361867704280155,0.11111111111111105,0.266591506412558,1.293321459770805e-09,1.3268714478326468e-09,1.7174441841396913e-08,7.168105954461911e-08,8.015787206883877e-08,2.9671558539710597e-05,0.0011359583592765849,0.002586988579061507,0.5112605887486318,0.641951972410488
1,1,4,1,0.09418998325315696,0.004950974540863988,0.14285714285714285,0.9160024000433129,2.205276469202685e-07,8.452848090656066e-09,1.6052433327246305e-08,0.0007401356874497508,0.0,0.9999999999999999,0.11232876712328776,0.09393939393939384,0.2859123616456693,0.06574174221265733,0.05958400807153069,0.06970609242377768,0.09756926810935551,0.07264858480398623,0.06052364091431328,0.0766764897663148,0.10890241495651187,0.24034005584110651,0.24341062507682998,0.23593520050808436,0.260137960462562,0.21956219826099999,0.23459091286310685,0.23484681591403933,0.2686086330741093,0.6680967219437988,0.11508951406649622,2.9477978757662913e-07,0.14076246334310852,0.3999999999999999,0.8152100344178521,0.893644353162955,0.9829579355386411,0.12482620920640569,0.757959123031425,0.0,0.19658119658119655,0.2727272727272725,0.21136977058029693,0.17898832684824897,0.13526570048309175,0.29543618213568956,1.3413173328785083e-10,3.945504703012747e-10,1.9618787727102406e-08,6.12590791059741e-08,1.784347177974186e-07,1.656600326842904e-05,0.0013736165963823285,0.004172099880474955,0.6720381583128134,0.6494496975632327
1,1,5,1,0.09638846152953881,0.005971081966348893,0.14285714285714285,0.9062748808347174,2.235149297552547e-07,4.0764863492484795e-08,1.3485177840711529e-08,9.941169965552141e-05,0.0,0.9999999999999999,0.09589041095890408,0.0787878787878787,0.2820874471086036,0.03272965057201205,0.033954725986452716,0.045252931595420764,0.06401938408027708,0.04471669744433454,0.03900796926367556,0.057935781643850603,0.06944371825918716,0.22067624985444168,0.22967354655218297,0.22300658848064037,0.23974531936545207,0.20374971350655602,0.22467539033682982,0.2270417897528758,0.24415285783323537,0.6787774274258944,0.12276214833759592,2.4979317502155126e-07,0.1378299120234604,0.03333333333333277,0.7717471638939175,0.8941721792809858,0.9838110637040494,0.06678365496762784,0.6784832024435521,0.0,0.3846153846153846,0.09090909090908994,0.4669225146198831,0.10116731517509714,0.0434782608695653,0.38086860359907515,4.968556926943387e-10,2.2485551458752627e-09,6.694955080787149e-09,1.1228465030436569e-07,1.277551383359325e-07,1.5405277855827565e-05,0.0009019028056757832,0.002356201896995029,0.4558947792560178,0.5424933600984516
1,1,6,1,0.09608098856404462,0.005183269417703682,0.14285714285714285,0.9087981896173037,2.2194354326258127e-07,6.393011238964763e-10,1.2045685554287508e-08,0.007706785759926569,0.0,0.9999999999999999,0.11780821917808224,0.10303030303030301,0.274807771054188,0.02433090123700632,0.03482667571404158,0.05532631114863784,0.06403566155826212,0.04541735443546846,0.04429075701061547,0.07658292538793976,0.09090877601201208,0.2132358065217952,0.2293498309328239,0.23007265390501008,0.23868345921263,0.2126555923610175,0.23841478007538774,0.2518399557729455,0.2712577973156476,0.7723048900010254,0.12276214833759592,2.7901776621706825e-07,0.14369501466275664,0.3111111111111109,0.8138958415178665,0.9191729562465589,0.9825420139228829,0.10662112499225423,0.681858190081591,0.0,0.37606837606837606,0.31818181818181746,0.3859649122807016,0.19066147859922186,0.0966183574879228,0.4180307805281034,1.5517104885085437e-10,4.145656414987129e-09,6.072754447231661e-08,2.119432673239976e-06,3.1227101389980283e-06,0.00012757113020000224,0.002387941225558664,0.006445350704602405,0.3244031004429874,0.4150219426721037
1,1,7,1,0.08904633139457996,0.003971456147764724,0.14285714285714285,0.9352665311753375,2.2482409124294336e-07,3.141385910711488e-09,1.3530096504076073e-08,0.0017304918543006983,0.0,0.9999999999999999,0.06027397260273973,0.0787878787878787,0.159849553361542,0.11769929783310362,0.11315685986805485,0.11856207886158954,0.15958953562384015,0.12055638172017857,0.12141783269720963,0.12999713406657176,0.17479013346238303,0.26303438294482895,0.26637937205205164,0.25475527723777136,0.29036386962326866,0.2416553046429285,0.26490720110504595,0.25922653604521995,0.30342929918213246,0.7437837848550664,0.1253196930946292,3.4715784151400463e-07,0.1378299120234604,0.5111111111111111,0.8409040845035571,0.860784917534378,0.980826822001827,0.14122721266673782,0.7811146534412909,0.0,0.3846153846153846,0.18181818181818254,0.4363157894736843,0.19066147859922186,0.14975845410628028,0.2860908428707237,8.378046662233614e-10,6.044896260594523e-09,6.574789556709828e-08,1.4448718119651719e-07,2.630310896841064e-07,1.415793510371967e-05,0.001022802238316261,0.0025431953443970164,0.5662195256502008,0.533957165826553
1,1,8,1,0.09309005894232442,0.004919407978778951,0.14285714285714285,0.9218626159396779,2.2545327256477463e-07,6.9955515093328625e-09,1.2194980202714098e-08,0.0006805795323105969,0.0,0.9999999999999999,0.08219178082191791,0.07575757575757568,0.2448306144716182,0.10469791810696172,0.10234614443966822,0.11180514590340485,0.12062462089206782,0.11896522591020009,0.11796466323152843,0.1291390302394515,0.13758136009225874,0.24113941229367064,0.2451548821565528,0.23574936284415415,0.24415043336947007,0.23590849057413754,0.256913398824998,0.2531344702186247,0.2668055216299974,0.5932651072698358,0.1253196930946292,3.288060706639021e-07,0.14369501466275664,0.3111111111111109,0.8645996145662176,0.8444578797214106,0.9740850504100438,0.2665659125539816,0.7439503230660949,0.0,0.2649572649572647,0.31818181818181746,0.2719298245614036,0.04280155642023348,0.0628019323671499,0.16704559808008096,3.2832303338776665e-10,3.9668904679680264e-10,6.490752904930237e-10,6.425632828168037e-08,8.666783579012144e-08,7.690301822391066e-06,0.0005169466553033412,0.0027777184765210346,0.5036538661284233,0.5077335848885467
1,1,9,1,0.09754651176011923,0.005616087801782176,0.14285714285714285,0.9101220479653869,2.246980015301168e-07,1.0937959004264527e-08,1.7137873786589547e-08,0.0006035605945558878,0.0,0.9999999999999999,0.08493150684931511,0.06060606060606051,0.31029619181946394,0.041570791053687994,0.06200341460222175,0.07886160963431321,0.0925746506411319,0.0565492781029569,0.07192427091055897,0.09512221334651016,0.10813521130319415,0.21651621783484698,0.2401092058333123,0.23784881929274704,0.2504987565713317,0.20616741184848597,0.2430040603394229,0.24920776820606405,0.2672515715337799,0.7318797727689046,0.11508951406649622,2.7901776621706825e-07,0.14076246334310852,0.04444444444444473,0.8201772749449647,0.8809903101251599,0.9822291053329666,0.13518655694593346,0.7554390165647517,0.0,0.2991452991452991,0.22727272727272751,0.3307533539731682,0.12451361867704266,0.0531400966183575,0.4081157159974895,3.797087494223111e-10,1.2283833905445935e-08,4.0899741048335627e-08,1.5568590117264392e-07,6.0163270286070225e-06,2.3595694726454943e-05,0.001399951750764527,0.002212946967096946,0.4832418284938645,0.49487070612715
