fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,t_0,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9,t_10,t_11,t_12,t_13,t_14,t_15,t_16,t_17
1,1,0,1,0.2510383364750646,0.011021577713472643,0.0,0.8507930005171601,1.7249976529800894e-07,1.063865282912153e-08,8.31411496482829e-09,1.0563140485621475e-05,0.0,1.0,0.2765957446808512,0.5249999999999999,0.1845517549742902,0.288194709714258,0.24833423050206083,0.22514258409694965,0.16397783994032045,0.2434258052680679,0.2703493877890817,0.2573938716900508,0.2099302284712734,0.31653632307065316,0.2716068840397655,0.22207217161127246,0.1705397150834218,0.24714824130665614,0.26393947285248753,0.23253162003722727,0.1892773382782097,0.8376068495062903,0.13918629550321196,1.908747209271524e-07,0.20300751879699247,0.6041666666666667,0.7832956768367194,0.7811268890711709,0.8491400182515267,0.3733963398919094,0.4955806743718998,0.0,0.4634146341463416,0.0,0.46341463414634143,0.14864864864864857,0.0,0.14864864864864863,2.2275429084266392e-12,1.45337821704956e-12,1.1368688957130746e-12,1.6030785717357355e-12,1.8639849041887844e-12,6.470478675531957e-12,7.509826852353116e-12,7.928900834787877e-11,3.1040069306538753e-10,2.2853461466042087e-09,9.634371714552385e-08,2.7974376111815986e-08,1.325024263594825e-07,3.068884097710246e-05,0.002803308107954485,0.0028555854357426714,0.4226741871006905,0.4285828776564597
1,1,1,1,0.2477692111828835,0.007689826541143725,0.0,0.8564477814469967,1.7376866264180064e-07,1.0619134405327452e-08,6.4921278893458125e-09,7.102151158239767e-06,0.0,1.0,0.1382978723404256,0.12499999999999983,0.289906103286385,0.2711337714026657,0.2803893795856107,0.2732471581205502,0.1886917217429156,0.23615320396058048,0.26017128710222726,0.2710974271699611,0.23453664222407866,0.28753989443553285,0.28582157516205353,0.2524667197309567,0.1743529016038886,0.2286986490609389,0.23823581846159303,0.22921141536333944,0.19427553941976716,0.7152524138548451,0.14561027837259102,1.908747209271524e-07,0.21303258145363405,0.3333333333333337,0.857882683275419,0.8171621078054336,0.8755998830418226,0.29326311035511593,0.5637483567790146,0.0,0.43902439024390244,0.0,0.4390243902439025,0.3648648648648649,0.0,0.36486486486486475,1.3378950862916533e-12,1.2694606384351159e-12,1.2395205674978807e-12,1.2437977204889143e-12,1.7180469765080056e-11,1.876816363161885e-12,7.864830550608906e-12,3.40139737812044e-10,7.595915773367256e-10,2.6709485973578504e-09,1.3638249803800407e-09,1.2500327691169136e-07,2.0068821337258016e-07,3.6895922467712465e-05,0.0020921564584970324,0.006952169699437374,0.6462952308543348,0.7206462989349509
1,1,2,1,0.23863285513972896,0.006990778636082783,0.25,0.8576039059721513,1.7356946098841433e-07,2.4740441447119455e-09,6.33307977539881e-09,4.754334423255124e-05,0.0,1.0,0.20212765957446813,0.15000000000000002,0.3974960876369328,0.27015716923788824,0.20597217818400937,0.22781848587517128,0.12159186282810763,0.2625711298544936,0.23499848236226595,0.2347992981994962,0.17049389799828019,0.2864008487422153,0.21173069399276823,0.2054848349235523,0.10570632897693033,0.25608056663106815,0.21279760685570104,0.19128188433874016,0.127407471271625,0.6982265326079977,0.14132762312633831,1.4787816160506737e-07,0.20802005012531333,0.5208333333333335,0.8112437575938958,0.845461988731607,0.9365668250914432,0.1628285496354398,0.6326049594814529,0.0,0.3658536585365853,0.0,0.36585365853658536,0.2027027027027027,0.0,0.2027027027027027,1.8511534452156833e-12,1.2651834854440822e-12,1.2523520264709816e-12,1.2224119555337464e-12,4.4473853107730705e-12,3.9555127168042076e-12,2.7750184912789386e-12,6.386559466221165e-11,5.972522355620459e-10,4.621925755641784e-10,6.23324081937025e-08,1.2637117459551875e-07,1.6870906962701166e-07,2.955415032532527e-05,0.0005620571003864575,0.0034469081706648887,0.44780113891884693,0.39272075744556023
1,1,3,1,0.2794940665799033,0.0188574096147001,0.25,0.8701464423008897,1.7296984733201462e-07,1.0884180419955559e-09,7.29616277076374e-09,0.00013317284664760254,0.0,1.0,0.3617021276595745,0.4124999999999999,0.35104718143375624,0.22132350946990897,0.24322278169039202,0.18711890080131055,0.1389515362474425,0.24751283682444336,0.26444382124110977,0.22672462743062138,0.20405023361535557,0.24284817312948448,0.2535764275851726,0.1691577843736135,0.12945101973289652,0.24534345803337648,0.2496929153110944,0.19079451276430281,0.17183324562463564,0.6681252586550555,0.14346895074946467,1.7235859027052807e-07,0.21553884711779447,0.5625,0.8685608837714462,0.8465469849141272,0.928361993718835,0.2539818876355225,0.6045824038470633,0.0,0.658536585365854,0.0,0.6585365853658539,0.37837837837837845,0.0,0.3783783783783784,1.5089812059329968e-12,1.2609063324530486e-12,1.8725392101708516e-12,1.2138576495516791e-12,4.982029434652268e-12,5.53412287510817e-11,1.5794672195985173e-11,7.825385031336208e-10,1.2985171313599486e-09,1.332067119421616e-09,1.7179637512903545e-08,7.168625521584253e-08,8.016306774001816e-08,2.9671563735228035e-05,0.0011359583644663545,0.002586988584243738,0.5112605887511711,0.6419519724123484
1,1,4,1,0.23886649904196094,0.00449871789947023,0.0,0.866792279888179,1.693536608944579e-07,6.157252568429685e-09,7.916970339289406e-09,2.099956099212735e-05,0.0,1.0,0.1808510638297872,0.2499999999999999,0.2345576728343919,0.2502601247376738,0.2614832741408428,0.2556077160979824,0.20071104598063538,0.27358768380464815,0.2741171908509339,0.266618967412535,0.25523570800015793,0.2915144216877814,0.2983585934521583,0.26745996936454564,0.22359239947032306,0.2869683408519755,0.2820893176309951,0.2587383770190387,0.254479153701075,0.7434406162824283,0.14561027837259102,1.908747209271524e-07,0.21052631578947362,0.35416666666666674,0.8003763464695566,0.8878166031426602,0.9456491058672656,0.14070539445005625,0.6759492793242218,0.0,0.780487804878049,0.0,0.7804878048780489,0.33783783783783794,0.0,0.33783783783783794,1.248074873479948e-12,1.256629179462015e-12,1.5260898178971309e-12,1.3892209221840564e-12,1.8169362212874149e-12,2.2745915913280085e-12,3.814366668100099e-12,8.473382410546452e-11,1.393274048830172e-10,3.9974614189508806e-10,1.962398339859634e-08,6.126427477725167e-08,1.784399134680874e-07,1.6566008464014568e-05,0.0013736166015708632,0.00417209988564895,0.6720381583145175,0.649449697565054
1,1,5,1,0.2590583829248645,0.00883532366285184,0.0,0.856962766166837,1.7094014685540525e-07,2.173208016280972e-09,5.105836745603047e-09,4.340810045995036e-05,0.0,1.0,0.1808510638297872,0.23750000000000004,0.2459809361217811,0.3871520049018343,0.31712225236442837,0.2740698493567737,0.15727011233744737,0.31267567821911924,0.27288122361619305,0.3047826287699842,0.20003372135548014,0.4032206730306808,0.3270624627841896,0.2587032636456944,0.14888734701987438,0.3111716490486165,0.2579022321621798,0.27207082628101387,0.16714581621077007,0.7474430409172275,0.13918629550321196,1.7235859027052807e-07,0.20802005012531333,0.5208333333333335,0.8252009895798609,0.7731123911752888,0.8571473505490572,0.3493963818316837,0.5235255190239955,0.0,0.6829268292682928,0.0,0.6829268292682927,0.4324324324324324,0.0,0.43243243243243246,1.0769887538386045e-12,1.2181348025427127e-12,1.299400709372351e-12,1.205303343569612e-12,2.052179635794262e-12,4.143707448409685e-12,6.680059172092602e-12,5.258879379066507e-10,5.020513642876205e-10,2.2537508174594437e-09,6.700150752348228e-09,1.1228984597537816e-07,1.277603340068646e-07,1.5405283051419125e-05,0.000901902810866769,0.0023562019021784587,0.4558947792588448,0.5424933601008286
1,1,6,1,0.22823796509067695,0.0038563515457580334,0.0,0.8727022138580716,1.692813149274405e-07,6.3236268282934145e-09,5.247086471844005e-09,1.1710596328674203e-05,0.0,1.0,0.21276595744680843,0.20000000000000007,0.3458528951486697,0.23070608271972526,0.2129012281955578,0.19456297759000352,0.14514646714379786,0.2272404909721346,0.2007746293090562,0.204992477264198,0.15925307330175986,0.27944089146893336,0.2604439869265174,0.21625292660182216,0.1791483950076912,0.2427967580678142,0.2119394167836931,0.19841682741825784,0.16035223182611713,0.7724058883144451,0.15203426124197,1.908747209271524e-07,0.21303258145363405,0.5000000000000002,0.8880733551210933,0.8660525403789592,0.9222960612828643,0.2405283836475563,0.5284430427485883,0.0,0.43902439024390244,0.0,0.4390243902439025,0.2972972972972974,0.0,0.2972972972972973,1.1839175786144441e-12,1.4961497469598959e-12,1.3378950862916533e-12,1.4106066871392241e-12,1.876816363161885e-12,5.2771529910335864e-12,3.3780970630146738e-12,1.261751594355889e-10,1.603667204459114e-10,4.150852086561454e-09,6.073274014359695e-08,2.1194378689005605e-06,3.1227153346534005e-06,0.00012757113539501103,0.002387941230741929,0.006445350709764588,0.32440310044649767,0.4150219426751431
1,1,7,1,0.2510920718412637,0.007458198335707187,0.0,0.8507113654489751,1.7363962769946425e-07,4.323468987899565e-10,6.98553580850517e-09,0.0003291031496182499,0.0,1.0,0.372340425531915,0.6624999999999999,0.2128559082521664,0.14910214507673414,0.253959049973681,0.25951054001719775,0.20574682597494043,0.11826492452181547,0.2628524903935814,0.25503375269033723,0.21119696289111234,0.19596561708396476,0.2892093062926576,0.2691742573372409,0.2261248501883426,0.13031070100845088,0.2653248041150278,0.2404058115658555,0.2026122656936159,0.884609028508816,0.14346895074946467,1.7235859027052807e-07,0.22055137844611533,0.3750000000000002,0.8786678506829704,0.8185760459361262,0.913152023435539,0.2709686469064026,0.47472282921132114,0.0,0.5853658536585367,0.0,0.5853658536585364,0.5675675675675675,0.0,0.5675675675675675,1.124037436739974e-12,1.2609063324530486e-12,1.5132583589240302e-12,1.3934980751750898e-12,2.385797569094882e-12,2.124891236641833e-12,2.9375503049382144e-12,1.052949686402283e-11,8.430003378148718e-10,6.05009193215898e-09,6.575309123835254e-08,1.4449237686736236e-07,2.630362853543357e-07,1.4157940299317708e-05,0.0010228022435066185,0.002543195349579475,0.5662195256524547,0.5339571658289743
1,1,8,1,0.2344891871569187,0.007257541616820857,0.0,0.8469723472994471,1.7431478667312025e-07,1.0957037607452898e-09,7.3495431731972236e-09,0.0001332413883069095,0.0,1.0,0.2659574468085107,0.425,0.22633020344287932,0.17269173435484408,0.17737320497667008,0.1642922820158459,0.09002539446221292,0.20104723597631313,0.20234958393196845,0.1891047706865494,0.12261529425435258,0.19084604643486436,0.18223353968294065,0.13896264215628817,0.07221260529013107,0.1912041831894501,0.1766996793879635,0.13998037934761365,0.07350913975245321,0.7123712375270737,0.14775160599571727,2.3404694286549708e-07,0.21553884711779447,0.47916666666666674,0.8406378991214836,0.8657805512634553,0.9383498251998765,0.17321743901016218,0.47336900913377156,0.0,0.2682926829268291,0.0,0.26829268292682923,0.37837837837837845,0.0,0.3783783783783784,1.1668089666503098e-12,1.3336179333006197e-12,1.2010261905785784e-12,1.650127254637105e-12,2.5269436177989903e-12,2.308808815256277e-12,3.335325533104338e-12,1.221332498590622e-10,3.3351870498192406e-10,4.0188471839060483e-10,6.542709620855146e-10,6.426152395294239e-08,8.667303146126702e-08,7.690307018022705e-06,0.0005169466604963269,0.0027777184817022746,0.5036538661310022,0.5077335848911044
1,1,9,1,0.25188216223979476,0.006413397117495241,0.25,0.8478219257676608,1.7345769641601788e-07,5.197622651602534e-10,6.750461899234457e-09,0.00026361487721505896,0.0,1.0,0.2553191489361702,0.5374999999999999,0.15740054361255254,0.27755699169471126,0.22153264381598392,0.16688678401950185,0.09934958659140358,0.2518995423771857,0.21650419912922314,0.17605927753853834,0.14484882902376528,0.30274608062122615,0.24034162166141282,0.1576685362374345,0.09965902820919448,0.2531728054270814,0.20622667716859,0.14408243862929437,0.11733149655887354,0.880471306863857,0.15203426124197,1.1451066740323645e-07,0.21553884711779447,0.5000000000000002,0.8692699166855502,0.850236574878128,0.938058971986488,0.21755140430171555,0.6389400237360958,0.0,0.4634146341463416,0.0,0.46341463414634154,0.5135135135135134,0.0,0.5135135135135135,1.1710861196413434e-12,1.7271160084757095e-12,1.2437977204889143e-12,1.6415729486550378e-12,7.531212617308285e-12,3.792980903144932e-12,4.391782321889633e-12,2.3668910852478e-11,3.8490442101620154e-10,1.2289029576977977e-08,4.090493671971899e-08,1.556910968434309e-07,6.01633222424736e-06,2.3595699922003944e-05,0.0013999517559529248,0.0022129469722811197,0.48324182849654945,0.4948707061297746
