fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,t_0,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9,t_10,t_11,t_12,t_13,t_14,t_15,t_16
1,1,0,1,0.2112724642471801,0.00501573498496388,0.2,0.8805018817572823,1.9465306986898976e-07,4.376592588612425e-09,7.0613196798300806e-09,0.00034111257358406563,0.0,1.0,0.2016129032258065,0.3027522935779814,0.21499950853510705,0.16997621685709174,0.13255506169898235,0.18938234454053204,0.1956442244314469,0.19163229814004523,0.12875712432173358,0.1797794424496213,0.1972137942964307,0.1421758555236402,0.10993873005553045,0.12425440969214885,0.15511376565088508,0.16832115395527536,0.11498999323553838,0.12136081085722705,0.12398740283748622,0.790861815829321,0.13785046728971964,1.7220798329495839e-07,0.20707070707070702,0.6779661016949152,0.8103197238553252,0.8391138691440929,0.8981636976236782,0.2387021902811029,0.5455024360278067,0.0,0.3333333333333337,0.0,0.3333333333333335,0.33695652173913043,0.6000000000000032,0.33695652173913043,1.1407557148175372e-12,1.3702958035969056e-12,1.1320938246749195e-12,2.4270464009962617e-12,6.203630503177568e-12,2.903450358840234e-12,7.192139101521785e-11,1.6462155934909087e-09,2.7264399131767588e-09,1.1798591141253434e-07,2.68984436921124e-07,1.6772848445658537e-06,4.83351592294889e-05,0.0011452218805874104,0.0031366697579860354,0.5491331200141771,0.6160896115436781
1,1,1,1,0.19927855928351454,0.004752622292436934,0.2,0.8333998653115153,1.9363254494123062e-07,7.283609271010264e-10,8.007668577493891e-09,0.0024377209790307944,0.0,1.0,0.2741935483870968,0.3486238532110091,0.2913840743531776,0.28704305044004763,0.17386178370892313,0.17131315321204288,0.1394106628305818,0.27206582366360044,0.18263396384032626,0.15796450729801648,0.14622789753720178,0.26234207448253954,0.15105948861431773,0.10339418059662242,0.09487694475298325,0.25110014154291443,0.169518059935161,0.09804886704994809,0.06863089759999474,0.5355849976898339,0.14018691588785048,2.2226901202601988e-07,0.22474747474747472,0.3898305084745761,0.9488313181114418,0.8094549003005334,0.8914159243779611,0.3537295825659473,0.5135401198695062,0.0,0.45238095238095266,0.0,0.45238095238095244,0.2065217391304348,0.40000000000000213,0.21251109139307894,1.0931153190331401e-12,1.5565264416631855e-12,1.171072330316699e-12,4.89135414657099e-12,1.9116639375105104e-12,3.566084954750486e-12,2.8341552376992926e-12,2.093379471827759e-10,3.7220746753441603e-10,3.456679449299692e-08,9.384808200880597e-08,6.02678092250931e-08,2.368687087594124e-05,0.0010419174528280726,0.0023268067614242885,0.45804184918033974,0.5751714038579053
1,1,2,1,0.21146583913018527,0.005834197096846534,0.0,0.8397606927314938,1.977069614478875e-07,1.2719430061550525e-10,7.1747360294040894e-09,0.012582411016396084,0.0,1.0,0.13709677419354827,0.23853211009174308,0.15373021853805566,0.18107908431233088,0.14475492135829926,0.18623328077676216,0.21266492723245545,0.1968840735151257,0.12809848594320905,0.1714030081917206,0.2150289517965558,0.14001237632644647,0.10555627155411151,0.10122627532293205,0.15539831625965217,0.16128390313946384,0.09858388737734991,0.09465752739748923,0.12696630233628792,0.6958845196834043,0.1495327102803737,1.4772755462581047e-07,0.21464646464646464,0.42372881355932224,0.8745599959607211,0.8255244685188892,0.8914937254346675,0.2811336554525295,0.564169689242866,0.0,0.5714285714285716,0.0,0.5714285714285715,0.4673913043478261,0.6000000000000032,0.4673913043478261,1.3659648585255968e-12,1.1797342204593167e-12,1.2880078472420377e-12,2.4876796319945855e-12,4.514561925367121e-12,2.2581395432152175e-12,2.2786819181219102e-11,7.949943253955846e-10,3.6618501763518194e-08,1.1787685388469371e-07,1.0802818951174585e-07,1.6321374125212376e-07,1.4102285190096168e-05,0.0010929256798382163,0.003585841370567849,0.6270566053271863,0.6270566053271863
1,1,3,1,0.22280035108111204,0.010282071858833692,0.4000000000000001,0.895698298098877,1.938070922688103e-07,5.619905944551718e-09,8.454012926297286e-09,0.00031571588837525974,0.0,1.0,0.24193548387096783,0.31192660550458706,0.27693245041607206,0.21330820567044717,0.1983187894859717,0.15199076625287078,0.0914018088490618,0.19661830415472314,0.19902951958086668,0.15438456335821127,0.0991333963552099,0.21851381410468007,0.21542652433908616,0.13401066604606549,0.09587353682177446,0.20615504894728764,0.22332533557224665,0.1417537844422092,0.06758738899298711,0.5597923481131435,0.14719626168224295,1.5547758837091125e-07,0.22474747474747472,0.322033898305085,0.9170023511585605,0.8089451336152216,0.9244989566622182,0.31414315407045906,0.5973753956840484,0.0,0.4761904761904764,0.0,0.47619047619047616,0.23913043478260865,0.6000000000000032,0.23913043478260865,1.3053316275272732e-12,1.3226554078125085e-12,1.859692596654804e-12,1.6171596726615093e-12,5.1988512466339175e-12,1.872685431868731e-12,4.562389254223059e-11,1.1559396185835345e-09,9.437059863091161e-10,3.3661696268214514e-08,1.1044732550022683e-07,2.5459303560099016e-07,1.3954665208852034e-05,0.0005896825858812917,0.0021686854932692437,0.5095756413791669,0.5184964110013531
1,1,4,1,0.22679115158795318,0.007223416516022137,0.0,0.8612063607953864,1.919347465412351e-07,2.492465991066959e-10,8.295119383311865e-09,0.007409520396493192,0.0,1.0,0.29838709677419356,0.3853211009174311,0.29162156607522094,0.1772338331150124,0.16250795114416983,0.23955610774699632,0.21900196462565003,0.177096127623404,0.15248856151538215,0.22571757701391482,0.23440175713632683,0.16090703790495042,0.15400921145454138,0.19345643441494953,0.19384806085503914,0.16763251746653396,0.1558240457098815,0.18883850300283944,0.182061390792996,0.6695381593109566,0.1331775700934579,1.2037447669157947e-07,0.20202020202020202,0.30508474576271194,0.9025168431514419,0.8351313335500983,0.9024513409705133,0.2702552391626653,0.5759373474233138,0.0,0.523809523809524,0.0,0.5238095238095237,0.3695652173913043,0.6000000000000032,0.3695652173913044,1.1277628796036108e-12,1.3053316275272732e-12,1.2446983965289494e-12,1.599835892376274e-12,2.5050034122798208e-12,2.474686796780659e-12,6.5241204384544216e-12,1.786358775722676e-10,3.678938462433925e-10,3.6238084541289646e-08,6.71373247571144e-08,4.562487094616271e-08,2.9549906458584505e-05,0.00030480603873434556,0.0008702271097941143,0.39991145771896003,0.36754440222880325
1,1,5,1,0.2403416784938296,0.012324472207444075,0.0,0.8536916120516376,1.949237224251772e-07,9.40527674656705e-09,7.546364264154183e-09,0.00015912618698756212,0.0,1.0,0.3387096774193547,0.3302752293577981,0.42040508743060145,0.26195901460548143,0.19515279050756917,0.20603744844174288,0.1773171127790869,0.269145350426111,0.2005139092808106,0.21321886650459687,0.19252023409013863,0.23471296318746548,0.170605246910432,0.13821692565283472,0.1320390830598197,0.24855360830009954,0.18819087232792564,0.15798002061496108,0.11966676208169946,0.6226480620674488,0.14719626168224295,1.0592583091203759e-07,0.22474747474747472,0.30508474576271194,0.8454317295203446,0.82040286349498,0.8775459081586976,0.2793886562906706,0.5634681774771839,0.0,0.7619047619047621,0.0,0.761904761904762,0.41304347826086935,0.40000000000000213,0.42324755989352253,1.8033903107277894e-12,1.2057198908871699e-12,1.3399791880977439e-12,2.4400392362101885e-12,4.4669215295827246e-12,5.8095145016884636e-12,7.430774174950902e-11,1.9592067935186117e-10,3.1917071419116804e-10,4.729094653658958e-08,4.980413765918416e-08,8.228110218598109e-08,2.1867257379658343e-05,0.0024557578821839702,0.0025796207764182946,0.416832757446603,0.4276663457995663
1,1,6,1,0.21746538743700614,0.0066148581928833225,0.0,0.8574704873457717,1.9207996788652353e-07,8.305579848154208e-10,6.43004925703116e-09,0.0017170041124142217,0.0,1.0,0.20967741935483875,0.22935779816513757,0.32094554396541464,0.2533534410432551,0.20140939699173477,0.23131054387938899,0.20385108462160417,0.2380996260709073,0.2006724998300622,0.23304888831355108,0.21005170789075955,0.23590767466345408,0.19019719064930152,0.18133744432289445,0.17502337208245633,0.22586070408482573,0.19966353439075257,0.19223952930071397,0.15189894475895138,0.5383642683022449,0.14018691588785048,1.7220798329495839e-07,0.21717171717171718,0.3898305084745761,0.7933514163652418,0.8001759261914678,0.8699540562773445,0.2541199497474235,0.61631089817425,0.0,0.8571428571428572,0.0,0.8571428571428573,0.35869565217391297,0.6000000000000032,0.3586956521739131,1.677792903659833e-12,1.4309290345952294e-12,1.1883961106019346e-12,2.7735220067009688e-12,4.553540431008901e-12,4.328331287300841e-12,1.4665184822065184e-10,4.6791378380768564e-12,7.604420456166829e-10,1.940106783450884e-08,7.257405351658923e-09,8.106219234322178e-08,3.342706926317468e-05,0.0020615565185427426,0.004323556663283288,0.48126489040651804,0.4117204235117082
1,1,7,1,0.19952105071883675,0.004452221164163706,0.2,0.8816079166654811,1.95257172228538e-07,2.670327089188094e-08,6.778908875968749e-09,3.641566171655629e-05,0.0,1.0,0.14516129032258068,0.17431192660550437,0.2530143180105502,0.14271063193431588,0.09929820457107508,0.09588912332431132,0.07912206253499621,0.13997771212030186,0.10729720723267522,0.10299244796916462,0.1012730428182429,0.13300537536650658,0.0993552602793415,0.05181309447408522,0.060052952173739294,0.136556281687657,0.11854444750135085,0.06915749958474371,0.04940827210056853,0.5709560047676145,0.1495327102803737,1.6363074180779608e-07,0.22474747474747472,0.22033898305084731,0.8532016227832675,0.9574306421855852,0.9794243958862681,0.03817737201567206,0.6025489745821186,0.0,0.45238095238095266,0.0,0.45238095238095244,0.33695652173913043,0.40000000000000213,0.3456078083407276,1.569519276877112e-12,1.3269863528838173e-12,1.4222671444526117e-12,2.188844422074276e-12,1.3010006824559643e-12,2.236484817858673e-12,1.3773010137375564e-10,4.2144598205012616e-10,2.1295447325039037e-09,2.4062676231067036e-08,8.641910798530818e-08,1.6454421623991997e-07,8.999512085649167e-06,0.0009862049735632952,0.0041056778207156945,0.4294419934407605,0.41017629784972404
1,1,8,1,0.20150167000254726,0.0074318339566135615,0.0,0.8340281650698418,1.9600319532191353e-07,1.4707035723017297e-08,7.110158828464348e-09,8.782747071289969e-05,0.0,1.0,0.3145161290322581,0.3119266055045869,0.4044958232455227,0.1853819133561263,0.1400403091202136,0.18076582905460947,0.1873964905364316,0.13255776686897314,0.15831063984127547,0.17215662271746002,0.20392502449416372,0.15165036056887937,0.10951997178258277,0.10554737432273975,0.13783418491094612,0.1031658145663612,0.1400960268992979,0.10758544837230377,0.12601382978929476,0.7177608335980015,0.14018691588785048,1.6363074180779608e-07,0.21464646464646464,0.593220338983051,0.7299008091132602,0.8963168208360983,0.9168418281152846,0.175524611788405,0.5595077524048355,0.0,0.23809523809523792,0.0,0.23809523809523814,0.2934782608695652,0.20000000000000107,0.3093297101449275,1.201388945815861e-12,1.27934595709942e-12,1.573850221948421e-12,2.6349317644190863e-12,5.8311692270450074e-12,4.623455579728514e-11,8.488452964122389e-10,2.2724572579669526e-09,7.825283200354008e-09,6.830105649033452e-09,7.141383851076705e-08,3.266834439717458e-07,5.402499969942351e-05,0.00543996353354937,0.01201220237856911,0.7001147386886876,0.7670304450831242
1,1,9,1,0.20443886545394796,0.0039377096757968345,0.0,0.8412554846692599,1.9515783480751612e-07,3.5321637079758705e-09,8.121016721348892e-09,0.0004936653854798108,0.0,1.0,0.20967741935483875,0.23853211009174308,0.3074604370761115,0.24410246586500728,0.07435609505278373,0.08458356815187118,0.10484212302803542,0.24466672426716785,0.08654606064508008,0.047679573631725924,0.11013064533235117,0.23156269554476994,0.06991863106059704,0.03434084068023979,0.0811079590451449,0.23405676567261846,0.08867959424032068,0.0,0.04784963565987921,0.6457164715008776,0.1448598130841122,1.7220798329495839e-07,0.22474747474747472,0.2711864406779658,0.8832438074212932,0.8057235821977251,0.9301236918406466,0.3203293173867557,0.5335181949037604,0.0,0.7142857142857144,0.0,0.7142857142857143,0.3043478260869565,0.40000000000000213,0.31233362910381546,1.816383145941716e-12,1.3486410782403615e-12,1.76441180508601e-12,5.922119073542493e-12,5.865816787615478e-12,9.871694817140564e-11,7.97777253745721e-11,2.315164707315129e-09,6.7783335316510255e-09,4.35563682706549e-08,1.006380554036476e-07,5.5578491441968674e-08,1.822719288192749e-05,0.002168156243431445,0.004953891843925416,0.7350242671403691,0.5725108784839795
1,1,10,1,0.2137409411859591,0.007285928655339209,0.2,0.781413471810871,1.9353924130565655e-07,3.3960467754287297e-09,6.125419700830698e-09,0.00038479643755078154,0.0,1.0,0.29838709677419356,0.32110091743119257,0.36404169806581255,0.31634360462112965,0.21199504779302147,0.2203110150448211,0.19437505049489667,0.327185362991936,0.16678346724904003,0.20970965433635924,0.1776636213372209,0.28920537187717965,0.18505838569654365,0.1502192133685193,0.14666718174823923,0.30213161851789344,0.1446575889742251,0.1435223725059328,0.09255848027466751,0.5952528800517385,0.14719626168224295,1.7220798329495839e-07,0.20707070707070702,0.6271186440677963,0.8358333413840655,0.865804541529954,0.89675029943895,0.22383814523934525,0.4980244847917443,0.0,0.5476190476190478,0.0,0.5476190476190476,0.5978260869565217,0.6000000000000032,0.5978260869565217,1.1624104401740814e-12,1.2100508359584786e-12,1.283676902170729e-12,1.4872313205222442e-12,4.263367111231208e-12,4.3240003422295315e-12,7.911614390074766e-10,1.115518908233009e-09,4.010656076666327e-09,3.0298615939275842e-09,1.9449721425278487e-07,1.8150656616611939e-07,3.120375453941932e-05,0.0035010480721877194,0.0044900450566538515,0.9176473890640897,0.743058885527847
1,1,11,1,0.22699593080443822,0.011221548331712372,0.4000000000000001,0.8743486835822294,1.9431816116959112e-07,3.5471997954314335e-10,9.312113942888672e-09,0.005833757714482093,0.0,1.0,0.20967741935483875,0.3577981651376144,0.17935192162773175,0.26569593611460907,0.235422464046241,0.23512636498389083,0.17385808514534418,0.2991596638676062,0.21888976375235947,0.23155263517468194,0.17825045833822606,0.24349544113858634,0.2181561965648391,0.17753224587289762,0.13615754541305392,0.2828826524427204,0.21146849383314292,0.183214122901325,0.11008676560520503,0.7269981690546992,0.14018691588785048,1.8123137186462144e-07,0.21464646464646464,0.30508474576271194,0.8871899075097027,0.841238468834618,0.9174805603885896,0.23514808743686283,0.4897982200850993,0.0,0.4999999999999998,0.0,0.4999999999999998,0.22826086956521735,0.6000000000000032,0.22826086956521735,1.3659648585255968e-12,1.3832886388108321e-12,1.2620221768141847e-12,1.469907540237009e-12,1.8466997614408777e-12,2.4443701812814974e-12,1.881967349590021e-11,1.8284555618157975e-10,3.0732557942113836e-10,7.790453740090544e-09,3.300008810628617e-08,7.960550928510255e-08,7.959234757541942e-06,0.0007528402474342807,0.00195148731702711,0.2865833649852667,0.3237762178215229
1,1,12,1,0.2558001420972786,0.015039742666903411,0.0,0.8507588184389332,1.9687219520675485e-07,6.111144471735784e-09,9.415606345540043e-09,0.0003233609423340733,0.0,1.0,0.3548387096774194,0.37614678899082543,0.3871724022439923,0.16578699734583746,0.16555302243797465,0.18206325834029147,0.19495077880277023,0.13671908324180915,0.16286185672585396,0.20849303580524658,0.22835109612873494,0.14142350312283858,0.1478424380598512,0.12139186879498753,0.1589803668077886,0.12320536672788973,0.16183202930888763,0.16605680233362718,0.17110352878749568,0.7126095543810669,0.13551401869158877,1.6363074180779608e-07,0.2121212121212121,0.4915254237288136,0.8703632411930502,0.8992455068267091,0.9469410120888422,0.17558610121864543,0.5443140921526951,0.0,0.523809523809524,0.0,0.5238095238095237,0.5543478260869565,0.6000000000000032,0.5543478260869565,1.5002241557361706e-12,1.3832886388108321e-12,1.2100508359584786e-12,2.1671896967177316e-12,2.2278229277160554e-12,2.6652483799182475e-12,4.927054829227264e-11,2.2568293388189553e-10,6.322807190665117e-10,1.0678847627047832e-08,1.083399074139226e-08,3.910080458586421e-08,2.006844352426089e-05,0.00047032014660819177,0.0023818154135477436,0.43087528556247834,0.44405489870884074
1,1,13,1,0.23303570552376918,0.011554508083705874,0.2,0.8257525418149789,1.935838157806727e-07,1.2895732737299957e-08,7.668989857225959e-09,0.00011259578640149129,0.0,1.0,0.3145161290322581,0.422018348623853,0.2805359355242486,0.17078469587829892,0.20295016742386762,0.20913440836272534,0.19178092507356448,0.16427057146544588,0.18665313614161594,0.21159775079304244,0.19132315238871578,0.14442036473254205,0.18344895311177667,0.14752525915606296,0.15289835341473723,0.14357110602446777,0.17725222260685103,0.15979839809458274,0.12195343652598023,0.7092378403203421,0.13551401869158877,1.2670173413545953e-07,0.20707070707070702,0.35593220338983045,0.9034073658515029,0.9007771523666754,0.9527063111252265,0.13001223218384989,0.48286098025963164,0.0,0.404761904761905,0.0,0.40476190476190477,0.3913043478260869,0.6000000000000032,0.391304347826087,1.599835892376274e-12,1.5132169909500972e-12,2.401060730568409e-12,2.106556465719408e-12,3.0247168208368814e-12,3.3538686462563528e-12,6.882476528923204e-11,3.6974995234826854e-11,2.7591645341355684e-09,1.3390698953901926e-07,5.063884503372259e-08,1.497776294792037e-07,1.1880888083227239e-05,0.00185186081591374,0.004162985097513552,0.4248385877161193,0.4248385877161193
