fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,t_0,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9,t_10,t_11,t_12
1,1,0,1,0.11893619144544942,0.005035605566575932,0.16666666666666666,0.9067543801738345,2.1999571492687798e-07,1.6976547548715112e-09,1.0297105061093257e-08,0.001407678109423204,0.0,1.0,0.1245136186770428,0.14732142857142838,0.22596754057428242,0.056868632648180206,0.13366817279956533,0.08346712492148967,0.17156909063102077,0.050135943386217074,0.12026461964786217,0.08268588641272556,0.15568539172859608,0.12906559265044015,0.18712119738368505,0.1514263058068126,0.20793641985499522,0.09468416352422893,0.1617444971066655,0.12221632419658812,0.15258874665978595,0.7084011686163016,0.12926829268292686,4.449916164424244e-07,0.15384615384615385,0.4523809523809521,0.8178816677273568,0.8422673461594457,0.9540729773633938,0.22888080358852242,0.684633166839354,0.0,0.43820224719101164,0.0,0.43820224719101125,0.4058823529411766,0.24528301886792458,0.6507010491224632,6.16465199753599e-12,2.8644718531985274e-12,7.188241250957884e-11,1.646176614985331e-09,2.726400934671223e-09,1.179858724340333e-07,2.6898439794262885e-07,1.6772848055874136e-06,4.833515919051228e-05,0.0011452218805484765,0.003136669757947179,0.5491331200141596,0.6160896115436632
1,1,1,1,0.10673272757639227,0.0034688555241072358,0.16666666666666666,0.9017180708492667,2.2012523696671275e-07,3.4920372291140435e-08,1.0236673240987796e-08,4.5145574124823206e-05,0.0,1.0,0.13229571984435798,0.1517857142857143,0.2400408580183862,0.07291854466605585,0.09351463600462151,0.0912979934899063,0.15005367829430227,0.07041022718430007,0.09449315742414455,0.10031784077613104,0.14966764980046743,0.14630085712612573,0.15246567889250107,0.16155279089541996,0.19025347691856664,0.11851185809655462,0.1436560300012909,0.14560569820061686,0.1530411266522641,0.7642210276615935,0.12195121951219512,3.615292506323562e-07,0.16524216524216523,0.4761904761904763,0.848468473178901,0.9107209726248904,0.9736659904014608,0.1562110505300161,0.6601430257239935,0.0,0.28089887640449474,0.0,0.28089887640449457,0.27647058823529436,0.1886792452830185,0.517205818497612,1.8726854318687648e-12,3.527106449108805e-12,2.795176732057583e-12,2.0929896867714224e-10,3.721684890287887e-10,3.456675551449262e-08,9.384804303030397e-08,6.02677702465898e-08,2.368687083696366e-05,0.0010419174527891346,0.0023268067613854007,0.45804184918031865,0.5751714038578888
1,1,2,1,0.11894729756270203,0.005388683495757933,0.0,0.8816047660306745,2.2261367890501765e-07,2.2363515034313895e-08,9.533439679206534e-09,7.675383709665541e-05,0.0,1.0,0.20622568093385213,0.12053571428571429,0.6081460674157302,0.13711853297372967,0.16953976852608577,0.14010089541297,0.1680818464286835,0.1393007700610413,0.1657060224489989,0.1534919710876561,0.17246244537028588,0.1972653255154614,0.21539162423748404,0.19802412695360638,0.19913395089382147,0.1792796574375295,0.20781662771245468,0.19294321483021892,0.17266097044256734,0.7322551167699713,0.13170731707317082,3.2573308354007134e-07,0.16239316239316237,0.4285714285714284,0.8596543491041517,0.8460469184168744,0.94833604520755,0.2991383797838633,0.6562534042871162,0.0,0.43820224719101164,0.0,0.43820224719101125,0.24117647058823546,0.19811320754716977,0.4408894576867702,4.4755834197254765e-12,2.219161037573485e-12,2.274784067557817e-11,7.949553468899738e-10,3.661846278501398e-08,1.1787681490619266e-07,1.0802815053324441e-07,1.6321370227362446e-07,1.4102285151118212e-05,0.0010929256797992803,0.0035858413705290105,0.6270566053271718,0.6270566053271718
1,1,3,1,0.1257978386873298,0.0072209370681726,0.16666666666666666,0.9094142787754961,2.209993617811459e-07,1.4426665847938703e-08,1.0768567111803715e-08,0.00015211137990100182,0.0,1.0,0.16731517509727625,0.15625,0.34069020866773664,0.1464890061591323,0.20308974520673806,0.18546809081374016,0.21114766131248874,0.1515862404009914,0.20222373557769313,0.19809876022764838,0.22092564591013608,0.22197471523530599,0.2637940736350599,0.25771858143572013,0.25781373990464684,0.20379834459615698,0.25816735678998326,0.25226225774118827,0.23789154014852698,0.6845517787386752,0.1341463414634147,2.9338917631468935e-07,0.1481481481481481,0.4166666666666665,0.8990834974130095,0.8029293947776317,0.9345985865420214,0.3490314931910788,0.7269571370637814,0.0,0.2584269662921348,0.0,0.25842696629213485,0.2941176470588237,0.3396226415094339,0.3655015197568389,5.1598727409923e-12,1.8337069262269836e-12,4.558491403659055e-11,1.1559006400779379e-09,9.436670078035112e-10,3.366165728971019e-08,1.1044728652172549e-07,2.5459299662249443e-07,1.3954665169874073e-05,0.0005896825858423362,0.00216868549323035,0.5095756413791478,0.5184964110013344
1,1,4,1,0.12148838936063314,0.006207628424765693,0.0,0.891833797814157,2.1818544727502543e-07,2.818611990020037e-08,1.1214312981671636e-08,6.97442314635713e-05,0.0,1.0,0.16731517509727625,0.17857142857142855,0.2805304844354391,0.01675657853379664,0.043304991717724395,0.018477483749573587,0.07638969784335181,0.023290483551447305,0.04506617143589209,0.04099974755596614,0.09098448127604986,0.1283101352917101,0.14124566611032263,0.1318097282802959,0.15607354099413973,0.10845555258842055,0.1372674157091196,0.13185449688688244,0.13650039546504766,0.7459863147895747,0.12439024390243902,2.6416458553917105e-07,0.1424501424501425,0.26190476190476186,0.8231487234187389,0.9272163641915974,0.9718352186931485,0.1872275717781559,0.6455777585295144,0.0,0.32584269662921395,0.0,0.32584269662921356,0.1823529411764708,0.11320754716981135,0.45193768996960476,2.4660249066380986e-12,2.4357082911389353e-12,6.485141932812856e-12,1.7859689906663274e-10,3.67854867737765e-10,3.6238045562785414e-08,6.713728577861138e-08,4.562483196765884e-08,2.9549906419607152e-05,0.00030480603869537895,0.0008702271097551697,0.39991145771893666,0.3675444022287786
1,1,5,1,0.12237560032961395,0.0071201157111916245,0.0,0.8971274196948789,2.2077605062844123e-07,3.1666905837686396e-08,1.0710728821887795e-08,5.573624379193744e-05,0.0,1.0,0.14396887159533076,0.09821428571428571,0.4653775803501438,0.14381050861033262,0.15690633732325576,0.10928909437854151,0.11599361552668541,0.1095699000940375,0.1603870604607598,0.12122365252745715,0.11679538664819011,0.22834547988801346,0.23108264477164753,0.1992516715692153,0.17948981100090577,0.1695040786047315,0.22363710830456518,0.18550743007664328,0.1415777777238153,0.6302603675771832,0.12682926829268296,3.0915119744772763e-07,0.150997150997151,0.3571428571428572,0.8206825665844253,0.9249477840857452,0.972125456185136,0.1712755293308516,0.688226356232151,0.0,0.31460674157303414,0.0,0.31460674157303375,0.17058823529411785,0.20754716981132038,0.3058903678859662,4.427943023941078e-12,5.77053599604687e-12,7.42687632438701e-11,1.95881700846227e-10,3.191317356855387e-10,4.729090755808578e-08,4.9804098680680466e-08,8.228106320747865e-08,2.186725734068069e-05,0.0024557578821450877,0.002579620776379417,0.41683275744658027,0.427666345799544
1,1,6,1,0.11897151893431573,0.005484308565706286,0.0,0.9044579155094551,2.194429773345803e-07,1.2767214538377056e-08,1.0798300572126889e-08,0.0001755569714511033,0.0,1.0,0.15953307392996108,0.09374999999999982,0.5521669341894062,0.1174831748134817,0.1249384769214743,0.11772471565649378,0.14251947268950316,0.12322848341753395,0.13011171852704217,0.13304924507042049,0.155191471003155,0.20980868166080502,0.20734956539494864,0.21215524532142116,0.2092912966681002,0.19096533416723316,0.20773709346657399,0.2087986106883195,0.19109878092920596,0.6712110500706725,0.1341463414634147,2.3775847758056608e-07,0.15669515669515674,0.3095238095238093,0.790874101142232,0.8805323256219957,0.9621250265562811,0.21349491959988726,0.724569414811132,0.0,0.3707865168539325,0.0,0.37078651685393255,0.22352941176470584,0.14150943396226418,0.4904344716610048,4.5145619253672585e-12,4.28935278165919e-12,1.4661286971501574e-10,4.640159332435219e-12,7.604030671110707e-10,1.9401028856003954e-08,7.257366373153564e-09,8.10621533647193e-08,3.342706922419747e-05,0.0020615565185038444,0.004323556663244478,0.48126489040649784,0.41172042351168525
1,1,7,1,0.11195231642300446,0.003917275784802738,0.16666666666666666,0.9260689173595197,2.2121778933271263e-07,2.938072288131511e-08,9.575737231688422e-09,5.2991264084298396e-05,0.0,1.0,0.12062256809338506,0.10714285714285714,0.3343320848938827,0.10498405435015035,0.11849700557169962,0.10829116653652715,0.11633802507952029,0.1024065408398222,0.11838449196155576,0.11262063917288345,0.1171896121869953,0.1933208463657734,0.19546483131406822,0.1975094656029941,0.17894451385766652,0.1616164074406755,0.1833475158994149,0.175589590030087,0.13988993515350523,0.6076524411961763,0.12195121951219512,3.2573308354007134e-07,0.16239316239316237,0.2857142857142856,0.8950560710146114,0.905681258202435,0.983003416275678,0.15193377378284928,0.7494964723141502,0.0,0.44943820224719144,0.0,0.44943820224719117,0.12352941176470614,0.16981132075471705,0.26122931442080394,1.2620221768141948e-12,2.19750631221694e-12,1.3769112286811918e-10,4.214070035445008e-10,2.129505753998345e-09,2.4062637252562334e-08,8.641906900680591e-08,1.6454417726142073e-07,8.999512046671013e-06,0.000986204973524355,0.004105677820676875,0.4294419934407383,0.41017629784970105
1,1,8,1,0.1056990168240712,0.003988979688122964,0.16666666666666666,0.8854443538821405,2.222544319769472e-07,1.0444459596513552e-09,1.1641830699483747e-08,0.0025993746330379,0.0,1.0,0.15175097276264593,0.20089285714285715,0.18726591760299632,0.12219474852772994,0.14134360177629735,0.12603420692060285,0.20006496562590148,0.11489896902676916,0.13001081623182775,0.1226135587411985,0.18500733835244265,0.15930609098139825,0.16227739603502978,0.15735747174730563,0.20402177482832606,0.12639674769704745,0.1360533374664965,0.12300043478298883,0.14610333918653418,0.7313080367144793,0.12926829268292686,3.0915119744772763e-07,0.15669515669515674,0.3452380952380949,0.8270049624445415,0.8815512121205344,0.9464784600648439,0.2278982728397015,0.7137265864687721,0.0,0.1573033707865173,0.0,0.15730337078651696,0.21764705882352967,0.16981132075471705,0.4368456602499155,5.792190721403415e-12,4.619557729164512e-11,8.488063179066301e-10,2.2724182794613992e-09,7.825244221848671e-09,6.830066670528076e-09,7.141379953226418e-08,3.2668340499325293e-07,5.402499966044711e-05,0.005439963533510604,0.012012202378530599,0.7001147386886758,0.7670304450831151
1,1,9,1,0.10625846858480571,0.0034038226962202316,0.0,0.9039264621228552,2.2171876366832058e-07,1.0471105727873703e-08,1.0440205407548257e-08,0.00021140746944554455,0.0,1.0,0.08949416342412453,0.07589285714285714,0.3217031342400947,0.15264190893785112,0.20763724964326435,0.22505930262602136,0.23276849923844445,0.1358452556082625,0.20310939234722003,0.23463949716961674,0.24402269493462625,0.2178818551071624,0.25792123708317016,0.2835020337783283,0.26786725193299643,0.18027313764768582,0.24793199333974902,0.2748362050416342,0.24876849882586394,0.778675015946777,0.12439024390243902,3.431774800459948e-07,0.16524216524216523,0.3214285714285716,0.9038107385854133,0.8098308156016927,0.9405674904762664,0.35296237417266335,0.7305984557099705,0.0,0.48314606741573074,0.0,0.48314606741573046,0.25294117647058845,0.3018867924528298,0.3422581798676921,5.8268382819738875e-12,9.867796966576766e-11,7.973874686893338e-11,2.3151257288095773e-09,6.778294553145647e-09,4.355632929215095e-08,1.0063801642514588e-07,5.55784524634652e-08,1.8227192842949698e-05,0.002168156243392551,0.004953891843886629,0.7350242671403587,0.5725108784839629
