fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,t_0,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9,t_10,t_11,t_12,t_13,t_14,t_15
1,1,0,1,0.13764695499097085,0.003632893834476991,0.2,0.8907397342542144,2.048969537124609e-07,3.595092587495597e-09,7.859832223559687e-09,0.0001902780241019622,0.0,1.0,0.14965986394557823,0.2426470588235294,0.21549636803874078,0.19796831337928722,0.21552637191137292,0.18718697497254433,0.18894810179856503,0.23411149565315903,0.20251186403887833,0.19423181955331748,0.1890208333069754,0.1793052722276285,0.1564793238564628,0.13976732552763005,0.13314574667730572,0.21517054451843354,0.1469747973028689,0.12390027844796092,0.09147247504843303,0.6528548349013383,0.14285714285714282,2.448176478324145e-07,0.20833333333333323,0.39393939393939403,0.8182472668875409,0.826297793830328,0.9060901985019139,0.28861664660009073,0.5832898399022122,0.0,0.49999999999999994,1.1102230246251565e-16,0.4999999999999999,0.2596153846153847,0.44000000000000017,0.2579585908087859,1.3659648585255982e-12,1.1277628796036112e-12,2.422715455924959e-12,6.199299558106281e-12,2.899119413768933e-12,7.191706007014683e-11,1.6462112625458445e-09,2.726435582231699e-09,1.1798590708158976e-07,2.6898443259018005e-07,1.6772848402349156e-06,4.8335159225158155e-05,0.0011452218805830844,0.0031366697579817177,0.5491331200141751,0.6160896115436764
1,1,1,1,0.12797727899150493,0.0029619569257691297,0.2,0.8677867007086462,2.0535752068486022e-07,5.761203444421616e-09,7.743286374805518e-09,0.000108689554455409,0.0,1.0,0.11564625850340153,0.08823529411764705,0.5007121492664859,0.1943849817046247,0.1794715381695644,0.1620314132329661,0.20505427513579266,0.17085868991566655,0.16587549522496303,0.1596531186380996,0.21138535621959087,0.17164406600686943,0.11255144060041233,0.10787183151221158,0.14519485051826364,0.1481035443911869,0.10503726343332176,0.08276072071167906,0.11312065930958126,0.7031755727144788,0.14285714285714282,2.448176478324145e-07,0.2135416666666666,0.3333333333333335,0.8886684628612844,0.8628022547111662,0.9480415790326231,0.22513885342824574,0.5655830092807751,0.0,0.1296296296296296,1.1102230246251565e-16,0.12962962962962957,0.25000000000000006,0.40000000000000013,0.2547152536165538,1.552195496591879e-12,1.166741385245391e-12,4.887023201499697e-12,1.907332992439205e-12,3.561754009679188e-12,2.8298242926279917e-12,2.0933361623770548e-10,3.722031365893463e-10,3.4566790162051995e-08,9.384807767786127e-08,6.026780489414828e-08,2.3686870871610394e-05,0.001041917452823746,0.0023268067614199673,0.45804184918033736,0.5751714038579034
1,1,2,1,0.14406158725584856,0.00487580907520404,0.0,0.8575027298179144,2.0880793830188377e-07,3.096803998661842e-09,8.690509363150977e-09,0.00024960917693938516,0.0,1.0,0.1292517006802723,0.2647058823529411,0.13651353631413443,0.14025605385951878,0.18054596319601446,0.17398844327589913,0.2009412979155738,0.09344986781071996,0.18019062902907756,0.17438794711587335,0.19979777471735938,0.10219637267972026,0.0971005313097465,0.10356350548055093,0.12439202616418854,0.05265854641484091,0.10352198331553297,0.07958329454028301,0.08181659031828248,0.871503708655442,0.13801452784503637,3.162103671956027e-07,0.21093749999999992,0.4696969696969697,0.8168697624975936,0.8381478803975604,0.9238358950059591,0.2482558433298328,0.5879896793865829,0.0,0.48148148148148134,1.1102230246251565e-16,0.4814814814814814,0.4423076923076924,0.5599999999999998,0.41780720770743873,1.1754032753880086e-12,1.28367690217073e-12,2.4833486869232826e-12,4.510230980295827e-12,2.2538085981439134e-12,2.278248823614789e-11,7.949899944505166e-10,3.661849743257328e-08,1.1787684955374912e-07,1.0802818518080122e-07,1.6321373692117934e-07,1.4102285185765284e-05,0.00109292567983389,0.0035858413705635336,0.6270566053271847,0.6270566053271847
1,1,3,1,0.1519317440715358,0.007861432703865924,0.2,0.8900700565017824,2.0478056614650372e-07,3.31817780478602e-09,8.518522596224743e-09,0.0002266364367288198,0.0,1.0,0.040816326530612415,0.09558823529411764,0.1682882387320795,0.1012078396656999,0.17495917607599232,0.1959655197172958,0.18192829126538834,0.10446594291835842,0.15890905918617904,0.19634030223346421,0.18620867240050276,0.10852276518859394,0.14432562238509128,0.18001526554410874,0.15723686901336198,0.11144449131628886,0.13136929675391373,0.159364457002521,0.12146031011317637,0.6283905348127194,0.14043583535108964,2.576860259738178e-07,0.22135416666666657,0.15151515151515138,0.8654231157155339,0.8124449944095211,0.9313130809716399,0.321225328171907,0.6263478712902365,0.0,0.48148148148148134,1.1102230246251565e-16,0.4814814814814814,0.326923076923077,0.5199999999999998,0.31200674829866637,1.3183244627412008e-12,1.8553616515834988e-12,1.612828727590203e-12,5.194520301562626e-12,1.8683544867974256e-12,4.561956159715947e-11,1.155935287638468e-09,9.437016553640488e-10,3.366169193726959e-08,1.1044732116928222e-07,2.5459303127004616e-07,1.3954665204521148e-05,0.0005896825858769632,0.002168685493264922,0.5095756413791647,0.5184964110013509
1,1,4,1,0.15638128752201355,0.006502970922083476,0.0,0.8659909971261168,2.0364081806579783e-07,7.271301951034163e-09,9.519531604791323e-09,0.00010459502912287246,0.0,1.0,0.23129251700680292,0.2867647058823529,0.3275083839390916,0.1682740387983358,0.21177430565840805,0.1944377244987514,0.2501851276550091,0.16628601308573876,0.18971352528361307,0.19924598674239036,0.26395045343239,0.15857171392649105,0.1637623677196124,0.15916182817081526,0.20922126943045338,0.16016226310511794,0.14940323447724557,0.14739398613172028,0.19114864128938713,0.6878130458161436,0.13317191283292978,2.3258552616162425e-07,0.20312499999999997,0.28787878787878807,0.9240008622025968,0.7945878734411274,0.9108831811712741,0.3471250763247749,0.608172479172829,0.0,0.5185185185185184,1.1102230246251565e-16,0.5185185185185185,0.40384615384615397,0.5199999999999998,0.38861554810414245,1.3010006824559655e-12,1.2403674514576415e-12,1.5955049473049675e-12,2.5006724672085183e-12,2.4703558517093562e-12,6.519789493383136e-12,1.7863154662719704e-10,3.678895152983227e-10,3.623808021034472e-08,6.71373204261696e-08,4.562486661521782e-08,2.9549906454253686e-05,0.0003048060387300159,0.000870227109789787,0.39991145771895736,0.3675444022288004
1,1,5,1,0.16187105758564888,0.009617034962180214,0.0,0.8667499971434841,2.0634496487634356e-07,3.7093654975100108e-09,8.498092708253617e-09,0.0001999334661933044,0.0,1.0,0.22448979591836754,0.2720588235294117,0.33819296826501605,0.11793946445765635,0.10077087442905497,0.15341885956041246,0.1842697231902326,0.14064696856469505,0.09703327316731114,0.1601931877411522,0.1919070549985189,0.10148466532793332,0.0379038644248616,0.1086350044758797,0.1324400224704989,0.12784980779590904,0.04495693988265248,0.09713557074751755,0.10435583176601904,0.9273338865039533,0.14285714285714282,2.448176478324145e-07,0.2135416666666666,0.48484848484848486,0.772256395198605,0.898404605917996,0.9461766187841945,0.15204680244678098,0.5323776494357493,0.0,0.3703703703703703,1.1102230246251565e-16,0.37037037037037046,0.3942307692307693,0.28000000000000047,0.43545138253067217,1.2013889458158618e-12,1.3356482430264363e-12,2.435708291138885e-12,4.46259058451143e-12,5.805183556617175e-12,7.430341080443801e-11,1.9591634840679067e-10,3.191663832460981e-10,4.729094220564471e-08,4.98041333282393e-08,8.228109785503635e-08,2.186725737532749e-05,0.00245575788217965,0.0025796207764139747,0.4168327574466004,0.42766634579956375
1,1,6,1,0.14710173600553633,0.005394078406459634,0.0,0.8790293015890133,2.0382926469461694e-07,1.0353669067200589e-09,7.998092526744577e-09,0.0007267504215122273,0.0,1.0,0.16326530612244916,0.2352941176470588,0.26065553339980047,0.16123546583369563,0.20650970800851498,0.2266874496779796,0.23870108865767792,0.17490922142371523,0.22059677502039232,0.23280649520308572,0.25201093973736244,0.15071371616543494,0.15724811825324136,0.19171330247995422,0.19625974661952128,0.16853670265586884,0.1811763169212871,0.1827891789562508,0.17788005545823093,0.66079612969174,0.1307506053268765,2.2095820227318465e-07,0.21874999999999997,0.28787878787878807,0.7462188861629855,0.8200209837669021,0.9094647085824357,0.2155619012419791,0.6391098517642435,0.0,0.42592592592592543,1.1102230246251565e-16,0.4259259259259258,0.5096153846153847,0.36000000000000054,0.5383051108819477,1.4265980895239222e-12,1.1840651655306264e-12,2.7691910616296675e-12,4.549209485937607e-12,4.324000342229547e-12,1.4664751727558115e-10,4.674806893005563e-12,7.604377146716146e-10,1.940106350356385e-08,7.257401020713883e-09,8.106218801227705e-08,3.3427069258843876e-05,0.0020615565185384205,0.004323556663278974,0.4812648904065157,0.41172042351170557
1,1,7,1,0.1319998755387722,0.0029268106096726767,0.2,0.8976878362591832,2.0609456907194514e-07,8.315152130867817e-09,7.625384803741957e-09,6.73181914986239e-05,0.0,1.0,0.06122448979591853,0.17647058823529413,0.084297108673978,0.11617103808580431,0.1263809731695309,0.1430919085351865,0.14711552413335838,0.12785892145226274,0.1142430962175478,0.14839330761973324,0.14269710691972293,0.11749209540503158,0.08717074133781211,0.11952714025985889,0.11470821012241772,0.1273172374972893,0.07763534872068745,0.10035983399333992,0.06597283948635924,0.7675441882612737,0.13317191283292978,4.520507852313779e-07,0.22135416666666657,0.6515151515151514,0.8638727397768333,0.9261156127533745,0.9804181468096256,0.08204536283958352,0.6471496180144454,0.0,0.4444444444444439,1.1102230246251565e-16,0.4444444444444443,0.2788461538461539,0.3200000000000005,0.30003662332906067,1.3226554078125098e-12,1.4179361993813046e-12,2.184513477002972e-12,1.2966697373846566e-12,2.2321538727873696e-12,1.377257704286849e-10,4.2144165110505664e-10,2.129540401558841e-09,2.4062671900122067e-08,8.641910365436348e-08,1.6454421190897559e-07,8.99951208131826e-06,0.0009862049735589683,0.004105677820711379,0.42944199344075795,0.41017629784972137
1,1,8,1,0.12897591720791485,0.004376619150955824,0.2,0.8570865706539192,2.07899182197612e-07,9.808902777371062e-09,8.511290276084118e-09,6.226249643267112e-05,0.0,1.0,0.17687074829931992,0.1691176470588233,0.44366899302093726,0.17110578804213583,0.21228795909546982,0.18547326791451235,0.2482046395920139,0.1824681327799934,0.20211388552613374,0.16683543388689603,0.24317604621898536,0.13153294364436363,0.1286171628663717,0.11231007265150972,0.1726883919691724,0.14298262123571326,0.1241652074756866,0.06729288074564088,0.12804116296994617,0.7008663605868866,0.13317191283292978,2.7122375560461374e-07,0.2135416666666666,0.40909090909090917,0.834356647379427,0.8261865198307099,0.8881510333826586,0.37162749619298113,0.6033092022114084,0.0,0.46296296296296285,1.1102230246251565e-16,0.4629629629629628,0.2884615384615385,0.3200000000000005,0.31046773223114565,1.2750150120281123e-12,1.5695192768771145e-12,2.630600819347784e-12,5.826838281973719e-12,4.623022485221402e-11,8.48840965467171e-10,2.272452927021891e-09,7.825278869408969e-09,6.830101318088409e-09,7.141383417982226e-08,3.266834396408021e-07,5.4024999695092796e-05,0.005439963533545062,0.012012202378564828,0.7001147386886861,0.7670304450831231
1,1,9,1,0.12815950840500137,0.0028371016139309667,0.0,0.8771635378335711,2.0679866994806144e-07,5.006241944032491e-10,9.097366573770106e-09,0.0017324119510371643,0.0,1.0,0.09523809523809541,0.125,0.2984682316686304,0.1132097839870353,0.1827453671813002,0.2135357136854168,0.1702432553822224,0.11954953441251659,0.1615748003301951,0.22155998083354422,0.17206186717639027,0.10816492968238844,0.13856647868869731,0.18437414288424037,0.1310577464968461,0.11517884527850564,0.12197378055539287,0.17293287269895918,0.09293082415104159,0.8396080158627126,0.15496368038740918,2.7122375560461374e-07,0.23177083333333331,0.31818181818181834,0.8705847565526827,0.7991469224779557,0.9314212131039494,0.3548395486217781,0.5924554096115372,0.0,0.2962962962962962,1.1102230246251565e-16,0.2962962962962964,0.21153846153846162,0.44000000000000017,0.20845502313787453,1.344310133169054e-12,1.7600808600147043e-12,5.917788128471205e-12,5.86148584254419e-12,9.871261722633473e-11,7.977339442950111e-11,2.3151603763700673e-09,6.778329200705982e-09,4.355636393971001e-08,1.0063805107270295e-07,5.5578487111023834e-08,1.8227192877596622e-05,0.002168156243427123,0.004953891843921105,0.7350242671403678,0.5725108784839775
