fid,iid,rep,vbs_regret,switch_budget,selected_algorithm,achieved_regret,static_B50,static_B100,static_B150,static_B200,static_B250,static_B300,static_B350,static_B400,static_B450,static_B500,static_B550,static_B600,static_B650,static_B700,static_B750,static_B800,static_B850,static_B900,static_B950,no_switch
1,6,0,0.0,1000,Non-elitist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,6,1,0.0,1000,Non-elitist,0.0,1.1084466677857565e-12,0.0,0.0,1.4210854715202006e-13,1.9895196601282805e-13,0.0,0.0,1.4495071809506044e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,6,2,0.0,1000,Non-elitist,5.684341886080803e-14,7.673861546209082e-13,0.0,0.0,0.0,0.0,0.0,1.9895196601282805e-13,5.684341886080803e-14,5.684341886080803e-14,2.8421709430404014e-14,0.0,0.0,0.0,0.0,0.0,0.0,1.7053025658242404e-13,5.684341886080803e-14,5.684341886080803e-14,5.684341886080803e-14
1,6,3,0.0,1000,Non-elitist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8421709430404014e-14,0.0,0.0,0.0,0.0
1,6,4,0.0,1000,Non-elitist,2.8421709430404014e-14,0.0,0.0,0.0,0.0,0.0,2.8421709430404014e-14,0.0,0.0,2.8421709430404014e-14,2.8421709430404014e-14,0.0,0.0,0.0,0.0,0.0,2.8421709430404014e-14,0.0,0.0,2.8421709430404014e-14,2.8421709430404014e-14
1,6,5,0.0,1000,Non-elitist,3.1263880373444413e-13,3.1263880373444413e-13,3.1263880373444413e-13,3.1263880373444413e-13,0.0,3.1263880373444413e-13,3.1263880373444413e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8421709430404014e-14,5.684341886080803e-14,2.273736754432321e-13,4.263256414560601e-13,2.273736754432321e-13,3.1263880373444413e-13
1,6,6,0.0,1000,Non-elitist,2.273736754432321e-13,1.4210854715202006e-13,1.4210854715202006e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8421709430404014e-14,0.0,0.0,5.684341886080803e-14,2.8421709430404014e-14,2.273736754432321e-13,1.7053025658242404e-13,1.1368683772161605e-13,2.273736754432321e-13
1,6,7,0.0,1000,Non-elitist,8.526512829121202e-14,0.0,8.526512829121202e-14,0.0,0.0,0.0,8.526512829121202e-14,0.0,0.0,0.0,0.0,8.526512829121202e-14,0.0,0.0,0.0,0.0,0.0,5.684341886080803e-14,8.526512829121202e-14,1.1368683772161605e-13,8.526512829121202e-14
1,6,8,0.0,1000,Non-elitist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,6,9,0.0,1000,Non-elitist,0.0,0.0,0.0,0.0,1.0231815394945445e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,6,10,0.0,1000,Non-elitist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.547473508864641e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,6,11,0.0,1000,Non-elitist,7.389644451905042e-13,0.0,3.410605131648481e-13,2.8421709430404014e-14,5.684341886080803e-14,0.0,2.8421709430404014e-14,0.0,7.389644451905042e-13,0.0,5.400124791776761e-13,0.0,0.0,0.0,0.0,3.979039320256561e-13,5.400124791776761e-13,5.968558980384843e-13,3.979039320256561e-13,3.410605131648481e-13,7.389644451905042e-13
1,6,12,0.0,1000,Non-elitist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.810729923425242e-13,0.0,0.0,2.671640686457977e-12,8.526512829121202e-14,0.0,0.0,0.0,0.0,0.0,2.8421709430404014e-14,0.0,0.0
1,6,13,0.0,1000,Non-elitist,5.684341886080803e-14,2.131628207280301e-12,1.9895196601282805e-13,0.0,0.0,2.557953848736361e-12,0.0,6.536993168992923e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.526512829121202e-14,0.0,2.8421709430404014e-14,0.0,2.8421709430404014e-14,5.684341886080803e-14
1,6,14,0.0,1000,Non-elitist,2.8421709430404014e-14,0.0,2.8421709430404014e-14,0.0,0.0,0.0,0.0,2.8421709430404014e-14,2.8421709430404014e-14,2.8421709430404014e-14,0.0,2.8421709430404014e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8421709430404014e-14,2.8421709430404014e-14
1,6,15,0.0,1000,Non-elitist,1.8758328224066645e-12,0.0,0.0,0.0,0.0,2.8137492336099967e-12,1.8758328224066645e-12,2.8421709430404014e-14,5.684341886080803e-14,0.0,0.0,1.9895196601282805e-13,3.694822225952521e-13,0.0,0.0,9.094947017729282e-13,5.400124791776761e-13,6.252776074688883e-13,1.3073986337985845e-12,6.934897101018578e-12,1.8758328224066645e-12
1,6,16,0.0,1000,Non-elitist,2.8421709430404014e-14,0.0,2.8421709430404014e-14,0.0,2.8421709430404014e-14,0.0,0.0,0.0,0.0,2.8421709430404014e-14,2.8421709430404014e-14,2.8421709430404014e-14,0.0,0.0,0.0,0.0,0.0,0.0,2.8421709430404014e-14,2.8421709430404014e-14,2.8421709430404014e-14
1,6,17,0.0,1000,Non-elitist,5.684341886080803e-14,5.684341886080803e-14,0.0,0.0,5.684341886080803e-14,0.0,0.0,0.0,8.526512829121202e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.684341886080803e-14,2.8421709430404014e-14,5.684341886080803e-14,5.684341886080803e-14
1,6,18,0.0,1000,Non-elitist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,6,19,0.0,1000,Non-elitist,0.0,7.673861546209082e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,7,0,0.0,1000,Non-elitist,1.1368683772161605e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1368683772161605e-13,1.1368683772161605e-13,0.0,1.1368683772161605e-13,1.1368683772161605e-13
1,7,1,0.0,1000,Non-elitist,1.1368683772161605e-13,0.0,3.410605131648481e-12,0.0,7.048583938740194e-12,0.0,0.0,0.0,3.387867764104158e-11,0.0,1.1368683772161605e-13,1.1368683772161605e-13,0.0,0.0,0.0,0.0,0.0,1.1368683772161605e-13,1.1368683772161605e-13,1.1368683772161605e-13,1.1368683772161605e-13
1,7,2,0.0,1000,Non-elitist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,7,3,0.0,1000,Non-elitist,0.0,3.5697667044587433e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,7,4,0.0,1000,Non-elitist,2.273736754432321e-13,0.0,2.273736754432321e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.273736754432321e-13,0.0,0.0,0.0,1.1368683772161605e-13,0.0,1.1368683772161605e-13,0.0,1.1368683772161605e-13,2.273736754432321e-13
1,7,5,0.0,1000,Non-elitist,0.0,3.751665644813329e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,7,6,0.0,1000,Non-elitist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,7,7,0.0,1000,Non-elitist,0.0,0.0,0.0,0.0,0.0,0.0,2.614797267597169e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,7,8,0.0,1000,Non-elitist,1.1368683772161605e-13,0.0,0.0,1.1368683772161605e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.273736754432321e-13,0.0,0.0,0.0,1.1368683772161605e-13,1.1368683772161605e-13
1,7,9,0.0,1000,Non-elitist,0.0,0.0,5.5706550483591855e-12,0.0,0.0,2.5124791136477143e-11,0.0,0.0,2.97859514830634e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,7,10,0.0,1000,Non-elitist,0.0,0.0,6.821210263296962e-13,0.0,2.6261659513693303e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,7,11,0.0,1000,Non-elitist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1368683772161605e-13,0.0,0.0,0.0,0.0,0.0
1,7,12,0.0,1000,Non-elitist,4.206412995699793e-12,4.206412995699793e-12,1.8189894035458565e-12,0.0,0.0,3.069544618483633e-12,0.0,4.206412995699793e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1368683772161605e-13,1.1368683772161605e-13,1.2505552149377765e-12,1.0231815394945445e-12,1.4438228390645236e-11,4.206412995699793e-12
1,7,13,0.0,1000,Non-elitist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,7,14,0.0,1000,Non-elitist,1.1368683772161605e-13,0.0,0.0,1.1368683772161605e-13,0.0,0.0,1.1368683772161605e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1368683772161605e-13,1.1368683772161605e-13,0.0,0.0,1.1368683772161605e-13,1.1368683772161605e-13
1,7,15,0.0,1000,Non-elitist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,7,16,0.0,1000,Non-elitist,0.0,0.0,0.0,0.0,4.195044311927632e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,7,17,0.0,1000,Non-elitist,0.0,3.910827217623592e-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,7,18,0.0,1000,Non-elitist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.048583938740194e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,7,19,0.0,1000,Non-elitist,1.1368683772161605e-13,0.0,1.1368683772161605e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.273736754432321e-13,1.5916157281026244e-11,2.273736754432321e-13,2.273736754432321e-13,2.273736754432321e-13,1.1368683772161605e-13
2,6,0,5.3788085097039584e-12,100,BFGS,3.5768721318163443e-11,4.7045034534676233e-11,3.5768721318163443e-11,5.518074885912938e-11,5.165645688975928e-11,5.205436082178494e-11,4.722977564597386e-11,4.4011017052980606e-11,5.53441736883542e-11,5.1663562317116885e-11,1.1221146678508376e-08,5.765343757957453e-11,2.543139636657088e-06,5.3788085097039584e-12,3.226385993571057e-05,0.000537625177138,2.0645828655574405e-06,0.1351757301617553,1.850501717730026,5.619804811849637,5.619804811849637
2,6,1,2.211919536421192e-11,200,BFGS,4.560263278108323e-11,5.331912689143792e-11,4.084910187884816e-11,5.3411497447086725e-11,4.560263278108323e-11,2.211919536421192e-11,5.4548365824302885e-11,5.2438053899095394e-11,4.812505949303159e-11,5.282885240376345e-11,4.141753606745624e-11,5.168487859918969e-11,4.673239573094179e-11,4.9681148084346205e-11,1.4015455462867976e-10,6.522269373476774e-07,3.0247804261307465e-11,4.164882128065983e-07,0.000110940386726,0.3587851548566974,0.3572416225590018
2,6,2,1.6015633264032658e-11,100,BFGS,4.9524828682478976e-11,5.496048061104375e-11,4.9524828682478976e-11,5.2459370181168197e-11,1.6015633264032658e-11,3.2666880379395025e-05,5.289280124998186e-11,5.1166182402084814e-11,5.389466650740359e-11,1.5144507869990775e-10,2.8592239686986428e-11,1.723066134218243e-11,4.8103743210958776e-11,4.6760817440372193e-11,5.2542361572704985e-09,0.0086483933739174,0.2025017995043683,1.134037263148933,1.0106918094530857,2.456641929935856,2.566296506076732
