fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,sigma,d_norm,d_mean,ps_norm,ps_mean,pc_norm,pc_mean,loglikelihood,mhl_norm,mhl_mean,std_y_last_1,mean_std_x_last_1,std_y_last_2,mean_std_x_last_2,std_y_last_5,mean_std_x_last_5,BFGS,DE,MLSL,Non-elitist,PSO,Elitist,switch
1,1,0,0.0,0.3966404104605117,0.0872110267703797,0.6666666666666667,0.5086797277365165,0.0709274853301046,8.771313599110993e-09,5.6327898611059774e-09,0.0009762746218339,0.7810659458610234,0.9999999999999882,1.2444182045839362e-13,0.9999999999999988,0.5714285714285714,0.1973684210526315,0.2023638625705809,0.3108108108108108,0.2442748091603054,0.1472281967668077,0.1202082780061873,0.1405898983296268,0.206118979177783,0.2078396035347533,0.1171026826124645,0.1470784392708104,0.170147144737695,0.1843173737325725,0.2234222081726843,0.2512846247735461,0.2905653843970252,0.3179861202688501,0.2298415239918089,0.2759476198142221,0.2606770191029524,0.3224323784493835,0.7472113653237729,0.0526315789473684,1.5699294583623669e-07,0.0973451327433627,0.4187562688064192,0.8704871831737382,0.7627923651152062,0.9276294576400628,0.314072443210775,0.5304431799929732,0.330086030319056,0.2474038263468814,0.2629711603564817,0.2196918647278009,0.4947409938965257,0.1925172526255031,0.4864444823908826,0.4270439335118885,0.7116656422706086,0.6532616262111572,3.113252451936153e-08,0.249657226780848,3.3448339218992376e-08,0.3548190884642914,2.6182846488313042e-08,0.4583718863565896,1e-12,1e-12,1e-12,1e-12,0.4753635528473282,1e-12,True
1,1,1,0.0,0.360737303612385,0.0463701941685402,0.0,0.6323000243434133,0.0709274815552012,4.878207227617605e-09,5.243941318326542e-09,0.0018244425526302,0.7878160783418904,0.9999999999999848,1.0082196494641321e-13,0.9999999999999962,0.1180124223602485,0.0657894736842104,0.1707041343669251,0.2837837837837837,0.2557251908396946,0.1262148848355745,0.1350126622720331,0.1534734476467524,0.2400506400773909,0.2902999791474499,0.1350626505036053,0.1739864330736291,0.2344166651119186,0.2717764432992043,0.3320927292936504,0.3911586446144374,0.4475076995629009,0.5111173980500808,0.340167507930924,0.4289022395557769,0.4349880738777465,0.5209195186962814,0.7610583968080193,0.0200501253132832,1.3800746092393846e-07,0.0648967551622419,0.6023069207622869,0.804612448739523,0.8149349434544644,0.9240081646026376,0.3448459828361485,0.5362016660548202,0.2713940220884286,0.295499363113084,0.304707240454785,0.5788312915594456,0.7090049026711944,0.4502168405579665,0.7216335948687898,0.5000630860228822,0.6475003230932949,0.640095817062077,2.3774884536732567e-08,0.2189740874698383,1.894321675385639e-08,0.2599989450308025,1.7404458131098044e-08,0.2216963406193119,1e-12,1e-12,1e-12,1e-12,0.2210110018157423,1e-12,True
1,1,2,0.0,0.405841005502197,0.0722516401170994,0.3333333333333333,0.5763301261656467,0.0709274799349158,2.9892918735982576e-08,4.336685030240569e-09,1.4761700324844302e-05,0.8673348794498228,0.9999999999999858,8.601276031274343e-13,0.9999999999999948,0.658385093167702,0.2401315789473683,0.1906672746618027,0.4054054054054055,0.2519083969465649,0.1915108981712666,0.0980394386543647,0.3156880359034805,0.3063590463621971,0.2781200585777905,0.0940862583880214,0.3543192122589277,0.316297488437478,0.2180771728600613,0.2586152010143988,0.4468206453451064,0.4364284592856853,0.4445111563837117,0.2560719843123891,0.4894239953609037,0.4291355301002907,0.411594838304326,0.6715924649930141,0.0275689223057644,2.4817861449766684e-07,0.0855457227138642,0.3575727181544633,0.8161475312983046,0.8482568353349973,0.9020648481480952,0.2004542896074587,0.5387283017640089,0.2451313014434589,0.1719180427159417,0.1828149046079845,0.2775406432430502,0.4873242682407839,0.2970747674924698,0.4478585977550985,0.6453561192871086,0.4761136044540338,0.5122111306523456,2.9740035426682645e-08,0.1696357106779137,1.1577162141540232e-08,0.2009319175803715,1.774432992100339e-08,0.3461605869008712,1e-12,1e-12,1e-12,1e-12,0.1013802684362209,1e-12,True
1,1,3,0.0,0.379222983967076,0.0619219068293249,0.3333333333333333,0.3859422304556142,0.0709274798801431,1.1010743124884084e-08,4.1445536474563436e-09,0.0004750983341137,0.7732187666715395,0.9999999999999772,1.0182110434339049e-12,0.9999999999999968,0.732919254658385,0.1809210526315789,0.2718191985807398,0.3277027027027027,0.2251908396946565,0.1703239289446186,0.1480310131178212,0.2373863619572198,0.2608740882273723,0.2601869426867106,0.1435066916373141,0.2120335757611844,0.2528267213837542,0.2315735611921755,0.3064293254937483,0.4025896021443848,0.4160550110527133,0.445053037392932,0.3062490631260177,0.400747251317003,0.3975643925237446,0.4399370338050619,0.6021600406319678,0.012531328320802,6.7259099353028e-08,0.079646017699115,0.4799398194583752,0.9322839396832768,0.7773149085683371,0.9195546853985084,0.3987181449384792,0.4871039103177929,0.2490335157463606,0.2206431811974978,0.2407227044670992,0.4231222828187763,0.576161602756033,0.3330899526545636,0.5529728316805819,0.5377148996191263,0.6672501659255218,0.7124283845260666,2.015332683421201e-08,0.2525246456651085,8.481607781288887e-09,0.2978292331601821,7.654565531760561e-09,0.2678936073628089,1e-12,1e-12,1e-12,1e-12,0.1231486253341803,1e-12,True
1,1,4,0.0,0.5181986727671917,0.1839750854684133,0.6666666666666667,0.4116420902600846,0.0709274833652007,1.2872586333232209e-08,3.365033374596313e-09,0.0002561623688396,0.8173447924690751,0.9999999999999724,1.3981072375365345e-12,0.9999999999999974,0.565217391304348,0.2335526315789473,0.1711652812801594,0.7297297297297298,0.3740458015267177,0.2412385643912738,0.1999795352103013,0.2546896324429408,0.3231142329532278,0.3089628251381399,0.2014876318177022,0.2684335543104725,0.3083726743541924,0.2975232069293219,0.3388672972947356,0.4080861583188924,0.4545281957272107,0.4740557375511327,0.3526069612667518,0.4464958521063926,0.4426890499644828,0.4938614227067267,0.6891971080704751,0.0075187969924812,2.631613080419741e-07,0.0825958702064896,0.3881644934804412,0.9044758237223124,0.8649114618152978,0.9592644365393334,0.2872401601216076,0.5348861614780953,0.2499556080827973,0.2567918588509079,0.2802174140289852,0.3690116345407126,0.248871967020323,0.304394685871833,0.2705544875698846,0.644889928090478,0.3884319583787508,0.3823989394078773,5.7986001024031725e-08,0.3456130859830179,2.146869886275181e-08,0.30422881264188,1.4184977551682564e-08,0.303371645596742,1e-12,1e-12,1e-12,1e-12,0.1587532770180273,1e-12,True
1,1,5,0.0,0.4727563647082771,0.1273136578843555,0.6666666666666667,0.6586336966939288,0.0709274827341286,1.0622904544824333e-08,5.227167717696075e-09,0.0006889566638145,0.8909111217095904,0.9999999999999868,1.7361137191999486e-12,0.9999999999999988,0.6956521739130435,0.1348684210526316,0.3336746136219589,0.5675675675675675,0.2290076335877863,0.3030659510330122,0.0560061194305693,0.2028791506706724,0.2494577183228676,0.1815064767652212,0.0572077522541067,0.1982885093173921,0.3150105559492462,0.2079128896628301,0.2829267292547959,0.4227984946724543,0.4547667335774694,0.4413702995427981,0.298740893584196,0.451116413764081,0.4901325256556127,0.489945551804525,0.6301515197071736,0.012531328320802,9.81728007029316e-08,0.0589970501474926,0.2046138415245736,0.8201110200745032,0.8000538526762386,0.97100068145293,0.2467243796657051,0.679352192714558,0.1596709426159875,0.1764881309763328,0.1949214661130014,0.2930864223206371,0.5656105562427759,0.2077466917324199,0.5623405879552859,0.7178934760696024,0.537501709509259,0.5813784347759912,1.5662366200929932e-08,0.2049962998969407,4.007700813215722e-09,0.1635695708325746,8.024174144542052e-09,0.1718091986859205,1e-12,1e-12,1e-12,1e-12,0.1949405095349644,1e-12,True
1,1,6,0.0,0.3825408906926639,0.059057889648564,0.3333333333333333,0.5025196747719377,0.0709274809910305,9.209268546574384e-09,5.53486191115828e-09,0.0008975047177787,0.6885894311932669,0.9999999999999774,1.0843766532258258e-12,0.9999999999999964,0.7018633540372671,0.069078947368421,0.5525539634066767,0.3952702702702703,0.0725190839694657,0.5763546798029556,0.2063357060282933,0.2188439681661127,0.2312711001405851,0.1744411604700487,0.2021588986189813,0.2195060271127953,0.2513618698020138,0.1543045351514095,0.3651098212450949,0.4136399245341768,0.4217083425396556,0.4123774731815026,0.3663973554677908,0.4328940350490385,0.4225331269756642,0.4185160218210483,0.6283893648486651,0.0150375939849624,9.81728007029316e-08,0.0766961651917404,0.2963891675025073,0.8914412684933859,0.834846422981633,0.934007870234497,0.3604715314616522,0.5443783419601771,0.2443281428178005,0.2541779655994154,0.268488135872984,0.3962352980642508,0.1814295758732272,0.3207145475744638,0.2065071763766946,0.6035057750092904,0.5434730566755733,0.5383922419367317,2.1511782381170042e-08,0.1763464107848062,1.0329906871711676e-08,0.1965428875225901,1.0263431154631042e-08,0.2057720714168642,1e-12,1e-12,1e-12,1e-12,0.1763427367863218,1e-12,True
1,1,7,0.0,0.2902371133181351,0.0098948666524444,0.3333333333333333,0.2542125981000719,0.0709274779439792,8.39291457134329e-10,3.0689124870001183e-09,0.0070778609447164,0.6565888967596029,0.9999999999999558,4.5076050105846027e-13,0.9999999999999936,0.6832298136645965,0.1315789473684209,0.3352547538594051,0.4662162162162162,0.1717557251908398,0.3251231527093596,0.1658496184039894,0.2135556365171753,0.230294156892622,0.165642197684855,0.1582937174291425,0.2111053048770425,0.2221773203221528,0.1229232622361813,0.3394295090553045,0.4122067407222094,0.4233037823236236,0.4088936048944711,0.3321199377597779,0.4207286078789296,0.3965976330782229,0.3888418794320062,0.4604197040410882,0.025062656641604,1.3800746092393846e-07,0.0648967551622419,0.4187562688064192,0.9247683103151378,0.9167392325609004,0.9721823288729632,0.1806519010086743,0.4466361056828495,0.1902152193670541,0.2375109194319242,0.2570751962095841,0.1885862008958883,0.4055345308595373,0.1379502593452951,0.4132979746342474,0.6557682278828466,0.5515899895092987,0.5428926935349649,7.327759041090761e-09,0.2199782219509732,6.605847817844832e-09,0.203989863255985,1.2546710773273302e-08,0.2316009807215043,1e-12,1e-12,1e-12,1e-12,0.1065674785462339,1e-12,True
1,1,8,0.0,0.4534896206947587,0.1303561105137876,0.3333333333333333,0.514328919838698,0.0709274749033976,4.1822359650330876e-09,6.138193315926162e-09,0.0025629604206517,0.7975352781382068,0.99999999999999,9.72060732823627e-13,0.9999999999999972,0.6894409937888201,0.2960526315789473,0.1621151475232643,0.3952702702702703,0.1908396946564886,0.2468239564428312,0.1363860615152103,0.2370983784249782,0.2912143837726478,0.1978840164831158,0.1362890064507372,0.2246050386339246,0.2988040429072441,0.197650600303189,0.2995028823057453,0.4040840374729846,0.4398456719218572,0.4010660984359376,0.310596595263262,0.4216030876998115,0.4408398478820488,0.4298377280692779,0.6357248638954192,0.0325814536340852,9.47602509717808e-08,0.0707964601769911,0.4187562688064192,0.9019046619823744,0.9028179130741836,0.9418981626780396,0.2863777784148835,0.5997781457884496,0.1795694192168173,0.0832311099797458,0.0739376082851075,0.1413395246219864,0.3688890748358613,0.1042105918732733,0.3852655208902805,0.7143488535744407,0.6422100350793859,0.6850834972626041,9.572054180160633e-09,0.1945433081306423,1.375308888144304e-09,0.1808352598037491,1.5461899818762605e-08,0.2411121312156562,1e-12,1e-12,1e-12,1e-12,0.1108135965412553,1e-12,True
1,1,9,0.0,0.4534369488836098,0.1016461418922657,0.0,0.6625483403723639,0.0709274819521956,1.4480626040403676e-08,7.094829521817577e-09,0.0006692476942995,0.8522195948531932,0.9999999999999865,1.1033186282556086e-12,0.9999999999999978,0.7453416149068324,0.2171052631578947,0.2340599394862961,0.4932432432432432,0.2290076335877863,0.2610102198367767,0.1834155973077663,0.2384705385574534,0.262200662476938,0.2203946535762728,0.1898906923719854,0.2420507038071663,0.2940843792063871,0.2496385293058349,0.3544203152226719,0.432570916218475,0.4494626556983497,0.4517391022689955,0.3739304109966251,0.4696746667868015,0.47098991018354,0.5068473760323857,0.5828160888166634,0.0150375939849624,1.2085297728748785e-07,0.0737463126843657,0.2963891675025073,0.7937373120815059,0.8230323552084715,0.9564407614206076,0.2270075867575471,0.6349869387240391,0.1866682518652392,0.1320635173676081,0.1419911234976516,0.284568237355386,0.2576678431352669,0.2477978752345521,0.255044831972368,0.6207515617222534,0.6890032708392774,0.646375686013664,2.0762259343773845e-08,0.143730246049075,8.488902423136979e-09,0.1948220253999223,5.7999779056683406e-09,0.2032896538647545,1e-12,1e-12,1e-12,1e-12,0.0946245714678887,1e-12,True
