fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,sigma,d_norm,d_mean,ps_norm,ps_mean,pc_norm,pc_mean,loglikelihood,mhl_norm,mhl_mean,std_y_last_1,mean_std_x_last_1,std_y_last_2,mean_std_x_last_2,std_y_last_5,mean_std_x_last_5,BFGS,DE,MLSL,Non-elitist,PSO,Elitist
1,1,0,0.0,0.3966404104605117,0.08721102677037974,0.6666666666666667,0.5086797277365165,0.0709274853301046,8.771313599110993e-09,5.6327898611059774e-09,0.0009762746218339235,0.7810659458610234,0.9999999999999882,1.244418204583936e-13,0.9999999999999989,0.5714285714285714,0.19736842105263158,0.20236386257058095,0.31081081081081086,0.2442748091603054,0.14722819676680773,0.12020827800618732,0.14058989832962684,0.206118979177783,0.20783960353475334,0.11710268261246456,0.1470784392708104,0.17014714473769504,0.1843173737325725,0.22342220817268432,0.25128462477354613,0.2905653843970252,0.3179861202688501,0.22984152399180896,0.2759476198142221,0.26067701910295243,0.32243237844938355,0.7472113653237729,0.05263157894736842,1.5699294583623669e-07,0.09734513274336275,0.41875626880641925,0.8704871831737382,0.7627923651152062,0.9276294576400629,0.314072443210775,0.5304431799929732,0.33008603031905603,0.2474038263468814,0.2629711603564817,0.2196918647278009,0.4947409938965257,0.19251725262550315,0.4864444823908826,0.4270439335118885,0.7116656422706086,0.6532616262111572,3.113252451936153e-08,0.24965722678084803,3.3448339218992376e-08,0.35481908846429144,2.618284648831304e-08,0.4583718863565896,1e-12,1e-12,1e-12,1e-12,0.47536355284732823,1e-12
1,1,1,0.0,0.360737303612385,0.04637019416854024,0.0,0.6323000243434133,0.0709274815552012,4.878207227617605e-09,5.243941318326542e-09,0.0018244425526302266,0.7878160783418904,0.9999999999999848,1.0082196494641321e-13,0.9999999999999962,0.11801242236024853,0.06578947368421048,0.1707041343669251,0.28378378378378377,0.25572519083969464,0.12621488483557453,0.13501266227203312,0.15347344764675247,0.24005064007739096,0.2902999791474499,0.13506265050360536,0.17398643307362913,0.2344166651119186,0.27177644329920436,0.33209272929365047,0.39115864461443745,0.44750769956290093,0.5111173980500808,0.340167507930924,0.42890223955577694,0.4349880738777465,0.5209195186962814,0.7610583968080193,0.020050125313283276,1.3800746092393843e-07,0.06489675516224191,0.6023069207622869,0.804612448739523,0.8149349434544644,0.9240081646026376,0.34484598283614853,0.5362016660548202,0.27139402208842867,0.295499363113084,0.30470724045478503,0.5788312915594456,0.7090049026711944,0.4502168405579665,0.7216335948687898,0.5000630860228822,0.6475003230932949,0.640095817062077,2.3774884536732567e-08,0.21897408746983835,1.894321675385639e-08,0.25999894503080256,1.7404458131098044e-08,0.22169634061931193,1e-12,1e-12,1e-12,1e-12,0.22101100181574238,1e-12
1,1,2,0.0,0.405841005502197,0.07225164011709949,0.3333333333333333,0.5763301261656467,0.07092747993491587,2.9892918735982576e-08,4.336685030240569e-09,1.4761700324844302e-05,0.8673348794498228,0.9999999999999858,8.601276031274343e-13,0.9999999999999949,0.658385093167702,0.2401315789473683,0.19066727466180278,0.4054054054054055,0.25190839694656497,0.19151089817126665,0.09803943865436475,0.31568803590348055,0.30635904636219713,0.2781200585777905,0.09408625838802147,0.35431921225892776,0.316297488437478,0.21807717286006134,0.25861520101439883,0.44682064534510646,0.4364284592856853,0.44451115638371175,0.2560719843123891,0.4894239953609037,0.42913553010029076,0.411594838304326,0.6715924649930141,0.027568922305764437,2.4817861449766684e-07,0.08554572271386425,0.35757271815446334,0.8161475312983046,0.8482568353349973,0.9020648481480952,0.2004542896074587,0.5387283017640089,0.24513130144345896,0.1719180427159417,0.18281490460798455,0.2775406432430502,0.4873242682407839,0.29707476749246986,0.44785859775509856,0.6453561192871086,0.47611360445403383,0.5122111306523456,2.9740035426682645e-08,0.16963571067791375,1.1577162141540232e-08,0.20093191758037154,1.774432992100339e-08,0.3461605869008712,1e-12,1e-12,1e-12,1e-12,0.10138026843622094,1e-12
1,1,3,0.0,0.379222983967076,0.06192190682932497,0.3333333333333333,0.38594223045561427,0.0709274798801431,1.1010743124884085e-08,4.1445536474563436e-09,0.0004750983341137732,0.7732187666715395,0.9999999999999771,1.0182110434339047e-12,0.9999999999999968,0.732919254658385,0.18092105263157898,0.27181919858073983,0.32770270270270274,0.22519083969465656,0.17032392894461862,0.14803101311782127,0.23738636195721982,0.2608740882273723,0.26018694268671066,0.14350669163731414,0.2120335757611844,0.2528267213837542,0.23157356119217554,0.30642932549374835,0.40258960214438483,0.41605501105271336,0.445053037392932,0.3062490631260177,0.400747251317003,0.39756439252374465,0.43993703380506194,0.6021600406319678,0.012531328320802018,6.725909935302799e-08,0.07964601769911506,0.47993981945837527,0.9322839396832769,0.7773149085683371,0.9195546853985085,0.39871814493847924,0.4871039103177929,0.24903351574636068,0.22064318119749782,0.2407227044670992,0.42312228281877634,0.576161602756033,0.33308995265456365,0.5529728316805819,0.5377148996191263,0.6672501659255218,0.7124283845260666,2.015332683421201e-08,0.25252464566510857,8.481607781288887e-09,0.29782923316018217,7.65456553176056e-09,0.2678936073628089,1e-12,1e-12,1e-12,1e-12,0.1231486253341803,1e-12
1,1,4,0.0,0.5181986727671917,0.18397508546841335,0.6666666666666667,0.4116420902600846,0.07092748336520076,1.2872586333232209e-08,3.365033374596313e-09,0.0002561623688396909,0.8173447924690751,0.9999999999999724,1.3981072375365345e-12,0.9999999999999974,0.565217391304348,0.23355263157894735,0.17116528128015945,0.7297297297297298,0.3740458015267177,0.2412385643912738,0.19997953521030132,0.2546896324429408,0.32311423295322783,0.30896282513813994,0.2014876318177022,0.26843355431047256,0.30837267435419247,0.2975232069293219,0.3388672972947356,0.40808615831889244,0.45452819572721076,0.4740557375511327,0.35260696126675184,0.44649585210639264,0.44268904996448283,0.4938614227067267,0.6891971080704751,0.007518796992481272,2.631613080419741e-07,0.0825958702064896,0.38816449348044124,0.9044758237223123,0.8649114618152978,0.9592644365393334,0.2872401601216076,0.5348861614780953,0.24995560808279738,0.25679185885090794,0.28021741402898526,0.3690116345407126,0.248871967020323,0.30439468587183305,0.27055448756988465,0.644889928090478,0.3884319583787508,0.3823989394078773,5.798600102403172e-08,0.3456130859830179,2.1468698862751806e-08,0.30422881264188006,1.4184977551682564e-08,0.30337164559674207,1e-12,1e-12,1e-12,1e-12,0.15875327701802738,1e-12
1,1,5,0.0,0.4727563647082771,0.12731365788435553,0.6666666666666667,0.6586336966939288,0.07092748273412869,1.0622904544824331e-08,5.227167717696075e-09,0.0006889566638145111,0.8909111217095904,0.9999999999999869,1.7361137191999486e-12,0.9999999999999987,0.6956521739130435,0.13486842105263164,0.33367461362195894,0.5675675675675675,0.22900763358778634,0.30306595103301226,0.056006119430569344,0.2028791506706724,0.24945771832286767,0.1815064767652212,0.057207752254106785,0.19828850931739211,0.31501055594924626,0.20791288966283017,0.28292672925479595,0.4227984946724543,0.4547667335774694,0.4413702995427981,0.298740893584196,0.45111641376408107,0.49013252565561277,0.48994555180452504,0.6301515197071736,0.012531328320802018,9.81728007029316e-08,0.05899705014749261,0.20461384152457363,0.8201110200745032,0.8000538526762386,0.9710006814529301,0.24672437966570515,0.679352192714558,0.15967094261598752,0.17648813097633287,0.19492146611300143,0.2930864223206371,0.5656105562427759,0.2077466917324199,0.5623405879552859,0.7178934760696024,0.537501709509259,0.5813784347759912,1.566236620092993e-08,0.20499629989694076,4.007700813215722e-09,0.16356957083257467,8.024174144542052e-09,0.17180919868592054,1e-12,1e-12,1e-12,1e-12,0.19494050953496447,1e-12
1,1,6,0.0,0.38254089069266395,0.05905788964856405,0.3333333333333333,0.5025196747719377,0.07092748099103058,9.209268546574384e-09,5.5348619111582804e-09,0.0008975047177787518,0.6885894311932669,0.9999999999999774,1.0843766532258258e-12,0.9999999999999964,0.7018633540372671,0.06907894736842103,0.5525539634066767,0.3952702702702703,0.07251908396946576,0.5763546798029556,0.20633570602829335,0.21884396816611276,0.23127110014058516,0.1744411604700487,0.20215889861898131,0.21950602711279532,0.2513618698020138,0.15430453515140952,0.36510982124509495,0.4136399245341768,0.42170834253965567,0.41237747318150264,0.3663973554677908,0.43289403504903856,0.4225331269756642,0.4185160218210483,0.6283893648486651,0.015037593984962419,9.81728007029316e-08,0.07669616519174041,0.2963891675025073,0.8914412684933859,0.834846422981633,0.934007870234497,0.36047153146165223,0.5443783419601771,0.24432814281780058,0.2541779655994154,0.26848813587298404,0.3962352980642508,0.18142957587322722,0.3207145475744638,0.20650717637669466,0.6035057750092904,0.5434730566755733,0.5383922419367317,2.151178238117004e-08,0.1763464107848062,1.0329906871711676e-08,0.19654288752259014,1.0263431154631042e-08,0.2057720714168642,1e-12,1e-12,1e-12,1e-12,0.17634273678632187,1e-12
1,1,7,0.0,0.2902371133181351,0.009894866652444437,0.3333333333333333,0.25421259810007196,0.07092747794397922,8.392914571343291e-10,3.0689124870001183e-09,0.007077860944716451,0.6565888967596029,0.9999999999999558,4.5076050105846027e-13,0.9999999999999936,0.6832298136645965,0.13157894736842096,0.3352547538594051,0.46621621621621623,0.1717557251908398,0.32512315270935965,0.16584961840398946,0.2135556365171753,0.230294156892622,0.16564219768485505,0.15829371742914256,0.21110530487704257,0.22217732032215282,0.12292326223618139,0.33942950905530456,0.4122067407222094,0.4233037823236236,0.40889360489447113,0.3321199377597779,0.4207286078789296,0.3965976330782229,0.3888418794320062,0.46041970404108823,0.02506265664160401,1.3800746092393843e-07,0.06489675516224191,0.41875626880641925,0.9247683103151378,0.9167392325609005,0.9721823288729631,0.18065190100867434,0.4466361056828495,0.1902152193670541,0.23751091943192426,0.2570751962095841,0.1885862008958883,0.4055345308595373,0.13795025934529517,0.41329797463424744,0.6557682278828466,0.5515899895092987,0.5428926935349649,7.3277590410907615e-09,0.2199782219509732,6.605847817844832e-09,0.203989863255985,1.2546710773273302e-08,0.2316009807215043,1e-12,1e-12,1e-12,1e-12,0.10656747854623391,1e-12
1,1,8,0.0,0.45348962069475873,0.13035611051378762,0.3333333333333333,0.514328919838698,0.07092747490339762,4.1822359650330876e-09,6.138193315926162e-09,0.002562960420651744,0.7975352781382068,0.9999999999999901,9.720607328236267e-13,0.9999999999999971,0.6894409937888201,0.2960526315789473,0.1621151475232643,0.3952702702702703,0.19083969465648862,0.24682395644283125,0.13638606151521035,0.2370983784249782,0.29121438377264786,0.19788401648311588,0.1362890064507372,0.22460503863392467,0.2988040429072441,0.19765060030318904,0.29950288230574534,0.40408403747298466,0.43984567192185725,0.4010660984359376,0.31059659526326205,0.4216030876998115,0.4408398478820488,0.4298377280692779,0.6357248638954192,0.03258145363408528,9.47602509717808e-08,0.07079646017699111,0.41875626880641925,0.9019046619823745,0.9028179130741836,0.9418981626780395,0.28637777841488354,0.5997781457884496,0.17956941921681735,0.08323110997974581,0.07393760828510754,0.1413395246219864,0.36888907483586136,0.1042105918732733,0.3852655208902805,0.7143488535744407,0.6422100350793859,0.6850834972626041,9.572054180160633e-09,0.19454330813064233,1.375308888144304e-09,0.1808352598037491,1.5461899818762605e-08,0.24111213121565628,1e-12,1e-12,1e-12,1e-12,0.11081359654125532,1e-12
1,1,9,0.0,0.45343694888360986,0.10164614189226572,0.0,0.6625483403723639,0.07092748195219561,1.4480626040403677e-08,7.094829521817577e-09,0.000669247694299572,0.8522195948531932,0.9999999999999865,1.1033186282556086e-12,0.9999999999999978,0.7453416149068324,0.2171052631578947,0.23405993948629614,0.4932432432432432,0.22900763358778634,0.26101021983677675,0.18341559730776633,0.23847053855745343,0.262200662476938,0.2203946535762728,0.18989069237198541,0.24205070380716634,0.29408437920638714,0.24963852930583497,0.3544203152226719,0.43257091621847504,0.44946265569834976,0.4517391022689955,0.37393041099662516,0.46967466678680153,0.47098991018354,0.5068473760323857,0.5828160888166634,0.015037593984962419,1.2085297728748785e-07,0.07374631268436577,0.2963891675025073,0.7937373120815059,0.8230323552084715,0.9564407614206077,0.22700758675754718,0.6349869387240391,0.18666825186523922,0.13206351736760813,0.14199112349765164,0.284568237355386,0.25766784313526697,0.24779787523455213,0.25504483197236805,0.6207515617222534,0.6890032708392774,0.646375686013664,2.0762259343773845e-08,0.14373024604907506,8.488902423136979e-09,0.19482202539992233,5.79997790566834e-09,0.20328965386475456,1e-12,1e-12,1e-12,1e-12,0.09462457146788873,1e-12
1,1,10,0.0,0.38430603806110175,0.062478539451150374,0.0,0.42169410428752385,0.07092747915107438,2.9584312126774905e-09,5.340380307077559e-09,0.0032383787203697292,0.6557838863098412,0.9999999999999836,9.468180176653651e-13,0.9999999999999968,0.6832298136645965,0.0888157894736842,0.45389695002098124,0.391891891891892,0.23664122137404578,0.19690154922538736,0.12447010128657751,0.2509437841601436,0.25227948343630674,0.2447972011646143,0.1214440706176979,0.27919981321729676,0.2397631879485782,0.22988578127284542,0.3094562194244878,0.4339042726708283,0.43516792728560333,0.4602092741800849,0.3106887250761019,0.47004335409252923,0.41290334978442045,0.4665120883450062,0.6273104862720611,0.02255639097744369,1.6723259698164476e-07,0.08554572271386425,0.47993981945837527,0.8855625576744779,0.9297899095687341,0.978855357579257,0.10290844918370279,0.49996991364476573,0.2572115523026235,0.2495839192105147,0.25783791281551016,0.32014861975749936,0.41756964426426085,0.23251615284126823,0.4669386621443716,0.5462485248612745,0.6279535417711158,0.5915193456435779,3.965452630611175e-08,0.24190075842275402,2.368895960143574e-08,0.2795602575057574,2.175901850401639e-08,0.258368105637005,1e-12,1e-12,1e-12,1e-12,0.1881175917012757,1e-12
1,1,11,0.0,0.4851080114216871,0.15367115411236465,0.3333333333333333,0.4868208430206358,0.07092748190569874,1.0808723583898923e-08,3.849412998889662e-09,0.00043906092774287993,0.74845707820633,0.9999999999999897,6.509475529167341e-13,0.9999999999999971,0.7391304347826086,0.12171052631578945,0.3820422225737841,0.5844594594594597,0.3244274809160306,0.21964017991004506,0.19630796261719818,0.2331090734212041,0.2963599406160721,0.24127697891200034,0.19529143981610078,0.2623983368454359,0.30514544154913575,0.24061546115175014,0.3452709170260774,0.40510532490067175,0.44745835351309815,0.4375360342477953,0.3533842816465481,0.4493878519339262,0.44708650959178065,0.4621296930364654,0.5309743903071553,0.010025062656641687,8.177662191002372e-08,0.07964601769911506,0.20461384152457363,0.8970770433360029,0.8341391717437641,0.9401162667565072,0.24501946317325574,0.5750631163394839,0.2588387882900972,0.2284094864895767,0.2526596827602958,0.28637388930009305,0.2609067053795309,0.20981970857850782,0.2573561716737432,0.5028528083798215,0.6438572337221738,0.6814954759857363,3.6082071118473385e-08,0.22742594931691426,2.11416324231715e-08,0.2860064034704919,9.878570944736918e-09,0.27533824033821536,1e-12,1e-12,1e-12,1e-12,0.08696139281724323,1e-12
1,1,12,0.0,0.46463839773520155,0.11461628613580267,0.6666666666666667,0.5759720133160567,0.07092748631955247,1.1562240858940545e-09,4.005147323430437e-09,0.006553837005956637,0.8035032459783948,0.9999999999999948,3.2817869041333776e-13,0.9999999999999971,0.5217391304347828,0.2828947368421052,0.1320817732777866,0.7060810810810811,0.32061068702290074,0.27304714989444057,0.18324290523715475,0.3070426170662525,0.3008940441008549,0.2535557461966777,0.18599356973126385,0.30899543058566775,0.31196329788038063,0.2680929049551205,0.3055381838822881,0.4218752911567805,0.4099880086726864,0.4003342306920574,0.32507330541308554,0.4549903749527651,0.42495818826677456,0.44813999309783814,0.7022667443758397,0.020050125313283276,2.2699627169612593e-07,0.06489675516224191,0.5105315947843532,0.9274164420748543,0.8399488405514579,0.9521516206709896,0.349617163676741,0.6773714500636998,0.33661751346375357,0.15592092498542032,0.15834001051009272,0.31187345885586476,0.47819700919980834,0.1972161734834834,0.44975326786688785,0.5349457789457801,0.5805917654235099,0.5545602453857337,3.2463555940791003e-08,0.25883128831364877,1.5501857995667962e-08,0.29739904183531707,1.3890484104339288e-08,0.32836844119530834,1e-12,1e-12,1e-12,1e-12,0.1363015079889432,1e-12
1,1,13,0.0,0.33626433962744784,0.037901674079152084,0.0,0.4540090541122947,0.07092748041955468,1.8415105909344086e-09,4.387494922127389e-09,0.004410378055969744,0.7919757838275991,0.9999999999999737,1.0805936219713045e-12,0.9999999999999928,0.34782608695652184,0.10526315789473682,0.23294965155430278,0.472972972972973,0.26335877862595425,0.21648949961109681,0.2156598091630188,0.2909060097777246,0.32787079526952045,0.3513102746115864,0.21008800199224523,0.2890881025210688,0.3272335780020478,0.3496763290748085,0.36039444727231784,0.4466212519378425,0.471893990277122,0.5196715075544438,0.3604227766462489,0.4630939092687242,0.4580225791023791,0.5330402119110474,0.6439985511914206,0.030075187969924852,1.017628549509742e-07,0.08554572271386425,0.23520561685055152,0.9546428276097678,0.7696516251690491,0.841576983914153,0.316877068489148,0.4945233724347985,0.2851912087267212,0.366013692193909,0.3856243607028138,0.30984760830343894,0.4117521018685222,0.25648325784701065,0.4330052346894844,0.4302395611506573,0.687511182326462,0.6988213557979701,3.58539755431146e-08,0.28560384370136016,1.5866839594367622e-08,0.3490082653475757,1.4946007566525883e-08,0.30908666375028,1e-12,1e-12,1e-12,1e-12,0.26303524614113893,1e-12
1,1,14,0.0,0.29913769162349,0.01704151656256909,0.0,0.45843005387670527,0.07092748191721492,1.9270346419840284e-10,3.331489585661259e-09,0.032403404451971506,0.5915541284288915,0.9999999999999675,3.661430971679477e-13,0.9999999999999925,0.48447204968944113,0.18092105263157898,0.1905716893568335,0.3716216216216217,0.2709923664122138,0.16091954022988508,0.15821778073870751,0.3061960011437079,0.30746829703605916,0.2468384477447229,0.15239571056157244,0.3330708689928459,0.3085659528948092,0.19419527195403918,0.29431953836723607,0.43025680881015366,0.4258582321406775,0.40722766575476604,0.29264316937110146,0.4658971249464716,0.414735338763726,0.38149165405618446,0.7841628992316727,0.02255639097744369,1.6211277140894074e-07,0.07964601769911506,0.44934804413239715,0.8134216231680758,0.7102873835835317,0.8124007146390303,0.3432983420010247,0.3722872575144235,0.2883172051615518,0.22503155411601483,0.24247490139691807,0.46424274838689533,0.4729823788133379,0.36214010675156794,0.4482446703456824,0.5403983485794865,0.5691691225278962,0.5748461935485913,3.951515990740945e-08,0.30832123738128747,1.8495333904344624e-08,0.3088190384094648,2.5248584751192086e-08,0.3956920036869129,1e-12,1e-12,1e-12,1e-12,0.21520760043996112,1e-12
1,1,15,0.0,0.3694557612284937,0.04226962752477891,0.3333333333333333,0.7228941442313815,0.07092748106213638,1.4578275984413361e-09,8.461559657545787e-09,0.010705969967322353,0.928765837378102,0.9999999999999882,1.7554244462116703e-12,0.9999999999999959,0.5776397515527951,0.09539473684210532,0.37431986722968014,0.1554054054054055,0.20992366412213745,0.07786429365962183,0.10809274263312087,0.26841478190492374,0.35041856993168996,0.27443955563418293,0.10642360226965684,0.27718141949226355,0.34814291182725476,0.253868661648444,0.2952321043889882,0.4420860941626909,0.4985676394634508,0.47688638250407994,0.3001295508735742,0.46826472753321613,0.4841761027538199,0.48201093937342904,0.7202863986798762,0.04260651629072695,2.2699627169612593e-07,0.09439528023598823,0.44934804413239715,0.8724419453598053,0.886761435921287,0.955036326206734,0.1704067816599779,0.6350154357374929,0.2818706054734258,0.2430069489868285,0.24967711619858868,0.3677071105645251,0.33395983289679765,0.28168783494829375,0.3479106655822479,0.5187448692080313,0.6800198938023435,0.635246029598211,1.9362613548730176e-08,0.249222744294235,1.5015283487259068e-08,0.28879726976077846,1.2386002403727438e-08,0.2238660083452781,1e-12,1e-12,1e-12,1e-12,0.9999999999999999,1e-12
