fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,sigma,d_norm,d_mean,ps_norm,ps_mean,pc_norm,pc_mean,loglikelihood,mhl_norm,mhl_mean,std_y_last_1,mean_std_x_last_1,std_y_last_2,mean_std_x_last_2,std_y_last_5,mean_std_x_last_5,BFGS,DE,MLSL,Non-elitist,PSO,Elitist
1,1,0,0.0,0.22268019050351667,0.0648878800739296,0.5555555555555556,0.688775251830429,0.013210425317485055,5.756416950047216e-09,7.953374598899928e-09,9.182226682046317e-05,0.8681463655261156,0.9999999999999962,2.836059761262221e-13,0.9999999999999998,0.1488753335874951,0.10811598426344167,0.0295175698576857,0.4373674443266171,0.12523294819232195,0.13091072417482755,0.5081764594029283,0.04107306985294116,0.36839977131248447,0.0003299246822115693,0.00047170468303864803,0.0006068149897937028,0.001533446364708736,0.0006231250482742965,0.0020156805563238964,0.002655365069535265,0.0061162517376451685,0.6423355791661708,0.6585891908474879,0.6685782456369225,0.7155908449269441,0.7451184962468206,0.760597229453002,0.7756277065525107,0.8258180510345897,0.4046895005752431,0.04237288135593221,3.254711605531597e-08,0.09537572254335264,0.6,0.6097701400507749,0.9340235313522955,0.975172724381397,0.017313095608548365,0.8143039204614757,0.0008003171213044911,0.012909181195635874,0.02586484816131919,0.17201724437217447,0.38458401297154376,0.008338338268324396,0.4696276870723886,0.5709985225772883,0.6691259023546484,0.6686764342098324,1.5416193302165544e-10,9.81901723117903e-05,3.23799495063111e-10,0.00011585480805053422,2.643902940083497e-10,0.00016236505850898168,1e-12,1e-12,1e-12,1e-12,0.008498450006295667,1e-12
1,1,1,0.0,0.20306241222340224,0.049486735734446737,0.5555555555555556,0.7979460591955273,0.013210425713843503,3.003405112243752e-10,6.236849476797343e-09,0.0016730782645490315,0.8668173534482837,0.9999999999999947,1.9274827637834682e-13,0.9999999999999986,0.1383911551658406,0.07955704502404194,0.03810583320045706,0.4118504772004241,0.0685799478196049,0.2067806932363373,0.48987450085567585,0.09242876838235287,0.18265125039424185,0.00017320822346589607,0.00024158865047074817,0.0004141372524338322,0.0015111040490283184,0.0003634509483319132,0.0010748924130012556,0.001836049407116938,0.0062121858403207325,0.667449430077313,0.6843354285193559,0.6947555906390858,0.743996032466565,0.7506878229009468,0.7662699500789151,0.7814322890174076,0.8322450480991932,0.3735977313648924,0.03954802259887014,9.440064789416972e-08,0.13005780346820817,0.5389830508474576,0.6222215868089953,0.9428707483616374,0.9731606669773314,0.01973203428239466,0.8318983870966227,0.0004207889764705667,0.00474052997655116,0.009048073906669715,0.2176245172604298,0.39316617742099114,0.012082168422104045,0.47089711349051944,0.6244340905484234,0.553291643216032,0.5811146708187046,1.7727383344577152e-11,4.021586707938469e-05,2.4680667558674855e-11,4.994019414093909e-05,1.0877717393456975e-10,8.511033413664772e-05,1e-12,1e-12,1e-12,1e-12,0.0012965735108231944,1e-12
1,1,2,0.0,0.2045482201703633,0.05436369410033959,0.3333333333333333,0.6524855474052101,0.013210420380629096,1.5159470988658306e-08,6.8149922842499155e-09,1.6338986243987104e-05,0.8284527035207572,0.9999999999999921,5.241563256428708e-13,0.999999999999997,0.1383911551658406,0.07343727232988492,0.04123612756384904,0.42643160127253443,0.08348863212821468,0.18159235141768496,0.4337326487925461,0.0378561580882353,0.33654207710078854,0.00042457368856932675,0.0005816777037992142,0.0008210421970523119,0.0030238110750973896,0.0003034901495782033,0.0008867262798609014,0.0012572798392656475,0.004113264773837525,0.6063923875991659,0.6217240310484822,0.631138574194681,0.6753839714305054,0.6622110593774758,0.6758433139842069,0.6889646086837704,0.7304367429907184,0.3747059920325655,0.025423728813559428,2.602647881968947e-07,0.19364161849710976,0.5355932203389829,0.6508024389868388,0.9506565163485456,0.9819769846791051,0.008531087481874977,0.7936679856735768,0.001427437034986671,0.011160302022795825,0.022628246162672505,0.31094257248048285,0.4282405320752452,0.013894533030403555,0.47581674222869674,0.5361220926232383,0.571454513828674,0.6032655346828547,6.525571114677015e-10,0.00018863337996602342,8.166058325195958e-10,0.00021871585192447703,9.127650280216752e-10,0.0002623269152339061,1e-12,1e-12,1e-12,1e-12,0.011056235930219606,1e-12
1,1,3,0.0,0.21172237564001947,0.055771722476520284,0.6666666666666665,0.36433781908322893,0.013210418880044107,1.1951998983900425e-08,5.9429755851504e-09,2.0446303179048802e-05,0.7445484624209139,0.9999999999999902,1.2179092014275505e-12,0.9999999999999979,0.18731732113356203,0.09383651464374186,0.04110974009189988,0.47746553552492044,0.05659975507161491,0.27064720173371015,0.46453698421753165,0.03142233455882343,0.4091286900573301,0.00036407337074798393,0.0005068927814643895,0.0006373821006267047,0.001872745793912182,0.0005223907629025457,0.0014963574941645468,0.0019130728536951615,0.004637395942360562,0.6767262084199206,0.6938645452628506,0.7044307228856836,0.7545008114815761,0.7388585638173288,0.7541849255807895,0.7690611348115485,0.8185527614689836,0.3851136839364513,0.03954802259887014,3.602106562356611e-08,0.12716763005780354,0.6169491525423727,0.6522266991903398,0.9551183867123128,0.9760232731890437,0.015935151260911704,0.7968175668580777,0.0008066121136968669,0.012635313069987684,0.02626874148836214,0.2620846572808212,0.3545950338286385,0.014190330554220039,0.471470627437303,0.56940012283953,0.7182524273033758,0.7636554955064122,1.424733255641446e-10,8.927655002555097e-05,2.3932764774882736e-10,0.00011452006364918563,2.43682520906081e-10,0.00013278154307021638,1e-12,1e-12,1e-12,1e-12,0.009111375665484813,1e-12
1,1,4,0.0,0.27490521179672,0.10451564012052214,0.4444444444444445,0.41689260941438744,0.013210422566079382,4.967296264933277e-10,5.892763937898283e-09,0.0009509853556695091,0.7129776587831913,0.999999999999986,1.317250331706564e-12,0.9999999999999979,0.1383911551658406,0.11423575695759869,0.026280276716531777,0.4373674443266171,0.0864703689899366,0.18013370450445787,0.5368891424225138,0.03469669117647057,0.43828690359787426,0.00038604432539285886,0.0005626715594879986,0.0008020553229121793,0.0017918976058964853,0.0005412471632199765,0.0016962854869006134,0.002488549094046199,0.0050499739355826904,0.6569100558508275,0.6735459110610131,0.6838033678311722,0.7320983949051554,0.734679724464643,0.7499257754995017,0.7647323839042593,0.813774796143039,0.4570135426722146,0.03107344632768364,6.292146109610194e-08,0.15317919075144507,0.5932203389830507,0.663396536980537,0.952083994856256,0.9845465334323065,0.02904411114503115,0.7916585447142103,0.0008862681655756212,0.018669414179986264,0.03808178322884506,0.329232492025764,0.5124405481842228,0.01832877556053999,0.482046420370945,0.556639883053504,0.6050435676516616,0.6432812079044068,1.1939105186880448e-10,0.00010203113245452204,3.4541898800484365e-10,0.00013436870148554717,6.342895682807049e-10,0.00018656726970258137,1e-12,1e-12,1e-12,1e-12,0.0033121559670028877,1e-12
1,1,5,0.0,0.30768374031303547,0.1168816714226314,0.6666666666666665,0.7033305886714097,0.013210426397421324,3.676737185484129e-09,7.3553309573054805e-09,0.00014245933201741622,0.9000297004030143,0.9999999999999919,1.6613704456144743e-12,0.9999999999999991,0.1383911551658406,0.11219583272621302,0.02678725471135609,0.41549575821845164,0.06559821095788297,0.2156429853315031,0.4257463396082904,0.04090073529411762,0.3124805370134921,0.00017278824600378044,0.0002099130004523334,0.00029214364150900436,0.000739660315987647,0.0002036566705056132,0.0005369377462202738,0.0007197682459617222,0.0017001315958182941,0.6936391433378339,0.7111955641908528,0.7220384410181337,0.7734397177293866,0.7362396471468774,0.7514932095815745,0.7662957709420857,0.8153927901903079,0.35014644583147314,0.03107344632768364,1.24192135270156e-08,0.10404624277456645,0.576271186440678,0.6426527931501791,0.9608699297563383,0.9907258255556817,0.026414142626017004,0.8340218978508565,0.0003959633849307257,0.0016913267066711174,0.0028697624549072487,0.3319966166873317,0.45595790594736824,0.019062463144602013,0.47563174048366935,0.6331634782583239,0.5793216962446445,0.6008389683887476,1.2975226942886598e-11,3.9698035610685765e-05,4.414358501167155e-11,4.3954482404814364e-05,6.884590962942781e-11,5.8370395779719536e-05,1e-12,1e-12,1e-12,1e-12,0.002463489669664069,1e-12
1,1,6,0.0,0.22246318087408934,0.06043309589070791,0.5555555555555556,0.631577729250115,0.013210425008135743,1.9415836330066403e-09,7.838640588666828e-09,0.0003074359671271289,0.7600235048845201,0.999999999999989,1.259131953771351e-12,0.9999999999999977,0.14538060744694373,0.07955704502404194,0.03957545496730776,0.43372216330858937,0.04174431606410725,0.3105225078453631,0.4787031755086517,0.05721507352941169,0.26916285471570456,0.0002150229480910445,0.0002939568518151121,0.0004754257744835955,0.0017163428095783428,0.000251581601302407,0.0007771796127667341,0.0012097157135728836,0.00392327504760242,0.6730856058028714,0.6901187876432751,0.7006350405312758,0.7503936449741472,0.7322583301377495,0.7474331357580422,0.7621613845744357,0.8109616950202378,0.34253810887838987,0.03954802259887014,3.254711605531597e-08,0.13005780346820817,0.5627118644067794,0.6578904305083291,0.9521942781417649,0.9749577978199693,0.016852415202568125,0.7819868467771588,0.0004948828287478156,0.017520946698933296,0.03564666710817596,0.4195206968321881,0.4748580399120736,0.026737837384218928,0.48291132428801326,0.5961370726740944,0.3234252282287463,0.3838612968641233,2.2839389173206798e-11,5.7817868213544656e-05,3.362197051764693e-11,5.9641832118100065e-05,1.819606670892459e-10,9.222415668636426e-05,1e-12,1e-12,1e-12,1e-12,0.0023220452867742667,1e-12
1,1,7,0.0,0.17199418418342863,0.03210294806916262,0.3333333333333333,0.43813049245580693,0.013210421098590833,9.52617426989691e-10,6.009752014464685e-09,0.0004964311142641087,0.6924746911262445,0.9999999999999822,4.585114382491201e-13,0.9999999999999973,0.14538060744694373,0.12851522657729858,0.024098363643578615,0.46652969247083764,0.14908684308609765,0.11807099341471416,0.5288077581289217,0.07973345588235284,0.22417509553161277,0.0007326943117037671,0.0009576063727633607,0.0014791748413768636,0.0036515138936000983,0.0010192703675695966,0.002812324316268331,0.004162970393203972,0.010295839477617169,0.6851804160417263,0.7025479750012121,0.7133293249341474,0.7643009734900076,0.7396843983359517,0.75504005190609,0.7699903897347615,0.8197865319313064,0.48055205809502577,0.03672316384180798,1.489955072852817e-07,0.10115606936416197,0.5796610169491526,0.6783515585262887,0.9679828264388965,0.992970845498997,0.02608801294675199,0.7869945894506648,0.0016152252270072568,0.008343952624159504,0.01624037932679674,0.20661515249780057,0.38802943434702203,0.012616053906185611,0.47091434740070426,0.5327865812538471,0.8007499298293831,0.8149623119923932,3.583163150298919e-10,0.00016382820515451136,8.010908823090211e-10,0.0002103959609300841,2.2871986868942357e-09,0.0002988828509492223,1e-12,1e-12,1e-12,1e-12,0.015158123034023892,1e-12
1,1,8,0.0,0.2759507433913892,0.10111352426440935,0.6666666666666665,0.6761454804965452,0.013210415420598675,3.034287254428636e-09,8.903121080682771e-09,0.0002170312273153923,0.8549524378293296,0.9999999999999949,7.490003236366007e-13,0.9999999999999987,0.14538060744694373,0.06731749963572782,0.04658197603953649,0.41549575821845164,0.04169107076300513,0.30010926765030244,0.4838847689674842,0.07944623161764708,0.20634289917358753,0.0002859719652065224,0.0003960893718852999,0.0006139168255502521,0.0024789509349450005,0.00036132896897212265,0.0010948650391634871,0.001665037352821368,0.006190793074192679,0.6673949108083324,0.6842870707065457,0.6947153901807148,0.7441103869203557,0.7340707948057347,0.7492902047212113,0.7640687535206678,0.8131911811110255,0.3307582757987635,0.04802259887005655,4.641588833612705e-08,0.1473988439306359,0.6033898305084745,0.6715082259010783,0.9602073956737998,0.9812301330903439,0.018734911704919158,0.8029867891952925,0.0007762633808564807,0.006134163824918354,0.012472712366761132,0.2344146567239402,0.5217848141364266,0.014882508861542246,0.48504131424307456,0.5824239038813771,0.4828876363450214,0.526466307878122,1.0891164147324388e-10,7.88062205908529e-05,1.5059548644978964e-10,8.810705680705234e-05,3.320179537607947e-10,0.00012736661330752612,1e-12,1e-12,1e-12,1e-12,0.0027463784354436757,1e-12
1,1,9,0.0,0.2935548962281049,0.10270599301841096,0.5555555555555556,0.7315898596837043,0.013210425434962397,1.4467090784928012e-08,8.41735146734557e-09,2.680805316430891e-05,0.8903439682743067,0.9999999999999925,1.2749028060061703e-12,0.9999999999999991,0.14188588130639218,0.05915780271018513,0.05171096804205974,0.4191410392364793,0.07156168468132681,0.20282823063275435,0.38871458452177216,0.05353860294117637,0.23293865949137404,0.00017836252040981246,0.000281085416823738,0.00045422818827778604,0.0019622870441039046,0.0002731828906955195,0.000920792936771943,0.001480278265342654,0.005708400939968815,0.6885389899627807,0.7059757916729467,0.7167494628819499,0.7678980724360821,0.7449493491706229,0.7604084433680367,0.7754323795390003,0.825649847779538,0.34934762403784436,0.01412429378531075,2.2822244741863784e-08,0.12716763005780354,0.5355932203389829,0.625832773868672,0.9509111556613183,0.9861063789726592,0.021293387215594192,0.8223350205520598,0.0004939397450875623,0.0031145247370999996,0.006847952575694344,0.3857033918163894,0.6292638091119837,0.016158509885463485,0.4902773467807058,0.6146343695042246,0.7174581079152748,0.7169291315431833,2.237471352629467e-11,3.905032693508064e-05,4.390868299024038e-11,5.7176637820320515e-05,1.1565505651724123e-10,8.525647754429931e-05,1e-12,1e-12,1e-12,1e-12,0.0018741380742898902,1e-12
