fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,sigma,d_norm,d_mean,ps_norm,ps_mean,pc_norm,pc_mean,loglikelihood,mhl_norm,mhl_mean,std_y_last_1,mean_std_x_last_1,BFGS,DE,Elitist,MLSL,Non-elitist,PSO
1,1,0,1,1.0063475908748205,-0.3738636437613687,1,0.6953308980755848,111.66696469423115,0.4236722136490625,13.327841351085542,31.45790760336552,1.0,17.422894487483152,0.0,0.0,0.0,0.6180873682969769,0.0,0.0,0.0,0.6283324377423878,-6.299542627525439,-6.299542627525439,-6.299542627525439,-2.405874903403617,-6.1968274916887225,-6.1968274916887225,-6.1968274916887225,-2.3031597675669016,0.8333333333333333,1.1261261261261255,2.5736529368675245,0.2672672672672673,0.5,1.1617285985266397,0.9370695915798036,0.9511874595956348,0.1590522288861739,-0.6232201547083851,2.0,2.2360679775,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.53553110390589,2.0147295377140937,0.0,0.0,0.0,0.0,0.0,8.8357e-06
1,1,1,1,-0.0055062363561374,-2.054735021524442,2,-0.6811788798993463,116.47917450105986,0.1226128789776754,6.718768838686644,54.79659962890158,1.0,7.615425435822296,0.0,0.0,0.0,1.092524118703119,0.0,0.0,0.0,1.1252124671747372,-5.818391650973609,-5.818391650973609,-5.818391650973609,0.538341559775918,-5.64936258368205,-5.64936258368205,-5.64936258368205,0.7073706270674771,0.7043823975884862,0.6856856856856854,3.152376410445192,0.3773773773773774,0.6666666666666666,0.92168008404418,0.8377495440699173,0.8598729917632966,0.274528233619204,-0.6656657702812641,2.0,2.2360679775,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.65928010738434,1.861778730710267,0.0,0.0,0.0,0.0,0.0,1.899e-06
1,1,2,1,0.7514967878305183,-1.287200621174463,2,0.7644049155644532,107.7824808743135,0.8618939820263516,6.219844016190259,7.216483866805898,1.0,21.410397641046288,0.0,0.0,0.0,1.2795977619129673,0.0,0.0,0.0,1.3166885026332305,-6.04859672050288,-6.04859672050288,-6.04859672050288,1.6911741057667191,-5.878209470798081,-5.878209470798081,-5.878209470798081,1.861561355471518,0.7043823975884861,0.8838838838838833,1.3312624876018004,0.2452452452452451,0.6666666666666666,0.8501606349195937,0.8216221377058874,0.354109822159267,0.2865439633882588,-0.5209555274958304,2.0,2.2360679775,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.925670619938067,1.9578292188750652,0.0,0.0,0.0,0.0,0.0,3.0856e-06
1,1,3,1,-0.0057984614592204,-1.4319328247866066,1,-0.6681240394938137,116.06453429084117,0.8781857745721717,7.768337556112477,8.845893182336049,1.0,97.05557993360271,0.0,0.0,0.0,0.514582166860491,0.0,0.0,0.0,0.5556202523558222,-6.1504791669496015,-6.1504791669496015,-6.1504791669496015,-2.9855522699903685,-5.696205067291889,-5.696205067291889,-5.696205067291889,-2.5312781703326563,0.7420981285103055,0.8398398398398399,1.2975171686575868,-0.3493493493493495,0.5,1.1017382226118524,0.9675158180786668,0.9711999257936668,0.0890111840468051,-0.829712369629646,2.0,2.2360679775,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.473765174060182,1.9462888837180263,0.0,0.0,0.0,0.0,0.0,8.336e-07
1,1,4,1,0.4532838766082194,-1.6169420770067455,1,0.7996246866346246,107.36432379750708,2.54213073786389,7.596156750950979,2.98810625189714,1.0,4.491319888953529,0.0,0.0,0.0,0.5596039776413849,0.0,0.0,0.0,0.549327139421374,-6.55466044265513,-6.55466044265513,-6.55466044265513,-2.8866463868566785,-6.677285341594631,-6.677285341594631,-6.677285341594631,-3.00927128579618,0.6666666666666666,0.7077077077077075,1.2028726506001872,0.1131131131131128,0.5,1.0016041246363292,0.9995136277576724,0.9999892252857504,0.0017751552345236,-0.4292416779534711,2.0,2.2360679775,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.21685705355766,2.105587729352803,0.0,0.0,0.0,0.0,0.0,1.4707e-06
1,1,5,1,0.4923592113820055,-1.4219411604265302,1,0.8217401932813607,105.32709372226604,0.8219242443636263,6.7095579452814365,8.16323157674501,1.0,50.41853837012079,0.0,0.0,0.0,0.9085743638211148,0.0,0.0,0.0,0.8987225163640714,-5.607669719475743,-5.607669719475743,-5.607669719475743,-0.5126847715841398,-5.669141314611986,-5.669141314611986,-5.669141314611986,-0.5741563667203824,0.7043823975884861,0.8178178178178177,2.325444274683707,0.5315315315315318,0.3333333333333333,1.0269664221137131,0.8528728640464281,0.5895463373261431,0.2780015537465072,-0.4039541292882075,2.0,2.2360679775,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.821220368413226,1.7959533270490298,0.0,0.0,0.0,0.0,0.0,3.6682e-06
1,1,6,1,0.5598880105745524,-1.4780373811461278,1,0.3593600260345135,113.34775710459004,0.8064688880694935,4.688315915986768,5.813387206057695,1.0,5.4447999809836745,0.0,0.0,0.0,0.6292632771113192,0.0,0.0,0.0,0.5723833001336438,-6.77559596667836,-6.77559596667836,-6.77559596667836,-2.5119622443040983,-7.448913553869863,-7.448913553869863,-7.448913553869863,-3.1852798314956017,0.6666666666666666,0.5095095095095097,1.6306163126774824,0.443443443443443,0.3333333333333333,0.779557009850398,0.9648473478530388,0.9723307321242172,0.0551922208593011,-0.6246172095119444,2.0,2.2360679775,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.813139310938704,2.165733864765636,0.0,0.0,0.0,0.0,0.0,4.515e-06
1,1,7,1,-0.3171309856055135,-1.3468584728011297,1,0.8568159471771548,95.8056921617937,0.004339600393709,2.3823021600784915,548.9680947425534,1.0,5.740673580488777,0.0,0.0,0.0,0.8204307948371659,0.0,0.0,0.0,0.7943928623723184,-6.1763228428245815,-6.1763228428245815,-6.1763228428245815,-1.109077383715066,-6.378765091087367,-6.378765091087367,-6.378765091087367,-1.311519631977851,0.7420981285103055,0.4214214214214208,1.0331266974971984,0.0910910910910906,0.3333333333333333,0.7190390026246396,0.9250124165549334,0.3497238235295296,0.1278613618884477,-0.8530770707893249,2.0,2.2360679775,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9789304830291226,1.936568532141901,0.0,0.0,0.0,0.0,0.0,6.6665e-06
1,1,8,1,0.9782608116960944,-0.4355935752391877,1,0.9713308145681276,88.34029528346768,0.3304530180991207,14.190549562510745,42.9427143505593,1.0,17.864172670477927,0.0,0.0,0.0,0.5269252750945508,0.0,0.0,0.0,0.5631689575571401,-6.311077208828323,-6.311077208828323,-6.311077208828323,-2.9856111144235093,-5.904917254015027,-5.904917254015027,-5.904917254015027,-2.5794511596102137,0.7420981285103057,0.971971971971972,1.3650078065460138,0.7517517517517519,0.5,1.0419174848232031,0.8690210532261823,0.7335402511899966,0.2379284538666099,-0.7245962589405239,2.0,2.2360679775,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.81291229052811,2.076057910871516,0.0,0.0,0.0,0.0,0.0,8.121e-07
1,1,9,1,0.1549794996186986,-1.895050657199011,2,0.8596392769607761,109.79491127523018,2.6093380416807226,13.774533100267512,5.278937753651529,1.0,28.128909598556728,0.0,0.0,0.0,0.4778171480086107,0.0,0.0,0.0,0.4836541154979681,-6.286161114925572,-6.286161114925572,-6.286161114925572,-3.2825255390692067,-6.210296738122109,-6.210296738122109,-6.210296738122109,-3.2066611622657435,0.5377157309218195,0.8838838838838833,0.7814350607844542,0.5755755755755753,0.5,0.93324773628815,0.8739784217195078,0.7475949503815096,0.1768613767979753,-0.2992798615845561,2.0,2.2360679775,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.188971652139585,1.9683275583809088,0.0,0.0,0.0,0.0,0.0,2.6854e-06
1,1,10,1,0.0262124913709779,-1.6773886034872671,1,0.8109365558636528,97.1004053561564,0.2116273469505631,11.950190199449722,56.4680811419014,1.0,85.31019109271,0.0,0.0,0.0,0.5652817365790241,0.0,0.0,0.0,0.5742836335458185,-5.942324353190346,-5.942324353190346,-5.942324353190346,-2.5832369235030805,-5.849178408493274,-5.849178408493274,-5.849178408493274,-2.490090978806009,0.7043823975884861,0.9059059059059056,0.4147221087162493,0.7957957957957954,0.5,1.031140076793445,0.9848559516715716,0.9926679708119086,0.0516377837121753,-0.9075352340644812,2.0,2.2360679775,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.132738004246416,1.9527539621170555,0.0,0.0,0.0,0.0,0.0,2.2337e-06
1,1,11,1,0.6009358722356799,-1.480484663046136,1,0.9704375624075204,98.6027579634144,1.2201841030255,8.438057994357097,6.9153974170246615,1.0,6.6040029590463645,0.0,0.0,0.0,0.2648339727944957,0.0,0.0,0.0,0.2581513064940582,-5.560025145507388,-5.560025145507388,-5.560025145507388,-4.087541597385372,-5.703955436521904,-5.703955436521904,-5.703955436521904,-4.231471888399888,0.7043823975884861,0.861861861861862,3.5772850993678698,0.5535535535535532,0.5,1.008601179124912,0.9783970154826012,0.990764621498504,0.0620854769567578,-0.5927676393228998,2.0,2.2360679775,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.9129468526289,1.7883946932521255,0.0,0.0,0.0,0.0,0.0,3.1509e-06
1,1,12,1,-0.0985427900055515,-1.857091835866566,1,0.7716703078738136,101.20946231154016,0.0825987464121194,7.448137851325956,90.17252894086435,1.0,122.90780279658377,0.0,0.0,0.0,0.6488413843156575,0.0,0.0,0.0,0.6533127586581967,-5.99152959689459,-5.99152959689459,-5.99152959689459,-2.1039772390772704,-5.950522634521557,-5.950522634521557,-5.950522634521557,-2.062970276704238,0.6666666666666666,0.94994994994995,2.5084150592775414,0.3333333333333329,0.5,1.0210875818427994,0.973733255664506,0.9897201725551932,0.0450270546614449,-0.6113655965588026,2.0,2.2360679775,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.9260200642336,1.9642276623138344,0.0,0.0,0.0,0.0,0.0,7.287e-07
1,1,13,1,-0.8203023505896612,-0.5835459664633222,1,0.9632496587342768,110.38871502938484,0.8308127909687897,3.014755564674005,3.6286821741858057,1.0,10.084387697905832,0.0,0.0,0.0,1.0465362910697489,0.0,0.0,0.0,1.0537867265718155,-6.237087556336802,-6.237087556336802,-6.237087556336802,0.2902509219491973,-6.194174128118666,-6.194174128118666,-6.194174128118666,0.3331643501673333,0.6666666666666666,0.5755755755755753,0.8434619515486134,0.4214214214214208,0.5,0.7114973015372191,0.8310076185315397,0.2560847405168087,0.2319543011982432,-0.4792696506879479,2.0,2.2360679775,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.124588286028512,1.9784049923187284,0.0,0.0,0.0,0.0,0.0,2.4814e-06
1,1,14,1,0.0341782723123971,-1.5621595909228552,1,0.7300519100299545,104.69490156220569,1.020135618096479,2.949742397132621,2.891519857562361,1.0,58.26798807722638,0.0,0.0,0.0,1.0171721601318202,0.0,0.0,0.0,0.9999657400393164,-5.706307699804258,-5.706307699804258,-5.706307699804258,0.0979896295824778,-5.804496191198034,-5.804496191198034,-5.804496191198034,-0.000198861811298,0.6666666666666666,0.5535535535535532,1.9466563433422632,0.1351351351351351,0.3333333333333333,0.6751195989835419,0.8240626815593874,0.3869019496462039,0.262205854955293,-0.6594102321002229,2.0,2.2360679775,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.961788796007315,1.8371693576858528,0.0,0.0,0.0,0.0,0.0,2.0451e-06
