fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,sigma,d_norm,d_mean,ps_norm,ps_mean,pc_norm,pc_mean,loglikelihood,mhl_norm,mhl_mean,std_y_last_1,mean_std_x_last_1,std_y_last_2,mean_std_x_last_2,std_y_last_5,mean_std_x_last_5,BFGS,DE,Elitist,MLSL,Non-elitist,PSO
1,1,0,1,1.476879373336734,2.93639360443872,3,0.4442814085538461,113.2657972836457,0.3056848618246592,4.72076836201114,15.443252027046636,0.7197692684517798,0.9999999999999812,1.000000228284021,0.32,0.17,1.8823529411764703,0.27,0.255,1.0588235294117647,0.0,0.4725059923195161,0.5354163881661346,0.583503418080061,0.0,0.5413408412837152,0.5841645009725732,0.6249651763166717,-5.913064965286109,-3.119106336213831,-2.747113078580911,-2.4627713467122074,-5.618977174148753,-2.577195343541075,-2.336570177235867,-2.107312113787524,0.8388482132954995,1.1261261261261255,1.8046618049350167,0.3773773773773774,0.6086956521739131,1.062281180761326,0.9069122627346706,0.92002660965086,0.1706206968198319,-0.4455122983605983,1.8700766578,1.8423216697,0.8162306398,1.86134134,0.1472778559,1.5120777602,0.14058484,-78.5567845394,7.8922914351,2.6326116601,6.00872248077345,1.2275926606399443,8.123179576486693,1.5309207903236677,16.384743636751452,1.7999058517043651,0.0,0.0,0.0,0.0,0.0,1.2758e-06
1,1,1,1,1.1209268431985704,0.6348837732294523,1,0.6132935735488761,104.273718294302,0.3660958222333436,4.906156996860819,13.401291953923783,0.807206426282439,0.9999999999999708,1.000000151434693,0.205,0.13,1.576923076923077,0.2799999999999999,0.225,1.2444444444444442,0.0,0.4780946560760102,0.5670169026555687,0.5768743782454374,0.0,0.4875686665711298,0.6518128038067584,0.6168380043316014,-4.21201864388429,-2.198275038950688,-1.8237328785015112,-1.7822130075353495,-3.973849391348448,-2.036324942454189,-1.3836434776678352,-1.522628063274722,0.8876422220611538,0.7957957957957954,1.6306163126774824,0.3553553553553552,0.5652173913043478,0.9653034234994328,0.9139479576718688,0.9272976339893018,0.1699360677364953,-0.512297589287871,1.0859931273,1.6893418011,0.75038954,0.8562342326,0.0680510973,0.7156442658,0.1372449351,-50.4435288186,7.7487197617,2.5078973732,5.456480596540158,0.92853193200401,7.191509717841594,0.921861773014666,11.288280897568372,1.2408970446552594,0.0,0.0,0.0,0.0,0.0,3.574e-07
1,1,2,1,1.3930652276434747,1.4483881083155934,2,0.533552765876074,101.70393016690846,2.517061872978056,3.987661539399051,1.5842524898607513,0.8305466220113625,0.999999999999979,1.0000003455555664,0.32,0.16,2.0,0.315,0.21,1.5000000000000002,0.0,0.4324838613432443,0.455634042272165,0.5658882019335246,0.0,0.454175094171134,0.4880803465397207,0.5685601036805921,-5.359643750327786,-3.0416843257618376,-2.9176076032271907,-2.3266845854505425,-5.176176548797908,-2.825286077301203,-2.6497865051098497,-2.2332090735443204,0.7743885423498166,0.9059059059059056,1.2654403332856807,0.3993993993993996,0.3260869565217391,1.0277586113451782,0.9289745938901084,0.8941692014197953,0.1463119007999885,-0.4930025938244943,1.530612297,1.7185308594,0.7637625057,1.948976306,0.6561111483,1.5514631043,0.5582289539,-64.8332869602,7.8225241724,2.5019727786,4.722466485198771,1.0950270638239226,5.159128693853257,1.2698943838735202,12.205191329809049,1.6604214692707313,0.0,0.0,0.0,0.0,0.0,1.6113e-06
1,1,3,1,1.1174389383463237,1.0957566749989436,1,0.2500996316941812,101.06965694656796,1.044361437036593,3.0843332367866,2.9533197295550173,0.7197086608674141,0.9999999999999714,1.0000004572490175,0.3350000000000001,0.155,2.161290322580645,0.41,0.25,1.64,0.0,0.251880659588068,0.3633073302895003,0.5114646331705558,0.0,0.270520544486631,0.3795416264065515,0.5178384835961821,-5.045059031211215,-3.774306234768994,-3.212152103428936,-2.464689764488971,-4.906395791541655,-3.579114930546892,-3.044214353025676,-2.3656752349270347,0.8469304547834542,0.7737737737737733,1.4005083955986373,0.3553553553553552,0.5652173913043478,1.0682654322440124,0.9195829128490828,0.9234948745005644,0.1847768172534865,-0.5369074065804258,1.4344820945,1.7781074615,0.7894869612,1.3387228449,0.2287362984,1.0521193798,0.210851592,-63.9667197592,7.6367638897,2.5063754159,5.751562275004885,0.9962430687235116,5.330273820482162,1.199045086575946,8.13883024943315,1.5323400934031064,0.0,0.0,0.0,0.0,0.0,1.6237e-06
1,1,4,1,2.5014287042076337,6.700072746726777,3,0.4155818569450521,107.60036529272465,1.2330684439487376,3.19091479676971,2.5877840053640737,0.8337153735975755,0.999999999999968,1.0000006712432492,0.3350000000000001,0.2299999999999999,1.4565217391304353,0.5050000000000001,0.23,2.1956521739130435,0.0,0.3394578425533724,0.4938535323051322,0.615484013725494,0.0,0.3468576325895781,0.5225589760124189,0.6576727042017484,-5.15990207206349,-3.408332846894141,-2.611666207426365,-1.98406483431936,-4.895164959040916,-3.197239630212525,-2.337152570632621,-1.675748582914836,0.833180453800197,0.9059059059059056,0.8434619515486134,0.1351351351351351,0.6304347826086957,1.0232575480553787,0.9429593150234906,0.9594386405958988,0.1297994955102815,-0.4419612056238637,1.5187511862,1.7811063265,0.7924188705,1.9226339121,-0.0861238802,1.6726435708,-0.0808861183,-60.1934706278,6.4543442009,2.1093711799,9.416117039356488,1.339727795363227,7.153530702413572,1.2293641067639036,7.0297691241321125,1.4966885801929903,0.0,0.0,0.0,0.0,0.0,6.14e-07
1,1,5,1,1.9839426455061364,3.790367485353973,3,0.6336923104091462,105.9178604292524,0.9433766402400028,4.217132054617533,4.470252786357588,0.8787884370035562,0.999999999999979,1.00000059410277,0.345,0.1649999999999999,2.090909090909092,0.315,0.1399999999999999,2.2500000000000004,0.0,0.2673746237229681,0.3375668425892892,0.4465846952462906,0.0,0.3394357089032713,0.4004973293811508,0.4707422367473347,-4.617648567216534,-3.3830065190721106,-3.058883520194293,-2.555477389071668,-4.325160011696701,-2.85704625700635,-2.592944977866025,-2.289124513500468,0.8695148343650072,0.9059059059059056,1.473356144568958,0.3993993993993996,0.5652173913043478,0.9895727683622476,0.918961035148931,0.9467194953099952,0.1598000859048188,-0.3842266783477813,1.2709510708,1.7017830409,0.7563555973,0.6509158521,0.101294355,0.5332083585,0.1462955561,-50.3945047937,6.44481498,2.099587379,2.600473185179223,0.8785495100275966,4.040144001328327,0.9288063420233476,10.67439686784124,1.3899203799520667,0.0,0.0,0.0,0.0,0.0,2.154e-07
1,1,6,1,1.1975911422031162,0.9890474420576932,1,0.3988435512483319,103.243877625992,0.7934065970308708,3.909581345553381,4.927588654019299,0.5943677556890179,0.9999999999999624,1.0000004361364754,0.285,0.12,2.375,0.34,0.21,1.619047619047619,0.0,0.3329196927073802,0.4171237247396946,0.536034364894018,0.0,0.3675138212278011,0.4793449985847542,0.5541956958986227,-4.669834685465157,-3.115154756985832,-2.7219358475453106,-2.166642815681785,-4.435959507133656,-2.805683077855172,-2.309604503464646,-1.977569841099608,0.8595301963191236,0.9059059059059056,1.05931476351837,0.443443443443443,0.5217391304347826,1.0496177507967823,0.92913502505877,0.9447549278982572,0.1651124577841927,-0.4656462555610915,1.2394317311,1.7477010038,0.776763565,1.4330875148,-0.2802095162,1.1492127037,-0.2648038058,-52.0084048462,6.8625415532,2.1928691173,2.6975928653979904,0.974200081844429,3.4709472280869424,0.9648499668083468,9.701174227902603,1.3806083366761333,0.0,0.0,0.0,0.0,0.0,2.2194e-06
1,1,7,1,0.1747375087606654,-1.1868274605300129,1,0.0931416289102829,98.17387147466218,0.1839427640923678,2.1629300655257664,11.75871242447808,0.5826583162864095,0.999999999999925,1.0000002620475088,0.31,0.1,3.1,0.435,0.265,1.6415094339622642,0.0,0.343686630309,0.3685106810847968,0.4882287543196715,0.0,0.3362530172437586,0.3882549603778282,0.4777302915231583,-4.802719207727587,-3.152088826903382,-3.032865881428858,-2.457893591591588,-4.7362739251667865,-3.143687527336515,-2.8973920800126147,-2.473612402163324,0.7540353843578972,0.8838838838838833,1.05931476351837,0.2452452452452451,0.5434782608695652,1.0444391943807931,0.9306238452828712,0.9309936358154174,0.1307514956176821,-0.5954418391489988,1.4124019497,1.7968360175,0.7967182713,1.6566074207,-0.0405594028,1.3369681968,0.0270020773,-66.0633317219,7.9787107404,2.6141271438,3.756410052942742,0.7874481619106163,4.591645220052897,1.0798127853919497,8.827713042527748,1.4961649140019373,0.0,0.0,0.0,0.0,0.0,2.4015e-06
1,1,8,1,1.9153898379201049,4.653294847096389,2,0.4219707608841943,94.13680896829668,0.2475090286779363,4.741977946745617,19.158807951672635,0.7208106192615291,0.9999999999999832,1.0000004451595756,0.3399999999999999,0.145,2.344827586206896,0.2799999999999999,0.16,1.7499999999999998,0.0,0.3116973736334192,0.3841273757922707,0.5051915007908414,0.0,0.338633744854294,0.3901122436562541,0.5188546757637903,-5.216130832739163,-3.590276551646066,-3.212472184169916,-2.5809858690262835,-5.007774498931301,-3.311973066972359,-3.054180353428638,-2.409467284990124,0.7973625524857562,0.94994994994995,1.5499930850548158,0.2672672672672673,0.4130434782608695,1.0315584535226925,0.9399092685763636,0.93772729534244,0.1449930949277621,-0.4680623840219228,1.4542467604,1.6559067396,0.729959036,1.053337141,-0.0399511698,0.8063827113,-0.0108950495,-64.6589595745,8.8491313444,3.0061304545,3.446999689169948,0.8027763236956817,5.025465655531022,1.1302857074738444,12.597536924492395,1.611792112237712,0.0,0.0,0.0,0.0,0.0,1.0444e-06
1,1,9,1,1.7981092955531408,2.532198963018745,1,0.6271429477873897,105.17984841714254,1.2057352523516078,5.731077225596622,4.753180446884178,0.8016355233713821,0.9999999999999796,1.0000004525841564,0.345,0.28,1.2321428571428572,0.26,0.22,1.1818181818181817,0.0,0.4872758780419335,0.5047659595417029,0.5243986930807083,0.0,0.5355539202718552,0.5229826788202644,0.5471400816852636,-4.73344458802402,-2.426951220231777,-2.344162888612595,-2.2512324322942723,-4.40579697890364,-2.046255134929899,-2.101641472538386,-1.9952088599776143,0.8113254323924576,0.9059059059059056,1.2333634979137746,0.443443443443443,0.5217391304347826,0.9908296647592614,0.9127473864576656,0.944580815620154,0.1646599142266442,-0.3362676461273655,1.2870182977,1.6955706384,0.7507861746,2.03044593,-0.5307148972,1.7356006736,-0.4578105358,-57.3027388619,7.6607228293,2.4564246557,3.1039389664108845,0.9853943704978624,3.723941834749632,1.125020105073017,10.547615216136904,1.3900056791494122,0.0,0.0,0.0,0.0,0.0,7.93e-07
