fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,sigma,d_norm,d_mean,ps_norm,ps_mean,pc_norm,pc_mean,loglikelihood,mhl_norm,mhl_mean,std_y_last_1,mean_std_x_last_1,std_y_last_2,mean_std_x_last_2,std_y_last_5,mean_std_x_last_5,BFGS,DE,Elitist,MLSL,Non-elitist,PSO
1,1,0,1,6.14318402290994,47.89450515968172,6,0.69203333331539,100.87343851866255,0.7141599405197774,5.335908333996012,7.47158728913365,0.8692813871297873,0.9999999999999928,1.000000147823935,0.9999999999999988,0.1063157894736842,0.088,1.2081339712918662,0.2618421052631579,0.0573333333333333,4.567013463892289,0.3981578947368421,0.0516842105263157,7.703665987780041,3.904420428072159e-05,5.424780982431316e-05,8.309602379447288e-05,0.0002464810060212,0.0004552997599615,0.0006380555647033,0.0009713431421373,0.0028996573859961,-0.93771333700205,-0.937699079821701,-0.9376720274104724,-0.9375188131514438,-0.0783587271628362,-0.0783444001274992,-0.0783182722411319,-0.0781671031641687,0.6040421234090695,0.7737737737737733,5.2463745211975145e-05,-2.441441441441442,0.496,0.9408415576878784,0.9347520304631152,0.9885516958915146,0.1355515448900599,-0.1095206077140934,0.0015697698,0.0187854351,0.0082741189,1.764446283,0.4865586407,0.0162766804,0.0035149204,413.7628835546,6.7839691859,2.3164017391,1.0743754730600306e-09,1.494031451029994e-05,9.003461043841515e-10,1.404128335994981e-05,1.7031721597016863e-09,1.920015165034964e-05,0.0,0.0,0.0,1e-09,0.0,1e-09
1,1,1,1,5.620681884785212,36.681082995446886,8,0.8009710828774993,101.50806537599432,0.0265461493706558,4.207012740716868,158.47920848992518,0.8679022697452584,0.9999999999999912,1.0000001238576792,0.9999999999999976,0.0970350877192982,0.0813333333333333,1.1930543572044865,0.2526315789473684,0.0306666666666666,8.237986270022883,0.3890877192982456,0.0474912280701754,8.192833394902106,1.2486004329290082e-05,1.2486004329290082e-05,2.020048439367801e-05,7.553207705828644e-05,0.000158137228214,0.000158137228214,0.0002481060961449,0.0008874075203755,-0.8172469188071865,-0.8172469188071865,-0.817240614093403,-0.8171953939551663,-0.0644783423410892,-0.0644783423410892,-0.0644725403801167,-0.0644313127644051,0.5630084546315779,0.7517517517517519,1.4393226447194064e-05,-2.397397397397397,0.472,0.9472924445877096,0.9404957599260022,0.9877938135336038,0.143492023179941,-0.0954567241204317,0.0004231201,0.0139778807,0.0061144761,0.8457543509,0.061718624,0.0062190281,0.0002256917,478.553116882,7.2847938312,2.3288332964,4.629183126799943e-11,2.601298836982533e-06,4.7872209723594666e-11,2.6603827951374886e-06,1.0365106629855826e-10,4.042540778722285e-06,0.0,0.0,0.0,0.0,0.0,0.0
1,1,2,1,5.620876041694472,39.65756265147732,7,0.6597517534970615,94.91672581807694,1.9756290124002465,4.63827361874606,2.347745244493496,0.8302644426145308,0.9999999999999888,1.0000002090410876,0.999999999999996,0.1023684210526315,0.064,1.5995065789473684,0.2592105263157894,0.0399999999999999,6.480263157894737,0.3663333333333333,0.0394912280701754,9.276321634828964,2.2815718149376983e-05,2.969466835698908e-05,5.0182371663612384e-05,0.0002393776064957,0.0001061462008549,0.0001325704838587,0.0002280027566233,0.0010376497180141,-1.1269165726021038,-1.126908820422241,-1.1268857319630703,-1.1266725198528933,-0.239699840115886,-0.2396935055470844,-0.239670628018198,-0.2394765351687838,0.5661861307588343,0.641641641641642,5.113387538414331e-05,-2.0010010010010006,0.508,0.9612966515960064,0.9455553002809894,0.9914927960864258,0.1177009247797541,-0.1204658248748394,0.0013611113,0.0142640713,0.0061781967,1.5424047718,-0.2307648974,0.014148499,-0.0018150624,431.8022427539,6.2575154178,1.9187231503,5.042718723473281e-10,8.74891725453276e-06,4.4455299370509175e-10,8.8028690076259e-06,5.91197293837771e-10,1.1573137572738236e-05,0.0,0.0,0.0,2e-10,0.0,2e-10
1,1,3,1,5.845802731975184,41.19013928334214,9,0.3632128933941848,92.89427258781606,1.5335451048805182,4.039043529374782,2.6337950651210043,0.7428244667316394,0.9999999999999868,1.0000003922422391,0.9999999999999968,0.1155263157894736,0.0679999999999999,1.6989164086687307,0.2789473684210526,0.0893333333333333,3.1225451688923807,0.371140350877193,0.047438596491228,7.823594674556213,3.709544856400166e-05,5.243369865758435e-05,8.220741958432698e-05,0.0002930444094179,0.0002716463412262,0.0003876318852748,0.0005939062008301,0.0020445902933183,-0.7707370078926163,-0.7707251856970833,-0.7707022371372152,-0.7705397312382886,-0.1040933674211953,-0.1040812908147772,-0.104059813192341,-0.1039087655685552,0.5848861318783867,0.7077077077077075,0.0001409772871628,-2.4634634634634627,0.5373333333333333,0.9625952171877952,0.9484503554253044,0.9889067939602308,0.1228077146225493,-0.1170952087655921,0.0013088948,0.0181507622,0.0078832705,0.6189658036,0.0213471054,0.0060895877,0.0008134103,423.357070297,9.9695045339,3.260545784,4.1209422872166174e-10,1.0474365100753936e-05,7.392553189557448e-10,1.2587341210840916e-05,1.0983406504441471e-09,1.637257620196882e-05,0.0,0.0,0.0,2e-10,0.0,2e-10
1,1,4,1,7.50646291883414,76.35015751016265,7,0.4174625332562476,97.5021811658251,0.0027879993244356,4.048664716221342,1452.175644641096,0.7095534336974395,0.9999999999999828,1.0000004180255746,0.9999999999999968,0.1036842105263158,0.0706666666666666,1.4672293942403178,0.2631578947368421,0.0573333333333333,4.589963280293759,0.4007017543859649,0.0356491228070175,11.24015748031496,4.320723930157398e-05,5.5645905761106926e-05,8.803683871410413e-05,0.000307839579854,0.0003418021557363,0.0004399612574834,0.0006872686325192,0.0022459212749465,-0.8689103224813681,-0.8688995139286758,-0.8688713678965658,-0.8686803707734212,-0.1083508511693474,-0.1083402119106015,-0.1083134067839659,-0.1081444676997383,0.5801206388425523,0.6196196196196196,9.39664831495469e-05,-2.265265265265265,0.5066666666666667,0.967934166613272,0.946476889462595,0.9923044962551436,0.1328810769907133,-0.120296322579004,0.001546113,0.0204112709,0.0090404896,2.7496564298,0.056770982,0.0248184328,0.0008779033,410.3828963395,9.386184846,3.1211340633,6.034114433025945e-10,1.552278654171484e-05,1.082877061104824e-09,1.6821864466172786e-05,1.435339253497338e-09,1.7418893144158215e-05,0.0,0.0,0.0,2e-10,0.0,2e-10
1,1,5,1,8.425471562500224,86.36517937319654,7,0.7051587637412517,102.33780274791714,0.4581331186501778,4.954837373310749,10.815278729268584,0.90009704325493,0.9999999999999885,1.0000005078904046,0.999999999999998,0.0970526315789473,0.0799999999999999,1.2131578947368424,0.2578947368421053,0.0733333333333333,3.516746411483254,0.3595438596491228,0.0395263157894736,9.096316023080336,1.752786518031251e-05,2.4424122381559224e-05,4.1648921154136765e-05,0.000146310592277,0.0001311965861541,0.0001743031358536,0.0002847637839122,0.0010007494101138,-0.6876891762910731,-0.6876844337265118,-0.6876725882112055,-0.6876006122512168,-0.0956445472695401,-0.0956404238221276,-0.0956298574771845,-0.095561368370578,0.5954775075172059,0.6636636636636631,2.5142033481427965e-05,-2.5955955955955954,0.4853333333333333,0.9580537848757212,0.9521807101320028,0.994708210406608,0.1462852177087946,-0.0871330353456905,0.0007023277,0.0136272094,0.005979309,1.4762346372,0.4889243496,0.0082531331,0.002896283,459.1716335068,6.9662608109,2.2555331668,1.1259734093835183e-10,4.379673788954591e-06,9.660845106741378e-11,4.500625118130149e-06,2.1357516893516496e-10,6.478759777262711e-06,0.0,0.0,0.0,0.0,0.0,0.0
1,1,6,1,6.132972874561826,44.66017655468258,7,0.634766202146432,100.65496719818726,0.2921338106781245,5.269523875115714,18.03804860137096,0.7609585408628444,0.9999999999999856,1.0000004027267575,0.9999999999999968,0.102298245614035,0.0666666666666666,1.534473684210526,0.2644736842105263,0.0413157894736842,6.40127388535032,0.3927368421052631,0.0421578947368421,9.31585518102372,8.050421394855361e-06,1.3088189397254476e-05,2.017387542915547e-05,0.0001169479923705,7.08636995959623e-05,0.0001151622471744,0.0001772500766026,0.000863623668212,-0.7896609647080653,-0.7896569865472988,-0.7896513912125864,-0.7895749718548356,-0.0881206526095074,-0.0881167487159408,-0.0881112771081541,-0.0880507891329259,0.5473322791642546,0.6856856856856854,1.6758078645307688e-05,-2.2212212212212217,0.4973333333333333,0.9652733614994036,0.9465484610581308,0.988501993638466,0.1334929887197872,-0.1185361900111585,0.0003131402,0.0187106443,0.0081273458,1.6232507256,-0.0638349322,0.0125546952,0.0008660869,479.5756117709,7.3834421273,2.3977932262,3.535597129659371e-11,2.0013188400160597e-06,4.472215781170748e-11,2.464951276260196e-06,7.840698517233861e-11,3.6724389129956566e-06,0.0,0.0,0.0,0.0,0.0,0.0
1,1,7,1,4.797961619946069,23.99356393827729,7,0.4379789769589449,95.853780410214,0.1778713668731237,4.109586763871412,23.104262569718674,0.6911061313830575,0.999999999999979,1.0000001938512375,0.9999999999999964,0.1207894736842105,0.108,1.1184210526315788,0.281578947368421,0.0346666666666666,8.12246963562753,0.4152631578947369,0.0345614035087719,12.01522842639594,9.954024194613548e-05,0.000133383824532,0.0001862361355929,0.0004662472685067,0.0008447575479438,0.0011703603865926,0.0016353665063998,0.0036083634824549,-0.7291283000169859,-0.7291036212466179,-0.7290650812946259,-0.7288608969287375,-0.08197895324721,-0.0819522380995006,-0.081914085154557,-0.0817522041775229,0.6039897043703499,0.6636636636636631,7.292272058728313e-05,-2.419419419419419,0.516,0.9759604825468045,0.9568047724521402,0.9956088637524008,0.1319634513894994,-0.125986647619154,0.0035673158,0.0170865355,0.007319071,1.9643349047,0.1270323129,0.0148194146,0.0026185824,386.9650619871,7.0841626133,2.2720150153,3.8640975565918416e-09,2.3274926038002524e-05,3.697026336166383e-09,2.6064986202209428e-05,4.352416761311813e-09,3.734328187823649e-05,0.0,0.0,0.0,1.8e-09,0.0,1.8e-09
1,1,8,1,7.56412329191904,74.45315083117026,9,0.6798368488411681,88.91650185066041,0.3936356955982177,5.948827300483827,15.112519944217071,0.8554520722170066,0.9999999999999912,1.0000002695535195,0.9999999999999976,0.1076315789473684,0.0853333333333333,1.2613075657894737,0.2644736842105263,0.0306666666666666,8.624141876430206,0.3728947368421053,0.0461228070175438,8.084823126664132,2.066989369210422e-05,2.669306543429109e-05,4.0051083434410544e-05,0.0001400009666804,0.0001360627656611,0.000172419434369,0.0002515525948644,0.0008054002511702,-0.8186273371762167,-0.8186224063412522,-0.818611470876512,-0.8185296474784582,-0.1263201802591919,-0.1263155870532828,-0.1263055895779004,-0.1262356179215826,0.5377340986717737,0.7297297297297298,2.64498018242772e-05,-2.1331331331331325,0.4733333333333333,0.9722870254079864,0.9517513926302522,0.990977772406131,0.1320161936233852,-0.1166469541312387,0.0009541256,0.0151185978,0.0066351241,1.6778374162,-0.6428347742,0.0119063459,-0.0048002943,442.6437980531,7.4784349018,2.4939853357,1.4880127817735972e-10,6.046025487267213e-06,1.3149490559777568e-10,6.718154836008384e-06,2.1744273112875274e-10,7.84906959870112e-06,0.0,0.0,0.0,1e-10,0.0,1e-10
1,1,9,1,8.049219946247185,76.02968528422866,6,0.7342141872891175,101.18888613020488,1.877576186901578,5.6111698740972855,2.988517809952082,0.8906869742103587,0.9999999999999892,1.0000004071291435,0.999999999999998,0.1036666666666666,0.0853333333333333,1.2148437499999998,0.2578947368421053,0.0293333333333333,8.791866028708135,0.3476842105263157,0.0382807017543859,9.082493125572867,1.4895647907196524e-05,2.066048171659172e-05,2.976322955997001e-05,0.0001025129419815,8.319528612036256e-05,0.00011848189398,0.0001692951073399,0.0004895765015235,-0.7141962544756292,-0.7141921371915853,-0.7141856359463298,-0.7141336776002509,-0.1240334303157383,-0.1240290532325686,-0.1240227501710252,-0.1239830212657806,0.5910322915371462,0.5535535535535532,1.951148346846616e-05,-2.199199199199199,0.496,0.9493762908713244,0.9457140355448884,0.9928632507194618,0.140016520166102,-0.1013895562348159,0.0005208787,0.0142875604,0.006331455,1.0667270295,-0.0346605311,0.0082733605,-0.0008115364,468.2587818426,9.0274642304,2.9756580538,5.345320284753384e-11,2.948770924536638e-06,6.020904739102361e-11,3.5399413356206065e-06,8.316798401239036e-11,4.444287672000308e-06,0.0,0.0,0.0,0.0,0.0,0.0
