fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,sigma,d_norm,d_mean,ps_norm,ps_mean,pc_norm,pc_mean,loglikelihood,mhl_norm,mhl_mean,std_y_last_1,mean_std_x_last_1,std_y_last_2,mean_std_x_last_2,BFGS,DE,Elitist,MLSL,Non-elitist,PSO
1,1,0,1,1.1208463029082472,0.5165725087962127,1,0.7120013571702729,116.002666029663,0.7066098041514649,9.04070450175672,12.794479284947489,0.9999999999999865,1.000003931983058,0.0,0.0,0.5566361953518308,0.5516982684142989,0.0,0.0,0.5682993097014979,0.6054598039324794,-5.433519644303673,-5.433519644303673,-2.409025942129043,-2.4358562651462594,-5.322008403922329,-5.322008403922329,-2.2975147017476987,-2.099746239156508,0.9182490619437732,1.1261261261261255,2.776153294436798,0.5315315315315318,0.6428571428571429,1.1153876564936631,0.8663288348527055,0.9052015015245704,0.2521895197668156,-0.5087557663622583,1.8920338921,2.0994210731,0.9352847746,1.6868582021,0.2498284743,1.8237817091,0.2701072333,-90.3272999558,8.3563071402,2.5890369831,20.723370599007254,1.3371569334725522,23.376927960784005,1.8220472964972452,0.0,0.0,0.0,0.0,0.0,5.565e-07
1,1,1,1,0.25343165073775,-1.161750475964729,1,0.647507925900686,111.58639647121382,0.5983170693959291,5.886224089141982,9.837967843847096,0.999999999999986,1.0000010310877157,0.0,0.0,0.6552701206350086,0.5824204882023263,0.0,0.0,0.6376331341089182,0.5897045800295193,-5.150432863942338,-5.150432863942338,-1.7755080998643296,-2.150715240871736,-5.29289427343579,-5.29289427343579,-1.917969509357782,-2.171650278778689,0.8310026385347145,0.94994994994995,1.5499930850548158,-0.1291291291291294,0.7142857142857143,0.9758890560244736,0.8980793917783626,0.8531296077447168,0.2102264865576977,-0.5173880115795033,1.7593286076,2.1121712426,0.9424561427,1.1081017382,-0.3958876443,1.1980471621,-0.4280221323,-83.9111005014,7.868292572,2.5467297463,15.579481678936526,1.4742615728053332,14.41934309690854,1.7113449162709031,0.0,0.0,0.0,0.0,0.0,1.0269e-06
1,1,2,1,0.7025801421885852,-0.5128910380131266,2,0.7140464651833488,100.90310663630936,1.88157491889931,6.449482587923603,3.427704378466334,0.999999999999989,1.0000004899686616,0.0,0.0,0.5939376944853537,0.6418250691269284,0.0,0.0,0.6027441579244416,0.6247424381052601,-6.014456795180882,-6.014456795180882,-2.44224419266938,-2.154227646852988,-5.926581876483829,-5.926581876483829,-2.3543692739723268,-2.223994665338874,0.8101433278662709,0.94994994994995,1.5499930850548158,0.4654654654654652,0.6428571428571429,1.088714879310997,0.9424363410484884,0.9011221268220538,0.1190561073862633,-0.6544832237507217,2.0451634383,2.2037888929,0.9800046173,2.3062453624,-0.6249031955,2.4934449757,-0.6756270423,-89.4346830356,7.0920913528,2.4058407265,16.434397472894897,1.5742751487755886,17.947103242490765,1.984809506886234,0.0,0.0,0.0,0.0,0.0,1.6658e-06
1,1,3,1,0.4670388400357513,-0.3282223341576489,1,0.0727651165618121,109.75292478554393,0.270447362042055,2.592692959266211,9.586682375785356,0.9999999999999774,1.0000004124568909,0.0,0.0,0.4904649091353014,0.6775828657865799,0.0,0.0,0.4979635996259191,0.7244439435451892,-6.45291199841199,-6.45291199841199,-3.287985101452757,-2.080529393859387,-6.355739454323155,-6.355739454323155,-3.190812557363922,-1.7513624998875397,0.9182490619437732,0.8398398398398399,1.4005083955986373,0.3113113113113108,0.7142857142857143,1.0837971871805898,0.9447583404406972,0.8887560126303403,0.1218207456783422,-0.7549065963743613,1.9121040822,2.1449065809,0.9568014549,1.7708371664,-0.4956902624,1.914577307,-0.5359258015,-86.3852664068,7.4201255679,2.4028454644,6.454660009083674,2.06244574449279,11.902852401945276,2.1028104084189034,0.0,0.0,0.0,0.0,0.0,2.3358e-06
1,1,4,1,1.3042975127176264,0.3275927743658502,1,0.8223380217823145,109.25760732854908,1.782164934398484,5.99891634809778,3.366083706569243,0.9999999999999852,1.000000904990012,0.0,0.0,0.9005202088823719,0.786514862865077,0.0,0.0,0.8993081386993308,0.8093661665580628,-5.656063041757147,-5.656063041757147,-0.562663969942137,-1.207485394113294,-5.663686174553687,-5.663686174553687,-0.5702871027386776,-1.0796902068672702,0.8891669208074203,0.8178178178178177,1.3650078065460138,0.2452452452452451,0.6428571428571429,1.0358823932074064,0.8999859739601218,0.900062169005928,0.2002508470408281,-0.3784206911444355,1.7942028287,2.1148824096,0.9454921697,1.2643191934,-0.0606491517,1.3669449018,-0.0655720874,-88.9371895541,8.1277933714,2.6483324804,7.708553848004263,1.5269455577301267,21.31692111936051,1.8568040009360245,0.0,0.0,0.0,0.0,0.0,4.889e-06
1,1,5,1,0.7813405135283203,-0.6252819770908262,1,0.7950676565700889,108.02844727961994,1.2597961685535273,6.917021294071407,5.490587657536213,0.999999999999974,1.0000010304965936,0.0,0.0,0.4517117914208153,0.6252576914839698,0.0,0.0,0.4683303703999699,0.6001713453491074,-5.6472138703929184,-5.6472138703929184,-3.0963007764612573,-2.116249962474788,-5.446823984003206,-5.446823984003206,-2.895910890071545,-2.1777963056442164,0.8310026385347145,0.7077077077077075,0.6711611767496287,-0.3713713713713717,0.5714285714285714,0.990395344764572,0.9319312284381456,0.8563637973790932,0.149964016422961,-0.4542480078561868,1.8147482214,2.1332635106,0.9528550496,1.3549361363,-0.3508557951,1.4649172878,-0.3793350151,-88.7232418411,7.984098448,2.6182189863,16.44609038426319,1.6517944363522634,20.330816870793765,1.8493590773680524,0.0,0.0,0.0,0.0,0.0,4.901e-06
1,1,6,1,0.750062453508203,-0.9287927561308532,1,0.4223360779346594,111.76629806626715,0.3772398340455663,3.3788727667953675,8.956829215408991,0.9999999999998952,1.0000013352479673,0.0,0.0,0.6483326713106121,0.708478134772167,0.0,0.0,0.6518159909431209,0.6267743476572679,-6.010529399380749,-6.010529399380749,-2.113706817889258,-1.7522007415142022,-5.978408992165301,-5.978408992165301,-2.0815864106738107,-2.2312955960725502,0.8891669208074202,0.9059059059059056,1.2975171686575868,0.443443443443443,0.5,1.1477786225985311,0.9071393189016552,0.8669593888590306,0.2149335831817149,-0.5705390897275121,1.8143683988,2.1407383208,0.9565389992,1.3532702277,0.1194729574,1.4631161563,0.1291706643,-93.0152595063,8.4487307793,2.8371331475,11.208554177033204,1.598508147423697,12.356464045441816,1.9598361365694656,0.0,0.0,0.0,0.0,0.0,1.8781e-06
1,1,7,1,-0.3218600890924418,-1.0690227286697682,1,-0.1543467732228087,103.14920183389997,0.0763802690307609,1.3041637545073823,17.07461587994866,0.9999999999997502,1.000000876393569,0.0,0.0,0.7572798558887419,0.8133531660097184,0.0,0.0,0.7514458638623356,0.8184722147149439,-5.855810047604302,-5.855810047604302,-1.4213230586426695,-1.0929684058338234,-5.901272735961227,-5.901272735961227,-1.4667857469995944,-1.071244970122125,0.8101433278662709,0.8178178178178177,1.8046618049350167,0.3773773773773774,0.6428571428571429,0.9629804339428738,0.9118633308032108,0.7718009733040064,0.154848171304182,-0.7973667077233452,1.7865878056,2.1225664926,0.9475374566,1.2304687616,0.022041657,1.3303468058,0.0238307943,-89.1809670856,8.2714409221,2.7789544716,7.613062819884012,1.7439972541026556,6.246889028205198,1.8840568012221968,0.0,0.0,0.0,0.0,0.0,9.706e-07
1,1,8,1,1.3717265706428006,1.758707385630128,2,0.266202818542371,99.49085933312864,0.0725625200665078,8.492578004475655,117.03807966828754,0.9999999999999784,1.000001444133471,0.0,0.0,0.5351438898526583,0.565668356094458,0.0,0.0,0.5493228132093014,0.5396309171152662,-6.441450733736447,-6.441450733736447,-2.994347731790465,-2.7977258863203107,-6.2751863186002,-6.2751863186002,-2.8280833166542183,-2.888901770424803,0.8310026385347145,0.971971971971972,2.920555512182745,0.5975975975975976,0.5,1.06227032039878,0.906806383188703,0.8664689151366727,0.1968716879203832,-0.6079032716265359,1.934641876,2.1175618061,0.9423641895,1.8640968902,0.0139928239,2.0154069904,0.0151286316,-93.3050974156,8.5674073078,2.72301989,11.953863255612736,1.9135647384530767,20.271988592254736,2.132854469674036,0.0,0.0,0.0,0.0,0.0,2.2438e-06
1,1,9,1,0.3834848071229352,-1.110969939403282,1,0.8323454858539235,106.30148896782016,0.6092151435509245,8.394571067358662,13.779321076014842,0.99999999999996,1.0000004993571163,0.0,0.0,0.5290795602128853,0.4076567336569793,0.0,0.0,0.5260584552266941,0.4372288877833428,-6.121492342400364,-6.121492342400364,-2.8827358660366347,-3.6260247689912206,-6.156647505965955,-6.156647505965955,-2.9178910296022256,-3.464783364458369,0.8101433278662709,0.9279279279279278,1.6306163126774824,0.5755755755755753,0.4285714285714285,1.0117821379959584,0.9112116123591932,0.8771189263384771,0.1616372468466896,-0.4514229074105124,1.8181877257,2.098384142,0.9364314583,1.3700060064,-0.5372110474,1.4812103903,-0.5808168588,-96.2633537064,9.1674361705,2.9435896722,16.511756770766464,1.754539527456508,21.728275563711367,2.0081796064126336,0.0,0.0,0.0,0.0,0.0,5.376e-07
