evaluations raw_y rep iid sigma t d_norm d_mean ps_norm ps_mean pc_norm pc_mean ps_squared loglikelihood mhl_norm mhl_mean x0 x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 x14 x15 x16 x17 x18 x19 x20 x21 x22 x23 x24 x25 x26 x27 x28 x29 x30 x31 x32 x33 x34 x35 x36 x37 x38 x39
1 85.8293992406 0.0000000000 1.0000000000 0.3024893263 67.0000000000 5.4456959247 0.8592225758 6.5870817336 0.1456099077 5.2597040246 0.1177947639 43.3896457652 -66.5425967774 27.4610478341 6.9984447074 3.528105 0.800314 1.957476 4.481786 3.735116 -1.954556 1.900177 -0.302714 -0.206438 0.821197 0.288087 2.908547 1.522075 0.243350 0.887726 0.667349 2.988158 -0.410317 0.626135 -1.708191 -5.000000 1.307237 1.728872 -1.484330 4.539509 -2.908731 0.091517 -0.374368 3.065558 2.938718 0.309895 0.756325 -1.775571 -3.961593 -0.695824 0.312698 2.460581 2.404760 -0.774654 -0.604606
2 84.9023021990 0.0000000000 1.0000000000 0.3024893263 67.0000000000 5.4456959247 0.8592225758 6.5870817336 0.1456099077 5.2597040246 0.1177947639 43.3896457652 -66.5425967774 27.4610478341 6.9984447074 -2.097106 -2.840036 -3.412540 3.901551 -1.019304 -0.876149 -2.505591 1.554981 -3.227796 -0.425481 -1.790933 0.773805 -1.021610 -2.361264 -0.056364 0.856664 0.133034 0.604944 -1.268644 -0.725482 -1.344921 -0.719106 -1.626293 -3.452565 0.354852 -0.803562 -3.260397 0.925565 -1.814597 0.103891 1.458181 0.257966 2.278801 -2.469652 0.804683 -1.369620 -1.741594 -1.157699 -0.623105 0.112331
4 83.6326537987 0.0000000000 1.0000000000 0.3024893263 67.0000000000 5.4456959247 0.8592225758 6.5870817336 0.1456099077 5.2597040246 0.1177947639 43.3896457652 -66.5425967774 27.4610478341 6.9984447074 0.752851 -2.198802 0.596476 2.652772 -1.389136 -0.299269 -0.870307 3.698527 1.344590 0.814924 -1.539832 1.078498 -1.348665 0.063661 -1.271692 1.352867 1.153182 -0.416598 0.792013 -2.186123 -2.982515 0.878783 0.333347 1.270063 4.766290 1.888959 -1.825644 2.234033 -2.631815 -0.923169 -0.136483 3.426685 -1.489510 -1.652877 -0.196905 -1.326957 2.253272 -2.159863 -2.294937 -0.875640
6 79.9047189029 0.0000000000 1.0000000000 0.3024893263 67.0000000000 5.4456959247 0.8592225758 6.5870817336 0.1456099077 5.2597040246 0.1177947639 43.3896457652 -66.5425967774 27.4610478341 6.9984447074 -0.738364 -0.478758 2.199319 1.310527 1.280263 -3.233912 -0.048652 -1.476062 0.559849 -0.196301 1.820358 0.634436 1.572656 -0.932838 -1.888893 -0.820099 -0.034041 0.758303 4.518618 -0.084514 -1.911890 -0.691964 -0.927192 0.962963 -3.081594 0.126524 0.313013 0.464362 -1.194632 -0.475843 -2.848122 -0.986640 -1.085723 0.832100 -2.312365 1.562396 2.988969 -4.139970 0.852517 1.353816
83 79.6038157865 0.0000000000 1.0000000000 1.5755522017 5.0000000000 6.2545287992 0.9888336669 4.7725862257 -0.0482859227 4.2130752939 -0.0384407597 22.7775792816 -1107.6174299442 24.2013766927 6.1563864085 -2.036676 1.773350 1.643911 2.458992 1.983085 2.570209 2.422542 2.557807 3.152044 0.319256 -2.633161 -0.080034 -0.107361 -4.592957 -2.587216 2.661633 -1.670644 -0.796196 1.517474 1.758577 -1.662849 -0.040276 -0.350255 0.323936 0.792316 -3.928021 -1.845481 -1.628457 -0.822614 0.510604 2.164014 -0.438598 -3.761859 2.654408 0.387228 -2.752140 1.802178 -0.435882 1.353285 -3.049060
99 77.3637975841 0.0000000000 1.0000000000 1.5328321357 6.0000000000 6.2401058963 0.9865258596 4.8038628053 -0.0709280549 4.3062281122 -0.0597129749 23.0770978525 -1132.8344978843 26.0207400157 6.6133871425 -2.541233 -1.087363 -0.436767 3.635151 -0.668472 -0.796030 1.638582 2.366925 2.534801 -0.764037 -1.435421 0.409526 1.758450 -4.123925 -0.577848 3.164946 0.788074 0.406578 1.710218 1.606243 -2.179751 2.953917 -0.740823 -2.030428 1.853517 -2.013000 -1.439004 -2.912199 1.127183 1.218083 3.431705 1.178133 -1.587213 0.356381 2.249301 -1.460317 0.452104 -3.320492 1.014739 -2.542424
123 74.9411629631 0.0000000000 1.0000000000 1.4448838575 8.0000000000 6.2113056588 0.9819237506 4.6254953548 0.1351002644 4.2253519181 0.1066896498 21.3952072774 -1077.4887569186 25.4127915854 6.4915033741 -0.310546 -1.009275 -0.185589 3.140711 1.501088 1.870100 0.921753 1.571616 1.348805 2.550056 1.565158 1.664280 0.020353 -5.000000 -3.199879 5.000000 -1.395756 2.703446 1.580289 0.141910 -0.656247 1.283478 -0.338787 0.014556 1.700278 -1.924234 2.534436 -0.278311 -2.256403 0.469048 2.971175 2.682117 -5.000000 -0.254627 2.067873 -2.694552 1.021579 -5.000000 -3.438399 -0.427410
138 73.7605112943 0.0000000000 1.0000000000 1.4256958879 9.0000000000 6.2005721120 0.9801781332 5.5647720001 0.0740926002 5.0087953662 0.0594291707 30.9666874134 -1077.1761713904 25.7143657589 6.5666548564 2.115666 -1.232264 -1.069709 3.775047 0.201944 -0.052485 1.741580 1.739676 1.086479 2.381275 1.184724 -2.553476 1.089419 -5.000000 -1.390195 4.092434 -0.246956 2.077314 2.412552 -0.170844 0.172548 1.062463 -0.863983 0.019166 0.322381 0.869528 -0.270704 -3.400073 -3.042962 0.148874 4.286277 3.266159 -5.000000 -1.671895 2.417766 -0.853304 -0.454667 -5.000000 -0.903822 -1.770230
141 72.0474725952 0.0000000000 1.0000000000 1.4256958879 9.0000000000 6.2005721120 0.9801781332 5.5647720001 0.0740926002 5.0087953662 0.0594291707 30.9666874134 -1077.1761713904 25.7143657589 6.5666548564 -0.656916 -0.971167 1.371591 4.368742 2.599885 -1.242860 0.838356 0.783563 1.424697 0.357613 -0.145725 -0.822478 -0.115596 -2.100473 -0.657397 4.576541 -0.339483 0.605748 3.851929 1.487491 1.081682 -0.357204 -2.292893 -0.712427 -0.503008 -2.123286 -0.093227 -0.337866 -2.146570 0.632215 3.888844 2.991425 -4.124997 -0.930951 2.300760 -2.503415 2.658864 -4.267087 -1.170192 -0.894417
143 69.8673963807 0.0000000000 1.0000000000 1.4256958879 9.0000000000 6.2005721120 0.9801781332 5.5647720001 0.0740926002 5.0087953662 0.0594291707 30.9666874134 -1077.1761713904 25.7143657589 6.5666548564 1.701086 -1.614747 1.479882 3.539660 0.728602 0.781026 1.845600 1.915255 2.767055 3.687223 -2.036026 0.789466 1.533954 -4.250993 1.512761 3.234122 2.291148 1.612097 -0.462334 0.516312 -0.280247 -1.297538 -2.725457 -1.815727 0.265756 -2.080900 3.021813 -1.025841 0.053248 -1.276977 0.853385 4.094169 -4.022810 -1.020024 4.213715 0.288193 -0.905006 -4.639542 -3.349852 -2.154090
152 69.7103598772 0.0000000000 1.0000000000 1.4199908486 10.0000000000 6.1885751251 0.9782502559 6.0691393780 0.1003852290 5.4461961127 0.0820154575 36.8344527895 -1052.0115810479 24.8938881148 6.3359245359 1.903177 -0.768870 1.268189 5.000000 1.849710 0.427135 3.309730 -0.284220 5.000000 1.913570 -0.713045 0.787690 -1.887833 -4.950694 0.497086 3.039223 -0.816862 -0.128313 0.235079 0.984008 0.930315 1.808229 -1.577333 -1.940045 -1.087658 -2.789351 -0.248473 -2.770432 -1.934157 1.540567 1.711275 3.602392 -4.031170 -1.170433 3.633571 -1.965748 1.522365 -2.805426 -2.141115 -1.659491
162 66.9224699757 0.0000000000 1.0000000000 1.4199908486 10.0000000000 6.1885751251 0.9782502559 6.0691393780 0.1003852290 5.4461961127 0.0820154575 36.8344527895 -1052.0115810479 24.8938881148 6.3359245359 2.672926 -1.011476 -0.592031 3.328380 -0.561492 0.215686 4.183221 3.314668 2.004049 1.322837 -2.033176 2.175080 1.088113 -3.098704 -1.794277 5.000000 1.688544 3.227483 0.281584 0.091402 1.864305 1.835168 -2.329762 -4.173705 -1.955262 0.488765 3.056675 -1.650452 -1.773200 -0.830110 2.217886 2.423104 -4.473886 1.880602 5.000000 -0.987836 2.784899 -5.000000 -1.734674 0.018335
