run_id,evaluations,sigma,d_norm,d_mean,ps_norm,ps_mean,pc_norm,pc_mean,mhl_norm,mhl_mean,loglikelihood
10_1_0,15,1.88858665633704,6.310385222092876,0.997739264463016,3.196355920810864,-0.052494784811397,2.710630332314265,-0.0445175567187728,26.76491861860544,6.824315738615382,-1289.108260761099
10_1_0,30,1.8095270433705304,6.297443103038132,0.9956751982937804,3.980727350903984,0.0153174343654329,3.43572197992817,0.011475163176887,24.68109774843233,6.310237129085109,-1208.3841673181382
10_1_0,45,1.7614309196114672,6.28452103404569,0.9936034178166316,4.833486583640138,-0.0234393664933479,4.246673156037135,-0.0208866983908091,25.49670358871653,6.49667796711674,-1210.3396045256914
10_1_0,60,1.7215281537221632,6.27220319056556,0.9916351777206812,5.05038434470321,-0.0955156735777752,4.478012995085433,-0.0823872207317827,24.74504523659847,6.3265525220292895,-1176.3583890680648
10_1_1,15,1.9006090397926496,6.311675785579083,0.9979399940735666,3.538318668278249,0.0550919410637591,3.000627635108839,0.0467200431407562,26.610822875296293,6.775369907591739,-1289.5183507837803
10_1_1,30,1.8283462933523007,6.298211914795727,0.9957974502975332,4.196325633295276,0.0328653781255259,3.625681266693569,0.0296419801864238,25.58687879075353,6.506131842969471,-1236.8165917177982
10_1_1,45,1.7920040889413509,6.2842657039903065,0.9935592925822206,5.2032604474361,0.0316262422136281,4.588454853905228,0.0298213744902992,26.63956053273129,6.770553988772118,-1250.0827141975835
10_1_1,60,1.749046801462013,6.271825029283958,0.9915686712945384,4.977660616023275,-0.06347598593612,4.451894436034822,-0.0496398913143093,24.461358604753105,6.2568011386922056,-1178.92206220658
10_1_10,15,1.8818060779154957,6.311530974155413,0.9979215467860404,3.002528854908701,0.0463784581470168,2.5462576726122776,0.0393306811049314,25.336025631883302,6.476461773749566,-1250.497430564567
10_1_10,30,1.8102488871630296,6.298304953157185,0.995807293486768,4.196047332936675,0.0753314199661271,3.623995415728234,0.066211930187001,25.546963361728068,6.496175907676292,-1230.3339695421914
10_1_10,45,1.7642595297554728,6.285241293238085,0.9937182331369748,4.898463139793891,0.1504059825291237,4.289174661056431,0.1316370717359558,25.973234251662458,6.583514665600755,-1224.084595999313
