fid,iid,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_distr.costs_runtime,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ela_meta.costs_runtime,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,disp.costs_runtime,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,ic.costs_runtime,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,nbc.costs_runtime,BFGS,DE,Elitist,MLSL,Non-elitist,PSO
1,1,1,0.5226328853432229,-0.1047382996413037,1.0,0.0022494999999999,0.6080093202512602,133.97547297015586,0.4148103401450992,5.397615941718813,12.352122852206382,0.6201189447741555,1.0,1.0000000000000029,1.0,0.008496,0.4509979879703334,0.5417603160029896,0.6096341671998502,0.7359660383873627,0.4434768629300283,0.5448541736281948,0.6148847149611408,0.742202049213144,-4.834681630009287,-4.037153715288266,-3.437686521822293,-2.325249252939691,-4.911158697765552,-4.027178428008321,-3.40423205665807,-2.2865291816535174,0.0033945,0.8434302890047288,1.1461461461461455,2.4287643824604506,0.6356356356356353,0.5282258064516129,0.121405,0.9230104303658436,0.878177948885882,0.6634924389592021,0.1846519098996048,-0.4395457635085397,0.0140305,0.0,4.6060984908,0.0,0.0,8.600000000000001e-09,0.0013737232
1,2,1,0.4168791686006505,-0.2954874865456458,1.0,0.0021755,0.8653732837303924,490.1536137701559,1.6823840582811846,8.117774684314067,4.835857653881781,0.8686859189363935,1.0,1.0000000000000049,1.0,0.0082659999999999,0.5092698972743886,0.5765597652289534,0.6564906887785714,0.7742286326144163,0.4885154099701267,0.5663081209147243,0.6521596648621838,0.774430048105713,-4.3212211039216735,-3.728496090837888,-3.022940881539585,-1.9868285776058856,-4.512328784784167,-3.829598228910248,-3.087945186688005,-2.0005296206428094,0.0033095,0.8163819839080295,1.2862862862862856,3.681517266388149,0.8158158158158154,0.4959677419354839,0.121982,0.8972807916978831,0.8707733415827406,0.6561261981660098,0.1852856709213052,-0.3900051045166522,0.0131235,0.0,0.6786061118,4e-10,0.0,9.6e-09,0.0032864393
1,3,1,0.4314101031694605,-0.132010886659867,1.0,0.0021955,0.817637739062574,-167.2616143898442,0.4361705372980042,7.719626235660263,16.993311273159346,0.8229200697700616,1.0,1.0000000000000036,1.0,0.0082915,0.4270503728204234,0.5525350936238144,0.6326974195258104,0.7631230081455289,0.4196667953655456,0.5481985977750627,0.623777351436917,0.7610788696231221,-5.047578195742575,-3.941316994339293,-3.234273007767909,-2.084959878071154,-5.138114937306479,-4.001535703660451,-3.330321929267828,-2.111209350602155,0.0034135,0.8191689238773913,1.2562562562562556,3.511927530450728,0.7657657657657654,0.502016129032258,0.121636,0.8977817879183052,0.8752177465544346,0.66747525937293,0.1851757924279081,-0.3994812098944723,0.013211,0.0,1.6327376837,2e-10,0.0,9.8e-09,0.0027330924
1,4,1,0.479485060830244,-0.1202141228817805,1.0,0.002137,0.8044937883446239,-76.14385694984415,0.6251896598548992,7.7913021684458865,12.688337532920372,0.8100889413224002,1.0,1.000000000000003,1.0,0.0079415,0.4609804047868786,0.5556610405323146,0.6340387201720319,0.7699163429810121,0.4645650849121164,0.5525565470835436,0.6412586124341882,0.7741813212592039,-4.744147524653611,-3.915128809973668,-3.222321144513922,-2.026790850090358,-4.736801860197384,-3.953080011420552,-3.172350187822785,-1.9993663108455704,0.003149,0.8088702005178124,1.2462462462462456,3.353710152002929,0.7257257257257255,0.5100806451612903,0.1157545,0.9023702606820104,0.8738283103536875,0.670741569470479,0.1783494047578301,-0.4063861024220712,0.0122685,0.0,4.3142354202,0.0,0.0,1.18e-08,0.0035245357
1,5,1,0.3992232916745252,-0.2574704745043101,1.0,0.002227,0.7865379860504366,47.41324833015584,1.3001705372980057,7.138010340145103,5.375297262455266,0.7880382363562772,1.0,1.000000000000003,1.0,0.008278,0.4395166096548197,0.5401403664630293,0.6305263397146947,0.7620412557672169,0.4566662077176799,0.5413657353355026,0.628874342128436,0.7553284734968626,-4.9365377884512665,-4.046582033174018,-3.2555116906208585,-2.096070934186039,-4.801256328629025,-4.052775497757656,-3.288934633726475,-2.165210647207356,0.0033109999999999,0.8222921321217461,1.2262262262262256,2.989446772280588,0.7057057057057055,0.4979838709677419,0.1216685,0.9061873253021444,0.8785189922196059,0.6675209531014921,0.179590768138899,-0.3985929585638562,0.0126994999999999,0.0,4.4808071998,0.0,0.0,1.92e-08,0.0022359472
2,1,1,1.0250189036054111,-0.2126962279213726,1.0,0.0022045,0.6610533139133747,11341461.198188568,48492.41670215899,3242855.15171481,68.673211768978,0.6612910969730155,0.9969355117377388,606.8125394311564,0.9989263047030138,0.0083455,0.710410041832938,0.7563882071239105,0.7968365123425398,0.8801554779161773,0.7101959177320001,0.7417076006009437,0.7938760238655624,0.8732832870346199,-2.550956110681557,-2.14656392874537,-1.7882706765950536,-1.055436819580419,-2.562321024574828,-2.2878130448928893,-1.8299071262893007,-1.121344774897575,0.003334,0.7876726244129233,6.83183183183183,677377.5997517745,6.14114114114114,0.5221774193548387,0.158171,0.7263983833328085,0.8425423366209037,0.55718194088814,0.2042130481773442,-0.3273103642880843,0.017236,9e-10,13525.4496784598,4363.6400154658,6.52941e-05,196.6966606941,846.5951039256
2,2,1,0.6452713205940728,-0.8391121712395948,1.0,0.0021755,0.0046219311363428,8656274.268991198,55029.22132290689,259209.4900337701,4.933578011490051,0.0063655696755859,0.9985445586319748,1706.3759530489124,0.998549972263128,0.0081925,0.7726326884022252,0.8115909764517641,0.8335078981208686,0.8849871281685173,0.7497645597719024,0.8353650561525887,0.8288302317706133,0.8808586726683147,-2.004154810065331,-1.6593596355479394,-1.4655003326931846,-1.013290292259398,-2.2095449625626378,-1.4564317598883223,-1.5140023918845156,-1.0532376323917494,0.003243,0.8051851235268273,6.761761761761761,726066.1843776449,6.21121121121121,0.5362903225806451,0.1561334999999999,0.7067281553609318,0.843070251213508,0.5362157347319201,0.2057892264125893,-0.4554797861533579,0.017613,1.5e-09,15171.8399065464,2478.4503072249,0.0005264442,162.38474427810002,2030.6661165304
2,3,1,0.9775227622957552,-0.3823809974895593,2.0,0.0021885,0.8320971073809275,18897874.06747707,48682.88202138516,6466994.862466387,135.08900151652415,0.8337522312506094,0.9981503631900112,779.8075668221933,0.9985103827516436,0.0083174999999999,0.7514062114870161,0.8133322328560733,0.8292244653925251,0.8885851027887359,0.7766102549271726,0.8139369898014713,0.8248412630661074,0.8903535512922283,-2.1881962630577805,-1.6444081688240777,-1.503644037001386,-0.9812543198221526,-1.9759535494864715,-1.648441017070711,-1.548607893411325,-0.9734710728055832,0.003372,0.7410026204911608,7.062062062062061,590516.513396992,6.19119119119119,0.5181451612903225,0.161193,0.7104691849603526,0.8447834295672924,0.5541985630929236,0.2007993387635344,-0.2825857109121736,0.0165715,1e-09,13250.3055064347,9130.432030178,0.0002201938,506.584688113,5571.0388872378
2,4,1,0.849142688132857,-0.6845242763288921,2.0,0.0023055,0.8685601049071393,21271910.40013727,38195.66856774555,7206976.911003966,188.15721421573684,0.869270190099959,0.9970411839360896,475.5732228499186,0.9972435679872824,0.008794,0.7532783121395392,0.8079272862380127,0.8350376523496741,0.8911338301741378,0.7572857176159042,0.8050814073836373,0.8255534398485461,0.8898778348171963,-2.172646532491047,-1.691671976351946,-1.4519859840015843,-0.9587594434695066,-2.1482926322837383,-1.7256312662303284,-1.5443973758988694,-0.973657041518284,0.0033794999999999,0.7233104833971655,7.062062062062061,610761.480438099,6.251251251251251,0.5060483870967742,0.1686355,0.7098952804605267,0.8449214549556137,0.5486957934749342,0.2047679673464945,-0.279383956293212,0.016141,9e-10,16747.3792045379,4370.6950749824,0.0015096642,347.6763584083,2272.5754849158
2,5,1,0.636755384356275,-0.8756995473324409,1.0,0.0021715,-0.0033976646784643,8541767.577969134,53672.92393367366,245687.0605817033,5.548574749358211,0.0017315679197402,0.9985152838279284,1719.5106456128165,0.9985036829793714,0.008176,0.7860109124941306,0.8215717643825098,0.8359458645786506,0.8897382974024368,0.8088426793900185,0.8123241809185358,0.8425227589720934,0.8830587821892562,-1.8850507364018405,-1.5712432092650204,-1.4447115261011605,-0.9709404370545895,-1.6925229584925496,-1.6646664155527602,-1.3935722139545763,-1.0343753859444385,0.0032655,0.8014484856992361,6.75175175175175,726066.1843776449,6.21121121121121,0.5362903225806451,0.1577915,0.6889413308317632,0.8401124747914188,0.5206021902658935,0.2095721602212952,-0.4560469769191438,0.017796,6e-10,17187.4949834081,5836.4181358064,0.0033337402,113.0208760569,2857.5294645712
