fid,iid,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_distr.costs_runtime,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ela_meta.costs_runtime,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,disp.costs_runtime,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,ic.costs_runtime,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,nbc.costs_runtime,BFGS,DE,Elitist,MLSL,Non-elitist,PSO
1,1,1,0.5441064847525948,-0.1028282985066712,1.0,0.00165,0.6017062962305224,133.97220946637913,0.6428435935003648,5.191524343664126,8.178598770941871,0.6116629696551377,1.0,1.0000000000000029,1.0,0.0074085,0.4143838818627393,0.5281641965884469,0.6045795768990887,0.7317875353121726,0.436938268373388,0.5236526865800134,0.6014973536586392,0.7306000837354376,-5.160269444140816,-4.162756705445104,-3.486218752460389,-2.365064640330143,-4.9854155244551706,-4.217591395372535,-3.533339991154348,-2.3855364269803947,0.0018655,0.8405224494774901,1.1461461461461455,2.543345761304648,0.6056056056056053,0.527027027027027,0.0774924999999999,0.9240832964831488,0.8756517301321227,0.6479830171129068,0.1827332143773273,-0.4751497207301026,0.0086115,0.0,1.1952518609,0.0,0.0,1e-10,0.0005632551
1,2,1,0.4075790565971858,-0.1149315016263712,1.0,0.001627,0.8628198387358382,490.1503502663792,1.8884756563358769,7.994306512295725,4.224746199582962,0.865280122811519,1.0,1.0000000000000042,1.0,0.006984,0.4612367471935296,0.5704139090290257,0.6537169943673571,0.778490178001286,0.4657321533418613,0.5571558696677006,0.6510446603228455,0.7738963383970798,-4.745384960814466,-3.789684829392461,-3.0550985632546883,-1.952780632814234,-4.716856091890476,-3.9192592365683927,-3.09717366317786,-2.0039218168969457,0.0018254999999999,0.8215039599373517,1.2862862862862856,3.7643580519633,0.8058058058058054,0.4729729729729729,0.0783659999999999,0.8791871378701885,0.866754250818402,0.6367783661089262,0.1853781338891217,-0.3914707730937918,0.0084675,0.0,0.0,0.0,0.0,1e-10,0.0009650787
1,3,1,0.339688533305014,-0.3803580049151633,1.0,0.001859,0.8092313558003372,-167.2648778936209,0.3013100308268136,7.654004359041364,25.633953482450394,0.8174265505216864,1.0,1.000000000000004,1.0,0.0082155,0.5157697557039765,0.558484752351864,0.6285307913808316,0.7639591070656763,0.4762581117170315,0.5492969396704562,0.6306474235381281,0.7716645425273616,-4.270334371930371,-3.893869073442703,-3.274028791142093,-2.0818833256588647,-4.623687552816238,-4.000776574521685,-3.281240602048197,-2.027017140178782,0.002072,0.8210129568828897,1.2462462462462456,3.677609101601031,0.7357357357357355,0.5236486486486487,0.089379,0.8898028699172397,0.8699952173674739,0.6363770986132082,0.1862447118160394,-0.4212136872499411,0.0098945,0.0,0.0652220654,0.0,0.0,3e-10,0.0007777586
1,4,1,0.4588496093221017,-0.2175169366555356,1.0,0.001801,0.7976583261477326,-76.14712045362086,0.3477134309674344,7.837764491698499,21.733400816246785,0.7985551523894064,1.0,1.000000000000003,1.0,0.007974,0.4684105555425849,0.5498084393689437,0.6316542227394104,0.7699387083393865,0.4902824139294961,0.562478496616575,0.6245336157463659,0.769040705686417,-4.687999379894679,-3.969931072827859,-3.249312209515632,-2.029307900462181,-4.521073942601618,-3.873156459820843,-3.326486170832038,-2.048442275097724,0.0020015,0.8211298763069148,1.2462462462462456,3.0583380323784315,0.7557557557557554,0.5033783783783784,0.087387,0.893148599034379,0.8719328711547589,0.6550269783304306,0.1872872532917787,-0.4264278153650283,0.0094345,0.0,1.6889448038,0.0,0.0,0.0,0.0009763399
1,5,1,0.4326511075342433,-0.2551215952012284,1.0,0.0015834999999999,0.7859593224511044,47.40998482637914,1.0903113619721907,7.490532677935439,6.801766363156817,0.7958422858499086,1.0,1.000000000000003,1.0,0.0068735,0.4528357351435065,0.5533250804140747,0.620147887009351,0.7495327562293653,0.4603896657908284,0.5785173407761903,0.6262805105179714,0.7433427209250347,-4.8259780428112045,-3.937533731577042,-3.354233724955021,-2.2070055935638666,-4.778931640070718,-3.7383498048812784,-3.326072005180944,-2.2758668279553453,0.0017525,0.814195892726592,1.2262262262262256,3.0583380323784315,0.7157157157157155,0.5135135135135135,0.0789655,0.9169149652465306,0.8752097341246585,0.6360479411582967,0.1856660962472402,-0.4253023570277688,0.0081355,0.0,3.1129958841,0.0,0.0,2e-10,0.0006565118
2,1,1,1.0217788413525528,-0.224585737698705,1.0,0.001554,0.6574992414136152,11340833.983407896,38819.98112705127,3246921.0199783733,83.59154296979318,0.6585962187533829,0.9969318591414126,620.1456245883066,0.9989072905247752,0.0068535,0.714343738643177,0.8023019609527114,0.8201615452526956,0.89043827338294,0.7109285899485612,0.7645017444790252,0.8189407168770018,0.8861599010447341,-2.51793937228381,-1.7432545212085708,-1.5863074139103146,-0.9665297699318915,-2.5601601978500392,-2.093664287334568,-1.6083320620688375,-1.0115846982790186,0.0017469999999999,0.7968507053847158,6.841841841841841,632289.7629442405,6.13113113113113,0.5439189189189189,0.094806,0.6983589138926953,0.8318430751884339,0.5258672379425853,0.2181898820691526,-0.3449027448440466,0.0117655,9e-10,6483.1013668184005,3292.4669240197,6.52941e-05,109.2759012518,493.2177512691
2,2,1,0.6440556296399544,-0.8539834956794077,1.0,0.001635,0.0006963849208306,8654136.698073179,56312.68874511396,296434.6998384258,4.488603003268935,-0.0041818063025355,0.9985301291781894,1152.664663792552,0.9985324044115552,0.0071835,0.811598853674584,0.7864653291995621,0.833910079121645,0.8926570015769436,0.8834291599539761,0.8219812970676101,0.8223180308977753,0.8915945126426494,-1.6613373832241578,-1.8841511347743556,-1.463543230532624,-0.9468470008339454,-1.0324722844629703,-1.5773962471743634,-1.5758464234756775,-0.9608479982277438,0.0018095,0.8137565164917739,6.74174174174174,693355.8601252867,6.23123123123123,0.5371621621621622,0.098782,0.7160325687400527,0.8389407047403028,0.5171963738695768,0.2145580056045687,-0.4748649088792047,0.0117165,1.5e-09,8500.6033164705,1144.7082690034,0.0004969505,117.4094143571,1157.6294205374
2,3,1,0.9742612154331952,-0.3948878809845297,2.0,0.001614,0.8316202393753919,18897786.915576305,62015.047313987394,6465023.911044496,117.25347298244448,0.8310410156547738,0.998129293100238,361.2683645365783,0.998581975607092,0.007255,0.74606160614372,0.8292474535517456,0.8356519458948966,0.8897929424721558,0.7675649069334376,0.8138360371318192,0.8347258450068094,0.8918419868371968,-2.239170254653573,-1.506347472433422,-1.4485353396647755,-0.9719582911392308,-2.062157086982666,-1.6497293302964633,-1.4638709800017415,-0.9600890288832248,0.001772,0.7406124409707943,7.052052052052051,537936.1503980698,6.161161161161161,0.527027027027027,0.1017705,0.6832636348938605,0.8380972923973695,0.53154879253525,0.2117856541361912,-0.2968924044629315,0.0112775,1e-09,7871.0568520297,7249.313818753199,0.0002079414,116.6527118593,1968.6602514516
2,4,1,0.8450791944404354,-0.6989631573676456,2.0,0.001606,0.8677485658177095,21269772.03704522,70272.82575397169,7205322.634668488,103.52258263251277,0.868325487855689,0.9969973780077208,254.3060784714524,0.9972347697133516,0.0070985,0.7436438232951523,0.8177453765557938,0.8226687235657337,0.8796098762612724,0.7676912142369442,0.8237822234131414,0.8330158892135401,0.8874057397310068,-2.261126065440828,-1.6058212495546371,-1.5647495269899947,-1.061569447005501,-2.0627120947829027,-1.5618439096673122,-1.47887431741553,-0.99542743773134,0.0017845,0.7167262462695485,7.0720720720720704,678097.4433267155,6.261261261261261,0.4966216216216216,0.099911,0.7298344711940015,0.8414022275838565,0.5334044606245578,0.2104888646583796,-0.3011747313524313,0.011331,9e-10,8259.3033312491,3369.0870090821,0.0013284453,137.0649747997,1465.6163409917
2,5,1,0.6339126246911639,-0.8916110497792757,1.0,0.0017,-0.010106942024239,8539091.951340027,62428.33471678207,273560.35612724954,3.6326203714450553,-0.0100289195726131,0.9985048071606288,928.7726137658462,0.9985031542637716,0.007298,0.8547957527983583,0.77393203927826,0.8392434592385365,0.8926140405172895,0.8942635160457357,0.7769473816105639,0.8381633807058584,0.8912278477289922,-1.280652513461272,-1.9931152302185613,-1.417790687043489,-0.9470102441682862,-0.9412878927784086,-1.9735396244001,-1.4312896293255517,-0.9640350844926728,0.0018614999999999,0.8213009659797418,6.73173173173173,734432.216317068,6.22122122122122,0.5506756756756757,0.1011105,0.7219075018482485,0.8372188949158357,0.505908730706698,0.2144004194061744,-0.477258622990601,0.0120445,6e-10,10627.8648730829,3245.7650165424,0.0033335771,87.3908840326,1432.1223196626
3,1,1,0.765280797417729,-0.0895078359182503,1.0,0.0016129999999999,0.6006456933025273,-142.3302812353704,1.1272058527056248,39.99364756829858,34.35733087335497,0.6194643393333475,0.9712287384054564,8.335040310925624,0.9865811511700596,0.0072095,0.547647113958284,0.643285104804084,0.702144491162477,0.7844801172091843,0.5550362387351573,0.6435011527495287,0.6784974794576564,0.7841984942286926,-3.9837100423501823,-3.1457808706360395,-2.62742877456296,-1.9021620556283168,-3.934241297195906,-3.156432639485629,-2.8478676984585958,-1.9205858112338667,0.0017929999999999,0.8497026435138975,1.966966966966967,14.66108684046983,1.3863863863863857,0.5540540540540541,0.080658,0.8355876413126888,0.860031316885264,0.5953027057627931,0.2001660156468244,-0.4376924475102978,0.009529,4016.8348539766,309.5509283728,297.8687207546,198.991614162,153.2251846117,157.3241675041
3,2,1,1.93896712316954,2.859690613107245,2.0,0.0017915,0.5891357816664378,1166.796269190495,7.887167847552181,378.25059452245887,48.0611931339567,0.593253302879365,0.9102416130087292,75.57851612405386,0.987775933991366,0.0077895,0.4949207079774709,0.6110372291634306,0.6719125939662998,0.7923515398602701,0.4802272210086135,0.5855753307027123,0.6523043680931853,0.7800457486855923,-4.453791897530009,-3.4307933897487857,-2.8917635437861327,-1.8301935674835368,-4.605697065346499,-3.667349932325715,-3.082896326921882,-1.946070887180188,0.001925,0.7452620792845752,3.1081081081081083,18.896946169397943,1.7167167167167168,0.5067567567567568,0.089971,0.84662374750646,0.8616738343988181,0.6232657663482346,0.1918536509013213,-0.3101221172977645,0.010013,6557.2538031078,402.6694725399,287.1007819575,370.3848594632,160.7206483454,132.0436455237
3,3,1,1.4259465674839242,0.6489307968745375,2.0,0.001755,0.6941602262411898,1986.5887948702425,8.467668358406176,701.8206538203318,82.94535035430178,0.6931562750695626,0.9650598238819244,236.4047590259496,0.9945209041241604,0.0077775,0.5125871399638428,0.6083668415307131,0.6809767488874567,0.8114292432941252,0.4880410062907165,0.5922002155409593,0.6734198635622315,0.7968924964735349,-4.299327834006933,-3.452719173119584,-2.814361119951956,-1.6627642114530676,-4.541510239520189,-3.622439192617123,-2.8934131544922645,-1.7988648390304571,0.0019315,0.7027580986754519,3.2682682682682684,15.714897252271216,2.1571571571571573,0.4898648648648648,0.090158,0.831804416351396,0.8614503236092033,0.6228714021555727,0.1904485829684772,-0.3119817180730305,0.0094215,8787.6055394153,342.6014431796,224.1254559726,128.7864648924,166.5405638275,136.9512332424
3,4,1,0.5735529533538553,-0.2651827600846417,1.0,0.001627,0.8537426407385947,429.46998476293066,6.577573857342828,57.29820161198046,8.89173591676225,0.8592405765999487,0.9922909669387074,8.673480868875787,0.9937619820478488,0.007391,0.5048417328612693,0.6060794849797791,0.6649620122428408,0.7837429927661557,0.5137557114606406,0.5771821355899043,0.6438648999322513,0.7854122127428118,-4.365591648993046,-3.4745827898725783,-2.9526503037245395,-1.9071098271879825,-4.304570928512103,-3.73230731618624,-3.1519755311181146,-1.9000094973191497,0.0018325,0.8246526394201442,2.0470470470470468,18.461469463245457,1.4664664664664666,0.5067567567567568,0.084203,0.8710828696242862,0.8664088241704351,0.6253313602748511,0.1923573852750953,-0.3884649723838371,0.0090984999999999,6959.4889906751005,311.8905825634,258.3782925108,192.2275574826,158.5523821031,150.8180998713
3,5,1,1.8051508500152065,2.4782880270958496,2.0,0.001727,0.5866050756777921,1366.7762625245189,7.599808446056487,382.8595697346941,50.77416255466575,0.5951059681193127,0.9100136072052748,75.31666930211892,0.9875771456183656,0.007485,0.5405847608915963,0.6419038396628015,0.6902298586997844,0.8003855590689469,0.5734284946753232,0.610891553002081,0.6730887118940205,0.797660162947499,-4.048635476820847,-3.1557076620140085,-2.731477000517621,-1.760546323985665,-3.7826085072440048,-3.4600162122358884,-2.8954965949696683,-1.7941942150532526,0.0018415,0.7178001626197594,3.1281281281281283,32.495760477043106,2.0670670670670668,0.5168918918918919,0.0875505,0.8486035933411521,0.8635087252180178,0.6223762399086199,0.1939240156938286,-0.3405876525829433,0.0094605,9397.3343617222,378.2482699761,426.7728470347,368.3583754458,156.2091033737,229.571583174
4,1,1,2.4390772292629226,5.471989501491378,2.0,0.0016745,0.3032088614155756,811.8982145263701,18.75525350852581,313.5092326362417,16.999242319071644,0.3211756878456872,0.7237059461950284,43.333153604616726,0.9299914136791928,0.007455,0.5626560978511537,0.6443230660163357,0.7080323218178617,0.7989186454553507,0.559873461332812,0.6528658382838466,0.7004750325482947,0.7932233264848727,-3.856619326719203,-3.134477731233174,-2.5756652302748297,-1.773519102844643,-3.900202957112093,-3.0902146664468573,-2.656862012935151,-1.83263068881962,0.001861,0.7748186205478172,3.338338338338339,30.30870180053102,2.077077077077077,0.5540540540540541,0.087926,0.8418279078795661,0.860891916129943,0.5649339832046637,0.2011485976771483,-0.3471523308112932,0.010254,5692.676428007,466.8724407841,461.7507324874,172.22750914769998,310.9087124875,222.5552002659
4,2,1,1.978458668799396,3.8462352377569857,2.0,0.00162,0.3419158543441106,1572.7653037738191,14.808788394234895,269.37513903616497,17.816087551421965,0.3714543883472332,0.7598682794915107,33.6910126458194,0.940282745978362,0.007001,0.5645620551231922,0.6556003987310957,0.687482282435891,0.7892524477600664,0.5538764064195862,0.6307858284274597,0.6706682659042619,0.7821688380378162,-3.8375072336610168,-3.039790965218563,-2.7562533974521206,-1.8573778773036984,-3.9497814209808135,-3.2834981138534074,-2.915961500956991,-1.929536258341833,0.001773,0.7647647500700099,3.288288288288289,35.20031472796683,2.2172172172172173,0.5540540540540541,0.0850865,0.8460572025616515,0.8604135667834452,0.5931018560793232,0.1966065974100036,-0.3666361129482176,0.009887,6442.1934775361005,483.8634471033,377.2872400471,309.9164320726,236.8173633523,197.9264822751
4,3,1,1.5788476543794716,1.4853984572020529,1.5,0.0016965,0.5911551956016312,1800.87585679763,6.842308104152899,508.5996613827833,81.36027070475565,0.5952622426792513,0.9285493895049765,58.58625746300906,0.9883603268497202,0.007445,0.5641274204745181,0.6403414409334832,0.6704793109544854,0.7875048388417615,0.5621090139524606,0.5984860024246864,0.6541220343454952,0.786518298486441,-3.8460303953926287,-3.1693177906919665,-2.906942823496266,-1.8732168697776863,-3.8755544153628105,-3.562738844856196,-3.06447320277328,-1.8939079965128407,0.0018765,0.76071239093971,3.1781781781781784,36.44579389828292,2.187187187187188,0.5202702702702703,0.085963,0.834029451660254,0.8629014086068014,0.5962741822523439,0.1949042175869569,-0.3316627553819048,0.010023,7395.0973881979,520.9226361747001,323.8696599156,238.789575556,209.3520595653,164.7217420483
4,4,1,1.723596369723703,2.300578503598203,3.0,0.001713,0.3016184450009737,989.3650449576016,8.841146343143198,170.02314576279372,20.079859069488418,0.3126252857710833,0.7462222347080514,32.09205985701648,0.9216787477301828,0.0073469999999999,0.4811130696330253,0.6311172106061493,0.6903135146784711,0.790030599071774,0.4976005592935997,0.6237683621036052,0.6776166779378713,0.7846121698694482,-4.57792873863073,-3.2531765322853428,-2.730720706923853,-1.8527157331325483,-4.451578405744886,-3.33451147786934,-2.859829384253587,-1.9094163053261988,0.001828,0.7938914778339186,2.987987987987988,34.02880710311327,1.916916916916917,0.5472972972972973,0.0856545,0.8431598687405166,0.8620035643140074,0.5807794415183951,0.1966121232386238,-0.4185248457767707,0.009819,8050.747790214799,476.7633271637,376.3054177805,139.0232250642,261.6788276134,230.6749756767
4,5,1,2.9131632601902164,8.337952574701216,3.0,0.001642,0.2571115065847342,1066.3642995868497,13.640650156558458,239.2862015849809,17.560995452152397,0.2660584872911103,0.6768374544579217,54.01094520343125,0.9040564172698388,0.0071495,0.5645953004311681,0.6456417370606655,0.7079993903810395,0.7930747839890194,0.6116990273377187,0.6611858014239691,0.7009684035971266,0.7923116951747873,-3.843043140426473,-3.1260721958994475,-2.5716027312000884,-1.8249206804848583,-3.433238184642457,-3.0161960692154626,-2.6662290196561527,-1.8421783440388355,0.001758,0.8141846137496965,3.2682682682682684,26.39412534138598,1.7267267267267268,0.5439189189189189,0.0846915,0.8263678212985659,0.858239395438249,0.5627303477332055,0.1988676211116338,-0.3177306931411942,0.009955,5429.7612155515,498.5572910377,453.823586015,371.7188597802,278.6089675142,224.4599369844
5,1,1,-0.0050846006531356,-0.7454632694365715,1.0,0.001589,1.0,98.60985161055396,0.9999999999999988,10.0,10.000000000000014,1.0,1.0,10.515367274031783,1.0,0.0070715,0.73990614575242,0.7607250230264813,0.7901943416801311,0.8565004654751129,0.7791219502071908,0.7523467591747175,0.8059025636405293,0.8554614374530971,-2.29331127890742,-2.1123451905431385,-1.8500316578151184,-1.2653421516417782,-1.9622407986533568,-2.189135083516378,-1.7267846585486917,-1.2811744893342536,0.001763,0.8033116247624366,1.0460460460460457,2.543345761304648,0.5855855855855853,0.4831081081081081,0.0797964999999999,0.7061723480445667,0.8404529710119115,0.5739616555495359,0.2070045831484355,-0.3715086612000853,0.0099345,1597.2362542595,119.1060646118,0.0,112.8555344843,16.3925198117,0.0
5,2,1,0.0007445114133093,-0.6398430382484555,1.0,0.0015325,1.0,763.809851610554,1.0000000000000004,10.000000000000002,10.0,1.0,1.0,11.889176617304344,1.0,0.0068144999999999,0.6644370549028522,0.7411013639460409,0.7694307935626248,0.8672663638405802,0.702583961591232,0.7288300194354733,0.7525763526507616,0.8678432814015328,-2.958750771900163,-2.2840184648699564,-2.0326251898988588,-1.1712334003993865,-2.637181775603561,-2.4109835449837886,-2.192458745041104,-1.1765998387764969,0.001733,0.8156722923918995,1.0660660660660657,2.543345761304648,0.6256256256256253,0.4695945945945945,0.0782009999999999,0.7179292370806213,0.8353740221299524,0.5948572555506468,0.209161563745374,-0.3711233972369729,0.009429,1737.5540703932,82.0097280556,0.0,126.8011609105,0.020715683,0.0037124854
5,3,1,-0.0177836952375995,-0.6620390088895798,1.0,0.0015985,1.0,174.52985161055395,1.0000000000000004,10.000000000000002,10.0,1.0,1.0,5.697861022421202,1.0,0.007188,0.7640863413171743,0.7549536534778845,0.7623164581129944,0.8673399291338564,0.8252735390700745,0.7250437235306446,0.7404908629086318,0.8632694183649743,-2.0808708404507152,-2.1597794203221303,-2.0944863464524284,-1.1705823403017743,-1.5483095729109153,-2.4430515311984555,-2.2983249599239453,-1.2138021641578485,0.001781,0.8139953237254416,1.0660660660660657,2.546048553817716,0.6256256256256253,0.4763513513513513,0.0762085,0.7151328124063109,0.8335889622088705,0.5987415399667028,0.2089023974793847,-0.3809973543638549,0.009701,1678.9085891956,117.0078292548,0.0,120.1136650948,9.9053240445,10.4112588221
5,4,1,-0.0085026397910304,-0.692602220106485,1.0,0.001675,1.0,1049.4898516105538,1.0000000000000016,10.000000000000002,9.999999999999986,1.0,1.0,6.229670823524005,1.0,0.0073565,0.7392891290559123,0.7674428070161253,0.7915482197599045,0.8630483171693442,0.7809335615562629,0.7640330196391096,0.7802635426806563,0.8586162553639851,-2.299228302033953,-2.050187743475861,-1.8383797244055768,-1.2070828648839913,-1.9384133560425365,-2.096831829280291,-1.947307521836715,-1.249652816003338,0.001843,0.8114499708350383,1.0660660660660657,2.7889802923804394,0.6256256256256253,0.4729729729729729,0.077511,0.7176632319609477,0.8397572575821857,0.583951060597683,0.2082918089469449,-0.3798398318094452,0.010771,1750.076241327,5.6487333214,0.0,158.9877034033,2.6044600693,0.0
5,5,1,0.0176366012853183,-0.7043660684996149,1.0,0.001678,1.0,70.36985161055397,0.9999999999999996,10.0,10.000000000000009,1.0,1.0,11.78581486099358,1.0,0.0072805,0.6973001686702653,0.7483515012217807,0.8181365358080764,0.8728381408652621,0.7258587787920223,0.7343254908768406,0.81808355677838,0.8636518830159756,-2.6719148005393394,-2.219827743903374,-1.6038574142029272,-1.1220747609364423,-2.42696663696876,-2.358213789523804,-1.608472516849679,-1.2094492102309666,0.0018055,0.8281388605687539,1.0660660660660657,2.6633327251749805,0.6156156156156153,0.4864864864864865,0.0778119999999999,0.7384666124728082,0.8422174243388496,0.5797446053051101,0.2061197241076693,-0.390354116211045,0.0102224999999999,1419.0940007545,120.8327982373,0.0,146.6064165087,14.1751404844,0.0
