evaluations raw_y rep iid sigma t d_norm d_mean ps_norm ps_mean pc_norm pc_mean ps_squared loglikelihood mhl_norm mhl_mean x0 x1 x2 x3 x4 x5 x6 x7 x8 x9 x10 x11 x12 x13 x14 x15 x16 x17 x18 x19 x20 x21 x22 x23 x24 x25 x26 x27 x28 x29 x30 x31 x32 x33 x34 x35 x36 x37 x38 x39
1 25.3646033519 0.0000000000 1.0000000000 0.4987475152 67.0000000000 5.5214828963 0.8705624780 5.5988306900 -0.0866876016 4.6678348953 -0.0557962595 31.3469050948 -374.6369327404 27.3840218964 6.9636383210 3.528105 0.800314 1.957476 4.481786 3.735116 -1.954556 1.900177 -0.302714 -0.206438 0.821197 0.288087 2.908547 1.522075 0.243350 0.887726 0.667349 2.988158 -0.410317 0.626135 -1.708191 -5.000000 1.307237 1.728872 -1.484330 4.539509 -2.908731 0.091517 -0.374368 3.065558 2.938718 0.309895 0.756325 -1.775571 -3.961593 -0.695824 0.312698 2.460581 2.404760 -0.774654 -0.604606
2 22.4081495122 0.0000000000 1.0000000000 0.4987475152 67.0000000000 5.5214828963 0.8705624780 5.5988306900 -0.0866876016 4.6678348953 -0.0557962595 31.3469050948 -374.6369327404 27.3840218964 6.9636383210 -2.097106 -2.840036 -3.412540 3.901551 -1.019304 -0.876149 -2.505591 1.554981 -3.227796 -0.425481 -1.790933 0.773805 -1.021610 -2.361264 -0.056364 0.856664 0.133034 0.604944 -1.268644 -0.725482 -1.344921 -0.719106 -1.626293 -3.452565 0.354852 -0.803562 -3.260397 0.925565 -1.814597 0.103891 1.458181 0.257966 2.278801 -2.469652 0.804683 -1.369620 -1.741594 -1.157699 -0.623105 0.112331
4 20.3138000393 0.0000000000 1.0000000000 0.4987475152 67.0000000000 5.5214828963 0.8705624780 5.5988306900 -0.0866876016 4.6678348953 -0.0557962595 31.3469050948 -374.6369327404 27.3840218964 6.9636383210 0.752851 -2.198802 0.596476 2.652772 -1.389136 -0.299269 -0.870307 3.698527 1.344590 0.814924 -1.539832 1.078498 -1.348665 0.063661 -1.271692 1.352867 1.153182 -0.416598 0.792013 -2.186123 -2.982515 0.878783 0.333347 1.270063 4.766290 1.888959 -1.825644 2.234033 -2.631815 -0.923169 -0.136483 3.426685 -1.489510 -1.652877 -0.196905 -1.326957 2.253272 -2.159863 -2.294937 -0.875640
6 17.5589630584 0.0000000000 1.0000000000 0.4987475152 67.0000000000 5.5214828963 0.8705624780 5.5988306900 -0.0866876016 4.6678348953 -0.0557962595 31.3469050948 -374.6369327404 27.3840218964 6.9636383210 -0.738364 -0.478758 2.199319 1.310527 1.280263 -3.233912 -0.048652 -1.476062 0.559849 -0.196301 1.820358 0.634436 1.572656 -0.932838 -1.888893 -0.820099 -0.034041 0.758303 4.518618 -0.084514 -1.911890 -0.691964 -0.927192 0.962963 -3.081594 0.126524 0.313013 0.464362 -1.194632 -0.475843 -2.848122 -0.986640 -1.085723 0.832100 -2.312365 1.562396 2.988969 -4.139970 0.852517 1.353816
25 15.9474651799 0.0000000000 1.0000000000 1.8806158019 1.0000000000 6.3083003992 0.9974100398 2.9684320259 -0.0980338297 2.5173422760 -0.0831363838 8.8115886921 -1285.2918481693 26.7682970717 6.8067845167 -2.061551 -2.000083 0.700387 2.024674 -1.283188 -0.613021 1.761658 1.580948 -0.456024 2.322232 1.348908 0.930918 -1.475549 0.628531 -1.732121 -0.278289 -0.213667 -1.974959 2.484138 2.572288 -2.835117 -1.399902 0.241665 -1.223987 -0.198137 -0.995882 0.168303 -3.101185 -1.229252 -1.683710 -0.251233 -0.453174 -0.065356 1.575245 -0.785171 0.330916 0.823479 -1.691943 1.889584 0.169584
37 15.3057529817 0.0000000000 1.0000000000 1.7747737840 2.0000000000 6.2923215088 0.9948667663 3.1635978059 -0.1064442042 2.7257096990 -0.0922254626 10.0083510776 -1197.7032446999 24.7896984194 6.2900613731 -2.620823 -1.735533 -0.404765 1.273108 0.101613 -3.323506 -1.004414 -0.429128 0.592582 -2.075146 3.546390 0.891067 -1.150830 0.049682 -0.031112 0.221223 0.377077 1.063503 1.809570 1.121317 -5.000000 1.015134 -1.054298 0.590076 1.334779 0.020511 0.608358 -1.615544 -0.849694 -1.284670 1.313974 1.601403 -1.630577 2.837401 3.446385 -1.566435 2.264558 -0.765542 -1.032329 0.646175
47 13.4133312323 0.0000000000 1.0000000000 1.6793391337 3.0000000000 6.2767228953 0.9923821455 3.3066033039 -0.0567796076 2.8761277317 -0.0532763487 10.9336254094 -1206.1261534856 26.5238585309 6.7464531931 -2.066803 -1.741394 -0.476415 -0.603192 -0.643004 -0.616110 1.812673 0.237417 -1.199733 -0.208665 5.000000 0.707289 0.123268 2.505159 -1.340649 1.221409 0.842401 0.115621 -1.867817 0.497308 -1.216868 0.607549 0.548126 0.879771 -1.175602 -0.342702 2.357665 -2.141904 -0.570414 -1.215627 -0.773595 0.495455 -1.975081 1.507250 2.510470 0.173245 -0.157578 -1.089004 -1.476313 -0.281718
98 12.9230744997 0.0000000000 1.0000000000 1.4737273150 6.0000000000 6.2354615087 0.9857939961 4.0165379796 0.1061965907 3.4639373394 0.0852976067 16.1325773412 -1136.2146467554 27.0554939149 6.8771128804 -1.119463 1.327249 0.850178 0.914551 -1.636736 0.977670 0.374157 0.388253 1.029223 -2.505525 -0.741017 -1.159057 -0.445502 4.506373 -0.946221 0.149094 3.086871 0.165451 -0.380700 -2.744574 -1.616312 0.668149 -0.053009 1.548975 -0.567096 -1.163181 0.918434 -1.866261 1.230104 -1.242933 -2.130333 -1.302742 -0.595257 -0.971978 1.646627 -2.546642 2.323047 0.270397 -0.627173 3.050842
102 11.8181935965 0.0000000000 1.0000000000 1.4737273150 6.0000000000 6.2354615087 0.9857939961 4.0165379796 0.1061965907 3.4639373394 0.0852976067 16.1325773412 -1136.2146467554 27.0554939149 6.8771128804 -1.601763 -0.218414 -0.143955 -0.373239 -2.152267 0.838376 -0.294792 0.146898 1.175590 -1.345778 0.533371 -1.413399 -0.033215 1.139766 0.176901 0.635795 0.384152 2.084252 2.715238 -0.632644 -3.730370 -0.050089 2.071377 1.743906 2.360908 -1.300460 4.057140 -0.592052 -0.435217 0.717008 -0.071039 0.432567 -0.183597 0.412853 2.537779 0.072134 0.540817 2.366880 -0.172579 0.811064
122 10.3457538008 0.0000000000 1.0000000000 1.3463051953 8.0000000000 6.2045089379 0.9808491227 3.5925731720 0.0498399168 3.1958593894 0.0453903545 12.9065819962 -1065.3119413598 26.6267391715 6.7670104361 -1.244278 1.406653 0.123549 1.277300 -3.556759 0.758362 -2.905487 -0.560246 1.840055 -3.037768 1.977270 0.820131 -1.653006 1.986580 0.611942 2.087946 -0.890825 0.893011 1.320794 -1.189011 -0.286842 0.921049 1.033816 -1.186760 -1.457916 -0.667255 2.249648 -3.632354 1.187898 -0.959789 -1.843327 -1.169393 -0.810937 0.817535 0.967397 -0.914199 1.631986 0.054284 -1.057357 0.052824
