fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,sigma,d_norm,d_mean,ps_norm,ps_mean,pc_norm,pc_mean,loglikelihood,mhl_norm,mhl_mean,BFGS,DE,Elitist,MLSL,Non-elitist,PSO
1,1,0,1,5.931986773495708,44.64102524349809,6,0.6909567529594456,100.90558581775748,0.7202445123814587,5.331113377810503,7.401810477088395,0.868598907253695,0.9999999999999928,1.0000001478292553,0.9999999999999988,0.1064788732394366,0.1171428571428571,0.9089659910683612,0.2696981891348088,0.067122736418511,4.017985611510791,0.3999396378269617,0.0355533199195171,11.24900962082626,8.791399412472716e-05,0.0001112825016227,0.0001557476643124,0.0003751007646547,0.0008318708501551,0.0009985654920741,0.0014005142040992,0.0031278661106094,-0.9976152824421126,-0.9975919676122048,-0.9975476045862384,-0.9973287553411748,-0.1086124637515874,-0.108594343562177,-0.1085506505753401,-0.1083628824301615,0.5767650117155763,0.7957957957957954,0.0001726780903884,-2.309309309309309,0.5,0.9408977503687648,0.9347517578943256,0.9884466674495938,0.1357932926254124,-0.111427760062565,0.002770146,0.0255756286,0.0112000016,1.6308266176,-0.1504438186,0.0186563306,-0.0021499196,378.8376386857,9.5082381575,3.026671371,0.0,0.0,0.0,0.0,0.0,1.5e-09
1,1,1,1,5.424271688566665,34.10269896734838,6,0.8001065236812486,101.51223807498876,0.0288658172018936,4.205677579995311,145.6975061741683,0.8672236003199103,0.9999999999999912,1.000000123901208,0.9999999999999976,0.1022535211267605,0.0942857142857142,1.0845070422535212,0.2527967806841046,0.0171428571428571,14.746478873239434,0.3816498993963783,0.0295774647887323,12.90340136054422,1.9874212826716763e-05,2.6210458117902183e-05,4.204852018369739e-05,0.0001499761194624,0.0001907170890003,0.0002496382587122,0.0003960160553516,0.0011258787005307,-0.8689278666445651,-0.8689223607950373,-0.8689085983880377,-0.8688148152255778,-0.0908003619279471,-0.0907950108438689,-0.0907817171516215,-0.0907154327177073,0.5663153295229072,0.7517517517517519,2.5142033481427965e-05,-2.2212212212212217,0.5256410256410257,0.9473591275898876,0.9404960260694684,0.9876746718104176,0.1281130611015287,-0.1043983270855363,0.0007156841,0.018638511,0.0081913304,1.5233368998,-0.2365976722,0.010823864,-0.0018118719,445.6366182481,6.2824572712,1.9765649996,0.0,0.0,0.0,0.0,0.0,1e-10
1,1,2,1,5.431376333557675,36.9989463952956,6,0.657891912121058,94.9364335608981,1.9740711287454769,4.626415025521826,2.3435908454129084,0.8293093356355314,0.9999999999999888,1.0000002093526994,0.999999999999996,0.1008450704225352,0.0685714285714285,1.470657276995305,0.2612474849094567,0.0414285714285714,6.30597377367654,0.3660965794768612,0.0309859154929577,11.814935064935067,5.872319267612541e-05,7.643814588021584e-05,0.0001167959289478,0.0004290038106774,0.0002338683753922,0.0002970665284081,0.0004439127843005,0.0015005383748928,-1.1964107866750933,-1.1963895910693207,-1.1963413037467463,-1.1959677529332635,-0.3053494546955458,-0.3053301526598489,-0.3052853027467118,-0.3049625872258524,0.5800985038009305,0.6636636636636631,7.671581176779303e-05,-1.8028028028028027,0.5042735042735043,0.9615274731577574,0.9455550788490068,0.9913711178536782,0.1151578882894163,-0.1247423582628816,0.0027669373,0.0200436838,0.0086919548,1.7115365027,3.97868e-05,0.018419078,0.0012163978,389.6129093395,6.8878368772,2.2906703645,0.0,0.0,0.0,0.0,0.0,1.1e-09
1,1,3,1,5.644004597341089,38.35193958641151,9,0.3624402674187684,92.9500833270672,1.5368001564614455,4.033556992399325,2.624646396241122,0.7422103835292786,0.9999999999999868,1.0000003922275038,0.9999999999999968,0.1177464788732394,0.0914285714285714,1.2878521126760565,0.2795573440643863,0.0771428571428571,3.623891497130933,0.3659758551307847,0.0409657947686116,8.93369351669941,5.494520830247607e-05,8.054354250562264e-05,0.0001411627459723,0.0004387575425035,0.0003232697123233,0.0004596299668027,0.0008005578417258,0.0025261704139173,-0.8196705185398623,-0.8196495351870575,-0.8195998446828634,-0.8193559015981724,-0.1404912940577247,-0.1404721304340958,-0.1404242175469823,-0.1401817056069077,0.6150618640098594,0.7297297297297298,0.0001340068896363,-2.397397397397397,0.5384615384615384,0.9627315804891629,0.9484500937637552,0.9888017272012446,0.1247304330482401,-0.1215431205747442,0.0019967031,0.025551261,0.0112822548,3.2692685802,-0.3079905546,0.0382522135,-0.0026397637,391.4659344571,7.3187870928,2.1720604099,0.0,0.0,0.0,0.0,0.0,2e-10
1,1,4,1,7.261610810526562,71.45243610961872,7,0.4164581721489815,97.53723223838507,0.014309519554687,4.035346773000067,282.0043508503606,0.7091339486754078,0.9999999999999828,1.0000004180464932,0.9999999999999968,0.1022535211267605,0.09,1.136150234741784,0.2612474849094567,0.0657142857142857,3.9755052051439055,0.3869215291750502,0.0466599597585513,8.292367399741266,8.823996886352318e-05,0.0001219214690073,0.0001788339345789,0.0004983893465687,0.0005437944523953,0.0007399860750489,0.0010713418502737,0.0029252034361913,-0.9239052269782791,-0.9238741057181048,-0.9238215193534638,-0.9235262543838456,-0.1501826226589701,-0.1501531420551475,-0.1501033510997457,-0.1498247818202971,0.5942643127669436,0.6196196196196196,0.0001039960913954,-2.1331331331331325,0.5156695156695157,0.9681602091133664,0.9464768625495648,0.9922269714033408,0.1328059163499994,-0.1250980640838715,0.0022788389,0.0273312144,0.0120817725,1.1917633444,0.2666516015,0.0143288561,0.0033987555,383.2235804934,9.4069871519,2.9938706928,0.0,0.0,0.0,0.0,0.0,2.1e-09
1,1,5,1,8.146373305721342,80.6882985733678,7,0.7043664321172424,102.34278080150943,0.4616668235243775,4.948976445715627,10.719800933354929,0.8997232278788014,0.9999999999999885,1.0000005079332828,0.999999999999998,0.0994366197183098,0.1028571428571428,0.9667449139280124,0.2542052313883299,0.0757142857142857,3.357427584374169,0.3504225352112676,0.0310060362173038,11.301752109020118,4.051101213360441e-05,5.637927415695487e-05,7.959891585689986e-05,0.000222595355845,0.0002432867771454,0.0003358864166016,0.0004713900510827,0.0013158717746017,-0.7312979166371031,-0.7312863117400186,-0.7312693305764942,-0.7311647533413147,-0.1206847214437605,-0.1206735433625876,-0.1206571861647157,-0.1205552453222895,0.6121388429059902,0.6636636636636631,4.620241371751313e-05,-2.397397397397397,0.5356125356125356,0.9581065192315934,0.9521810719957366,0.9946609665648822,0.1343049726472413,-0.1005137186304084,0.0012106831,0.0193377627,0.0084587777,1.6798806909,-0.0586262381,0.0166655584,-0.0001199181,423.5153763664,7.3488457459,2.4264456989,0.0,0.0,0.0,0.0,0.0,1e-10
1,1,6,1,5.922853856775725,41.5998484546857,7,0.6336127991946183,100.6577093837267,0.2847186844724413,5.2632743518714085,18.48587619609086,0.7599189919841931,0.9999999999999852,1.0000004027662122,0.9999999999999968,0.1078672032193159,0.06,1.7977867203219315,0.2654728370221327,0.0314285714285714,8.44686299615877,0.3858752515090543,0.0423943661971831,9.10204081632653,1.8394550766247226e-05,2.482544206461604e-05,4.639506089769266e-05,0.0002260477983545,0.0001211600013413,0.0001595189834743,0.0002991096929485,0.001351287309374,-0.8395749624396169,-0.8395695631249787,-0.8395514534799383,-0.839400618765099,-0.126764116445751,-0.1267592533140561,-0.1267415560769083,-0.126608161548937,0.54110826035532,0.6856856856856854,0.0002340827276178,-2.1111111111111107,0.4843304843304843,0.9654605983447432,0.9465483729911288,0.9883900631526824,0.1337513549628712,-0.126442865125077,0.0005156892,0.0259352774,0.0112005228,1.3805294899,-0.2214651867,0.016618607,-0.0026714603,447.075134707,7.5759964251,2.3687902728,0.0,0.0,0.0,0.0,0.0,0.0
1,1,7,1,4.62398453815416,22.184348303160608,7,0.4371432861558465,95.8624347547576,0.1677684025649963,4.099000597170224,24.43249464440839,0.6902418845926852,0.9999999999999788,1.000000193803169,0.9999999999999962,0.1219718309859155,0.0885714285714285,1.377101317582917,0.2767404426559356,0.0414285714285714,6.679941719281204,0.4138229376257545,0.0298591549295774,13.859164420485175,0.0001796507153204,0.0002108907564201,0.0002796470239795,0.0008295678815305,0.0012517304081131,0.0014761164547354,0.0019366428897494,0.0049874215544688,-0.775442747175135,-0.7754185179590467,-0.7753651918299677,-0.774938683066855,-0.1103115604504043,-0.1102867770533264,-0.1102359119943102,-0.109898954058722,0.6111080844924934,0.6856856856856854,0.0002115072824868,-2.2212212212212217,0.5056980056980057,0.9761498074191832,0.9568042805392332,0.9955678493285602,0.133549387159033,-0.1319647836060752,0.005181659,0.0222203071,0.0097132619,1.853645152,0.0877890963,0.0182081033,0.0027491526,359.8557710927,6.7411067748,2.223435601,0.0,0.0,0.0,0.0,0.0,4.3e-09
1,1,8,1,7.312322231184831,69.56891411326087,9,0.6786621415700425,88.92689952124874,0.393678171586106,5.944285306196088,15.09935204750346,0.8548362403316745,0.9999999999999912,1.0000002695525478,0.9999999999999976,0.1092957746478873,0.0828571428571428,1.3190869354055368,0.2640643863179074,0.0285513078470824,9.24876673713883,0.3672837022132796,0.028169014084507,13.038571428571428,3.814010967270688e-05,4.823145125186875e-05,6.981431428339028e-05,0.0002684637680183,0.000220297376689,0.0002761232490464,0.0003869950197146,0.0012813083048482,-0.8701909290718275,-0.870182147342987,-0.8701633654150088,-0.8699904958690401,-0.150860703620698,-0.150852279834576,-0.1508355499556929,-0.1507006034958892,0.5767952902108961,0.7737737737737733,5.379361503980698e-05,-2.067067067067067,0.5128205128205128,0.972493377140533,0.9517513930244174,0.990890356762244,0.1266491809112294,-0.1209376721868355,0.0014660127,0.0199838376,0.0087844597,2.9990571345,-1.301136272,0.0267016007,-0.0114447737,414.1920012524,6.8541734459,2.2605220203,0.0,0.0,0.0,0.0,0.0,1e-10
1,1,9,1,7.780764179009192,70.97746093679487,6,0.7333204647888724,101.18917900793328,1.8775202569445315,5.610970620914961,2.9885007099983203,0.8902284883960868,0.999999999999989,1.0000004071175437,0.999999999999998,0.1050704225352112,0.0757142857142857,1.387722561785809,0.258430583501006,0.03,8.614352783366867,0.3379275653923541,0.046599597585513,7.251727115716753,2.835639923051149e-05,3.734693699721043e-05,5.0274845018741287e-05,0.0001909583432162,0.0001484624253747,0.0001923851558484,0.00026103664445,0.0008711561202428,-0.7592128914427432,-0.759206065517011,-0.7591962502042547,-0.7590894384500132,-0.1451480683868209,-0.1451416921407015,-0.1451317260301461,-0.1450431552173119,0.5955844008869516,0.641641641641642,2.2717281330269027e-05,-2.0450450450450446,0.5213675213675214,0.949407995085069,0.9457138399311328,0.9928017045031848,0.1410271268722608,-0.1014635118488665,0.0007922329,0.0195055535,0.0086356551,1.6764691215,0.1697721361,0.0155803649,0.0011663171,438.9248692457,10.283800725,3.4323362359,0.0,0.0,0.0,0.0,0.0,1e-10
