fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,sigma,d_norm,d_mean,ps_norm,ps_mean,pc_norm,pc_mean,loglikelihood,mhl_norm,mhl_mean,BFGS,DE,Elitist,MLSL,Non-elitist,PSO
1,1,0,1,4.694426788696957,27.87202622720235,6,0.6815282021723712,101.19001691722676,0.7740947126878148,5.288590436836291,6.831968168950833,0.8625493914725119,0.9999999999999922,1.000000147877451,0.9999999999999988,0.1051207729468599,0.1577777777777777,0.6662584200857319,0.2695169082125604,0.0977777777777777,2.7564229249011865,0.3543478260869565,0.0502898550724637,7.046109510086455,0.0013412380838153,0.0017851449856251,0.0023400950536507,0.004288213498195,0.0046383095015612,0.0067188129780802,0.0088664537086803,0.0159339351099398,-1.4859195844414124,-1.485259088600168,-1.4844333699403889,-1.481534734831029,-0.3883477105010242,-0.3875359867130702,-0.3866980688298839,-0.3839406387947644,0.6660711876529213,0.9279279279279278,0.0044324785912404,-1.428428428428428,0.5176211453744494,0.9414241942369624,0.934738533041776,0.9874685150049252,0.1199618030604058,-0.1423123866130419,0.0168823086,0.1189370802,0.0520886304,1.8782549472,0.4237862701,0.1011324456,0.0253563615,244.1383044666,7.7445773603,2.4955954934,0.0,0.0,0.0,0.0,0.0,1.1305e-06
1,1,1,1,4.270552466950615,20.81212929874476,5,0.7924651854482822,101.54957531615692,0.0496200786285288,4.19375606352284,84.5173199929525,0.8612223002951601,0.9999999999999908,1.0000001242912857,0.9999999999999972,0.1007729468599033,0.1088888888888889,0.9254658385093169,0.2542995169082125,0.0777777777777777,3.269565217391305,0.3303864734299517,0.0354589371980676,9.317438692098094,0.0014775348389756,0.0018903390502761,0.0025259499205052,0.0057352755815241,0.0044755517489511,0.0054567556672501,0.0074226457404058,0.015653752519217,-1.286526229922623,-1.2859943606215405,-1.2851754205524837,-1.2810404293156077,-0.4365254102616444,-0.4360951642302804,-0.4352331452490076,-0.4316239046423702,0.6511154114434393,0.7737737737737733,0.0054291861776189,-1.4724724724724725,0.5198237885462555,0.947988302719296,0.9404822163729878,0.9865582381511504,0.1308814483737272,-0.1259322398136337,0.0167279217,0.1053411983,0.0465836195,1.3453867678,0.4041151848,0.0729441418,0.0248382093,248.3356139502,8.4949967882,2.6676773263,0.0,0.0,0.0,0.0,0.0,1.1237e-06
1,1,2,1,4.330318839384895,23.35110997135341,4,0.6413013342204497,95.11492022993556,1.960042586220964,4.519414924204924,2.3057738418421447,0.8209693256052828,0.999999999999988,1.00000021220908,0.9999999999999956,0.1007729468599033,0.1066666666666666,0.9447463768115943,0.2608212560386473,0.0422222222222222,6.177345537757436,0.2844444444444444,0.0283574879227053,10.030664395229982,0.0027691580434803,0.0038188572355315,0.0051810835538642,0.0104987568339434,0.0042063205455403,0.0053477234245548,0.0073763706450771,0.0137849943108148,-1.7463799850911346,-1.7445417209879428,-1.7421561501878728,-1.7328436843145107,-1.2158366008427015,-1.214442979427698,-1.2119660571577553,-1.2041413045261666,0.6364610904611306,0.641641641641642,0.0081453717662807,-0.7897897897897898,0.5154185022026432,0.9638164932138218,0.9455159985644648,0.9901774586936084,0.1181375628483784,-0.1556833974686016,0.0391239678,0.122275675,0.0537656717,1.1213342376,-0.380952962,0.0490951786,-0.0174607573,208.7585909813,7.9190105371,2.6622368543,0.0,0.0,0.0,0.0,0.0,1.9565e-06
1,1,3,1,4.461445756875897,23.72781585406585,4,0.3560504422570828,93.4347008619928,1.5651070431116596,3.9860279840754393,2.546808540424582,0.7371049201068913,0.999999999999986,1.0000003920953588,0.9999999999999964,0.1225120772946859,0.1044444444444444,1.172987974098057,0.2825603864734299,0.1,2.8256038647343,0.3061835748792271,0.0306280193236714,9.99684542586751,0.0015167877247028,0.0022488577387828,0.0033500590031657,0.0071525489472424,0.0039984301820891,0.0056422501062954,0.0083748073400899,0.0178218808242892,-1.2163073350956752,-1.2154155603347354,-1.214074126489059,-1.2094421042840302,-0.4727611904202749,-0.4719809363647051,-0.4706839032576424,-0.4661997640336506,0.6714481232194555,0.7517517517517519,0.004905583706365,-1.5165165165165166,0.5352422907488987,0.9640094127309295,0.9484408698693568,0.9878204212345102,0.1230391057913443,-0.159308826045543,0.0178587262,0.115637488,0.0514071914,1.8654308125,-0.5186403108,0.0950127181,-0.0295277206,241.4319892429,8.3595560586,2.7491347299,0.0,0.0,0.0,0.0,0.0,8.037e-07
1,1,4,1,5.841730514329924,46.24353752352045,5,0.4079964721840514,97.84351883105242,0.1148212857740701,3.919303162316283,34.13394246453711,0.705899085348453,0.9999999999999818,1.000000418240855,0.9999999999999966,0.1007729468599033,0.1066666666666666,0.9447463768115943,0.2673429951690821,0.0755555555555555,3.5383631713554986,0.3779227053140096,0.0700966183574879,5.391454169538249,0.0015817802185105,0.0019463803873112,0.0025394955685608,0.0054166348204187,0.0039135524596301,0.0044228533832827,0.0056512457092039,0.0123103474387497,-1.3690208500209926,-1.3685209139990733,-1.3677076405295925,-1.363762536618058,-0.5986071131129693,-0.5983010441403753,-0.5975628307194363,-0.5935609836186229,0.6719084818853119,0.6636636636636631,0.0040050007578736,-1.3183183183183178,0.5110132158590308,0.9702972220367784,0.9464652262470816,0.9914987859954654,0.1373914416758716,-0.1573105007198198,0.0150133141,0.1260751557,0.0554095854,1.3357272507,-0.4929763168,0.0976429589,-0.0363748083,245.1120309368,9.5957385322,3.1431163634,0.0,0.0,0.0,0.0,0.0,1.2238e-06
1,1,5,1,6.519054781277111,51.391007350060825,7,0.6974954189303468,102.38688022517614,0.4929435816622518,4.897102877144182,9.934408438042125,0.8964680744364297,0.999999999999988,1.0000005083124757,0.999999999999998,0.1007729468599033,0.0888888888888888,1.133695652173913,0.2542995169082125,0.0444444444444444,5.721739130434783,0.2885507246376811,0.0326086956521739,8.84888888888889,0.0005757226323134,0.0007639492189529,0.0011152284713998,0.0032254930988975,0.0012754896731544,0.0017297628514146,0.0026958837319583,0.0067400202620233,-1.085522857005471,-1.0853184150415118,-1.084936873721816,-1.0826448136434754,-0.4510818744549268,-0.4508766983581699,-0.4504403421726158,-0.448613775719434,0.6381821835190584,0.7077077077077075,0.0007904927622696,-1.4064064064064066,0.539647577092511,0.9585980858634188,0.9521786809503244,0.9942217552206314,0.1278699845694423,-0.1277370434451052,0.0068524799,0.0919076526,0.0405325794,1.8936280466,0.0598454803,0.0746817297,0.006411543,290.6415372928,5.8089301821,1.694421531,0.0,0.0,0.0,0.0,0.0,1.157e-07
1,1,6,1,4.6927554146578245,25.825054547244616,6,0.6235752484037679,100.68211071785188,0.2191755006891009,5.208019277365878,23.761867822779244,0.7508331909515912,0.9999999999999848,1.0000004031217278,0.9999999999999964,0.1029468599033816,0.0955555555555555,1.077350859453994,0.2673429951690821,0.0666666666666666,4.010144927536231,0.3282608695652174,0.0329468599033816,9.963343108504398,0.0015685156809886,0.0021321709193836,0.0029206188766713,0.0071646178659665,0.00373899615833,0.0049773637845348,0.006776740289033,0.0164950198831709,-1.242708097298935,-1.2420065379632776,-1.2410251880397138,-1.235742850701841,-0.5290380249014327,-0.5283804225657566,-0.527424911320889,-0.5222642762843904,0.6152410412635112,0.7737737737737733,0.0046630349297427,-1.4724724724724725,0.4823788546255506,0.9672245339072756,0.9465283041721366,0.9873416721277776,0.1266744562645133,-0.1662008674570419,0.0139042343,0.1313699232,0.0578020832,1.2047512694,-0.2825501552,0.0818568554,-0.0225645512,246.6632114514,9.4240866842,3.1318616194,0.0,0.0,0.0,0.0,0.0,5.37e-07
1,1,7,1,3.596063945071468,12.85910242334216,3,0.4301353002142047,95.93780347950424,0.0798567442469045,4.007498060333918,50.183589352746,0.6829063235286366,0.999999999999978,1.0000001933666032,0.999999999999996,0.1072946859903381,0.1444444444444444,0.742809364548495,0.2695169082125604,0.08,3.368961352657005,0.3583091787439613,0.0239613526570048,14.953629032258062,0.0028596647424588,0.0036490595271422,0.0044191613001559,0.0070818462681613,0.0076699646836525,0.0094984147997705,0.0116214584281744,0.0183172425803641,-1.1501680594600632,-1.149257518951828,-1.14836923228792,-1.1452979141451098,-0.4243675688596331,-0.4235856365357659,-0.4226777220001734,-0.4198142859041696,0.6581199653462382,0.6636636636636631,0.0060086758917196,-1.3623623623623624,0.5088105726872246,0.9779241134382006,0.95679000464387,0.9951863771389816,0.1308697514988415,-0.1597392012542662,0.0340168418,0.11085682,0.0490155208,1.8855643769,-0.3014649291,0.0876804963,-0.0232965936,217.8430391563,8.6427018806,2.7325990102,0.0,0.0,0.0,0.0,0.0,2.6161e-06
1,1,8,1,5.844078597258045,44.382958892762616,5,0.6683439009808032,89.01910336797106,0.3940328105460658,5.903930484329188,14.98334739218111,0.8494499530931281,0.9999999999999908,1.0000002695479917,0.9999999999999974,0.1007729468599033,0.1,1.007729468599034,0.2564734299516907,0.06,4.274557165861513,0.3452657004830918,0.0438647342995169,7.871145374449339,0.0021668249307523,0.0029729541963462,0.0043822929772971,0.0102395550032102,0.0052328334671715,0.0066595255276462,0.0097479876731365,0.0218400607784429,-1.2850004618295876,-1.2839623359138896,-1.2821474022860608,-1.2746044736719335,-0.5578845126870481,-0.5570843964068872,-0.555352327580174,-0.5485708609830783,0.619984617251636,0.7297297297297298,0.0042133217438472,-1.3843843843843846,0.5242290748898678,0.9744364088947376,0.9517323770637875,0.9900725763709384,0.1261507583490575,-0.151745776041052,0.0255062701,0.1073803705,0.0473475009,0.962138564,-0.0780520169,0.0526561703,-0.0087899249,231.6190394816,6.6014095321,2.1069872971,0.0,0.0,0.0,0.0,0.0,1.6375e-06
1,1,9,1,6.2136996310578025,44.90076949364084,6,0.7254841473921092,101.19178094234309,1.8770266868244765,5.609203677653127,2.988345193505314,0.8862030612431723,0.9999999999999888,1.0000004070122883,0.999999999999998,0.1007729468599033,0.1111111111111111,0.9069565217391304,0.2564734299516907,0.0555555555555555,4.616521739130433,0.2715458937198068,0.0635265700483091,4.274524714828899,0.0020087049481183,0.0026405848378566,0.0035642839438182,0.0071905003894606,0.0046497856123788,0.0062984679482683,0.0085280899126367,0.0168223647462186,-1.1216217078913713,-1.1209115511949908,-1.119873424936833,-1.1157979955186497,-0.4639620739919893,-0.4631935745584669,-0.4621542820402622,-0.4582880760572598,0.6368215366039622,0.7517517517517519,0.0026034844368839,-1.2962962962962965,0.5066079295154186,0.9497057560969914,0.9456948816006268,0.9922316542755858,0.1303134078088703,-0.1315104497589906,0.0204193342,0.1052161998,0.0464126342,1.0813891738,-0.1756166666,0.0613244314,-0.0076449188,240.6675012721,7.8494157007,2.5187868722,0.0,0.0,0.0,0.0,0.0,4.204e-07
