fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,sigma,d_norm,d_mean,ps_norm,ps_mean,pc_norm,pc_mean,loglikelihood,mhl_norm,mhl_mean,BFGS,DE,Elitist,MLSL,Non-elitist,PSO
1,1,0,1,1.2146810999442856,2.0061549037374125,1,0.3812457333041013,118.1894796403436,0.7472060779771352,3.8654204868435897,5.173165209400067,0.8943794313338075,0.9999999999999816,1.000000261736321,0.5166666666666666,0.5499999999999999,0.9393939393939394,0.0,0.3791990234707601,0.5862734930313143,0.619816390095278,0.0,0.4003298284440489,0.6376071622266095,0.6450850613943011,-6.177392567113569,-3.834931338068571,-2.5557510489662194,-2.3485434059638344,-5.851328236392921,-3.508867007347924,-2.120479444329999,-2.0767238017811858,0.8688010009795197,1.1261261261261255,1.850407019542302,0.3773773773773774,0.5666666666666667,1.0734342364223746,0.902896516128672,0.9224953365916808,0.1796831199565821,-0.5379146346328376,2.1265198832,2.0388330637,0.9036401589,3.332338033,-0.5840868649,3.0689981551,-0.5954326143,-81.1831129959,6.1945178721,2.0979229332,0.0,0.0,0.0,0.0,0.0,1.9708e-06
1,1,1,1,0.866927441041696,-0.2407766595267375,1,0.5997820267380286,107.03402034043458,0.4289237696388336,5.325784397093964,12.416622192746347,0.8059585838560495,0.9999999999999766,1.00000041932462,0.2833333333333333,0.3166666666666667,0.894736842105263,0.0,0.2728375212266144,0.4687671884990757,0.5841331113037418,0.0,0.275670503646908,0.4153938194328511,0.5808630092549426,-4.774002899678758,-3.471475782201736,-2.5361069825099114,-1.98534973251632,-4.7249419152415415,-3.42241479776452,-2.762230246470988,-1.980397935799528,0.8373047716890634,0.94994994994995,1.6306163126774824,0.5535535535535532,0.5666666666666667,0.939151250211684,0.9022114734815868,0.8667477813252651,0.2033516829685208,-0.5594490547600557,1.4974258914,1.9293430656,0.8583990694,1.6192165683,-0.4637789081,1.5374450018,-0.4375075003,-58.1078298523,5.2191067314,1.6726222326,0.0,0.0,0.0,0.0,0.0,4.9573e-06
1,1,2,1,0.9495393925736532,0.1701764932950999,1,0.6022957059487164,104.92347900572106,1.950147138908712,4.645272708388095,2.3820113958106544,0.8826372657960251,0.9999999999999796,1.0000006857995156,0.3583333333333333,0.2083333333333333,1.7199999999999998,0.0,0.3992839042797423,0.5576340602911712,0.6365676784302248,0.0,0.4105848990239104,0.6024562535247193,0.6470131312217458,-5.887766690063339,-3.5368762185666336,-2.6045474446362094,-2.1398047170309105,-5.725710996886423,-3.374820525389717,-2.2762206009369423,-2.021100796320156,0.7506410801145483,0.94994994994995,2.154434690031882,0.3993993993993996,0.5,1.0433267925997525,0.9398062710516814,0.8843300898484147,0.1461789973050033,-0.4655100906966539,1.7212631326,1.9639064733,0.8734097026,1.4339648928,-0.3054079308,1.2289731268,-0.2542490479,-82.8993636169,8.5485152429,2.858892707,0.0,0.0,0.0,0.0,0.0,8.211e-07
1,1,3,1,0.8660243902452428,0.372059776559646,1,0.1419156619871523,103.1480963054162,0.4852207293237107,2.505774139795953,5.164194331285975,0.7330800756069114,0.9999999999999676,1.0000004297321927,0.3666666666666666,0.225,1.6296296296296295,0.0,0.4479718755939473,0.5697725941664764,0.5971882068558806,0.0,0.459522518141955,0.6737303519631684,0.6248873170136113,-5.552186361023384,-3.064963023228606,-2.3887027348073624,-2.2364861439541524,-5.412625583293895,-2.9254022454991166,-1.7659754440164497,-2.0303445045501403,0.8262826521285295,0.7517517517517519,2.0479120966650832,0.3553553553553552,0.4666666666666667,1.0671545086965004,0.9306389729819832,0.9071150379769554,0.1625148277876298,-0.6612158779095532,1.7548331509,2.0074554922,0.8869096934,0.8139775253,-0.0647451798,0.4257901199,0.0226518082,-73.8743134043,6.634947154,2.2572374099,0.0,0.0,0.0,0.0,0.0,2.3492e-06
1,1,4,1,2.109368607893508,4.005664585151961,2,0.5755696647371504,109.66728744371868,0.8162880849940995,3.987450514456997,4.884856936856821,0.8876163278632723,0.9999999999999688,1.000000869699274,0.3666666666666666,0.2833333333333333,1.2941176470588234,0.0,0.1872743196287041,0.4666274555761113,0.5957490156612617,0.0,0.1946516878315484,0.4931586406529281,0.6269652868600696,-5.439124921407206,-4.420516502375143,-2.901079898770345,-2.1987716034202256,-5.232980152289082,-4.214371733257019,-2.652290773822446,-1.952083249976107,0.8624795037877643,0.7297297297297298,0.9571521538991856,0.2452452452452451,0.4,1.0430261994858812,0.9238430204400117,0.95127513399422,0.1535490493878874,-0.4319135234832059,1.7200501465,1.9691831585,0.8773762037,1.4807355361,-0.2831443002,1.2448398908,-0.2517981214,-70.2484869606,6.3752791457,2.0656777227,0.0,0.0,0.0,0.0,0.0,8.6833e-06
1,1,5,1,1.5412638188151566,1.7997737419582167,2,0.6445912050014232,108.40928493388928,0.3366968298852574,4.784221088604304,14.209284626275556,0.8932707297243414,0.9999999999999736,1.0000007334380188,0.3166666666666666,0.1833333333333333,1.7272727272727273,0.0,0.0785729465068664,0.3516679336882565,0.5148826078914911,0.0,0.0828685452008907,0.4051178307734595,0.5505893260425492,-5.334131891771007,-4.915013431978314,-3.458288751371266,-2.5876801524987783,-5.057630235654106,-4.638511775861412,-3.0086940457316538,-2.2729530128328923,0.7861656122421247,0.7517517517517519,1.2654403332856807,0.1791791791791794,0.4666666666666667,0.9611933727671258,0.9307324700550408,0.9555874999834432,0.1178427413637248,-0.3795519593781001,1.6194096748,1.9042860008,0.8476702219,2.1950190432,-0.0239014095,1.9593031901,-0.0196165609,-68.9502570931,6.9913798105,2.1544714413,0.0,0.0,0.0,0.0,0.0,1.8078e-06
1,1,6,1,0.9782440358711192,0.3574766634742965,1,0.3315384427472032,106.709313480504,0.3228875576979096,2.6801314633422693,8.300510191383013,0.4398312421111133,0.9999999999999538,1.000000631553375,0.4,0.4499999999999999,0.8888888888888892,0.0,0.2859611513544094,0.3737213763618048,0.610939586242232,0.0,0.2975745553052397,0.3882377732205488,0.653548993825257,-5.322455724061765,-3.800440157176196,-3.3333402452406355,-2.070756826210871,-5.114736928109824,-3.592721361224255,-3.1290028525315554,-1.7720057550627626,0.8688010009795197,0.9059059059059056,1.086865007492579,0.2232232232232229,0.5,1.0821005754674062,0.9315859408801928,0.9361282616389044,0.1697001777205379,-0.5397886024979058,1.5992982535,1.9959913319,0.889246045,1.0258149081,-0.2289356837,0.9988360961,-0.2772351583,-72.2696466406,6.8781985409,2.3401659458,0.0,0.0,0.0,0.0,0.0,1.8721e-06
1,1,7,1,-0.2110715917528078,-0.987457872155674,2,-0.1162428003667419,99.6811261789022,0.0419680332429206,1.192398291335663,28.41206030394104,0.3129435863773,0.9999999999998976,1.0000004993275686,0.6833333333333333,0.1833333333333333,3.727272727272728,0.0,0.5067691496598441,0.5745828705416364,0.6722402071788661,0.0,0.5092241960735949,0.5280321589157952,0.6566662315066171,-5.352347812464446,-2.639943062858112,-2.2769804422413764,-1.754284410119996,-5.3265433389075,-2.614138589301166,-2.5139571601056243,-1.8287821975904384,0.7777759063268344,0.7077077077077075,1.0069386314760271,0.1791791791791794,0.4666666666666667,1.1059422427662045,0.9259819939601062,0.8865473409297177,0.1594420132224876,-0.6818534121738176,1.7526493456,2.0101067269,0.8922841186,1.6953880963,-0.1911493705,1.4639524516,-0.1663413846,-71.1686091554,6.1165146253,2.0495166012,0.0,0.0,0.0,0.0,0.0,3.5536e-06
1,1,8,1,1.5846308675278813,3.057010594701671,2,0.3693571548015961,96.54060986576444,0.2557625751501644,5.632334937548412,22.021732203163545,0.8590721758137344,0.9999999999999848,1.0000003237477015,0.3749999999999999,0.3083333333333333,1.2162162162162162,0.0,0.4216886720854733,0.5381668747341263,0.6130075838673382,0.0,0.4345247976781463,0.5436897599078875,0.658101341823525,-5.883156273084908,-3.402295916616411,-2.717036448026333,-2.2767368606071545,-5.709364275007562,-3.228503918539065,-2.605241383102031,-1.9520239846657883,0.7887980258873681,0.94994994994995,0.8873348085093646,0.6196196196196196,0.4333333333333333,1.0283811320721052,0.935718989884908,0.9171452996468896,0.1329185599415332,-0.4960672264069344,1.8376840624,1.8682776737,0.8253720199,1.6216665613,-0.2893031392,1.3663557402,-0.2146710183,-74.2816309828,7.3916779663,2.3650324297,0.0,0.0,0.0,0.0,0.0,1.281e-06
1,1,9,1,1.2464789481311087,0.5384662102241586,1,0.7196472237297828,106.7486383728868,0.9981405101542756,6.188959216805015,6.200488963070371,0.783059960105371,0.9999999999999828,1.0000007009847345,0.2666666666666666,0.1583333333333333,1.6842105263157896,0.0,0.4221414828036288,0.4494018999104655,0.5390601919578911,0.0,0.4385968144057382,0.4678999815325985,0.5383436620199172,-5.163082540234096,-2.983531220862148,-2.842783437258341,-2.379870275001068,-4.969373346509725,-2.789822027137777,-2.6442036494492376,-2.2941427012055087,0.8139158935046792,0.7737737737737733,1.4360089846512607,0.2672672672672673,0.4666666666666667,1.002105822492968,0.9249348438155208,0.940723018185468,0.1280075879447478,-0.4586759015437145,1.4800569865,1.8576383458,0.8271800326,1.3431528769,-0.2352032738,1.2157309647,-0.2197871653,-63.7880964586,6.868643336,2.2136346513,0.0,0.0,0.0,0.0,0.0,2.2571e-06
