fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_10,ela_level.mmce_qda_10,ela_level.lda_qda_10,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,sigma,d_norm,d_mean,ps_norm,ps_mean,pc_norm,pc_mean,loglikelihood,mhl_norm,mhl_mean,BFGS,DE,Elitist,MLSL,Non-elitist,PSO
1,1,0,1,5.207807690040788,34.352026494917,6,0.6862397802134295,101.047166278173,0.7470643412271375,5.309986531424555,7.107803489458891,0.8655891990846497,0.9999999999999926,1.0000001478530174,0.9999999999999988,0.1067857142857142,0.1036363636363636,1.030388471177945,0.2660714285714285,0.089090909090909,2.986516034985423,0.3740909090909091,0.0322402597402597,11.603222557905337,0.0004401235584672,0.0005947734853001,0.0007484049848289,0.0017222917351609,0.0021271132980342,0.0030088467807676,0.0038348783096441,0.0083444973277101,-1.2499540908497526,-1.2497607004253763,-1.2495685835488937,-1.2483507338169342,-0.2438385102528046,-0.2436230513684769,-0.2434212037182327,-0.2423192409353705,0.6193361823218533,0.7737737737737733,0.0004760775230226,-1.9349349349349347,0.5181818181818182,0.9411523843803904,0.9347510355764992,0.9879708076040062,0.124495455799229,-0.1292458001857956,0.007214823,0.0644854157,0.0282869428,0.9485632779,-0.2509902687,0.0250012244,-0.0093594724,303.0235574112,8.3050237939,2.6427540341,0.0,0.0,0.0,0.0,0.0,7.21e-08
1,1,1,1,4.749836387436661,25.948295192277083,6,0.7962999753444625,101.53073299308126,0.0391411224234752,4.199768161518137,107.2981023916496,0.8642344121762697,0.999999999999991,1.000000124094749,0.9999999999999974,0.1014285714285714,0.0781818181818181,1.29734219269103,0.2535714285714285,0.0545454545454545,4.648809523809524,0.361590909090909,0.0612662337662337,5.901960784313724,0.0002310618870846,0.0003046196673813,0.0005107691624925,0.0016972199027821,0.0012406841091062,0.001604513456452,0.0026516226064614,0.0084751276720866,-1.0857648801250648,-1.0856849952122,-1.0854611135998449,-1.084172609329812,-0.205412693014522,-0.2053378650105705,-0.2051225083105514,-0.2039248004751589,0.6051827872288731,0.7517517517517519,0.001380829765218,-1.6706706706706704,0.4854545454545454,0.9476628692650004,0.9404946128123962,0.9871329798078184,0.1268484677110445,-0.1180360821384931,0.0037963947,0.0538022429,0.0235187735,1.1787090171,-0.2174765209,0.0349857271,-0.007799677,336.5347585482,7.3570466252,2.3796911753,0.0,0.0,0.0,0.0,0.0,1.1e-08
1,1,2,1,4.784522139878826,28.60943820721889,4,0.6496544324754592,95.02408480825764,1.967105951024401,4.573700798447383,2.3250912316469567,0.8251257190850916,0.9999999999999885,1.0000002107542332,0.9999999999999958,0.1014285714285714,0.0727272727272727,1.394642857142857,0.2607142857142857,0.0636363636363636,4.096938775510204,0.3232467532467532,0.0304220779220779,10.62540021344717,0.0005663864897651,0.0007334387120801,0.0010126184806966,0.003394731366604,0.0010360006146086,0.0013236340967873,0.0018157635799572,0.0056170951884656,-1.4849433115468649,-1.4846951078874595,-1.4842803068196129,-1.4807409996065464,-0.8158620625929462,-0.8156271499772909,-0.815225223806329,-0.8121206452142822,0.6056872825179468,0.641641641641642,0.0038069798714022,-1.1861861861861869,0.4836363636363636,0.9626069323691756,0.9455491016676332,0.9908041255791282,0.1159527961794771,-0.1423932865752252,0.0128633223,0.0621981864,0.027369248,1.6496153318,-0.0805095491,0.039819162,-0.0017547309,281.1514017758,7.5056899263,2.446239282,0.0,0.0,0.0,0.0,0.0,9.38e-08
1,1,3,1,4.952000703384325,29.37773774906399,7,0.359159235351728,93.19333549804747,1.550938045150866,4.009695678021548,2.585335816964571,0.7395942410077275,0.9999999999999865,1.0000003921628218,0.9999999999999968,0.1264285714285714,0.0909090909090909,1.3907142857142856,0.2857142857142857,0.0472402597402597,6.04810996563574,0.3442857142857142,0.0267857142857142,12.85333333333333,0.000485678326346,0.0006391422369668,0.0007861044129973,0.0021030427073024,0.0017832445375412,0.0022336428334684,0.0027628598702206,0.0063307875369954,-1.0251152043931435,-1.0249578097618797,-1.024807083396231,-1.023456413936609,-0.287029192789164,-0.2868996843846956,-0.2867475122857622,-0.2857215834055661,0.6104250050491132,0.7517517517517519,0.000526892142135,-1.6926926926926924,0.5272727272727272,0.9633516349492612,0.9484457297286152,0.9883249791259622,0.1231550665207144,-0.1403866376794402,0.0072715223,0.0641272439,0.0284014613,1.4030660361,-0.3680986147,0.0406080309,-0.0070949773,302.0211483952,8.7070708599,2.9281007702,0.0,0.0,0.0,0.0,0.0,7.73e-08
1,1,4,1,6.4269855545607815,55.97516307596376,5,0.4121421766574,97.690386039658,0.0646225129754734,3.977219664449269,61.54541941070546,0.7074111539095275,0.9999999999999822,1.0000004181394122,0.9999999999999968,0.1014285714285714,0.109090909090909,0.9297619047619048,0.2660714285714285,0.0654545454545454,4.064980158730158,0.3937012987012987,0.0286363636363636,13.748299319727892,0.0005149878483751,0.0007094738223926,0.0009892013412195,0.0020123174554058,0.0018476131582207,0.0025320793567766,0.0035939626730544,0.0068925815584503,-1.1546691490044756,-1.1544444663415223,-1.1541213071823653,-1.1529393378696318,-0.315861280976249,-0.3156446844193397,-0.3153086557438104,-0.3142648211546949,0.6431547960408057,0.6856856856856854,0.0009203731996618,-1.494494494494495,0.5145454545454545,0.9691920052699724,0.9464758148988064,0.9918740947384282,0.1359067493526722,-0.1436735337719321,0.0079889882,0.072018797,0.0317508898,1.7419108537,0.2482953953,0.0516449406,0.0058999257,294.0187825879,7.7805797247,2.5664588503,0.0,0.0,0.0,0.0,0.0,2.81e-08
1,1,5,1,7.192190726508312,62.72276585483948,7,0.7009136958102872,102.36471416389612,0.4772269205974543,4.923182383699297,10.31622938943977,0.8980908786458969,0.9999999999999882,1.0000005081229586,0.999999999999998,0.1014285714285714,0.1072727272727272,0.9455205811138014,0.2553571428571428,0.0527272727272727,4.842980295566502,0.3177922077922077,0.0321428571428571,9.886868686868684,0.0002305016320171,0.0002646797697334,0.0003603104097111,0.0008315304084105,0.000695206866207,0.0008014977393709,0.0010394893214786,0.0023312103020757,-0.9145419018345076,-0.9145106372889104,-0.9144231588976396,-0.9139921091061662,-0.3050985249707306,-0.3050660732214315,-0.3049934118260741,-0.3045990354870814,0.5945074439459868,0.6856856856856854,0.0001816599788375,-1.8688688688688693,0.5054545454545455,0.9583457290676822,0.9521796080390562,0.9944471737625488,0.1333484590909765,-0.1166831592384136,0.0035727894,0.0498144162,0.0217669967,1.7558593201,0.0277280736,0.0536016281,-0.00198205,342.0092445218,7.5700742403,2.4389491197,0.0,0.0,0.0,0.0,0.0,2.09e-08
1,1,6,1,5.202741663641294,31.92124547879009,6,0.6285762834587689,100.6697527736812,0.2520916055479655,5.235778584116572,20.76934919247186,0.7553694060991699,0.9999999999999852,1.0000004029421088,0.9999999999999966,0.105,0.0781818181818181,1.3430232558139537,0.2642857142857142,0.0381818181818181,6.921768707482992,0.3539610389610389,0.0413636363636363,8.557299843014126,0.0002868432408014,0.0003706508490771,0.0005863583225929,0.0019275322784439,0.0008588044585162,0.001160111590408,0.0017470714682664,0.005358392363569,-1.0489167182418355,-1.0488287858175778,-1.0486024617228205,-1.047195278297404,-0.3325677989532627,-0.3324675077730879,-0.3322721360323126,-0.3310700946723686,0.5910440257606472,0.7517517517517519,0.0004760775230226,-1.6706706706706704,0.4981818181818181,0.9663130287416668,0.9465474103584272,0.987881311426144,0.1240473309688926,-0.1498355282876652,0.0044637616,0.0705168016,0.0310604455,2.1975277832,0.101533968,0.0740712519,0.006962668,318.7887684976,5.4758405392,1.7870804917,0.0,0.0,0.0,0.0,0.0,1.97e-08
1,1,7,1,4.024557680444067,16.46272208543487,4,0.4335530795180118,95.9000151721202,0.1237737295611299,4.052885502363103,32.744311064501325,0.6865105521558656,0.9999999999999784,1.000000193588832,0.9999999999999962,0.105,0.1218181818181818,0.8619402985074627,0.2803571428571428,0.1036363636363636,2.7052005012531324,0.3881818181818181,0.054090909090909,7.176470588235293,0.0009774231669304,0.0012074480079465,0.0018243152251336,0.0040991194020391,0.0034794036271755,0.0041980128939234,0.0060121619613617,0.0140357058823028,-0.969843327466014,-0.9696200211440308,-0.969021171259759,-0.9668128091031624,-0.2813313107555871,-0.2811284375910272,-0.2806162786482957,-0.2783511231297851,0.6538698475525847,0.7297297297297298,0.0021794069843029,-1.8908908908908904,0.5072727272727273,0.9770115336840784,0.9567972715850156,0.9953820079813464,0.1330312178858132,-0.1466450147820548,0.0145547396,0.058514892,0.0255580546,1.1231530009,-0.2375357394,0.036409558,-0.007778501,279.0595929556,9.3822230079,3.082242456,0.0,0.0,0.0,0.0,0.0,1.286e-07
1,1,8,1,6.45139318418568,54.11877715521584,7,0.6735071172331247,88.97272994438549,0.3938693598644671,5.92426591321288,15.04119517002149,0.8521393886488566,0.9999999999999912,1.0000002695484145,0.9999999999999976,0.105,0.0672727272727272,1.560810810810811,0.2553571428571428,0.0381493506493506,6.693617021276594,0.3575,0.0539285714285714,6.629139072847683,0.0003814900967847,0.0004994299710763,0.0007571639136145,0.0027833067363557,0.0012334404739372,0.001634326995975,0.0024046469927389,0.0084459978389143,-1.086121315933134,-1.0859931700352763,-1.085713132875043,-1.08351165612456,-0.3200626182719963,-0.3199341510254214,-0.3196872959092584,-0.3177512974006137,0.5856816859536926,0.8178178178178177,0.0006789406812696,-1.5385385385385382,0.52,0.9734333620481296,0.9517494936120612,0.9904931339446814,0.1258785211275665,-0.1364561267747701,0.0069981698,0.0556248732,0.0244897835,1.2634362725,0.2847851846,0.0424540164,0.0095798725,310.1887895868,6.780866559,2.2155104413,0.0,0.0,0.0,0.0,0.0,2.33e-08
1,1,9,1,6.862356989095488,54.98771774959563,6,0.7294031881658068,101.1904914252108,1.8772699621124795,5.6100786395604585,2.988424016142822,0.8882173016446584,0.9999999999999888,1.0000004070660096,0.999999999999998,0.1032142857142857,0.06,1.7202380952380956,0.2571428571428571,0.0563636363636363,4.56221198156682,0.2925,0.0392857142857142,7.445454545454545,0.0002379377822045,0.0003544212280326,0.0005602146388514,0.0022035230356581,0.0009325430925994,0.001374486078594,0.0021378179132987,0.007789140174531,-0.9478856594361472,-0.947775220170611,-0.9475801051224476,-0.9460220659426964,-0.2450055480367248,-0.2448971684846375,-0.2447099733826424,-0.243324075665554,0.5941438094298027,0.5535535535535532,0.0003338285864731,-1.6926926926926924,0.4836363636363636,0.9495510497490878,0.9457144124719982,0.992523619920377,0.128367266881147,-0.1241290569794244,0.0044552672,0.0516757113,0.0228949588,2.0268771793,0.7044956146,0.0458570115,0.0160135967,330.3890313581,8.7005702214,2.787720193,0.0,0.0,0.0,0.0,0.0,1.59e-08
