fid,iid,rep,high_level_category,ela_distr.skewness,ela_distr.kurtosis,ela_distr.number_of_peaks,ela_meta.lin_simple.adj_r2,ela_meta.lin_simple.intercept,ela_meta.lin_simple.coef.min,ela_meta.lin_simple.coef.max,ela_meta.lin_simple.coef.max_by_min,ela_meta.lin_w_interact.adj_r2,ela_meta.quad_simple.adj_r2,ela_meta.quad_simple.cond,ela_meta.quad_w_interact.adj_r2,ela_level.mmce_lda_25,ela_level.mmce_qda_25,ela_level.lda_qda_25,ela_level.mmce_lda_50,ela_level.mmce_qda_50,ela_level.lda_qda_50,disp.ratio_mean_02,disp.ratio_mean_05,disp.ratio_mean_10,disp.ratio_mean_25,disp.ratio_median_02,disp.ratio_median_05,disp.ratio_median_10,disp.ratio_median_25,disp.diff_mean_02,disp.diff_mean_05,disp.diff_mean_10,disp.diff_mean_25,disp.diff_median_02,disp.diff_median_05,disp.diff_median_10,disp.diff_median_25,ic.h_max,ic.eps_s,ic.eps_max,ic.eps_ratio,ic.m0,nbc.nn_nb.sd_ratio,nbc.nn_nb.mean_ratio,nbc.nn_nb.cor,nbc.dist_ratio.coeff_var,nbc.nb_fitness.cor,sigma,d_norm,d_mean,ps_norm,ps_mean,pc_norm,pc_mean,loglikelihood,mhl_norm,mhl_mean,BFGS,DE,Elitist,MLSL,Non-elitist,PSO
1,1,0,1,1.8499576220245475,4.408847735005493,3,0.5308710795254827,105.4573018770264,1.2075582151031337,4.692979055826975,3.8863377327329625,0.7726673747430638,0.9999999999999865,1.0000001342163576,0.9999999999999964,0.3069444444444444,0.0694444444444444,4.419999999999999,0.15,0.0805555555555555,1.862068965517241,0.273790913205976,0.232053177425113,0.2368100821136615,0.3394426100619201,0.2808612624849622,0.2480466037062374,0.2525297390324373,0.3464569574168439,-3.593487510790662,-3.800017606578009,-3.7764790996945647,-3.268624386651644,-3.4689203728974736,-3.6272089372995775,-3.605583569820072,-3.152505430059251,0.7985985788130722,1.1261261261261255,0.9098272894455568,0.2452452452452451,0.5930232558139535,0.985382997371976,0.921649135247526,0.9597221252811028,0.1480730792363864,-0.3536452989961217,0.9904664679,1.3305862984,0.5895871918,1.3657408239,-0.4056963374,0.8032770139,-0.2239899575,-33.0881626542,8.0323114468,2.5364498055,0.0,0.0,0.0,0.0,0.0,7.953e-07
1,1,1,1,1.5476781711237404,2.0749752748893364,1,0.6592602429658208,102.35784195362638,0.389687175231955,4.056973316372089,10.410846376859183,0.7601978528061225,0.9999999999999832,1.0000001287321865,0.9999999999999912,0.1847222222222222,0.0694444444444444,2.66,0.1361111111111111,0.1263888888888888,1.076923076923077,0.2628893850915523,0.2384275561331374,0.2929727524265825,0.4138636098636318,0.2783804888115364,0.2762089934563445,0.3115489961387889,0.4378574118521999,-2.841443899559226,-2.9357403501327703,-2.725477314811376,-2.259462333573244,-2.6269326912556563,-2.6348376495460286,-2.5061884003001467,-2.0463841665263005,0.8304392522676272,0.8838838838838833,1.0069386314760271,0.0030030030030028,0.5232558139534884,0.9750974095424938,0.9289999285715425,0.9538071805576432,0.1637464113004179,-0.3630672908457856,0.9212466753,1.337986963,0.5866156218,1.649165414,0.0738439695,1.0861195196,0.0245986483,-29.0553313689,7.9820465109,2.652619247,0.0,0.0,0.0,0.0,0.0,6.69e-07
1,1,2,1,2.0226382144267703,4.296038399662655,2,0.4843238518179368,99.14374510163532,2.0360987229147454,3.56834680368382,1.7525411531006752,0.7707825758880558,0.9999999999999792,1.000000247635547,0.9999999999999928,0.3361111111111111,0.1527777777777777,2.2000000000000006,0.3541666666666667,0.1861111111111111,1.902985074626866,0.0911747441331284,0.2264292406190939,0.3560637609846962,0.4599310882863096,0.0932066341388235,0.2177032032755875,0.3369926953102379,0.4748048966344922,-4.139159129057713,-3.523155249035704,-2.932747021548129,-2.4596930507919783,-4.039873794231106,-3.485226565808074,-2.953777493791261,-2.339807518253979,0.7895444697141476,0.94994994994995,1.5107033044866556,0.2452452452452451,0.5,0.9864133305716885,0.9329014849995974,0.9539366967543864,0.1329171452718819,-0.4022384563709804,1.1592233962,1.3505351105,0.5937687802,1.3778910599,-0.2271727149,0.8467578752,-0.1796184804,-45.2523045059,8.5315453985,2.6900602699,0.0,0.0,0.0,0.0,0.0,7.5793e-06
1,1,3,1,1.76497567436606,3.233187543121564,2,0.3399308772896089,99.3155117467599,0.3394684850999873,3.5431592515672365,10.437373149745053,0.7218994134416387,0.999999999999975,1.0000003934427295,0.9999999999999912,0.3180555555555555,0.0805555555555555,3.948275862068965,0.3791666666666666,0.1513888888888888,2.5045871559633026,0.1351450465946909,0.2492817396630736,0.3001569091051709,0.3963992757132629,0.1413617674891405,0.2478592997801953,0.2993960517229737,0.4062414312950619,-3.5013920869268134,-3.039306147123747,-2.833336446650587,-2.4436962421956814,-3.323348279969359,-2.9111509454464266,-2.7116786072261814,-2.2981349342578543,0.804515253741968,0.7737737737737733,1.2333634979137746,0.2672672672672673,0.4534883720930232,1.0143875823978774,0.9275231654163424,0.9579839462908348,0.1639316543329765,-0.390512782107246,0.8606438204,1.3383734055,0.5911899307,1.4892712718,-0.1948921011,0.8699502827,-0.1555092499,-24.9198229362,7.4071152307,2.4931569613,0.0,0.0,0.0,0.0,0.0,2.4918e-06
1,1,4,1,3.027054589730475,11.427703322179054,3,0.346374699303981,103.03057321428784,0.974264000111718,2.813666457031169,2.8879918140345207,0.727318870539357,0.999999999999968,1.000000430500538,0.9999999999999916,0.3569444444444444,0.1152777777777777,3.096385542168675,0.4111111111111111,0.1875,2.1925925925925926,0.1247351244306886,0.1878345456546573,0.2996020017877215,0.4379509945392831,0.133371973395348,0.1855025588277493,0.3283790544526865,0.473550999874304,-3.7130559724410745,-3.445375080207352,-2.9712342434126766,-2.3843289897507374,-3.438340738422742,-3.231512999061133,-2.6646514847907112,-2.088682789230697,0.8581888990951216,0.8178178178178177,1.4360089846512607,0.3113113113113108,0.5813953488372093,1.0199020609342488,0.9393185220657908,0.9767364962525014,0.1408451954500555,-0.4387931529956564,1.0906620272,1.3929047903,0.6168153391,1.6247721078,0.2480747832,1.1034667466,0.2329764613,-39.0575358314,7.8605092328,2.4217379618,0.0,0.0,0.0,0.0,0.0,4.055e-07
1,1,5,1,2.805214593312414,8.664568684228982,3,0.6310735200520681,103.42819417810584,0.8255454621281954,3.963525027374706,4.801098436368398,0.869647925511744,0.9999999999999823,1.0000005161554597,0.9999999999999964,0.3319444444444445,0.1138888888888888,2.914634146341464,0.2916666666666667,0.0944444444444444,3.088235294117647,0.1174502957422384,0.2278081540724012,0.2752200823231507,0.3689102512913315,0.13051601137536,0.2807227781957476,0.2837435239625177,0.4184966822929429,-3.1623013486188736,-2.7668734168610065,-2.596989722011138,-2.261284496287244,-2.803599604598688,-2.319266784701892,-2.309526568955416,-1.8750229940118408,0.7961174647956533,0.7297297297297298,0.7621166545204727,0.0690690690690694,0.4418604651162791,0.9780170262268352,0.942024991985068,0.982278716391842,0.1261698622274288,-0.2904498742225249,0.7162993758,1.2935416634,0.5723169893,0.8800939498,0.2345609073,0.5190778685,0.1407442264,-20.5331434876,8.5214392891,2.9072809574,0.0,0.0,0.0,0.0,0.0,1.4473e-06
1,1,6,1,1.845147822038068,3.303711741942678,2,0.5076169965423785,101.24011903830883,0.8292302821510279,4.322071537015882,5.2121486998815385,0.632124955850336,0.999999999999974,1.000000398466076,0.999999999999992,0.3541666666666666,0.0833333333333333,4.25,0.2541666666666666,0.0944444444444444,2.691176470588235,0.1750444589575438,0.3430674301441895,0.3427379900811966,0.4254932937475442,0.1862100685180409,0.4070169190222766,0.3708450677420752,0.4515674395034468,-3.214525625473905,-2.5598065288966274,-2.561090226589245,-2.238625522681452,-2.9808757113660342,-2.1720702050449,-2.304566060234388,-2.008883663538789,0.8364674015543411,0.9279279279279278,0.9820453926876064,0.2452452452452451,0.5116279069767442,1.016141473587841,0.9328165830133448,0.9600474240585546,0.1533745317087644,-0.383324960629758,0.9068581169,1.3764734954,0.6096220259,1.4797904995,0.1351593195,0.9554688701,0.1621927178,-31.5682590647,8.0048570937,2.5958496112,0.0,0.0,0.0,0.0,0.0,5.318e-07
1,1,7,1,0.9795924869896784,-0.3322619253844183,2,0.2846154174886551,96.26496219669887,0.2384081704657086,2.8552398624218527,11.976266823592503,0.5581925012667182,0.9999999999999564,1.0000001978487203,0.9999999999999908,0.3541666666666667,0.1180555555555555,3.0000000000000004,0.3041666666666667,0.0694444444444444,4.38,0.2106136905951868,0.2701515742742355,0.2788881768469765,0.3980307413687214,0.2135827215682022,0.2731490522581845,0.2760048559660932,0.4063048401942978,-3.0319635113483456,-2.803283727182992,-2.7697272037189924,-2.312111073347079,-2.978570674972504,-2.752962043683659,-2.742145631823002,-2.2486319176464287,0.81674848008176,0.8838838838838833,0.7427982482564911,-0.0190190190190193,0.5930232558139535,1.041401551503566,0.942165075973986,0.9783881494609796,0.155007826447336,-0.3860606556840422,0.7923418971,1.3445486216,0.5929201872,1.5415599896,-0.2904519211,1.0772183785,-0.1750344743,-25.9638706987,8.1700437334,2.734603618,0.0,0.0,0.0,0.0,0.0,5.0302e-06
1,1,8,1,2.5333904982847217,8.192240505873695,2,0.5397649277822618,91.64015568367398,0.5421081240163964,5.002206636156936,9.227322769296189,0.7858066921663498,0.999999999999986,1.0000002854811345,0.9999999999999936,0.2736111111111111,0.1041666666666666,2.626666666666667,0.3180555555555555,0.1027777777777777,3.0945945945945947,0.2948703949659915,0.3227958277430656,0.3247771998546085,0.4057974566700893,0.3220910740413135,0.3376276169307394,0.362118452959421,0.4318060672885823,-2.9006816801901985,-2.785805222458808,-2.777654480035625,-2.4443625958328123,-2.5530243514905204,-2.494513287812479,-2.4022801007642887,-2.1398345574665285,0.8031145495718203,0.94994994994995,0.8648423275731727,0.2232232232232229,0.5465116279069767,1.0344747652029125,0.9365347098408062,0.9626677315708568,0.1790535352835209,-0.3447688365025248,0.9797655275,1.2861117819,0.5637616216,1.7959113416,-0.5339199031,0.9542848206,-0.2359892437,-26.7802784425,7.4000963918,2.4480772216,0.0,0.0,0.0,0.0,0.0,1.4654e-06
1,1,9,1,2.585965763004492,6.765323992036242,2,0.6354268302220859,102.09443613420927,1.645623628140341,5.5742948316989525,3.3873449167707075,0.8310707939303161,0.9999999999999836,1.0000004065980743,0.9999999999999958,0.2944444444444444,0.0583333333333333,5.047619047619048,0.3444444444444444,0.111111111111111,3.1000000000000005,0.0904854846180716,0.1387386112525375,0.2065931457181898,0.2891327590802574,0.1038796375438765,0.160410402216918,0.2203410222802347,0.3336701560684461,-3.3012756486804427,-3.1261307013079827,-2.8798382909114983,-2.580243275070252,-2.8332636566061447,-2.65453034382962,-2.4650477086199105,-2.106734998130067,0.7892759823690313,0.7737737737737733,0.7814350607844542,-0.0410410410410407,0.5,0.9551800455771574,0.9417106481966824,0.981059450804165,0.1126062692517824,-0.341004314031631,0.6633626248,1.2467955548,0.5525409201,0.9270532876,0.2495641164,0.5858751435,0.1695172147,-8.9153127641,6.9632480182,2.2257419404,0.0,0.0,0.0,0.0,0.0,9.302e-07
