fid,iid,rep,eval,raw_y
1,6.0,0.0,1,54.2405806133
1,6.0,0.0,2,31.6594279636
1,6.0,0.0,6,12.918696873
1,6.0,0.0,20,8.2435545331
1,6.0,0.0,31,5.605482589
1,6.0,0.0,36,5.1853095898
1,6.0,0.0,43,3.3754947337
1,6.0,0.0,46,3.098051626
1,6.0,0.0,54,1.9065543381
1,6.0,0.0,70,0.8382606917
1,6.0,0.0,89,0.2682642627
1,6.0,0.0,114,0.0807300068
1,6.0,0.0,153,0.0688565033
1,6.0,0.0,155,0.0563025284
1,6.0,0.0,161,0.0215859564
1,6.0,0.0,172,0.0169099567
1,6.0,0.0,184,0.0108963769
1,6.0,0.0,190,0.0042659945
1,6.0,0.0,207,0.0034834104
1,6.0,0.0,210,0.0033941184
1,6.0,0.0,214,0.0029796596
1,6.0,0.0,217,0.0024294989
1,6.0,0.0,236,0.0022491896
1,6.0,0.0,240,0.0015888684
1,6.0,0.0,243,0.0015227998
1,6.0,0.0,244,0.0008634881
1,6.0,0.0,265,0.0004650244
1,6.0,0.0,276,0.0004166267
1,6.0,0.0,279,0.0002194686
1,6.0,0.0,293,0.0001177812
1,6.0,0.0,295,9.05541e-05
1,6.0,0.0,304,2.84889e-05
1,6.0,0.0,327,1.52188e-05
1,6.0,0.0,329,1.43399e-05
1,6.0,0.0,334,6.8888e-06
1,6.0,0.0,340,6.8096e-06
1,6.0,0.0,360,1.333e-06
1,6.0,0.0,371,1.2689e-06
1,6.0,0.0,382,9.574e-07
1,6.0,0.0,395,9.485e-07
1,6.0,0.0,405,8.438e-07
1,6.0,0.0,409,5.53e-07
1,6.0,0.0,412,3.068e-07
1,6.0,0.0,417,2.703e-07
1,6.0,0.0,433,2.64e-07
1,6.0,0.0,441,1.112e-07
1,6.0,0.0,454,5.68e-08
1,6.0,0.0,458,1.4e-08
1,6.0,0.0,485,1.33e-08
1,6.0,0.0,503,9.1e-09
1,6.0,0.0,506,4.6e-09
1,6.0,0.0,510,2.4e-09
1,6.0,0.0,538,1.5e-09
1,6.0,0.0,545,1.2e-09
1,6.0,0.0,551,1.1e-09
1,6.0,0.0,553,7e-10
1,6.0,0.0,564,7e-10
1,6.0,0.0,565,6e-10
1,6.0,0.0,571,2e-10
1,6.0,0.0,605,1e-10
1,6.0,0.0,611,0.0
1,6.0,0.0,623,0.0
1,6.0,0.0,640,0.0
1,6.0,0.0,657,0.0
1,6.0,0.0,663,0.0
1,6.0,0.0,672,0.0
1,6.0,0.0,675,0.0
1,6.0,0.0,680,0.0
1,6.0,0.0,696,0.0
1,6.0,0.0,697,0.0
1,6.0,0.0,700,0.0
1,6.0,0.0,705,0.0
1,6.0,0.0,721,0.0
1,6.0,0.0,730,0.0
1,6.0,0.0,744,0.0
1,6.0,0.0,752,0.0
1,6.0,0.0,761,0.0
1,6.0,0.0,778,0.0
1,6.0,0.0,808,0.0
1,6.0,0.0,814,0.0
1,6.0,0.0,1000,0.0
1,6.0,1.0,1,44.7839771953
1,6.0,1.0,3,30.1260087823
1,6.0,1.0,4,13.5920311662
1,6.0,1.0,8,5.6506417315
1,6.0,1.0,17,1.7826682579
1,6.0,1.0,38,1.7343311356
1,6.0,1.0,59,1.0247069374
1,6.0,1.0,60,0.7753198511
1,6.0,1.0,69,0.7055156042
1,6.0,1.0,73,0.5650256919
1,6.0,1.0,86,0.4442088424
1,6.0,1.0,97,0.2761584184
1,6.0,1.0,107,0.2280012858
1,6.0,1.0,124,0.1519185005
1,6.0,1.0,136,0.084194124
1,6.0,1.0,150,0.0704934612
1,6.0,1.0,160,0.0525092187
1,6.0,1.0,167,0.0465605328
1,6.0,1.0,173,0.0274065173
1,6.0,1.0,177,0.0225310167
1,6.0,1.0,183,0.0154632515
1,6.0,1.0,197,0.0117106098
1,6.0,1.0,198,0.0097091486
1,6.0,1.0,213,0.0016449914
1,6.0,1.0,226,0.0011833099
1,6.0,1.0,251,0.0006758637
1,6.0,1.0,259,0.0005090934
1,6.0,1.0,266,0.0002588621
1,6.0,1.0,282,0.0001222596
1,6.0,1.0,303,5.73837e-05
1,6.0,1.0,328,5.26896e-05
1,6.0,1.0,331,3.13657e-05
1,6.0,1.0,344,2.1919e-05
1,6.0,1.0,355,8.391e-06
1,6.0,1.0,369,2.1105e-06
1,6.0,1.0,394,1.2328e-06
1,6.0,1.0,423,1.518e-07
1,6.0,1.0,465,1.202e-07
1,6.0,1.0,476,3.46e-08
1,6.0,1.0,500,3.06e-08
1,6.0,1.0,509,2.86e-08
1,6.0,1.0,511,2.47e-08
1,6.0,1.0,514,8.3e-09
1,6.0,1.0,534,6.5e-09
1,6.0,1.0,553,4.3e-09
1,6.0,1.0,555,3.7e-09
1,6.0,1.0,561,2.7e-09
1,6.0,1.0,564,1.4e-09
1,6.0,1.0,574,7e-10
1,6.0,1.0,593,4e-10
1,6.0,1.0,609,3e-10
1,6.0,1.0,613,2e-10
1,6.0,1.0,618,2e-10
1,6.0,1.0,636,2e-10
1,6.0,1.0,637,2e-10
1,6.0,1.0,638,1e-10
1,6.0,1.0,660,1e-10
1,6.0,1.0,663,0.0
1,6.0,1.0,697,0.0
1,6.0,1.0,699,0.0
1,6.0,1.0,704,0.0
1,6.0,1.0,711,0.0
1,6.0,1.0,714,0.0
1,6.0,1.0,723,0.0
1,6.0,1.0,726,0.0
1,6.0,1.0,734,0.0
1,6.0,1.0,745,0.0
1,6.0,1.0,760,0.0
1,6.0,1.0,765,0.0
1,6.0,1.0,778,0.0
1,6.0,1.0,794,0.0
1,6.0,1.0,798,0.0
1,6.0,1.0,827,0.0
1,6.0,1.0,828,0.0
1,6.0,1.0,839,0.0
1,6.0,1.0,857,0.0
1,6.0,1.0,901,0.0
1,6.0,1.0,1000,0.0
1,6.0,2.0,1,51.4592413049
1,6.0,2.0,4,37.7683994715
1,6.0,2.0,5,34.7760576419
1,6.0,2.0,13,17.583819779
1,6.0,2.0,21,17.0263129542
1,6.0,2.0,23,7.0579563228
1,6.0,2.0,41,4.6615806467
1,6.0,2.0,46,1.5981003769
1,6.0,2.0,118,0.5760299142
1,6.0,2.0,122,0.2484212964
1,6.0,2.0,165,0.1945892816
1,6.0,2.0,169,0.0559797738
1,6.0,2.0,197,0.0544435584
1,6.0,2.0,202,0.0498761672
1,6.0,2.0,203,0.0100303123
1,6.0,2.0,220,0.0062094334
1,6.0,2.0,230,0.0037052817
1,6.0,2.0,242,0.0013031762
1,6.0,2.0,270,0.000583628
1,6.0,2.0,291,0.0004226453
1,6.0,2.0,298,0.0001997514
1,6.0,2.0,306,0.0001753786
1,6.0,2.0,326,0.0001195669
1,6.0,2.0,333,6.06635e-05
1,6.0,2.0,353,5.19195e-05
1,6.0,2.0,357,1.31921e-05
1,6.0,2.0,383,1.27548e-05
1,6.0,2.0,384,1.19871e-05
1,6.0,2.0,397,1.4527e-06
1,6.0,2.0,410,1.244e-06
1,6.0,2.0,423,1.0181e-06
1,6.0,2.0,440,2.212e-07
1,6.0,2.0,461,2.203e-07
1,6.0,2.0,481,2.078e-07
1,6.0,2.0,487,1.449e-07
1,6.0,2.0,492,1.167e-07
1,6.0,2.0,497,7.57e-08
1,6.0,2.0,504,6.45e-08
1,6.0,2.0,507,5.72e-08
